@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute target {1,2}

@data
-0.816323,-0.808368,-0.797185,-0.728759,-0.627516,-0.565056,-0.569593,-0.649172,-0.656722,-0.516762,-0.469088,-0.360122,-0.253859,0.011865,0.697752,0.959848,1.151161,1.293951,1.398928,1.450398,1.434796,1.409948,1.41873,1.399107,1.407225,1.392888,1.405902,1.346752,1.226646,0.999774,0.554802,0.222819,-0.08004,-0.459344,-0.616744,-0.656312,-0.694045,-0.699532,-0.767715,-0.855228,-1.059557,-1.121342,-1.139202,-1.125723,-1.032046,-1.022983,1
-1.136846,-1.112249,-1.118138,-1.103809,-1.042585,-0.791454,-0.729414,-0.655834,-0.641395,-0.590441,-0.326091,0.052406,0.390879,0.674645,0.905193,1.083208,1.154046,1.197703,1.22105,1.214912,1.230419,1.199783,1.20543,1.179433,1.136237,0.981475,0.895724,0.67738,-0.298195,-0.419024,-0.535276,-0.626439,-0.769285,-0.825357,-0.834898,-0.848313,-0.877039,-0.903993,-0.970599,-1.15045,-1.201906,-1.219992,-1.216456,-1.130243,-1.118832,-1.103998,1
-1.115016,-1.341706,-1.406174,-1.396433,-1.33813,-1.30699,-1.339733,-1.295331,-1.295154,-1.20851,-0.940232,-0.874546,-0.826899,-0.82091,-0.790567,-0.708854,-0.660988,-0.54909,-0.253371,0.259836,0.519885,0.727768,0.889512,0.994675,1.067046,1.097913,1.092736,1.108499,1.079229,1.077992,1.056528,1.019208,0.991066,0.939718,0.781175,0.676633,0.568878,0.06929,-0.714159,-0.81677,-0.890012,-0.984421,-1.001016,-0.987524,-1.012854,-1.044706,1
-1.201155,-1.203056,-1.16562,-1.155528,-1.086852,-1.004981,-0.781877,-0.675154,-0.637457,-0.591112,-0.486896,-0.383849,-0.04089,0.105145,0.509157,0.628408,1.010002,1.146853,1.196487,1.214098,1.184187,1.194551,1.173262,1.195893,1.178503,1.195764,1.177451,1.113528,1.024455,0.889748,0.801131,0.199951,-0.466418,-0.681481,-0.774974,-0.803636,-0.815146,-0.823135,-0.855958,-0.92429,-1.01453,-1.343542,-1.336491,-1.284089,-1.122139,-1.082205,1
-0.603291,-0.561262,-0.613496,-0.613625,-0.5288,-0.470311,-0.434966,-0.239685,0.06958,0.436182,0.731299,0.906012,1.117117,1.61228,1.795484,1.89474,1.950795,1.994404,2.029827,2.011446,1.989668,1.927716,1.83758,1.694358,1.361103,1.075179,0.831043,0.688692,0.522359,0.496847,0.307387,0.033138,-0.18204,-0.334814,-0.617252,-0.732267,-0.809439,-0.858538,-0.861645,-0.809395,-0.647934,-0.575829,-0.569971,-0.595603,-0.625307,-0.604779,2
-1.162008,-1.157739,-1.137231,-1.087318,-0.833908,-0.773513,-0.740811,-0.732724,-0.694349,-0.669385,-0.615836,-0.50646,-0.222831,0.141899,0.29323,0.680351,0.894216,0.973343,1.142819,1.207276,1.25825,1.257581,1.240837,1.252594,1.238445,1.221243,1.236658,1.207536,1.176232,1.106734,1.054665,0.890414,0.658195,0.183672,-0.212444,-0.447322,-0.542715,-0.686271,-0.76162,-0.790414,-0.827549,-0.904568,-1.073015,-1.127586,-1.137836,-1.116188,1
-0.808018,-0.786857,-0.765148,-0.762802,-0.741952,-0.699348,-0.626239,-0.505243,-0.327077,-0.11366,0.196851,0.424204,0.922218,1.050509,1.340362,1.448292,1.514424,1.542317,1.565318,1.619541,1.633883,1.633813,1.614381,1.581963,1.536379,1.459442,1.344951,1.207405,0.950246,0.603857,0.358933,-0.134533,-0.292545,-0.438553,-0.569322,-0.681211,-0.749301,-0.772783,-0.771307,-0.714985,-0.719416,-0.678223,-0.7051,-0.705816,-0.690106,-0.663304,2
-0.622128,-0.606287,-0.645262,-0.641075,-0.627296,-0.513802,-0.447743,-0.413711,-0.20407,0.136454,0.251866,0.430016,0.548873,0.718596,1.133667,1.369832,1.508158,1.678398,1.798146,1.8369,1.868109,1.861139,1.819931,1.791482,1.734,1.641373,1.503258,1.018877,0.747433,0.586853,0.556263,0.296608,0.264688,0.006364,-0.290545,-0.431688,-0.747676,-0.863758,-0.925611,-0.947902,-0.935064,-0.892937,-0.715647,-0.609414,-0.57004,-0.650745,2
-1.054014,-1.047895,-1.033531,-0.879424,-0.856492,-0.839841,-0.840329,-0.800429,-0.707845,-0.682081,-0.63057,-0.54237,-0.423069,-0.269596,-0.093154,0.214656,0.566865,0.992979,1.071741,1.196171,1.238058,1.239078,1.275032,1.250094,1.146652,1.042966,0.786098,0.635975,0.369074,0.184334,0.057846,-0.1004,-0.356613,-0.471928,-0.735477,-0.794398,-0.805569,-0.805198,-0.834544,-0.890562,-1.124045,-1.171643,-1.16946,-1.082618,-1.071515,-1.064798,1
-1.082541,-1.086893,-1.073674,-1.013419,-0.91002,-0.74088,-0.285696,-0.031373,0.200999,0.423922,0.616754,0.755996,0.842835,0.913095,0.959757,0.987576,1.015139,1.005728,1.020286,1.014759,1.032133,1.019689,0.993156,1.002683,0.995316,1.003184,0.987388,1.004751,1.000105,0.970224,0.942067,0.829816,0.669184,0.570869,0.450739,0.184377,-0.405114,-0.677853,-0.913358,-1.100597,-1.157227,-1.186662,-1.197083,-1.150792,-1.140505,-1.14831,2
-0.851924,-0.834818,-0.831328,-0.81771,-0.6785,-0.665688,-0.637958,-0.501624,-0.457156,-0.3452,-0.196239,0.044503,0.17562,0.523489,1.121752,1.298894,1.402461,1.464525,1.490548,1.5219,1.537942,1.535483,1.486528,1.507103,1.477927,1.431298,1.331752,1.204746,1.037956,0.64481,0.493168,0.302628,-0.26551,-0.36751,-0.501374,-0.578892,-0.627594,-0.6354,-0.602175,-0.60928,-0.665629,-0.841266,-0.878816,-0.881958,-0.819175,-0.802605,1
-0.769293,-0.767545,-0.671344,-0.683532,-0.741977,-0.799588,-0.872407,-1.07729,-1.141376,-1.163615,-1.090327,-1.015041,-0.791263,-0.671886,-0.642551,-0.584109,-0.512422,-0.402417,-0.012577,0.43363,0.75879,0.982894,1.070369,1.144329,1.248201,1.300922,1.3214,1.337471,1.326921,1.278273,1.180796,1.05108,0.914638,0.623377,0.255878,-0.393409,-0.61183,-0.686109,-0.7936,-0.830813,-0.886398,-1.053249,-1.079031,-1.066332,-1.006514,-0.994838,1
-1.238278,-1.147941,-1.125283,-1.139822,-1.088827,-1.017793,-0.761309,-0.718351,-0.68916,-0.691024,-0.639495,-0.61021,-0.595346,-0.55426,-0.489636,-0.363321,-0.066476,0.152391,0.438447,0.815875,1.107017,1.152352,1.166031,1.204242,1.235504,1.202317,1.216913,1.195466,1.198677,1.149488,0.938628,0.723011,0.168058,-0.274027,-0.369877,-0.499009,-0.668303,-0.73995,-0.780581,-0.830299,-0.916461,-0.977692,-1.032562,-1.31947,-1.334852,-1.213891,1
-1.7558,-1.732612,-1.721212,-1.71546,-1.702405,-1.651188,-1.549684,-1.376589,-1.160766,-0.049084,0.172299,0.349685,0.464854,0.550211,0.599103,0.653917,0.686579,0.700481,0.68151,0.682767,0.65502,0.662325,0.645396,0.654706,0.6391,0.632972,0.643299,0.62331,0.630449,0.61367,0.523867,0.414882,0.355428,0.260979,0.145466,0.011704,-0.160995,-0.578702,-1.275793,-1.470041,-1.639795,-1.757432,-1.826076,-1.870268,-1.894537,-1.898637,2
-0.716838,-0.695605,-0.677146,-0.567105,-0.559518,-0.588459,-0.573744,-0.507019,-0.407684,-0.272276,-0.177898,0.440169,0.666387,1.157638,1.385424,1.587732,1.746577,1.859526,1.95795,2.013114,2.031647,2.048754,2.021101,1.992092,1.868034,1.739311,1.424743,1.233037,0.536525,0.081541,-0.164796,-0.347333,-0.469131,-0.508679,-0.53958,-0.453949,-0.479873,-0.546299,-0.632837,-0.657223,-0.659865,-0.649757,-0.575723,-0.551708,-0.572434,-0.566393,1
-0.969391,-0.979818,-0.973459,-0.95292,-0.889439,-0.774528,-0.608168,-0.375013,0.166574,0.676158,0.871061,1.022306,1.126735,1.193731,1.244006,1.249619,1.219817,1.226999,1.206346,1.183051,1.183673,1.175297,1.122668,1.122668,1.077753,1.053705,1.009986,0.919282,0.759428,0.684966,0.44572,0.299177,0.131615,-0.404315,-0.709791,-0.8288,-0.930417,-0.994062,-1.026423,-1.036247,-1.029415,-0.963412,-0.9318,-0.915083,-0.907549,-0.929978,2
-0.971732,-1.049772,-1.09219,-1.051686,-1.028081,-0.980632,-0.855663,-0.770851,-0.752936,-0.742884,-0.720266,-0.721669,-0.694339,-0.642165,-0.55371,-0.249153,0.104142,0.396128,0.79183,0.997714,1.141415,1.184837,1.233407,1.219931,1.200977,1.18179,1.168703,1.147694,1.115431,0.993165,0.80898,0.560963,-0.128825,-0.500069,-0.699224,-0.812633,-0.845144,-0.862608,-0.858203,-0.885399,-0.961904,-1.239339,-1.278218,-1.269844,-1.170905,-1.14504,1
-1.08102,-1.069146,-1.007616,-0.821685,-0.757232,-0.750251,-0.677604,-0.658615,-0.598835,-0.477602,-0.333165,0.008443,0.488272,0.615851,0.852074,1.041884,1.181195,1.216188,1.238676,1.223533,1.231547,1.212844,1.251434,1.235489,1.240566,1.205377,1.123235,1.082955,1.020075,0.732302,0.488169,0.216582,-0.499966,-0.612379,-0.701919,-0.798586,-0.841311,-0.837349,-0.869582,-0.892003,-0.935655,-1.124526,-1.177105,-1.20106,-1.195577,-1.166574,1
-1.006849,-1.024285,-1.017109,-0.967063,-0.83839,-0.642805,-0.141387,0.136491,0.600148,0.854682,0.930787,0.987171,1.006355,1.010215,1.032849,1.040695,1.0301,1.016695,1.01638,0.99587,1.000768,0.981571,0.995434,0.999066,0.979273,0.98089,0.963882,0.940946,0.775212,0.513218,0.381884,0.226569,0.054625,-0.3338,-0.703307,-0.860839,-0.995333,-1.092906,-1.138611,-1.180428,-1.187956,-1.159793,-1.158842,-1.144677,-1.112818,-1.122235,2
-1.441403,-1.553785,-1.566228,-1.5504,-1.40854,-1.375772,-1.327752,-1.292591,-1.261824,-1.196859,-1.031311,-0.972265,-0.945883,-0.928967,-0.986013,-0.986562,-0.935392,-0.839527,-0.756296,-0.345813,-0.200524,-0.024858,0.250205,0.479319,0.679912,0.831798,0.911413,0.933431,0.957754,0.951026,0.927397,0.909865,0.874874,0.839185,0.769769,0.69373,0.583654,0.463491,-0.122901,-0.677619,-0.914333,-0.988258,-1.052725,-1.120261,-1.150923,-1.174406,1
-0.964333,-0.943104,-0.91262,-0.850601,-0.678593,-0.629655,-0.611388,-0.624424,-0.450906,-0.385577,-0.236402,-0.102625,0.05185,0.239663,0.460677,0.765586,1.026672,1.238164,1.362783,1.40038,1.433704,1.418983,1.447664,1.445134,1.41284,1.337315,1.219636,1.026613,0.888357,0.734758,0.023965,-0.254472,-0.46337,-0.571712,-0.594677,-0.626007,-0.6801,-0.802259,-1.006927,-1.043742,-1.053457,-1.033412,-0.98906,-0.945724,-0.920594,-0.893748,1
-1.481718,-1.488779,-1.482277,-1.449774,-1.348601,-1.174056,-0.934222,-0.65341,-0.064913,0.180502,0.379403,0.526119,0.686381,0.737959,0.783579,0.819298,0.814565,0.836033,0.819773,0.78303,0.779447,0.789284,0.783055,0.794265,0.790095,0.802385,0.806364,0.792361,0.80359,0.775029,0.816068,0.782733,0.73081,0.625849,0.562515,0.389688,0.14515,-0.309042,-0.632465,-0.909117,-1.116737,-1.279738,-1.369996,-1.390124,-1.362261,-1.374736,2
-0.981131,-0.975598,-0.988761,-0.968455,-0.915922,-0.794385,-0.604901,-0.364288,-0.096442,0.414545,0.628564,0.795518,0.904796,0.987554,1.04822,1.080225,1.091603,1.097765,1.088322,1.10323,1.101222,1.111635,1.100197,1.108216,1.092338,1.089756,1.034737,0.951568,0.805708,0.564174,0.402388,0.224283,-0.625304,-0.806423,-0.963741,-1.095117,-1.160173,-1.183229,-1.194503,-1.174732,-1.041468,-1.006852,-0.994277,-0.9958,-0.96939,-0.970535,2
-0.723961,-0.779418,-0.773688,-0.724372,-0.547945,-0.587412,-0.509807,-0.434328,-0.35806,-0.126258,0.03649,0.517813,0.793616,1.037657,1.243063,1.402785,1.518235,1.676315,1.70975,1.721979,1.706218,1.7052,1.67566,1.627336,1.495018,1.280087,0.968651,0.616481,0.151825,0.002908,-0.108252,-0.252939,-0.369722,-0.444615,-0.544138,-0.600658,-0.596807,-0.557599,-0.476864,-0.450078,-0.483546,-0.741182,-0.781129,-0.789286,-0.75883,-0.744602,1
-0.644121,-0.602491,-0.616152,-0.596472,-0.561708,-0.49008,-0.198715,-0.083312,0.058839,0.300794,0.493146,0.713326,0.8405,1.006801,1.205128,1.424921,1.61118,1.766634,1.866774,1.915497,1.940212,1.979108,1.995901,1.985385,1.931368,1.883215,1.804657,1.693574,1.556586,1.39532,1.250519,0.712487,0.677542,0.408864,0.321329,-0.006005,-0.207613,-0.503573,-0.632869,-0.71474,-0.75542,-0.763105,-0.685188,-0.640246,-0.636191,-0.600113,2
-0.604468,-0.67076,-0.66669,-0.641597,-0.561329,-0.544581,-0.562741,-0.507522,-0.470408,-0.387468,-0.240863,0.145335,0.627013,1.672847,1.821709,1.889913,1.926111,1.972038,1.987629,1.977461,1.931147,1.895467,1.836442,1.744133,1.640951,1.499159,0.369595,0.215667,-0.197351,-0.313444,-0.395689,-0.467993,-0.517035,-0.563377,-0.565549,-0.524586,-0.458914,-0.422801,-0.468254,-0.57468,-0.701058,-0.782266,-0.792845,-0.776704,-0.647746,-0.640211,1
-1.287009,-1.311756,-1.305798,-1.254425,-0.950911,-0.73965,-0.435402,0.07439,0.282535,0.606568,0.921403,0.910533,1.010324,0.934782,0.918734,1.061469,0.864604,0.965915,0.889934,0.902182,0.833742,0.908747,0.873267,0.923385,0.861631,0.958096,0.891233,0.942969,0.888015,0.936449,0.938999,0.865811,0.857268,0.93474,0.917238,0.998535,0.933924,0.776282,0.580464,0.352756,0.067116,-0.74249,-0.973376,-1.181533,-1.222474,-1.205487,2
-0.546345,-0.570333,-0.580286,-0.577303,-0.545845,-0.510894,-0.246122,-0.123716,-0.028688,0.278672,0.48891,0.688384,0.836911,0.990782,1.413766,1.772246,1.868966,1.924108,1.953905,1.960782,1.996428,2.015351,2.033059,2.021544,1.981342,1.941673,1.871913,1.773406,1.630796,1.15076,1.016555,0.530632,0.470318,0.208244,-0.161871,-0.561218,-0.661809,-0.721765,-0.740079,-0.742202,-0.679687,-0.710209,-0.686055,-0.687578,-0.654146,-0.653748,2
-1.623368,-1.617187,-1.599839,-1.567656,-1.495919,-1.384723,-1.215681,-0.995121,-0.745903,0.040983,0.243518,0.402964,0.517535,0.623345,0.650567,0.679014,0.667686,0.678065,0.66904,0.69681,0.685651,0.703313,0.695159,0.709028,0.696595,0.695471,0.649548,0.580046,0.44124,0.359555,0.256249,0.137026,-0.019628,-0.195114,-0.394223,-1.035622,-1.23047,-1.403411,-1.549479,-1.66008,-1.745874,-1.797701,-1.821457,-1.820755,-1.802348,-1.779259,2
-1.113247,-1.12241,-1.117873,-1.095512,-1.030349,-0.903735,-0.714461,-0.467052,0.056722,0.299851,0.519554,0.692841,0.814691,0.889575,0.971659,0.988237,0.988797,0.961028,0.968249,0.95972,0.967292,0.956262,0.967714,0.956015,0.966987,0.952504,0.947492,0.961442,0.954054,0.97045,0.951603,0.847768,0.706637,0.488828,0.192995,-0.517077,-0.682434,-0.829399,-0.948716,-1.042282,-1.122984,-1.173594,-1.210279,-1.225503,-1.184325,-1.174871,2
-0.744119,-0.693064,-0.698543,-0.677894,-0.669603,-0.624502,-0.558716,-0.448498,-0.275957,-0.025204,0.120117,0.338801,0.516191,0.704391,0.823142,0.980325,1.377888,1.538063,1.610617,1.663181,1.719519,1.725123,1.716008,1.674058,1.638189,1.599748,1.541317,1.427844,1.273789,0.934996,0.791434,0.38493,0.269154,0.14033,-0.027805,-0.325494,-0.598988,-0.703503,-0.779737,-0.829169,-0.85153,-0.846375,-0.754466,-0.691629,-0.712959,-0.703899,2
-1.153652,-1.128047,-1.050033,-0.814484,-0.726033,-0.726833,-0.680078,-0.718882,-0.688824,-0.610704,-0.478427,-0.306902,-0.093011,0.090806,0.375932,0.635383,0.858542,1.013328,1.069303,1.147371,1.200645,1.239016,1.242447,1.237019,1.164813,1.113924,0.969794,0.863101,0.749968,0.609169,0.316936,-0.001077,-0.270809,-0.592628,-0.744956,-0.822405,-0.851863,-0.873428,-0.868778,-0.912831,-0.943241,-0.999805,-1.23009,-1.262929,-1.260485,-1.196872,1
-0.969865,-0.94323,-0.878217,-0.743134,-0.660387,-0.65212,-0.608332,-0.516352,-0.437699,-0.394782,-0.284717,-0.146267,0.01036,0.199921,0.414723,0.586366,0.732583,0.988196,1.090841,1.216064,1.299842,1.358225,1.359739,1.337152,1.341228,1.314371,1.270707,1.182012,1.106902,0.903667,0.408111,0.247968,-0.159657,-0.344629,-0.505883,-0.623853,-0.698001,-0.768183,-0.801745,-0.840992,-0.886985,-0.976866,-1.109324,-1.127218,-1.019229,-1.003153,1
-1.160162,-1.243003,-1.254295,-1.234512,-1.039987,-1.026723,-1.051832,-1.007594,-0.918335,-0.727085,-0.632558,-0.615174,-0.641578,-0.635035,-0.513053,-0.452739,-0.167317,0.358661,0.641594,0.952839,1.109235,1.224678,1.281275,1.304534,1.279349,1.251977,1.20973,1.099459,0.900974,0.637453,-0.11128,-0.359488,-0.467861,-0.549153,-0.658107,-0.712596,-0.764518,-0.794316,-0.81275,-0.884557,-1.210457,-1.233655,-1.221131,-1.121479,-1.053213,-1.03309,1
-1.036995,-1.051608,-1.041311,-0.997377,-0.91542,-0.748973,-0.528823,-0.002009,0.275158,0.496261,0.672016,0.824176,0.926524,1.010431,1.0061,0.973382,0.972593,0.986402,1.000123,0.995936,1.020483,1.005618,0.97895,0.988348,0.970242,0.973629,0.949221,0.94296,0.916247,0.801304,0.600338,0.404525,0.279694,0.140003,-0.02377,-0.393876,-0.73965,-0.899227,-1.156481,-1.206477,-1.237524,-1.233248,-1.207994,-1.164389,-1.140435,-1.151864,2
-0.564906,-0.564196,-0.599509,-0.649489,-0.657425,-0.640887,-0.620203,-0.591577,-0.538451,-0.354355,-0.236894,-0.147171,0.122655,0.482204,0.734744,1.093937,1.415225,1.714356,1.790393,1.826668,1.860253,1.899747,1.908968,1.898271,1.861807,1.772418,1.609472,1.148317,0.943545,0.814629,0.502216,0.306123,0.041356,-0.14786,-0.300154,-0.426197,-0.575568,-0.699332,-0.77146,-0.80256,-0.799723,-0.684361,-0.670572,-0.673976,-0.724565,-0.718832,2
-0.614644,-0.603111,-0.614832,-0.586455,-0.594642,-0.561692,-0.504818,-0.511779,-0.587054,-0.591645,-0.557414,-0.549774,-0.50706,-0.415554,-0.253654,-0.071631,0.402002,0.842274,1.043912,1.584639,1.725945,1.798773,1.849676,1.842094,1.80539,1.770809,1.697586,1.462069,1.295673,0.728532,0.228201,-0.071016,-0.31356,-0.39424,-0.485054,-0.579033,-0.620003,-0.622726,-0.642196,-0.760917,-0.822647,-0.821296,-0.773805,-0.804653,-0.795079,-0.808361,1
-0.779126,-0.773882,-0.711104,-0.716662,-0.688708,-0.683468,-0.666936,-0.623,-0.533287,-0.403161,-0.182255,-2.369231,0.167323,-0.841499,0.516902,0.686233,0.764911,1.040275,1.387685,1.661467,1.73122,1.768109,1.770205,1.785028,1.756756,1.725421,1.679126,1.401787,1.273667,0.820735,0.7821,0.527411,0.440665,0.240821,-0.034898,-0.322606,-0.499395,-0.604135,-0.676176,-0.719662,-0.738535,-0.733069,-0.582735,-0.533697,-0.509923,-0.504385,2
-0.703033,-0.689119,-0.680005,-0.598573,-0.631903,-0.589322,-0.573461,-0.535875,-0.461675,-0.324984,-0.135173,0.074279,0.590233,1.05867,1.307884,1.533483,1.722628,1.805307,1.82998,1.848111,1.823802,1.781866,1.728564,1.649933,1.532898,1.392937,0.697467,0.389306,0.035792,-0.228702,-0.344908,-0.439183,-0.505986,-0.542426,-0.598987,-0.605227,-0.573293,-0.414879,-0.408644,-0.45623,-0.60512,-0.688136,-0.72431,-0.7238,-0.641649,-0.642109,1
-1.43572,-1.425976,-1.410329,-1.334627,-1.208854,-1.000355,-0.753657,-0.464169,-0.193932,0.002154,0.251828,0.408639,0.54003,0.624556,0.687361,0.736404,0.752596,0.774121,0.794572,0.785683,0.793598,0.778006,0.788209,0.771104,0.787242,0.777776,0.703295,0.602393,0.494395,0.405692,0.170292,0.027367,-0.155541,-0.310179,-0.85233,-1.044935,-1.208531,-1.343165,-1.453219,-1.529172,-1.572216,-1.586376,-1.578107,-1.492375,-1.447364,-1.430884,2
