@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute target {1,2,3}

@data
0.672579,0.760875,0.824066,0.860245,0.862307,0.831425,0.768503,0.679175,0.572992,0.461781,0.35,0.251955,0.169056,0.104005,0.055761,0.033724,0.042851,0.081756,0.137396,0.212193,0.306953,0.420847,0.552385,0.70289,0.850562,0.979038,1.079734,1.148458,1.183211,1.182177,1.149654,1.083497,0.983801,0.854366,0.739927,0.623719,0.498788,0.361571,0.212636,0.050728,-0.127348,-0.299304,-0.449302,-0.575055,-0.674753,-0.748988,-0.794987,-0.818313,-0.822947,-0.813658,-0.796636,-0.812271,-0.832491,-0.854355,-0.874369,-0.892466,-0.90617,-0.910424,-0.90122,-0.888121,-0.876411,-0.864187,-0.850431,-0.83912,3
0.715492,0.811024,0.88272,0.923283,0.930456,0.899394,0.834774,0.746069,0.63836,0.523504,0.404516,0.296172,0.211329,0.144828,0.08848,0.049156,0.041985,0.067404,0.113934,0.182311,0.262742,0.359956,0.477772,0.61734,0.766265,0.902778,1.010137,1.087642,1.130985,1.140537,1.116866,1.060847,0.972947,0.854747,0.744535,0.623609,0.491285,0.35625,0.211345,0.054572,-0.116221,-0.2902,-0.446243,-0.575262,-0.679102,-0.75617,-0.808951,-0.84108,-0.854494,-0.853413,-0.842524,-0.861705,-0.88282,-0.904051,-0.925778,-0.944507,-0.955718,-0.951451,-0.935714,-0.917096,-0.898992,-0.880269,-0.860901,-0.845668,3
0.719279,0.834057,0.926244,0.986632,1.011453,1.001219,0.953721,0.875803,0.767929,0.641533,0.503793,0.372309,0.265432,0.181939,0.107322,0.049481,0.022377,0.026496,0.059801,0.107479,0.170876,0.25512,0.357027,0.482528,0.630762,0.772725,0.896842,0.99374,1.056782,1.083907,1.074561,1.02881,0.948483,0.836765,0.731228,0.609413,0.482406,0.351356,0.208793,0.060112,-0.102636,-0.279145,-0.434972,-0.566442,-0.672275,-0.752386,-0.803825,-0.834831,-0.843759,-0.83612,-0.816476,-0.825049,-0.833322,-0.841266,-0.852335,-0.864182,-0.877482,-0.880771,-0.875258,-0.86647,-0.854432,-0.841042,-0.82966,-0.823814,3
0.697896,0.789864,0.862874,0.905347,0.918599,0.899978,0.848661,0.76912,0.671771,0.565622,0.456202,0.351825,0.263433,0.192307,0.137052,0.105362,0.104869,0.132188,0.179602,0.236209,0.314489,0.410501,0.518879,0.648942,0.790814,0.924769,1.033046,1.111091,1.156251,1.166989,1.143018,1.085437,0.996988,0.882433,0.763739,0.633956,0.50384,0.361123,0.209813,0.052716,-0.11792,-0.293846,-0.453535,-0.587584,-0.699681,-0.787107,-0.849881,-0.889976,-0.906842,-0.905299,-0.898399,-0.909623,-0.9232,-0.936427,-0.948355,-0.961841,-0.971873,-0.973221,-0.961228,-0.948903,-0.933698,-0.915316,-0.894713,-0.874396,2
0.606042,0.702171,0.775454,0.815861,0.822123,0.799841,0.742306,0.65316,0.550241,0.442173,0.335949,0.236208,0.156608,0.098317,0.053304,0.029466,0.036834,0.076479,0.150344,0.235975,0.327267,0.430868,0.55066,0.689371,0.844639,0.98801,1.103611,1.18539,1.229271,1.237466,1.209804,1.144068,1.045486,0.9143,0.785944,0.644735,0.511693,0.380202,0.246296,0.097533,-0.062826,-0.227727,-0.382167,-0.517825,-0.638091,-0.732917,-0.800001,-0.836796,-0.850044,-0.842696,-0.824013,-0.831352,-0.847159,-0.876224,-0.904288,-0.931483,-0.951877,-0.958643,-0.954741,-0.939289,-0.914889,-0.877536,-0.843558,-0.818358,2
0.696808,0.805906,0.891768,0.949608,0.974789,0.963774,0.915926,0.836941,0.733431,0.612779,0.48454,0.359019,0.253472,0.164256,0.086617,0.035728,0.010756,0.015644,0.050312,0.106364,0.174379,0.260941,0.369275,0.498045,0.645075,0.787318,0.913235,1.012152,1.078125,1.1077,1.10199,1.061056,0.9848,0.878652,0.784617,0.67196,0.544428,0.411803,0.268604,0.111056,-0.057586,-0.23614,-0.400495,-0.542638,-0.657399,-0.745968,-0.80645,-0.840065,-0.851994,-0.847174,-0.831883,-0.847738,-0.866279,-0.882826,-0.899569,-0.914522,-0.926634,-0.928927,-0.919817,-0.903357,-0.882771,-0.862433,-0.841861,-0.821985,2
0.720789,0.821457,0.90003,0.948684,0.963476,0.944277,0.890308,0.807487,0.698093,0.579979,0.4566,0.337988,0.238419,0.155395,0.085097,0.040166,0.021538,0.034731,0.078176,0.14084,0.2203,0.317258,0.432082,0.568606,0.71492,0.851931,0.966039,1.050775,1.102175,1.118763,1.104058,1.054873,0.973774,0.862656,0.756873,0.633897,0.498212,0.355633,0.20465,0.044028,-0.130742,-0.304731,-0.455388,-0.582553,-0.685339,-0.762037,-0.813337,-0.842388,-0.85368,-0.849808,-0.836357,-0.847304,-0.860092,-0.87211,-0.884494,-0.896195,-0.905306,-0.905816,-0.896137,-0.884555,-0.872055,-0.860023,-0.848528,-0.84163,3
0.651375,0.747082,0.822634,0.865007,0.875429,0.854189,0.799874,0.722617,0.623645,0.512997,0.398524,0.297574,0.220331,0.163534,0.119666,0.092588,0.098809,0.130543,0.171243,0.231207,0.309003,0.402172,0.515982,0.65028,0.797983,0.938143,1.053473,1.138765,1.186149,1.196228,1.168365,1.10426,1.004566,0.876406,0.761075,0.644234,0.519627,0.386914,0.242511,0.084348,-0.085994,-0.266989,-0.434667,-0.576281,-0.691488,-0.775787,-0.839796,-0.874936,-0.88472,-0.875981,-0.858465,-0.871091,-0.885446,-0.902524,-0.920219,-0.93695,-0.950755,-0.955529,-0.944693,-0.926716,-0.903809,-0.881676,-0.858488,-0.832249,2
0.685352,0.774215,0.839763,0.876724,0.884359,0.85959,0.806929,0.725941,0.627375,0.519302,0.411169,0.308322,0.22484,0.160993,0.11109,0.083995,0.085747,0.120855,0.174557,0.241888,0.327931,0.431596,0.552177,0.688809,0.831576,0.961342,1.06469,1.137791,1.178152,1.184097,1.155964,1.092125,0.998174,0.875179,0.749348,0.618807,0.484454,0.340704,0.187256,0.022977,-0.152906,-0.325092,-0.476333,-0.600434,-0.699618,-0.774859,-0.82898,-0.860997,-0.875434,-0.873489,-0.862361,-0.873374,-0.887274,-0.902315,-0.917438,-0.930484,-0.938002,-0.934408,-0.926447,-0.914475,-0.901833,-0.889251,-0.874726,-0.863077,2
0.648692,0.733138,0.798143,0.831285,0.829144,0.79144,0.723176,0.631458,0.526439,0.416866,0.305616,0.210683,0.140627,0.087382,0.048329,0.041568,0.06788,0.117126,0.179497,0.249848,0.339924,0.454577,0.587593,0.741779,0.893585,1.021434,1.12247,1.19217,1.224772,1.221767,1.18462,1.11196,1.005316,0.868347,0.743585,0.617799,0.492661,0.354145,0.197733,0.031185,-0.144907,-0.312284,-0.459544,-0.588868,-0.695876,-0.774113,-0.827561,-0.855883,-0.86342,-0.85612,-0.839973,-0.856118,-0.874595,-0.89447,-0.910376,-0.921896,-0.928561,-0.92874,-0.921327,-0.908253,-0.88995,-0.866033,-0.84277,-0.824884,3
0.714805,0.82084,0.904984,0.960618,0.985255,0.975026,0.930636,0.858397,0.759242,0.64461,0.523003,0.402457,0.299805,0.220135,0.153778,0.101681,0.08092,0.094923,0.130307,0.176745,0.240604,0.328768,0.432853,0.554654,0.68875,0.819171,0.934441,1.023117,1.080317,1.102679,1.09068,1.044177,0.964434,0.852591,0.739883,0.614912,0.489232,0.353982,0.202691,0.042177,-0.127709,-0.301828,-0.45437,-0.584363,-0.691322,-0.773903,-0.831313,-0.866313,-0.880537,-0.879432,-0.868843,-0.880389,-0.895316,-0.913078,-0.928995,-0.943001,-0.952699,-0.948461,-0.937694,-0.924313,-0.909302,-0.889149,-0.866154,-0.849164,3
0.632471,0.715059,0.773497,0.801775,0.795728,0.754487,0.684176,0.593297,0.491887,0.388931,0.289581,0.205598,0.141165,0.095243,0.064165,0.059552,0.085423,0.13384,0.202375,0.280702,0.372528,0.481282,0.612356,0.764476,0.91816,1.050317,1.149844,1.215974,1.247303,1.243062,1.204205,1.131184,1.025485,0.886996,0.765921,0.634752,0.503349,0.368282,0.22986,0.076454,-0.096706,-0.273115,-0.438543,-0.577482,-0.692445,-0.780131,-0.842475,-0.879756,-0.892213,-0.890258,-0.876936,-0.890956,-0.905289,-0.920622,-0.937407,-0.958503,-0.974424,-0.976406,-0.962939,-0.936584,-0.907747,-0.875456,-0.84564,-0.819417,2
0.677087,0.76614,0.832708,0.869136,0.87235,0.84368,0.784065,0.698305,0.600068,0.494629,0.388085,0.291211,0.214449,0.154822,0.110233,0.091075,0.10306,0.139264,0.194139,0.26763,0.351335,0.45625,0.580815,0.722263,0.867682,0.994563,1.09529,1.164156,1.199685,1.199842,1.164397,1.09626,0.99618,0.868033,0.740835,0.604982,0.460076,0.311675,0.15241,-0.016349,-0.194286,-0.362885,-0.510564,-0.635213,-0.733934,-0.807085,-0.857939,-0.885628,-0.897341,-0.897457,-0.893217,-0.909597,-0.928551,-0.946739,-0.961967,-0.971767,-0.972103,-0.958351,-0.94222,-0.921749,-0.900005,-0.878123,-0.860301,-0.852226,2
0.694025,0.765102,0.81651,0.844839,0.842084,0.811336,0.753205,0.676728,0.585491,0.489876,0.393268,0.303556,0.224915,0.164449,0.128454,0.1183,0.137772,0.178841,0.232217,0.30392,0.395266,0.507012,0.629195,0.763643,0.90394,1.027952,1.123663,1.19248,1.226835,1.228562,1.197404,1.133945,1.041033,0.921313,0.796774,0.670346,0.538141,0.393809,0.24097,0.087386,-0.072815,-0.239493,-0.394456,-0.53044,-0.649844,-0.746008,-0.822231,-0.879466,-0.915711,-0.933874,-0.944089,-0.9612,-0.980477,-1.000376,-1.01581,-1.02793,-1.040552,-1.044956,-1.04485,-1.036815,-1.022661,-1.00541,-0.986937,-0.967856,1
0.634237,0.714494,0.776593,0.81633,0.829901,0.817548,0.776513,0.714056,0.637777,0.551805,0.466956,0.385957,0.315965,0.265445,0.231792,0.223891,0.248842,0.29099,0.338649,0.406718,0.479253,0.563987,0.662527,0.776139,0.900806,1.022278,1.123081,1.193979,1.232533,1.236373,1.204199,1.141102,1.046759,0.920939,0.793941,0.669532,0.536294,0.398037,0.251675,0.098531,-0.064124,-0.232713,-0.396641,-0.540244,-0.664179,-0.76611,-0.845095,-0.902129,-0.939136,-0.963935,-0.979277,-1.006879,-1.036462,-1.066149,-1.091601,-1.111161,-1.122711,-1.120208,-1.106717,-1.085059,-1.060243,-1.031562,-1.001886,-0.973354,1
0.652103,0.734522,0.797191,0.831297,0.83436,0.805397,0.747787,0.674816,0.588672,0.50111,0.40791,0.318686,0.240583,0.177384,0.136767,0.122228,0.13616,0.179056,0.235484,0.30843,0.395644,0.501243,0.624193,0.764544,0.906404,1.03485,1.132443,1.201566,1.238156,1.240924,1.212148,1.14921,1.057946,0.939743,0.80067,0.65947,0.517159,0.375237,0.224307,0.065635,-0.10261,-0.271596,-0.424142,-0.555038,-0.665549,-0.760833,-0.835217,-0.886383,-0.916481,-0.930815,-0.935628,-0.938669,-0.943246,-0.954499,-0.967796,-0.978783,-0.987172,-0.98964,-0.986061,-0.980798,-0.971982,-0.959249,-0.940148,-0.925365,1
0.702309,0.782754,0.850237,0.888752,0.895236,0.867876,0.809276,0.724904,0.630108,0.531582,0.427612,0.328626,0.24226,0.170981,0.118689,0.093338,0.099784,0.129984,0.184218,0.24774,0.329422,0.428625,0.546037,0.680159,0.822665,0.948772,1.05167,1.130966,1.177788,1.190756,1.17211,1.119705,1.03443,0.923449,0.800883,0.663997,0.525928,0.379101,0.223628,0.058538,-0.111743,-0.283381,-0.435817,-0.567084,-0.675693,-0.761769,-0.830114,-0.876797,-0.90096,-0.909461,-0.911106,-0.920159,-0.931629,-0.945427,-0.957409,-0.966709,-0.969783,-0.971497,-0.966177,-0.957535,-0.947541,-0.937622,-0.927568,-0.91507,1
0.655263,0.737695,0.797319,0.833373,0.837181,0.80845,0.749349,0.673279,0.578426,0.483851,0.388249,0.297928,0.219913,0.15976,0.121717,0.112848,0.131972,0.174188,0.232963,0.305063,0.394755,0.501823,0.626933,0.7659,0.905821,1.032013,1.130672,1.197569,1.231927,1.231858,1.199115,1.132557,1.034705,0.911124,0.783,0.646446,0.511715,0.367631,0.214556,0.049912,-0.122396,-0.293207,-0.444389,-0.572783,-0.676732,-0.758894,-0.820696,-0.865104,-0.88919,-0.896723,-0.896908,-0.908765,-0.920421,-0.93734,-0.953312,-0.968045,-0.976695,-0.979283,-0.973564,-0.964281,-0.955409,-0.943638,-0.931691,-0.917077,1
0.619644,0.687242,0.735434,0.754454,0.743555,0.702962,0.637745,0.558743,0.472215,0.382777,0.293465,0.214722,0.154574,0.109613,0.089851,0.096604,0.13429,0.192099,0.261984,0.342492,0.439627,0.556059,0.688057,0.838283,0.986888,1.111214,1.207305,1.269407,1.294104,1.283078,1.237219,1.15727,1.044022,0.906178,0.773168,0.640299,0.512527,0.378381,0.233671,0.077763,-0.092275,-0.26174,-0.418946,-0.557134,-0.669766,-0.757389,-0.823387,-0.863941,-0.885757,-0.893399,-0.896321,-0.914525,-0.934487,-0.960945,-0.986426,-1.008382,-1.017355,-1.017316,-1.008634,-0.988102,-0.962059,-0.935922,-0.911584,-0.890294,1
0.65875,0.727552,0.775064,0.792944,0.780881,0.737357,0.674627,0.59317,0.507738,0.4198,0.329893,0.248631,0.185696,0.137989,0.109026,0.103586,0.133131,0.18883,0.259563,0.340978,0.436376,0.554947,0.688495,0.827497,0.968987,1.086539,1.17344,1.228804,1.251699,1.239271,1.194255,1.119844,1.015139,0.884155,0.754186,0.626077,0.496947,0.361911,0.210016,0.04696,-0.121923,-0.292891,-0.447586,-0.582136,-0.6909,-0.77372,-0.83709,-0.878069,-0.897411,-0.902855,-0.900261,-0.909834,-0.926751,-0.943772,-0.958451,-0.971153,-0.97743,-0.975515,-0.971038,-0.961883,-0.946034,-0.928992,-0.912486,-0.894745,2
0.677837,0.764028,0.831255,0.870222,0.882033,0.86437,0.817183,0.745777,0.65554,0.551502,0.444931,0.340387,0.248955,0.174048,0.115001,0.081049,0.073635,0.102137,0.156649,0.226427,0.313547,0.416376,0.531098,0.661755,0.802676,0.933045,1.042641,1.123283,1.172128,1.18882,1.171561,1.122871,1.043175,0.93841,0.817584,0.677932,0.53641,0.386158,0.228204,0.062604,-0.111186,-0.285323,-0.437797,-0.565441,-0.673165,-0.761674,-0.827675,-0.871669,-0.894377,-0.904871,-0.90816,-0.91967,-0.933172,-0.949071,-0.963091,-0.974085,-0.977989,-0.971116,-0.961831,-0.950699,-0.938197,-0.922311,-0.901984,-0.8887,2
0.664031,0.742059,0.79837,0.827298,0.825726,0.793645,0.73425,0.653067,0.561312,0.466212,0.368543,0.278195,0.205602,0.152073,0.115475,0.105589,0.127963,0.175659,0.232955,0.306201,0.390418,0.495702,0.62143,0.760651,0.904847,1.031583,1.130842,1.19846,1.233366,1.233815,1.200262,1.134387,1.037527,0.913505,0.785693,0.655883,0.523082,0.387143,0.239138,0.080195,-0.089727,-0.26795,-0.429024,-0.566931,-0.678898,-0.767823,-0.835299,-0.879073,-0.901066,-0.906857,-0.904924,-0.915142,-0.926533,-0.940636,-0.953866,-0.96658,-0.978503,-0.98509,-0.978429,-0.967604,-0.95492,-0.941025,-0.924724,-0.906657,2
0.668547,0.751001,0.813032,0.845054,0.845215,0.813584,0.751134,0.666926,0.570978,0.470353,0.366463,0.273252,0.196877,0.14127,0.099624,0.084845,0.104561,0.150847,0.211518,0.283304,0.373763,0.484726,0.615239,0.760647,0.905984,1.029703,1.124998,1.188274,1.219345,1.216405,1.177209,1.107418,1.003977,0.872134,0.743919,0.612578,0.48107,0.340203,0.187577,0.023286,-0.145602,-0.309502,-0.454245,-0.579608,-0.681274,-0.764143,-0.826825,-0.863603,-0.881597,-0.883247,-0.874707,-0.885245,-0.897427,-0.913421,-0.926994,-0.937565,-0.945152,-0.948598,-0.945106,-0.938128,-0.926549,-0.912758,-0.896259,-0.876948,2
0.653898,0.728347,0.784397,0.813288,0.816504,0.788562,0.733982,0.655876,0.567949,0.477877,0.385732,0.298781,0.225699,0.169807,0.133979,0.129167,0.157301,0.206436,0.269322,0.339201,0.425024,0.530675,0.651593,0.788687,0.929467,1.051386,1.14666,1.213174,1.246615,1.24458,1.209183,1.140835,1.041958,0.915756,0.783251,0.648391,0.514797,0.374832,0.220497,0.057326,-0.114483,-0.285707,-0.436244,-0.565146,-0.673893,-0.759787,-0.823525,-0.869237,-0.893385,-0.901002,-0.901219,-0.907018,-0.916385,-0.92856,-0.942627,-0.954031,-0.961741,-0.968215,-0.969255,-0.968129,-0.964979,-0.959109,-0.951611,-0.941512,2
0.663792,0.753893,0.821694,0.861692,0.871226,0.849321,0.797059,0.721366,0.634076,0.543725,0.446635,0.35327,0.274357,0.213269,0.164591,0.137044,0.140173,0.174368,0.230244,0.297995,0.378561,0.475924,0.591745,0.725284,0.866397,0.991305,1.089342,1.157541,1.193491,1.196556,1.164901,1.101696,1.006457,0.883011,0.757127,0.62247,0.485296,0.344423,0.195125,0.036294,-0.13456,-0.308046,-0.462834,-0.594474,-0.700959,-0.781906,-0.840141,-0.875929,-0.894061,-0.897388,-0.895054,-0.911299,-0.929071,-0.94983,-0.970327,-0.989147,-1.001192,-0.999852,-0.98582,-0.966361,-0.943154,-0.921284,-0.901721,-0.886528,2
