@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute target {1,2,3,4,5,6}

@data
0.66038,0.645173,0.630305,0.612876,0.5917,0.565554,0.534062,0.498254,0.457541,0.412509,0.362664,0.311597,0.261592,0.211281,0.159408,0.107086,0.057901,0.012651,-0.0281,-0.064603,-0.097179,-0.125124,-0.148343,-0.166855,-0.181782,-0.19556,-0.210694,-0.227963,-0.248444,-0.272763,-0.301661,6
0.636428,0.625364,0.612959,0.597455,0.576788,0.551138,0.520929,0.486314,0.447129,0.403759,0.35702,0.306737,0.255849,0.205456,0.153762,0.102814,0.054718,0.012218,-0.02581,-0.060005,-0.089703,-0.114294,-0.13368,-0.148104,-0.158584,-0.168949,-0.181402,-0.197019,-0.216562,-0.2405,-0.269132,6
0.651643,0.638301,0.624541,0.607562,0.588627,0.565726,0.537791,0.504905,0.466666,0.42304,0.374816,0.323969,0.274246,0.225136,0.175285,0.12384,0.074385,0.028968,-0.010678,-0.045362,-0.075133,-0.099887,-0.119601,-0.135115,-0.148533,-0.162325,-0.177965,-0.196964,-0.220176,-0.248237,-0.28089,6
0.647567,0.635599,0.622452,0.607153,0.587473,0.56299,0.532998,0.497629,0.457101,0.4132,0.365617,0.31559,0.26563,0.216018,0.165231,0.114311,0.065156,0.020848,-0.018257,-0.053044,-0.082965,-0.10857,-0.128924,-0.145098,-0.158445,-0.171251,-0.186463,-0.204168,-0.226268,-0.253139,-0.28502,6
0.660896,0.646582,0.631211,0.614203,0.592836,0.566443,0.53467,0.497401,0.455496,0.409798,0.361095,0.312316,0.262825,0.212525,0.16206,0.113301,0.068661,0.028478,-0.0074,-0.038226,-0.064203,-0.085053,-0.101406,-0.115454,-0.130128,-0.146792,-0.166212,-0.189289,-0.215876,-0.246802,-0.282481,6
0.663655,0.649118,0.634593,0.618223,0.59731,0.571266,0.539634,0.503158,0.462235,0.41759,0.368443,0.319034,0.270274,0.219421,0.167002,0.115491,0.066813,0.021563,-0.01953,-0.055994,-0.08783,-0.114625,-0.136417,-0.15467,-0.170122,-0.18631,-0.203855,-0.22406,-0.247602,-0.275449,-0.308086,6
0.643103,0.631717,0.619152,0.602681,0.581619,0.555295,0.524334,0.48839,0.44692,0.400757,0.350353,0.299602,0.250039,0.19955,0.147296,0.09631,0.049056,0.005724,-0.03324,-0.067424,-0.096048,-0.119408,-0.137284,-0.15023,-0.161158,-0.172275,-0.186443,-0.204447,-0.226701,-0.253665,-0.285276,6
0.65461,0.641464,0.628239,0.611593,0.591126,0.565281,0.534638,0.498213,0.456323,0.410449,0.361281,0.312945,0.264422,0.213704,0.160998,0.110063,0.062052,0.017962,-0.021107,-0.055523,-0.084927,-0.109424,-0.128734,-0.143931,-0.156885,-0.170587,-0.187174,-0.206927,-0.230941,-0.259495,-0.293044,6
0.635315,0.62182,0.608612,0.593054,0.573667,0.550174,0.521973,0.48881,0.450906,0.408006,0.36011,0.307853,0.251811,0.192145,0.134131,0.076745,0.017932,-0.041653,-0.09717,-0.148212,-0.194994,-0.237059,-0.274239,-0.306,-0.332753,-0.355318,-0.374126,-0.389765,-0.403514,-0.41828,-0.433964,6
0.641817,0.630067,0.618445,0.6043,0.585536,0.561274,0.531744,0.496901,0.457893,0.414493,0.365581,0.315347,0.264665,0.214744,0.163057,0.111073,0.062441,0.017637,-0.022997,-0.059033,-0.090472,-0.116711,-0.138213,-0.15469,-0.167217,-0.178963,-0.192431,-0.209186,-0.229837,-0.254707,-0.28429,6
0.662157,0.646893,0.631981,0.614023,0.593015,0.567024,0.535907,0.499866,0.459857,0.4159,0.368101,0.318764,0.269876,0.220731,0.170289,0.119607,0.072197,0.028402,-0.010112,-0.044105,-0.073055,-0.096861,-0.116357,-0.132369,-0.146687,-0.161403,-0.178365,-0.19882,-0.223288,-0.252346,-0.285962,6
0.595584,0.600409,0.602426,0.596569,0.581207,0.557714,0.525916,0.486655,0.440147,0.387954,0.334767,0.284706,0.235439,0.188309,0.146267,0.109914,0.079612,0.052458,0.029771,0.01022,-0.007271,-0.020968,-0.03512,-0.049756,-0.065823,-0.084458,-0.105888,-0.129143,-0.153854,-0.179173,-0.206304,3
0.640494,0.628396,0.614929,0.599018,0.578392,0.552532,0.521535,0.485301,0.443824,0.398272,0.348017,0.29806,0.248244,0.196836,0.143406,0.092333,0.045116,0.002508,-0.035503,-0.06905,-0.097553,-0.121087,-0.139017,-0.153325,-0.164781,-0.176878,-0.190946,-0.207916,-0.229088,-0.254879,-0.285311,6
0.64717,0.634887,0.622161,0.605767,0.58555,0.560359,0.529169,0.493058,0.451833,0.406593,0.356709,0.306507,0.25662,0.205598,0.153349,0.103832,0.060143,0.020255,-0.015571,-0.047268,-0.073669,-0.094751,-0.110894,-0.12469,-0.136602,-0.149859,-0.166682,-0.187524,-0.212818,-0.242896,-0.277613,6
0.634539,0.624319,0.612511,0.596879,0.57615,0.550321,0.519498,0.484002,0.443088,0.398614,0.348998,0.298445,0.248205,0.19831,0.147025,0.098041,0.052384,0.012478,-0.022831,-0.052988,-0.0781,-0.097792,-0.11202,-0.123619,-0.13391,-0.146211,-0.161644,-0.181259,-0.205437,-0.234348,-0.267885,6
0.645751,0.633791,0.620874,0.605035,0.584224,0.558268,0.526918,0.490635,0.449804,0.405321,0.356076,0.305121,0.255397,0.204534,0.151634,0.100483,0.052398,0.008612,-0.030063,-0.064528,-0.094184,-0.119062,-0.138704,-0.15415,-0.166219,-0.178555,-0.193298,-0.211201,-0.233564,-0.259497,-0.290209,6
0.63641,0.625683,0.613506,0.597693,0.576951,0.551072,0.519986,0.484003,0.442759,0.397734,0.348239,0.297854,0.247789,0.196746,0.144623,0.093771,0.04666,0.003202,-0.035597,-0.070168,-0.099811,-0.124014,-0.142049,-0.15534,-0.165885,-0.175876,-0.188419,-0.204293,-0.224312,-0.248829,-0.277983,6
0.644458,0.632386,0.619412,0.603235,0.582409,0.556545,0.525372,0.489165,0.447721,0.402602,0.352654,0.301983,0.25265,0.202308,0.150424,0.098946,0.050595,0.006472,-0.032628,-0.067261,-0.097028,-0.122308,-0.141915,-0.157443,-0.170164,-0.181982,-0.194738,-0.210682,-0.230822,-0.255548,-0.28521,6
0.610665,0.609862,0.605614,0.595696,0.579075,0.553651,0.520173,0.479667,0.431993,0.382216,0.333499,0.284712,0.238341,0.195168,0.156363,0.121996,0.092136,0.065063,0.038817,0.016826,-0.001997,-0.017958,-0.033517,-0.051309,-0.0693,-0.089131,-0.110912,-0.133766,-0.158468,-0.1868,-0.218997,4
0.649042,0.636486,0.623281,0.607178,0.586799,0.561205,0.530232,0.494538,0.454477,0.40997,0.361222,0.310326,0.258988,0.208866,0.157281,0.10526,0.056591,0.01199,-0.027309,-0.062362,-0.092503,-0.117736,-0.137659,-0.152937,-0.166431,-0.17932,-0.194445,-0.212821,-0.235288,-0.262232,-0.293875,6
0.583075,0.58538,0.587246,0.583524,0.574486,0.556673,0.530025,0.495083,0.452219,0.404599,0.351845,0.300737,0.253469,0.209612,0.169096,0.131822,0.098512,0.06745,0.037378,0.010614,-0.015089,-0.035946,-0.053313,-0.068507,-0.081969,-0.096997,-0.113407,-0.130758,-0.150645,-0.17242,-0.196015,3
0.645134,0.634191,0.621887,0.605674,0.584695,0.557985,0.526247,0.489559,0.448817,0.403821,0.354421,0.303832,0.253406,0.203266,0.152788,0.10479,0.060119,0.019752,-0.015977,-0.046561,-0.072339,-0.092798,-0.108394,-0.120496,-0.131798,-0.145681,-0.16302,-0.184159,-0.209645,-0.240117,-0.275498,6
0.643652,0.631735,0.619205,0.60368,0.583832,0.558842,0.528065,0.492184,0.451336,0.406435,0.356453,0.305388,0.255381,0.204349,0.151756,0.099293,0.049818,0.004774,-0.036041,-0.072492,-0.10419,-0.131074,-0.153051,-0.170587,-0.184647,-0.195972,-0.208781,-0.224234,-0.243471,-0.266765,-0.294776,6
0.655814,0.642369,0.627843,0.610947,0.589411,0.562658,0.530694,0.493745,0.451961,0.405829,0.35543,0.305493,0.256766,0.20597,0.15308,0.101299,0.051832,0.007481,-0.033381,-0.069277,-0.100328,-0.126584,-0.147173,-0.164036,-0.177268,-0.190499,-0.205449,-0.223172,-0.244527,-0.269986,-0.299974,6
0.658046,0.644508,0.629852,0.61171,0.589081,0.561012,0.528435,0.490644,0.449971,0.403735,0.354674,0.304508,0.256795,0.207572,0.156067,0.103903,0.054157,0.007674,-0.033285,-0.069313,-0.100061,-0.126111,-0.146565,-0.16238,-0.175208,-0.187908,-0.202711,-0.221027,-0.243429,-0.270593,-0.302191,6
0.653614,0.640408,0.626102,0.610184,0.589935,0.564504,0.533998,0.498292,0.457922,0.413001,0.362948,0.312132,0.262096,0.211635,0.160163,0.110157,0.063287,0.02102,-0.016095,-0.0474,-0.073324,-0.094106,-0.109919,-0.123389,-0.136218,-0.150911,-0.168837,-0.190559,-0.216414,-0.247,-0.282283,5
0.655006,0.641618,0.627141,0.610881,0.589697,0.563844,0.532614,0.496716,0.455916,0.410537,0.361774,0.312583,0.263779,0.214324,0.164154,0.114359,0.068587,0.026255,-0.012125,-0.0455,-0.074088,-0.097514,-0.116054,-0.130784,-0.144489,-0.158976,-0.175483,-0.195172,-0.219428,-0.248515,-0.282506,6
0.522136,0.533501,0.544042,0.545576,0.537247,0.51879,0.489321,0.450213,0.402669,0.352822,0.300053,0.247806,0.202228,0.16098,0.122448,0.08449,0.050738,0.019875,-0.00817,-0.033662,-0.056954,-0.079014,-0.098108,-0.114112,-0.126733,-0.134357,-0.140934,-0.148769,-0.15785,-0.169581,-0.183434,3
0.64795,0.63568,0.622372,0.606022,0.5846,0.558244,0.526469,0.489996,0.44882,0.404062,0.354926,0.3055,0.256006,0.205868,0.154543,0.104195,0.058959,0.01831,-0.018133,-0.050278,-0.077362,-0.099064,-0.115775,-0.129335,-0.141774,-0.154579,-0.170637,-0.190723,-0.214876,-0.243029,-0.275655,6
0.661656,0.647541,0.632974,0.615232,0.59296,0.5658,0.533463,0.49597,0.454574,0.409682,0.359802,0.309682,0.260304,0.210439,0.159539,0.109509,0.063462,0.020261,-0.018641,-0.053089,-0.083024,-0.108736,-0.128991,-0.145034,-0.159299,-0.173695,-0.190086,-0.209581,-0.233095,-0.261085,-0.293893,6
0.647459,0.635857,0.62264,0.606666,0.585586,0.558906,0.526887,0.490167,0.448607,0.403741,0.353812,0.303125,0.253389,0.203388,0.152018,0.102114,0.056031,0.014098,-0.023305,-0.056204,-0.084191,-0.107092,-0.126723,-0.141472,-0.154488,-0.166927,-0.181985,-0.200163,-0.222637,-0.249724,-0.281718,6
0.645668,0.633191,0.62123,0.606266,0.58759,0.564109,0.53537,0.501321,0.462008,0.418402,0.370572,0.319728,0.270565,0.220834,0.168741,0.11604,0.065777,0.019263,-0.021409,-0.057479,-0.089132,-0.11627,-0.137421,-0.153393,-0.165804,-0.178038,-0.191819,-0.208899,-0.230046,-0.255724,-0.286097,6
0.64417,0.632823,0.620887,0.605808,0.585563,0.559981,0.528935,0.493234,0.452271,0.407538,0.358492,0.308508,0.258364,0.208643,0.157154,0.107512,0.061335,0.018992,-0.020248,-0.055041,-0.085028,-0.110052,-0.129919,-0.145265,-0.157275,-0.169456,-0.184212,-0.202433,-0.225066,-0.252314,-0.284537,6
0.643337,0.63103,0.618111,0.602533,0.582758,0.557748,0.527833,0.493005,0.453049,0.408116,0.358691,0.307428,0.257328,0.207021,0.155162,0.103821,0.05525,0.011425,-0.027346,-0.061184,-0.089854,-0.11352,-0.131597,-0.145787,-0.158165,-0.170064,-0.18409,-0.20147,-0.222882,-0.248494,-0.27874,6
0.655785,0.642602,0.628864,0.612371,0.591192,0.564879,0.533555,0.498337,0.458608,0.415033,0.366867,0.31737,0.267343,0.218377,0.168097,0.116745,0.06812,0.023857,-0.016404,-0.05142,-0.081904,-0.107438,-0.128286,-0.144638,-0.159169,-0.172826,-0.188727,-0.208234,-0.231952,-0.26061,-0.294071,6
0.648755,0.636295,0.624083,0.608256,0.587853,0.562223,0.531489,0.495446,0.455999,0.411418,0.362811,0.315325,0.267071,0.216516,0.165293,0.11577,0.068813,0.027147,-0.008492,-0.039094,-0.064839,-0.085525,-0.100805,-0.113252,-0.124975,-0.13887,-0.156478,-0.178072,-0.204112,-0.234858,-0.27047,6
0.571737,0.579549,0.584414,0.583334,0.572327,0.551185,0.519519,0.476823,0.425346,0.368743,0.313073,0.261192,0.215767,0.175009,0.13525,0.097272,0.061728,0.028223,-0.004453,-0.036185,-0.065227,-0.092841,-0.11766,-0.137073,-0.151386,-0.162501,-0.172906,-0.183682,-0.195134,-0.20723,-0.220603,3
0.548285,0.557694,0.565071,0.565107,0.55526,0.535893,0.50565,0.464211,0.41413,0.361817,0.308557,0.258908,0.212336,0.169011,0.127247,0.089546,0.055407,0.024353,-0.005352,-0.032383,-0.056008,-0.076922,-0.096187,-0.113461,-0.126562,-0.137806,-0.148749,-0.159631,-0.170342,-0.182411,-0.195708,4
0.554493,0.56679,0.577886,0.581042,0.575694,0.559916,0.533906,0.495926,0.447967,0.393211,0.33685,0.28498,0.237857,0.192188,0.143514,0.096242,0.056471,0.023564,-0.008568,-0.039255,-0.068126,-0.094351,-0.116711,-0.134011,-0.147309,-0.157765,-0.166041,-0.174939,-0.185122,-0.197354,-0.209521,4
0.604107,0.602649,0.597992,0.588262,0.570734,0.546071,0.513781,0.475589,0.429553,0.377536,0.323974,0.273761,0.227824,0.18309,0.145392,0.115406,0.088409,0.06645,0.045927,0.028939,0.01513,0.001704,-0.012413,-0.027262,-0.043864,-0.063036,-0.084481,-0.10772,-0.134999,-0.164977,-0.198295,3
0.568566,0.576505,0.58175,0.580135,0.570127,0.550402,0.520984,0.481247,0.433079,0.376715,0.320141,0.267678,0.217597,0.170793,0.125688,0.084754,0.047705,0.012063,-0.019452,-0.047662,-0.071507,-0.092077,-0.109334,-0.12303,-0.135759,-0.147511,-0.159049,-0.171618,-0.185852,-0.20245,-0.22127,5
0.643285,0.631476,0.619186,0.603377,0.582575,0.556515,0.525336,0.489186,0.447497,0.401851,0.352104,0.301349,0.251704,0.201182,0.148956,0.098374,0.051352,0.009195,-0.028184,-0.060791,-0.088442,-0.11102,-0.128218,-0.141155,-0.152499,-0.164882,-0.180067,-0.19912,-0.222495,-0.250349,-0.282877,6
0.53428,0.542557,0.547857,0.54663,0.538044,0.520214,0.49272,0.454982,0.407905,0.356382,0.304179,0.25483,0.208661,0.164674,0.122804,0.084261,0.047975,0.014101,-0.016703,-0.045485,-0.072634,-0.09516,-0.11287,-0.125791,-0.134552,-0.139648,-0.143717,-0.148885,-0.155749,-0.164138,-0.176495,3
0.651181,0.639026,0.62522,0.607624,0.585681,0.558326,0.526512,0.489467,0.448082,0.403071,0.354655,0.305788,0.256217,0.205838,0.153689,0.103733,0.057691,0.014751,-0.023375,-0.057079,-0.086649,-0.111328,-0.131089,-0.146342,-0.159446,-0.172452,-0.18832,-0.206662,-0.229414,-0.256567,-0.288429,6
0.653364,0.641056,0.628361,0.611681,0.590731,0.565055,0.534163,0.498407,0.457803,0.412342,0.362406,0.313113,0.264298,0.215113,0.163847,0.112989,0.06573,0.024208,-0.012858,-0.044861,-0.072033,-0.093906,-0.11087,-0.124116,-0.136835,-0.151671,-0.170115,-0.192708,-0.219753,-0.251914,-0.288933,5
0.65753,0.643388,0.628478,0.610411,0.588295,0.561625,0.529865,0.493421,0.45243,0.406947,0.356811,0.30686,0.257527,0.207371,0.156235,0.104832,0.056499,0.01248,-0.026193,-0.060325,-0.089343,-0.112995,-0.132829,-0.147952,-0.161646,-0.175224,-0.191251,-0.210618,-0.233619,-0.260813,-0.292738,6
0.651159,0.638415,0.624781,0.608593,0.58838,0.563455,0.533325,0.498274,0.457992,0.414011,0.365758,0.314685,0.264626,0.214589,0.163302,0.111787,0.063483,0.019314,-0.020866,-0.057175,-0.088811,-0.115748,-0.137624,-0.154672,-0.16889,-0.183193,-0.198244,-0.216011,-0.237225,-0.262411,-0.292513,6
0.56611,0.574638,0.580273,0.579423,0.569368,0.549015,0.518385,0.479055,0.429963,0.3757,0.32021,0.268843,0.22362,0.18141,0.140906,0.104132,0.069591,0.036539,0.007129,-0.02029,-0.044202,-0.06521,-0.083029,-0.097707,-0.110671,-0.121908,-0.133853,-0.147733,-0.163309,-0.181396,-0.201278,1
0.656199,0.642776,0.628613,0.611755,0.590835,0.565088,0.534066,0.498397,0.457845,0.414291,0.367394,0.317095,0.266879,0.216912,0.16634,0.114718,0.064538,0.017585,-0.024422,-0.062407,-0.095561,-0.124443,-0.14763,-0.165906,-0.180462,-0.193731,-0.208107,-0.224903,-0.245477,-0.270281,-0.300007,6
0.648426,0.635891,0.622181,0.60516,0.583597,0.556932,0.525409,0.489133,0.448157,0.403024,0.353519,0.303364,0.253515,0.203645,0.152706,0.103997,0.059125,0.018388,-0.017838,-0.048701,-0.074648,-0.095962,-0.112453,-0.124572,-0.135964,-0.148944,-0.165498,-0.186123,-0.211238,-0.241009,-0.275537,6
0.637073,0.626068,0.615009,0.60048,0.581379,0.557099,0.52804,0.493979,0.454928,0.411703,0.364796,0.314624,0.265059,0.215224,0.164467,0.113049,0.065182,0.021787,-0.01715,-0.052007,-0.081866,-0.106613,-0.125266,-0.139274,-0.149137,-0.159377,-0.172424,-0.189491,-0.210844,-0.237018,-0.267928,6
0.65679,0.643248,0.628521,0.610709,0.5882,0.560485,0.52813,0.490638,0.448765,0.402655,0.351627,0.301051,0.25145,0.202265,0.150937,0.100341,0.054098,0.011617,-0.025885,-0.058568,-0.086189,-0.109398,-0.128898,-0.144384,-0.158008,-0.17194,-0.187819,-0.206578,-0.229413,-0.256414,-0.288094,6
0.642859,0.630794,0.618666,0.603033,0.582924,0.557745,0.526969,0.491761,0.451507,0.407712,0.360073,0.308788,0.257805,0.20645,0.155225,0.104524,0.057107,0.013629,-0.024222,-0.057773,-0.086122,-0.109651,-0.128431,-0.143302,-0.155837,-0.168314,-0.182636,-0.200323,-0.222266,-0.248498,-0.279616,6
0.583522,0.591102,0.594248,0.592646,0.5827,0.562521,0.531779,0.491588,0.441956,0.3869,0.33345,0.28256,0.233801,0.187741,0.141537,0.100932,0.069684,0.041775,0.014841,-0.009657,-0.032094,-0.051116,-0.067516,-0.082579,-0.097002,-0.11226,-0.129364,-0.148514,-0.170588,-0.194446,-0.220437,2
0.664574,0.648473,0.63242,0.614858,0.593305,0.566932,0.536021,0.500819,0.460481,0.416294,0.367292,0.316007,0.265853,0.216191,0.164964,0.112535,0.062751,0.016707,-0.0252,-0.062054,-0.093658,-0.120572,-0.142181,-0.159554,-0.175448,-0.190594,-0.207331,-0.225901,-0.247576,-0.272941,-0.302631,6
0.603192,0.605452,0.606593,0.601244,0.588649,0.568468,0.540069,0.505602,0.465427,0.418095,0.366055,0.313682,0.261065,0.211709,0.164723,0.12209,0.086291,0.054186,0.02468,-0.003303,-0.027181,-0.047417,-0.065389,-0.081043,-0.094979,-0.110143,-0.126479,-0.145692,-0.167078,-0.191308,-0.218054,2
0.659308,0.645558,0.630957,0.613279,0.591232,0.564353,0.532727,0.496341,0.455909,0.411529,0.362803,0.313412,0.264265,0.215585,0.165493,0.115685,0.069174,0.025708,-0.013041,-0.047091,-0.075955,-0.099952,-0.118788,-0.133242,-0.147442,-0.161017,-0.177395,-0.197249,-0.22106,-0.24936,-0.282259,6
0.566876,0.578945,0.586539,0.587268,0.578217,0.56047,0.532797,0.495061,0.447979,0.392794,0.336716,0.282234,0.230263,0.180875,0.136287,0.095159,0.061877,0.031953,0.00472,-0.020007,-0.041195,-0.059389,-0.073466,-0.084882,-0.095766,-0.108325,-0.122123,-0.138218,-0.155782,-0.175546,-0.199049,3
0.603725,0.605934,0.604954,0.597331,0.580271,0.554479,0.518316,0.473917,0.422218,0.369775,0.318046,0.268072,0.222627,0.179073,0.139109,0.104723,0.074682,0.046711,0.022033,0.000321,-0.018294,-0.0356,-0.051244,-0.068285,-0.087489,-0.107133,-0.12813,-0.151861,-0.177325,-0.204089,-0.233027,2
0.58222,0.585509,0.586459,0.582292,0.571087,0.550208,0.519948,0.481445,0.435796,0.384169,0.331505,0.280438,0.231288,0.185039,0.141143,0.10072,0.065953,0.033844,0.004013,-0.021896,-0.046886,-0.068506,-0.087871,-0.103463,-0.115854,-0.127536,-0.139253,-0.152176,-0.167207,-0.185465,-0.207116,3
0.587587,0.591683,0.591999,0.585871,0.57149,0.547624,0.514156,0.470373,0.41672,0.360436,0.306407,0.257891,0.212631,0.169801,0.128463,0.091953,0.056409,0.024328,-0.003447,-0.027449,-0.048551,-0.06484,-0.078667,-0.091628,-0.104963,-0.118979,-0.134656,-0.152619,-0.172357,-0.195249,-0.220292,2
0.639545,0.62861,0.617454,0.602621,0.583243,0.558615,0.528805,0.493951,0.45425,0.410731,0.363204,0.31197,0.261836,0.212315,0.162054,0.109991,0.059733,0.012436,-0.029631,-0.067061,-0.099854,-0.127803,-0.150383,-0.167853,-0.180835,-0.19165,-0.203262,-0.218459,-0.237619,-0.261265,-0.289516,6
0.582934,0.583553,0.582872,0.576434,0.561591,0.537017,0.503267,0.46128,0.411999,0.36071,0.309921,0.261462,0.21599,0.172159,0.130812,0.092573,0.060716,0.032398,0.006467,-0.017491,-0.039495,-0.057636,-0.072295,-0.086248,-0.099092,-0.114586,-0.13121,-0.149862,-0.170255,-0.192856,-0.217213,3
0.612766,0.61052,0.605872,0.596775,0.581307,0.557319,0.525554,0.486218,0.439563,0.388207,0.334965,0.282856,0.232529,0.184669,0.14211,0.105175,0.07433,0.04436,0.017922,-0.007156,-0.028623,-0.048541,-0.065837,-0.081151,-0.098034,-0.114817,-0.132723,-0.153155,-0.175252,-0.199417,-0.226691,1
0.648594,0.636329,0.623645,0.607721,0.5876,0.562106,0.531385,0.49544,0.455291,0.411012,0.362114,0.310225,0.259704,0.210726,0.15946,0.107108,0.056833,0.011314,-0.030643,-0.068312,-0.101133,-0.129246,-0.151817,-0.168965,-0.183133,-0.196188,-0.209669,-0.225559,-0.244677,-0.268048,-0.296253,6
0.589628,0.589587,0.588877,0.581931,0.566912,0.541438,0.507314,0.464969,0.418241,0.366079,0.312012,0.261077,0.214393,0.169532,0.127356,0.089996,0.056871,0.025846,-0.002515,-0.027376,-0.048943,-0.066065,-0.081795,-0.095582,-0.108682,-0.121865,-0.134152,-0.14916,-0.167382,-0.187754,-0.211635,1
0.535064,0.54873,0.557455,0.558346,0.549662,0.531231,0.501001,0.459241,0.407706,0.352222,0.295978,0.245729,0.201214,0.162063,0.124825,0.089673,0.056105,0.024925,-0.002724,-0.028703,-0.052992,-0.075221,-0.094347,-0.109869,-0.122824,-0.134229,-0.144849,-0.155001,-0.165874,-0.177273,-0.189693,4
