@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute target {1,2,3,4,5,6,7}

@data
0.209173,0.220269,0.23488,0.219773,-0.04959,-0.092721,-0.093483,-0.099905,-0.132939,-0.154085,-0.135284,-0.09853,-0.072029,-0.043938,2
0.235177,0.234334,0.219216,0.203578,-0.057634,-0.099225,-0.12263,-0.137085,-0.141734,-0.137449,-0.125898,-0.088542,-0.056486,-0.014853,1
0.214446,0.202841,0.211314,0.214022,-0.029636,-0.075026,-0.12366,-0.134141,-0.140385,-0.131805,-0.117957,-0.091981,-0.060365,-0.021929,1
0.276865,0.274345,0.27665,0.274788,0.001239,-0.108304,-0.170155,-0.217319,-0.223445,-0.214503,-0.160819,-0.094803,-0.037374,0.01257,4
0.271957,0.238679,0.225954,0.188136,-0.120716,-0.153503,-0.133038,-0.092647,-0.069139,-0.09022,-0.127647,-0.147579,-0.078362,-0.004349,2
0.178095,0.175064,0.209692,0.211627,-0.013419,-0.066017,-0.094218,-0.093359,-0.104398,-0.115856,-0.115834,-0.106414,-0.085587,-0.056823,1
0.045798,0.082745,0.120128,0.146893,0.034803,0.038271,0.011576,-0.004954,-0.029483,-0.053072,-0.072002,-0.112557,-0.132795,-0.114908,5
0.220432,0.236114,0.247391,0.254187,0.004804,-0.077027,-0.173427,-0.231769,-0.238216,-0.207643,-0.133857,-0.015804,0.023619,-0.004616,4
0.073696,0.097179,0.118276,0.128415,0.033294,0.019289,0.007178,-0.006461,-0.023586,-0.049983,-0.097566,-0.131754,-0.112511,-0.097223,5
0.095899,0.092286,0.112699,0.126991,0.007497,-0.005422,0.012836,-0.007502,-0.052235,-0.065785,-0.085121,-0.126407,-0.101872,-0.04665,5
0.268173,0.255404,0.263515,0.255493,0.012129,-0.041533,-0.142379,-0.216938,-0.266959,-0.254923,-0.198256,-0.090545,0.019106,0.033454,4
0.151847,0.155696,0.192672,0.210279,0.017037,0.028503,0.019719,-0.020805,-0.085095,-0.153017,-0.174721,-0.172405,-0.142035,-0.098724,1
0.275622,0.286628,0.286483,0.255806,-0.051363,-0.085701,-0.12386,-0.155932,-0.196718,-0.183707,-0.185303,-0.129387,-0.086441,-0.01658,7
0.18502,0.161416,0.176271,0.170708,-0.128347,-0.130505,-0.139385,-0.130567,-0.103104,-0.056384,-0.022347,0.001439,-0.000836,-0.052719,7
0.185833,0.150083,0.14514,0.135416,-0.137979,-0.147037,-0.130671,-0.090814,-0.049699,-0.036413,-0.015816,-0.003606,-0.016043,-0.05004,7
0.2138,0.189752,0.154837,0.148597,-0.105345,-0.109458,-0.104108,-0.106514,-0.065428,-0.047914,-0.060112,-0.068081,-0.05354,-0.057185,3
0.158582,0.128567,0.11558,0.102709,-0.176489,-0.166781,-0.14778,-0.05579,-0.001644,-0.010589,0.015697,0.026576,0.005906,-0.045088,7
0.086999,0.111132,0.134172,0.152443,0.034788,0.008197,-0.011287,-0.022955,-0.037914,-0.065729,-0.106337,-0.121616,-0.115924,-0.094445,5
0.228395,0.205043,0.171938,0.152619,-0.104535,-0.110544,-0.120709,-0.107464,-0.067601,-0.058648,-0.06547,-0.083173,-0.062876,-0.052776,3
0.215069,0.201538,0.203595,0.214098,-0.03764,-0.061383,-0.091102,-0.118673,-0.131555,-0.132662,-0.128336,-0.104853,-0.06836,-0.043165,1
0.176001,0.139335,0.121482,0.115656,-0.151986,-0.152771,-0.105889,-0.066624,-0.03056,-0.040754,-0.020208,0.013659,-0.001713,-0.050875,7
0.245982,0.264362,0.27793,0.29001,0.054839,0.006494,-0.084947,-0.162221,-0.187589,-0.232028,-0.235483,-0.175261,-0.104182,-0.065735,4
0.151502,0.116038,0.099879,0.127582,-0.111062,-0.107165,-0.0914,-0.061155,-0.033831,-0.029208,-0.029286,-0.021316,-0.020419,-0.03966,3
0.184153,0.205388,0.219214,0.259546,0.025453,0.006005,-0.105802,-0.180321,-0.18939,-0.190645,-0.158163,-0.096265,-0.032081,-0.033923,4
0.184282,0.176813,0.178067,0.187789,-0.056834,-0.056548,-0.060958,-0.088305,-0.136086,-0.103791,-0.06401,-0.062297,-0.086824,-0.083993,2
0.215539,0.176729,0.156336,0.182803,-0.022782,-0.05579,-0.087241,-0.132378,-0.114351,-0.095489,-0.115623,-0.096304,-0.058659,-0.025929,2
0.083554,0.10664,0.127418,0.141067,0.004239,-0.011855,-0.027856,-0.032442,-0.05267,-0.063157,-0.074099,-0.104791,-0.079917,-0.061997,5
0.165648,0.108234,0.109196,0.127816,-0.117447,-0.127893,-0.110558,-0.077171,-0.05542,-0.026382,-0.017675,-0.003264,-0.002193,-0.023983,3
0.225675,0.224986,0.208,0.205915,-0.082393,-0.104023,-0.122852,-0.120933,-0.131499,-0.110295,-0.083276,-0.080989,-0.070679,-0.044095,6
0.251008,0.218621,0.187449,0.180163,-0.112568,-0.156756,-0.176113,-0.179943,-0.16506,-0.110695,-0.068105,-0.013392,0.031272,0.030394,7
0.120598,0.136306,0.135692,0.110868,-0.028665,-0.056595,-0.062181,-0.086423,-0.070665,-0.070527,-0.078339,-0.045335,-0.034545,-0.020537,5
0.247448,0.248432,0.257039,0.273223,-0.002796,-0.126041,-0.232978,-0.261171,-0.222167,-0.166351,-0.092712,-0.008891,-0.004972,-0.010676,4
0.252874,0.233118,0.234791,0.23143,-0.050127,-0.102306,-0.135043,-0.185672,-0.195496,-0.176124,-0.122366,-0.075665,-0.012614,0.007979,7
0.129358,0.080972,0.101176,0.133292,-0.107198,-0.094301,-0.068892,-0.038023,-0.01616,-0.022828,-0.01191,-0.015473,-0.03658,-0.077913,3
0.246463,0.210301,0.182853,0.156638,-0.109228,-0.118534,-0.105189,-0.109976,-0.13269,-0.137191,-0.099627,-0.067438,-0.018746,0.022739,3
0.164471,0.176304,0.197392,0.219178,-0.004697,-0.024857,-0.070216,-0.107958,-0.12552,-0.124122,-0.112267,-0.095751,-0.089826,-0.077866,1
0.204198,0.211393,0.215222,0.204348,-0.057959,-0.092819,-0.102346,-0.122482,-0.125774,-0.109101,-0.090175,-0.082304,-0.086068,-0.04965,6
0.172554,0.165282,0.16561,0.153418,-0.135851,-0.154478,-0.131556,-0.093191,-0.048655,-0.023083,-0.019252,-0.003027,-0.038623,-0.074836,7
0.224848,0.218076,0.229416,0.210288,-0.043629,-0.085667,-0.115418,-0.120631,-0.13316,-0.127711,-0.113613,-0.10185,-0.083268,-0.045945,6
0.157451,0.109912,0.105356,0.128495,-0.1254,-0.127028,-0.106305,-0.083625,-0.054224,-0.017835,-0.010001,-0.00183,-0.00209,-0.022998,3
0.077656,0.112377,0.134804,0.150034,0.032366,0.013753,0.001654,-0.010178,-0.036412,-0.073339,-0.110103,-0.124788,-0.117612,-0.097699,5
0.234158,0.250921,0.233603,0.191343,-0.089496,-0.100805,-0.056067,-0.077533,-0.128413,-0.140258,-0.153941,-0.117735,-0.080217,-0.056563,2
0.211663,0.23036,0.225818,0.219041,-0.039104,-0.056874,-0.054953,-0.0779,-0.108155,-0.158194,-0.14923,-0.149848,-0.111864,-0.069447,2
0.194033,0.172823,0.189455,0.19255,-0.076786,-0.09204,-0.14298,-0.172445,-0.134899,-0.092477,-0.064204,-0.018432,-0.017616,-0.011867,4
0.205704,0.198916,0.207753,0.192389,-0.060736,-0.082478,-0.096192,-0.09971,-0.108594,-0.103415,-0.093553,-0.073763,-0.089628,-0.07717,6
0.24914,0.250858,0.223679,0.206347,-0.082508,-0.121655,-0.135154,-0.162718,-0.1744,-0.138325,-0.089537,-0.057536,-0.04251,-0.018685,7
0.214432,0.22303,0.24305,0.215385,-0.053667,-0.085316,-0.10162,-0.124815,-0.133397,-0.134134,-0.125372,-0.105021,-0.073681,-0.048466,1
0.224041,0.238633,0.231362,0.217224,-0.051294,-0.090737,-0.127312,-0.137598,-0.136451,-0.128662,-0.113635,-0.101207,-0.07779,-0.037702,1
0.022737,0.04234,0.102983,0.124781,0.019112,0.021845,0.017108,0.003053,-0.014548,-0.028713,-0.048627,-0.068434,-0.09947,-0.123451,5
0.096655,0.116097,0.136845,0.127167,-0.004227,-0.018463,-0.027802,-0.034164,-0.065291,-0.066807,-0.079038,-0.09704,-0.076285,-0.055323,5
0.18554,0.21194,0.236906,0.228617,-0.042188,-0.094557,-0.114834,-0.076836,-0.0509,-0.108334,-0.121775,-0.148672,-0.117016,-0.074192,2
0.285025,0.28345,0.276382,0.285872,0.024927,-0.08125,-0.165792,-0.193618,-0.237228,-0.223364,-0.18591,-0.148387,-0.061298,0.028118,4
0.233481,0.220996,0.18471,0.160142,-0.089656,-0.06233,-0.036726,-0.095446,-0.151706,-0.132094,-0.104855,-0.10586,-0.073969,-0.026619,2
0.21522,0.22879,0.254952,0.289841,0.049985,-0.04617,-0.15629,-0.197341,-0.245344,-0.21755,-0.167841,-0.061011,-0.020213,-0.025906,4
-0.008293,-0.009939,-0.007938,0.007658,-0.058486,-0.01749,0.016476,0.050256,0.08197,0.067395,0.022775,-0.037425,-0.046574,-0.058535,5
0.178069,0.187425,0.193687,0.178855,-0.10069,-0.130762,-0.149843,-0.12195,-0.086914,-0.048766,-0.03099,-0.017007,-0.050269,-0.074648,7
0.074758,0.101443,0.130593,0.150983,0.036458,0.025473,-0.010012,-0.022638,-0.036703,-0.061747,-0.103757,-0.1186,-0.121523,-0.090507,5
0.209415,0.226682,0.210651,0.220426,-0.045025,-0.065176,-0.113832,-0.127679,-0.130918,-0.119609,-0.1063,-0.088429,-0.082512,-0.074412,6
0.167684,0.202709,0.220026,0.221765,-0.018243,-0.032517,-0.059211,-0.090156,-0.114629,-0.121996,-0.121387,-0.121967,-0.114026,-0.099271,1
0.196975,0.187407,0.176032,0.176326,-0.085704,-0.112771,-0.107646,-0.07489,-0.066542,-0.066951,-0.081958,-0.082244,-0.06929,-0.062419,3
0.196354,0.218102,0.219036,0.240311,-0.036596,-0.087202,-0.137102,-0.11136,-0.124326,-0.083341,-0.069778,-0.094281,-0.115807,-0.101389,2
0.183165,0.144344,0.136196,0.120253,-0.15848,-0.139964,-0.101048,-0.089265,-0.051622,-0.05019,-0.024403,0.00219,0.005567,-0.035138,7
0.198406,0.213019,0.206207,0.209544,-0.059867,-0.074556,-0.112992,-0.119974,-0.128272,-0.10922,-0.094832,-0.069433,-0.07235,-0.068397,6
0.231748,0.241309,0.249269,0.226772,-0.037713,-0.089917,-0.119685,-0.122258,-0.126975,-0.137879,-0.133248,-0.119042,-0.096615,-0.060675,6
0.220365,0.213897,0.224245,0.231149,-0.032016,-0.07865,-0.097038,-0.124162,-0.134962,-0.137573,-0.131246,-0.11604,-0.080632,-0.046304,1
0.268853,0.233422,0.222191,0.22063,-0.055908,-0.104957,-0.159153,-0.175494,-0.192337,-0.183929,-0.116898,-0.075758,0.001647,0.023183,7
0.253111,0.232313,0.2447,0.249389,0.014561,-0.014394,-0.092499,-0.168352,-0.222652,-0.254885,-0.227006,-0.120376,-0.01137,0.019508,4
0.248661,0.241771,0.207551,0.17355,-0.066587,-0.052103,-0.062316,-0.116687,-0.131566,-0.150943,-0.141775,-0.115663,-0.08951,-0.031538,2
0.271707,0.288087,0.303635,0.301014,0.021254,-0.094379,-0.183704,-0.237051,-0.25247,-0.233244,-0.157941,-0.114594,-0.040205,0.011446,4
