@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute target {1,2}

@data
-0.899284,-0.813366,-0.384851,1.428435,1.594826,1.4706,1.559279,1.576485,1.44394,1.189626,-0.568468,-0.789277,-0.841236,-0.783283,-0.612751,-0.06954,1.410662,1.527324,1.553418,1.45415,1.473815,1.599743,1.616192,1.458499,1.187924,-0.609593,-0.806105,-0.662781,-1.307585,-1.399019,-1.313144,-0.866554,-0.533582,-0.570718,-1.402171,-1.361965,-0.641945,-0.348888,-0.318352,-0.36738,-0.536986,2
-0.944613,-0.858643,-0.35323,0.566682,1.403661,1.561293,1.605972,1.59041,1.648141,1.205367,0.147502,-0.171527,-0.714892,-0.890044,-0.874707,-0.714503,-0.460886,0.410305,1.517242,1.596058,1.529792,1.574471,1.574973,1.668598,1.42437,-0.340542,-0.612481,-0.83535,-0.531708,-0.583666,-1.2533,-1.307404,-1.211758,-0.627416,-0.555792,-0.638762,-0.793884,-1.29139,-1.303313,-0.593066,-0.565393,1
-0.833963,-0.75118,-0.057999,0.854579,1.385769,1.602,1.614417,1.558845,1.419082,1.170598,-0.027866,-0.515037,-0.70268,-0.799802,-0.769578,-0.602453,-0.370519,1.300367,1.489039,1.496913,1.639402,1.747215,1.679377,-0.326122,-0.570276,-0.764066,-0.507875,-0.819623,-1.283082,-1.37004,-1.002209,-0.588719,-0.549395,-0.551908,-0.644382,-0.732737,-1.153601,-1.355465,-1.266895,-0.802513,-0.547396,2
-0.856015,-0.758353,-0.57943,1.242206,1.505757,1.577217,1.566669,1.626219,1.384956,-0.363264,-0.821986,-0.925961,-0.836533,-0.653579,-0.190092,1.305839,1.551866,1.552887,1.622646,1.622305,1.713672,1.671817,-0.36898,-0.810382,-0.458084,-0.628925,-0.828162,-1.140086,-1.272712,-1.34242,-1.248637,-0.678777,-0.506949,-0.538579,-0.635952,-1.243788,-1.32253,-1.290985,-1.177364,-0.518315,-0.413439,2
-0.916374,-0.646744,-0.062391,0.909419,1.481575,1.599191,1.573655,1.416984,1.190315,-0.031702,-0.58738,-0.80708,-0.937359,-0.89569,-0.685559,1.345483,1.541059,1.546467,1.61271,1.648761,1.751506,1.573054,-0.652482,-0.854907,-0.404408,-0.444995,-0.577361,-1.275786,-1.3502,-1.261561,-0.609657,-0.490945,-0.449937,-0.565525,-0.670207,-1.093699,-1.336666,-1.348097,-0.912439,-0.550879,-0.417371,2
-0.916516,-0.828953,-0.593326,-0.325118,1.546163,1.653359,1.539026,1.507712,1.603693,1.581992,1.01266,-0.524873,-0.794304,-0.913909,-0.904908,-0.476634,0.377204,1.444793,1.55228,1.463581,1.449454,1.478,1.578351,1.617821,1.415809,-0.306534,-0.820797,-0.428819,-0.832027,-1.187142,-1.325128,-1.339823,-1.236924,-0.638186,-0.534573,-0.635695,-1.332308,-1.377723,-1.252596,-0.432562,-0.379226,2
-1.004101,-0.909027,-0.669644,0.553165,1.551202,1.719202,1.505167,1.654921,1.670079,1.221236,0.947131,-0.556479,-0.947231,-0.945448,-0.790388,-0.224591,1.291271,1.513307,1.43471,1.489588,1.480044,1.577026,1.748536,0.555691,-0.391342,-0.678781,-0.91474,-0.502865,-0.557546,-1.189688,-1.25213,-1.070459,-0.637939,-0.543118,-0.548914,-0.698192,-1.273632,-1.245603,-1.158403,-0.714641,-0.538556,2
-0.682426,-0.613952,-0.482806,1.282409,1.401687,1.557311,1.571769,1.284216,0.614432,0.477583,-0.075273,-0.29901,-0.622647,-0.650719,-0.543008,-0.351821,1.323574,1.565544,1.673376,1.69426,1.565745,1.537833,1.546066,1.659922,1.492652,-0.160675,-0.412324,-0.604775,-0.774536,-0.798271,-1.094498,-1.145406,-1.144462,-1.074197,-0.814998,-0.802046,-0.864637,-1.158374,-1.222308,-0.880701,-0.783813,1
-0.766315,-0.688631,-0.49442,-0.263132,0.334677,1.093152,1.34202,1.502422,1.44908,1.150063,0.410896,-0.440627,-0.810905,-0.762784,-0.655668,-0.423554,1.00957,1.726685,1.70039,1.483828,1.48101,1.701704,1.569851,0.693648,-0.234583,-0.504562,-0.678883,-0.751609,-0.930549,-1.169632,-1.162889,-1.10363,-0.91789,-0.665622,-0.772889,-0.93177,-1.120027,-1.190343,-1.098183,-0.752022,-0.746744,1
-0.785147,-0.713418,-0.277787,1.379766,1.556371,1.574726,1.575439,1.453367,1.038319,0.527751,0.218844,-0.594999,-0.789692,-0.825654,-0.700267,-0.480375,1.50273,1.58435,1.490077,1.579716,1.52162,1.616071,1.62213,1.451584,-0.34278,-0.588993,-0.72894,-0.515072,-0.721901,-1.284744,-1.368606,-0.81751,-0.562761,-0.611643,-0.70588,-1.221794,-1.319577,-1.307673,-1.053619,-0.58632,-0.472124,2
-0.760998,-0.677399,-0.252992,0.634033,1.369208,1.505277,1.563215,1.538983,1.487103,1.364393,0.878366,-0.447776,-0.664134,-0.743399,-0.670192,-0.466974,1.372625,1.470328,1.503413,1.470794,1.54908,1.720253,1.719321,1.642743,0.588211,-0.253086,-0.50576,-0.70845,-0.792002,-0.896709,-1.116936,-1.120601,-1.104276,-0.868828,-0.883475,-1.02818,-1.02408,-1.126302,-1.041585,-0.780709,-0.776034,1
-0.987018,-0.89382,-0.652028,-0.118531,0.541647,1.510994,1.424988,1.506299,1.418603,0.94407,-0.287218,-0.497312,-0.774971,-0.973836,-0.970812,-0.784924,-0.506626,0.741075,1.902901,1.807694,1.586859,1.474,1.665728,1.466489,-0.036206,-0.376435,-0.909031,-0.564013,-0.454028,-1.142993,-1.160926,-1.050677,-0.661718,-0.537611,-0.766371,-1.125566,-1.264734,-1.336505,-1.258011,-0.525931,-0.453971,2
-0.965056,-0.856844,-0.399235,0.866813,1.427313,1.648299,1.592491,1.592491,1.675944,1.367013,0.88962,0.339661,-0.572758,-0.78279,-0.892851,-0.892108,-0.752743,0.356075,0.674163,1.478974,1.555689,1.495907,1.500399,1.616335,1.71672,1.525279,1.248485,-0.339798,-0.862027,-0.387952,-0.436192,-1.110191,-1.250576,-1.318703,-1.167952,-0.592697,-0.540258,-0.751396,-1.316094,-1.289555,-0.389334,2
-0.930205,-0.819337,-0.599888,1.482036,1.674772,1.596477,1.670306,1.348335,-0.616552,-0.830139,-0.955871,-0.84062,-0.615408,-0.058525,0.185081,1.031668,1.296418,1.519718,1.581684,1.606944,1.704359,1.657187,0.825115,-0.360916,-0.638701,-0.857326,-0.501902,-0.570873,-1.266718,-1.300638,-1.062594,-0.648624,-0.558773,-0.552884,-0.572883,-0.687994,-0.788284,-1.278525,-1.275399,-0.576288,-0.531349,2
-0.92807,-0.829428,-0.601971,0.905113,1.460944,1.625697,1.534804,1.532989,1.374239,0.88766,-0.531547,-0.76551,-0.93258,-0.8892,-0.685297,1.571803,1.606848,1.447401,1.524332,1.643848,1.824378,1.722315,-0.36974,-0.878435,-0.57307,-0.528852,-0.612066,-1.188101,-1.246155,-1.231858,-1.151827,-0.641331,-0.597029,-0.792205,-0.911539,-1.151869,-1.173203,-1.148658,-1.063377,-0.792498,-0.648731,1
-0.634383,-0.585844,-0.424357,0.046246,0.603095,1.28283,1.471741,1.547571,1.519254,1.462048,0.761331,-0.263175,-0.465465,-0.56929,-0.608897,-0.31466,1.341556,1.489986,1.512222,1.449885,1.466989,1.628723,1.597364,1.121097,-0.185331,-0.407595,-0.573946,-0.874645,-1.031303,-1.108356,-1.105302,-0.999926,-1.003537,-0.939566,-0.954143,-1.188818,-1.16439,-0.994301,-0.878123,-0.963531,-0.87377,1
-0.835527,-0.833238,-0.079386,0.249491,0.488614,1.425614,1.496047,1.394431,1.528973,0.791498,0.124892,-0.44047,-0.673858,-0.824755,-0.861585,-0.775954,-0.520432,1.388107,1.571277,1.483399,1.441532,1.686194,1.521123,-0.626147,-0.790607,-0.389357,-0.808706,-1.194474,-1.390705,-1.222778,-0.847651,-0.809338,-0.509333,-0.477584,-0.492826,-0.604014,-1.297747,-1.429149,-1.367766,-0.453444,-0.363277,2
-0.83996,-0.73934,-0.340672,1.163723,1.405603,1.576048,1.491103,1.58197,1.475928,1.293084,0.374975,-0.479194,-0.805834,-0.833001,-0.673512,-0.172355,1.592704,1.519604,1.570682,1.666915,1.621204,0.810063,-0.351647,-0.768025,-0.546428,-0.764398,-1.222064,-1.323091,-1.305954,-1.198061,-0.876066,-0.765323,-0.616845,-0.548815,-0.578851,-1.155514,-1.34987,-1.170616,-0.811404,-0.51839,-0.501661,2
-0.926225,-0.868222,-0.630997,0.962718,1.533776,1.575367,1.453355,1.44697,1.524975,0.813267,-0.649653,-0.859593,-0.94614,-0.822592,-0.617346,-0.35748,1.469405,1.650438,1.432818,1.46371,1.593143,1.611608,1.761578,1.634561,0.827418,-0.37415,-0.859058,-0.470518,-0.694523,-1.21971,-1.210839,-1.09825,-0.571165,-0.502272,-0.584557,-1.161465,-1.333006,-1.235034,-0.787093,-0.418813,-0.393255,2
-0.873754,-0.778367,-0.369026,0.553159,1.399215,1.631545,1.626878,1.532319,1.660304,1.454324,0.928832,-0.52053,-0.846847,-0.832452,-0.668104,-0.417736,0.774648,1.41653,1.530362,1.441525,1.441676,1.548581,1.550087,1.604744,1.127134,-0.318239,-0.580984,-0.799944,-0.499511,-0.695042,-1.337978,-1.355279,-0.714013,-0.56004,-0.562208,-0.695794,-0.996981,-1.361295,-1.17223,-0.458299,-0.425189,2
-0.937337,-0.835604,-0.6027,0.935714,1.434988,1.472172,1.443122,1.291287,1.082513,0.15785,-0.700502,-0.886887,-0.926453,-0.788252,-0.533909,1.522331,1.611999,1.631753,1.489408,1.42085,1.699149,1.686174,1.458421,-0.32655,-0.831982,-0.446275,-0.744445,-0.932321,-1.24457,-1.31278,-1.353862,-0.913613,-0.538325,-0.550797,-0.684621,-1.290954,-1.350804,-1.278269,-0.535168,-0.406728,-0.347098,2
-0.697864,-0.622331,-0.45378,0.053446,0.612212,1.37308,1.52403,1.546371,1.520144,1.35443,0.8806,-0.445912,-0.636998,-0.747772,-0.699535,-0.516336,-0.291057,1.572015,1.645838,1.537435,1.522864,1.704314,1.672842,0.007151,-0.244374,-0.491644,-0.838692,-0.880519,-0.991507,-1.085758,-1.127035,-1.020084,-0.824044,-0.846327,-0.82111,-0.911602,-0.891825,-0.91879,-1.053868,-1.137088,-0.886114,1
-0.844701,-0.77317,-0.541282,0.001823,0.630162,1.426187,1.542184,1.50713,1.52795,1.379023,0.66921,-0.485556,-0.703954,-0.827748,-0.788785,-0.63119,-0.104678,1.346731,1.539847,1.602094,1.60783,1.500969,1.700671,1.644372,-0.388403,-0.648016,-0.831763,-0.622522,-0.707417,-1.139814,-1.324266,-1.03786,-0.744255,-0.580648,-0.649992,-1.280729,-1.306423,-1.242571,-0.52061,-0.441282,-0.522374,2
-0.621944,-0.436637,0.892162,1.373023,1.521761,1.593033,1.56673,1.23967,0.586371,-0.241318,-0.65215,-0.687362,-0.658853,-0.493315,0.256144,1.365641,1.506488,1.493761,1.658365,1.633477,1.697678,1.449357,1.13378,0.900562,0.285502,-0.264,-0.512434,-0.6696,-0.610688,-0.655516,-0.7144,-0.939897,-1.185016,-1.129299,-0.821195,-0.843255,-1.11819,-1.196841,-1.13404,-0.740052,-0.685919,2
-0.679859,-0.67456,-0.199958,-0.006424,0.282092,0.965034,1.388103,1.487747,1.461072,1.324641,0.684512,0.38113,0.030757,-0.415505,-0.55136,-0.565772,-0.496497,0.011107,1.510153,1.613702,1.494711,1.538311,1.455441,1.458741,1.567983,1.499253,-0.183669,-0.62878,-0.545275,-0.620242,-1.144711,-1.298034,-1.287521,-1.170568,-0.812777,-0.889592,-1.327609,-1.341049,-0.919324,-0.561806,-0.494529,2
-0.666354,-0.567648,-0.375395,-0.139931,0.685799,1.125872,1.395549,1.514553,1.551741,1.526549,1.377315,0.498705,-0.028845,-0.501764,-0.613378,-0.565369,-0.434873,-0.007132,1.036907,1.345884,1.532547,1.423381,1.413544,1.572375,1.582212,1.446654,1.326211,1.13259,-0.18926,-0.843011,-1.010936,-1.085577,-1.180849,-0.975067,-0.878592,-0.812109,-1.206236,-1.14414,-1.13128,-0.861845,-0.831111,1
-0.759458,-0.688579,-0.50671,0.292937,1.001315,1.287026,1.482309,1.578766,1.568431,1.471328,1.312648,0.641668,-0.472843,-0.686426,-0.714007,-0.695447,-0.297368,0.494054,1.611492,1.616875,1.555728,1.617306,1.699553,1.697615,1.488122,-0.2891,-0.6658,-0.75274,-0.856949,-1.160616,-1.175149,-1.000967,-1.032315,-0.729703,-0.804435,-1.082998,-1.222732,-1.202579,-0.78452,-0.707591,-0.715126,2
-0.692725,-0.68696,-0.497733,0.33796,0.66024,1.31976,1.495813,1.576574,1.604685,1.569189,1.400283,1.131319,0.460244,-0.411564,-0.658229,-0.774081,-0.739252,-0.447728,1.240906,1.596824,1.540125,1.545604,1.64852,1.178965,-0.480342,-0.64577,-0.643316,-0.807053,-1.2221,-1.272934,-1.269336,-0.85427,-0.833068,-0.621446,-0.624853,-0.673738,-1.041616,-1.241008,-1.302074,-0.882667,-0.620589,2
-0.764424,-0.554354,0.329833,0.552773,0.840753,1.496789,1.563625,1.569033,1.487272,0.636913,-0.474778,-0.674876,-0.771756,-0.319864,1.125187,1.395128,1.592826,1.636085,1.560597,1.687564,1.638248,1.112425,0.236197,-0.538305,-0.705742,-0.585285,-0.685345,-0.729816,-1.146862,-1.241666,-1.265546,-1.19659,-0.851355,-0.666354,-0.7089,-0.883497,-1.254082,-1.285662,-0.919446,-0.749651,-0.565991,2
-0.751717,-0.718903,-0.51767,-0.292359,0.29986,1.042941,1.338797,1.464146,1.519012,1.246158,-0.477638,-0.80882,-0.803207,-0.477512,1.360955,1.621992,1.682767,1.468999,1.456971,1.566915,1.745019,1.723073,0.545345,-0.564264,-0.721351,-0.578403,-0.703118,-1.083511,-1.145636,-1.229456,-1.193138,-1.03852,-0.857862,-0.714345,-0.671021,-0.771026,-1.152917,-1.331633,-1.144982,-0.594187,-0.495934,2
-0.798253,-0.733569,-0.534466,-0.284523,0.646763,1.443135,1.548301,1.549093,1.30826,-0.230514,-0.489587,-0.713704,-0.756701,-0.738005,-0.337799,1.215769,1.508096,1.618808,1.57385,1.391245,1.526119,1.667331,1.442144,0.259034,-0.564213,-0.718635,-0.590673,-0.604002,-1.215333,-1.264688,-1.147836,-0.851886,-0.818256,-0.639256,-0.674529,-0.753413,-1.272036,-1.322044,-1.163007,-0.571284,-0.516661,2
-0.745828,-0.733305,-0.365458,0.538263,1.091693,1.56763,1.605377,1.5892,1.426626,1.227903,0.931915,0.719411,-0.164677,-0.558669,-0.741514,-0.676964,-0.462562,1.101878,1.41644,1.64612,1.59579,1.591996,1.720017,1.474759,-0.505403,-0.679141,-0.637599,-0.810098,-1.223203,-1.291933,-1.240299,-0.983776,-0.883915,-0.628351,-0.735043,-1.288698,-1.28958,-1.082459,-0.771252,-0.538357,-0.561405,2
-0.744659,-0.670242,-0.490201,-0.248853,0.613945,1.368613,1.521123,1.474057,1.313872,0.581828,-0.275577,-0.517673,-0.696765,-0.766172,-0.712177,-0.291757,1.440929,1.626364,1.532233,1.433253,1.619698,1.685146,1.161968,0.000919,-0.500826,-0.667435,-0.546437,-0.725388,-1.001844,-1.08232,-1.344646,-1.295914,-0.933124,-0.641841,-0.59928,-0.720136,-1.217983,-1.330672,-1.111873,-0.656002,-0.552538,2
-0.832951,-0.750683,-0.553825,-0.039039,1.460167,1.577381,1.522573,1.560197,1.394686,0.303849,-0.576761,-0.791093,-0.872185,-0.785595,-0.569544,1.435024,1.636531,1.524201,1.528361,1.680848,1.598545,0.521004,-0.089073,-0.615055,-0.806306,-0.543134,-0.711431,-1.151004,-1.18776,-1.143008,-0.958594,-0.843243,-0.640144,-0.643092,-0.722284,-1.097117,-1.279994,-1.248809,-1.024383,-0.724147,-0.514952,2
-0.722227,-0.641135,-0.252123,0.590402,1.021995,1.298016,1.486025,1.554617,1.498007,0.990385,0.797831,-0.44604,-0.635495,-0.737412,-0.687621,-0.50924,0.007865,1.46867,1.633126,1.612465,1.49966,1.609573,1.695106,1.655852,0.862291,0.262545,-0.272969,-0.676754,-0.619463,-0.680163,-0.867344,-1.164336,-1.225655,-1.254952,-0.883852,-0.627685,-0.718053,-1.218941,-1.335702,-1.272637,-0.649317,2
-0.851496,-0.541845,-0.308879,0.525874,0.956755,1.29998,1.50816,1.518548,1.581293,1.516055,1.308707,0.680221,-0.419243,-0.63403,-0.760911,-0.739511,-0.579201,0.187427,1.361894,1.593343,1.630117,1.507744,1.508368,1.636142,1.638012,-0.058088,-0.571306,-0.736686,-0.546686,-1.268374,-1.311256,-1.247473,-0.75046,-0.666482,-0.62788,-0.697003,-1.349638,-1.355175,-0.629625,-0.511449,-0.492169,2
-0.786185,-0.701083,-0.505614,0.352338,0.840525,1.149947,1.389386,1.478075,1.448145,1.064119,-0.585192,-0.733785,-0.787923,-0.677975,-0.463933,0.067961,1.239297,1.465091,1.531333,1.446385,1.713993,1.667117,1.148186,-0.334002,-0.546174,-0.720867,-0.473902,-0.822123,-1.191734,-1.281876,-1.318452,-1.24508,-0.937352,-0.57102,-0.551873,-0.695537,-1.392718,-1.376699,-1.265194,-0.731343,-0.466111,2
-0.815483,-0.718704,-0.569084,1.444047,1.548385,1.518426,1.57731,1.419598,0.912717,-0.52809,-0.743376,-0.825796,-0.831753,-0.676125,-0.423717,0.472123,1.314744,1.564913,1.631889,1.56939,1.455238,1.551828,1.570767,1.641703,1.641875,1.434577,-0.554208,-0.756444,-0.532945,-0.609907,-1.147263,-1.338161,-0.863347,-0.614418,-0.603674,-0.651315,-1.234538,-1.287425,-1.244748,-0.548768,-0.483875,2
-0.826917,-0.732657,-0.586405,-0.36117,0.578967,1.44555,1.576396,1.509328,1.58864,1.455053,0.93386,0.720778,-0.417255,-0.652541,-0.798774,-0.786987,-0.646437,-0.401667,1.57,1.607097,1.502749,1.520476,1.594671,1.396025,-0.312231,-0.568331,-0.769078,-0.496914,-0.712427,-1.051622,-1.327459,-1.349663,-0.825967,-0.562283,-0.773683,-1.321794,-1.356004,-1.298987,-1.153375,-0.454901,-0.41636,2
-0.902883,-0.602922,-0.335664,0.658908,1.569827,1.626565,1.528132,1.580128,1.476299,1.293657,-0.441357,-0.693017,-0.863232,-0.854271,-0.507743,0.024633,1.536307,1.598769,1.46191,1.482512,1.645533,1.602039,0.794622,-0.36763,-0.619159,-0.801752,-0.543404,-0.624424,-1.190679,-1.280054,-1.060213,-0.820359,-0.571021,-0.789652,-1.185561,-1.271829,-1.291042,-1.08335,-0.573948,-0.464723,-0.469514,2
-0.866115,-0.783625,-0.565731,1.146039,1.405065,1.602756,1.60033,1.473503,1.240466,0.622443,-0.231874,-0.711825,-0.854489,-0.81178,-0.634724,-0.115356,1.568277,1.622161,1.543501,1.547312,1.596172,1.662878,1.598078,-0.080201,-0.600591,-0.766922,-0.498194,-0.679599,-1.232787,-1.28655,-1.240688,-1.145498,-0.87554,-0.545737,-0.66151,-1.204477,-1.291454,-1.31202,-1.056442,-0.749648,-0.507914,2
-0.946113,-0.835603,-0.342928,1.502866,1.515195,1.427502,1.487932,1.304907,0.796291,-0.426314,-0.687238,-0.869881,-0.919996,-0.795699,-0.580167,0.878947,1.660538,1.427155,1.586043,1.712459,1.203496,-0.329314,-0.620297,-0.859289,-0.495391,-0.62021,-1.010189,-1.159492,-1.349428,-1.273457,-0.835082,-0.484591,-0.699446,-1.189081,-1.331647,-1.414755,-1.291517,-0.89124,-0.732821,-0.351906,-0.378787,2
-0.87571,-0.767974,-0.560795,1.142609,1.496045,1.541886,1.44989,1.466005,1.573021,1.198934,0.593604,-0.527282,-0.745445,-0.855825,-0.795636,-0.571966,-0.314814,0.599705,1.426421,1.561913,1.403579,1.54439,1.507153,1.538914,1.658759,1.426109,0.591413,-0.305802,-0.792444,-0.536309,-1.361736,-1.286456,-0.800862,-0.590209,-0.705095,-1.143298,-1.266523,-1.328841,-1.238658,-0.609828,-0.489576,2
-0.834708,-0.613501,1.509176,1.573374,1.520614,1.601231,1.505118,1.285958,0.760749,0.42666,-0.704596,-0.863708,-0.843877,-0.712658,-0.482337,1.286327,1.463056,1.528362,1.378566,1.661186,1.661001,1.425423,-0.077721,-0.581217,-0.741381,-0.47933,-0.593891,-1.225598,-1.269596,-1.256683,-1.163134,-0.613003,-0.571938,-0.663107,-1.241316,-1.339956,-1.322007,-1.227443,-0.497759,-0.362611,-0.358331,2
-0.929107,-0.828364,-0.401075,1.10862,1.609616,1.551625,1.411096,1.191817,-0.534488,-0.766748,-0.884724,-0.835794,-0.636977,-0.384271,1.080777,1.609452,1.751629,1.59446,1.558874,1.582433,1.683423,1.609287,0.799554,-0.358241,-0.854938,-0.511588,-0.722267,-1.025484,-1.25791,-1.278225,-1.033211,-0.842104,-0.692546,-0.540056,-0.78174,-1.16486,-1.258569,-1.266295,-0.895927,-0.467551,-0.425738,2
