@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute target {1,2}

@data
-0.967546,-0.832081,-1.035364,-1.133491,-1.158446,-1.164389,-1.246158,-1.249685,-1.266894,-1.314962,-1.293956,-1.242541,-1.271029,-1.274025,-1.259587,-1.183236,-1.047799,-0.832969,-0.607401,-0.513696,-0.476727,-0.316653,-0.02029,0.371511,0.534742,0.739614,0.973461,0.980202,1.20953,1.193266,1.017677,0.880739,0.89628,0.887778,0.730635,0.642749,0.741659,0.716843,0.556372,0.525351,0.342354,0.256903,0.287361,0.206576,0.301757,0.519953,0.698377,0.874803,1.002272,1.102932,0.958597,0.661519,0.524009,0.335801,0.224365,0.184928,0.267767,0.487038,0.899392,1.211381,1.2237,1.515979,1.373579,1.288806,1.10956,0.927806,0.75162,0.563667,0.26993,-0.147009,-0.476454,-0.57816,-0.589403,-0.410452,-0.284614,-0.32539,-0.337623,-0.075573,0.257141,0.662759,1.269905,1.737859,2.336771,2.512101,2.630712,2.303653,1.820202,1.995188,2.261133,1.545981,0.790992,0.670019,1.251038,1.588033,1.150525,0.199036,-0.530897,-1.068987,-1.413285,-1.575981,-1.630385,-1.67271,-1.805788,-1.964817,-2.053586,-2.091086,-2.109829,-2.121287,-2.128809,-2.134342,-2.139766,-2.143056,-2.147143,-2.148606,-2.14022,1
-0.918111,-0.853748,-1.151386,-1.276451,-1.314028,-1.295712,-1.291932,-1.254595,-1.261029,-1.317085,-1.329016,-1.338956,-1.389074,-1.324105,-1.275008,-1.196748,-1.039675,-0.887556,-0.771619,-0.716093,-0.6183,-0.284156,0.161273,0.439651,0.67579,0.903823,1.017595,1.209294,1.464157,1.352922,1.470343,1.061069,1.092954,1.015695,0.861056,0.869229,0.984118,0.772584,0.751481,0.53872,0.437748,0.361461,0.358741,0.323947,0.455501,0.693104,0.747437,0.847847,0.989355,1.038463,0.903631,0.715965,0.601594,0.488052,0.319142,0.296731,0.354168,0.543566,0.937519,1.157576,1.194556,1.246207,1.217851,1.282128,1.018064,0.856644,0.77007,0.551201,0.277755,-0.132172,-0.503467,-0.600525,-0.573473,-0.429953,-0.242727,-0.318049,-0.335207,-0.056475,0.28566,0.565996,0.998438,1.542258,1.889272,2.096356,2.294045,1.812999,1.696856,1.858131,1.824236,1.490081,1.056709,0.764684,1.100113,1.666869,1.195249,0.499193,-0.260078,-0.794894,-1.217636,-1.36467,-1.370342,-1.404055,-1.625975,-1.95757,-2.148273,-2.222729,-2.254768,-2.272646,-2.283403,-2.289411,-2.29661,-2.301332,-2.305079,-2.304678,-2.29434,1
-0.90999,-0.796105,-1.057948,-1.225231,-1.242673,-1.22081,-1.23022,-1.253346,-1.224326,-1.268622,-1.298436,-1.292849,-1.329153,-1.325991,-1.265202,-1.179733,-1.050859,-0.9057,-0.716095,-0.695163,-0.576508,-0.331806,-0.021749,0.538566,0.770088,0.820749,0.969983,1.256782,1.366822,1.35808,1.248261,1.041434,1.094643,1.026115,0.785497,0.734318,0.852325,0.85973,0.603546,0.509836,0.324365,0.273949,0.277821,0.234715,0.362096,0.576486,0.654742,0.830751,0.942838,0.941024,0.916299,0.658379,0.5135,0.398792,0.243154,0.262166,0.26945,0.521,0.8969,1.155062,1.167423,1.407984,1.255917,1.273052,1.085066,0.787783,0.678055,0.492925,0.198121,-0.208316,-0.489071,-0.60121,-0.593031,-0.423483,-0.289764,-0.301308,-0.367802,-0.079676,0.246717,0.646267,1.116172,1.558748,1.966505,2.31534,2.323091,1.974677,1.91742,1.953247,2.1434,1.749144,1.080095,0.833822,1.257302,1.730293,1.209118,0.253804,-0.427032,-0.975555,-1.327544,-1.471498,-1.507341,-1.526753,-1.715471,-1.951861,-2.090438,-2.14751,-2.170385,-2.184687,-2.194636,-2.200338,-2.206861,-2.210261,-2.21307,-2.213769,-2.204562,1
-0.869339,-0.789028,-1.054074,-1.165547,-1.18963,-1.211352,-1.221075,-1.201492,-1.182055,-1.221105,-1.247933,-1.240268,-1.303716,-1.261317,-1.231834,-1.152993,-1.001083,-0.905471,-0.783806,-0.767672,-0.58659,-0.375239,0.079849,0.551623,0.852888,0.913937,1.184604,1.270576,1.542378,1.546825,1.454933,1.070465,1.098325,1.000818,0.733232,0.749373,0.734392,0.612254,0.471541,0.310908,0.179948,0.126331,0.203143,0.214253,0.256516,0.425596,0.572206,0.657708,0.731997,0.767168,0.720003,0.519349,0.414962,0.298402,0.252718,0.237435,0.333743,0.489864,0.978839,1.298149,1.191077,1.477661,1.345938,1.357687,1.105196,0.872926,0.698418,0.586993,0.227647,-0.157296,-0.466286,-0.563773,-0.553829,-0.447353,-0.359615,-0.353729,-0.326785,-0.040937,0.294123,0.66906,1.195082,1.684863,2.214298,2.561164,2.69275,2.305203,1.921313,2.020808,1.915924,1.653665,0.953636,0.707119,0.975472,1.398224,0.928381,0.064388,-0.480413,-0.994443,-1.35577,-1.521056,-1.555574,-1.590914,-1.746916,-1.94505,-2.054844,-2.097546,-2.118488,-2.130355,-2.139598,-2.144851,-2.150939,-2.154101,-2.157709,-2.157572,-2.147906,1
-0.811422,-0.678917,-0.930031,-1.098137,-1.123904,-1.124883,-1.228357,-1.249222,-1.244233,-1.321745,-1.409687,-1.367672,-1.405396,-1.361641,-1.329016,-1.232149,-1.011876,-0.811662,-0.626233,-0.655381,-0.590361,-0.431219,-0.006957,0.369311,0.615403,0.697813,0.859353,0.956138,0.924151,1.115041,1.008536,0.77663,0.876224,0.958721,0.728776,0.690499,0.845189,0.907264,0.784744,0.658183,0.499276,0.295293,0.253578,0.285611,0.367178,0.634012,0.759022,0.920735,1.069227,1.159136,1.118884,0.806708,0.582157,0.471038,0.380974,0.31132,0.289888,0.438532,0.850571,1.099753,1.063366,1.256731,1.272803,1.167801,0.953377,0.739346,0.754009,0.69108,0.369444,-0.030946,-0.350698,-0.450264,-0.409864,-0.218103,-0.077327,-0.107452,-0.150225,0.11351,0.414718,0.631415,1.020995,1.406347,1.721959,1.874846,1.744084,1.775907,1.708955,1.890505,2.030552,2.219602,1.401579,1.180254,1.563013,1.956581,1.744145,0.297699,-0.449672,-1.043385,-1.44854,-1.580973,-1.584514,-1.589865,-1.766577,-2.025587,-2.174092,-2.23072,-2.255279,-2.271763,-2.281572,-2.286443,-2.293838,-2.298365,-2.303744,-2.304861,-2.294722,2
-0.692975,-0.643703,-0.879066,-1.024106,-1.074383,-1.072413,-1.12135,-1.12025,-1.132038,-1.215688,-1.27494,-1.23769,-1.279374,-1.232782,-1.215048,-1.128003,-0.965376,-0.755962,-0.603264,-0.643923,-0.560015,-0.376534,0.032182,0.475125,0.721012,0.818331,0.852016,1.126501,1.325408,1.43361,1.244689,1.03109,1.027738,1.106946,0.870301,0.754855,0.971953,0.87292,0.699057,0.610724,0.472978,0.294052,0.291619,0.234675,0.401343,0.724948,0.751548,0.88293,1.017127,1.05171,1.073317,0.760298,0.548625,0.350226,0.333146,0.215278,0.186889,0.421199,0.796937,1.020433,1.060351,1.203135,1.094993,1.145566,0.807515,0.694335,0.609832,0.513509,0.270459,-0.13155,-0.443407,-0.490758,-0.483426,-0.368167,-0.180572,-0.256253,-0.398525,-0.033719,0.220516,0.427164,0.808653,1.274461,1.730172,2.015575,1.935169,1.58127,1.528839,1.787605,2.204125,2.125172,1.402411,1.011897,1.410915,2.241094,1.562693,0.356291,-0.410203,-0.98872,-1.379401,-1.542043,-1.513405,-1.511944,-1.700242,-2.022224,-2.209052,-2.285766,-2.315625,-2.335771,-2.349164,-2.357721,-2.366901,-2.373179,-2.378658,-2.381695,-2.370479,2
-0.82876,-0.673905,-0.901739,-1.102258,-1.117262,-1.082188,-1.212419,-1.248317,-1.254843,-1.330546,-1.373803,-1.338721,-1.369251,-1.355419,-1.308192,-1.234677,-1.081423,-0.791105,-0.594076,-0.566466,-0.580935,-0.429532,-0.11849,0.344005,0.553904,0.613269,0.847428,0.964715,1.094734,1.081962,0.821977,0.691239,0.888507,0.808133,0.730262,0.686656,0.920102,0.918255,0.908806,0.690196,0.513388,0.277044,0.209817,0.158626,0.326099,0.599864,0.859613,1.023401,1.11129,1.263238,1.237532,0.836829,0.538733,0.465505,0.302818,0.210507,0.261434,0.473564,0.839937,1.1846,1.033089,1.245815,1.250709,1.156589,0.931138,0.809654,0.706335,0.5864,0.29654,-0.048641,-0.448889,-0.494785,-0.517791,-0.238972,-0.023311,-0.115932,-0.279718,0.070734,0.323734,0.606279,1.05928,1.540099,1.801073,2.184788,2.090378,1.82363,1.632664,1.908584,2.12316,2.067328,1.324139,1.145263,1.556918,2.100078,1.453897,0.161313,-0.631765,-1.191461,-1.506892,-1.625779,-1.627997,-1.628061,-1.771902,-1.992172,-2.115544,-2.163937,-2.186236,-2.198966,-2.208187,-2.21326,-2.219428,-2.224374,-2.228351,-2.230226,-2.220696,2
-0.848612,-0.685593,-0.941363,-1.128671,-1.13748,-1.123619,-1.219089,-1.246281,-1.26495,-1.335574,-1.379546,-1.344845,-1.378585,-1.353778,-1.333403,-1.235727,-1.048258,-0.811789,-0.607803,-0.620326,-0.609947,-0.40704,-0.092237,0.342373,0.510221,0.666732,0.757282,0.882956,1.087765,1.045535,0.866957,0.678668,0.809104,0.855752,0.721662,0.711596,0.879224,0.875614,0.721938,0.677136,0.50009,0.216797,0.18521,0.212012,0.324958,0.591971,0.753183,0.958416,1.15414,1.189092,1.220512,0.837578,0.555801,0.361881,0.253465,0.184099,0.198922,0.442935,0.846936,1.097122,0.981741,1.129503,1.203183,1.113834,0.871311,0.747942,0.68291,0.585228,0.343052,-0.082907,-0.4398,-0.455539,-0.483892,-0.295031,-0.073725,-0.116852,-0.218655,0.137667,0.45126,0.607359,1.059964,1.51142,1.864557,2.144876,1.94094,1.622036,1.650517,2.158188,2.3665,2.352714,1.364944,1.199065,1.575878,2.199598,1.648465,0.291138,-0.576155,-1.121389,-1.467203,-1.579846,-1.549784,-1.546581,-1.699228,-1.954415,-2.102145,-2.156691,-2.181115,-2.195722,-2.205066,-2.210717,-2.217371,-2.222716,-2.227187,-2.228308,-2.218871,2
-0.884387,-0.689261,-0.970485,-1.136247,-1.162376,-1.121129,-1.218177,-1.221484,-1.244723,-1.310968,-1.36632,-1.355565,-1.389219,-1.357283,-1.318713,-1.232701,-1.052019,-0.796217,-0.587834,-0.64317,-0.608053,-0.424585,-0.126609,0.360954,0.476933,0.641895,0.768201,0.904746,1.084315,1.219344,0.971242,0.761579,0.844006,0.851203,0.673989,0.713998,0.851712,0.912912,0.770463,0.711134,0.452271,0.361538,0.331265,0.268263,0.342054,0.603158,0.724192,0.847507,1.079011,1.064062,0.990138,0.861369,0.625064,0.478134,0.397785,0.299555,0.320526,0.490468,0.810836,1.102421,0.977357,1.122881,1.208399,1.078801,0.941505,0.793167,0.782665,0.728368,0.443987,0.058092,-0.312808,-0.33946,-0.380517,-0.155147,0.032695,-0.02198,-0.129782,0.159533,0.472519,0.624151,1.028609,1.363985,1.706744,1.79686,1.890239,1.66802,1.587837,1.913054,2.185635,2.113544,1.385486,1.270343,1.545266,2.028411,1.781069,0.458941,-0.390418,-1.007086,-1.406629,-1.51935,-1.484796,-1.478428,-1.688309,-2.015083,-2.204832,-2.274388,-2.305028,-2.324259,-2.335284,-2.342585,-2.349555,-2.355431,-2.360469,-2.363158,-2.354096,2
-0.711857,-0.543919,-0.819438,-1.045833,-1.030807,-1.010881,-1.125942,-1.156562,-1.142257,-1.21876,-1.272383,-1.249637,-1.299887,-1.266478,-1.246222,-1.121687,-0.95551,-0.722785,-0.545631,-0.552312,-0.516981,-0.360743,-0.018274,0.341051,0.624347,0.665436,0.812269,1.039544,1.24112,1.245205,1.016778,0.83823,0.983211,0.989312,0.925595,0.794219,0.953246,0.952206,0.75973,0.674426,0.468852,0.319835,0.307096,0.308739,0.466141,0.676176,0.806185,0.950267,1.043259,1.120998,1.163669,0.858307,0.593465,0.430184,0.371384,0.291879,0.318105,0.503776,0.875802,1.149814,0.972733,1.252908,1.096761,1.067599,0.832541,0.705565,0.694973,0.607339,0.397169,-0.03862,-0.3624,-0.450586,-0.376597,-0.210054,-0.086832,-0.124326,-0.277288,0.036656,0.219215,0.44241,0.844993,1.3724,1.761352,1.861357,1.876592,1.571657,1.478701,1.686756,2.157358,2.078873,1.285593,0.999566,1.466856,1.877592,1.543006,0.403236,-0.428994,-1.007738,-1.396395,-1.543413,-1.510586,-1.486841,-1.7073,-2.050232,-2.260208,-2.344418,-2.382591,-2.403521,-2.41827,-2.428154,-2.438059,-2.446018,-2.453198,-2.457765,-2.446426,2
-0.825956,-0.573345,-0.912525,-1.073932,-1.099533,-1.130161,-1.210341,-1.195402,-1.211837,-1.281227,-1.312338,-1.300868,-1.352629,-1.279892,-1.26109,-1.173336,-0.99654,-0.756349,-0.632175,-0.633713,-0.638013,-0.480738,-0.149828,0.251026,0.361854,0.437094,0.558731,0.780222,0.875932,0.897099,1.035017,0.819718,0.74985,0.887372,0.672353,0.679338,0.690385,0.814597,0.733247,0.659917,0.494431,0.269727,0.352013,0.249767,0.319912,0.694097,0.734071,0.889865,0.981408,0.988257,1.054691,0.752532,0.559589,0.426845,0.316459,0.292349,0.275855,0.488294,0.824288,0.921383,0.877484,1.126672,1.172682,1.195226,0.956177,0.763066,0.757895,0.701215,0.477521,0.122389,-0.204145,-0.253566,-0.265932,-0.110925,0.065559,-0.034794,-0.045037,0.176792,0.474893,0.539432,0.814004,1.214334,1.413619,1.864099,1.651654,1.691943,1.423573,2.091474,2.345106,2.37981,1.642306,1.243842,1.612027,2.157375,2.167129,0.788158,-0.080645,-0.802947,-1.242111,-1.406999,-1.365924,-1.314657,-1.546896,-1.97518,-2.243389,-2.344836,-2.386535,-2.410355,-2.427791,-2.43858,-2.450038,-2.459885,-2.468649,-2.471801,-2.463658,2
-0.926724,-0.846996,-1.024583,-1.143636,-1.171556,-1.163785,-1.24959,-1.247171,-1.285723,-1.333676,-1.361295,-1.305203,-1.322778,-1.305745,-1.279967,-1.171004,-1.014124,-0.738381,-0.555741,-0.568661,-0.567032,-0.46404,-0.080383,0.243028,0.426782,0.563919,0.602837,0.815514,0.942941,0.971855,0.752114,0.690235,0.806667,0.844366,0.724461,0.648081,0.786224,0.983359,0.801656,0.694674,0.512033,0.255338,0.290047,0.263383,0.36767,0.647146,0.779254,0.892319,1.189323,1.130301,1.2391,0.814139,0.639121,0.454991,0.332927,0.299101,0.27581,0.502601,0.893513,1.12916,1.016256,1.086019,1.228884,1.132854,0.866553,0.684634,0.705393,0.638062,0.350345,-0.017575,-0.319552,-0.395283,-0.352453,-0.092157,0.040655,-0.138538,-0.229505,0.103586,0.54302,0.589935,0.922302,1.347835,1.753778,2.022657,1.979036,1.68948,1.645769,1.92729,2.444121,2.106333,1.47626,1.151084,1.674547,2.276069,1.778543,0.447749,-0.405353,-1.029542,-1.445802,-1.618178,-1.665011,-1.692627,-1.833021,-2.023736,-2.135788,-2.18251,-2.204698,-2.219096,-2.226792,-2.234796,-2.240833,-2.247085,-2.253982,-2.255636,-2.247701,2
-0.917187,-0.723935,-0.966703,-1.103853,-1.079272,-1.080583,-1.204117,-1.277586,-1.30661,-1.360887,-1.367241,-1.277679,-1.298086,-1.280769,-1.262267,-1.186873,-1.008713,-0.700589,-0.448141,-0.466359,-0.490448,-0.441758,-0.163854,0.274305,0.469714,0.527064,0.681679,0.736956,0.904717,0.816642,0.710136,0.534445,0.790709,0.836327,0.635936,0.684787,0.799412,0.913714,0.737258,0.756323,0.572171,0.32981,0.253465,0.292778,0.443298,0.658718,0.890429,1.144481,1.276709,1.248004,1.336598,0.993981,0.728519,0.465103,0.358317,0.316578,0.298693,0.515048,0.86295,1.08686,1.055524,1.216771,1.205228,1.182592,0.90784,0.775734,0.711846,0.658513,0.437729,0.003995,-0.365836,-0.385204,-0.396647,-0.133929,0.093667,-0.149892,-0.327242,-0.014598,0.285764,0.480629,0.871664,1.308707,1.640675,1.945952,2.002129,1.607399,1.816836,1.792543,2.222041,2.08348,1.241134,1.132433,1.768617,2.383546,1.909984,0.368629,-0.62014,-1.187689,-1.556572,-1.729182,-1.797027,-1.846978,-1.944416,-2.0566,-2.123506,-2.154613,-2.171875,-2.181972,-2.189877,-2.195054,-2.202354,-2.207593,-2.214218,-2.217635,-2.210071,2
-0.95179,-0.816736,-1.001781,-1.162044,-1.135814,-1.120895,-1.230985,-1.251552,-1.259328,-1.326965,-1.329558,-1.289269,-1.313228,-1.280515,-1.269504,-1.172237,-1.004382,-0.745357,-0.568053,-0.568036,-0.554739,-0.421563,-0.109742,0.319492,0.508051,0.654717,0.898567,0.916995,1.124871,0.946572,0.860306,0.71612,0.914383,0.85193,0.704986,0.687759,0.963061,0.920932,0.760251,0.672532,0.47858,0.250755,0.263869,0.204034,0.349077,0.710014,0.82367,1.051343,1.149551,1.268048,1.232403,0.787253,0.596826,0.377921,0.309857,0.235932,0.228258,0.537323,0.932623,1.093297,1.069698,1.212848,1.231421,1.085638,0.819202,0.684817,0.655467,0.554804,0.290914,-0.115937,-0.439789,-0.476662,-0.462942,-0.243624,-0.086869,-0.208774,-0.332748,-0.044451,0.36601,0.46964,1.015607,1.418977,1.874913,2.185176,2.052275,1.750313,1.705168,1.965371,2.407397,2.100783,1.298101,1.067239,1.545237,2.133416,1.784939,0.242306,-0.610722,-1.172834,-1.520905,-1.667598,-1.706456,-1.732067,-1.84617,-1.995359,-2.084589,-2.123171,-2.142832,-2.153618,-2.163018,-2.167762,-2.174857,-2.179307,-2.184364,-2.187889,-2.180454,2
-0.967733,-0.818528,-1.059766,-1.191289,-1.164426,-1.145306,-1.246925,-1.293639,-1.312388,-1.362503,-1.391888,-1.333569,-1.346832,-1.330175,-1.304241,-1.226973,-1.052452,-0.764713,-0.595384,-0.640961,-0.621739,-0.514391,-0.116146,0.342753,0.465799,0.591055,0.649336,0.759565,0.897658,0.888534,0.672989,0.632501,0.76434,0.819652,0.586287,0.686968,0.875649,0.878667,0.771967,0.697156,0.446903,0.21659,0.215124,0.202974,0.402675,0.719295,0.887855,1.07757,1.205236,1.226185,1.247216,0.900969,0.606947,0.399854,0.304222,0.224151,0.272347,0.545416,0.970678,1.142534,1.017159,1.15729,1.169218,1.082033,0.810502,0.681797,0.674021,0.592598,0.256373,-0.097893,-0.413129,-0.43893,-0.447245,-0.154431,-0.001497,-0.154953,-0.272284,0.037866,0.306934,0.526365,1.010485,1.371342,1.851097,2.193357,2.099987,1.781809,1.614783,2.088152,2.583862,2.180887,1.37683,1.220835,1.702869,2.33307,1.796926,0.287643,-0.591216,-1.145833,-1.490165,-1.622084,-1.631913,-1.640838,-1.759431,-1.935841,-2.04673,-2.092262,-2.112733,-2.123395,-2.132029,-2.13782,-2.144767,-2.149713,-2.154605,-2.157666,-2.150338,2
-0.827922,-0.684054,-0.946611,-1.109005,-1.087958,-1.076476,-1.176706,-1.206812,-1.21754,-1.276476,-1.322219,-1.27569,-1.319266,-1.287766,-1.270033,-1.177929,-0.996799,-0.77709,-0.553539,-0.567215,-0.560491,-0.388902,-0.033204,0.38867,0.640225,0.717945,0.784726,0.970327,1.122538,1.085367,1.013472,0.809763,0.799032,0.920942,0.737363,0.70898,0.870409,0.897163,0.782136,0.648364,0.527056,0.329284,0.364803,0.245434,0.368941,0.69318,0.829354,1.008233,1.177202,1.230687,1.300233,0.829128,0.653845,0.423544,0.284436,0.245616,0.245585,0.445583,0.909168,1.042798,1.074112,1.09754,1.183865,1.116901,0.829422,0.713903,0.590089,0.578048,0.291991,-0.109929,-0.421673,-0.472737,-0.487021,-0.258199,-0.131369,-0.201481,-0.321339,-0.033191,0.227142,0.461633,0.874233,1.392943,1.679634,2.012902,2.100943,1.859898,1.617637,1.975884,2.343769,2.080491,1.23902,1.017112,1.449849,2.124353,1.742896,0.394108,-0.472204,-1.095817,-1.476125,-1.641692,-1.683268,-1.709488,-1.854964,-2.036823,-2.147206,-2.194105,-2.216919,-2.229726,-2.239726,-2.245584,-2.253317,-2.259081,-2.264124,-2.266845,-2.258194,2
-0.893957,-0.805048,-1.052721,-1.192114,-1.210768,-1.192046,-1.25396,-1.259277,-1.275173,-1.318112,-1.363198,-1.330547,-1.353726,-1.331784,-1.291331,-1.183521,-1.005163,-0.804579,-0.61714,-0.648637,-0.631969,-0.399507,-0.03892,0.388204,0.538397,0.6455,0.825831,0.984538,1.157098,1.364016,1.108574,0.933102,0.930802,0.985651,0.733598,0.778089,0.87967,0.899385,0.752214,0.659664,0.500769,0.334798,0.344957,0.313523,0.433936,0.729106,0.80821,0.919902,1.076426,1.154022,1.125229,0.856601,0.666475,0.441424,0.343611,0.316799,0.319928,0.529089,0.844418,0.99251,0.957163,1.065464,1.102914,1.058334,0.895474,0.751776,0.715003,0.65621,0.330751,-0.085403,-0.349944,-0.415566,-0.407607,-0.187679,-0.023588,-0.189942,-0.243591,0.080122,0.381607,0.504345,0.88954,1.291493,1.684676,1.935258,1.868073,1.63639,1.566173,1.77105,2.349093,2.068765,1.319863,1.110119,1.52122,2.084474,1.746021,0.524159,-0.334533,-0.960346,-1.360649,-1.543011,-1.549063,-1.572068,-1.752153,-2.010817,-2.16916,-2.230103,-2.257503,-2.273856,-2.285394,-2.291415,-2.299553,-2.306382,-2.31219,-2.313098,-2.303785,2
-0.995689,-0.871033,-1.125999,-1.226867,-1.25519,-1.229903,-1.304634,-1.316454,-1.316227,-1.356617,-1.394627,-1.369,-1.383594,-1.355289,-1.334824,-1.233923,-1.087204,-0.840446,-0.689115,-0.710402,-0.692088,-0.491077,-0.097528,0.318816,0.603804,0.699623,0.775916,0.939926,1.108231,1.122989,0.840683,0.770411,0.778217,0.830408,0.685901,0.69382,0.945843,0.773245,0.720273,0.551685,0.424952,0.236379,0.25641,0.187337,0.359304,0.641338,0.75839,1.069706,1.052589,1.072794,1.100575,0.764847,0.531925,0.338584,0.287794,0.238857,0.253542,0.507601,0.832158,1.143874,1.127854,1.175541,1.207588,1.05332,0.854614,0.679307,0.62322,0.536119,0.274877,-0.122096,-0.464606,-0.454497,-0.443721,-0.19564,-0.034702,-0.179125,-0.241287,0.1095,0.42661,0.717377,1.085116,1.559946,1.948512,2.142298,2.450482,1.817627,1.660648,2.047839,2.461886,2.071751,1.324648,1.050093,1.471502,2.205507,1.680649,0.335504,-0.506665,-1.016051,-1.375119,-1.483674,-1.456197,-1.420639,-1.591189,-1.885321,-2.052884,-2.117048,-2.14378,-2.158736,-2.170571,-2.176383,-2.18363,-2.188722,-2.193894,-2.196542,-2.188232,2
