@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute target {1,2,3}

@data
0.150367,0.147596,0.144823,0.142053,0.139285,0.136495,0.13371,0.130904,0.128084,0.125268,0.122429,0.119584,0.116698,0.113795,0.110862,0.10791,0.10494,0.101934,0.098871,0.095801,0.092712,0.089598,0.086487,0.083388,0.080294,0.077191,0.074063,0.070934,0.067776,0.064597,0.0614,0.058166,0.054908,0.051602,0.048266,0.04489,0.041452,0.038013,0.034529,0.031025,0.027556,0.024107,0.020674,0.017288,1
0.150734,0.147925,0.145118,0.142312,0.139501,0.136679,0.133854,0.131023,0.12819,0.125344,0.122484,0.119605,0.116705,0.113783,0.110832,0.107855,0.104857,0.10183,0.098763,0.095667,0.092553,0.089424,0.086283,0.083144,0.080007,0.076861,0.073705,0.070535,0.067345,0.064129,0.060888,0.057618,0.05431,0.050963,0.047577,0.044152,0.040688,0.037191,0.033671,0.030143,0.026625,0.023125,0.019651,0.016221,1
0.150495,0.147756,0.145018,0.142285,0.139547,0.1368,0.134045,0.131281,0.128513,0.125736,0.122946,0.120135,0.117307,0.114459,0.111585,0.108682,0.105753,0.102791,0.099797,0.096772,0.093722,0.090649,0.087561,0.084468,0.081364,0.078252,0.075134,0.071998,0.068838,0.065644,0.062422,0.059162,0.055861,0.052521,0.04914,0.045726,0.042275,0.038787,0.035276,0.031761,0.028253,0.024759,0.02129,0.017859,1
0.150668,0.147923,0.145181,0.14244,0.139695,0.136943,0.134191,0.131433,0.128664,0.125883,0.12309,0.12028,0.117449,0.114593,0.111709,0.108803,0.105872,0.102906,0.099904,0.096873,0.09382,0.090747,0.087661,0.084569,0.08147,0.07836,0.075235,0.072087,0.068918,0.065723,0.0625,0.059243,0.055946,0.052609,0.04923,0.045812,0.042356,0.038865,0.035355,0.031836,0.028319,0.02482,0.021351,0.017923,1
0.152002,0.149211,0.146424,0.143639,0.140845,0.138041,0.135236,0.132426,0.129609,0.126777,0.12393,0.121067,0.11818,0.11527,0.112335,0.10937,0.106378,0.103353,0.100292,0.097201,0.094082,0.090939,0.087783,0.084624,0.081449,0.078261,0.07506,0.071841,0.068594,0.065318,0.062012,0.058664,0.05527,0.051834,0.04836,0.044847,0.041293,0.037707,0.034094,0.030471,0.026858,0.023259,0.019686,0.016151,1
0.15083,0.148053,0.145278,0.142509,0.139734,0.136952,0.134166,0.13137,0.128564,0.125749,0.122923,0.120081,0.117225,0.114349,0.111441,0.108505,0.105546,0.102555,0.09953,0.096472,0.093389,0.090292,0.08718,0.08406,0.080934,0.077803,0.074653,0.071484,0.068295,0.065082,0.061838,0.058555,0.055228,0.05186,0.04845,0.045,0.041517,0.037994,0.034447,0.030896,0.027349,0.02382,0.020319,0.016853,1
0.150505,0.147718,0.144933,0.142148,0.139364,0.136571,0.133772,0.130963,0.128148,0.125322,0.122479,0.119623,0.116752,0.113856,0.11093,0.107975,0.104994,0.101983,0.098941,0.09587,0.092777,0.089668,0.086552,0.083434,0.080309,0.07718,0.074044,0.070898,0.067734,0.064547,0.061338,0.058093,0.054803,0.051472,0.048099,0.04469,0.041245,0.037767,0.034263,0.03075,0.027246,0.023768,0.020325,0.016924,1
0.150562,0.147766,0.144976,0.142186,0.139395,0.136594,0.133785,0.13097,0.128146,0.12531,0.122462,0.119602,0.116719,0.113816,0.110889,0.107932,0.104948,0.101931,0.098884,0.095808,0.092712,0.089602,0.086481,0.083366,0.080246,0.077121,0.07399,0.070843,0.067675,0.064484,0.061268,0.058019,0.054733,0.051408,0.048039,0.04463,0.041183,0.037698,0.034195,0.030684,0.02718,0.023699,0.020251,0.01684,1
0.1512,0.148414,0.145634,0.142852,0.140059,0.137255,0.134449,0.131638,0.128818,0.125982,0.123133,0.120265,0.117377,0.114465,0.111524,0.108557,0.105567,0.102545,0.099485,0.096393,0.093285,0.090159,0.087016,0.083874,0.080727,0.077575,0.074416,0.071239,0.068041,0.064821,0.061572,0.05828,0.054948,0.051579,0.048171,0.044725,0.041238,0.03772,0.034179,0.030631,0.027088,0.023558,0.020062,0.016613,1
0.150703,0.147925,0.145146,0.14237,0.13959,0.136798,0.134001,0.131198,0.128392,0.125571,0.122732,0.119875,0.116994,0.114091,0.111166,0.108212,0.105233,0.102223,0.099179,0.096101,0.093,0.089883,0.086758,0.083636,0.080509,0.077375,0.074228,0.071061,0.067874,0.064663,0.061427,0.058156,0.054846,0.0515,0.048114,0.044686,0.041222,0.037728,0.034207,0.030673,0.027147,0.023642,0.020168,0.016733,1
0.154454,0.151538,0.148617,0.145689,0.142745,0.13979,0.136834,0.133863,0.130876,0.127878,0.124862,0.121823,0.118758,0.115661,0.112534,0.10938,0.106195,0.102976,0.099731,0.096463,0.093173,0.08987,0.086572,0.083287,0.080009,0.076729,0.07344,0.070139,0.066826,0.06349,0.060125,0.05673,0.053308,0.049854,0.046361,0.042829,0.039253,0.035638,0.031991,0.028329,0.024668,0.021023,0.017403,0.013824,2
0.154505,0.151575,0.148635,0.145691,0.142743,0.139782,0.136816,0.133841,0.130853,0.127842,0.124806,0.121754,0.118682,0.115577,0.112434,0.109259,0.106064,0.102841,0.099587,0.096303,0.093004,0.089701,0.086393,0.083097,0.079805,0.076508,0.073207,0.069902,0.066585,0.063244,0.059881,0.056489,0.053061,0.049599,0.0461,0.042559,0.038972,0.035345,0.031692,0.028029,0.024368,0.02072,0.017102,0.013523,2
0.159144,0.156113,0.153076,0.150037,0.146986,0.143914,0.140833,0.137743,0.13464,0.131517,0.128378,0.125216,0.122023,0.118798,0.11554,0.112248,0.108928,0.105582,0.102205,0.098805,0.095388,0.091956,0.088521,0.085095,0.081672,0.078243,0.074808,0.071364,0.067902,0.064418,0.060909,0.057374,0.053805,0.050201,0.046555,0.042871,0.039149,0.035387,0.031593,0.027776,0.023949,0.020131,0.016338,0.01258,2
0.156498,0.153505,0.150504,0.147495,0.144479,0.141458,0.138426,0.13538,0.132322,0.129247,0.126153,0.123036,0.119891,0.116713,0.113506,0.11027,0.107008,0.103717,0.100399,0.097054,0.093686,0.090311,0.086939,0.083568,0.0802,0.07684,0.073475,0.070098,0.066704,0.063287,0.059845,0.05637,0.052866,0.049333,0.04576,0.042139,0.038475,0.034779,0.031056,0.027317,0.023576,0.019844,0.016138,0.012467,2
0.15061,0.147718,0.144827,0.141936,0.139031,0.136113,0.133192,0.13026,0.127316,0.124357,0.121379,0.118383,0.115363,0.112312,0.109226,0.106112,0.102977,0.099813,0.096618,0.093397,0.090159,0.086915,0.083674,0.080451,0.077236,0.074021,0.070806,0.067588,0.064359,0.061109,0.057842,0.054552,0.051228,0.047867,0.04447,0.041032,0.037551,0.034031,0.030484,0.026933,0.023388,0.01986,0.016369,0.012925,2
0.150988,0.148084,0.145175,0.142267,0.139348,0.136411,0.13347,0.130519,0.127553,0.124573,0.121582,0.118573,0.115537,0.112478,0.109385,0.106261,0.103115,0.099936,0.096723,0.093487,0.090234,0.086974,0.083717,0.080474,0.077239,0.074006,0.070776,0.067545,0.064304,0.061043,0.057764,0.054455,0.051116,0.047742,0.044322,0.040864,0.037369,0.033835,0.030272,0.026701,0.023138,0.019597,0.016092,0.012632,2
0.151167,0.148283,0.145395,0.142501,0.139592,0.136661,0.133722,0.130775,0.127819,0.124851,0.121867,0.118861,0.115824,0.112755,0.109646,0.106503,0.10334,0.100144,0.096923,0.093674,0.090403,0.087125,0.083855,0.080605,0.077369,0.074145,0.070922,0.06769,0.064448,0.06119,0.057916,0.054615,0.05128,0.047909,0.044496,0.041044,0.037556,0.03403,0.030475,0.026908,0.023346,0.01981,0.016315,0.012871,2
0.150553,0.147679,0.144802,0.141921,0.13903,0.136122,0.133205,0.130278,0.127341,0.124384,0.12141,0.118419,0.1154,0.112351,0.109266,0.106148,0.103002,0.099824,0.096617,0.093385,0.090137,0.086886,0.083646,0.080425,0.077209,0.073996,0.070788,0.067577,0.064358,0.061121,0.057862,0.054581,0.051268,0.047922,0.044539,0.041113,0.037646,0.034142,0.030613,0.027071,0.023534,0.020017,0.016535,0.013107,2
0.153211,0.150303,0.147394,0.144479,0.141555,0.138617,0.13567,0.132715,0.12975,0.126766,0.123761,0.120741,0.117701,0.114626,0.111515,0.108383,0.10523,0.102046,0.098829,0.095586,0.092323,0.089049,0.085772,0.082504,0.079239,0.075975,0.072708,0.069433,0.06615,0.062843,0.059509,0.056152,0.052761,0.049327,0.045857,0.042354,0.038808,0.035223,0.031614,0.027987,0.024359,0.020752,0.017173,0.013629,2
0.153279,0.150333,0.147388,0.144445,0.141491,0.13852,0.135542,0.132551,0.12955,0.126537,0.123504,0.120455,0.117382,0.114278,0.111147,0.107989,0.104798,0.101572,0.098319,0.09504,0.091743,0.088436,0.08513,0.081836,0.078542,0.07525,0.07196,0.068664,0.065349,0.062016,0.058661,0.055274,0.051853,0.0484,0.044913,0.041386,0.037812,0.034201,0.030561,0.026914,0.023274,0.019644,0.016045,0.012487,2
0.15237,0.149395,0.146419,0.143436,0.140433,0.137415,0.134391,0.131349,0.128292,0.125218,0.122116,0.118989,0.115841,0.112655,0.109434,0.106179,0.102889,0.099566,0.096214,0.092844,0.089463,0.086079,0.082704,0.079351,0.076014,0.072688,0.069369,0.066049,0.062713,0.05936,0.055988,0.052589,0.049162,0.045706,0.042207,0.038658,0.035067,0.031437,0.027776,0.024103,0.02043,0.016774,0.013148,0.009567,2
0.152146,0.149178,0.146206,0.143229,0.14024,0.137233,0.134211,0.131169,0.128114,0.125041,0.121947,0.118828,0.115677,0.112492,0.10927,0.106012,0.102723,0.099405,0.096057,0.092688,0.089311,0.085937,0.082573,0.079223,0.075888,0.072568,0.069251,0.065924,0.062589,0.059241,0.055872,0.052477,0.049053,0.045598,0.042103,0.038556,0.034967,0.031343,0.027684,0.024013,0.020341,0.016681,0.013059,0.009487,2
0.153289,0.150337,0.147377,0.144411,0.14143,0.138429,0.135416,0.132387,0.12934,0.126275,0.123188,0.120069,0.11692,0.113738,0.110519,0.107265,0.103982,0.100666,0.097316,0.093949,0.090573,0.087191,0.083813,0.080456,0.077114,0.073782,0.070455,0.067123,0.063779,0.060421,0.057041,0.053632,0.05019,0.04671,0.04319,0.039627,0.036016,0.032364,0.02868,0.024977,0.021271,0.017582,0.013925,0.010314,2
0.15324,0.150285,0.147326,0.144358,0.141372,0.138371,0.135355,0.132323,0.129279,0.12621,0.123116,0.119994,0.116843,0.113658,0.110431,0.107166,0.103874,0.100551,0.097196,0.093819,0.09043,0.087036,0.083646,0.080282,0.076936,0.073596,0.070257,0.066914,0.063565,0.060199,0.056812,0.053397,0.049948,0.046466,0.042941,0.039373,0.035758,0.032095,0.028397,0.024683,0.020974,0.017284,0.013622,0.010005,2
0.15274,0.149786,0.146829,0.143866,0.140893,0.137901,0.134895,0.131873,0.12884,0.125784,0.122707,0.11961,0.116488,0.113333,0.110141,0.106915,0.103661,0.100378,0.097072,0.093745,0.090407,0.087061,0.083712,0.080383,0.077065,0.073753,0.070445,0.06713,0.063803,0.060462,0.057104,0.053719,0.050305,0.046854,0.043362,0.039833,0.036253,0.032631,0.028983,0.02532,0.021653,0.018,0.014386,0.010821,2
0.15271,0.149769,0.146827,0.143879,0.14092,0.137946,0.134958,0.131955,0.128941,0.125905,0.122847,0.119773,0.116671,0.113531,0.110355,0.107146,0.103909,0.10064,0.097339,0.094016,0.090678,0.087336,0.084008,0.080699,0.077397,0.0741,0.070805,0.067505,0.064193,0.060861,0.057509,0.054132,0.050729,0.047293,0.043811,0.040286,0.036716,0.033104,0.029458,0.0258,0.022145,0.018505,0.014892,0.011323,2
0.152815,0.149869,0.146916,0.143956,0.140983,0.137988,0.134978,0.131953,0.128916,0.125858,0.122775,0.119669,0.116534,0.113365,0.110156,0.106911,0.103638,0.100337,0.097007,0.093653,0.090287,0.086917,0.08355,0.080199,0.076861,0.073527,0.070199,0.066866,0.063521,0.060155,0.056768,0.053356,0.049911,0.046429,0.042902,0.039331,0.035716,0.032061,0.028373,0.024669,0.020967,0.017282,0.013632,0.010025,2
0.152641,0.149701,0.146749,0.143784,0.140808,0.137816,0.134811,0.131791,0.128757,0.125707,0.122632,0.119529,0.1164,0.113235,0.110031,0.106793,0.103527,0.100231,0.096904,0.093555,0.090196,0.086833,0.083478,0.080137,0.076804,0.073478,0.070158,0.066832,0.063494,0.060134,0.056753,0.053345,0.049905,0.046434,0.042923,0.03937,0.035771,0.032126,0.028451,0.024758,0.021064,0.017389,0.013752,0.010165,2
0.152198,0.149232,0.146255,0.14328,0.140294,0.137281,0.134253,0.131219,0.128172,0.1251,0.122007,0.118891,0.115744,0.11256,0.109343,0.106094,0.102817,0.099506,0.096165,0.092806,0.089436,0.086067,0.082708,0.079367,0.076038,0.072717,0.069397,0.066073,0.062742,0.059396,0.056034,0.05265,0.049231,0.045775,0.042278,0.038744,0.035169,0.031551,0.027904,0.024241,0.020575,0.016921,0.013305,0.009738,2
0.152308,0.14933,0.146345,0.143355,0.140355,0.137334,0.134298,0.131247,0.128179,0.125089,0.121982,0.118854,0.115695,0.112496,0.109264,0.106,0.10271,0.099392,0.096039,0.092663,0.089271,0.085876,0.082491,0.079128,0.075779,0.072438,0.069104,0.065767,0.062414,0.059046,0.055662,0.052248,0.048806,0.045337,0.041824,0.038266,0.034665,0.031017,0.02734,0.023647,0.019956,0.016283,0.012646,0.009056,2
0.152422,0.149584,0.146746,0.14391,0.141068,0.138211,0.135347,0.132477,0.129598,0.126701,0.123789,0.12086,0.117911,0.114937,0.111932,0.108895,0.105831,0.102734,0.099601,0.096438,0.093249,0.090045,0.086832,0.08362,0.080405,0.077185,0.073957,0.070715,0.067449,0.064157,0.060839,0.057483,0.054084,0.050642,0.04715,0.043611,0.040032,0.036416,0.032774,0.029123,0.025485,0.021866,0.018279,0.01473,3
0.150686,0.147906,0.145129,0.142349,0.139567,0.136773,0.133972,0.131164,0.128348,0.125516,0.122671,0.119811,0.116928,0.114015,0.111068,0.108091,0.10509,0.102057,0.098991,0.095895,0.092774,0.089639,0.086492,0.083346,0.080203,0.077054,0.073894,0.070718,0.067524,0.064302,0.061049,0.057763,0.054436,0.051069,0.047651,0.044186,0.040682,0.037138,0.033566,0.029991,0.02642,0.022867,0.019348,0.015871,3
0.151179,0.148441,0.145705,0.142974,0.140236,0.137485,0.134731,0.131972,0.129205,0.12642,0.12362,0.120806,0.117975,0.115115,0.112223,0.109303,0.106356,0.103377,0.100366,0.097323,0.09425,0.091155,0.08805,0.084942,0.081823,0.078695,0.075556,0.072401,0.069226,0.06602,0.062782,0.0595,0.056176,0.052815,0.049408,0.045954,0.042452,0.038919,0.035364,0.031799,0.028242,0.024709,0.021208,0.017748,3
0.150687,0.147952,0.14522,0.142488,0.139757,0.137015,0.13427,0.131517,0.12875,0.125969,0.12318,0.120376,0.117553,0.114706,0.111832,0.108933,0.106011,0.103059,0.100066,0.097038,0.093985,0.090913,0.087828,0.08474,0.081647,0.078547,0.075439,0.072314,0.069169,0.065993,0.062784,0.059539,0.056252,0.052924,0.049554,0.046142,0.042688,0.039196,0.03568,0.032157,0.028645,0.025159,0.021701,0.018283,3
0.150988,0.148247,0.145505,0.142768,0.140027,0.137276,0.13452,0.131756,0.128988,0.12621,0.123414,0.120602,0.117776,0.114927,0.112051,0.109147,0.106216,0.103254,0.10026,0.097236,0.094184,0.09111,0.088024,0.084937,0.081843,0.078742,0.075626,0.072491,0.069339,0.066155,0.062936,0.059678,0.056377,0.053038,0.049655,0.046226,0.042756,0.039249,0.035724,0.032196,0.028677,0.025183,0.021724,0.018308,3
0.150681,0.147966,0.145258,0.14255,0.139838,0.137113,0.134382,0.131648,0.128906,0.126155,0.123392,0.120614,0.117815,0.114987,0.112132,0.109253,0.106345,0.103402,0.100424,0.097414,0.094382,0.091327,0.088256,0.085183,0.0821,0.079008,0.075902,0.072772,0.069618,0.066439,0.063233,0.059987,0.056697,0.053363,0.049981,0.046553,0.043081,0.039575,0.036048,0.032515,0.028992,0.025487,0.022014,0.018589,3
0.152543,0.14976,0.146978,0.144198,0.141414,0.138618,0.135822,0.133021,0.130208,0.127383,0.124551,0.121705,0.118842,0.115955,0.113039,0.110098,0.107132,0.104133,0.1011,0.098035,0.094943,0.091828,0.088701,0.08557,0.082432,0.079287,0.07613,0.072954,0.069755,0.066527,0.063265,0.059966,0.056624,0.053241,0.049809,0.046326,0.0428,0.039241,0.035661,0.032067,0.028482,0.024922,0.021393,0.017901,3
0.151794,0.148991,0.146191,0.143393,0.140595,0.13779,0.134978,0.132159,0.129337,0.126503,0.123657,0.120798,0.117922,0.115025,0.112108,0.109163,0.106194,0.103198,0.100172,0.097116,0.094036,0.090935,0.087821,0.084702,0.081574,0.07844,0.075299,0.072147,0.068971,0.065766,0.062536,0.059275,0.055975,0.052632,0.049242,0.045808,0.042331,0.038817,0.035281,0.031742,0.028215,0.024712,0.021247,0.017825,3
0.148778,0.14605,0.143334,0.140622,0.137906,0.135182,0.132453,0.129718,0.126974,0.124217,0.121452,0.118674,0.115879,0.113061,0.110218,0.10735,0.104455,0.101528,0.098571,0.095585,0.092572,0.089541,0.086495,0.083436,0.080371,0.077299,0.074216,0.071113,0.067983,0.06483,0.061644,0.058416,0.055147,0.051834,0.04848,0.045081,0.041643,0.038174,0.034683,0.031184,0.027688,0.024211,0.02077,0.01737,3
0.148701,0.14598,0.143264,0.140553,0.137839,0.135117,0.132398,0.129673,0.126936,0.124186,0.121428,0.118658,0.11587,0.11306,0.110221,0.107358,0.10447,0.101553,0.098609,0.095637,0.092637,0.089613,0.086574,0.083529,0.080471,0.077403,0.074326,0.07123,0.068108,0.064955,0.061768,0.058545,0.055279,0.051968,0.048611,0.045211,0.041769,0.038293,0.034796,0.031286,0.027787,0.024312,0.02087,0.017475,3
0.151997,0.149212,0.146428,0.143643,0.140853,0.138058,0.135261,0.132457,0.129645,0.126818,0.123974,0.121113,0.118236,0.115336,0.112412,0.109465,0.106491,0.103478,0.100428,0.097344,0.094236,0.091117,0.087984,0.084841,0.081695,0.078543,0.075379,0.072195,0.068984,0.065747,0.06248,0.059175,0.055825,0.05243,0.048987,0.045502,0.04198,0.038418,0.034829,0.031234,0.027653,0.024095,0.020572,0.017089,3
0.151541,0.14876,0.145984,0.143212,0.140435,0.137643,0.134849,0.132051,0.129245,0.126429,0.123597,0.120747,0.11788,0.114993,0.112077,0.109131,0.106166,0.103171,0.100137,0.097072,0.093985,0.090881,0.087762,0.084643,0.081519,0.078387,0.075242,0.072076,0.068889,0.065672,0.062426,0.059144,0.055816,0.052445,0.049027,0.045561,0.042052,0.038512,0.034952,0.031385,0.027828,0.024292,0.020794,0.017341,3
0.150319,0.147566,0.144815,0.142067,0.139319,0.13656,0.133797,0.131031,0.128254,0.125463,0.122661,0.119842,0.117006,0.114151,0.111272,0.108363,0.105427,0.102464,0.099465,0.096435,0.093383,0.090309,0.087223,0.084136,0.081048,0.07795,0.074838,0.071714,0.068568,0.065389,0.062176,0.058927,0.055641,0.052319,0.048953,0.045547,0.042102,0.038624,0.035122,0.03161,0.028105,0.024625,0.021177,0.017764,3
0.150208,0.147441,0.144675,0.141914,0.139151,0.136378,0.133599,0.130813,0.128021,0.12522,0.122403,0.119571,0.116723,0.113851,0.110954,0.108031,0.105078,0.102094,0.099078,0.09603,0.09296,0.089876,0.086781,0.083678,0.080569,0.077455,0.074327,0.071184,0.068023,0.064834,0.06161,0.058349,0.055049,0.051709,0.048323,0.044894,0.041428,0.037927,0.034409,0.030886,0.027364,0.023858,0.020392,0.016969,3
0.150197,0.147434,0.144674,0.141917,0.139156,0.136383,0.133608,0.130832,0.128045,0.125242,0.122429,0.119608,0.116774,0.11392,0.111035,0.108122,0.105185,0.102218,0.099217,0.096183,0.093127,0.090052,0.086958,0.083859,0.080748,0.077623,0.074483,0.071324,0.068142,0.064932,0.061695,0.058415,0.055094,0.05173,0.048318,0.044863,0.04137,0.037842,0.03429,0.03073,0.027182,0.023657,0.020161,0.016703,3
0.149991,0.147224,0.144466,0.141711,0.138951,0.136183,0.133409,0.130628,0.127844,0.125047,0.122236,0.119413,0.116573,0.113707,0.110815,0.107901,0.104965,0.102,0.099,0.095966,0.092904,0.089822,0.086721,0.083613,0.080495,0.077366,0.074227,0.07107,0.067892,0.064684,0.061444,0.058166,0.054842,0.051476,0.048066,0.04461,0.041111,0.037573,0.034012,0.030443,0.026883,0.023349,0.019854,0.016399,3
0.149125,0.146367,0.143614,0.140866,0.13811,0.135342,0.132573,0.129798,0.127014,0.124218,0.12141,0.118587,0.115754,0.112903,0.110022,0.107114,0.104182,0.101221,0.09823,0.095206,0.092158,0.089096,0.086023,0.082951,0.079876,0.076794,0.073702,0.070596,0.067468,0.064314,0.061134,0.05792,0.054667,0.051373,0.048033,0.044644,0.041214,0.037754,0.034274,0.030787,0.027309,0.023853,0.020432,0.017053,3
0.149182,0.146425,0.143673,0.140926,0.138176,0.135416,0.132651,0.129881,0.127103,0.124314,0.121514,0.118702,0.11587,0.113014,0.11013,0.107219,0.104285,0.101322,0.098324,0.095294,0.092241,0.089171,0.086093,0.083018,0.07994,0.076856,0.07376,0.070648,0.067516,0.064361,0.061172,0.057943,0.054677,0.051367,0.048012,0.044619,0.041184,0.037712,0.03422,0.030722,0.027234,0.023772,0.020343,0.016959,3
