@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute target {1,2}

@data
0.550816,-2.708017,1.661028,2.760571,-2.885673,-4.245976,1.465903,-4.6611,-1.080943,17.21688,-3.12717,-5.942315,-0.525306,-2.924697,1.018426,4.820398,-1.549141,5.483339,-1.718199,0.282928,2.262531,-0.860462,2.531115,-3.209044,0.694295,-1.528178,-2.120237,-8.820828,-1.670748,-0.800169,0.868024,3.310484,6.514393,-5.498801,5.892199,-3.209184,0.833716,-2.841331,2.670228,1.552516,-3.805773,-1.587794,-2.766821,3.40792,6.431225,-1.523472,-0.489226,3.344119,-1.744113,-1.728337,2
-4.843602,-0.596334,3.072767,0.450575,-1.224709,-0.078494,-9.567347,12.085859,8.289681,-8.000153,1.503261,0.847323,4.130562,1.356357,-0.189173,-0.328079,1.604388,1.256343,-1.334151,-3.045068,-5.454212,0.612371,-1.127675,-0.031083,1.653108,-2.362832,3.251492,-2.108476,1.775065,-2.21935,-1.285227,-3.116711,-3.022275,-3.873902,-0.363409,-1.500404,-0.355307,2.041208,0.807771,4.721181,0.293572,-3.761837,-2.866263,5.251918,-0.143975,-3.125101,3.821196,4.24317,1.424462,1.431513,2
3.978649,0.574655,-6.393737,-2.832348,7.538984,-2.88983,5.820539,-2.121478,-1.700393,0.014185,0.231568,6.265646,-3.370635,-0.931187,3.290314,3.011733,2.588924,-0.383945,1.554674,-1.031467,3.505439,-1.454027,-1.145771,0.577358,-1.09084,-0.96388,-4.58631,-2.773648,-1.345367,-2.180331,0.774531,1.168647,2.843072,-1.213969,-8.506069,13.058282,6.090008,-8.953343,-1.157332,-1.687995,-3.277569,-1.171404,6.26165,1.007138,3.400093,-1.952093,-0.714493,-4.014848,-2.707163,-1.004619,2
3.025007,-1.419815,-10.082428,9.726324,10.794595,-8.022223,2.467793,-0.258824,2.426959,3.014476,1.070029,-0.038415,3.529218,2.385376,-1.628704,-3.608012,-5.444286,1.034193,3.152618,-1.290403,-4.857725,-2.224365,-5.061052,-2.890112,4.341384,-5.337674,3.164227,-0.277691,-1.503003,5.901419,-3.108691,-2.372704,-4.664279,-0.858792,7.422747,-1.744384,-1.088658,2.697365,-1.632896,7.836222,4.350866,4.341342,-3.877693,-2.093355,2.858619,-4.132634,-3.869299,-3.396813,-2.243623,3.487776,2
-3.004166,3.709372,4.088426,0.430033,-5.984366,-1.650682,-4.679514,-1.311456,-1.255945,-3.181062,0.929908,2.005034,-3.545386,0.29207,-1.180934,-4.720604,-5.918542,-6.698044,12.88688,6.911694,-7.86698,7.392482,2.828049,-1.355758,-2.275296,-1.833481,-0.553281,-4.76152,2.355015,3.420062,2.078792,4.233237,0.255698,1.595984,2.793229,4.336895,-3.30298,5.242028,2.065234,-2.496288,2.757911,-1.722087,-1.745113,-0.534989,-0.847804,-2.694036,3.523042,1.995237,-2.986365,-0.019638,2
3.835594,-6.062716,-3.506787,0.665898,2.480087,-2.83681,2.001561,4.997285,-2.48089,-0.70959,-5.266829,-1.649836,1.999256,0.110709,0.931645,1.187639,2.283959,-0.674065,-4.79967,-0.136283,-5.153788,-2.00824,-2.207544,1.827863,-2.833866,3.514512,-0.750416,3.925872,0.979735,4.800605,2.099144,-1.060386,-0.495194,-3.738554,-7.153421,3.500075,3.515682,-7.083746,3.569991,16.203535,-7.530092,1.504985,-0.830184,0.364025,-0.909556,2.061664,0.598928,0.582022,0.419322,-0.083132,2
1.997589,-2.002886,0.304363,-0.898805,2.706524,2.580531,-6.798253,-0.60671,-5.84139,-2.610917,-0.990267,0.588152,-10.088089,3.882086,14.126929,-2.28456,-7.827928,5.771523,1.964637,-4.055307,6.009244,-1.299308,1.169392,2.420776,-0.819975,-1.536705,0.995558,-3.389001,0.301399,0.877661,-0.004113,1.570243,-0.009814,0.822992,-1.165105,4.728919,3.708026,0.857817,-3.052501,-1.619743,0.448417,-1.139834,-1.393655,3.283196,-0.93704,1.974368,2.148702,-1.120488,1.313888,-5.060538,2
0.549099,-1.39465,-0.054607,-2.305031,0.924433,0.140602,-0.011772,2.104076,1.967839,8.523126,5.460274,-0.575592,-3.845413,4.152357,-2.638307,1.034558,-2.371743,-2.391065,0.945279,0.583344,8.661426,-0.910143,-4.822716,3.576653,2.031332,-2.137502,6.034674,-0.714193,-2.133887,-4.611345,1.52265,-0.864729,-3.162806,-2.070684,-0.68391,1.509915,-5.840551,3.209685,-1.478567,-3.080629,-10.947583,6.407044,12.586734,-8.702264,-4.950796,-1.860006,-3.080296,3.726387,-0.584883,2.574183,2
-10.070239,-0.652487,-3.446854,-2.564805,-9.068777,0.750771,1.392078,1.414723,3.446429,-2.962777,0.752854,-4.236335,1.745363,-0.578549,-6.164969,13.418044,4.402435,-9.626501,0.940156,0.58862,-1.077602,-1.284243,5.282668,-0.475229,-0.093308,0.719605,2.314446,-2.613811,5.044738,3.051111,4.030944,-0.811127,-5.658228,3.349561,-0.919118,-1.660189,-2.443399,-3.58383,-0.136817,2.186296,-0.552128,2.578042,2.399604,5.231248,0.029781,0.276742,1.129491,-0.27911,1.505662,2.979017,2
2.96757,3.3648,5.625023,1.531769,-0.15024,-2.534175,5.728643,-2.723358,0.886793,1.337376,-4.816749,0.667244,-0.901449,-3.555009,4.601808,0.166861,-1.801183,3.582969,2.458112,1.50791,-5.132487,-1.365635,3.342272,0.613619,0.131852,0.692356,-0.713798,0.769845,4.245813,-2.99827,-2.097299,-2.780867,-10.308811,1.443616,14.415253,-5.426559,-5.914919,1.032229,-0.338205,2.477934,-1.30993,-0.730625,-4.964731,-3.986749,3.057611,-1.871004,0.175196,-2.665278,0.72164,1.541215,2
