@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute target {1,2}

@data
0.253606,0.252137,-0.446868,-0.448337,-0.452742,-0.453476,-0.455679,-0.454945,-0.456413,-0.45935,-0.45935,-0.461553,-0.463756,-0.466693,-0.468896,-0.468896,-0.467427,-0.467427,-0.46449,0.124378,0.23011,0.146406,0.079589,0.025989,-0.024675,-0.056982,-0.08268,-0.100302,-0.113519,-0.129672,0.370352,0.354932,-0.129672,-0.132976,-0.130774,-0.131875,-0.132976,-0.126368,-0.124165,-0.121963,-0.11976,-0.108746,-0.080111,-0.066894,-0.06359,-0.064691,-0.069097,-0.071299,0.544369,0.718386,0.914431,0.939762,0.948573,0.96179,0.962891,0.963992,0.966195,0.960688,0.962891,0.960688,0.962891,2
-0.14225,-0.148256,-0.14225,-0.14225,-0.148256,-0.14225,-0.136244,-0.14225,-0.14225,-0.148256,0.025921,0.031927,0.031927,0.031927,0.025921,0.025921,0.025921,0.025921,0.031927,0.025921,0.025921,3.791749,0.019915,-0.14225,-0.148256,-0.148256,-0.148256,-0.148256,-0.148256,-0.148256,-0.304415,-0.286396,-0.295406,-0.295406,-0.313424,-0.052158,-0.052158,-0.052158,-0.052158,-0.052158,-0.043149,-0.052158,-0.052158,-0.052158,-0.052158,-0.052158,-0.061167,-0.070177,-0.052158,-0.03414,-0.043149,-0.043149,-0.043149,1.245161,0.461364,-0.295406,-0.295406,-0.286396,-0.304415,-0.295406,-0.304415,2
-0.039136,-0.036252,-0.034809,-0.030483,-0.028079,-0.026637,-0.025195,-0.024233,-0.022791,-0.021829,-0.020868,-0.481898,-0.559778,-0.559297,-0.557855,-0.556893,-0.556412,-0.555932,-0.554009,-0.553047,-0.552566,-0.552086,-0.550644,-0.251623,0.435354,0.435835,0.436797,0.436316,0.436316,0.437277,1.23771,1.239152,1.239873,1.239873,1.241315,1.231941,1.213913,-0.229028,-0.232634,-0.232634,-0.231192,-0.232634,-0.231913,-0.232634,-0.234076,-0.234076,-0.234076,-0.234797,-0.235518,-0.244172,-0.263642,-0.298255,-0.324215,-0.336474,-0.345127,0.251952,0.436556,0.518042,0.5166,0.518763,0.52309,2
-0.363287,-0.370928,-0.375704,-0.374271,-0.375704,-0.375704,-0.377137,-0.378569,-0.748204,-0.843239,-0.548104,-0.628813,-0.13358,0.022106,0.150571,0.209789,0.23892,0.257545,0.272827,0.284766,0.288109,0.307689,0.292407,0.290974,0.289542,0.289542,0.289542,0.290974,0.290974,0.289542,1.008274,1.006125,1.006125,1.008274,0.998962,-0.529718,-0.642184,-0.67442,-0.685882,-0.693045,-0.697343,-0.699492,-0.70379,-0.70379,-0.284728,-0.128565,0.100665,0.198805,0.187343,0.205968,0.228891,0.2468,0.269723,0.28405,0.286199,0.28405,0.28405,0.286199,0.286199,0.286199,0.286199,2
0.211898,0.252097,0.242809,0.254818,0.247134,0.260567,0.260298,0.269634,0.269041,0.258728,0.286879,0.262438,0.295797,0.247166,0.336322,-0.036584,-0.322168,-0.190376,-0.217231,-0.146551,-0.149396,-0.108674,-0.128013,-0.076999,-0.120386,0.128732,0.314593,0.265806,0.284766,0.285732,-0.05495,-0.075098,-0.07557,-0.05245,-0.074149,-0.050221,-0.091159,-0.022126,-0.133251,0.515423,-0.614311,-1.105336,-0.957043,-1.200631,-0.320124,-0.00131,-0.110254,-0.045441,-0.087909,-0.064125,-0.078277,-0.075598,-0.091896,-0.086121,-0.089088,-0.087292,-0.089659,-0.086492,-0.096273,-0.104966,-0.10262,1
-0.370304,-0.370304,-0.369108,-0.369108,-0.369108,-0.370304,-0.369108,-0.369108,-0.369108,-0.367911,-0.366715,-0.367911,-0.369108,-0.369108,-0.369108,-0.369108,-0.367911,-0.369108,-0.369108,0.358153,0.347388,0.348584,0.348584,0.348584,0.348584,0.34978,0.34978,0.350976,0.350976,0.34978,0.005288,-0.039567,-0.039567,-0.039567,-0.041362,-0.039567,-0.041362,-0.041362,-0.041362,-0.043156,-0.041362,-0.041362,-0.041362,-0.041362,-0.041362,-0.043156,-0.041362,-0.039567,-0.039567,0.963407,0.936493,0.941876,0.940082,0.941876,0.945465,0.007082,-0.039567,-0.039567,-0.041362,-0.041362,-0.043156,2
0.002789,0.004203,0.006561,0.007032,0.007975,0.008919,-0.518238,-0.517295,-0.516352,-0.515409,-0.513995,-0.513523,-0.51258,-0.512109,-0.510223,-0.509751,-0.507393,-0.50645,-0.505507,-0.505036,0.460633,0.461576,0.462047,0.463462,0.464405,0.465348,0.465819,0.467234,0.467234,0.467705,1.259148,1.259855,1.258441,0.01717,-0.18794,-0.188647,-0.189355,-0.188647,-0.189355,-0.190062,-0.189355,-0.189355,-0.190769,-0.191477,-0.197842,-0.209866,-0.235328,-0.275642,-0.296154,-0.30747,-0.311006,-0.313835,-0.314543,0.428098,0.541262,0.544091,0.54692,0.551871,0.5547,0.55753,0.558944,2
0.212331,0.213777,0.21739,0.215945,0.215945,0.216668,0.213777,0.210886,0.20944,0.210163,0.20944,-0.399823,-0.502451,-0.505342,-0.506065,-0.505342,-0.506788,-0.50751,-0.508233,-0.508956,-0.508233,-0.50751,-0.368023,0.161017,0.234013,0.115485,0.042489,-0.014607,-0.065921,-0.095553,0.406023,0.376753,0.356155,0.333389,0.319296,0.303034,-0.16096,-0.169633,-0.169633,-0.167465,-0.166381,-0.170717,-0.169633,-0.169633,-0.167465,-0.167465,-0.165297,-0.164212,-0.163128,-0.154456,-0.141446,-0.128437,-0.133858,-0.136026,0.310623,0.678132,0.851588,0.87327,0.903625,0.906877,0.914466,2
-0.031914,-0.03048,-0.028569,-0.026658,-0.025225,-0.023792,-0.023792,-0.020448,-0.019493,-0.018537,-0.556937,-0.556459,-0.555026,-0.554071,-0.552638,-0.551682,-0.550249,-0.548816,-0.549771,-0.549293,-0.548816,-0.548338,0.43005,0.43005,0.430528,0.431005,0.431005,0.432439,0.432439,0.432439,1.230484,1.231917,1.232634,1.234784,1.2355,-0.207001,-0.229932,-0.229932,-0.229932,-0.229215,-0.229932,-0.229215,-0.229932,-0.230649,-0.229932,-0.232082,-0.237814,-0.257162,-0.27866,-0.303741,-0.323806,-0.341004,-0.348886,0.033774,0.407119,0.515324,0.516041,0.517474,0.521774,0.52464,0.52894,2
0.13371,0.134905,0.134905,0.134905,0.134905,0.134905,-0.499657,-0.527142,-0.528337,-0.528337,-0.528337,-0.529532,-0.528337,-0.528337,-0.529532,-0.530727,-0.531922,-0.533117,-0.534312,-0.535507,0.199437,0.187486,0.187486,0.185096,0.183901,0.182706,0.181511,0.181511,0.180316,0.177926,0.893749,0.893749,0.893749,-0.190741,-0.194326,-0.196119,-0.196119,-0.196119,-0.196119,-0.196119,-0.196119,-0.196119,-0.196119,-0.197911,-0.197911,-0.197911,-0.197911,-0.197911,-0.199704,-0.197911,-0.197911,0.807707,0.789782,0.793367,0.793367,0.795159,0.796952,0.796952,0.796952,0.796952,0.796952,2
-0.694656,-0.703456,-0.704845,-0.705308,-0.708087,-0.705308,-0.705308,-0.705308,-0.706698,-0.708087,-0.41305,-0.479746,0.019547,0.16174,0.326627,0.359049,0.402123,0.400734,0.404902,0.424355,0.400734,0.399344,0.402123,0.403513,0.402123,0.402123,0.402123,0.402123,0.403513,0.402123,1.098957,1.098957,1.094789,-0.392671,-0.50661,-0.537179,-0.548295,-0.550379,-0.555242,-0.559411,-0.563579,-0.561495,-0.159235,-0.039043,0.227741,0.361133,0.389618,0.398649,0.394481,0.396565,0.394481,0.400734,0.396565,0.398649,0.396565,0.396565,0.396565,-0.257195,-0.288458,-0.295406,-0.295406,2
0.159792,-0.474691,-0.503752,-0.504962,-0.504962,-0.504962,-0.503752,-0.503752,-0.503752,-0.503752,-0.503752,-0.504962,-0.504962,-0.504962,-0.503752,-0.504962,-0.504962,-0.504962,-0.504962,0.225177,0.220334,0.221545,0.222756,0.221545,0.222756,0.222756,0.221545,0.222756,0.222756,0.223967,0.922019,0.91657,-0.167742,-0.173191,-0.173191,-0.173191,-0.173191,-0.173191,-0.173191,-0.173191,-0.175007,-0.173191,-0.173191,-0.173191,-0.173191,-0.171374,-0.171374,-0.171374,0.698618,0.838471,0.820308,0.822124,0.82394,0.822124,0.82394,0.820308,0.82394,0.82394,0.822124,0.825757,0.822124,2
-0.112325,-0.104793,-0.112325,-0.112325,-0.112325,-0.119856,-0.112325,-0.127387,-0.119856,-0.119856,-0.119856,-0.134918,-0.127387,-0.127387,-0.134918,-0.127387,0.565488,0.550426,0.557957,0.557957,0.550426,0.565488,0.264238,0.203988,0.121144,0.136207,0.1588,0.173863,0.188925,0.203988,-0.330731,-0.319434,-0.308137,-0.308137,-0.29684,-0.285544,0.177629,0.177629,0.166332,0.166332,0.166332,0.166332,0.166332,0.166332,0.166332,0.166332,0.166332,0.177629,0.177629,0.188925,0.200222,0.211519,0.335785,-0.375919,-0.635747,-0.647044,-0.771309,-0.782606,-0.793903,-0.793903,-0.8052,2
0.358889,0.358889,0.352701,0.346512,0.346512,0.334135,0.321758,0.31557,0.309382,0.290816,0.290816,0.290816,0.278439,0.278439,0.259874,0.253686,0.253686,0.241309,0.241309,-0.40229,-0.235202,-0.154752,-0.105244,-0.092867,-0.086679,-0.080491,-0.080491,-0.080491,-0.086679,-0.086679,-0.396101,-0.405384,-0.024795,-0.04336,-0.024795,-0.024795,-0.015512,0.003054,0.003054,0.003054,0.012336,0.012336,-0.006229,0.003054,0.003054,0.003054,0.003054,0.003054,0.012336,-0.544624,-0.971627,-0.999475,-1.01804,-1.01804,-1.036605,0.021619,0.021619,0.030902,0.021619,0.012336,0.012336,2
-0.300069,0.331518,0.362479,0.350095,0.350095,0.350095,0.356287,0.356287,0.356287,0.356287,0.356287,0.356287,0.356287,0.356287,0.356287,0.356287,0.350095,0.350095,-0.126692,0.040493,0.151949,0.18291,0.195294,0.207678,0.21387,0.220062,0.226254,0.226254,0.232446,0.232446,-0.185517,-0.176229,0.000244,-0.009044,0.000244,-0.009044,0.000244,-0.009044,0.000244,-0.009044,0.000244,0.018821,0.037397,0.046685,0.065261,0.065261,0.065261,0.065261,-0.380566,-0.798528,-0.909985,-0.919273,-0.919273,-0.919273,-0.928561,-0.947137,-0.947137,-0.956425,-0.965713,-0.965713,-0.975001,2
-0.460238,-0.462616,-0.462616,-0.462616,-0.463804,-0.462616,-0.462616,-0.462616,-0.462616,-0.462616,-0.463804,-0.461427,-0.461427,-0.462616,-0.461427,-0.461427,-0.461427,-0.461427,0.262504,0.260126,0.260126,0.260126,0.261315,0.261315,0.260126,0.261315,0.258938,0.258938,0.260126,0.260126,0.951367,-0.084603,-0.132746,-0.132746,-0.132746,-0.132746,-0.132746,-0.132746,-0.132746,-0.132746,-0.132746,-0.134529,-0.132746,-0.132746,-0.132746,-0.132746,-0.132746,-0.132746,-0.134529,-0.132746,0.739181,0.869346,0.853298,0.856864,0.853298,0.856864,0.856864,0.858647,0.858647,0.856864,0.858647,2
-0.457656,-0.458388,-0.459119,-0.460582,-0.462046,-0.462046,-0.463509,-0.462777,-0.462777,-0.462777,-0.462046,-0.462777,0.099814,0.196383,0.136393,0.058113,-0.001877,-0.05382,-0.083815,-0.110152,-0.125515,-0.137952,-0.149658,-0.158437,-0.167947,-0.1738,-0.46424,-0.46424,-0.46424,-0.46424,-0.114907,-0.116005,-0.114907,-0.116005,-0.11381,-0.11381,-0.10942,-0.097349,-0.074304,-0.057844,-0.066623,-0.080889,-0.089668,-0.096252,0.646675,0.85847,0.901268,0.910047,0.914436,0.924313,0.930897,0.935286,0.940773,0.94626,0.947358,0.947358,0.949552,0.948455,0.947358,-0.084181,-0.103934,2
0.374759,0.374759,0.374759,0.362094,0.381092,0.381092,0.374759,0.362094,0.368427,0.362094,0.343095,0.336763,0.33043,0.324097,0.317764,0.311432,0.311432,0.298766,0.2861,-0.144529,-0.062203,0.020123,0.051787,0.051787,0.05812,0.064453,0.064453,0.064453,0.051787,0.051787,-0.255353,-0.245854,-0.008374,-0.017873,-0.017873,-0.027373,-0.027373,-0.017873,-0.008374,-0.008374,0.020123,0.039122,0.05812,0.077118,0.067619,0.067619,0.077118,0.077118,0.077118,-0.530829,-0.8728,-0.891798,-0.958293,-0.977291,-0.977291,-0.996289,-0.996289,-0.996289,-1.005789,-0.996289,0.001125,2
-0.019851,-0.01747,-0.016041,-0.013184,-0.011279,-0.009374,-0.008421,-0.007469,-0.541307,-0.54083,-0.539878,-0.540354,-0.537021,-0.535592,-0.535116,-0.534163,-0.53464,-0.532259,-0.531306,-0.530354,-0.529401,-0.528449,-0.52702,-0.214623,0.449222,0.449698,0.45065,0.451603,0.451126,0.452555,1.25093,1.251645,1.253073,1.253073,1.253788,1.238787,1.2145,-0.187002,-0.209146,-0.209146,-0.209146,-0.210575,-0.212004,-0.212004,-0.213432,-0.214861,-0.218433,-0.239148,-0.264864,-0.302723,-0.319866,-0.330581,-0.334867,0.052296,0.407315,0.519463,0.518749,0.521606,0.527321,0.533035,0.538036,2
-0.254149,-0.262611,-0.262611,0.38899,0.380527,0.380527,0.380527,0.38899,0.380527,0.372065,0.380527,0.380527,0.380527,0.380527,0.372065,0.372065,0.363603,0.372065,0.363603,-0.262611,0.008184,0.118195,0.160506,0.177431,0.185893,0.202818,0.202818,0.21128,0.219743,0.219743,-0.207606,-0.194912,0.033571,0.008184,0.008184,0.008184,0.008184,0.020877,0.020877,0.008184,0.020877,0.033571,0.033571,0.058958,0.097039,0.109732,0.097039,0.097039,0.109732,-0.436089,-0.842282,-0.893056,-0.90575,-0.90575,-0.90575,-0.918444,-0.918444,-0.931137,-0.931137,-0.918444,-0.918444,2
0.301544,0.295157,0.301544,0.295157,0.295157,0.288771,0.288771,0.288771,0.288771,0.282385,0.288771,0.288771,0.282385,0.282385,0.288771,0.288771,0.282385,0.282385,0.275998,-0.151885,-0.068863,0.026932,0.052477,0.06525,0.078022,0.090795,0.097181,0.103568,0.103568,0.109954,-0.324316,-0.324316,-0.06567,-0.084829,-0.075249,-0.06567,-0.036931,-0.027352,-0.017772,-0.008193,-0.027352,-0.008193,-0.008193,-0.008193,-0.008193,-0.017772,-0.008193,0.001387,-0.6117,-0.975721,-0.9853,-1.004459,-1.014039,-1.014039,-1.014039,-1.033198,-0.046511,-0.036931,-0.036931,-0.05609,-0.046511,2
-0.308369,-0.3321,-0.336847,-0.341593,-0.340169,-0.788219,-0.813849,-0.816697,-0.816697,-0.816697,-0.515782,-0.588875,-0.093836,0.059469,0.216097,0.254067,0.298208,0.311972,0.318142,0.319566,0.345196,0.330008,0.325262,0.32099,0.323838,0.322414,0.32099,0.319566,0.32099,0.32099,1.035308,1.039579,1.039579,0.982624,-0.491101,-0.612132,-0.63705,-0.650577,-0.657696,-0.661968,-0.664104,-0.666239,-0.666239,-0.238361,-0.096684,0.158192,0.258576,0.279223,0.29275,0.308412,0.313396,0.315532,0.313396,0.315532,0.313396,0.313396,0.313396,0.317668,0.317668,0.317668,0.319804,2
-0.132813,-0.118881,-0.118881,-0.111915,-0.125847,-0.132813,-0.132813,-0.125847,-0.125847,-0.132813,-0.125847,-0.118881,-0.118881,-0.118881,0.069202,0.069202,0.069202,0.069202,0.069202,0.069202,0.069202,0.069202,3.858713,0.12493,-0.125847,-0.132813,-0.132813,-0.139779,-0.139779,-0.132813,-0.320895,-0.331344,-0.331344,-0.320895,-0.320895,-0.331344,-0.038771,-0.028322,-0.017873,-0.028322,-0.028322,-0.017873,-0.017873,-0.017873,-0.028322,-0.028322,-0.028322,-0.04922,-0.038771,-0.017873,-0.028322,-0.017873,-0.028322,-0.038771,0.818048,0.138862,-0.289548,-0.289548,-0.299997,-0.299997,-0.310446,2
0.011288,0.011759,-0.515787,-0.515315,-0.514843,-0.513428,-0.512484,-0.51154,-0.510597,-0.509653,-0.506822,-0.505406,-0.504934,-0.50399,-0.503519,-0.502103,-0.500215,-0.499272,0.466638,0.466638,0.468054,0.46711,0.468054,0.468054,0.468526,0.468998,0.468998,0.469942,0.469942,0.468998,1.240735,-0.16637,-0.18902,-0.188312,-0.18902,-0.188312,-0.188312,-0.188312,-0.18902,-0.18902,-0.193974,-0.205299,-0.23078,-0.265462,-0.286696,-0.299436,-0.305099,-0.307222,-0.308638,0.430305,0.546384,0.545676,0.548507,0.552046,0.555585,0.558416,0.561955,0.563371,0.566202,0.569033,0.570449,2
0.158822,0.160016,0.16121,0.160016,0.16121,-0.503801,-0.504995,-0.503801,-0.503801,-0.502607,-0.503801,-0.503801,-0.502607,-0.502607,-0.501413,-0.503801,-0.504995,-0.503801,-0.504995,-0.503801,-0.503801,-0.503801,0.224487,0.220906,0.220906,0.220906,0.2221,0.2221,0.223294,0.2221,0.918152,0.918152,0.918152,0.918152,0.918152,-0.167117,-0.170698,-0.170698,-0.170698,-0.170698,-0.170698,-0.170698,-0.170698,-0.170698,-0.172489,-0.170698,-0.172489,-0.17428,-0.172489,-0.172489,-0.170698,-0.170698,0.705038,0.837563,0.819654,0.821445,0.821445,0.823236,0.821445,0.821445,0.823236,2
-0.297822,-0.302563,-0.496977,-0.763939,-0.780535,-0.780535,-0.782432,-0.780535,-0.781958,-0.782432,-0.487967,-0.551507,-0.052671,0.087211,0.260287,0.289212,0.33331,0.349906,0.351329,0.375512,0.349906,0.348484,0.352751,0.351329,0.351329,0.351329,0.352751,0.352751,0.354174,0.351329,1.068998,1.068998,1.064731,-0.460228,-0.569763,-0.603904,-0.619552,-0.626664,-0.630932,-0.6352,-0.6352,-0.633777,-0.207728,-0.091791,0.162843,0.304385,0.32928,0.345639,0.345639,0.343505,0.342794,0.345639,0.345639,0.345639,0.343505,0.345639,0.345639,0.345639,0.345639,0.347773,0.345639,2
