@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute target {1,2}

@data
2.505526,2.164049,1.638311,0.799348,-1.252554,-1.023873,0.167102,0.077294,-0.708631,0.700684,0.522424,-1.389703,-0.93633,-0.921113,-0.466024,-0.271329,-0.24885,-0.514159,-0.471141,-0.815796,0.736441,-0.792811,0.505423,0.599678,-0.960807,-1.347727,-1.008467,-0.052963,1.382789,2.035653,2.397945,2.412476,2.142779,-1.392294,0.507425,0.720855,-0.298148,-1.341662,-1.523743,-1.093736,-0.831112,-0.280241,-0.247589,-0.878887,-1.436419,-1.499823,0.225381,0.570989,-1.629695,0.519177,2.083535,2.483262,2
0.127157,-0.065844,-0.662923,-0.358955,-0.277701,-0.547,-1.384946,0.290132,0.211997,-0.402282,1.7392,2.019619,1.543965,0.800729,0.950462,0.75383,-0.990774,-0.798058,0.251981,0.357934,-1.01891,-1.217368,-1.998924,0.32476,0.73832,1.021011,0.799008,0.385605,0.367903,-0.664508,-1.151391,-1.737196,0.13183,-0.858742,0.536677,0.732294,0.688239,1.460568,1.735392,2.337489,2.404275,2.180357,1.87712,0.216539,-1.417306,-1.043643,0.584487,-1.049783,-1.025724,-0.802117,-0.756912,0.095426,2
2.078076,-0.543932,-0.652122,-1.477244,0.163946,0.485146,0.584149,1.487608,1.489002,1.390067,-1.411712,-0.619947,0.888054,0.83,-0.319788,-1.400567,-2.101692,-2.19181,-1.515117,-0.648885,1.30479,1.159993,-0.89281,-0.058181,0.001904,1.474583,1.178199,-0.066561,0.389006,1.032362,1.944093,0.730199,-0.119636,-1.40242,-0.425387,-0.080753,-1.546131,-2.006883,-0.323409,0.931184,1.108944,1.025917,0.62362,-1.711615,0.176928,0.377569,-1.457666,-0.521888,2.072408,1.769835,-0.302887,2.043454,2
1.021168,0.823134,0.358861,-1.974407,-1.232973,-0.968042,0.332701,0.20155,-0.77671,-0.968409,-0.08592,0.722273,0.952809,0.803144,1.806525,2.03022,1.617938,-0.371328,0.319323,-1.368446,-0.258637,-0.654191,-0.626866,0.121792,0.06193,-0.788113,-0.826466,-1.049637,0.564227,0.482415,-1.099524,-1.401878,0.181406,1.841194,2.152106,2.409128,2.259358,1.773259,1.428105,0.7252,0.572383,-0.826466,-0.702759,0.04034,0.085024,-1.737113,-1.182059,-0.701143,0.261212,0.405416,0.38739,0.984411,2
2.229429,-1.449266,-0.256179,0.342167,-1.440059,-1.833981,0.498606,-1.83883,1.101989,-0.669766,0.572779,1.093364,0.840966,0.84322,0.164494,0.716698,-0.901178,0.349062,-1.76887,-1.544373,-0.71043,0.511964,0.521454,-2.226052,-2.010245,-0.227277,-0.260797,-1.265055,1.867017,2.257919,2.295957,0.883747,0.270858,0.813521,0.784888,0.232674,1.250477,1.297804,-1.167139,0.792743,-0.503868,-1.700921,-0.337274,1.672526,1.496644,-0.30113,1.028044,1.049571,0.612547,2.199836,2.33498,2.262111,2
2.290247,1.889381,-1.288886,-0.285457,-0.231516,-2.249368,0.552001,-1.768759,0.351647,-0.906933,0.678663,0.683071,0.196932,0.878636,0.826263,1.102721,-0.647313,0.981309,1.028827,-1.826579,-0.804373,0.512014,0.401296,-0.457775,-1.802706,-1.475867,-0.420689,0.330436,-1.463315,2.205973,2.310258,2.221644,0.582703,0.947454,1.038536,-0.299481,1.463742,1.67239,-0.304172,-1.700845,-0.627265,0.771491,0.683071,-1.181765,1.268296,1.295838,0.244805,0.710722,0.81832,0.271119,0.850137,2.227558,2
1.504078,1.404499,-0.300472,-0.957789,-0.960075,1.980244,2.109078,0.225505,0.191405,-0.328132,-1.764544,-1.226862,0.195033,0.110556,-1.612114,-0.612148,1.360401,0.879117,-0.825124,0.943936,2.130459,2.161915,-1.775596,-1.740394,1.515972,1.53216,-1.942314,-2.283222,-0.275656,0.120408,-0.03807,-0.463457,-1.596507,0.226942,0.345282,1.698448,2.201381,2.079221,1.442186,-1.371806,-1.353194,0.752402,-1.237451,1.162572,-0.418521,-0.33509,1.004381,1.047403,-0.485768,-1.066081,-0.845846,1.426056,2
2.141602,1.908063,-0.795055,-0.80352,0.936997,1.366412,-0.3296,-1.590945,-1.631632,0.157411,0.217898,-1.370663,-1.792404,-0.175037,0.228676,0.184804,2.134423,-0.981316,1.516454,-0.917619,-1.065449,-0.52533,1.087841,1.07128,-0.400767,-0.402333,1.134327,-1.236079,0.555483,0.733306,-1.386929,1.509809,2.045085,2.195894,1.985091,0.403209,0.16291,-1.538101,-1.590945,-1.285877,0.010338,0.100775,-0.212027,-1.811654,-2.275712,-1.879882,0.902066,1.540404,-1.776841,0.223472,1.29606,2.047371,2
1.920344,1.776972,0.55966,-0.195069,1.012427,1.414135,-0.808636,-2.062609,0.479931,-1.103299,-1.376178,-0.416551,0.138271,1.401901,2.051229,2.026473,-1.220541,-1.129164,1.221511,1.087086,-0.367291,-1.439857,-0.965596,-0.612019,1.366796,1.399949,-0.393571,-0.473055,0.094712,1.141477,-1.495203,0.463861,0.529251,-1.481073,1.06644,1.757089,1.958443,1.516724,0.08198,0.078975,-0.201642,-1.579577,0.71335,0.493712,-2.51681,-1.667124,1.824789,1.558957,-0.632818,-0.732483,0.431282,1.79792,2
1.401658,-1.399081,-1.321217,-0.408511,-0.278183,0.706086,1.212996,0.948462,-1.238055,-0.266935,1.995297,2.074347,1.636812,0.139657,-0.506806,-1.335004,-1.324323,0.460629,0.280498,-2.07153,-0.837756,1.415848,1.051736,0.039011,-0.188572,1.742558,1.922186,0.714883,-0.732323,-0.671478,1.681193,1.826607,-0.658449,-2.516102,0.7245,-1.471388,-1.526367,-0.239283,0.080347,0.160249,1.478285,1.938892,1.863992,1.467792,-1.110154,-1.461282,0.565949,-1.494234,1.14312,-0.463076,-0.432229,1.317564,2
