@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute target {1,2,3}

@data
-0.774539,1.541941,-0.790812,1.615841,1.507703,-0.743612,-1.477838,-1.472167,-0.409828,1
-0.770416,1.365576,-0.971531,1.765209,1.767446,-0.822012,-1.445887,-0.433781,-0.523911,1
-0.638644,1.115416,-0.560304,1.520361,1.826423,-1.627314,-0.444651,-1.502572,-0.526127,1
-0.853223,1.446525,-0.82387,1.397375,1.618278,-1.677566,-0.141775,-1.64026,-0.207513,2
-0.878804,1.469428,-0.528356,1.414507,1.512376,-1.671891,-0.185522,-1.63623,-0.276127,2
-0.939642,1.467643,-0.879662,1.541652,1.52254,-1.684437,0.041286,-1.672166,-0.019456,2
-0.859186,1.434702,-0.811117,1.587821,1.55922,-1.620149,0.051216,-1.537,-0.368549,2
-0.913766,1.400012,-0.855214,1.444732,1.694101,-1.819089,0.078022,-1.753191,0.061937,2
-0.710285,1.488405,-0.807513,1.282633,1.558057,-1.489946,-0.366539,-1.484427,-0.355652,2
-0.851449,1.420701,-0.838122,1.401654,1.414214,-1.994464,0.105506,-1.700113,-0.240821,2
-0.943254,1.668449,-1.021459,1.417906,1.611937,-1.43289,0.042059,-1.424361,-0.465453,3
-1.001833,1.423063,-0.960778,1.280375,1.566279,-1.832869,0.189011,-1.643167,0.032493,3
-0.950916,1.380936,-0.897583,1.588422,1.7617,-1.76761,-0.095858,-1.323669,-0.161965,2
-0.902598,1.524501,-0.757207,1.718537,1.666165,-0.935308,-1.470178,-0.147501,-0.224165,2
-0.935727,1.320196,-1.052207,1.552172,1.475738,-1.770734,0.169537,-1.699593,0.204235,2
-1.104256,1.417029,-1.107653,1.662826,1.502358,-1.695045,0.121399,-1.490214,-0.120647,2
-0.895458,1.454771,-0.882479,1.536801,1.464187,-1.662999,-0.196552,-1.522225,-0.23235,2
-0.90182,1.458432,-0.8641,1.567107,1.59244,-1.598132,-0.047411,-1.573078,-0.1411,2
-0.997541,1.37157,-0.962216,1.61766,1.519833,-1.738428,-0.062016,-1.53184,-0.149169,2
-0.897321,1.311197,-0.944696,1.686114,1.674474,-1.755593,0.140468,-1.594641,-0.206023,2
-1.047418,1.492178,-1.136739,1.590654,1.553506,-0.796123,-1.496557,-1.500313,-0.075512,2
-0.955869,1.491315,-0.900017,1.47609,1.489526,-1.707014,-0.10419,-1.518285,-0.270051,2
-0.888918,1.588917,-0.89008,1.503037,1.737611,-1.549882,-0.164619,-1.476207,-0.292236,1
-0.637406,1.294694,-0.675649,1.72364,1.563001,-0.548145,-1.409689,-1.448098,-0.55378,1
-0.839695,1.307557,-0.691076,1.78974,1.534189,-1.621912,-0.080512,-1.556055,-0.128775,2
-0.978159,1.506933,-1.01254,1.476272,1.464469,-1.625641,-0.000723,-1.637303,-0.192643,2
-1.045707,1.51295,-1.080867,1.626163,1.642296,-1.572015,-0.08304,-1.513472,-0.158922,2
-0.93611,1.491456,-0.909144,1.555625,1.656787,-0.697163,-1.469053,-0.242015,-0.256474,2
-0.668137,1.597317,-0.830314,1.473027,1.466173,-1.659827,-0.20816,-1.58753,-0.268281,2
-0.736522,1.344106,-0.780143,1.373205,1.602138,-1.692317,-0.292385,-1.554318,-0.148477,2
-0.81245,1.461283,-0.852753,1.382403,1.56793,-1.580729,-0.152877,-1.53933,-0.374495,2
-0.927447,1.36261,-0.948366,1.398881,1.471313,-1.827383,0.061636,-1.656675,-0.054743,3
-0.801105,1.426228,-0.708647,1.75009,1.531679,-0.761014,-1.604386,-1.523767,-0.333203,1
-0.92129,1.48243,-0.946152,1.36098,1.654011,-1.684896,-0.136182,-1.538518,-0.231596,2
-0.550493,1.220169,-0.741727,1.65073,1.763628,-0.483325,-1.451369,-0.669341,-0.714338,1
-0.84911,0.970777,-0.837934,1.808024,1.880069,-1.787003,-0.035407,-1.665694,-0.059766,2
-0.954668,1.529709,-1.051894,1.471952,1.491878,-1.651466,0.033864,-1.630394,-0.041144,3
-0.942056,1.443993,-1.034106,1.33582,1.413697,-1.889892,0.086059,-1.604249,0.069471,3
-0.729318,1.226379,1.43074,-0.623923,1.48593,1.515475,-0.761536,-1.412768,-0.497001,1
-0.914549,1.508897,-0.924964,1.814035,-0.710271,-1.553726,0.013779,-1.647557,-0.059978,2
-0.883603,1.464687,-0.78749,1.541749,1.507007,-1.773848,-0.074085,-1.635693,-0.191812,2
-0.831514,1.459104,-0.917934,1.334571,1.57234,-1.596895,-0.169426,-1.511594,-0.25675,2
-1.016654,1.556231,-1.052614,1.447796,1.591737,-1.635268,0.091653,-1.526989,-0.23915,3
-0.790189,1.443524,-0.909335,1.607001,1.55139,-1.604342,-0.261137,-1.516064,-0.196032,2
-0.806021,1.419406,-0.860426,1.526547,1.438997,-1.725572,-0.412784,-1.620409,0.032802,2
-0.801567,1.462322,-0.841491,1.678536,1.517977,-1.668405,-0.077346,-1.563173,-0.455968,2
-1.023397,1.33555,-0.968889,1.891714,1.727743,-1.633268,0.037142,-1.533797,-0.652918,3
-0.727309,1.388724,-0.698493,1.718851,1.319061,1.676676,-0.611414,-1.176988,-0.837825,1
-0.702134,1.249215,-0.573448,1.85502,1.009876,1.863053,-0.660987,-1.533524,-0.494352,1
-0.778132,1.428489,-0.8727,1.43535,1.506856,-1.824665,-0.044122,-1.63688,-0.123386,3
-0.846547,1.454223,-0.815402,1.545851,1.663056,-0.571739,-1.315435,-0.389161,-0.63621,1
-0.762176,1.165934,-0.7961,1.584666,0.918736,1.959994,-0.512816,-1.576399,-0.468499,1
-0.665017,1.710798,1.455939,-0.803881,1.552892,-1.513147,-0.514327,-1.353832,-0.641018,1
-0.874062,1.561308,-0.906743,1.541962,1.577391,-1.567801,-0.284708,-1.508311,-0.27658,2
-0.806135,1.472613,-0.842086,1.700993,1.463928,-1.455082,-0.326878,-1.465369,-0.2947,2
-0.982028,0.971646,-0.939053,1.849582,1.925714,-1.391291,0.219647,-1.571218,-0.326012,2
-0.924768,1.508716,-1.043214,1.49622,1.433738,-0.785238,-1.451107,-1.470987,-0.376157,2
-1.039223,1.337906,-1.023766,1.426881,1.77862,-1.726981,0.054491,-1.62669,-0.049713,3
-0.75948,1.454142,-0.922642,1.521506,1.424589,-0.818524,-1.38724,-1.510941,-0.547704,2
-0.867451,1.387645,-0.905206,1.504721,1.357215,-1.89651,-0.142133,-1.647311,-0.057989,2
-0.888664,1.462726,-0.951715,1.644929,1.540598,-0.769243,-1.559866,-0.212773,-0.309452,2
-0.942101,1.505372,-0.91245,1.628489,1.718526,-1.671544,0.114824,-1.582283,-0.275576,2
-0.917482,1.518113,-1.011878,1.474327,1.675798,-1.595263,0.068275,-1.527182,-0.151624,2
-0.843137,1.40591,-0.93277,1.593993,1.64442,-1.716588,-0.146845,-1.637806,-0.134749,2
-0.714081,1.489772,-0.889873,1.099067,1.683308,-1.383047,-0.301428,-1.501762,-0.547267,2
-1.014485,1.525352,-0.896207,1.584783,1.782377,-0.882537,-1.603917,-1.485763,-0.039312,2
-0.609972,1.431258,-0.603597,1.343644,1.3723,-1.815954,-0.102253,-1.739391,-0.308878,2
-0.799922,1.486326,-0.636083,1.457107,1.659472,-1.519452,-0.518055,-1.523571,-0.415394,1
-0.98279,1.358433,-1.025318,1.650176,1.622137,-1.710924,-0.01632,-1.664261,-0.007078,2
-1.053345,1.463034,-0.995764,1.672946,1.483886,-1.647419,0.190395,-1.62585,-0.046076,2
-0.839442,1.129312,-0.648613,1.299564,1.782045,-1.810451,0.079257,-1.863332,0.025161,2
-0.85765,1.508238,-0.962761,1.633953,1.435417,-1.561419,-0.235656,-1.42766,-0.274096,2
-0.858463,1.30766,-0.730511,1.807602,1.718533,-0.756727,-1.485949,-0.313064,-0.499941,1
-0.829121,1.5048,-0.807027,1.430406,1.621998,-0.801619,-1.549156,-1.511695,-0.411577,1
-0.98355,1.56955,-0.937821,1.687574,-0.908968,-1.52157,-0.210946,-1.534619,-0.242303,3
-0.649176,1.582058,-0.955829,1.482502,1.595926,-1.651046,0.039404,-1.686929,-0.106827,2
-0.738004,1.419325,-0.51967,1.917833,1.542629,-1.704561,-0.114604,-1.675772,-0.356071,1
-0.759546,1.412386,-0.956153,1.533528,1.62869,-1.809925,-0.042722,-1.771281,0.173864,2
-0.850251,1.64991,-0.87024,1.561512,-0.808783,-1.53857,-0.4668,-1.305401,-0.159952,2
-0.957233,1.539553,-1.07084,1.617713,1.358138,-1.442553,-0.158745,-1.444649,-0.171972,3
-0.996529,1.503073,-0.880118,1.55035,1.536523,-1.502518,-0.187444,-1.415304,-0.344289,1
-0.727896,1.397153,-0.677419,1.525634,1.363907,-1.58252,-0.342167,-1.509943,-0.405085,2
-0.872758,1.440839,-0.905813,1.586886,1.640996,-1.651005,-0.013669,-1.66467,-0.155575,2
-0.724788,1.329249,-0.689128,1.340677,1.583365,-1.596963,0.08059,-1.576323,-0.357759,2
-1.010987,1.270375,-0.844792,1.834034,1.605219,-1.834201,0.006836,-1.682763,0.233412,2
-1.056724,1.5593,-0.953883,1.708945,-0.983653,-1.527601,-0.009211,-1.564816,-0.096716,3
-1.012459,1.515337,-1.109265,1.644253,1.563562,-1.674774,0.027405,-1.496726,0.032855,2
-0.751402,1.634707,-0.870627,1.345845,1.129549,-1.667054,-0.428687,-1.444693,-0.454445,2
-0.946121,1.508772,-0.98975,1.534745,1.436188,-1.514289,-0.166927,-1.553406,-0.107448,1
-0.813672,1.571077,-0.970588,1.668845,1.365916,-1.553999,-0.142088,-1.521221,-0.37801,2
-0.798328,1.388742,-0.756956,1.601255,1.556586,-1.512236,-0.294875,-1.502463,-0.381309,1
-0.684508,1.32917,-0.721372,1.695187,1.796996,-0.661651,-1.483028,-0.56942,-0.528131,1
-0.949627,1.51915,-0.989504,1.521915,1.658692,-1.631418,0.001502,-1.474111,-0.003199,3
-0.698072,1.348577,-0.630971,1.602506,1.696664,-1.492949,-0.427909,-1.392926,-0.66168,1
-0.84663,1.29726,-0.743865,1.471583,2.058407,-0.571757,-1.368242,-1.399004,-0.40119,1
-0.999607,1.571633,-0.967121,1.593716,1.648227,-1.599851,-0.058746,-1.470363,-0.091116,2
-0.994692,1.49941,-1.073548,1.546081,1.711347,-0.945991,0.027682,-1.529322,-0.139275,2
-0.864465,1.489718,-0.842863,1.799178,1.547622,-1.475671,0.105905,-1.494071,-0.374711,2
-0.828861,1.438643,-0.999586,1.593654,1.466549,-1.741264,0.053887,-1.581649,0.038519,3
-0.99232,1.555815,-0.978792,1.6921,-0.928171,-1.586262,-0.127392,-1.399386,-0.336423,3
-0.698189,1.426235,-0.747723,1.330824,1.446869,-1.740753,-0.007377,-1.617726,-0.154925,3
-0.971636,1.058535,-0.858964,1.683208,1.832196,-1.775925,0.231152,-1.733306,0.040763,2
-0.539993,1.37344,-0.583971,1.563222,1.612706,-0.510721,-1.422602,-0.629692,-0.678479,1
-0.86288,1.433761,-0.903725,1.479522,1.464717,-1.566179,-0.200987,-1.578146,-0.296897,2
-0.548365,1.386197,-0.646423,1.667672,1.491395,-1.100384,-0.465091,-1.452875,-0.650972,1
-0.876721,1.558777,-0.732638,1.387534,1.754812,-1.666559,-0.147314,-1.544654,-0.192166,2
-0.783811,1.423726,-0.74308,1.687136,-0.507854,-1.638466,-0.151719,-1.575758,-0.265335,2
-0.632903,1.602169,-0.79386,1.21358,1.322985,-1.803984,0.021007,-1.588278,-0.375314,2
-0.747106,1.42229,-0.867385,1.525302,1.330332,-1.701814,-0.275868,-1.609751,0.002558,2
-0.950331,1.502271,-0.899714,1.720935,-0.850206,-1.549002,-0.107778,-1.473082,-0.287733,3
-0.857365,1.374963,-0.901475,1.441319,1.734633,-1.534841,-0.125651,-1.491379,-0.281316,2
-1.037188,1.485772,-1.057709,1.348405,1.639923,-1.515943,0.320125,-1.591565,-0.04741,2
-0.878928,1.709208,-1.033672,1.589904,1.530603,-1.578494,-0.110236,-1.531912,-0.236441,2
-0.881347,1.405587,-0.955195,1.343641,1.512716,-1.810841,0.0618,-1.704563,-0.135818,2
-0.799749,1.436657,-0.953283,1.509018,1.477672,-1.564624,-0.263592,-1.329848,-0.551554,1
-0.886737,1.481375,-0.873026,1.693335,1.820265,-0.866318,-1.477662,-1.423789,-0.121866,2
-0.842203,1.414391,-0.877975,1.334449,1.673253,-1.876604,0.231317,-1.866171,0.081014,2
-1.070907,1.561555,-1.037421,1.601806,1.739637,-0.977117,0.048532,-1.518318,-0.039885,3
-0.869961,1.510208,-0.940079,1.47737,0.034287,-1.806842,0.085341,-1.584665,-0.230964,3
-0.798001,1.465725,-0.763601,1.552637,1.631195,-0.719864,-1.373056,-0.472536,-0.568996,1
-0.979611,1.559352,-0.954524,1.598201,1.494487,-1.577546,-0.090201,-1.578841,-0.182534,3
-1.025045,1.475832,-0.839064,1.722883,1.622973,-0.904114,-1.388364,-0.203097,-0.313993,1
-0.981749,1.557487,-1.018509,1.460763,1.638283,-0.965656,-0.266047,-1.402484,-0.435906,2
-0.980002,1.430738,-1.069982,1.648172,1.698241,-1.490886,0.027294,-1.525317,-0.207037,3
-0.703494,1.505552,-0.760465,1.380415,1.571715,-1.56092,-0.374225,-1.458617,-0.596104,1
-0.794114,1.427531,-0.846827,1.894748,-0.720777,-1.484231,-0.212241,-1.580792,-0.353742,2
-1.061608,1.461566,-0.977376,1.652575,1.462226,-1.573986,0.189596,-1.416874,-0.48579,2
-0.884753,1.395942,-0.799103,1.59889,1.549636,-1.638608,-0.389251,-1.425829,-0.344876,1
-0.953257,1.43655,-1.136334,1.601026,1.550241,-1.666845,0.149319,-1.571874,0.04538,2
-0.481672,0.945785,1.428951,-0.468122,1.374466,1.502732,-0.405118,-1.092418,-1.092418,3
-0.407958,1.478812,-0.381364,-0.034267,1.45842,1.46196,-0.397104,-1.098028,-1.098028,2
-0.541493,1.445521,1.013256,-0.549831,1.453035,1.452805,-0.399547,-1.062016,-1.062016,3
-0.473295,1.265826,1.180094,-0.412103,1.349801,1.496757,-0.394337,-1.101508,-1.101508,3
-0.443481,1.365067,1.194715,-0.45367,1.332005,1.400496,-0.351113,-1.098646,-1.098646,3
-0.552756,1.460913,1.039612,-0.544978,1.346202,1.491335,-0.433511,-1.059196,-1.059196,3
-0.467389,1.436081,-0.577586,1.374934,1.54419,1.174989,-0.415553,-1.068675,-1.068675,3
-0.501809,1.475572,1.196201,-0.521414,1.421678,1.476364,-0.447943,-1.078204,-1.078204,3
-0.455948,1.33389,0.871022,-0.452378,1.471619,1.493131,-0.372621,-1.102353,-1.102353,3
-0.500553,1.285826,1.158341,-0.473656,1.408946,1.558964,-0.421846,-1.08563,-1.08563,3
-0.523892,1.290303,1.115295,-0.482337,1.472862,1.535036,-0.423112,-1.085207,-1.085207,3
-0.466878,1.366835,1.221408,-0.478577,1.471936,1.527336,-0.371512,-1.086533,-1.086533,3
-0.508432,1.411426,1.290009,-0.46048,1.312328,1.46647,-0.423824,-1.084694,-1.084694,3
-0.460412,1.297548,1.152147,-0.485998,1.413603,1.373599,-0.351708,-1.099352,-1.099352,3
-0.462174,1.370801,0.734441,-0.488314,1.392726,1.436191,-0.374693,-1.089004,-1.089004,3
-0.385436,1.39929,1.087045,-0.404412,1.375002,1.416835,-0.292452,-1.108322,-1.108322,3
-0.435181,1.430969,1.149556,-0.458381,1.393685,1.464598,-0.375331,-1.08342,-1.08342,3
-0.39386,1.325401,1.107315,-0.437067,1.275995,1.465928,-0.340562,-1.104817,-1.104817,3
-0.473134,1.420901,1.211161,-0.521192,1.383166,1.500381,-0.383435,-1.079509,-1.079509,3
-0.444,1.454465,1.157441,-0.503541,1.516505,1.471379,-0.354266,-1.085187,-1.085187,3
-0.512235,1.356996,1.036959,-0.534341,1.432608,1.442516,-0.411935,-1.073856,-1.073856,3
-0.538519,1.502959,-0.511364,-0.309045,1.311516,1.436064,-0.448583,-1.074717,-1.074717,3
-0.479,1.424557,0.979406,-0.454215,1.416547,1.449423,-0.386253,-1.085021,-1.085021,3
-0.520807,1.401321,0.820286,-0.508917,1.404406,1.466876,-0.418232,-1.078223,-1.078223,3
-0.461949,1.385205,1.143651,-0.508122,1.411826,1.474999,-0.389362,-1.093023,-1.093023,3
-0.467459,1.43372,1.322968,-0.464651,1.477979,1.458204,-0.456109,-1.074341,-1.074341,3
-0.448919,1.396433,-0.442609,1.439037,1.47192,1.176479,-0.32844,-1.095281,-1.095281,3
-0.399619,1.304842,1.074907,-0.398531,1.3823,1.357235,-0.294745,-1.122924,-1.122924,3
-0.445872,1.369658,1.137399,-0.450297,1.420007,1.418716,-0.333522,-1.098815,-1.098815,3
-0.483284,1.386386,1.018384,-0.527899,1.374403,1.493264,0.918046,-1.077712,-1.077712,3
-0.403459,1.297991,1.212074,-0.447239,1.402997,1.464976,-0.35076,-1.098151,-1.098151,3
-0.433126,1.180534,1.361174,-0.429581,1.523443,1.349824,-0.323549,-1.100096,-1.100096,3
-0.437917,1.383472,1.08794,-0.454209,1.304071,1.412613,-0.36491,-1.095408,-1.095408,3
-0.393378,1.362071,1.142434,-0.428877,1.254979,1.44239,-0.326214,-1.109242,-1.109242,3
-0.461001,1.428748,0.946616,-0.422894,1.397796,1.440694,-0.36872,-1.079397,-1.079397,3
-0.498927,1.397473,1.201879,-0.51867,1.433709,1.446545,1.045643,-1.077479,-1.077479,3
-0.530641,1.479695,1.042232,-0.57916,1.351441,1.442341,-0.430533,-1.066838,-1.066838,3
-0.384887,1.396703,1.331746,-0.407299,1.382107,1.414438,-0.288043,-1.10827,-1.10827,3
-0.51396,1.345153,1.155995,-0.493386,1.399895,1.404529,-0.41742,-1.091444,-1.091444,3
-0.414725,1.330041,1.168857,-0.445425,1.335644,1.426267,-0.293704,-1.104989,-1.104989,3
-0.441206,1.381835,1.043226,-0.410647,1.148097,1.466334,-0.387437,-1.103521,-1.103521,3
-0.473451,1.500019,0.936598,-0.45549,1.431769,1.449221,-0.366017,-1.085575,-1.085575,3
-0.544817,1.333772,1.024899,-0.451222,1.465308,1.450911,-0.418653,-1.085451,-1.085451,3
-0.483796,1.335362,1.192489,-0.414551,1.302715,1.480051,-0.36016,-1.100852,-1.100852,3
-0.399172,1.336422,1.050156,-0.443556,1.435222,1.390786,-0.387913,-1.102035,-1.102035,3
-0.451194,1.416791,1.150292,-0.523711,1.394691,1.457911,-0.392524,-1.085791,-1.085791,3
-0.482212,1.195519,1.404444,-0.460108,1.504372,1.277742,-0.400124,-1.095981,-1.095981,3
-0.404898,1.322558,1.010135,-0.431652,1.29939,1.467863,-0.317498,-1.112867,-1.112867,3
-0.515471,1.329298,-0.472706,1.607381,1.278103,1.415058,-0.430174,-1.082878,-1.082878,3
-0.503191,1.296345,1.112064,-0.548951,1.45297,1.504351,-0.423878,-1.074414,-1.074414,3
-0.404188,1.301659,1.071227,-0.419829,1.383814,1.430949,-0.318898,-1.111939,-1.111939,3
-0.528152,1.481977,-0.577151,1.391667,1.511032,1.288663,-0.447746,-1.063528,-1.063528,3
-0.359687,1.345306,1.21601,-0.364947,1.285748,1.466004,-0.255363,-1.116174,-1.116174,3
-0.352075,1.311821,1.18078,-0.322353,1.336343,1.405695,-0.295368,-1.131859,-1.131859,3
-0.440295,1.282226,1.009833,-0.464423,1.366016,1.464572,-0.348644,-1.099956,-1.099956,3
-0.453641,1.457194,-0.404602,-0.464024,1.400109,1.53667,-0.398106,-1.082827,-1.082827,3
-0.421552,1.393344,1.212634,-0.475129,1.309422,1.490691,-0.340009,-1.088632,-1.088632,3
-0.488285,1.355524,-0.438064,1.396986,1.393597,1.282463,-0.3962,-1.104269,-1.104269,3
-0.428558,1.34194,1.113649,-0.440871,1.41647,1.398993,-0.321303,-1.101118,-1.101118,3
-0.50246,1.304446,0.950711,-0.469706,1.370067,1.430406,-0.392402,-1.103561,-1.103561,3
-0.478465,1.368459,1.307222,-0.4806,1.372729,1.475962,-0.435447,-1.082623,-1.082623,2
-0.508135,1.412008,1.242295,-0.478947,1.443454,1.258002,-0.454032,-1.072524,-1.072524,3
-0.393957,1.369728,0.875506,-0.429704,1.39719,1.385979,-0.304475,-1.10654,-1.10654,3
-0.520423,1.378326,1.271282,-0.528684,1.372807,1.51464,-0.402052,-1.082525,-1.082525,3
-0.550044,1.415556,1.297261,-0.547512,1.299014,1.504688,1.219066,-1.066663,-1.066663,3
-0.376321,1.402368,1.127899,-0.486007,1.270921,1.42337,-0.295118,-1.099645,-1.099645,3
-0.44653,1.421508,1.140983,-0.455453,1.447381,1.527883,-0.405329,-1.082627,-1.082627,3
-0.467575,1.349644,1.260842,-0.445723,1.268425,1.380566,-0.393166,-1.107023,-1.107023,3
-0.447997,1.389312,1.036551,-0.433383,1.347936,1.498415,-0.366684,-1.104848,-1.104848,3
-0.316647,1.252769,1.137301,-0.372924,1.283822,1.405191,-0.231152,-1.129314,-1.129314,3
-0.502242,1.479187,1.119023,-0.543342,1.366236,1.420498,-0.403656,-1.081213,-1.081213,3
-0.522898,1.401096,1.184197,-0.510118,1.345331,1.518093,-0.433372,-1.072408,-1.072408,3
-0.413735,1.386931,0.986952,-0.427516,1.34775,1.37499,-0.357545,-1.106348,-1.106348,3
-0.473978,1.489057,-0.439765,1.381168,1.455072,1.127581,-0.36138,-1.086329,-1.086329,3
-0.463414,1.314373,1.179167,-0.381267,1.335705,1.451699,-0.426309,-1.098329,-1.098329,3
-0.370382,1.35947,1.316457,-0.355945,1.358483,1.383902,-0.276087,-1.12733,-1.12733,3
-0.42801,1.321298,1.252034,-0.449908,1.379281,1.439767,-0.357394,-1.10142,-1.10142,3
-0.41164,1.380535,1.410451,-0.375802,1.426327,1.488216,-0.267482,-1.100012,-1.100012,3
-0.429557,1.113163,1.393661,-0.485081,1.404896,1.452644,-0.35331,-1.099272,-1.099272,3
-0.375894,1.37632,0.809168,-0.433313,1.305753,1.376435,-0.303145,-1.110622,-1.110622,3
-0.530651,1.42996,-0.471653,1.414869,1.497881,1.252448,-0.443226,-1.073505,-1.073505,3
-0.440192,1.386941,1.071752,-0.442264,1.401477,1.423879,-0.36515,-1.099253,-1.099253,3
-0.460255,1.440734,-0.479897,1.256244,1.491064,1.247397,-0.388779,-1.082501,-1.082501,3
-0.52221,1.307944,1.231498,-0.529977,1.351733,1.483954,-0.417539,-1.083662,-1.083662,3
-0.496033,1.401618,1.043307,-0.537846,1.412634,1.44682,-0.426492,-1.067322,-1.067322,3
-0.476551,1.409582,1.100205,-0.492729,1.408857,1.461377,-0.415022,-1.074665,-1.074665,3
-0.461234,1.687057,-0.440738,-0.173178,1.187918,1.293373,-0.358164,-1.095311,-1.095311,3
-0.470529,1.395761,1.342422,-0.460732,1.285945,1.489024,-0.348579,-1.090843,-1.090843,3
-0.539461,1.422083,0.774407,-0.460956,1.380733,1.522241,-0.429547,-1.07887,-1.07887,3
-0.49139,1.311953,-0.53755,1.570405,1.301818,1.625281,-0.397653,-1.080661,-1.080661,3
-0.424753,1.427037,1.205904,-0.511374,1.300095,1.564604,-0.348887,-1.085392,-1.085392,3
-0.412009,1.397775,0.909593,-0.403388,1.299967,1.438457,-0.285539,-1.109995,-1.109995,3
-0.419058,1.423065,1.05612,-0.438914,1.367736,1.447221,-0.348964,-1.094805,-1.094805,3
-0.471729,1.470641,0.849007,-0.463958,1.286752,1.466441,-0.375719,-1.084782,-1.084782,3
-0.438577,1.413663,1.061516,-0.50729,1.319328,1.406804,-0.336768,-1.091074,-1.091074,3
-0.426772,1.495004,-0.439811,-0.242699,1.350557,1.466683,-0.352903,-1.102653,-1.102653,3
-0.494516,1.456905,-0.532899,1.27437,1.46171,1.271157,-0.403476,-1.075472,-1.075472,3
-0.516969,1.370048,1.102301,-0.479953,1.426783,1.51831,-0.400524,-1.094156,-1.094156,3
-0.482417,1.401934,0.996137,-0.505965,1.358747,1.402295,-0.385237,-1.087632,-1.087632,3
-0.456467,1.461423,-0.368386,-0.442871,1.334888,1.429294,-0.363864,-1.08867,-1.08867,3
-0.457667,1.397426,-0.432543,1.287201,1.493519,1.283958,-0.387756,-1.095432,-1.095432,3
-0.529564,-0.343426,1.523092,-0.574453,1.402071,1.540944,-0.439208,-1.052465,-1.052465,3
-0.55381,1.448965,1.05292,-0.572631,1.386149,1.471782,-0.458691,-1.070744,-1.070744,3
-0.476024,1.458158,-0.498787,1.38448,1.426475,1.270757,-0.430467,-1.077528,-1.077528,3
-0.481083,1.469135,-0.525728,1.30684,1.503794,1.031431,-0.398157,-1.079255,-1.079255,3
-0.470247,1.440522,0.948798,-0.490214,1.326217,1.471582,-0.372068,-1.079919,-1.079919,3
