@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute target {1,2}

@data
-1.141227,-1.141227,-1.141227,-1.141227,-1.141227,-1.141227,-1.14343,-1.141227,-1.141227,-1.14343,0.949182,0.504227,0.195842,0.024027,-0.070691,-0.141179,-1.141227,-1.141227,-1.141227,-1.141227,-1.141227,-1.14343,-1.14343,-1.14343,0.103326,0.84345,0.918343,0.957993,0.973412,0.977818,0.984426,0.977818,0.969007,0.953587,0.949182,0.935965,0.93156,0.916141,0.909532,0.911735,0.918343,0.905127,0.905127,0.894113,0.900721,0.896316,0.905127,0.896316,0.898519,0.909532,0.918343,0.946979,1.030684,1.032886,1.021873,1.004251,1.006453,0.997642,0.982223,0.964601,0.962398,0.957993,-1.141227,-1.141227,-1.141227,-1.141227,-1.141227,-1.141227,-1.141227,-1.141227,-1.141227,-1.141227,-1.141227,-1.141227,-1.141227,-1.141227,2
0.264111,0.264111,0.264111,0.264111,0.264111,0.264111,0.264111,0.264111,0.264111,0.264111,0.264111,0.246092,-0.258421,-0.258421,-0.258421,-0.258421,-0.240402,-0.258421,0.264111,0.264111,0.264111,0.264111,0.264111,0.246092,0.282129,0.282129,0.282129,1.291155,-0.204366,-0.240402,-0.222384,-0.240402,-0.222384,-0.222384,-0.222384,-0.240402,-0.204366,-0.204366,-0.204366,-0.204366,-0.204366,-0.204366,-0.204366,-0.204366,-0.204366,-0.204366,-0.186347,-0.186347,-0.204366,-0.204366,-0.204366,-0.204366,-0.204366,-0.204366,-0.222384,-0.186347,-0.204366,-0.222384,-0.204366,-0.204366,-0.204366,-0.204366,-0.222384,-0.222384,-0.204366,-0.222384,0.264111,0.282129,0.264111,0.264111,0.264111,0.264111,0.264111,0.264111,0.264111,0.264111,2
-1.177402,-1.177402,-1.177402,-1.177402,-1.177402,-1.177402,-1.177402,-1.177402,-1.177402,-1.177402,-1.177402,-1.177402,1.773381,1.773381,1.773381,1.773381,1.773381,1.773381,1.715692,-1.177402,-1.177402,-1.177402,-1.177402,-1.177402,-1.177402,-1.177402,-1.177402,-1.177402,0.39606,0.559031,0.574896,0.583549,0.599413,0.612393,0.619604,0.626816,0.631142,0.635469,0.64268,0.645564,0.654218,0.657102,0.665755,0.670082,0.671524,0.674409,0.677293,0.678735,0.684504,0.684504,0.684504,0.684504,0.684504,0.68162,0.680178,0.661429,0.553262,0.476825,0.453749,0.44798,0.445096,0.443654,0.445096,0.445096,0.443654,0.445096,0.445096,-1.177402,-1.177402,-1.177402,-1.177402,-1.177402,-1.177402,-1.177402,-1.177402,-1.177402,2
-1.68145,-1.714402,-1.714402,-1.7187,-1.7187,-0.801779,0.446094,1.294247,1.563593,1.665314,1.71116,1.724054,1.715458,1.715458,1.719756,1.715458,1.71116,1.696833,-1.58546,-1.677152,-1.700075,-1.708671,-0.874846,-0.09976,0.073595,0.152393,0.234056,0.267008,0.26271,0.267008,0.267008,0.267008,0.271306,0.271306,0.267008,0.267008,0.271306,0.267008,0.271306,0.267008,0.267008,0.267008,0.267008,0.267008,0.267008,0.267008,0.267008,0.271306,0.271306,0.271306,0.275604,0.275604,0.271306,0.271306,0.271306,0.275604,0.275604,0.271306,0.275604,0.275604,0.275604,0.275604,0.275604,0.271306,0.271306,-0.837596,-1.15422,-1.158518,-1.158518,-1.158518,-1.158518,-1.158518,-1.158518,-1.158518,-1.158518,-1.158518,2
0.85754,0.923469,0.934283,0.940729,0.966993,1.006956,1.021164,1.141002,-0.834991,-0.520498,-0.320288,-0.220859,-0.216672,1.084181,1.0057,0.97886,0.937784,0.940391,0.902191,0.80807,-0.176,-0.920934,-1.024197,-1.043435,-1.087432,-1.086677,-1.122777,-1.120478,-1.121331,-1.135032,-1.147221,-1.148095,-1.117086,-1.093396,-1.090304,-1.092547,-1.055741,-1.057878,-1.059238,-1.059327,-1.060698,-1.082608,-1.090706,-1.056304,-1.057838,-1.058612,-1.059015,-1.058786,-1.062053,-1.068634,-1.08334,-1.117479,-1.257352,1.110209,1.015206,0.992948,0.979896,0.974247,0.971951,0.971745,0.971719,0.972066,0.971634,0.971969,0.971775,0.971696,0.972118,0.971639,0.971925,0.971808,0.971677,0.972173,0.971129,0.969163,0.964727,0.953122,1
-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,1.151376,1.154965,1.154965,1.158553,1.158553,-0.904811,-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,-0.994523,0.957599,0.964776,0.971953,0.968365,0.968365,0.964776,0.964776,0.968365,0.968365,0.968365,0.971953,0.971953,0.968365,0.968365,0.968365,0.968365,0.968365,0.968365,0.968365,0.971953,0.971953,0.971953,0.971953,0.971953,0.968365,0.964776,0.968365,0.968365,0.968365,0.968365,0.968365,0.971953,0.968365,-0.9084,-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,-0.998111,2
-1.120699,-1.120699,-1.120699,-1.120699,-1.120699,-1.120699,-1.120699,-1.120699,-1.120699,-1.120699,1.773478,1.773478,1.773478,1.773478,1.773478,1.773478,1.773478,-1.119284,-1.120699,-1.120699,-1.120699,-1.120699,-1.120699,-1.120699,-1.120699,-1.120699,-1.120699,0.592326,0.605057,0.622031,0.633348,0.64325,0.651737,0.657395,0.668712,0.67437,0.680028,0.684272,0.691344,0.701246,0.70549,0.711148,0.716806,0.722465,0.728123,0.729537,0.732366,0.729537,0.729537,0.729537,0.726708,0.728123,0.723879,0.687101,0.555547,0.491892,0.479161,0.476332,0.477747,0.474918,0.472089,0.46926,0.470674,0.46926,-1.116455,-1.120699,-1.120699,-1.120699,-1.120699,-1.120699,-1.120699,-1.120699,-1.120699,-1.120699,-1.120699,-1.120699,2
-1.208171,-1.210339,-1.210339,-1.208171,-1.210339,-1.210339,-1.210339,-1.210339,-1.210339,-1.210339,-1.210339,-0.789709,1.009895,0.435323,0.110093,-0.063363,-0.158763,-0.232482,-1.192993,-1.208171,-1.208171,-1.208171,-1.208171,-1.210339,-1.210339,-1.210339,-1.210339,-0.31921,0.767057,0.877635,0.910158,0.934008,0.947017,0.944849,0.93184,0.925335,0.914494,0.899317,0.897149,0.892812,0.888476,0.888476,0.881971,0.881971,0.881971,0.877635,0.868962,0.866794,0.866794,0.866794,0.87113,0.866794,0.866794,0.873298,0.879803,0.897149,0.949185,0.934008,0.938344,0.929672,0.920999,0.916662,0.912326,0.905821,0.910158,0.910158,0.914494,-1.208171,-1.208171,-1.210339,-1.210339,-1.206003,-1.201666,-1.19733,-1.192993,-1.188657,2
-1.175174,-1.175174,-1.175174,-1.175174,-1.175174,-1.175174,-1.175174,-1.175174,-1.175174,-1.175174,-1.175174,1.757123,1.757123,1.757123,1.757123,1.757123,1.757123,1.757123,-1.175174,-1.175174,-1.175174,-1.175174,-1.175174,-1.175174,-1.175174,-1.175174,-1.175174,0.345435,0.56328,0.576178,0.59051,0.603409,0.614874,0.623473,0.630639,0.636372,0.642105,0.649271,0.656437,0.665036,0.663603,0.666469,0.669335,0.672202,0.676501,0.676501,0.680801,0.686534,0.6894,0.6894,0.690833,0.690833,0.687967,0.6851,0.634939,0.541782,0.467256,0.447192,0.442892,0.441459,0.441459,0.442892,0.442892,0.441459,0.441459,0.445758,-1.173741,-1.175174,-1.175174,-1.175174,-1.175174,-1.175174,-1.175174,-1.175174,-1.175174,-1.175174,2
-1.194779,-1.194779,-1.194779,-1.194779,-1.194779,-1.194779,-1.194779,-1.194779,-1.194779,-1.194779,1.017223,0.988542,0.981372,0.984957,0.988542,0.984957,0.984957,-1.191194,-1.194779,-1.194779,-1.194779,-1.194779,-1.194779,-1.194779,-1.198364,-1.194779,0.780607,0.787777,0.794947,0.794947,0.794947,0.798532,0.798532,0.798532,0.802117,0.798532,0.798532,0.798532,0.798532,0.798532,0.798532,0.794947,0.794947,0.794947,0.798532,0.794947,0.798532,0.798532,0.798532,0.798532,0.798532,0.798532,0.794947,0.794947,0.794947,0.794947,0.794947,0.794947,0.794947,0.794947,0.794947,0.794947,0.794947,0.794947,-1.108737,-1.194779,-1.194779,-1.194779,-1.198364,-1.205535,-1.212705,-1.219875,-1.227045,-1.234215,-1.241386,-1.248556,2
-1.508156,-1.534557,-1.544283,-1.544283,-1.544283,-0.667509,0.630285,1.555692,1.78218,1.790517,1.778012,1.778012,1.786349,1.78218,1.786349,1.786349,1.778012,-1.41506,-1.503988,-1.52622,-1.534557,-0.725868,0.048084,0.371838,0.377396,0.381564,0.381564,0.381564,0.385733,0.385733,0.385733,0.377396,0.385733,0.389901,0.389901,0.381564,0.385733,0.39407,0.381564,0.377396,0.385733,0.381564,0.389901,0.385733,0.385733,0.385733,0.385733,0.381564,0.377396,0.381564,0.381564,0.381564,0.381564,0.381564,0.385733,0.385733,0.385733,0.381564,0.381564,-0.930124,-1.006547,-1.006547,-1.006547,-1.006547,-1.006547,-1.006547,-1.006547,-1.006547,-1.006547,-1.006547,-1.006547,-1.006547,-1.006547,-1.006547,-1.006547,-1.006547,2
-1.164706,-1.164706,-1.164706,-1.164706,-1.164706,-1.164706,-1.164706,-1.164706,-1.164706,-1.164706,1.011183,1.014816,1.014816,1.014816,1.018448,1.022081,-1.153808,-1.164706,-1.164706,-1.164706,-1.164706,-1.164706,-1.164706,-1.164706,0.575279,0.818659,0.825924,0.825924,0.825924,0.825924,0.825924,0.825924,0.825924,0.825924,0.829557,0.829557,0.825924,0.825924,0.825924,0.825924,0.825924,0.825924,0.825924,0.829557,0.825924,0.825924,0.825924,0.825924,0.825924,0.825924,0.825924,0.825924,0.825924,0.829557,0.829557,0.829557,0.829557,0.825924,0.825924,0.829557,0.829557,0.825924,-1.161073,-1.164706,-1.164706,-1.164706,-1.164706,-1.164706,-1.164706,-1.164706,-1.164706,-1.164706,-1.164706,-1.164706,-1.164706,-1.164706,2
1.26317,1.26317,1.285764,1.285764,1.285764,1.285764,1.285764,1.26317,1.285764,1.285764,1.26317,0.404607,-0.024675,0.088294,0.178669,0.24645,0.291638,0.336825,1.285764,1.26317,1.26317,1.26317,1.26317,1.26317,1.285764,1.26317,1.489107,-0.47655,-0.815457,-0.860644,-0.860644,-0.860644,-0.860644,-0.883238,-0.883238,-0.883238,-0.905832,-0.905832,-0.905832,-0.905832,-0.905832,-0.905832,-0.905832,-0.928425,-0.928425,-0.928425,-0.928425,-0.951019,-0.951019,-0.951019,-0.951019,-0.951019,-0.951019,-0.951019,-0.951019,-0.928425,-0.860644,-0.83805,-0.747675,-0.747675,-0.747675,-0.770269,-0.770269,-0.792863,-0.770269,-0.792863,-0.792863,-0.792863,-0.792863,1.285764,1.26317,1.285764,1.285764,1.285764,1.285764,1.285764,2
1.051384,1.051384,1.06995,1.051384,1.06995,1.051384,1.06995,1.051384,1.06995,1.06995,-0.322451,0.104552,0.197379,0.253075,0.290206,0.327336,1.06995,1.06995,1.051384,1.06995,1.06995,1.051384,1.06995,1.051384,1.06995,-0.897976,-0.990803,-1.027934,-1.046499,-1.065064,-1.08363,-1.102195,-1.102195,-1.12076,-1.12076,-1.157891,-1.139326,-1.139326,-1.157891,-1.157891,-1.157891,-1.157891,-1.157891,-1.157891,-1.157891,-1.176456,-1.176456,-1.176456,-1.157891,-1.102195,-1.08363,-1.08363,-1.102195,-1.102195,-1.08363,-1.08363,-1.08363,-1.08363,1.032819,1.06995,1.06995,1.051384,1.051384,1.014254,0.977123,0.939992,0.902862,0.865731,0.8286,0.79147,0.754339,0.717208,0.680078,0.642947,0.605816,0.568686,2
1.060549,1.079125,1.060549,1.060549,1.060549,1.060549,1.060549,1.060549,1.060549,-0.369811,0.466114,0.596147,0.651875,0.689027,0.707603,0.707603,1.079125,1.079125,1.079125,1.079125,1.079125,1.060549,1.079125,1.079125,0.187472,-0.871366,-0.908518,-0.927095,-0.964247,-1.001399,-1.019975,-1.019975,-1.038551,-1.038551,-1.038551,-1.038551,-1.038551,-1.038551,-1.038551,-1.057127,-1.057127,-1.057127,-1.057127,-1.057127,-1.057127,-1.057127,-1.057127,-1.057127,-1.057127,-1.075703,-1.057127,-1.019975,-0.945671,-0.927095,-0.927095,-0.927095,-0.927095,-0.908518,-0.908518,-0.908518,-0.908518,-0.908518,1.079125,1.060549,1.079125,1.079125,1.079125,1.079125,1.079125,1.079125,1.079125,1.079125,1.079125,1.079125,1.079125,1.079125,2
-1.134274,-1.134274,-1.13784,-1.134274,-1.134274,-1.134274,-1.134274,-1.134274,-1.134274,1.037518,1.030386,1.033952,1.030386,1.030386,1.033952,1.033952,-1.134274,-1.134274,-1.134274,-1.134274,-1.134274,-1.134274,-1.134274,-1.134274,-1.13784,0.609579,0.837813,0.837813,0.844946,0.848512,0.844946,0.844946,0.844946,0.844946,0.844946,0.844946,0.848512,0.844946,0.848512,0.848512,0.848512,0.848512,0.848512,0.852078,0.844946,0.844946,0.844946,0.844946,0.844946,0.844946,0.844946,0.84138,0.844946,0.844946,0.844946,0.844946,0.844946,0.848512,0.844946,0.844946,0.844946,-1.127142,-1.134274,-1.134274,-1.134274,-1.134274,-1.134274,-1.134274,-1.134274,-1.134274,-1.134274,-1.134274,-1.134274,-1.134274,-1.134274,-1.134274,2
-1.15947,-1.157275,-1.15947,-1.15947,-1.15947,-1.157275,0.534887,0.64682,0.238594,-0.00722,-0.132321,-0.211332,-0.264007,-1.157275,-1.157275,-1.157275,-1.157275,-1.157275,-1.15947,-1.15947,-1.15947,-1.15947,0.332969,0.855322,0.890438,0.925554,0.949697,0.958476,0.96506,0.96506,0.951892,0.945307,0.936528,0.932139,0.932139,0.932139,0.932139,0.92336,0.91897,0.91897,0.916775,0.916775,0.92336,0.925554,0.925554,0.925554,0.927749,0.927749,0.934333,0.967255,1.046266,1.000176,0.967255,0.956281,0.945307,0.938723,0.936528,0.936528,0.938723,0.934333,-1.124354,-1.157275,-1.15947,-1.157275,-1.157275,-1.157275,-1.157275,-1.157275,-1.157275,-1.157275,-1.157275,-1.157275,-1.157275,-1.157275,-1.157275,-1.157275,2
1.081407,1.100405,1.100405,1.081407,1.100405,1.081407,1.081407,1.081407,1.100405,1.081407,0.074494,0.454461,0.530454,0.568451,0.587449,0.606448,1.119404,1.081407,1.081407,1.081407,1.081407,1.081407,1.081407,1.100405,1.100405,-0.799431,-0.970417,-1.008413,-1.04641,-1.04641,-1.065408,-1.065408,-1.065408,-1.065408,-1.084407,-1.065408,-1.084407,-1.084407,-1.084407,-1.084407,-1.103405,-1.103405,-1.122403,-1.103405,-1.103405,-1.122403,-1.122403,-1.122403,-1.141402,-1.141402,-1.103405,-1.008413,-0.951418,-0.951418,-0.951418,-0.951418,-0.951418,-0.951418,-0.970417,-0.951418,-0.951418,1.100405,1.081407,1.100405,1.100405,1.062409,1.024412,0.986415,0.948418,0.910422,0.872425,0.834428,0.796432,0.758435,0.720438,0.682441,2
-1.150192,-1.150192,-1.150192,-1.150192,-1.150192,-1.150192,-1.150192,-1.150192,-1.150192,-1.150192,-1.150192,-1.150192,1.772819,1.772819,1.772819,1.772819,1.772819,1.772819,1.6971,-1.150192,-1.150192,-1.150192,-1.150192,-1.150192,-1.150192,-1.150192,-1.150192,0.342744,0.567041,0.588471,0.608472,0.624187,0.635616,0.649903,0.654188,0.659903,0.661332,0.675618,0.679904,0.685619,0.691333,0.697048,0.702762,0.708477,0.714192,0.717049,0.718478,0.721335,0.719906,0.719906,0.719906,0.717049,0.714192,0.708477,0.659903,0.532754,0.477036,0.459893,0.458464,0.452749,0.454178,0.455607,0.455607,0.455607,0.455607,-1.148763,-1.150192,-1.150192,-1.150192,-1.150192,-1.150192,-1.150192,-1.150192,-1.150192,-1.150192,-1.150192,2
