@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute target {1,2,3,4}

@data
-2.215157,-2.880057,-2.969312,-2.935131,-2.929104,-2.98034,-3.050681,-2.998865,-2.978234,-2.970371,-2.937683,-2.951828,-2.970886,-2.994635,-2.924211,-2.935568,-2.882028,-2.642691,-2.319942,-1.921715,-1.315328,-0.687797,-0.018496,0.424439,0.666269,0.815846,0.915014,1.001238,1.026801,1.004191,1.017268,0.958169,1.049256,1.013733,1.002412,1.021351,1.030952,1.035025,1.067377,1.055675,1.010124,1.008929,0.990422,0.982402,1.006364,0.941793,0.938237,0.950292,1.060555,1.058545,0.948364,0.987118,0.978068,0.965274,1.111646,0.956079,0.984272,1.016324,0.970146,1.025089,0.944391,0.935127,1.016403,0.953472,1.016708,1.025051,0.981248,1.014717,0.964801,0.95365,1.01435,0.954049,0.994415,1.023275,0.957237,0.981947,0.929913,0.993658,0.926222,1.008704,0.871696,1.017256,0.93671,4
-2.161301,-2.804742,-2.769789,-2.917925,-2.966753,-2.961834,-2.915272,-2.917226,-2.897583,-2.884836,-3.016902,-2.926191,-2.85286,-2.921605,-2.886811,-2.817387,-2.725343,-2.613156,-2.52124,-2.14931,-1.766859,-1.170953,-0.698461,-0.259814,0.227686,0.55962,0.80194,0.929764,1.007364,1.045262,1.064126,1.023964,1.018369,1.022991,0.990056,1.050344,1.022656,1.098534,0.979282,0.998485,1.04141,1.073932,1.01739,1.068647,1.016621,1.050815,1.016476,1.074667,1.0437,1.011589,1.122887,1.043819,1.076305,0.967349,1.069907,1.041058,0.989113,1.079886,1.073818,1.08689,0.997506,1.007392,1.052758,1.054135,1.047859,1.008368,1.077031,1.011017,1.081087,1.054683,1.059083,1.090402,0.99992,1.143392,0.998352,0.977462,0.981324,1.020594,1.031497,0.98706,1.120984,1.000023,0.915502,4
-2.56404,-3.296966,-3.3632,-3.390229,-3.338072,-3.411828,-3.433162,-3.417261,-3.389456,-3.419009,-3.40408,-3.354928,-3.281239,-3.157686,-2.864589,-2.436155,-1.866447,-1.218757,-0.535074,-0.014153,0.465117,0.722912,0.846549,0.845297,0.91331,0.958226,0.89518,0.961502,0.895018,0.856939,0.834221,0.88995,0.973684,0.887412,0.88409,0.936048,0.929132,0.899807,0.852097,0.837962,0.828623,0.884941,0.978177,0.899994,0.843478,0.856919,0.885058,0.918835,0.951263,0.947184,0.883562,0.897621,0.920106,0.930674,0.876349,0.899797,0.932336,0.944192,0.942646,0.913738,0.927956,0.81053,0.915899,0.891369,0.792084,0.945246,0.87347,0.876981,0.873346,0.875702,0.959817,0.825173,0.863273,0.837204,0.851409,0.867672,0.908473,0.86654,0.794502,0.883911,0.824039,0.79896,0.672827,4
-1.843831,-2.477783,-2.434009,-2.436844,-2.524314,-2.53329,-2.505939,-2.548984,-2.565654,-2.543106,-2.563191,-2.475963,-2.493082,-2.575449,-2.503841,-2.51063,-2.536739,-2.524305,-2.487932,-2.500608,-2.456817,-2.298462,-2.187438,-1.984717,-1.586476,-1.075476,-0.701012,-0.064186,0.235664,0.531561,0.837061,0.923609,1.17277,1.072849,1.098501,1.182293,1.096823,1.160597,1.17766,1.170884,1.194768,1.201065,1.175979,1.149055,1.143508,1.204473,1.217656,1.088601,1.228854,1.170047,1.199647,1.174178,1.135525,1.234615,1.119839,1.216906,1.201342,1.164199,1.221822,1.813685,2.005368,1.51382,0.927395,0.364265,0.644546,1.146673,1.215815,1.109484,1.170967,1.212049,1.122839,1.196068,1.183132,1.127183,1.154305,1.159802,1.131672,1.162842,1.126761,1.112193,1.119636,1.089684,1.027545,3
-2.388536,-3.159676,-3.178858,-3.174174,-3.246907,-3.292104,-3.155081,-3.281609,-3.140437,-3.238446,-3.219829,-3.303972,-3.135076,-3.175904,-2.975226,-2.770517,-2.360284,-1.952479,-1.272719,-0.932028,-0.287116,0.052499,0.462461,0.674785,0.793952,0.80999,0.900748,0.928507,0.943339,0.991808,0.946973,0.888423,0.960139,0.953594,0.906219,0.946782,0.922689,1.020677,0.960478,1.02123,0.874314,1.005605,0.91067,0.975573,1.003742,1.020089,0.95992,0.913193,0.912867,0.950204,0.946153,0.937916,0.944562,1.014592,0.861691,0.911678,0.896054,0.947294,0.877692,1.012357,0.984333,1.01763,1.053831,0.966205,0.992678,0.972256,0.943112,0.946151,1.004984,0.924894,0.896317,0.983974,0.919403,1.035539,0.95291,0.925715,0.92545,0.903822,0.963203,0.872941,0.838387,0.867238,0.788546,4
0.976668,0.954565,0.981231,0.981137,0.896555,0.959513,0.962527,0.901281,0.98052,1.003476,0.935971,1.000833,1.002053,0.937335,0.926692,0.94308,0.933263,0.996138,1.015444,0.952088,0.947244,0.971263,0.989764,1.011618,0.921338,0.970203,0.959092,1.035503,1.094924,1.940909,6.451602,-1.048932,-3.143168,-3.020648,-3.130354,-3.057768,-3.010898,-3.00567,-2.94623,-2.881304,-2.847963,-2.665358,-2.659314,-2.544057,-2.452364,-2.27191,-2.150869,-1.886558,-1.765754,-1.580927,-1.386651,-1.107412,-1.017347,-0.784571,-0.557275,-0.481408,-0.325582,-0.07651,-0.077159,0.050811,0.259548,0.341451,0.417817,0.477042,0.548778,0.603389,0.657357,0.681221,0.75887,0.87209,0.811128,0.865853,0.881866,0.838445,0.846969,0.985359,0.825395,0.928725,1.019809,0.899774,0.881007,0.921314,0.976115,1
-1.651875,-2.231695,-2.293655,-2.283843,-2.293362,-2.348072,-2.319376,-2.36816,-2.341027,-2.317834,-2.320848,-2.250637,-2.363581,-2.346755,-2.2881,-2.342141,-2.355119,-2.393201,-2.283844,-2.384205,-2.35368,-2.340863,-2.267127,-2.28854,-2.190666,-2.019062,-1.781593,-1.425641,-1.028443,-0.44617,0.101513,0.602754,0.850239,0.996995,1.111684,1.227388,1.221169,1.29729,1.230704,1.234947,1.261532,1.230153,1.274809,1.269721,1.251066,1.322045,1.340737,1.286718,1.290213,1.263376,1.226817,1.282105,1.250525,1.281056,1.303202,1.284775,1.229939,1.334107,1.412196,1.939162,1.834522,1.278246,0.621535,0.575807,1.212063,1.238774,1.256487,1.255233,1.273409,1.304102,1.304987,1.262717,1.195444,1.238285,1.215816,1.255194,1.21102,1.164706,1.286225,1.172835,1.212996,1.182442,1.157331,3
1.206285,1.197631,1.217237,1.179145,1.169003,1.249362,1.227686,1.236372,1.245123,1.177025,1.196729,1.261888,1.169257,1.281921,1.310628,1.196711,1.163934,1.252753,1.180028,1.186585,1.298481,1.213382,1.226149,1.310676,1.285426,1.250821,1.290493,1.315095,1.227147,-1.214554,-3.295846,-3.272112,-3.442839,-3.246253,-3.32705,-3.250528,-3.105433,-3.082917,-2.981024,-2.86894,-2.785182,-2.667061,-2.517268,-2.444851,-2.316483,-2.132569,-1.89825,-1.813019,-1.569861,-1.384988,-1.208646,-1.014865,-0.744298,-0.681658,-0.525502,-0.227543,-0.080772,0.116933,0.273035,0.32547,0.449721,0.628247,0.606279,0.718995,0.874448,0.789199,0.895805,1.008651,0.921231,1.120139,0.975182,1.045887,1.126988,1.076162,1.10619,1.106546,1.159484,1.201665,1.082729,1.191039,1.261608,1.193613,1.12209,2
-2.154176,-2.92587,-2.931684,-2.932251,-3.040512,-3.009264,-2.99632,-3.010789,-2.95912,-2.996251,-2.971697,-2.994209,-2.95089,-3.02095,-2.946015,-2.935889,-2.720684,-2.572366,-2.380803,-1.907175,-1.469345,-0.891793,-0.333648,0.034677,0.435642,0.639647,0.827491,0.928456,0.969899,1.110266,1.026671,1.01472,1.040641,1.038672,1.032739,1.036361,1.026222,1.051427,0.975619,0.96171,1.089895,1.070679,1.025283,1.037241,1.143089,1.035701,1.023789,1.044752,1.037631,1.050606,0.958537,1.085888,1.141476,1.044174,1.008286,1.080086,1.015821,1.04355,0.993266,0.983503,0.99322,0.944032,1.032857,1.079555,1.05613,0.996199,1.016576,1.009738,0.96265,0.945472,0.984094,1.004324,1.053414,0.98234,1.038122,1.023084,1.032638,1.047409,0.973191,0.981889,1.015362,0.911537,0.903755,4
-1.973612,-2.658642,-2.743649,-2.697453,-2.777193,-2.695555,-2.706413,-2.740458,-2.745602,-2.83899,-2.736641,-2.808233,-2.800875,-2.706249,-2.705804,-2.741761,-2.706892,-2.729903,-2.514218,-2.451644,-2.341445,-1.894974,-1.466307,-0.872326,-0.568579,0.033562,0.346118,0.726354,0.919862,1.007604,1.051621,1.041381,1.0919,1.050295,1.067151,1.102591,1.031672,1.126531,1.071684,1.058112,1.085092,1.072538,1.080771,1.14107,1.159966,1.12886,1.060515,1.113451,1.098451,1.123379,1.09102,1.11246,1.131963,1.115176,1.085515,1.055816,1.089681,1.176785,1.13251,1.020824,1.071367,1.118052,1.0967,1.084464,1.170464,1.057277,1.084808,1.115184,1.107487,1.061767,1.086376,1.063064,1.055806,1.071088,1.133626,1.143572,1.119255,1.045217,1.025619,1.0421,1.012963,1.04015,1.014731,4
-1.588377,-2.10891,-2.230484,-2.263725,-2.22483,-2.253258,-2.22835,-2.280231,-2.236108,-2.245061,-2.221118,-2.2761,-2.264566,-2.293965,-2.224598,-2.278186,-2.292533,-2.24836,-2.276938,-2.277136,-2.274325,-2.247866,-2.25005,-2.165547,-2.203389,-2.136357,-2.065967,-1.734005,-1.577987,-1.097062,-0.683183,-0.011554,0.312702,0.765162,0.979431,1.072915,1.177067,1.326917,1.369451,1.333567,1.350994,1.394154,1.261052,1.307892,1.34164,1.361696,1.358312,1.278376,1.307587,1.340957,1.300018,1.315045,1.329884,1.301799,1.377341,1.272,1.341477,1.320686,1.308006,1.274157,1.288095,1.24748,1.33805,1.369026,1.309831,1.325422,1.337102,1.340739,1.309329,1.304566,1.2488,1.329256,1.337622,1.313886,1.333701,1.285531,1.338561,1.363979,1.283382,1.256216,1.273416,1.261131,1.184722,4
-1.768289,-2.371361,-2.485775,-2.447839,-2.462594,-2.428445,-2.42449,-2.470583,-2.493071,-2.444994,-2.531042,-2.480987,-2.426392,-2.416332,-2.543428,-2.564561,-2.508522,-2.415898,-2.523097,-2.507355,-2.407459,-2.413108,-2.273742,-2.142747,-1.935908,-1.587814,-0.966808,-0.625089,0.028439,0.542292,0.797948,1.000807,1.053038,1.14717,1.264365,1.212544,1.209847,1.207753,1.208707,1.23104,1.165913,1.195999,1.22414,1.287267,1.189419,1.189449,1.204367,1.217112,1.153733,1.164407,1.184382,1.209904,1.232176,1.207148,1.246032,1.149661,1.235939,1.172375,1.165365,1.155645,1.19777,1.235628,1.18375,1.165327,1.138969,1.188101,1.209385,1.238634,1.2085,1.250795,1.193524,1.2106,1.230637,1.149451,1.150597,1.189397,1.150823,1.138709,1.163204,1.14636,1.176922,1.16528,1.13098,4
-2.536495,-3.298774,-3.269523,-3.308206,-3.346526,-3.403526,-3.410548,-3.361729,-3.369044,-3.329151,-3.360432,-3.31929,-3.228967,-3.12322,-2.918658,-2.581502,-2.050962,-1.43056,-0.420454,0.012721,0.490887,0.631305,0.841574,0.876343,0.846109,0.88779,0.835386,0.818521,0.88257,0.951211,0.857232,0.886207,0.954585,0.908521,0.870963,0.820765,0.900081,0.857686,0.934934,0.916867,0.95829,0.920018,0.880232,0.966601,1.295455,1.805811,1.189846,0.37628,0.040668,0.732009,0.835895,0.95092,0.898991,0.938364,0.808024,0.932282,0.927812,0.903674,0.86561,0.831901,0.794953,0.883702,0.895949,0.836885,0.911247,0.893352,0.948473,0.909425,0.82588,0.876509,0.927186,0.860384,0.853537,0.846649,0.905071,0.867814,0.842003,0.920183,0.784555,0.900948,0.890981,0.901246,0.749694,3
1.186976,1.138797,1.186639,1.081175,1.125004,1.14531,1.175164,1.188625,1.180402,1.197214,1.139029,1.182463,1.172216,1.184994,1.212283,1.119052,1.196532,0.161951,-3.557953,-3.428456,-3.446519,-3.438631,-3.403341,-3.306415,-3.272726,-3.327604,-3.166441,-3.035875,-2.911347,-2.762535,-2.67419,-2.47856,-2.294599,-2.134366,-1.799564,-1.696491,-1.503032,-1.241152,-1.007125,-0.881042,-0.597404,-0.434637,-0.128244,-0.064424,0.085879,0.371637,0.459019,0.482299,0.650662,0.6255,0.780485,0.697191,0.914901,0.871973,0.907877,0.994307,1.032407,1.022778,1.028169,1.167802,1.112737,1.011329,1.000885,1.129663,1.195021,1.091187,1.134476,1.064133,1.098211,1.137447,1.266145,1.117662,1.198978,1.164593,1.148023,1.085797,1.151658,1.136758,1.130265,1.179491,1.135379,1.10535,1.130773,2
0.995536,1.037528,1.088264,0.981879,1.08104,0.977202,1.085922,1.041889,1.034904,0.983682,0.94669,1.066327,0.975062,1.055071,0.905711,1.067642,0.949669,1.089182,1.023665,1.103684,1.119534,1.069987,1.048302,1.062107,1.07093,1.087317,1.06597,4.747693,5.541936,-3.164595,-3.201216,-3.055905,-3.039944,-3.017073,-2.974761,-3.003784,-2.908624,-2.810141,-2.738237,-2.601712,-2.582909,-2.483145,-2.344301,-2.164972,-2.105914,-1.885949,-1.75276,-1.571276,-1.504831,-1.261215,-1.139613,-0.940084,-0.786848,-0.614418,-0.448483,-0.338496,-0.182793,-0.0725,0.071768,0.114023,0.27954,0.379012,0.468784,0.577863,0.665816,0.657244,0.71746,0.682667,0.783465,0.81342,0.843118,0.900774,0.83321,0.931273,0.941283,0.867912,0.936829,0.923969,1.010952,0.959798,1.041555,1.019571,0.970869,1
1.278378,1.327875,1.299984,1.291426,1.334234,1.287409,1.28947,1.24185,1.171724,1.235648,1.355793,1.360019,1.354832,1.26712,1.308427,1.244202,1.232784,1.299228,1.335697,1.295966,1.335368,1.333313,1.232042,1.289344,1.291797,1.338369,1.359924,1.44317,1.366994,1.406143,1.429047,1.44358,-2.574691,-3.251148,-3.248614,-3.208137,-3.103368,-3.130825,-3.135053,-3.010853,-2.842847,-2.783706,-2.748453,-2.724846,-2.587912,-2.588437,-2.516897,-2.272698,-2.225166,-2.033973,-1.812901,-1.68574,-1.591804,-1.312852,-1.217593,-0.963622,-0.823844,-0.609893,-0.412899,-0.277643,-0.046923,0.098362,0.182043,0.340915,0.469139,0.549494,0.593962,0.671293,0.734466,0.84438,0.854734,0.94604,1.039766,0.972825,1.065729,1.051639,1.05992,1.172936,1.190235,1.149744,1.26093,1.132335,1.281294,2
