@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute attr130 numeric
@attribute target {1,2,3,4,5,6,7}

@data
1.531662,1.370613,1.232066,1.100021,0.97098,0.843459,0.716779,0.590561,0.464459,0.338513,0.217956,0.108161,0.00472,-0.102142,-0.214807,-0.329548,-0.440397,-0.554261,-0.666618,-0.770414,-0.887337,-0.902822,-0.906068,-0.887054,-0.844184,-0.779374,-0.693192,-0.612391,-0.499578,-0.378536,-0.250921,-0.118329,-0.011378,0.050576,0.096226,0.123034,0.070311,-0.038682,-0.129163,-0.214447,-0.301402,-0.374692,-0.437712,-0.476618,-0.405029,-0.307117,-0.148092,0.014582,0.196636,0.308179,0.393701,0.439126,0.422163,0.402172,0.389523,0.369364,0.381611,0.339382,0.273917,0.143048,0.003363,-0.125109,-0.222703,-0.189842,-0.34557,-0.167224,-0.29776,-0.214277,-0.21239,-0.138385,-0.00807,0.123455,0.249185,0.368841,0.364482,0.350771,0.367593,0.374836,0.383257,0.371636,0.296453,0.173616,0.014778,-0.139786,-0.259693,-0.290323,-0.374739,-0.371017,-0.299726,-0.21742,-0.12741,-0.028161,0.079238,0.094155,0.039046,-0.004509,-0.073861,-0.180709,-0.300534,-0.415464,-0.522164,-0.603852,-0.702999,-0.764277,-0.821488,-0.844835,-0.859038,-0.849013,-0.808728,-0.714654,-0.615703,-0.511737,-0.403632,-0.301706,-0.18965,-0.082066,0.019325,0.115668,0.213374,0.320127,0.444351,0.570818,0.694331,0.818824,0.94457,1.070643,1.199203,1.330743,1.465781,1.516565,6
1.624304,1.454497,1.29699,1.149032,1.004523,0.86184,0.71916,0.575857,0.427937,0.270799,0.18882,0.239186,0.166112,0.033872,-0.099922,-0.227948,-0.358962,-0.491898,-0.627132,-0.740158,-0.761214,-0.781443,-0.743054,-0.673103,-0.67344,-0.636728,-0.554059,-0.454049,-0.34347,-0.222299,-0.094286,0.040189,0.11005,0.145251,0.142896,0.148105,0.059123,-0.087099,-0.214327,-0.347,-0.471929,-0.583762,-0.682536,-0.758527,-0.684417,-0.576416,-0.408588,-0.272446,-0.196518,-0.016378,0.164234,0.334876,0.464437,0.52049,0.45743,0.384316,0.317042,0.247295,0.201807,0.118594,0.218807,0.304772,0.255468,0.141139,0.043114,-0.091487,-0.230593,-0.196752,-0.257643,-0.22628,-0.183815,-0.085209,0.049228,0.114199,0.288229,0.475483,0.42223,0.296316,0.329068,0.329393,0.239263,0.100606,-0.054016,-0.212257,-0.388796,-0.449918,-0.56225,-0.672084,-0.742257,-0.701586,-0.622116,-0.527778,-0.416339,-0.280695,-0.14989,0.000053,0.054798,0.066993,0.047739,-0.017035,-0.145802,-0.265133,-0.377738,-0.479369,-0.589253,-0.654769,-0.686522,-0.700594,-0.728919,-0.718657,-0.636653,-0.524887,-0.412407,-0.295409,-0.19357,-0.066619,0.0569,0.160125,0.194757,0.21262,0.377793,0.522028,0.66133,0.797772,0.93687,1.074528,1.213302,1.353202,1.499238,1.621783,7
1.543125,1.38334,1.244962,1.113181,0.984412,0.856996,0.730258,0.60438,0.478002,0.351941,0.235709,0.127895,0.028073,-0.076933,-0.188555,-0.30436,-0.416472,-0.52702,-0.635282,-0.752889,-0.863665,-0.895644,-0.918445,-0.90539,-0.869919,-0.818539,-0.734613,-0.653142,-0.556476,-0.448921,-0.333278,-0.212625,-0.092609,-0.003225,0.050763,0.106049,0.161981,0.106387,-0.004107,-0.100302,-0.188587,-0.275355,-0.35587,-0.430047,-0.506667,-0.504817,-0.39623,-0.226293,-0.05517,0.105443,0.247984,0.347969,0.407212,0.393821,0.378547,0.349549,0.34449,0.343314,0.351543,0.225417,0.092683,-0.055317,-0.18542,-0.318976,-0.169202,-0.230266,-0.25683,-0.201149,-0.268359,-0.195723,-0.137907,-0.01495,0.122922,0.247681,0.387612,0.408371,0.397163,0.400429,0.412079,0.424988,0.415198,0.311847,0.208291,0.041309,-0.099043,-0.229724,-0.248585,-0.313906,-0.318873,-0.255463,-0.179442,-0.08877,0.008152,0.109219,0.073825,0.033338,-0.015054,-0.113799,-0.230245,-0.345205,-0.462957,-0.571116,-0.647223,-0.734175,-0.782458,-0.831027,-0.847023,-0.846946,-0.82331,-0.735748,-0.633843,-0.538102,-0.426527,-0.322124,-0.214869,-0.106211,0.000641,0.098507,0.199257,0.305412,0.427581,0.552983,0.678312,0.803627,0.929502,1.057315,1.186942,1.319869,1.457135,1.532388,6
1.657088,1.483682,1.333741,1.191715,1.052164,0.914055,0.776307,0.637636,0.498386,0.353822,0.194331,0.124745,0.153114,0.06002,-0.064022,-0.190705,-0.307395,-0.427303,-0.55131,-0.675956,-0.785182,-0.804536,-0.796198,-0.730667,-0.722551,-0.709535,-0.629787,-0.508474,-0.377575,-0.252033,-0.118264,0.027119,0.088165,0.106759,0.100213,0.062993,-0.08401,-0.217174,-0.34334,-0.469336,-0.573807,-0.659436,-0.720839,-0.67238,-0.573685,-0.417086,-0.347292,-0.165949,0.006576,0.168621,0.282156,0.319443,0.266744,0.187192,0.09433,-0.001559,0.050573,0.195166,0.326928,0.430335,0.34549,0.218508,0.084588,-0.054163,-0.210313,-0.10953,-0.104313,-0.250968,-0.161115,-0.108559,-0.066076,0.054853,0.193847,0.354776,0.529365,0.574479,0.422263,0.279845,0.242287,0.285023,0.285879,0.202029,0.037339,-0.142214,-0.328735,-0.396268,-0.562018,-0.659212,-0.717285,-0.662042,-0.580654,-0.480188,-0.366731,-0.242934,-0.109526,0.016897,0.042624,0.043663,0.005878,-0.094775,-0.223571,-0.352663,-0.472691,-0.563361,-0.678537,-0.704575,-0.686018,-0.727372,-0.746835,-0.720855,-0.615651,-0.504109,-0.38875,-0.282322,-0.173174,-0.052844,0.063241,0.140667,0.145308,0.255416,0.40268,0.539062,0.675753,0.81244,0.948644,1.086059,1.225227,1.368001,1.516376,1.655708,7
1.523987,1.30878,1.12675,0.953679,0.784949,0.618728,0.451606,0.283156,0.110302,-0.076673,-0.154842,-0.054993,-0.160713,-0.304561,-0.440319,-0.566,-0.678211,-0.768396,-0.847631,-0.78589,-0.656475,-0.519847,-0.382854,-0.243358,-0.099694,0.044124,0.193845,0.339975,0.485291,0.636735,0.770741,0.815303,0.799685,0.662158,0.510395,0.352891,0.196597,0.03614,-0.120184,-0.28119,-0.437872,-0.597927,-0.757633,-0.917824,-1.073894,-1.025103,-0.845141,-0.621744,-0.392873,-0.18665,0.024839,0.208115,0.315502,0.286937,0.193513,0.105459,-0.001619,-0.091747,-0.163338,-0.019059,0.103726,0.104306,-0.014206,-0.160259,-0.306793,-0.261008,-0.056363,0.021094,-0.080106,-0.082619,0.01984,0.173188,0.341341,0.368636,0.167327,-0.04803,-0.01723,0.09289,0.192059,0.21334,0.113384,-0.03562,-0.195089,-0.36045,-0.534693,-0.705387,-0.849664,-0.940069,-0.900552,-0.766616,-0.621004,-0.463134,-0.310897,-0.147559,0.007426,0.171159,0.328767,0.484736,0.633117,0.714153,0.668404,0.573221,0.398751,0.234982,0.075101,-0.083288,-0.239252,-0.392041,-0.539599,-0.679328,-0.739603,-0.690453,-0.63303,-0.560379,-0.464488,-0.36096,-0.252108,-0.137385,-0.115313,-0.159457,0.052382,0.217306,0.384014,0.539071,0.699161,0.858465,1.021533,1.185991,1.356259,1.522976,4
1.535462,1.389626,1.247863,1.114024,0.98364,0.854893,0.727127,0.599827,0.472459,0.343904,0.240462,0.126867,0.019659,-0.08519,-0.197574,-0.310793,-0.42217,-0.535139,-0.639867,-0.752896,-0.862806,-0.87582,-0.878076,-0.850405,-0.802278,-0.732879,-0.647297,-0.551065,-0.44053,-0.321512,-0.195838,-0.06585,0.03785,0.096559,0.139371,0.160956,0.067368,-0.033552,-0.122151,-0.204964,-0.286932,-0.356475,-0.406978,-0.385422,-0.299916,-0.1783,-0.008655,0.160935,0.303899,0.392377,0.472124,0.459755,0.439265,0.424682,0.420693,0.428238,0.342856,0.230329,0.091677,-0.047877,-0.160156,-0.216672,-0.3051,-0.186595,-0.336356,-0.20026,-0.27623,-0.25473,-0.124559,0.005529,0.135601,0.25759,0.315823,0.31681,0.311611,0.332212,0.350078,0.36578,0.364474,0.293408,0.174065,0.021283,-0.138641,-0.273055,-0.312835,-0.423434,-0.421613,-0.342982,-0.263821,-0.17527,-0.085124,0.01985,0.103652,0.041633,-0.006423,-0.030912,-0.134452,-0.249751,-0.37079,-0.478373,-0.587811,-0.669801,-0.754733,-0.813392,-0.870283,-0.892272,-0.893715,-0.876917,-0.818725,-0.725738,-0.626319,-0.517374,-0.405605,-0.296797,-0.191385,-0.079564,0.019807,0.11493,0.216438,0.291781,0.422022,0.549882,0.677009,0.801609,0.927294,1.054448,1.18369,1.316035,1.450636,1.528051,6
1.451347,1.295547,1.164845,1.041664,0.922043,0.803485,0.686578,0.570032,0.454085,0.338687,0.223385,0.109536,-0.002794,-0.111666,-0.20367,-0.297567,-0.402988,-0.486357,-0.577397,-0.648756,-0.709509,-0.745809,-0.757664,-0.739619,-0.678075,-0.593472,-0.480374,-0.546794,-0.622658,-0.662799,-0.709833,-0.69693,-0.659752,-0.616458,-0.536205,-0.440704,-0.340796,-0.2203,-0.111356,0.023262,0.127912,0.218457,0.300468,0.370714,0.377761,0.291915,0.209258,0.130994,0.055973,-0.015393,-0.082053,-0.149733,-0.208097,-0.260798,-0.309493,-0.359856,-0.252553,-0.125076,-0.012998,0.097331,0.206593,0.313632,0.392213,0.407859,0.38653,0.419013,0.550821,0.667564,0.776409,0.815145,0.736379,0.633987,0.526075,0.429723,0.33519,0.214718,0.097388,-0.017697,-0.129484,-0.230399,-0.269244,-0.265378,-0.233251,-0.205719,-0.16755,-0.104405,-0.050416,0.019787,0.084597,0.138498,0.124843,0.053108,-0.014983,-0.089636,-0.214036,-0.312505,-0.404174,-0.490509,-0.57182,-0.656191,-0.721246,-0.761626,-0.811148,-0.807887,-0.73194,-0.667817,-0.630313,-0.685643,-0.691939,-0.660392,-0.616104,-0.559871,-0.451547,-0.3453,-0.236032,-0.13956,-0.039542,0.071577,0.185241,0.29147,0.401033,0.512613,0.628463,0.744662,0.861908,0.97768,1.096983,1.217402,1.327308,1.449966,1
1.487644,1.254624,1.06322,0.883804,0.714318,0.545159,0.371969,0.197792,0.018166,-0.067827,0.003337,-0.133569,-0.284721,-0.439127,-0.578527,-0.699336,-0.798279,-0.821531,-0.696368,-0.577769,-0.452494,-0.331443,-0.197498,-0.056406,0.083544,0.229725,0.375945,0.521307,0.671067,0.786167,0.849132,0.808282,0.64655,0.479915,0.31345,0.147861,-0.016812,-0.180351,-0.343622,-0.504435,-0.663933,-0.820207,-0.96981,-1.094734,-0.988626,-0.807437,-0.620598,-0.428176,-0.235719,-0.044799,0.129003,0.260699,0.281665,0.201056,0.11065,0.021618,-0.060481,-0.239364,-0.205384,-0.091566,0.043172,0.107475,-0.009541,-0.154736,-0.321207,-0.379963,-0.271899,-0.055853,-0.071369,-0.127505,-0.048845,0.09916,0.267624,0.461957,0.310887,0.113541,-0.076685,0.041062,0.148586,0.195952,0.118102,-0.010586,-0.164656,-0.321799,-0.480319,-0.62946,-0.785638,-0.892543,-0.924541,-0.823608,-0.682298,-0.529088,-0.3704,-0.208678,-0.045059,0.119822,0.285421,0.450709,0.611925,0.734287,0.708192,0.655007,0.461321,0.282306,0.108696,-0.064121,-0.230884,-0.393235,-0.547263,-0.690658,-0.65531,-0.599056,-0.548672,-0.462065,-0.379109,-0.27485,-0.16496,-0.057233,-0.063175,-0.02455,0.177665,0.354371,0.43612,0.562724,0.721853,0.875947,1.036749,1.200194,1.366635,1.477236,4
1.47796,1.278063,1.107149,0.944874,0.786254,0.628715,0.471387,0.312336,0.149836,-0.022809,-0.127673,-0.053048,-0.201357,-0.339193,-0.470133,-0.591814,-0.701062,-0.805489,-0.884162,-0.906504,-0.773402,-0.651756,-0.514811,-0.376812,-0.235393,-0.091229,0.053458,0.199061,0.34519,0.491336,0.641855,0.733082,0.780163,0.727588,0.603029,0.465095,0.318545,0.174227,0.0231,-0.123212,-0.271144,-0.420455,-0.568765,-0.71649,-0.864719,-1.024885,-1.203807,-1.096071,-0.908732,-0.702363,-0.491342,-0.285251,-0.080745,0.130705,0.317933,0.434928,0.397361,0.294717,0.18247,0.086259,0.006786,-0.037113,-0.027977,0.130738,0.302904,0.287894,0.077614,-0.133524,-0.136099,-0.075162,-0.120662,-0.094531,-0.04826,0.141955,0.355828,0.506171,0.313253,0.252334,0.31781,0.315383,0.221466,0.070225,-0.101941,-0.278165,-0.455933,-0.627974,-0.752859,-0.827252,-0.846623,-0.730276,-0.598092,-0.453187,-0.305318,-0.155198,-0.010254,0.141194,0.292431,0.438384,0.575601,0.628513,0.575514,0.47646,0.315605,0.164423,0.014919,-0.132344,-0.277209,-0.419319,-0.555638,-0.686705,-0.690645,-0.649638,-0.59438,-0.523126,-0.432058,-0.33147,-0.223177,-0.116112,-0.111967,-0.12629,0.064654,0.226671,0.383572,0.535815,0.691305,0.844884,1.001683,1.161248,1.326668,1.474517,4
1.678061,1.481713,1.30738,1.149409,0.994885,0.842635,0.690986,0.538813,0.381304,0.211622,0.227168,0.260385,0.111156,-0.033714,-0.172833,-0.305541,-0.446594,-0.58737,-0.729999,-0.735138,-0.752368,-0.723187,-0.619338,-0.612913,-0.574162,-0.504843,-0.418085,-0.317854,-0.21319,-0.098632,0.029562,0.10205,0.132112,0.124521,0.097758,-0.001103,-0.131419,-0.256671,-0.385636,-0.500544,-0.603228,-0.686453,-0.721389,-0.645819,-0.529915,-0.392618,-0.340339,-0.176764,-0.039062,0.107644,0.241846,0.313516,0.284212,0.214216,0.127006,0.04262,-0.040273,0.117592,0.23594,0.366502,0.277631,0.149523,0.01212,-0.126428,-0.24146,-0.10441,-0.138111,-0.275752,-0.161695,-0.111734,-0.042013,0.075513,0.216929,0.367929,0.544602,0.505472,0.393097,0.235428,0.231162,0.270113,0.233071,0.122257,-0.01283,-0.155296,-0.299373,-0.425866,-0.525482,-0.632053,-0.709716,-0.678762,-0.595075,-0.498255,-0.370593,-0.224584,-0.066821,0.039032,0.047587,0.041842,-0.021928,-0.133068,-0.238959,-0.341891,-0.447887,-0.539955,-0.619355,-0.663057,-0.657722,-0.671609,-0.710408,-0.711715,-0.640521,-0.519059,-0.400179,-0.273237,-0.193422,-0.066754,0.063012,0.169836,0.1941,0.266204,0.423626,0.572349,0.720044,0.863629,1.003994,1.144953,1.284716,1.424997,1.564508,1.672138,7
1.591338,1.439656,1.29023,1.148846,1.010667,0.874088,0.738573,0.603603,0.469941,0.3494,0.235998,0.12849,0.012073,-0.114119,-0.237427,-0.361384,-0.48479,-0.608382,-0.73576,-0.779738,-0.814959,-0.817307,-0.798675,-0.761936,-0.70435,-0.6445,-0.560829,-0.446128,-0.341768,-0.226152,-0.098868,0.007471,0.073704,0.115233,0.128953,0.080906,-0.03121,-0.133382,-0.224658,-0.32355,-0.408745,-0.487934,-0.548828,-0.534548,-0.439452,-0.275189,-0.088409,0.094795,0.245308,0.340715,0.417482,0.440234,0.417211,0.39725,0.392899,0.387348,0.409696,0.275032,0.13292,-0.016171,-0.171574,-0.298285,-0.399938,-0.301526,-0.440016,-0.372939,-0.300536,-0.473651,-0.32822,-0.346974,-0.241049,-0.095926,0.064322,0.180553,0.351557,0.397453,0.392659,0.398493,0.415403,0.434708,0.446121,0.397991,0.300552,0.190633,0.014724,-0.185805,-0.337953,-0.407761,-0.452506,-0.428863,-0.357409,-0.278012,-0.183791,-0.08655,0.022479,0.103362,0.084303,0.026969,-0.044717,-0.149443,-0.261377,-0.383706,-0.495433,-0.597312,-0.664094,-0.734437,-0.77477,-0.8002,-0.803424,-0.788857,-0.753127,-0.643451,-0.52985,-0.40616,-0.28972,-0.171629,-0.052639,0.062879,0.167455,0.278066,0.390067,0.51315,0.647648,0.782559,0.918556,1.054639,1.192877,1.334614,1.481317,1.586608,6
1.560626,1.388895,1.24556,1.108616,0.975322,0.843768,0.712966,0.582542,0.452216,0.320307,0.211745,0.093482,-0.004063,-0.119895,-0.237655,-0.354287,-0.473363,-0.58962,-0.704465,-0.825182,-0.867763,-0.88483,-0.869715,-0.840488,-0.79035,-0.718351,-0.634485,-0.551977,-0.442399,-0.325353,-0.202175,-0.074808,0.023703,0.081872,0.122799,0.150835,0.056545,-0.051296,-0.144092,-0.234455,-0.318761,-0.395978,-0.461508,-0.508694,-0.429618,-0.271618,-0.120149,0.031433,0.202009,0.328678,0.41396,0.459978,0.443883,0.430254,0.417207,0.415547,0.438035,0.306244,0.178842,0.034843,-0.097605,-0.202665,-0.216037,-0.227809,-0.325934,-0.178674,-0.3443,-0.224651,-0.245835,-0.14614,-0.027351,0.101588,0.231797,0.365041,0.353051,0.349945,0.360345,0.360196,0.373852,0.364422,0.289765,0.172034,0.022624,-0.134473,-0.190541,-0.243553,-0.323566,-0.367336,-0.299923,-0.219111,-0.127444,-0.027117,0.065409,0.053388,-0.00924,-0.031248,-0.108876,-0.214499,-0.329093,-0.438412,-0.539548,-0.615375,-0.699228,-0.769088,-0.806089,-0.838285,-0.852452,-0.844557,-0.809916,-0.71862,-0.613543,-0.504298,-0.401538,-0.294667,-0.18552,-0.075296,0.027385,0.121626,0.218763,0.320334,0.445261,0.572345,0.694783,0.821808,0.949867,1.077275,1.20681,1.339677,1.475803,1.548937,6
1.615063,1.432653,1.277757,1.130285,0.987027,0.845675,0.704114,0.562257,0.417762,0.267158,0.090789,0.132266,0.141994,0.01725,-0.114127,-0.246091,-0.372345,-0.50243,-0.631964,-0.768832,-0.803114,-0.818437,-0.799644,-0.725372,-0.710543,-0.729448,-0.631651,-0.530607,-0.418662,-0.297878,-0.171415,-0.041023,0.066104,0.12403,0.1319,0.130762,0.116346,-0.031977,-0.161594,-0.294891,-0.418614,-0.531374,-0.63047,-0.71578,-0.709551,-0.589213,-0.438448,-0.260629,-0.18683,-0.02653,0.141893,0.313385,0.437054,0.488467,0.414871,0.34296,0.277874,0.219424,0.168296,0.120803,0.232101,0.336724,0.345929,0.22967,0.104871,-0.015743,-0.150764,-0.206268,-0.184324,-0.244453,-0.201831,-0.16336,-0.024607,0.069576,0.208224,0.376752,0.540424,0.40724,0.314459,0.320258,0.256093,0.127589,-0.024179,-0.17836,-0.339429,-0.426359,-0.54202,-0.644674,-0.700906,-0.639723,-0.5568,-0.461668,-0.328341,-0.194883,-0.050962,0.030345,0.033915,0.025308,-0.046094,-0.170955,-0.280922,-0.403147,-0.517057,-0.604808,-0.68401,-0.689277,-0.670924,-0.720447,-0.719335,-0.627092,-0.527473,-0.419446,-0.314811,-0.238398,-0.108722,0.010333,0.115877,0.143084,0.163471,0.314552,0.44864,0.582608,0.719355,0.8534,0.988739,1.122855,1.258169,1.396249,1.537115,1.601912,7
1.647033,1.49086,1.341177,1.199269,1.05996,0.922009,0.784389,0.645518,0.504532,0.364504,0.292453,0.253398,0.128807,-0.00181,-0.132865,-0.256854,-0.381229,-0.508099,-0.628452,-0.764551,-0.776344,-0.78787,-0.705747,-0.664646,-0.66299,-0.59557,-0.503558,-0.381592,-0.279103,-0.149509,0.00992,0.072585,0.11019,0.101277,0.064992,-0.063214,-0.188995,-0.314787,-0.446708,-0.546867,-0.644181,-0.717374,-0.738729,-0.664006,-0.537071,-0.425307,-0.317078,-0.146452,0.02609,0.189249,0.286944,0.310109,0.247789,0.162637,0.080849,-0.007397,0.155119,0.304125,0.445105,0.352258,0.213819,0.073885,-0.064839,-0.20554,-0.132848,-0.06234,-0.102853,-0.241213,-0.136279,-0.091066,-0.031734,0.092153,0.238317,0.396205,0.553003,0.474746,0.328017,0.201379,0.253865,0.29004,0.244066,0.12469,-0.043086,-0.223773,-0.410269,-0.397528,-0.558474,-0.663091,-0.720666,-0.670794,-0.586474,-0.495726,-0.381852,-0.249824,-0.1257,0.010773,0.050831,0.063865,0.037905,-0.036839,-0.167584,-0.292841,-0.42766,-0.531805,-0.629376,-0.679506,-0.674359,-0.700323,-0.726466,-0.711242,-0.600995,-0.495006,-0.381078,-0.26863,-0.159928,-0.03598,0.080727,0.169169,0.170989,0.243739,0.398008,0.537643,0.674654,0.809836,0.945554,1.082356,1.220794,1.362593,1.510256,1.647511,7
0.799047,0.664991,0.588361,0.463182,0.360095,0.323159,0.338056,0.371512,0.421158,0.478621,0.450297,0.316735,0.163147,0.029123,-0.102015,-0.224172,-0.345066,-0.467406,-0.586075,-0.700538,-0.809898,-0.909823,-0.981585,-0.926595,-0.827814,-0.716149,-0.598943,-0.478393,-0.354505,-0.234173,-0.139995,-0.087377,-0.017959,-0.008145,0.04121,0.000413,-0.032234,-0.081001,-0.144818,-0.224141,-0.308506,-0.39551,-0.472643,-0.533933,-0.580428,-0.61214,-0.643392,-0.624746,-0.496842,-0.370624,-0.257375,-0.143484,-0.027556,0.095962,0.203372,0.318844,0.444442,0.438967,0.458556,0.578908,0.702121,0.822169,0.941677,1.062216,1.185775,1.314941,1.47453,1.378227,1.23184,1.094343,0.96031,0.828353,0.697154,0.56299,0.418341,0.421559,0.437745,0.319333,0.200959,0.082875,-0.032937,-0.146004,-0.256784,-0.365596,-0.496957,-0.55181,-0.551844,-0.511297,-0.472851,-0.417056,-0.34473,-0.262863,-0.159942,-0.101129,-0.067328,-0.043096,-0.037374,-0.094677,-0.114511,-0.168957,-0.255891,-0.369754,-0.483207,-0.590203,-0.692871,-0.794057,-0.877775,-0.911093,-0.859286,-0.784995,-0.691588,-0.588533,-0.47691,-0.35568,-0.248234,-0.148968,-0.042893,0.066688,0.177543,0.317236,0.442842,0.402976,0.362621,0.342207,0.336216,0.355786,0.458723,0.57906,0.710565,0.797594,5
1.521192,1.313956,1.135996,0.967359,0.802994,0.640853,0.486578,0.320782,0.153105,-0.024222,-0.206459,-0.114571,-0.189612,-0.324502,-0.454601,-0.573938,-0.682978,-0.765519,-0.852707,-0.882023,-0.725894,-0.589609,-0.44322,-0.296724,-0.146938,0.004157,0.157194,0.310325,0.464438,0.621434,0.759225,0.811861,0.809748,0.676756,0.527254,0.370117,0.215964,0.055145,-0.098855,-0.260063,-0.415259,-0.569781,-0.72661,-0.883735,-1.03611,-0.991233,-0.833996,-0.620066,-0.415358,-0.209494,-0.007155,0.18474,0.343216,0.426049,0.362177,0.259691,0.174988,0.083417,-0.046482,-0.073531,0.023774,0.132256,0.03891,-0.101841,-0.259889,-0.275175,-0.136302,0.035032,-0.074783,-0.091136,0.004755,0.156072,0.297778,0.131453,-0.078346,-0.023081,0.11364,0.210796,0.259134,0.178336,0.024075,-0.120275,-0.266861,-0.436866,-0.646651,-0.816372,-0.914941,-0.957208,-0.81621,-0.664202,-0.512142,-0.357871,-0.190581,-0.044599,0.116401,0.270483,0.422129,0.569871,0.687042,0.679751,0.614693,0.453494,0.300676,0.147695,-0.004928,-0.157433,-0.306822,-0.453873,-0.594917,-0.730865,-0.71741,-0.675143,-0.612828,-0.528297,-0.43131,-0.327921,-0.219976,-0.141486,-0.181487,-0.170147,0.027715,0.192652,0.35601,0.521439,0.682251,0.842004,1.007078,1.174462,1.348332,1.520524,4
1.475364,1.327722,1.181779,1.047513,0.911263,0.780631,0.652836,0.523686,0.395232,0.270715,0.145416,0.019294,-0.131423,-0.173538,-0.272048,-0.356352,-0.465923,-0.564066,-0.633039,-0.687861,-0.738048,-0.778398,-0.701273,-0.6225,-0.603663,-0.645753,-0.701026,-0.748133,-0.69824,-0.696035,-0.633477,-0.54486,-0.44345,-0.333284,-0.215837,-0.102527,0.033058,0.131401,0.182604,0.286295,0.347654,0.370781,0.303252,0.216257,0.128584,0.043138,-0.041947,-0.117888,-0.183877,-0.248195,-0.300912,-0.338081,-0.345636,-0.254496,-0.16521,-0.083669,0.032646,0.136723,0.249736,0.352856,0.43348,0.461939,0.462887,0.573431,0.69014,0.821991,0.965419,0.890907,0.759185,0.625206,0.492979,0.364057,0.237678,0.116097,-0.003091,-0.127287,-0.230554,-0.36273,-0.360168,-0.327019,-0.2854,-0.244276,-0.179531,-0.110083,-0.036572,0.028045,0.095044,0.16561,0.19021,0.137869,0.063078,-0.023574,-0.149213,-0.24471,-0.332199,-0.414871,-0.505608,-0.581503,-0.653422,-0.71915,-0.775667,-0.811351,-0.833469,-0.773004,-0.702952,-0.637104,-0.626983,-0.69302,-0.68761,-0.660677,-0.607335,-0.566213,-0.507419,-0.37359,-0.251499,-0.143209,-0.049286,0.059038,0.179767,0.29905,0.417365,0.522966,0.644752,0.766793,0.889952,1.01092,1.134983,1.260373,1.383496,1.470869,1
