@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute target {1,2,3}

@data
-0.104586,-0.090237,0.038632,0.043339,0.031029,0.062447,0.016301,0.003075,2
-0.084336,-0.050768,0.023756,0.018249,0.017016,0.030512,0.020026,0.025545,2
-0.073063,-0.035935,0.010584,0.017729,0.018779,0.022689,0.041497,-0.00228,2
-0.035732,-0.042896,-0.005596,0.011703,0.038401,-0.001502,0.021802,0.01382,2
-0.059211,-0.0607,0.037387,0.017881,0.007441,0.016292,0.024224,0.016687,2
-0.087697,-0.073995,0.007108,0.028081,0.04941,0.038705,0.035766,0.00262,2
-0.063658,-0.084023,0.02275,0.043291,0.014749,0.004376,0.033609,0.028906,3
-0.088345,-0.045677,0.045085,0.047027,0.027819,0.016698,0.002815,-0.005423,1
-0.051318,-0.077864,0.003734,0.025199,0.035185,0.012855,0.02233,0.02988,2
0.007607,0.025497,0.030682,0.016263,0.005088,-0.005624,-0.027567,-0.051947,1
-0.052692,-0.034974,0.01499,-0.001348,-0.01764,0.004977,0.050287,0.036399,2
-0.09407,-0.111653,0.028258,0.044307,0.044602,0.035049,0.028394,0.025113,3
-0.083738,-0.098979,0.013584,0.028814,0.062784,0.034732,0.034602,0.0082,3
-0.066598,-0.053557,0.006671,-0.002281,0.06882,0.019584,0.027856,-0.000494,1
-0.107179,-0.087475,0.044358,0.052497,0.037593,0.02085,0.020612,0.018744,2
-0.065125,-0.114872,0.013627,0.045516,0.011766,0.021265,0.048386,0.039436,2
-0.064021,-0.075701,0.005674,0.039436,0.043858,0.029542,0.020167,0.001045,2
-0.113295,-0.10017,0.011583,0.047244,0.039311,0.03568,0.062168,0.017478,3
-0.064597,-0.051912,0.026442,0.035933,0.03357,0.018159,0.010817,-0.008412,2
-0.060719,-0.084925,-0.002313,0.022764,0.032314,0.026925,0.029577,0.036377,2
-0.061918,-0.05598,0.026905,0.037761,0.046,0.019043,-0.003991,-0.00782,2
-0.025488,-0.007315,0.00123,0.00128,0.002311,0.005778,0.006307,0.015898,3
-0.010209,-0.001885,0.000046,0.029008,0.008386,0.007018,-0.002688,-0.029678,1
-0.034181,-0.036924,0.051754,0.040513,0.016227,-0.009559,-0.002631,-0.025199,1
-0.072282,-0.112055,-0.008724,0.035664,0.027975,0.059628,0.052008,0.017785,3
-0.021914,-0.0139,0.023703,0.024249,0.010128,-0.006191,-0.009593,-0.006484,1
-0.049487,-0.063142,-0.021707,-0.011733,0.036513,0.048604,0.059336,0.001617,1
-0.047313,-0.04152,-0.029923,0.057061,0.045076,0.042415,0.004208,-0.030004,1
-0.055767,-0.053835,0.011802,0.031918,0.034014,0.027369,0.008069,-0.003568,2
-0.059676,-0.060366,0.025853,0.06302,0.068452,0.008801,-0.012279,-0.033805,2
-0.013089,-0.041523,-0.006771,-0.027888,-0.017009,0.001924,0.056995,0.047361,2
-0.075735,-0.071533,0.023345,0.027389,0.049968,0.030456,0.029116,-0.013006,2
-0.076457,-0.083856,0.012474,0.045041,0.016802,0.008948,0.030565,0.046484,3
-0.029582,-0.060567,0.007965,-0.002099,0.029429,0.034324,0.018467,0.002064,2
-0.108821,-0.088051,0.024612,0.038187,0.063339,0.04693,0.033402,-0.009599,2
-0.08181,-0.049269,0.045383,0.041486,0.020025,0.013124,0.014794,-0.003734,2
-0.090361,-0.073033,0.016905,0.053205,0.038735,0.058101,0.007483,-0.011035,2
-0.100211,-0.057007,0.04943,0.025742,0.040187,0.019787,0.022237,-0.000166,2
-0.079982,-0.091565,0.021077,0.063172,0.065307,0.025584,0.008255,-0.011848,2
-0.053967,-0.056099,-0.002203,0.043762,0.034969,0.025423,0.023834,-0.015719,2
-0.059948,-0.054723,0.022801,0.012876,0.000777,0.018738,0.005156,0.054324,2
-0.083253,-0.112705,-0.024617,0.055007,0.069156,0.03991,0.02707,0.029432,2
-0.061718,-0.061287,0.010326,0.034405,0.029173,0.026547,0.00488,0.017674,1
-0.104543,-0.083467,0.016743,0.020853,0.039547,0.039068,0.04972,0.022079,2
-0.100446,-0.077107,0.043465,0.03188,0.015375,0.047349,0.018939,0.020545,2
-0.096616,-0.090022,0.010566,0.021316,0.03152,0.035827,0.034042,0.053367,2
-0.082572,-0.049428,0.020658,0.065389,0.046926,0.028314,-0.014708,-0.014579,2
-0.025011,0.002267,0.053475,0.024997,0.021465,-0.043779,-0.029554,-0.003862,1
-0.067646,-0.076836,0.039194,0.031506,0.01317,0.025278,0.037044,-0.00171,1
-0.095343,-0.093311,0.003173,0.041098,0.043471,0.031032,0.051457,0.018424,3
-0.088912,-0.083684,0.060348,0.076679,0.025838,0.008544,0.005339,-0.004152,2
-0.056221,-0.064091,0.028702,0.031086,-0.022523,0.013168,0.022429,0.04745,1
-0.109237,-0.09511,0.044128,0.056069,0.074445,0.037399,0.014903,-0.022597,2
-0.081418,-0.080394,0.020897,0.030688,0.016056,0.029483,0.035126,0.029564,2
-0.077308,-0.082428,0.052445,0.027205,0.00258,0.021651,0.031616,0.024239,3
-0.039089,-0.059568,-0.008424,0.012057,0.007159,0.016245,0.02726,0.044359,1
-0.049737,-0.027002,0.009346,0.033776,0.023629,0.010473,0.002265,-0.00275,2
-0.094531,-0.051056,0.033798,0.063061,0.022047,-0.003471,0.021934,0.008218,2
-0.036273,-0.012043,0.007167,0.000331,0.003943,0.001064,0.014953,0.020858,2
-0.131942,-0.143386,0.013694,0.062588,0.055654,0.054224,0.052889,0.036279,2
-0.113653,-0.10783,0.035326,0.071688,0.056469,0.039636,0.027612,-0.009248,3
-0.094177,-0.102787,0.056546,0.040054,0.033519,0.016095,0.023305,0.027446,2
-0.053377,-0.097316,-0.017495,0.012029,0.079276,0.054195,0.031182,-0.008494,2
-0.09262,-0.067535,0.033349,0.019364,0.024837,0.02117,0.019733,0.041702,1
-0.10577,-0.116134,-0.009709,0.061294,0.065863,0.070218,0.064273,-0.030035,2
-0.04849,-0.046713,0.002655,-0.028646,0.004766,0.019262,0.062817,0.034349,1
0.009647,-0.022857,-0.015642,0.00428,-0.015662,-0.002049,0.011552,0.03073,1
-0.064839,-0.066864,0.026462,0.048282,0.029333,0.00335,0.00169,0.022586,3
-0.017125,-0.019493,-0.018963,-0.017811,0.012494,0.003547,0.024056,0.033296,1
0.011146,-0.026345,-0.007662,0.005531,-0.036341,-0.027531,0.02827,0.052932,1
-0.083056,-0.058158,0.050532,0.050572,0.012495,0.006265,0.005667,0.015683,2
-0.077416,-0.053102,0.040952,0.026259,0.041379,0.009769,0.009713,0.002446,2
-0.033789,-0.040718,-0.006472,0.026214,0.019036,0.011712,0.029549,-0.005531,2
-0.072615,-0.103812,-0.003462,0.063963,0.034423,0.010787,0.038161,0.032556,3
-0.090128,-0.09046,-0.001943,0.02925,0.067488,0.060523,0.021091,0.00418,3
-0.067712,-0.071586,0.02294,0.038876,0.034017,0.044816,0.009376,-0.010728,3
-0.062768,-0.093635,0.032732,0.013981,0.03403,0.016374,0.027383,0.031902,2
0.010245,-0.006141,0.032503,0.0376,0.014654,-0.019009,-0.040389,-0.029462,1
-0.075883,-0.087952,0.017699,0.040942,0.046642,0.044418,0.018097,-0.003964,2
-0.003871,0.045114,0.032794,0.018363,-0.010878,-0.033743,-0.029497,-0.018282,1
-0.045234,-0.062969,0.038445,-0.001793,-0.004237,0.040313,0.021372,0.014104,2
-0.055517,-0.051937,0.02685,0.026349,0.016726,-0.006773,0.027317,0.016985,2
-0.056622,-0.05949,-0.02728,0.033901,0.041199,0.018728,0.032498,0.017066,2
-0.086727,-0.082006,0.000079,0.018795,0.063443,0.041977,0.022919,0.021519,2
-0.039165,-0.061692,0.009639,0.02384,0.023551,0.003213,0.006631,0.033983,3
-0.040965,-0.015758,0.026634,-0.001677,0.003542,0.011973,0.004029,0.012223,2
-0.100082,-0.072458,0.059038,0.059585,0.034601,0.004518,0.016563,-0.001765,2
-0.12522,-0.117067,-0.005215,0.045431,0.069445,0.090955,0.053871,-0.012199,2
-0.119194,-0.120085,0.015775,0.064881,0.053425,0.054464,0.041297,0.009438,2
-0.046611,-0.038283,0.013981,0.029199,0.029216,0.013126,-0.000161,-0.000469,1
-0.040735,-0.056921,0.012695,0.029572,0.026983,0.005993,0.012984,0.00943,2
-0.104692,-0.058335,0.070189,0.046991,0.037777,0.015698,0.009637,-0.017266,2
-0.087514,-0.062198,0.024032,0.046661,0.043773,0.000102,0.014864,0.02028,3
-0.074553,-0.09448,-0.036943,0.035441,0.040356,0.04625,0.048765,0.035165,3
-0.039604,-0.029793,0.019829,0.015747,0.011654,0.006845,-0.002043,0.017366,1
-0.104138,-0.091842,0.058147,0.052116,0.051067,0.040974,0.010452,-0.016776,3
-0.028464,-0.023784,0.014192,0.000069,-0.013886,0.002234,-0.001183,0.050823,1
-0.070185,-0.080139,0.012551,0.040884,0.060863,0.045238,0.012545,-0.021757,2
-0.057642,-0.022321,0.015121,0.029559,0.00612,-0.016644,0.004047,0.04176,3
-0.025393,-0.025724,0.021086,0.025302,0.022204,0.022894,-0.008026,-0.032343,1
-0.079596,-0.026045,0.028108,0.029915,0.030449,0.032323,0.00379,-0.018944,2
-0.039762,-0.052461,0.012201,0.00289,0.012433,0.021287,0.006243,0.037169,2
-0.10363,-0.087188,0.018516,0.057418,0.043442,0.055126,0.018476,-0.002159,1
-0.108093,-0.069172,0.070622,0.067774,0.066061,0.017096,-0.012739,-0.031548,2
0.042189,0.038925,-0.012636,0.006005,-0.013096,-0.014228,-0.022284,-0.024874,3
0.040257,0.03852,-0.013293,-0.000423,0.003886,-0.005301,-0.028989,-0.034656,2
0.049078,0.056233,-0.005034,-0.018642,-0.021941,-0.028084,-0.021153,-0.010456,3
0.054117,0.051947,-0.018703,-0.016546,-0.019802,-0.021509,-0.017227,-0.012277,3
0.036011,0.040277,-0.009161,-0.001478,-0.007039,-0.009565,-0.022085,-0.026961,3
0.032781,0.058193,0.000247,-0.002418,-0.015687,-0.024904,-0.0274,-0.020812,3
0.043941,0.053923,0.003645,0.001083,-0.013049,-0.021467,-0.026444,-0.041632,3
0.043591,0.039102,-0.011638,-0.01937,0.006556,-0.006407,-0.018238,-0.033597,3
0.057439,0.053155,-0.012569,-0.00518,-0.018947,-0.024953,-0.036953,-0.011994,3
0.044952,0.024582,-0.028495,-0.01796,-0.016903,-0.007763,-0.000419,0.002007,3
0.062604,0.045192,-0.022829,-0.027381,-0.014848,-0.012878,-0.018585,-0.011276,3
0.062266,0.050837,-0.019083,-0.020847,-0.024786,-0.017653,-0.016768,-0.013966,3
0.024954,0.025233,-0.020926,0.005359,-0.004422,-0.007612,0.001018,-0.023603,3
0.029095,0.050496,-0.010924,0.008555,0.003359,-0.018656,-0.029233,-0.032693,3
0.043286,0.060581,-0.009032,0.000815,-0.008186,-0.023958,-0.032888,-0.030618,3
0.059768,0.057446,-0.010487,-0.011273,-0.017669,-0.031822,-0.025669,-0.020293,3
0.048477,0.052417,-0.007316,-0.012931,-0.02117,-0.023475,-0.016357,-0.019644,3
0.053959,0.048052,-0.022718,-0.014435,-0.010324,-0.009909,-0.01891,-0.025715,3
0.049072,0.04848,-0.02736,-0.018551,-0.02096,-0.013054,-0.004022,-0.013605,3
0.023057,0.048779,-0.003415,-0.002964,0.004305,0.001373,-0.03453,-0.036604,3
0.05981,0.053288,-0.019284,-0.021905,-0.028682,-0.028524,-0.013598,-0.001106,3
0.038522,0.040294,-0.010284,-0.009892,-0.004483,-0.013561,-0.021569,-0.019027,3
0.056986,0.056697,-0.011494,-0.012548,-0.020617,-0.025523,-0.025504,-0.017996,3
0.041602,0.045047,-0.008375,-0.012379,-0.006392,-0.018166,-0.021608,-0.019728,3
0.035366,0.038659,-0.017366,0.004759,0.004659,-0.016469,-0.022731,-0.026876,3
0.038822,0.041188,-0.001471,-0.000374,-0.01178,-0.006246,-0.027363,-0.032775,3
0.036793,0.053616,-0.012592,-0.00853,-0.009608,-0.019944,-0.01129,-0.028445,3
0.036057,0.033797,-0.016492,-0.011082,0.002326,-0.002281,-0.015778,-0.026547,3
0.045843,0.057367,-0.017497,-0.017513,-0.009955,-0.016582,-0.016057,-0.025607,3
0.034403,0.034985,-0.001274,-0.002485,0.000929,-0.00393,-0.029242,-0.033387,3
0.068402,0.060253,-0.01698,-0.018825,-0.0214,-0.029691,-0.027902,-0.013856,3
0.057813,0.07117,-0.015493,-0.017984,-0.011055,-0.029988,-0.032718,-0.021744,3
0.054131,0.040233,-0.017167,-0.017271,-0.018974,-0.021246,-0.015237,-0.004468,3
0.064896,0.051391,-0.018692,-0.027976,-0.013568,-0.021894,-0.017902,-0.016256,3
0.061595,0.058056,-0.018746,-0.024664,-0.02154,-0.025798,-0.016094,-0.012807,3
0.040344,0.049503,-0.012244,-0.0064,-0.00429,-0.01156,-0.028281,-0.027073,3
0.049662,0.049229,-0.00895,-0.009432,-0.012235,-0.012586,-0.027271,-0.028416,3
0.049137,0.046579,-0.030816,-0.017265,0.003667,-0.00065,-0.019877,-0.030775,3
0.037623,0.022244,-0.022353,-0.017942,-0.004769,-0.001031,-0.003533,-0.01024,3
0.042043,0.028814,-0.029788,-0.014277,-0.003158,-0.006751,-0.011079,-0.005805,3
0.026397,0.038009,-0.016577,-0.005488,-0.003752,-0.011388,-0.011508,-0.015692,3
0.059967,0.057821,-0.009414,-0.023259,-0.018643,-0.028904,-0.029764,-0.007804,3
0.048118,0.051704,-0.01474,-0.01299,-0.01074,-0.021024,-0.02134,-0.018988,3
0.064533,0.066572,-0.015042,-0.010731,-0.014134,-0.034699,-0.033355,-0.023143,3
0.066845,0.051079,-0.022194,-0.016731,-0.025049,-0.028139,-0.017585,-0.008225,3
0.048989,0.048579,-0.012148,-0.012673,-0.013394,-0.016511,-0.024613,-0.018229,3
0.034256,0.049975,-0.002395,-0.006077,0.000104,-0.014587,-0.026377,-0.034898,3
0.039107,0.054786,-0.009076,-0.009603,-0.013384,-0.006129,-0.017647,-0.038053,3
0.047947,0.063685,0.006197,-0.012134,-0.01666,-0.030767,-0.032502,-0.025766,3
0.067474,0.058874,-0.022335,-0.021797,-0.024246,-0.026901,-0.020714,-0.010355,3
0.048117,0.052882,-0.016453,-0.020039,-0.013469,-0.012541,-0.010862,-0.027634,3
0.038629,0.047742,-0.012753,-0.011566,-0.00526,-0.015984,-0.018548,-0.02226,3
0.056869,0.064621,-0.013564,-0.017442,-0.01883,-0.024342,-0.019628,-0.027685,3
0.049196,0.054238,-0.020711,-0.016609,-0.019518,-0.018524,-0.015002,-0.01307,3
0.057606,0.061033,-0.01776,-0.020103,-0.022102,-0.027448,-0.016103,-0.015123,3
0.03085,0.043512,-0.013326,-0.009271,-0.004793,-0.007202,-0.01013,-0.02964,3
0.041694,0.055396,-0.008654,-0.013099,-0.012859,-0.013349,-0.020202,-0.028927,3
0.039383,0.043695,-0.007714,-0.011853,-0.004393,-0.012277,-0.019425,-0.027416,3
0.067509,0.058227,-0.015177,-0.015174,-0.02176,-0.029955,-0.023435,-0.020235,3
0.042459,0.048678,-0.010178,-0.010443,-0.016589,-0.021678,-0.018718,-0.013531,3
0.047146,0.071299,-0.008196,-0.019666,-0.011934,-0.023611,-0.030463,-0.024576,2
0.046871,0.042303,-0.010597,-0.008388,-0.017756,-0.014984,-0.022206,-0.015243,3
0.071468,0.055681,-0.014332,-0.02158,-0.023529,-0.027761,-0.024917,-0.01503,3
0.040024,0.056398,0.000588,-0.010007,-0.00809,-0.014224,-0.030196,-0.034494,3
0.03712,0.030559,-0.008787,0.003193,-0.008317,-0.008484,-0.019395,-0.02589,3
0.06179,0.057802,-0.018475,-0.018511,-0.024291,-0.026015,-0.022939,-0.009362,3
0.034624,0.041329,-0.015579,-0.01731,0.001199,-0.001375,-0.011089,-0.031799,3
0.032474,0.045143,-0.019798,-0.009432,-0.005152,-0.00886,-0.014815,-0.01956,3
0.04455,0.056904,-0.015461,0.000537,-0.000586,-0.019229,-0.036075,-0.03064,3
0.048817,0.070176,-0.010644,-0.007676,-0.021889,-0.024102,-0.026854,-0.027829,3
0.032319,0.033735,-0.012354,-0.002047,0.001747,-0.003542,-0.020621,-0.029239,3
0.040071,0.058727,-0.006797,-0.011577,-0.017772,-0.019963,-0.023971,-0.018718,3
0.043551,0.042093,-0.010938,-0.00814,-0.015134,-0.025336,-0.015734,-0.010363,3
0.032148,0.039718,-0.016309,0.00932,0.009985,-0.010936,-0.02378,-0.040147,3
0.040681,0.045074,-0.025262,-0.025234,-0.024797,-0.010772,0.005851,-0.005541,3
0.032121,0.041928,-0.016774,-0.004314,0.001362,-0.015283,-0.012744,-0.026297,3
0.049466,0.041185,-0.014525,-0.014278,-0.007872,-0.020692,-0.016721,-0.016563,3
0.062122,0.057334,-0.029934,-0.028891,-0.02226,-0.009907,-0.016733,-0.011731,3
0.041373,0.038267,-0.014291,0.012255,0.005805,-0.018371,-0.030301,-0.034737,3
0.05842,0.046124,-0.008676,-0.00402,-0.015558,-0.029048,-0.026106,-0.021136,3
0.048128,0.048274,-0.007566,-0.01037,-0.0159,-0.016828,-0.02434,-0.021397,3
0.05212,0.045859,-0.009765,-0.011756,-0.021834,-0.020747,-0.012906,-0.02097,3
0.038998,0.035267,-0.020784,-0.006434,-0.004914,-0.009767,-0.017635,-0.01473,3
0.042636,0.034276,-0.012053,-0.007641,-0.015301,-0.010506,-0.017151,-0.014261,3
0.050401,0.052596,-0.015853,-0.017743,-0.016498,-0.021673,-0.019511,-0.011718,3
0.06242,0.041462,-0.017755,-0.015526,-0.02325,-0.02371,-0.02275,-0.000891,3
0.032907,0.033881,-0.015424,-0.006711,-0.000603,0.000036,-0.014387,-0.029699,3
0.044174,0.051387,-0.019468,-0.011541,-0.003556,-0.014797,-0.021633,-0.024565,3
0.052078,0.041108,-0.020637,-0.012171,-0.015635,-0.026431,-0.013715,-0.004597,3
0.074708,0.065997,-0.012323,-0.02203,-0.030602,-0.029243,-0.040835,-0.005671,3
0.039981,0.049716,-0.005633,-0.014668,-0.023019,-0.022902,-0.007121,-0.016355,3
0.063443,0.034232,-0.056039,-0.039829,-0.014158,-0.010433,0.007236,0.015549,3
0.043667,0.053613,-0.012491,-0.009171,-0.011185,-0.021445,-0.022988,-0.02,3
0.041954,0.050019,-0.010533,-0.006462,0.005188,-0.010869,-0.027584,-0.041713,3
0.035559,0.05331,-0.007523,-0.00406,-0.009117,-0.010301,-0.027928,-0.02994,3
0.034942,0.038142,-0.03148,0.006166,0.008977,-0.002509,-0.021904,-0.032335,3
0.042095,0.044563,-0.008114,-0.008313,-0.015563,-0.010584,-0.023538,-0.020547,3
0.021309,0.028104,-0.008242,-0.004884,0.006129,-0.006768,-0.010155,-0.025492,3
0.048223,0.048821,-0.009713,-0.015366,-0.018328,-0.022414,-0.021694,-0.00953,3
0.034067,0.034357,-0.02427,-0.01681,-0.008762,0.009656,-0.012436,-0.015802,3
0.053945,0.035778,-0.023377,-0.016693,-0.006698,-0.010811,-0.016604,-0.015539,3
0.036515,0.042423,-0.011601,-0.001544,-0.001695,-0.017053,-0.021969,-0.025074,3
0.026719,0.04072,-0.005011,0.001187,0.002938,-0.013896,-0.021004,-0.031653,3
0.042581,0.051469,-0.001852,-0.006203,-0.01363,-0.021004,-0.028474,-0.022887,3
0.034088,0.044436,-0.012434,-0.007503,-0.012222,-0.010261,-0.015136,-0.020968,3
0.053573,0.045036,-0.011567,-0.008709,-0.019315,-0.026378,-0.026395,-0.006245,3
0.061915,0.044673,-0.019105,-0.016587,-0.020788,-0.023464,-0.021652,-0.004991,3
0.035429,0.051769,-0.009836,-0.001743,0.003533,-0.012446,-0.031062,-0.035644,3
0.052308,0.044117,0.005337,-0.002015,-0.01143,-0.026212,-0.038556,-0.023548,3
0.04911,0.03664,-0.014012,-0.004685,-0.004285,-0.020577,-0.024785,-0.017405,3
0.048123,0.057054,-0.006525,-0.009441,-0.016829,-0.022078,-0.024999,-0.025305,3
0.036869,0.043601,-0.012606,-0.022858,-0.00083,-0.009462,-0.018311,-0.016404,3
0.049186,0.056992,-0.004521,-0.002933,-0.015336,-0.020978,-0.034763,-0.027647,3
0.040761,0.044597,-0.015077,-0.009085,-0.008528,-0.013719,-0.019909,-0.01904,3
0.024662,0.032576,-0.009635,0.008838,0.005797,-0.003634,-0.020774,-0.037831,3
0.062616,0.058743,-0.001478,-0.016642,-0.014701,-0.02845,-0.032329,-0.027759,3
0.05251,0.070925,-0.002175,-0.012815,-0.018008,-0.030123,-0.031377,-0.028937,3
0.05068,0.051266,-0.015939,-0.010939,-0.010968,-0.022677,-0.030142,-0.01128,3
0.043774,0.040024,-0.021796,-0.008181,-0.006024,-0.005404,-0.010554,-0.031839,3
0.050839,0.051925,-0.019781,-0.022204,-0.022339,-0.015796,-0.012915,-0.00973,3
0.025534,0.043937,0.00655,-0.002134,-0.003802,-0.013192,-0.019455,-0.037439,3
0.043443,0.044278,-0.008416,-0.004255,-0.01019,-0.017227,-0.021568,-0.026065,3
0.050717,0.041675,-0.027317,-0.017682,-0.019879,-0.01946,-0.005241,-0.002815,3
0.042012,0.044745,-0.012237,-0.006854,-0.00886,-0.014712,-0.021601,-0.022492,3
0.067301,0.054735,-0.019658,-0.02608,-0.016613,-0.022324,-0.01936,-0.018001,3
0.049807,0.053478,-0.010494,0.003748,-0.006203,-0.022776,-0.029286,-0.038273,2
0.028083,0.054084,0.004952,-0.002536,-0.010397,-0.018671,-0.027129,-0.028385,3
0.042924,0.040545,-0.009388,-0.002684,-0.01206,-0.011895,-0.023068,-0.024374,3
0.056084,0.063257,-0.009317,-0.019559,-0.023597,-0.024654,-0.019534,-0.022679,3
0.046088,0.054153,-0.005516,-0.008008,-0.011147,-0.026033,-0.030316,-0.019221,3
0.043458,0.046775,-0.023739,-0.017491,-0.006221,-0.010112,-0.013679,-0.018991,3
0.05109,0.041992,-0.011599,-0.006406,-0.017763,-0.025772,-0.018861,-0.012681,3
0.05902,0.054788,-0.014699,-0.024309,-0.023094,-0.02009,-0.011265,-0.020351,3
0.041907,0.057333,-0.010082,-0.017452,-0.020461,-0.020468,-0.010912,-0.019865,3
0.021186,0.031025,-0.01058,0.002119,0.010858,0.003479,-0.021361,-0.036726,3
0.045777,0.055575,-0.009702,0.000149,-0.014056,-0.024938,-0.030797,-0.022008,3
0.039942,0.046247,-0.014837,-0.005705,-0.010605,-0.016352,-0.01801,-0.02068,3
0.031362,0.028817,-0.01758,-0.001345,0.002029,-0.00242,-0.011101,-0.029762,2
0.040776,0.040806,-0.005071,-0.007943,-0.000684,-0.016397,-0.018154,-0.033334,3
0.053739,0.051209,-0.022684,-0.023316,-0.012613,-0.01031,-0.010918,-0.025106,3
0.05345,0.035766,-0.013339,-0.004212,-0.00308,-0.019088,-0.02373,-0.025767,3
