@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute attr130 numeric
@attribute attr131 numeric
@attribute attr132 numeric
@attribute attr133 numeric
@attribute attr134 numeric
@attribute attr135 numeric
@attribute attr136 numeric
@attribute attr137 numeric
@attribute attr138 numeric
@attribute attr139 numeric
@attribute attr140 numeric
@attribute attr141 numeric
@attribute attr142 numeric
@attribute attr143 numeric
@attribute attr144 numeric
@attribute attr145 numeric
@attribute attr146 numeric
@attribute attr147 numeric
@attribute attr148 numeric
@attribute attr149 numeric
@attribute target {1,2}

@data
0.004638,0.013575,0.015674,0.009941,0.007723,-0.000748,-0.005295,-0.009517,-0.007036,-0.009818,-0.010576,-0.011754,-0.013196,-0.00818,-0.008257,-0.001985,0.003611,0.007021,0.008591,0.004238,0.004203,0.001384,-0.002288,-0.001142,0.000981,0.001571,-0.001747,-0.005524,-0.011848,-0.010689,-0.007441,-0.008587,-0.012158,-0.017567,-0.014111,-0.013671,-0.004949,-0.005209,-0.004858,-0.01112,-0.003187,-0.008072,-0.00644,-0.003996,-0.003907,0.000841,0.005805,0.000467,0.005484,0.003047,0.003742,-0.003278,-0.006028,-0.006865,-0.001193,-0.002825,-0.00143,-0.001485,0.002308,0.009493,0.006878,0.00974,0.011194,0.007032,0.003822,0.004158,0.001153,-0.007982,-0.013273,-0.012784,-0.012065,-0.010598,-0.005064,-0.00584,-0.010256,-0.002141,-0.001199,-0.001428,0.000225,0.005278,0.004233,0.002689,0.007106,0.009284,0.009558,0.011874,0.016257,0.013706,0.016811,0.01419,0.011566,0.010417,0.010062,0.009187,0.006995,0.000681,-0.002612,-0.004949,-0.006117,-0.008266,-0.005999,-0.011493,-0.011925,-0.016145,-0.020398,-0.024466,-0.023191,-0.021355,-0.021631,-0.021599,-0.018266,-0.012078,-0.012887,-0.009617,-0.001871,0.004313,0.007876,0.00466,0.002108,0.007436,0.013481,0.007742,-0.00093,-0.00009,0.008469,0.003386,0.007593,0.007964,0.011209,0.00899,0.013224,0.020814,0.020637,0.024706,0.016982,0.01948,0.021368,0.01537,0.016098,0.009412,0.013908,0.009898,0.016617,0.009753,0.01042,0.011509,0.013833,0.012128,0.013776,2
-0.034094,-0.029772,-0.028681,-0.022611,-0.030991,-0.027275,-0.023361,-0.024103,-0.0285,-0.034609,-0.030438,-0.032585,-0.031105,-0.029984,-0.022429,-0.022464,-0.025202,-0.027604,-0.023512,-0.018024,-0.02059,-0.025067,-0.017889,-0.021766,-0.02196,-0.026176,-0.028128,-0.026003,-0.024526,-0.031779,-0.027757,-0.024908,-0.028597,-0.032399,-0.032274,-0.029562,-0.024209,-0.019276,-0.026637,-0.030352,-0.026955,-0.022159,-0.021084,-0.013287,-0.018614,-0.01563,-0.011343,-0.007858,-0.005558,-0.007686,-0.010195,-0.009343,-0.006339,-0.013175,-0.011263,-0.018907,-0.014469,-0.015944,-0.011945,-0.013121,-0.004894,0.000323,0.001377,0.001505,0.00291,0.00316,0.001006,-0.001865,-0.001242,-0.003673,-0.004851,-0.003751,-0.006914,-0.003727,-0.005675,-0.007412,-0.009408,-0.01552,-0.023387,-0.027135,-0.029525,-0.03288,-0.03596,-0.039104,-0.040337,-0.045189,-0.047309,-0.046801,-0.043015,-0.039232,-0.04375,-0.038945,-0.036408,-0.035155,-0.033099,-0.027625,-0.027816,-0.026234,-0.025749,-0.021446,-0.019053,-0.019184,-0.025508,-0.030235,-0.028903,-0.028188,-0.03437,-0.035974,-0.035877,-0.032762,-0.03537,-0.033994,-0.031291,-0.026654,-0.026506,-0.027311,-0.022708,-0.019929,-0.022285,-0.025051,-0.024782,-0.029297,-0.027528,-0.019243,-0.022005,-0.022011,-0.02384,-0.02608,-0.03077,-0.022607,-0.016975,-0.017996,-0.025667,-0.025127,-0.022728,-0.024532,-0.02776,-0.026463,-0.022964,-0.019888,-0.024451,-0.028227,-0.028281,-0.020867,-0.021743,-0.025793,-0.026219,-0.021101,-0.019665,2
-0.00161,0.000207,0.000252,0.000899,0.000177,-0.000479,0.003845,0.006681,0.014419,0.02281,0.027409,0.030104,0.03193,0.036474,0.034836,0.036139,0.034494,0.031095,0.025944,0.026059,0.021166,0.023426,0.024653,0.026436,0.025165,0.021248,0.020805,0.020533,0.017482,0.016793,0.021693,0.027629,0.027463,0.033261,0.035288,0.034143,0.037166,0.033607,0.027036,0.023351,0.016555,0.013027,0.019422,0.02341,0.025454,0.020963,0.015442,0.015807,0.007891,0.007471,-0.0015,-0.007887,0.000222,0.00472,0.00254,0.008001,0.003013,0.003095,-0.000338,-0.00348,-0.007106,-0.004262,0.000068,-0.001203,-0.008282,-0.007781,-0.011729,-0.012302,-0.015089,-0.010221,-0.006636,-0.00678,-0.006061,-0.008642,-0.006942,-0.007875,-0.0093,-0.002636,0.002494,0.002351,0.007998,0.010514,0.009723,0.008316,0.013934,0.020632,0.019136,0.020108,0.015906,0.011367,0.01626,0.011101,0.011883,0.018853,0.019375,0.020385,0.018028,0.026723,0.020431,0.022746,0.019739,0.019059,0.02535,0.025369,0.027904,0.024765,0.028033,0.021973,0.017565,0.017664,0.010319,0.009988,0.014213,0.008095,0.013605,0.006791,-0.000398,0.000563,-0.003649,0.00114,-0.000816,-0.005378,-0.00766,-0.003148,-0.000417,-0.003683,-0.002507,-0.005036,-0.007395,-0.005964,-0.003664,-0.006836,-0.010578,-0.013374,-0.013402,-0.012728,-0.004838,-0.006595,-0.00959,-0.011275,-0.003823,-0.005735,-0.006892,-0.010391,-0.010305,-0.017436,-0.014942,-0.015618,-0.021619,2
-0.004385,-0.006122,-0.001529,-0.007972,-0.002366,-0.009413,-0.01563,-0.012099,-0.010315,-0.018585,-0.023376,-0.026955,-0.02154,-0.019684,-0.023314,-0.019069,-0.019673,-0.01435,-0.022748,-0.025082,-0.019997,-0.013032,-0.005029,-0.000464,0.005893,0.008345,0.008447,0.01483,0.017643,0.021077,0.017424,0.013182,0.008893,0.009905,0.007736,0.002776,-0.002755,-0.002028,-0.006555,-0.005634,-0.007484,-0.010805,-0.013503,-0.012946,-0.011761,-0.012665,-0.015017,-0.013071,-0.015683,-0.018758,-0.019607,-0.017689,-0.014277,-0.014734,-0.009906,-0.004099,-0.00042,0.006161,0.006709,0.012354,0.020292,0.026155,0.024662,0.027461,0.030883,0.021784,0.019455,0.011897,0.013054,0.018785,0.01543,0.015412,0.011288,0.012825,0.013814,0.015467,0.013031,0.010063,0.010549,0.007463,0.00926,0.006249,0.005917,0.007825,0.002048,0.000167,0.001241,-0.005608,-0.006192,-0.004776,-0.001877,-0.001405,0.000779,-0.002823,-0.000344,-0.006469,-0.003805,-0.007362,-0.00302,-0.002406,-0.003026,-0.004354,-0.004311,-0.008855,-0.006989,-0.015861,-0.015021,-0.019444,-0.021726,-0.019951,-0.02153,-0.026449,-0.026551,-0.029207,-0.031526,-0.030411,-0.023254,-0.023905,-0.022276,-0.026893,-0.028324,-0.030562,-0.039863,-0.039116,-0.03588,-0.040128,-0.045656,-0.05126,-0.048257,-0.054691,-0.051988,-0.054626,-0.050002,-0.051992,-0.059178,-0.059612,-0.063996,-0.057977,-0.058067,-0.061169,-0.061962,-0.056753,-0.058691,-0.060651,-0.055089,-0.052256,-0.053981,-0.052431,-0.052901,2
-0.00388,-0.00461,0.002492,-0.000796,0.004079,0.007973,0.009695,0.004754,0.007236,0.006414,0.010374,0.010709,0.006091,0.006672,0.000082,-0.002691,-0.006823,-0.008776,-0.003906,-0.002878,-0.004449,-0.010089,-0.008859,-0.00633,-0.003924,-0.005598,-0.006322,-0.00679,-0.005212,-0.010001,-0.003412,0.003463,0.002144,-0.003092,-0.00102,0.002509,-0.000857,-0.00782,-0.00267,-0.003203,-0.00384,-0.006949,-0.007984,-0.000847,0.002962,0.003876,0.003608,0.005033,0.005891,0.010205,0.01014,0.018821,0.015426,0.016487,0.011473,0.011665,0.018259,0.017713,0.01088,0.017379,0.021699,0.019704,0.025752,0.024913,0.026168,0.028535,0.030002,0.032418,0.032187,0.025997,0.01942,0.021822,0.022861,0.025373,0.028936,0.031548,0.030527,0.030464,0.026496,0.030605,0.027888,0.029823,0.032042,0.027607,0.028012,0.028538,0.023606,0.026037,0.026502,0.031207,0.032767,0.029467,0.030103,0.031733,0.032096,0.039495,0.041431,0.038685,0.034414,0.03396,0.027816,0.029096,0.030889,0.033586,0.034009,0.028249,0.02924,0.032206,0.034422,0.029343,0.027076,0.027875,0.028457,0.033208,0.026848,0.031078,0.0255,0.026461,0.029263,0.030628,0.031422,0.034878,0.030529,0.038098,0.047541,0.038737,0.045889,0.048325,0.04565,0.046963,0.047504,0.04547,0.048451,0.039016,0.038369,0.032542,0.034613,0.035327,0.036749,0.036474,0.039791,0.041041,0.036169,0.040942,0.042081,0.04168,0.045167,0.044929,0.039224,2
-0.043036,-0.051264,-0.047767,-0.042996,-0.05174,-0.049582,-0.047971,-0.045172,-0.041848,-0.039717,-0.042027,-0.043421,-0.043098,-0.037636,-0.0386,-0.032893,-0.030408,-0.022237,-0.013341,-0.011796,-0.016154,-0.021429,-0.022284,-0.023649,-0.028306,-0.032399,-0.031785,-0.031691,-0.029026,-0.032835,-0.032671,-0.032124,-0.031672,-0.028847,-0.026665,-0.020349,-0.021154,-0.02027,-0.016101,-0.015156,-0.008621,-0.001733,0.00161,0.002566,0.002803,0.00871,0.006641,0.007898,0.010889,0.014995,0.017765,0.014326,0.017117,0.012205,0.012715,0.013323,0.014453,0.014125,0.008349,0.000815,0.000049,-0.00013,-0.003628,-0.004176,0.002251,-0.000815,0.004168,0.008497,0.009016,0.014342,0.009613,0.003963,-0.004293,-0.005124,-0.001262,-0.008089,-0.001351,-0.009246,-0.010218,-0.013393,-0.013133,-0.015619,-0.01756,-0.011515,-0.009494,-0.00694,-0.004541,-0.008378,-0.005591,-0.011023,-0.014211,-0.005691,-0.008548,-0.005787,-0.006138,0.000725,-0.001246,0.004949,0.002234,-0.001236,-0.005565,-0.003704,-0.007279,-0.010116,-0.002029,-0.002568,0.002646,0.008902,0.014,0.014745,0.017956,0.017728,0.017189,0.024358,0.0261,0.026789,0.020839,0.025689,0.028615,0.022671,0.02306,0.016693,0.012052,0.015934,0.014004,0.012129,0.014388,0.013505,0.01488,0.018826,0.023587,0.027347,0.02721,0.02723,0.020213,0.026341,0.024048,0.01951,0.013787,0.008308,0.009788,0.014643,0.015945,0.009858,0.014958,0.015983,0.014548,0.016519,0.018796,2
-0.007796,-0.010236,-0.004492,-0.004427,-0.004387,-0.010129,-0.012105,-0.007978,-0.004044,0.002465,-0.000435,0.005026,0.002256,0.001565,-0.000445,0.00527,0.006775,0.011573,0.010856,0.01507,0.010444,0.012787,0.014084,0.01688,0.015044,0.016742,0.015288,0.014524,0.012366,0.012274,0.013574,0.010573,0.009756,0.011188,0.005615,0.007997,0.007645,0.007174,0.009208,0.008093,0.006544,0.006506,0.009384,0.002,0.00389,0.002151,0.000904,-0.006001,-0.007131,-0.007142,-0.004556,-0.004558,0.001231,-0.00001,-0.007245,-0.009719,-0.015746,-0.015704,-0.013887,-0.01019,-0.016838,-0.007794,-0.004046,-0.001965,0.00337,-0.005184,-0.001141,0.002739,0.001701,0.00301,-0.002909,-0.002074,0.00553,0.002442,0.003452,0.007799,0.004458,0.004254,0.003583,0.0041,0.005293,0.00488,0.010003,0.01297,0.012365,0.012957,0.022475,0.027458,0.023765,0.024482,0.030945,0.030272,0.027979,0.028392,0.030818,0.035412,0.038304,0.034672,0.037248,0.037079,0.034912,0.02787,0.022605,0.031734,0.036041,0.040333,0.046152,0.046625,0.04745,0.043235,0.039613,0.046726,0.046311,0.045796,0.046999,0.042655,0.04042,0.045633,0.042369,0.049381,0.044121,0.050488,0.053345,0.046617,0.053004,0.058754,0.064973,0.068389,0.068504,0.066577,0.071986,0.077248,0.074428,0.070929,0.068571,0.07105,0.073008,0.073117,0.072253,0.067425,0.064398,0.058561,0.051194,0.046806,0.038934,0.035226,0.027433,0.024039,0.017304,2
0.02929,0.028582,0.02982,0.028186,0.030274,0.03433,0.041113,0.037773,0.037186,0.033924,0.033575,0.026923,0.024058,0.018861,0.01716,0.014914,0.018629,0.01943,0.023213,0.02796,0.024865,0.021685,0.018624,0.02042,0.023916,0.027927,0.024149,0.031755,0.035212,0.032436,0.030017,0.029916,0.02886,0.031244,0.0294,0.029192,0.026327,0.021149,0.019975,0.028332,0.035153,0.034982,0.030889,0.029882,0.028873,0.027795,0.027213,0.027119,0.022284,0.021187,0.013977,0.007456,0.001856,-0.001494,-0.002418,-0.003038,-0.004523,-0.00905,-0.007809,-0.012412,-0.012449,-0.010017,-0.008479,-0.006509,-0.00234,0.002148,0.001528,0.001531,0.007806,0.015448,0.019654,0.024426,0.0254,0.024315,0.028363,0.028187,0.026372,0.02812,0.032748,0.031104,0.032808,0.027747,0.031398,0.032913,0.03115,0.024755,0.021692,0.018878,0.011263,0.00461,-0.003054,-0.009138,-0.015535,-0.012285,-0.015906,-0.016499,-0.019003,-0.026412,-0.027667,-0.029659,-0.030958,-0.028522,-0.031561,-0.037764,-0.041462,-0.0464,-0.044702,-0.046971,-0.049012,-0.049665,-0.053233,-0.05849,-0.055777,-0.056405,-0.062147,-0.069058,-0.070837,-0.06619,-0.063108,-0.059265,-0.056609,-0.051549,-0.04518,-0.046096,-0.040178,-0.042498,-0.044617,-0.037577,-0.040215,-0.042004,-0.043737,-0.042699,-0.044354,-0.047298,-0.041446,-0.049451,-0.047549,-0.045437,-0.051991,-0.049985,-0.042278,-0.043027,-0.048861,-0.047945,-0.042552,-0.046783,-0.044184,-0.039314,-0.038356,2
-0.029022,-0.028055,-0.01977,-0.02263,-0.020932,-0.01335,-0.007677,-0.007035,-0.006909,-0.003802,-0.005786,-0.005819,-0.012969,-0.006734,-0.01003,-0.005101,-0.007198,-0.003628,-0.00614,-0.012723,-0.008749,-0.010599,-0.011876,-0.011815,-0.012743,-0.011461,-0.00918,-0.005662,-0.011099,-0.013156,-0.012385,-0.012614,-0.008221,-0.00594,-0.007167,-0.008457,-0.006737,-0.004971,-0.004465,-0.005289,-0.001525,0.001611,0.005741,0.014957,0.018029,0.019866,0.020961,0.022102,0.020871,0.019384,0.022848,0.024381,0.027069,0.032424,0.029404,0.03044,0.034671,0.032569,0.034487,0.032351,0.026499,0.030107,0.02981,0.027971,0.024596,0.021837,0.019639,0.018709,0.022582,0.026252,0.034152,0.038299,0.040915,0.039262,0.035792,0.040724,0.037021,0.036889,0.029101,0.028114,0.02963,0.031813,0.030727,0.034669,0.03547,0.032911,0.038012,0.039212,0.040771,0.041076,0.046211,0.047192,0.044162,0.039099,0.035315,0.031751,0.034744,0.042953,0.050113,0.054234,0.05073,0.049325,0.041509,0.04107,0.043135,0.041305,0.042437,0.042109,0.037606,0.042273,0.048127,0.052112,0.055832,0.05664,0.058926,0.062318,0.052875,0.046361,0.046952,0.051634,0.052705,0.060221,0.056137,0.057423,0.064122,0.062821,0.062807,0.059219,0.056504,0.058304,0.051476,0.056642,0.053959,0.055357,0.057415,0.053284,0.051794,0.048494,0.054577,0.062792,0.062828,0.063974,0.069757,0.071607,0.077826,0.076125,0.07987,0.084034,0.083548,2
0.049708,0.046888,0.044045,0.046534,0.044333,0.038104,0.037898,0.033225,0.030101,0.029923,0.022028,0.016216,0.010785,0.011268,0.009642,0.010968,0.012802,0.013286,0.007334,0.005936,0.003014,0.002984,-0.001986,-0.005983,-0.006744,-0.005328,-0.01102,-0.010834,-0.010437,-0.004998,-0.010676,-0.010519,-0.007072,-0.013833,-0.020711,-0.021634,-0.020378,-0.014823,-0.009921,-0.009432,-0.011308,-0.011168,-0.012118,-0.018119,-0.015295,-0.010522,-0.015011,-0.012865,-0.016984,-0.014666,-0.015967,-0.010514,-0.006082,-0.002411,-0.002328,0.000447,-0.001288,-0.003532,-0.005445,-0.010336,-0.006098,-0.012207,-0.013459,-0.016794,-0.013735,-0.015003,-0.01212,-0.020153,-0.029608,-0.027397,-0.02205,-0.023375,-0.027041,-0.029437,-0.029924,-0.033364,-0.024758,-0.025611,-0.030643,-0.032635,-0.036464,-0.040226,-0.041164,-0.039528,-0.0383,-0.042735,-0.040233,-0.039346,-0.043523,-0.039436,-0.042705,-0.043222,-0.044976,-0.041789,-0.035985,-0.043491,-0.040744,-0.041089,-0.042635,-0.037149,-0.042675,-0.039524,-0.035369,-0.028255,-0.036836,-0.037361,-0.040051,-0.042098,-0.04054,-0.033548,-0.038258,-0.030942,-0.024761,-0.024575,-0.023044,-0.029932,-0.028047,-0.032506,-0.029876,-0.029621,-0.036702,-0.039093,-0.032395,-0.036483,-0.045404,-0.045969,-0.04053,-0.038306,-0.033949,-0.036106,-0.042093,-0.036448,-0.02981,-0.032678,-0.029421,-0.028824,-0.019847,-0.024677,-0.028008,-0.031611,-0.031202,-0.027453,-0.029873,-0.027362,-0.029129,-0.028009,-0.03063,-0.029118,-0.028637,2
