@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute target {1,2,3,4,5,6}

@data
0.072334,0.018158,0.010774,-0.060568,-0.08905,-0.115606,-0.145182,-0.159875,-0.116675,-0.055244,0.011501,0.074306,0.104126,0.146754,0.160165,0.144084,2
0.061169,0.00662,0.062347,-0.016623,-0.069584,-0.09954,-0.154605,-0.174011,-0.167202,-0.104287,-0.01877,0.038568,0.084211,0.165328,0.20243,0.18395,3
0.069091,0.030857,-0.01806,-0.068329,-0.112698,-0.133258,-0.143252,-0.127119,-0.089254,-0.04439,0.029593,0.069448,0.124274,0.146342,0.143877,0.122879,2
0.07252,0.04619,0.037244,-0.019522,-0.053446,-0.080164,-0.113414,-0.123691,-0.106167,-0.083376,-0.023753,0.034757,0.082866,0.118906,0.115762,0.095287,2
0.001616,-0.130184,-0.130317,-0.196545,-0.251152,-0.258142,-0.219251,-0.12642,-0.031391,0.058964,0.118566,0.189765,0.266481,0.259305,0.242652,0.206053,3
0.071599,0.038475,-0.130027,-0.167417,-0.17349,-0.169159,-0.116681,-0.027062,0.042931,0.095508,0.110674,0.110282,0.113651,0.112451,0.060628,0.027636,6
0.033779,-0.004349,-0.021557,-0.097116,-0.158333,-0.177082,-0.152253,-0.109305,-0.033582,0.001538,0.053603,0.095501,0.13458,0.155283,0.147976,0.131315,2
0.058852,0.036824,0.098759,0.040018,-0.02014,-0.078165,-0.132642,-0.155837,-0.161381,-0.117066,-0.060848,-0.008847,0.056247,0.133655,0.157947,0.152626,3
0.023145,-0.009845,-0.018454,-0.05907,-0.0983,-0.136999,-0.154713,-0.119668,-0.081421,-0.007565,0.020687,0.074803,0.131417,0.162034,0.14938,0.124568,3
0.067611,0.041299,-0.062739,-0.077921,-0.090153,-0.112383,-0.098921,-0.064021,0.014045,0.07073,0.06471,0.047169,0.050705,0.069411,0.066377,0.014082,6
0.021371,-0.001515,0.012863,-0.025058,-0.043031,-0.065938,-0.107069,-0.127592,-0.085593,-0.040879,-0.016825,0.024261,0.072908,0.13915,0.132855,0.110091,2
0.074475,0.004785,-0.03575,-0.106461,-0.122447,-0.144482,-0.127475,-0.103486,-0.061979,-0.014255,0.044541,0.096302,0.113592,0.138627,0.118848,0.125165,2
0.031001,0.000426,-0.089835,-0.116855,-0.131433,-0.114508,-0.063159,-0.017099,0.020754,0.067427,0.091325,0.099284,0.104451,0.081601,0.039374,-0.002753,6
0.029189,0.016745,-0.058987,-0.059787,-0.078718,-0.10008,-0.074157,-0.049479,-0.001986,0.043146,0.074006,0.076764,0.06503,0.074538,0.048189,-0.004412,6
0.02739,0.002862,-0.002993,-0.053715,-0.102859,-0.116691,-0.126638,-0.10844,-0.063387,-0.019207,0.031457,0.075429,0.10843,0.132452,0.12849,0.087419,2
0.060718,-0.014925,-0.071466,-0.121492,-0.171701,-0.185246,-0.153244,-0.121172,-0.064009,0.001979,0.074173,0.109859,0.170691,0.193015,0.170912,0.121908,2
0.04016,0.007018,0.002033,-0.054328,-0.077602,-0.124805,-0.133188,-0.130483,-0.101531,-0.062477,-0.006576,0.043609,0.106796,0.163727,0.180689,0.14696,3
0.060919,0.035186,0.068963,0.024674,-0.042859,-0.107124,-0.144578,-0.176061,-0.164781,-0.114226,-0.047905,0.015494,0.070447,0.143877,0.190181,0.187792,3
0.049145,0.029288,-0.058247,-0.050824,-0.072917,-0.095422,-0.093297,-0.066148,0.007313,0.054164,0.06745,0.048209,0.058737,0.079061,0.04414,-0.000651,6
-0.00406,-0.026856,0.083629,0.050997,0.005024,-0.026087,-0.087715,-0.098137,-0.091749,-0.085166,-0.04959,-0.034151,0.005633,0.091283,0.146559,0.120387,5
0.041153,-0.007234,0.033432,-0.017033,-0.083572,-0.141153,-0.203516,-0.194919,-0.156499,-0.04477,0.033363,0.085848,0.111287,0.162703,0.209968,0.170942,2
0.062678,0.050044,0.004739,-0.066457,-0.075173,-0.107292,-0.145826,-0.153257,-0.095981,-0.056872,0.011452,0.075445,0.112719,0.145439,0.124094,0.11425,2
0.056087,0.033072,0.051152,-0.006157,-0.06609,-0.117625,-0.160778,-0.184002,-0.146389,-0.090702,-0.021957,0.027483,0.094211,0.170409,0.190906,0.17038,3
0.019472,0.011482,0.009019,-0.041581,-0.079914,-0.113371,-0.12128,-0.117144,-0.123393,-0.063008,-0.002369,0.0783,0.130973,0.155844,0.140223,0.116748,2
0.049926,0.026651,0.017636,-0.052934,-0.095131,-0.133907,-0.154576,-0.139617,-0.106781,-0.050119,0.01244,0.060525,0.120035,0.16153,0.160077,0.124245,2
0.046008,0.022371,0.015639,-0.01202,-0.013754,-0.078071,-0.074414,-0.075945,-0.066218,-0.056264,-0.025079,-0.005123,0.030031,0.076573,0.1115,0.104765,2
0.065426,0.043859,-0.043489,-0.04262,-0.063681,-0.074052,-0.059289,-0.03775,0.000421,0.01214,0.046232,0.040283,0.031125,0.049747,0.037248,-0.005601,6
0.043849,0.008012,-0.08674,-0.103472,-0.117841,-0.107343,-0.067384,-0.019858,0.00806,0.05822,0.087545,0.084261,0.095533,0.081252,0.036359,-0.000452,6
0.0912,0.0487,0.119475,0.049256,-0.015487,-0.092377,-0.13553,-0.176982,-0.197479,-0.142596,-0.084073,-0.026443,0.031074,0.11961,0.19493,0.216723,3
0.046514,0.010101,-0.096249,-0.106789,-0.123038,-0.091018,-0.065612,-0.008542,0.023448,0.056938,0.079611,0.077278,0.081075,0.074939,0.035859,0.005485,6
0.044652,0.00289,-0.023437,-0.073909,-0.125639,-0.154607,-0.157239,-0.138918,-0.056759,0.00178,0.043939,0.099832,0.140448,0.153787,0.147474,0.095705,2
0.036563,-0.072039,-0.061579,-0.106799,-0.176692,-0.227495,-0.228445,-0.142415,-0.042868,0.017546,0.066929,0.143094,0.202804,0.213928,0.202415,0.175052,2
0.084836,0.009567,-0.053284,-0.11386,-0.154001,-0.189318,-0.181474,-0.150138,-0.052625,-0.000367,0.04214,0.106221,0.159159,0.173344,0.186676,0.133122,2
0.051192,0.035695,0.108887,0.064898,0.003568,-0.047699,-0.112035,-0.134282,-0.156977,-0.140236,-0.074453,-0.032674,0.015116,0.088621,0.164953,0.165425,4
0.024141,0.001672,-0.043382,-0.030056,-0.03294,-0.041822,-0.031368,-0.014883,-0.023972,-0.015523,0.029953,0.053327,0.049087,0.044624,0.0401,-0.008958,6
0.015762,-0.000183,0.082601,0.055524,-0.02146,-0.087485,-0.134692,-0.158739,-0.135245,-0.115569,-0.088285,-0.014685,0.087387,0.161678,0.178059,0.175331,5
0.092823,0.040754,-0.026049,-0.068343,-0.116197,-0.157765,-0.158347,-0.157997,-0.100474,-0.043402,0.01531,0.096689,0.12439,0.152559,0.154146,0.151903,2
0.041407,0.013065,-0.065485,-0.079566,-0.087679,-0.091157,-0.074182,-0.035921,0.005353,0.055743,0.075762,0.068066,0.069133,0.072485,0.042661,-0.009686,6
0.070464,0.036584,-0.061774,-0.083227,-0.117124,-0.121107,-0.084619,-0.038621,0.009324,0.047502,0.076946,0.068397,0.058698,0.076628,0.048788,0.013142,6
0.076098,-0.039202,-0.111832,-0.199919,-0.232555,-0.228781,-0.228,-0.147502,-0.041298,0.028412,0.11058,0.175293,0.224083,0.247393,0.208155,0.159075,2
0.063968,0.038816,-0.047785,-0.069642,-0.08198,-0.093874,-0.091571,-0.036728,-0.006689,0.046949,0.080358,0.05618,0.053008,0.044491,0.042675,0.001823,6
0.01922,-0.026514,0.001346,-0.040326,-0.119938,-0.165261,-0.18582,-0.156553,-0.101078,-0.010152,0.035115,0.079374,0.139942,0.1965,0.191873,0.142272,2
0.056293,0.062492,-0.006185,-0.075676,-0.092635,-0.129688,-0.125223,-0.104065,-0.046935,-0.016587,0.016862,0.052699,0.089181,0.110853,0.109192,0.099424,1
0.036767,0.024825,0.025886,-0.044222,-0.082576,-0.125507,-0.165951,-0.174837,-0.097533,-0.055799,0.003906,0.058456,0.1263,0.170529,0.172889,0.126865,2
0.002801,-0.01505,0.089486,0.052497,-0.007858,-0.083359,-0.124427,-0.173293,-0.146469,-0.082972,-0.009116,0.029748,0.046615,0.124358,0.153611,0.143426,4
0.052656,0.028827,-0.063569,-0.091976,-0.119573,-0.125705,-0.099035,-0.042561,0.014946,0.063645,0.092565,0.076673,0.070907,0.076602,0.058453,0.007147,6
0.038173,-0.009173,0.007419,-0.038619,-0.119655,-0.158997,-0.172457,-0.157821,-0.109998,-0.029819,0.029671,0.071179,0.12939,0.192113,0.187614,0.140981,3
0.0292,0.027601,0.028929,-0.055404,-0.10433,-0.14822,-0.158328,-0.168164,-0.10683,-0.046453,0.032656,0.051599,0.109824,0.170058,0.18495,0.152913,2
0.032662,0.009376,-0.080528,-0.093278,-0.100117,-0.117058,-0.105978,-0.048683,0.020795,0.068818,0.101439,0.092669,0.087082,0.081904,0.055131,-0.004235,6
0.014396,-0.025171,-0.100656,-0.116473,-0.133281,-0.126383,-0.090788,-0.022834,0.041808,0.085351,0.116709,0.10837,0.11498,0.089965,0.047786,-0.003778,6
0.021393,0.000285,-0.066088,-0.052288,-0.055056,-0.085038,-0.096712,-0.059129,0.018911,0.07613,0.070611,0.057606,0.078649,0.072808,0.024999,-0.007078,6
0.052824,0.019517,0.065504,-0.001988,-0.058992,-0.091203,-0.127406,-0.139463,-0.113493,-0.059451,-0.026018,0.011592,0.045812,0.131115,0.151656,0.139995,2
0.067003,-0.010844,-0.036251,-0.115769,-0.14468,-0.170383,-0.183424,-0.134572,-0.057231,0.000303,0.040199,0.080454,0.145395,0.17506,0.178369,0.16637,2
0.03711,-0.000404,0.044106,-0.014009,-0.068713,-0.107019,-0.154263,-0.166022,-0.129044,-0.093341,0.001366,0.045921,0.088949,0.153134,0.200558,0.161672,3
0.049718,0.029512,-0.060062,-0.064699,-0.087586,-0.09211,-0.06761,-0.031331,0.025011,0.059164,0.056668,0.041232,0.061171,0.060256,0.022698,-0.002034,6
0.040187,0.016062,-0.091654,-0.099967,-0.118833,-0.112302,-0.071089,-0.020048,0.036479,0.069411,0.081149,0.081708,0.085092,0.073703,0.039071,-0.008969,6
0.092807,0.029273,0.005319,-0.073872,-0.117212,-0.153834,-0.166909,-0.140859,-0.108076,-0.044933,0.025841,0.073922,0.118706,0.165002,0.164587,0.130236,2
0.044815,0.060364,0.037536,-0.012922,-0.051087,-0.091852,-0.089838,-0.104245,-0.078155,-0.065258,-0.031067,0.029809,0.069316,0.09196,0.106777,0.083849,2
0.064203,0.00303,-0.014195,-0.098693,-0.165909,-0.221015,-0.203806,-0.168918,-0.105476,-0.031428,0.057385,0.121822,0.169027,0.209047,0.208802,0.176125,3
0.062969,0.032878,-0.058937,-0.055595,-0.091611,-0.105803,-0.089569,-0.051079,0.002779,0.062336,0.043832,0.025857,0.052729,0.079994,0.069004,0.020216,6
0.057623,0.042955,-0.04522,-0.054457,-0.074537,-0.076094,-0.061748,-0.03474,-0.009778,0.032262,0.045796,0.04136,0.043177,0.056891,0.042574,-0.006064,6
0.026278,0.000425,0.04158,-0.033651,-0.072848,-0.102059,-0.122469,-0.117444,-0.10521,-0.05514,0.002331,0.046521,0.08937,0.124088,0.146929,0.131301,3
0.037014,0.023586,-0.03247,-0.025228,-0.046135,-0.066815,-0.062887,-0.047871,-0.026392,-0.014977,0.034672,0.062011,0.044309,0.044332,0.056088,0.020763,6
0.02486,-0.002685,-0.090656,-0.110593,-0.132149,-0.128646,-0.095272,-0.007548,0.054958,0.085559,0.099033,0.087935,0.099627,0.085986,0.038133,-0.008543,6
0.042863,0.022213,-0.066115,-0.077108,-0.108276,-0.126655,-0.116927,-0.069872,0.015347,0.064712,0.08771,0.073432,0.078449,0.100249,0.069016,0.010962,6
0.02309,0.005511,0.052699,-0.002944,-0.064589,-0.110524,-0.136704,-0.135777,-0.1169,-0.083257,-0.028332,0.022686,0.083161,0.157338,0.179466,0.155075,3
0.023061,-0.014097,-0.040998,-0.115159,-0.143821,-0.160833,-0.1427,-0.119575,-0.042555,0.023498,0.078348,0.116442,0.146051,0.163708,0.141689,0.086941,2
0.031132,0.005333,0.019953,-0.04202,-0.113199,-0.151565,-0.191015,-0.1628,-0.096881,-0.043258,0.02234,0.079756,0.155622,0.175943,0.156232,0.154426,3
0.021024,-0.014952,-0.018108,-0.054995,-0.10118,-0.106286,-0.106766,-0.090579,-0.043917,-0.002951,0.035207,0.059527,0.09276,0.121422,0.107314,0.10248,2
0.055575,0.017887,-0.064113,-0.062531,-0.065239,-0.06485,-0.066314,-0.04143,-0.00203,0.021152,0.051565,0.062174,0.059801,0.069586,0.03925,-0.010483,6
0.041296,0.016144,-0.07493,-0.066389,-0.083853,-0.104685,-0.096254,-0.035285,0.006781,0.059827,0.087198,0.058058,0.062528,0.072378,0.054402,0.002786,6
