@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute target {1,2}

@data
12.255248,11.250371,9.631534,7.701272,5.710685,3.465205,0.97405,-1.435645,-4.173081,-5.960931,-4.683732,-2.604493,-0.064007,0.667824,-1.311323,-3.279539,-1.6072,0.633849,2.770047,2.948345,1.119195,-1.155657,-3.377731,-5.914018,-5.963784,-4.280305,-2.840315,-1.520496,-1.488954,-2.061668,-3.347909,-3.490668,-1.200639,0.962748,3.035602,2.672442,0.325249,-1.840449,-3.609339,-1.84081,0.232281,2.425877,2.233176,0.056548,-2.11224,-4.146623,-6.176678,-5.790752,-2.809396,-0.125226,2.301309,4.54267,6.617219,8.4466,10.163357,11.490817,11.855062,10.324559,8.001689,5.343214,2.799177,0.257504,-2.074631,-4.608521,-6.510821,-4.996592,-2.742002,-0.618426,1.601686,3.290523,2.323487,0.109736,-1.932958,-4.129505,-6.649619,-7.099605,-4.786527,-3.532902,-2.076035,-1.36529,-2.130343,-3.711986,-4.940306,-7.229702,-5.880489,-3.545334,-1.296733,0.783382,2.591041,1.747423,-0.461179,-2.630126,-4.708174,-7.10132,-7.416482,-4.968049,-2.767175,-0.218228,2.211064,4.755311,7.430832,10.256076,12.027382,2
0.318707,-1.900209,-3.147821,-1.787934,-1.638511,-3.111678,-4.549394,-6.323747,-6.209122,-4.327904,-2.592607,-0.66935,1.144624,0.535618,-1.60886,-0.575828,1.474161,3.54842,5.730912,8.007485,9.512029,9.965541,9.161883,7.810416,5.922131,4.328178,4.558479,3.970317,2.008352,-0.018731,-2.246194,-4.471628,-4.219678,-2.514339,-0.736472,1.239705,1.125395,-0.858162,-2.668037,-4.616783,-5.719405,-7.18037,-9.402969,-8.678873,-6.598985,-4.669216,-2.640225,-0.651032,1.403265,2.847795,3.815201,4.460863,5.005872,4.498612,2.404971,1.169423,-1.493458,-3.59127,-4.615089,-5.518557,-7.491756,-8.277876,-6.423288,-4.763656,-2.834107,-1.080586,0.428591,-0.732139,-2.707751,-3.907057,-2.040198,-0.117031,2.116697,3.445533,4.636801,6.578216,7.894919,9.400802,10.923179,11.912983,11.507879,10.240425,7.998908,5.577045,3.199712,0.964905,-1.315294,-3.362207,-5.740327,-6.637756,-5.202802,-3.591027,-1.520111,0.244476,2.380066,2.042412,-0.158305,-1.841356,-3.975904,-4.999861,-4.001009,-2.926989,-0.26107,2
9.52029,6.235888,3.291791,-0.22235,-2.709214,-4.686488,-7.024915,-4.568042,-2.172516,0.67962,2.355414,3.647245,6.100766,7.412721,5.408226,2.520117,-0.218418,-2.803243,-5.819939,-6.429082,-4.324706,-2.284705,0.956249,4.019766,2.975539,-0.544648,-3.022447,-5.294809,-7.113924,-9.964924,-10.737646,-8.983411,-6.268518,-3.282054,-0.936948,1.675749,4.574633,6.272526,4.090306,1.234124,-1.492228,-3.978177,-2.198731,0.231441,2.501624,5.692695,6.822536,4.536963,1.455081,0.288285,2.127455,3.112733,4.693162,6.528793,9.231618,7.481891,4.65228,2.984851,1.362406,0.02787,-2.228038,-3.733161,-6.111681,-5.598711,-2.034559,-0.609972,-3.25265,-6.589311,-8.837844,-9.333198,-6.51347,-3.838783,-0.996201,2.05547,4.883303,5.103435,3.165029,0.519327,-2.491442,-5.306916,-7.973016,-6.727047,-3.470943,-0.643502,1.744072,-0.349053,-3.141616,-6.432622,-5.825165,-3.012334,-0.782306,2.270293,4.796865,7.974748,10.119593,8.157427,5.07005,2.581831,-0.419134,-0.363085,3.157384,6.129566,9.266797,2
4.989672,4.585009,3.895339,3.088379,1.743153,-0.247156,-2.383619,-4.319581,-6.157187,-8.29539,-9.484316,-7.671743,-5.827711,-4.887112,-3.034625,-1.23535,0.821025,1.41006,-0.351302,-2.185723,-3.946185,-4.665902,-2.759456,-0.363435,1.630825,3.630497,4.595494,4.234128,5.486186,7.538065,8.923155,9.925282,9.667907,8.380187,6.172255,3.962778,1.86352,-0.180321,-1.692194,0.089666,1.294674,-0.280402,-2.256581,-4.011677,-5.938865,-6.497092,-4.837485,-3.343707,-1.870286,-1.560489,-3.056648,-2.338223,0.103252,0.133503,-2.493628,-3.887054,-4.832082,-4.372503,-2.16148,-0.509251,1.651495,2.54503,0.639078,-1.207331,-3.187392,-4.95424,-6.478866,-6.178417,-3.768311,-1.67309,0.523543,2.788486,5.124805,7.526102,9.855742,11.339193,11.936967,11.211004,9.691606,8.188039,6.89113,5.019071,3.559104,2.49707,0.235689,-1.615746,-3.766393,-3.027563,-1.073383,0.389863,-0.695057,-2.532787,-4.398809,-6.0808,-8.011131,-7.87349,-5.763727,-4.865175,-3.818359,-2.100955,0.920134,2.082035,4.227584,2
10.052471,6.805491,4.125677,1.202202,-1.599884,-4.422755,-6.820676,-4.357251,-0.739848,1.334189,-1.064852,-4.479309,-8.124097,-8.033619,-5.073532,-2.821551,0.808764,1.915935,-1.692138,-4.377662,-7.46805,-8.270584,-5.436989,-2.712948,0.132556,3.560982,4.749599,1.810211,-1.441745,-2.756522,0.306975,3.554932,4.98643,4.351714,2.251703,1.700601,3.421887,0.184388,-3.305128,-3.329796,0.408524,0.917263,-2.048723,-5.397991,-8.165471,-6.761713,-3.039551,-0.68419,2.343753,1.133263,-1.750999,-4.707873,-8.022051,-10.655211,-9.227354,-6.086694,-3.143157,-1.205394,-3.961161,-5.861863,-3.191501,0.221373,3.604625,7.268667,10.318143,11.159957,8.89731,6.656855,3.323705,2.158913,4.228514,2.486425,1.979725,5.533279,6.029125,2.933761,0.107693,-3.024683,-5.416862,-2.755969,-0.169668,3.09237,3.082425,0.789341,-1.642091,-3.706158,-6.793052,-7.584957,-4.578288,-1.27672,2.458348,6.61794,7.763495,4.475523,0.660663,-0.84837,1.857954,4.603849,4.467709,3.705642,6.763629,9.375518,11.354668,2
11.132957,8.72193,5.259004,1.590099,-1.651347,-5.107827,-5.319245,-1.839383,-1.903328,-4.870853,-7.835675,-10.620637,-9.407221,-6.127412,-2.942684,-0.118601,2.383383,0.777943,-2.117811,-4.955277,-8.317991,-6.754617,-3.490994,-0.164152,1.313055,-1.797056,-3.935235,-1.547967,2.470413,2.811555,1.394963,3.665281,4.770916,4.52991,1.777499,-1.729874,-2.587163,0.502746,3.624882,4.775802,1.458292,-1.384142,-4.369331,-7.068031,-8.599058,-5.393647,-3.179138,0.75634,1.861737,-1.233674,-4.28103,-6.585618,-8.956623,-6.007188,-2.720437,0.838588,0.41564,-2.595035,-6.350888,-5.823189,-2.745351,-0.034547,2.75338,5.747202,8.535365,11.34237,10.428799,7.976221,4.782242,3.707352,5.046634,3.257126,0.041299,-0.583179,2.829276,6.545385,7.845145,4.18127,0.310495,-3.254328,-6.418816,-7.835944,-4.795837,-2.58772,-0.168385,2.032237,3.76927,1.271203,-1.521819,-4.668315,-4.583994,-1.022953,1.548312,4.87648,6.401498,3.404497,1.575566,3.988321,3.108536,2.166125,5.380685,7.844786,10.380553,2
6.933604,3.475901,0.495803,-3.201898,-4.101898,-1.059602,1.359627,4.336021,6.77509,9.810369,9.790607,6.953548,4.114722,1.589082,-0.391475,-3.200435,-6.388266,-8.520057,-7.165217,-4.804448,-2.331057,0.477388,-0.170308,-3.16993,-5.755911,-7.722258,-5.512624,-2.936481,0.004314,2.833047,5.990892,5.439271,2.284766,-0.712909,-3.469354,-1.94733,1.593899,4.54152,8.44263,10.284658,7.006429,4.117776,1.466178,-1.71227,-4.906316,-8.028234,-7.10672,-3.669894,-0.564953,2.798524,6.086952,6.995238,3.523863,0.732939,-2.984608,-5.789759,-9.363589,-10.861746,-8.566863,-5.354401,-2.599171,0.174738,-0.451345,-3.197487,-6.321172,-7.226709,-4.189629,-0.730595,1.733344,4.491014,8.471259,10.724377,9.520862,6.519151,3.391278,-0.123211,-3.535217,-6.422246,-4.784111,-1.763629,0.972934,3.437484,1.529009,-1.266778,-4.384711,-5.483242,-2.584854,-0.011988,2.792104,5.26459,3.469853,0.647127,-1.709687,-1.36636,2.308717,5.022649,2.111536,-1.652502,-4.457781,-4.189521,-0.681984,1.950314,5.817742,2
10.094417,6.444911,3.137834,-0.079195,-3.221209,-2.535168,0.876711,3.709315,6.406368,4.580712,1.495956,-1.428822,-4.079428,-6.900948,-7.270142,-4.434475,-1.807904,0.787531,-0.677327,-3.615824,-5.872911,-8.191503,-7.906621,-4.83251,-1.798593,0.592957,2.637093,5.489823,8.368826,10.409154,8.394921,5.636201,2.907462,0.198649,-2.558482,-4.401243,-1.302312,1.78019,5.304064,7.110756,3.866761,0.685058,-2.375526,-4.936293,-3.19597,-0.064716,4.02417,4.326357,0.26618,-1.997701,-0.71058,1.910886,4.716054,4.578109,1.295438,-1.05982,-4.195764,-5.487125,-2.836188,0.04136,2.858047,2.685711,-0.479076,-3.038475,-6.156851,-5.344535,-1.836408,1.54986,4.939135,8.019984,10.502117,9.976416,6.533859,2.970089,0.667357,-2.369221,-5.901311,-7.379011,-4.801665,-1.876751,0.359045,-1.022794,-3.958544,-6.913716,-10.016098,-10.71286,-7.451723,-4.561233,-1.156069,2.049913,5.383451,7.250935,4.511716,1.224623,-2.089046,-5.313681,-8.188395,-6.738636,-3.303626,-0.224679,2.895689,5.289067,8.867461,2
9.201321,6.560907,3.601901,0.641384,-0.428269,2.689912,6.000572,6.160561,2.314672,-0.639352,-3.936183,-6.494322,-9.35292,-8.981838,-6.243773,-3.705396,-1.153145,1.511805,1.38833,-1.451539,-3.578647,-6.281319,-5.564143,-2.374312,-0.27157,1.969777,4.82434,7.489844,9.908718,8.870732,5.561181,2.896129,-0.178528,-2.689808,-5.616183,-4.341006,-0.984813,2.290926,5.508944,4.496707,0.823566,-1.84556,-5.217398,-6.420036,-3.550553,-0.859365,2.132165,5.804854,5.852294,2.2732,-0.49716,-2.332916,-0.063892,2.24935,5.152181,3.773968,0.760844,-1.61975,-4.542503,-6.968988,-4.412137,-1.796023,1.34411,1.981979,-1.117573,-3.696296,-6.731142,-5.672061,-1.908338,1.466413,5.197421,8.203892,9.625634,7.557703,4.569394,1.330599,-0.465755,-3.5741,-7.059051,-6.195312,-2.994471,-0.405258,2.832734,2.06044,-1.198137,-4.088662,-7.015422,-9.954784,-12.072508,-9.424583,-5.864549,-2.250971,1.551059,4.835606,8.400517,7.72279,4.072345,0.525792,-3.094459,-1.82004,2.286545,4.833422,7.887337,2
6.199657,2.537573,-0.482021,-3.184721,-6.210309,-5.612663,-2.205627,0.440528,4.103055,5.651778,2.858276,-0.592292,-3.911596,-5.793376,-3.068388,-0.523756,2.521012,5.159772,8.499525,10.020933,7.838114,5.167834,2.336442,-0.113691,-2.088791,-5.176621,-6.364929,-3.899472,-1.710109,1.06585,1.766476,-0.882303,-3.393624,-5.850824,-8.648203,-9.618508,-6.846843,-4.315159,-1.034857,1.957602,5.848405,6.298226,3.190477,-0.255014,0.349762,3.229642,6.079562,8.988319,8.228365,5.127566,2.657527,-1.316098,-3.294954,-0.025628,3.62842,7.324956,8.623161,5.331088,1.983189,-1.838523,-5.433563,-8.925942,-11.979595,-10.407317,-7.267048,-4.526269,-1.51506,1.701908,3.081488,0.011609,-2.638933,-5.782888,-7.215258,-4.143564,-0.737121,1.026318,4.176525,7.146989,9.548958,8.532589,5.619497,1.973426,-1.501691,-5.246204,-6.907162,-4.095439,-1.483007,1.703824,1.732109,-1.477061,-4.075914,-6.914005,-5.018774,-1.916275,0.505529,3.381022,5.271984,2.601998,0.250077,-2.16479,-0.968843,1.900414,5.421263,2
