@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute target {1,2}

@data
-0.447994,2.501851,-0.447994,-0.447994,2.670698,-0.447994,3.37588,-0.447994,2.779951,-0.447994,-0.447994,2.491919,-0.447994,-0.447994,4.021469,-0.447994,-0.447994,3.534794,-0.447994,2.561444,-0.447994,2.442259,-0.447994,2.948798,-0.447994,-0.447994,2.879273,-0.447994,-0.447994,2.760087,-0.447994,-0.447994,2.491919,-0.447994,2.630969,-0.447994,2.730291,-0.447994,3.266626,-0.447994,2.760087,-0.447994,-0.447994,2.978594,-0.447994,2.481987,-0.447994,3.216966,-0.447994,-0.447994,2.630969,-0.447994,1
-0.68904,2.101424,-0.68904,-0.68904,2.002937,-0.68904,1.920865,-0.68904,1.814171,-0.68904,2.052181,-0.68904,-0.68904,1.732098,-0.68904,2.922149,-0.68904,-0.68904,2.758004,-0.68904,1.888036,-0.68904,-0.68904,2.593859,-0.68904,1.830585,-0.68904,-0.68904,1.961901,-0.68904,2.150668,-0.68904,-0.68904,2.199911,-0.68904,-0.68904,2.191704,-0.68904,1.805964,-0.68904,-0.68904,2.060388,-0.68904,2.101424,-0.68904,1.945487,-0.68904,1.814171,-0.68904,1.970109,-0.68904,-0.68904,1
-0.204049,-0.204049,5.129993,-0.204049,-0.204049,6.048308,-0.204049,-0.204049,4.680605,-0.204049,4.426603,-0.204049,-0.204049,5.0323,-0.204049,-0.204049,5.579381,-0.204049,-0.204049,4.60245,-0.204049,-0.204049,5.286302,-0.204049,-0.204049,4.543834,-0.204049,-0.204049,4.680605,-0.204049,-0.204049,5.462149,-0.204049,-0.204049,4.915068,-0.204049,-0.204049,5.16907,-0.204049,4.016292,-0.204049,-0.204049,4.543834,-0.204049,4.016292,-0.204049,3.938137,-0.204049,6.790775,-0.204049,3.879522,-0.204049,1
-0.266561,-0.266561,3.823,-0.266561,3.465358,-0.266561,3.651954,-0.266561,-0.266561,5.22247,-0.266561,3.651954,-0.266561,3.232113,-0.266561,5.098072,-0.266561,3.636404,-0.266561,3.325411,-0.266561,3.636404,-0.266561,-0.266561,4.258391,-0.266561,3.434258,-0.266561,-0.266561,3.729702,-0.266561,4.040695,-0.266561,-0.266561,4.242841,-0.266561,3.605305,-0.266561,-0.266561,5.269119,-0.266561,-0.266561,3.667503,-0.266561,5.035874,-0.266561,-0.266561,4.196192,-0.266561,3.35651,-0.266561,-0.266561,1
-0.598924,-0.598924,2.303172,-0.598924,-0.598924,2.001768,-0.598924,2.389288,-0.598924,-0.598924,2.406511,-0.598924,-0.598924,3.069601,-0.598924,2.862924,-0.598924,2.208445,-0.598924,-0.598924,2.036214,-0.598924,2.087883,-0.598924,-0.598924,2.251503,-0.598924,2.397899,-0.598924,-0.598924,2.130941,-0.598924,-0.598924,2.130941,-0.598924,2.363453,-0.598924,2.001768,-0.598924,-0.598924,2.044825,-0.598924,2.595965,-0.598924,2.156776,-0.598924,2.18261,-0.598924,-0.598924,3.233221,-0.598924,-0.598924,1
-0.384796,3.365768,-0.384796,3.2659,-0.384796,3.143841,-0.384796,3.476731,-0.384796,2.711083,-0.384796,3.276997,-0.384796,3.088359,-0.384796,3.077263,-0.384796,-0.384796,3.754139,-0.384796,-0.384796,3.365768,-0.384796,-0.384796,2.955203,-0.384796,-0.384796,3.432345,-0.384796,-0.384796,2.921914,-0.384796,2.799854,-0.384796,-0.384796,2.744372,-0.384796,3.454538,-0.384796,-0.384796,3.2659,-0.384796,2.711083,-0.384796,3.254804,-0.384796,3.043974,-0.384796,2.81095,-0.384796,2.733276,-0.384796,1
1.138264,-0.604402,2.788325,-0.604402,2.039062,-0.604402,1.887526,-0.604402,2.241111,-0.604402,-0.604402,1.98855,-0.604402,-0.604402,2.687301,-0.604402,1.887526,-0.604402,-0.604402,1.98855,-0.604402,2.081156,-0.604402,1.744409,-0.604402,2.316879,-0.604402,1.778083,-0.604402,1.73599,-0.604402,2.847255,-0.604402,1.954876,-0.604402,2.283204,-0.604402,-0.604402,2.215855,-0.604402,3.015629,-0.604402,2.375809,-0.604402,-0.604402,2.165343,-0.604402,1.80334,-0.604402,-0.604402,1.811758,-0.604402,1
-0.308364,3.797158,-0.308364,2.951088,-0.308364,3.533628,-0.308364,-0.308364,3.200748,-0.308364,-0.308364,4.088428,-0.308364,3.034308,-0.308364,3.422668,-0.308364,2.909478,-0.308364,3.325578,-0.308364,-0.308364,3.242358,-0.308364,4.684839,-0.308364,3.159138,-0.308364,3.797158,-0.308364,2.937218,-0.308364,4.282609,-0.308364,-0.308364,4.892889,-0.308364,3.075918,-0.308364,3.256228,-0.308364,-0.308364,3.824898,-0.308364,-0.308364,4.754189,-0.308364,-0.308364,3.020438,-0.308364,3.242358,-0.308364,1
3.224795,-0.413096,-0.413096,3.542053,-0.413096,3.288246,-0.413096,-0.413096,3.309397,-0.413096,2.505677,-0.413096,2.63258,-0.413096,3.298821,-0.413096,3.161343,-0.413096,-0.413096,2.780633,-0.413096,-0.413096,3.23537,-0.413096,-0.413096,2.928687,-0.413096,-0.413096,3.245945,-0.413096,3.25652,-0.413096,2.706607,-0.413096,2.791209,-0.413096,2.727757,-0.413096,-0.413096,3.023865,-0.413096,-0.413096,2.822935,-0.413096,2.696031,-0.413096,-0.413096,3.108467,-0.413096,-0.413096,2.759483,-0.413096,1
1.762955,-0.473676,2.677941,-0.473676,-0.473676,2.403445,-0.473676,-0.473676,3.1456,-0.473676,2.718607,-0.473676,-0.473676,2.423778,-0.473676,2.09845,-0.473676,2.769439,-0.473676,2.179782,-0.473676,-0.473676,2.627108,-0.473676,2.322113,-0.473676,-0.473676,2.637275,-0.473676,-0.473676,3.084601,-0.473676,-0.473676,2.962603,-0.473676,3.135433,-0.473676,2.027284,-0.473676,3.176099,-0.473676,-0.473676,3.064268,-0.473676,2.494944,-0.473676,-0.473676,2.342446,-0.473676,2.881271,-0.473676,-0.473676,1
-0.433942,-0.433942,2.898628,-0.433942,-0.433942,3.121507,-0.433942,2.654522,-0.433942,-0.433942,3.917503,-0.433942,-0.433942,2.994147,-0.433942,-0.433942,2.994147,-0.433942,-0.433942,2.951694,-0.433942,2.410417,-0.433942,2.707589,-0.433942,2.399804,-0.433942,2.463483,-0.433942,2.442257,-0.433942,-0.433942,2.612069,-0.433942,4.225288,-0.433942,-0.433942,2.633296,-0.433942,-0.433942,3.16396,-0.433942,2.633296,-0.433942,-0.433942,2.803108,-0.433942,3.503585,-0.433942,-0.433942,2.431643,-0.433942,1
-0.251602,3.793827,-0.251602,3.290179,-0.251602,4.037527,-0.251602,-0.251602,3.810074,-0.251602,-0.251602,5.467237,-0.251602,3.371413,-0.251602,3.810074,-0.251602,5.922145,-0.251602,-0.251602,3.58262,-0.251602,-0.251602,6.425792,-0.251602,3.371413,-0.251602,3.663853,-0.251602,-0.251602,3.712593,-0.251602,-0.251602,3.517633,-0.251602,3.988787,-0.251602,-0.251602,3.501386,-0.251602,5.629704,-0.251602,3.322672,-0.251602,3.468893,-0.251602,-0.251602,3.420153,-0.251602,3.761333,-0.251602,-0.251602,1
-0.480656,2.362458,-0.480656,2.411477,-0.480656,2.34285,-0.480656,2.538927,-0.480656,-0.480656,2.538927,-0.480656,2.80363,-0.480656,2.754611,-0.480656,2.421281,-0.480656,2.499711,-0.480656,2.85265,-0.480656,-0.480656,2.999707,-0.480656,2.323242,-0.480656,2.999707,-0.480656,-0.480656,2.450692,-0.480656,2.891865,-0.480656,2.627161,-0.480656,2.872257,-0.480656,-0.480656,2.372261,-0.480656,2.999707,-0.480656,-0.480656,2.440888,-0.480656,-0.480656,2.7252,-0.480656,-0.480656,3.019315,-0.480656,2
-0.513883,-0.513883,2.294458,-0.513883,2.389656,-0.513883,2.351577,-0.513883,2.284938,-0.513883,2.475334,-0.513883,2.294458,-0.513883,2.732369,-0.513883,-0.513883,2.627651,-0.513883,-0.513883,3.065562,-0.513883,2.275418,-0.513883,-0.513883,3.189319,-0.513883,2.294458,-0.513883,3.417795,-0.513883,2.68477,-0.513883,-0.513883,2.67525,-0.513883,-0.513883,2.779968,-0.513883,-0.513883,3.255958,-0.513883,-0.513883,2.589572,-0.513883,2.846607,-0.513883,-0.513883,2.646691,-0.513883,2.323018,-0.513883,1
-0.198249,4.889646,-0.198249,-0.198249,5.554986,-0.198249,-0.198249,4.224306,-0.198249,3.930773,-0.198249,4.870077,-0.198249,-0.198249,5.868087,-0.198249,-0.198249,6.689978,-0.198249,4.087324,-0.198249,3.891636,-0.198249,3.793792,-0.198249,5.222316,-0.198249,-0.198249,4.733095,-0.198249,-0.198249,6.905235,-0.198249,-0.198249,4.752664,-0.198249,-0.198249,4.106893,-0.198249,-0.198249,4.752664,-0.198249,-0.198249,5.711537,-0.198249,-0.198249,5.300591,-0.198249,-0.198249,4.498269,-0.198249,-0.198249,2
-0.444366,2.486621,-0.444366,2.42426,-0.444366,-0.444366,2.528195,-0.444366,-0.444366,2.517802,-0.444366,2.497015,-0.444366,-0.444366,2.923151,-0.444366,-0.444366,2.881577,-0.444366,2.382686,-0.444366,3.349288,-0.444366,-0.444366,3.089448,-0.444366,-0.444366,2.497015,-0.444366,-0.444366,3.44283,-0.444366,-0.444366,2.559376,-0.444366,2.517802,-0.444366,-0.444366,3.068661,-0.444366,-0.444366,2.829609,-0.444366,3.557159,-0.444366,-0.444366,2.497015,-0.444366,2.413866,-0.444366,2.600951,-0.444366,1
-0.473646,-0.473646,3.220613,-0.473646,2.413464,-0.473646,2.38242,-0.473646,2.341028,-0.473646,2.589381,-0.473646,2.589381,-0.473646,2.796343,-0.473646,2.599729,-0.473646,2.734254,-0.473646,-0.473646,2.43416,-0.473646,2.43416,-0.473646,-0.473646,2.682514,-0.473646,2.444508,-0.473646,-0.473646,2.734254,-0.473646,-0.473646,3.220613,-0.473646,2.589381,-0.473646,-0.473646,2.43416,-0.473646,2.423812,-0.473646,2.661818,-0.473646,2.351376,-0.473646,2.796343,-0.473646,2.516945,-0.473646,-0.473646,1
-0.492621,-0.492621,2.073792,-0.492621,1.918003,-0.492621,1.655622,-0.492621,1.950801,-0.492621,-0.492621,2.139387,-0.492621,-0.492621,1.68842,-0.492621,1.909804,-0.492621,1.778613,-0.492621,-0.492621,2.336173,-0.492621,2.262378,-0.492621,2.040994,-0.492621,-0.492621,2.254179,-0.492621,1.672021,-0.492621,2.606753,-0.492621,1.770414,-0.492621,1.696619,-0.492621,1.811411,-0.492621,1.704819,-0.492621,-0.492621,1.991798,-0.492621,-0.492621,2.114789,-0.492621,1.729417,-0.492621,3.147913,3.238107,2
-0.445048,-0.445048,3.038141,-0.445048,-0.445048,2.800416,-0.445048,-0.445048,2.66605,-0.445048,2.459332,-0.445048,2.521347,-0.445048,-0.445048,3.027805,-0.445048,-0.445048,2.996798,-0.445048,2.862431,-0.445048,2.542019,-0.445048,-0.445048,3.306874,-0.445048,3.275866,-0.445048,-0.445048,3.038141,-0.445048,2.500676,-0.445048,2.686721,-0.445048,-0.445048,3.089821,-0.445048,-0.445048,3.120828,-0.445048,-0.445048,2.562691,-0.445048,2.542019,-0.445048,2.448996,-0.445048,3.007134,-0.445048,-0.445048,2
-0.39066,-0.39066,3.747793,-0.39066,2.538929,-0.39066,2.713179,-0.39066,3.083462,-0.39066,2.996337,-0.39066,-0.39066,2.767633,-0.39066,2.920102,-0.39066,-0.39066,3.148806,-0.39066,2.811195,-0.39066,3.726011,-0.39066,2.680507,-0.39066,3.159697,-0.39066,-0.39066,3.464635,-0.39066,2.985446,-0.39066,-0.39066,3.05079,-0.39066,-0.39066,2.941883,-0.39066,2.767633,-0.39066,-0.39066,3.192369,-0.39066,2.647835,-0.39066,3.736902,-0.39066,-0.39066,3.595323,-0.39066,-0.39066,2
-0.414596,2.614811,-0.414596,2.518127,-0.414596,2.86189,-0.414596,-0.414596,3.270108,-0.414596,3.15194,-0.414596,-0.414596,2.851147,-0.414596,2.614811,-0.414596,3.291593,-0.414596,-0.414596,3.001543,-0.414596,3.538673,-0.414596,2.636296,-0.414596,-0.414596,2.668524,-0.414596,4.140257,-0.414596,-0.414596,2.765207,-0.414596,2.840405,-0.414596,3.506445,-0.414596,2.57184,-0.414596,2.840405,-0.414596,-0.414596,3.012286,-0.414596,-0.414596,2.754464,-0.414596,-0.414596,3.162682,-0.414596,-0.414596,1
2.686316,-0.538817,2.035713,-0.538817,2.519018,-0.538817,2.063596,-0.538817,2.203011,-0.538817,2.556195,-0.538817,2.444663,-0.538817,-0.538817,2.69561,-0.538817,3.141738,-0.538817,2.045007,-0.538817,2.165834,-0.538817,2.063596,-0.538817,2.704905,-0.538817,2.203011,-0.538817,3.132444,-0.538817,-0.538817,2.203011,-0.538817,2.165834,-0.538817,-0.538817,2.732788,-0.538817,2.221599,-0.538817,-0.538817,2.398192,-0.538817,2.295954,-0.538817,2.156539,-0.538817,-0.538817,2.602667,-0.538817,-0.538817,1
-0.35833,2.875831,-0.35833,-0.35833,2.887592,-0.35833,-0.35833,3.86372,-0.35833,2.628859,-0.35833,4.510553,-0.35833,4.675201,-0.35833,-0.35833,3.005197,-0.35833,3.158085,-0.35833,2.899352,-0.35833,-0.35833,2.722943,-0.35833,-0.35833,3.899002,-0.35833,-0.35833,3.416818,-0.35833,-0.35833,4.134214,-0.35833,-0.35833,3.781396,-0.35833,-0.35833,3.710833,-0.35833,2.675901,-0.35833,3.310973,-0.35833,-0.35833,3.510903,-0.35833,2.899352,-0.35833,-0.35833,2.887592,-0.35833,1
3.178594,-0.56531,-0.56531,2.792532,-0.56531,2.199972,-0.56531,-0.56531,2.173037,-0.56531,2.433405,-0.56531,1.939604,-0.56531,2.074277,-0.56531,3.438962,-0.56531,-0.56531,2.451361,-0.56531,2.226906,-0.56531,3.008009,-0.56531,1.966539,-0.56531,-0.56531,2.451361,-0.56531,1.966539,-0.56531,-0.56531,2.50523,-0.56531,2.927205,-0.56531,-0.56531,3.169616,-0.56531,-0.56531,2.783554,-0.56531,2.298732,-0.56531,1.966539,-0.56531,2.047343,-0.56531,-0.56531,2.119168,-0.56531,2
-0.747828,1.863174,-0.747828,1.71767,-0.747828,1.766171,-0.747828,2.170351,-0.747828,1.733837,-0.747828,2.1461,-0.747828,-0.747828,2.453277,-0.747828,1.992512,-0.747828,1.814673,-0.747828,1.822756,-0.747828,1.992512,-0.747828,-0.747828,2.558364,-0.747828,-0.747828,1.992512,-0.747828,1.952094,-0.747828,2.808955,-0.747828,1.879342,-0.747828,2.073348,-0.747828,2.299689,-0.747828,1.782339,-0.747828,1.838924,-0.747828,-0.747828,1.750004,-0.747828,1.798506,-0.747828,2.23502,-0.747828,-0.747828,1
-0.431255,2.411364,-0.431255,2.777795,-0.431255,-0.431255,3.099811,-0.431255,-0.431255,2.944355,-0.431255,2.555716,-0.431255,3.32189,-0.431255,-0.431255,3.255266,-0.431255,2.655651,-0.431255,-0.431255,2.922147,-0.431255,2.411364,-0.431255,2.666755,-0.431255,2.444676,-0.431255,3.033187,-0.431255,-0.431255,2.577924,-0.431255,-0.431255,3.010979,-0.431255,2.378052,-0.431255,2.45578,-0.431255,-0.431255,2.544612,-0.431255,2.577924,-0.431255,3.310786,-0.431255,2.744483,-0.431255,2.433572,-0.431255,1
-0.258217,-0.258217,5.120669,-0.258217,3.736628,-0.258217,3.657989,-0.258217,5.089213,-0.258217,3.878178,-0.258217,-0.258217,3.610806,-0.258217,-0.258217,4.082638,-0.258217,-0.258217,5.67114,-0.258217,-0.258217,4.003999,-0.258217,-0.258217,3.500712,-0.258217,3.51644,-0.258217,4.444376,-0.258217,3.846722,-0.258217,-0.258217,4.051183,-0.258217,-0.258217,3.799539,-0.258217,-0.258217,4.947664,-0.258217,-0.258217,3.988272,-0.258217,-0.258217,4.06691,-0.258217,-0.258217,3.956816,-0.258217,-0.258217,1
-0.536121,-0.536121,2.310802,-0.536121,-0.536121,2.451275,-0.536121,-0.536121,2.498099,-0.536121,-0.536121,2.80714,-0.536121,-0.536121,2.376356,-0.536121,2.114139,-0.536121,1.973666,-0.536121,2.263977,-0.536121,3.490776,-0.536121,2.048585,-0.536121,2.132869,-0.536121,-0.536121,2.095409,-0.536121,2.40445,-0.536121,-0.536121,2.40445,-0.536121,2.03922,-0.536121,2.282707,-0.536121,2.554288,-0.536121,-0.536121,2.160963,-0.536121,2.994438,-0.536121,2.001761,-0.536121,2.78841,-0.536121,1.63653,1
-0.43575,-0.43575,2.894325,-0.43575,-0.43575,2.616819,-0.43575,2.294912,-0.43575,2.716721,-0.43575,2.350413,-0.43575,2.67232,-0.43575,2.317112,-0.43575,2.65012,-0.43575,2.594619,-0.43575,2.350413,-0.43575,2.461416,-0.43575,-0.43575,2.716721,-0.43575,4.370659,-0.43575,-0.43575,2.605719,-0.43575,2.383714,-0.43575,2.494716,-0.43575,2.794423,-0.43575,-0.43575,3.793446,-0.43575,2.472516,-0.43575,3.515939,-0.43575,2.827724,-0.43575,-0.43575,2.849924,-0.43575,-0.43575,1
-0.384005,2.724462,-0.384005,2.857682,-0.384005,-0.384005,3.190732,-0.384005,3.701408,-0.384005,-0.384005,3.346155,-0.384005,3.268443,-0.384005,-0.384005,3.323952,-0.384005,2.890987,-0.384005,3.823527,-0.384005,2.857682,-0.384005,-0.384005,3.013105,-0.384005,-0.384005,2.946495,-0.384005,2.657852,-0.384005,2.84658,-0.384005,3.801323,-0.384005,3.612595,-0.384005,2.702258,-0.384005,2.702258,-0.384005,2.968698,-0.384005,2.668953,-0.384005,2.791072,-0.384005,2.702258,-0.384005,3.745815,-0.384005,2
-0.445699,-0.445699,2.836217,-0.445699,-0.445699,3.474645,-0.445699,-0.445699,2.756414,-0.445699,-0.445699,2.766389,-0.445699,-0.445699,3.175382,-0.445699,2.30752,-0.445699,3.215284,-0.445699,-0.445699,2.626733,-0.445699,2.377348,-0.445699,2.67661,-0.445699,-0.445699,2.636709,-0.445699,-0.445699,3.694104,-0.445699,-0.445699,2.507028,-0.445699,2.32747,-0.445699,2.4372,-0.445699,3.265161,-0.445699,3.205308,-0.445699,2.357397,-0.445699,-0.445699,2.736463,-0.445699,2.636709,-0.445699,-0.445699,1
-0.495954,2.347645,-0.495954,2.627185,-0.495954,2.13558,-0.495954,2.231973,-0.495954,2.241612,-0.495954,2.521153,-0.495954,2.781414,-0.495954,-0.495954,2.550071,-0.495954,2.289809,-0.495954,3.870657,-0.495954,-0.495954,2.376563,-0.495954,-0.495954,2.993479,-0.495954,2.665742,-0.495954,-0.495954,2.675382,-0.495954,-0.495954,3.369413,-0.495954,-0.495954,2.453677,-0.495954,2.251252,-0.495954,2.366924,-0.495954,-0.495954,2.810332,-0.495954,2.328366,-0.495954,-0.495954,2.41512,-0.495954,2.145219,1
-0.480578,-0.480578,2.462197,-0.480578,2.90112,-0.480578,2.222785,-0.480578,3.140532,-0.480578,2.292613,-0.480578,2.382393,-0.480578,2.72156,-0.480578,2.372418,-0.480578,3.130556,-0.480578,2.871193,-0.480578,2.32254,-0.480578,2.422295,-0.480578,2.252712,-0.480578,2.711585,-0.480578,3.369969,-0.480578,2.362442,-0.480578,-0.480578,2.671683,-0.480578,2.532026,-0.480578,-0.480578,2.801365,-0.480578,2.711585,-0.480578,-0.480578,2.542001,-0.480578,2.771438,-0.480578,2.512075,-0.480578,-0.480578,1
