@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute target {1,2}

@data
0.115618,0.126558,0.138139,0.150722,0.163985,0.177563,0.191755,0.206177,0.221197,0.236051,0.250083,0.263367,0.275559,0.287404,0.299829,0.312523,0.325799,0.339819,0.353751,0.366499,0.378072,0.388487,0.397605,0.405824,0.413754,0.421636,0.42983,0.439135,0.449135,0.459227,0.47033,0.481942,0.492778,0.502057,0.509635,0.515821,0.52075,0.52437,0.526758,0.527931,0.528175,0.52752,0.526053,0.523749,0.520794,0.517245,0.513213,0.508999,0.504591,0.499945,0.495213,0.490276,0.484968,0.479044,0.472378,0.465008,0.456964,0.448294,0.438766,0.42845,0.417913,0.407437,0.396713,0.385456,0.373682,0.361578,0.349138,0.336677,0.324364,0.311351,0.298005,0.284629,0.270895,0.257581,0.244573,0.231783,0.219311,0.207154,0.195065,0.182963,0.170878,0.158592,0.146204,0.133995,0.122241,1
0.135225,0.144971,0.155234,0.165938,0.176845,0.188861,0.202229,0.216439,0.230545,0.243805,0.256421,0.268597,0.280701,0.292539,0.304736,0.317241,0.329472,0.341571,0.353838,0.365602,0.376548,0.38746,0.397833,0.407011,0.415548,0.423806,0.432397,0.441469,0.451346,0.462432,0.474498,0.486425,0.497456,0.507143,0.515365,0.522687,0.528984,0.533916,0.537425,0.539767,0.541149,0.541381,0.540723,0.539323,0.537413,0.535141,0.532698,0.530232,0.527644,0.524925,0.521987,0.518551,0.514184,0.508763,0.502207,0.49437,0.485417,0.475714,0.465394,0.45463,0.443305,0.431664,0.419903,0.407423,0.394374,0.381233,0.368098,0.354838,0.340984,0.3267,0.312105,0.296913,0.281795,0.267171,0.252381,0.237074,0.222376,0.208567,0.195099,0.18167,0.168112,0.15452,0.140965,0.127652,0.114599,1
0.119419,0.128878,0.138784,0.14957,0.161454,0.174075,0.187925,0.202112,0.216085,0.230163,0.243291,0.255718,0.268012,0.280428,0.29292,0.305313,0.318458,0.331945,0.345479,0.358939,0.37125,0.382197,0.392182,0.401312,0.40979,0.418192,0.427039,0.436596,0.446829,0.457638,0.469571,0.481771,0.492953,0.502719,0.510581,0.517,0.522293,0.526346,0.529163,0.530709,0.531363,0.531061,0.530008,0.528288,0.525948,0.523097,0.519988,0.516794,0.513549,0.51023,0.506595,0.502575,0.49796,0.492436,0.486005,0.478757,0.470628,0.461437,0.45104,0.440069,0.428694,0.416925,0.404988,0.393029,0.381086,0.368796,0.356053,0.34271,0.328971,0.3153,0.301486,0.28703,0.272442,0.258169,0.244128,0.230151,0.216515,0.203247,0.190227,0.177532,0.164717,0.151196,0.137629,0.124632,0.111964,1
0.119917,0.129959,0.140678,0.152458,0.165212,0.17893,0.193549,0.208697,0.223931,0.238664,0.252662,0.266272,0.279114,0.291527,0.3045,0.317569,0.330151,0.342524,0.354958,0.367319,0.378986,0.389267,0.398356,0.406864,0.414892,0.422592,0.430662,0.439088,0.44797,0.457563,0.468071,0.4789,0.488731,0.497116,0.50398,0.509508,0.513945,0.517382,0.519923,0.521308,0.521669,0.521157,0.519976,0.518123,0.515717,0.512885,0.509856,0.506821,0.503701,0.500368,0.496646,0.492393,0.487563,0.482074,0.475695,0.468223,0.459744,0.450336,0.44001,0.429192,0.417804,0.405897,0.393865,0.381765,0.369521,0.356678,0.343353,0.329969,0.316454,0.302282,0.287614,0.27296,0.258289,0.24358,0.228837,0.214315,0.200055,0.186489,0.173581,0.160694,0.147776,0.134628,0.121384,0.108715,0.096324,1
0.132685,0.141036,0.149535,0.158901,0.169089,0.179705,0.19067,0.201847,0.213009,0.224398,0.235956,0.24707,0.257851,0.269081,0.280462,0.29215,0.305315,0.318255,0.331422,0.345467,0.359466,0.372712,0.384447,0.395083,0.405197,0.415458,0.425994,0.437175,0.448939,0.461043,0.474235,0.48785,0.501215,0.513121,0.522187,0.529126,0.53477,0.539039,0.541968,0.54354,0.54393,0.543137,0.541489,0.538976,0.535679,0.531931,0.528086,0.524268,0.520569,0.51687,0.512964,0.508802,0.504047,0.498679,0.492353,0.484817,0.476396,0.467166,0.457134,0.446502,0.435464,0.424018,0.412606,0.400963,0.388587,0.376106,0.363557,0.350759,0.337864,0.324912,0.312133,0.299184,0.285738,0.2721,0.258656,0.245288,0.232235,0.219649,0.20727,0.195133,0.182586,0.169809,0.156951,0.14385,0.131186,2
0.138212,0.145764,0.154019,0.163135,0.173432,0.184454,0.195778,0.207498,0.219097,0.230171,0.240853,0.250963,0.260835,0.271155,0.282311,0.293591,0.305317,0.317325,0.33081,0.345103,0.358407,0.370586,0.381569,0.391813,0.401306,0.410263,0.41994,0.430392,0.44098,0.452188,0.465679,0.480194,0.493053,0.50375,0.512318,0.519059,0.524294,0.528185,0.5309,0.532289,0.532636,0.53188,0.53018,0.527692,0.52451,0.520841,0.51712,0.51351,0.510056,0.506663,0.503051,0.499069,0.49453,0.489194,0.482842,0.475328,0.466639,0.457136,0.446607,0.435095,0.423265,0.41119,0.399013,0.386586,0.373904,0.361341,0.348491,0.335366,0.321632,0.307223,0.292759,0.277852,0.26281,0.247625,0.232311,0.217369,0.203191,0.189504,0.175837,0.162169,0.148462,0.134786,0.120785,0.106795,0.093147,2
0.125625,0.134776,0.144279,0.153952,0.164218,0.175809,0.188182,0.200891,0.213338,0.225265,0.236954,0.248545,0.259444,0.270224,0.282039,0.294067,0.306731,0.319671,0.333132,0.347566,0.36128,0.373476,0.384582,0.394936,0.404928,0.414863,0.425208,0.436251,0.447896,0.460203,0.473718,0.487552,0.500111,0.510853,0.519211,0.5255,0.530369,0.533889,0.536133,0.53703,0.53694,0.535961,0.534179,0.531401,0.527813,0.523819,0.519674,0.515539,0.511334,0.507185,0.503076,0.498736,0.493927,0.488548,0.482336,0.475308,0.46746,0.458742,0.44911,0.438496,0.427634,0.416755,0.405781,0.394664,0.383115,0.371133,0.358902,0.346564,0.333887,0.321318,0.308532,0.295111,0.281791,0.26853,0.255559,0.242965,0.231027,0.219372,0.207675,0.195975,0.183809,0.171185,0.158741,0.14655,0.134206,2
0.110646,0.11989,0.129451,0.139428,0.150374,0.162232,0.17418,0.185998,0.198141,0.210029,0.221254,0.231952,0.242632,0.253666,0.265807,0.27883,0.292421,0.306073,0.320625,0.336076,0.350982,0.364161,0.375739,0.386247,0.396419,0.406644,0.417045,0.428027,0.439766,0.45254,0.466447,0.480983,0.494412,0.505872,0.514858,0.52183,0.527133,0.53084,0.533303,0.534537,0.534715,0.533811,0.531981,0.529372,0.526125,0.522362,0.518486,0.514694,0.510991,0.507359,0.503661,0.499767,0.495322,0.490123,0.484095,0.477143,0.469289,0.460468,0.450784,0.44063,0.430184,0.419424,0.408247,0.396938,0.385325,0.373519,0.36175,0.349759,0.337479,0.324954,0.311983,0.298796,0.285567,0.272522,0.259818,0.247306,0.23519,0.223543,0.211998,0.200129,0.18818,0.175858,0.163376,0.151008,0.138872,2
0.131918,0.140434,0.14937,0.158724,0.168454,0.178758,0.189977,0.202076,0.213925,0.225235,0.236487,0.247663,0.258624,0.269302,0.280979,0.293399,0.305364,0.317597,0.33136,0.345398,0.358993,0.37154,0.382828,0.393315,0.403391,0.413608,0.424576,0.435758,0.44742,0.459931,0.473257,0.487301,0.500971,0.513064,0.522934,0.530544,0.536447,0.540866,0.543997,0.545709,0.546291,0.545813,0.544378,0.541976,0.538833,0.535251,0.531539,0.527982,0.524616,0.521309,0.517892,0.514211,0.50992,0.504824,0.498601,0.491439,0.483374,0.474014,0.463816,0.45316,0.442236,0.43118,0.419863,0.408159,0.396058,0.383727,0.371345,0.358699,0.345795,0.332414,0.318498,0.305045,0.291439,0.277206,0.263338,0.249867,0.236809,0.224439,0.211989,0.199275,0.186522,0.173612,0.160731,0.147834,0.134938,2
0.154059,0.161959,0.170014,0.17889,0.188523,0.198566,0.209359,0.22062,0.232139,0.243567,0.254238,0.264259,0.274019,0.283836,0.29422,0.305036,0.316687,0.32902,0.342386,0.35672,0.370119,0.381656,0.392033,0.401808,0.411378,0.420543,0.429658,0.439678,0.45064,0.462367,0.474734,0.487772,0.500327,0.511038,0.519597,0.526576,0.532078,0.535928,0.53848,0.539764,0.539968,0.539118,0.537324,0.534647,0.531193,0.527263,0.523291,0.519355,0.515558,0.511761,0.507839,0.503807,0.499188,0.493735,0.487332,0.479845,0.471188,0.461585,0.451254,0.440314,0.428827,0.416832,0.404752,0.392632,0.380224,0.36761,0.354632,0.341331,0.327626,0.313212,0.298488,0.283885,0.269116,0.254371,0.240216,0.226446,0.212574,0.198967,0.185776,0.172646,0.15917,0.145206,0.131192,0.11734,0.103602,2
0.118308,0.125901,0.13345,0.141301,0.150341,0.160592,0.17163,0.182463,0.193193,0.204092,0.215069,0.226176,0.236729,0.246771,0.257815,0.270397,0.283843,0.297222,0.311608,0.326436,0.34117,0.354335,0.366166,0.377753,0.38879,0.399118,0.409529,0.420829,0.43236,0.444191,0.457659,0.472294,0.486902,0.500156,0.510825,0.51946,0.52657,0.532088,0.536242,0.538727,0.539942,0.539952,0.538931,0.537011,0.534363,0.531352,0.528239,0.525188,0.522301,0.519602,0.516962,0.514048,0.510582,0.506202,0.500559,0.493674,0.485789,0.476733,0.466771,0.456443,0.445798,0.434899,0.423773,0.412555,0.400987,0.389214,0.377286,0.364965,0.352185,0.33926,0.326124,0.312879,0.299629,0.286259,0.272668,0.258573,0.244918,0.231929,0.218805,0.205773,0.192993,0.179909,0.166368,0.152892,0.139841,2
0.11643,0.125394,0.134881,0.145078,0.155653,0.167026,0.179387,0.191902,0.204172,0.215897,0.22715,0.238807,0.250332,0.261394,0.273318,0.285713,0.298633,0.312346,0.327191,0.341843,0.355642,0.36835,0.380132,0.391133,0.401019,0.410827,0.421357,0.43244,0.444569,0.457493,0.471473,0.48637,0.500357,0.512086,0.521153,0.528494,0.534317,0.538582,0.541425,0.542929,0.543319,0.542596,0.540993,0.538268,0.53453,0.530423,0.526069,0.521572,0.517201,0.512797,0.508325,0.503685,0.498715,0.493241,0.486929,0.479692,0.471569,0.462739,0.453317,0.443396,0.433204,0.422625,0.411561,0.400499,0.389426,0.378192,0.366921,0.355377,0.343335,0.330797,0.318137,0.305407,0.292387,0.279524,0.267127,0.25506,0.243114,0.231182,0.219386,0.207811,0.195953,0.183408,0.170509,0.158074,0.145895,2
0.127942,0.136543,0.145499,0.154738,0.164417,0.175237,0.186926,0.198903,0.211169,0.22292,0.233772,0.244469,0.255384,0.266877,0.278811,0.290466,0.302825,0.316144,0.330147,0.344741,0.358662,0.370963,0.381783,0.391998,0.402035,0.411907,0.422403,0.434058,0.446308,0.459224,0.47356,0.488454,0.502447,0.514668,0.524265,0.531353,0.536519,0.539976,0.542026,0.5428,0.542517,0.541138,0.538731,0.535338,0.531136,0.526231,0.520992,0.515679,0.510354,0.504911,0.499426,0.493933,0.488173,0.482145,0.475693,0.468592,0.460735,0.451921,0.44242,0.432506,0.422155,0.411677,0.401083,0.39036,0.379447,0.368228,0.356762,0.345303,0.333722,0.321541,0.309141,0.296791,0.284323,0.272265,0.260457,0.248805,0.237164,0.225706,0.214731,0.203494,0.191708,0.179522,0.167056,0.154811,0.14288,2
0.116461,0.125924,0.13609,0.14669,0.15776,0.16972,0.18253,0.195425,0.20811,0.220213,0.231738,0.243313,0.254662,0.265827,0.277995,0.290513,0.30346,0.317323,0.331926,0.346544,0.360217,0.372769,0.38395,0.394226,0.40407,0.413615,0.423536,0.434206,0.44568,0.45804,0.471495,0.485595,0.499294,0.510908,0.519445,0.525895,0.53077,0.534099,0.536188,0.536973,0.53675,0.535473,0.533235,0.530195,0.526376,0.522065,0.517598,0.513005,0.508441,0.503925,0.499264,0.494474,0.48941,0.483756,0.477414,0.470394,0.462529,0.453759,0.444276,0.434253,0.423954,0.41335,0.402501,0.391415,0.379788,0.367635,0.35554,0.343521,0.331296,0.318821,0.305977,0.292793,0.279912,0.267452,0.255085,0.242891,0.230809,0.219001,0.207417,0.195652,0.183489,0.170968,0.158486,0.146276,0.134516,2
0.099401,0.108534,0.118245,0.128723,0.140023,0.152325,0.165242,0.178194,0.191176,0.203895,0.2159,0.227278,0.238104,0.249,0.261315,0.274314,0.287782,0.302017,0.317597,0.333161,0.347486,0.360564,0.372336,0.383026,0.393257,0.403502,0.414369,0.4259,0.438135,0.451406,0.46576,0.480623,0.494493,0.506433,0.515562,0.522396,0.527686,0.531354,0.533715,0.534858,0.534941,0.533957,0.532012,0.529165,0.525586,0.521573,0.517438,0.513335,0.50936,0.505462,0.50143,0.497286,0.492879,0.487899,0.482239,0.475661,0.467977,0.45936,0.449956,0.439866,0.42963,0.419401,0.408968,0.398233,0.387281,0.376267,0.365154,0.353849,0.342325,0.330725,0.318852,0.306637,0.294325,0.28217,0.270503,0.259207,0.247907,0.2366,0.22544,0.214328,0.20289,0.191039,0.178943,0.166994,0.155529,2
0.127546,0.136121,0.144798,0.153931,0.164105,0.17521,0.187125,0.199749,0.212375,0.224493,0.236369,0.247793,0.258579,0.269163,0.280305,0.292274,0.305333,0.31881,0.333027,0.347311,0.360689,0.373063,0.383778,0.393626,0.403236,0.412495,0.422235,0.432737,0.443667,0.4552,0.468429,0.482761,0.496275,0.507858,0.516878,0.524001,0.529574,0.533558,0.536171,0.537343,0.537395,0.536386,0.534498,0.531723,0.52815,0.523946,0.519538,0.515062,0.510595,0.506258,0.501797,0.497054,0.491908,0.486085,0.479456,0.472003,0.463654,0.454555,0.444578,0.433894,0.422864,0.411425,0.39981,0.388149,0.376266,0.364372,0.352205,0.339593,0.326834,0.313752,0.300377,0.286957,0.273627,0.260303,0.247101,0.234054,0.221009,0.208423,0.196129,0.183731,0.17145,0.159044,0.146193,0.133392,0.120856,2
0.129527,0.137983,0.146932,0.156628,0.167397,0.178915,0.190634,0.202594,0.214651,0.226207,0.2376,0.248776,0.259618,0.27055,0.281966,0.29376,0.306185,0.319813,0.334201,0.348093,0.361606,0.374037,0.384856,0.395287,0.40532,0.414978,0.425527,0.436787,0.448234,0.46043,0.473991,0.487766,0.501078,0.512863,0.522317,0.530028,0.536168,0.540735,0.543902,0.545603,0.546224,0.545761,0.544332,0.542078,0.539083,0.535481,0.531773,0.528198,0.524622,0.521096,0.517545,0.513526,0.508806,0.503367,0.497051,0.489789,0.481443,0.472223,0.462117,0.451341,0.440343,0.429244,0.418077,0.406557,0.394645,0.382428,0.370005,0.357463,0.344509,0.331093,0.317572,0.303576,0.288947,0.274307,0.259981,0.246083,0.232649,0.219731,0.206788,0.193666,0.180777,0.167573,0.154043,0.140788,0.127826,2
