@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute target {1,2,3,4,5}

@data
-0.041504,-0.043269,-0.022957,0.008991,0.041789,0.072126,0.094942,0.10818,0.118936,0.126671,0.127536,0.12678,0.126619,0.126899,0.125991,0.128551,0.133704,0.143898,0.154049,0.163609,0.176371,0.189942,0.202268,0.215169,0.233657,0.257318,0.263687,1
-0.018995,-0.028127,-0.021314,0.000528,0.031285,0.064184,0.096101,0.121274,0.137607,0.148086,0.156339,0.159399,0.159635,0.160284,0.160572,0.164564,0.173352,0.183228,0.193161,0.204069,0.216112,0.226252,0.234072,0.244899,0.25904,0.267744,0.257012,1
0.019905,0.026794,0.046762,0.073264,0.106308,0.141496,0.174316,0.201137,0.218042,0.229856,0.238548,0.241954,0.244026,0.246646,0.250224,0.256279,0.267087,0.282377,0.296858,0.308277,0.313359,0.310697,0.302718,0.294753,0.288426,0.287902,0.282234,1
0.042505,0.011247,0.005543,0.023118,0.050175,0.077981,0.103698,0.118719,0.12362,0.127017,0.124748,0.114585,0.104064,0.093966,0.084888,0.078527,0.079011,0.081827,0.085939,0.092279,0.098511,0.106412,0.113009,0.12499,0.144079,0.160121,0.14426,1
-0.127653,-0.140796,-0.151294,-0.149956,-0.137574,-0.111325,-0.077137,-0.049694,-0.033302,-0.021303,-0.009865,-0.011097,-0.014442,-0.015168,-0.017676,-0.018344,-0.019121,-0.018646,-0.014904,-0.004474,0.004369,0.014729,0.034245,0.057411,0.082772,0.103314,0.121663,1
-0.065484,-0.053305,-0.024582,0.009718,0.046807,0.080131,0.1074,0.124651,0.137431,0.148589,0.156039,0.159777,0.164395,0.169005,0.174617,0.185147,0.198063,0.210903,0.225781,0.242594,0.257617,0.269317,0.278056,0.290077,0.300334,0.300869,0.285224,1
0.017473,-0.004505,-0.005932,0.008944,0.03148,0.062094,0.091387,0.111435,0.119427,0.12591,0.128331,0.123046,0.114552,0.107252,0.099854,0.093335,0.090863,0.092892,0.09714,0.106033,0.115728,0.126655,0.13781,0.148877,0.163578,0.182,0.172786,1
-0.000323,0.015623,0.042928,0.074421,0.11145,0.143578,0.170573,0.188625,0.202182,0.213735,0.218447,0.221334,0.224473,0.228528,0.233802,0.240023,0.249664,0.264385,0.278901,0.29069,0.298546,0.298729,0.29611,0.291769,0.288045,0.289751,0.288734,1
-0.219867,-0.206075,-0.175795,-0.140852,-0.10492,-0.072994,-0.047395,-0.02738,-0.008178,0.007014,0.020897,0.035559,0.049774,0.063997,0.079585,0.097606,0.116945,0.136942,0.15641,0.176301,0.196071,0.214677,0.233389,0.254061,0.276314,0.297728,0.311584,1
-0.106849,-0.105824,-0.087737,-0.057254,-0.021392,0.009303,0.033528,0.04868,0.060389,0.068434,0.071516,0.073786,0.075265,0.07689,0.079568,0.083869,0.092981,0.10699,0.120545,0.134729,0.152035,0.171234,0.189989,0.206479,0.222137,0.241881,0.258779,1
0.004602,0.008243,0.004644,0.013581,0.035811,0.06245,0.097754,0.129322,0.149826,0.162982,0.174515,0.175229,0.172647,0.171687,0.170344,0.170891,0.167849,0.166676,0.166682,0.173994,0.185783,0.195949,0.208883,0.219889,0.222702,0.21922,0.223696,1
-0.038819,-0.02989,-0.011758,0.011138,0.043843,0.08126,0.115497,0.138237,0.152683,0.165096,0.170514,0.171655,0.172561,0.173332,0.174635,0.17631,0.17906,0.186337,0.200529,0.215403,0.23222,0.251494,0.268022,0.278837,0.280588,0.281154,0.280624,1
-0.175833,-0.182308,-0.186937,-0.180713,-0.161674,-0.135202,-0.103273,-0.073009,-0.050625,-0.034238,-0.018061,-0.007195,-0.000738,0.005432,0.012201,0.020013,0.028016,0.035967,0.049491,0.065336,0.081523,0.101792,0.124469,0.148699,0.167966,0.189727,0.212346,1
-0.008149,0.020149,0.061322,0.098873,0.131907,0.155405,0.168804,0.177041,0.182415,0.180066,0.17714,0.174739,0.173194,0.172242,0.171815,0.17256,0.176713,0.183712,0.191158,0.200687,0.210688,0.220531,0.228211,0.234483,0.241806,0.250704,0.24565,1
-0.077425,-0.070693,-0.041262,-0.006321,0.029771,0.064261,0.096173,0.117327,0.12763,0.138502,0.145157,0.146486,0.148393,0.151661,0.155488,0.161049,0.171384,0.183889,0.197525,0.212544,0.227456,0.241429,0.251657,0.263377,0.275598,0.282336,0.268087,1
0.206077,0.21419,0.22487,0.236969,0.247315,0.252985,0.256344,0.26422,0.273241,0.27334,0.260609,0.239792,0.21283,0.178752,0.143565,0.115365,0.099954,0.08814,0.077183,0.075579,0.076831,0.077472,0.078166,0.07765,0.077817,0.079811,0.081693,1
0.302489,0.319968,0.340198,0.347964,0.358181,0.3641,0.368207,0.367927,0.362376,0.351621,0.338855,0.323072,0.305101,0.286143,0.264234,0.241392,0.218512,0.194363,0.172221,0.155777,0.14125,0.122836,0.095151,0.061359,0.02285,-0.011768,-0.049735,1
-0.001797,0.012665,0.045525,0.079019,0.112048,0.141907,0.163,0.172827,0.181287,0.186864,0.186759,0.185084,0.183436,0.181922,0.181298,0.182448,0.187939,0.19688,0.205294,0.216198,0.228323,0.2386,0.246482,0.253137,0.262568,0.272628,0.261157,1
-0.260681,-0.247932,-0.227989,-0.203269,-0.175053,-0.144628,-0.114184,-0.087908,-0.065168,-0.04232,-0.021244,-0.003276,0.014016,0.031583,0.049686,0.068477,0.088207,0.110651,0.134912,0.158251,0.181016,0.202549,0.223799,0.244567,0.265572,0.288198,0.310152,1
-0.060185,-0.064685,-0.059141,-0.042756,-0.016269,0.017036,0.043518,0.061289,0.075923,0.087834,0.090306,0.091491,0.093885,0.095358,0.097226,0.098579,0.101054,0.10427,0.108633,0.118735,0.129921,0.14195,0.161024,0.181612,0.200509,0.212762,0.228787,1
-0.101172,-0.104297,-0.089697,-0.060082,-0.021589,0.012638,0.038321,0.054694,0.067262,0.077219,0.079643,0.080443,0.081197,0.08122,0.082076,0.083025,0.086787,0.09557,0.110522,0.127927,0.148988,0.173661,0.195242,0.210158,0.220439,0.233603,0.241256,1
-0.068801,-0.058353,-0.04366,-0.022628,0.004133,0.036029,0.072249,0.104639,0.126727,0.146144,0.164122,0.173892,0.182328,0.191016,0.20052,0.205867,0.210893,0.224064,0.245973,0.269977,0.286409,0.293862,0.29162,0.28382,0.276776,0.270936,0.272799,1
-0.202492,-0.191315,-0.167955,-0.137328,-0.101948,-0.069282,-0.03908,-0.014261,0.005656,0.024706,0.040813,0.054231,0.066982,0.079922,0.093633,0.106821,0.121673,0.140406,0.159109,0.17799,0.19912,0.21937,0.238639,0.257727,0.276642,0.29953,0.319514,1
-0.043408,-0.04678,-0.026125,0.007715,0.045447,0.079507,0.103594,0.118471,0.131139,0.138795,0.139564,0.141107,0.142324,0.143388,0.144651,0.146243,0.149612,0.159694,0.173381,0.185505,0.197776,0.20884,0.21833,0.2288,0.241303,0.256551,0.250044,1
0.086974,0.075965,0.072547,0.090363,0.121183,0.156788,0.193389,0.217938,0.22748,0.235422,0.236294,0.227407,0.219858,0.214185,0.207739,0.200213,0.189334,0.177269,0.169624,0.16971,0.17315,0.179185,0.187053,0.194665,0.19777,0.193361,0.192991,1
-0.110881,-0.10734,-0.09957,-0.080622,-0.054448,-0.021107,0.009862,0.031233,0.048621,0.062274,0.068618,0.072455,0.07671,0.080473,0.083561,0.087661,0.092432,0.097691,0.10453,0.117369,0.135506,0.150657,0.168475,0.188471,0.206577,0.217002,0.2282,1
-0.281608,-0.261738,-0.236987,-0.206188,-0.159689,-0.114059,-0.072855,-0.041981,-0.020038,-0.005156,0.008154,0.0179,0.024737,0.030831,0.038053,0.0465,0.057989,0.071646,0.084922,0.101106,0.119418,0.137592,0.157459,0.179293,0.201544,0.228456,0.257277,1
-0.242458,-0.23244,-0.210926,-0.186057,-0.153013,-0.117062,-0.084551,-0.058805,-0.037438,-0.016709,0.000326,0.014428,0.029343,0.044179,0.059874,0.077273,0.09756,0.120111,0.14315,0.16824,0.194054,0.218341,0.239786,0.258572,0.277136,0.295319,0.305898,1
-0.022179,-0.034428,-0.026126,0.003022,0.040557,0.072658,0.094654,0.10517,0.113603,0.116925,0.112666,0.107996,0.104314,0.100179,0.096953,0.096152,0.100565,0.110571,0.119291,0.127906,0.139639,0.151705,0.162812,0.175418,0.194538,0.214556,0.218505,1
-0.042444,-0.048286,-0.038493,-0.015054,0.02261,0.058,0.08471,0.101848,0.114724,0.125627,0.126764,0.127435,0.128503,0.129652,0.130378,0.132624,0.137509,0.148149,0.163968,0.177927,0.192571,0.207601,0.218586,0.226542,0.232895,0.245268,0.257288,1
0.034119,0.054635,0.086378,0.117352,0.148467,0.179306,0.208263,0.232412,0.248222,0.259861,0.270734,0.278195,0.282547,0.286869,0.291469,0.297077,0.304839,0.313771,0.321204,0.324644,0.324586,0.322124,0.316841,0.312134,0.312411,0.318747,0.31886,1
-0.064433,-0.0584,-0.033916,-0.000968,0.034183,0.064478,0.087221,0.102766,0.115348,0.125004,0.128136,0.129779,0.132061,0.134705,0.137834,0.142003,0.147422,0.158678,0.171335,0.184135,0.199812,0.215406,0.228572,0.241908,0.258858,0.280643,0.287203,1
0.021342,0.018107,0.035043,0.064146,0.099356,0.13519,0.166135,0.182324,0.19205,0.198008,0.193469,0.187487,0.18128,0.173904,0.167406,0.163441,0.1601,0.161461,0.17467,0.189094,0.199138,0.210043,0.21363,0.211733,0.204692,0.205322,0.202582,1
-0.056167,-0.056718,-0.044967,-0.023021,0.005446,0.042085,0.075044,0.095279,0.107364,0.118759,0.121425,0.119093,0.116066,0.11415,0.11187,0.108611,0.105123,0.105503,0.10976,0.123976,0.138897,0.152723,0.170665,0.185911,0.196444,0.19738,0.200032,1
0.149807,0.151412,0.164151,0.180843,0.205102,0.232339,0.258275,0.280764,0.293379,0.298524,0.301811,0.300309,0.296541,0.295014,0.297772,0.306151,0.316643,0.323049,0.323571,0.315689,0.301651,0.283625,0.265503,0.253716,0.240283,0.221163,0.192572,1
-0.023481,-0.013648,0.013311,0.046998,0.085982,0.119433,0.142584,0.158329,0.170503,0.175575,0.175889,0.176243,0.1763,0.176567,0.176641,0.177837,0.183163,0.194785,0.206237,0.217842,0.229867,0.240138,0.245426,0.250367,0.25839,0.266351,0.254481,1
0.076283,0.084692,0.112015,0.143671,0.179693,0.211233,0.236388,0.250983,0.26054,0.266115,0.268184,0.267484,0.26738,0.267607,0.27073,0.276798,0.287228,0.297608,0.305347,0.309532,0.304252,0.291118,0.275255,0.264373,0.260006,0.256925,0.238077,1
-0.039369,-0.03761,-0.014503,0.019121,0.05238,0.083025,0.105615,0.118075,0.12805,0.134722,0.135393,0.133768,0.132192,0.130768,0.129987,0.130619,0.134852,0.144145,0.153462,0.163168,0.173661,0.184868,0.19449,0.206006,0.220602,0.241132,0.249829,1
-0.116265,-0.112742,-0.092054,-0.062972,-0.029855,0.003309,0.034815,0.059766,0.076299,0.091201,0.10382,0.111399,0.117322,0.12316,0.129745,0.138109,0.149579,0.164002,0.177861,0.19311,0.209718,0.225338,0.239612,0.253631,0.268953,0.288098,0.296021,1
-0.03169,-0.019042,0.005198,0.034702,0.070998,0.105824,0.136379,0.155664,0.16673,0.178369,0.184122,0.186624,0.188386,0.188201,0.190635,0.197328,0.210709,0.228248,0.245601,0.263328,0.277501,0.287729,0.290496,0.284511,0.278544,0.277617,0.268838,1
-0.024178,-0.01674,0.004645,0.034852,0.06708,0.098996,0.128667,0.155884,0.178711,0.19208,0.198869,0.205379,0.209724,0.213355,0.219575,0.230392,0.244001,0.257266,0.270147,0.280634,0.288158,0.292807,0.291717,0.287891,0.28727,0.286823,0.273874,1
-0.060845,-0.056199,-0.0329,0.001967,0.038399,0.066141,0.082719,0.093623,0.10346,0.107623,0.107056,0.106549,0.107183,0.107444,0.108143,0.110151,0.116536,0.129377,0.141746,0.153956,0.16777,0.179726,0.193066,0.205456,0.220415,0.241594,0.253135,1
-0.029712,-0.025228,-0.002261,0.028746,0.061539,0.093969,0.121251,0.138853,0.150442,0.160156,0.164466,0.165614,0.165902,0.167113,0.167466,0.169939,0.17597,0.186341,0.197597,0.209158,0.221047,0.232533,0.241587,0.25087,0.261032,0.276205,0.283546,1
-0.089027,-0.079263,-0.047589,-0.010924,0.026054,0.053014,0.071841,0.084002,0.09268,0.093738,0.093381,0.095091,0.0953,0.097284,0.098745,0.102086,0.109697,0.126127,0.145392,0.162546,0.182298,0.197109,0.207628,0.214819,0.223742,0.238658,0.238485,1
-0.011447,0.002442,0.032185,0.062133,0.096861,0.13034,0.156912,0.175121,0.187127,0.197128,0.201826,0.204994,0.208804,0.211241,0.213632,0.22057,0.231087,0.246253,0.26323,0.278858,0.290404,0.297819,0.300346,0.297205,0.293719,0.294113,0.284969,1
0.03465,0.035859,0.050103,0.070328,0.097799,0.131583,0.164918,0.191026,0.20681,0.219186,0.227767,0.230102,0.231573,0.234046,0.237151,0.242388,0.253763,0.271955,0.288681,0.301134,0.305804,0.301789,0.291549,0.280479,0.274491,0.276209,0.270627,1
-0.061351,-0.054905,-0.021487,0.016228,0.055354,0.08655,0.104812,0.117496,0.128754,0.130921,0.13096,0.131442,0.1313,0.132413,0.133825,0.133911,0.135845,0.140371,0.151782,0.165047,0.177151,0.188823,0.198827,0.209492,0.219579,0.236086,0.242437,1
0.037422,0.055986,0.086909,0.122337,0.154916,0.184139,0.204492,0.212511,0.217867,0.219478,0.214821,0.209224,0.203594,0.199699,0.197059,0.198036,0.203619,0.208314,0.213811,0.221294,0.227451,0.230908,0.232325,0.23473,0.238079,0.232726,0.21136,1
-0.083647,-0.071154,-0.043904,-0.00689,0.03686,0.075107,0.103556,0.118565,0.130226,0.138519,0.139803,0.140996,0.142606,0.143292,0.144545,0.147965,0.155197,0.168499,0.182838,0.199842,0.219444,0.240884,0.25627,0.264762,0.270199,0.271102,0.256725,1
0.005323,0.000091,0.020471,0.051228,0.086375,0.119612,0.140935,0.153654,0.164652,0.169317,0.167564,0.166253,0.164653,0.163089,0.160662,0.159691,0.159695,0.163068,0.174494,0.186641,0.198421,0.206176,0.211157,0.215423,0.220617,0.236989,0.239572,1
0.023895,0.014892,0.018984,0.0374,0.063624,0.096866,0.127404,0.148123,0.15998,0.171112,0.173543,0.168309,0.163275,0.159217,0.156491,0.152977,0.148823,0.147535,0.152983,0.161124,0.174913,0.189925,0.203725,0.216822,0.218869,0.219903,0.22204,1
-0.024475,-0.013083,0.02131,0.05838,0.09476,0.121913,0.138758,0.151162,0.161342,0.162645,0.162787,0.163911,0.164766,0.164589,0.165909,0.167281,0.171635,0.181397,0.192948,0.204021,0.214018,0.224976,0.235097,0.245407,0.25637,0.265833,0.250131,1
-0.147649,-0.145349,-0.126923,-0.099029,-0.06522,-0.026312,0.011294,0.0376,0.053806,0.069606,0.076973,0.078183,0.080895,0.085201,0.089185,0.093064,0.097512,0.101384,0.110334,0.1264,0.14363,0.162099,0.183154,0.202987,0.21974,0.230139,0.244556,1
-0.147088,-0.137341,-0.112844,-0.080329,-0.043392,-0.00793,0.02304,0.042803,0.058335,0.073899,0.083916,0.09164,0.099045,0.107859,0.119873,0.13475,0.150111,0.164517,0.178649,0.193122,0.207141,0.223546,0.240625,0.25973,0.276415,0.286125,0.282956,1
-0.029777,-0.012743,0.026063,0.06532,0.100737,0.127477,0.14273,0.15305,0.160286,0.159681,0.157279,0.154305,0.150949,0.150535,0.149385,0.148635,0.153545,0.164999,0.179011,0.193299,0.208241,0.222963,0.231873,0.238916,0.250884,0.262331,0.251876,1
0.048251,0.056247,0.076109,0.102687,0.132571,0.164858,0.196861,0.223585,0.24131,0.251248,0.260101,0.26591,0.267575,0.271503,0.280958,0.292811,0.304327,0.313693,0.317213,0.317877,0.314862,0.309846,0.305853,0.304559,0.298586,0.284559,0.260313,1
0.079697,0.092451,0.118732,0.15293,0.187351,0.215353,0.234328,0.242421,0.248783,0.254054,0.252613,0.2473,0.242344,0.239514,0.23708,0.237243,0.244912,0.258016,0.26963,0.28043,0.285983,0.281843,0.270286,0.256439,0.245556,0.23949,0.224557,1
-0.022128,-0.026096,-0.028291,-0.01664,0.005139,0.037639,0.072839,0.099941,0.117886,0.131089,0.139074,0.137888,0.13704,0.136568,0.135868,0.135636,0.136474,0.138231,0.145419,0.158181,0.169658,0.182836,0.194562,0.206124,0.212043,0.216129,0.224267,1
-0.070691,-0.07937,-0.081025,-0.068899,-0.045536,-0.013703,0.020185,0.045283,0.0599,0.072442,0.079533,0.077383,0.074893,0.072182,0.070423,0.068442,0.067612,0.069869,0.081706,0.100436,0.116213,0.136827,0.158595,0.173972,0.174786,0.171873,0.175312,1
-0.040894,-0.054515,-0.046597,-0.017731,0.018631,0.051654,0.077275,0.091783,0.099331,0.106079,0.106513,0.104338,0.101897,0.099483,0.096955,0.096525,0.101062,0.10819,0.115749,0.12498,0.136876,0.150065,0.162336,0.176238,0.195884,0.217367,0.22163,1
-0.04593,-0.056187,-0.057854,-0.044421,-0.020577,0.012227,0.044555,0.063876,0.076593,0.088532,0.092968,0.090443,0.089881,0.088847,0.087189,0.08704,0.087048,0.087024,0.088261,0.092888,0.102935,0.115468,0.133517,0.15377,0.175313,0.18905,0.201023,1
-0.039723,-0.049816,-0.051783,-0.038633,-0.014914,0.015244,0.047496,0.068894,0.084496,0.09694,0.100527,0.099698,0.101181,0.100316,0.100623,0.102481,0.103205,0.104443,0.106832,0.114894,0.127965,0.142519,0.159334,0.175453,0.190261,0.201146,0.213575,1
0.193664,0.189631,0.210635,0.238735,0.268584,0.294752,0.314285,0.316585,0.311975,0.305287,0.29102,0.274338,0.259201,0.242922,0.226588,0.210811,0.196794,0.1875,0.180375,0.173835,0.168819,0.163293,0.157748,0.151406,0.14432,0.143461,0.129608,1
0.120982,0.109086,0.116057,0.140891,0.171819,0.208848,0.238724,0.252998,0.258063,0.259656,0.253988,0.242167,0.230875,0.220019,0.208172,0.196221,0.185058,0.177897,0.17746,0.175425,0.175849,0.175887,0.174209,0.172856,0.171881,0.179557,0.183743,1
0.007262,0.003049,0.021791,0.055297,0.094819,0.129292,0.15487,0.167633,0.175229,0.17916,0.175184,0.171891,0.166804,0.160998,0.15726,0.15877,0.168653,0.179729,0.191075,0.201661,0.211046,0.217604,0.219909,0.229005,0.234885,0.225588,0.193239,1
0.00151,0.009966,0.029394,0.053515,0.081513,0.112918,0.143152,0.168186,0.185707,0.197008,0.206122,0.210872,0.213144,0.215604,0.220336,0.229141,0.243411,0.259391,0.272984,0.284325,0.287443,0.285511,0.279206,0.27035,0.262527,0.258991,0.252555,1
0.002235,0.015871,0.041154,0.068252,0.101002,0.134734,0.165113,0.188054,0.201328,0.21187,0.218841,0.221272,0.222482,0.225689,0.233892,0.246234,0.25867,0.269599,0.279197,0.284931,0.287419,0.289543,0.28934,0.29245,0.292584,0.283351,0.26225,1
-0.012454,-0.015392,0.001575,0.029127,0.059728,0.09134,0.121338,0.143931,0.156065,0.164698,0.170656,0.171024,0.169997,0.169478,0.170748,0.1738,0.180871,0.1893,0.198657,0.209329,0.220175,0.229377,0.236602,0.246332,0.2599,0.265776,0.248904,1
-0.024716,-0.04732,-0.054814,-0.038543,-0.010454,0.019582,0.049479,0.074114,0.089369,0.099055,0.106659,0.107762,0.103977,0.101191,0.100028,0.100935,0.106705,0.115081,0.124008,0.136687,0.151114,0.164714,0.175419,0.186992,0.203904,0.219375,0.211778,1
0.237548,0.205955,0.179526,0.175556,0.184681,0.203971,0.223079,0.23291,0.23009,0.228395,0.220155,0.20051,0.180234,0.160429,0.140145,0.119493,0.099967,0.080269,0.061923,0.050474,0.04225,0.037189,0.036199,0.03675,0.036867,0.032801,0.032242,1
0.003157,0.024628,0.053241,0.082819,0.116146,0.15013,0.180493,0.205524,0.224357,0.240862,0.255346,0.266767,0.277432,0.287367,0.299845,0.315621,0.332845,0.348056,0.358919,0.362422,0.361784,0.358878,0.356039,0.356219,0.3586,0.357768,0.349225,1
0.041432,0.039259,0.052639,0.07543,0.108791,0.142282,0.170309,0.185688,0.192071,0.196804,0.195567,0.189976,0.182901,0.17531,0.169327,0.165994,0.169315,0.173889,0.174837,0.177007,0.179047,0.182622,0.185634,0.18751,0.19342,0.201781,0.199395,1
-0.149875,-0.138636,-0.1124,-0.077297,-0.039398,-0.007838,0.015679,0.034023,0.049827,0.060247,0.066972,0.074186,0.080232,0.086079,0.093912,0.103896,0.119018,0.135956,0.150557,0.167661,0.186444,0.205114,0.221412,0.234729,0.249141,0.267965,0.285338,1
0.034648,0.0368,0.057142,0.086438,0.122307,0.154699,0.180778,0.199413,0.2099,0.218592,0.221675,0.219753,0.216492,0.213367,0.211582,0.212288,0.217693,0.225333,0.232751,0.241724,0.249972,0.256114,0.259852,0.26544,0.273413,0.277368,0.262652,1
-0.043513,-0.039583,-0.018257,0.011862,0.047012,0.078311,0.106068,0.124899,0.136126,0.145747,0.151545,0.15381,0.154132,0.154772,0.157119,0.160223,0.166264,0.17476,0.183388,0.19222,0.202774,0.213118,0.224349,0.236775,0.248697,0.264606,0.278478,1
-0.047631,-0.047682,-0.022299,0.015905,0.052789,0.086943,0.111659,0.126353,0.137592,0.145217,0.146372,0.147331,0.148783,0.150072,0.15153,0.153741,0.15775,0.166242,0.179086,0.192461,0.205986,0.217572,0.227547,0.237852,0.247967,0.262029,0.252036,1
-0.15012,-0.157272,-0.131072,-0.114058,-0.093705,-0.075855,-0.056108,-0.039584,-0.025071,-0.008738,0.003354,0.016682,0.025236,0.031642,0.043312,0.056395,0.0756,0.098765,0.121209,0.147762,0.169579,0.181053,0.190398,0.201249,0.208868,0.231004,0.239912,1
-0.024099,-0.031403,-0.019582,0.006163,0.037313,0.076775,0.109454,0.125099,0.13742,0.143478,0.137237,0.129559,0.122796,0.116021,0.109434,0.1034,0.09941,0.095265,0.094714,0.101127,0.108072,0.118483,0.130974,0.142354,0.152633,0.157276,0.171434,1
-0.122437,-0.112948,-0.089254,-0.060833,-0.022246,0.01704,0.05121,0.074938,0.089365,0.102856,0.111654,0.116699,0.121797,0.126348,0.131584,0.138205,0.150181,0.170698,0.195242,0.22231,0.249958,0.273895,0.284656,0.284353,0.279727,0.277549,0.265292,1
