@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute target {1,2}

@data
0.100588,0.124375,0.116446,0.0768,0.021296,-0.050067,-0.117465,-0.161076,-0.176935,-0.184864,-0.188828,-0.180899,-0.169005,-0.145218,-0.109536,-0.06989,-0.030244,0.005437,0.033189,0.049048,0.056977,0.056977,0.053012,0.045083,0.037154,0.033189,0.033189,2
-0.054324,-0.039956,-0.025588,-0.030378,-0.083059,-0.169266,-0.202791,-0.193212,-0.169266,-0.164477,-0.193212,-0.245894,-0.260262,-0.221948,-0.14532,-0.073481,-0.030378,-0.011221,-0.001642,0.012726,0.036672,0.046251,0.036672,0.017515,0.003147,-0.006431,-0.01601,1
0.144698,0.125496,0.063091,-0.023316,-0.119324,-0.19133,-0.224933,-0.220132,-0.220132,-0.234534,-0.248935,-0.253735,-0.234534,-0.205731,-0.162528,-0.124124,-0.095322,-0.07132,-0.042518,-0.004115,0.010287,0.015087,0.010287,0.005486,0.010287,0.024688,0.034289,2
0.271341,0.28555,0.252394,0.181345,0.091349,0.015563,-0.027066,-0.050749,-0.050749,-0.055486,-0.064959,-0.079169,-0.074433,-0.050749,-0.02233,0.001353,0.010827,0.015563,0.015563,0.0203,0.029773,0.039246,0.039246,0.039246,0.043983,0.043983,0.039246,2
0.32197,0.336264,0.307675,0.250496,0.164729,0.09802,0.050372,0.031312,0.031312,0.026547,0.007488,-0.021102,-0.035396,-0.021102,-0.002042,0.017017,0.026547,0.026547,0.026547,0.031312,0.036077,0.045607,0.050372,0.055136,0.055136,0.055136,0.040842,2
0.306469,0.371642,0.398797,0.387935,0.333624,0.26302,0.197847,0.154398,0.132674,0.116381,0.089225,0.056639,0.034914,0.029483,0.040345,0.06207,0.078363,0.089225,0.089225,0.083794,0.078363,0.078363,0.083794,0.083794,0.072932,0.06207,0.051207,2
0.192967,0.258326,0.272851,0.23654,0.178442,0.098558,0.069509,0.054985,0.018674,-0.017637,-0.053948,-0.104783,-0.133832,-0.133832,-0.119307,-0.112045,-0.082996,-0.046685,-0.003112,0.025936,0.047723,0.062247,0.076772,0.084034,0.084034,0.084034,0.084034,1
0.358529,0.384726,0.358529,0.316613,0.269458,0.232782,0.211824,0.201345,0.175148,0.127993,0.065119,0.017964,-0.002994,-0.002994,0.017964,0.033682,0.038922,0.033682,0.038922,0.05464,0.065119,0.065119,0.049401,0.033682,0.023203,0.017964,0.012724,2
0.06197,0.126077,0.152789,0.142104,0.088682,0.029917,-0.007479,-0.012821,0.003205,0.003205,-0.03419,-0.082271,-0.114324,-0.087613,-0.03419,0.003205,0.008548,-0.002137,-0.012821,-0.018164,-0.002137,0.024574,0.045943,0.067313,0.083339,0.099366,0.115393,1
0.000177,-0.0122,-0.067898,-0.135973,-0.197859,-0.234991,-0.247368,-0.222613,-0.204048,-0.210236,-0.234991,-0.247368,-0.222613,-0.179293,-0.123596,-0.067898,-0.018389,0.018743,0.043497,0.068252,0.080629,0.080629,0.068252,0.055874,0.055874,0.068252,0.093006,2
