@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute attr130 numeric
@attribute attr131 numeric
@attribute attr132 numeric
@attribute attr133 numeric
@attribute attr134 numeric
@attribute attr135 numeric
@attribute target {1,2,3}

@data
-0.769406,-0.449398,-0.43274,-0.417003,-0.377473,-0.3233,-0.292366,-0.311667,-0.283093,-0.241621,-0.158577,-0.088571,-0.094337,-0.176039,-0.275169,-0.325467,-0.360371,-0.345744,-0.304835,-0.313454,-0.38572,-0.438683,-0.453371,-0.430086,-0.411002,-0.418372,-0.420463,-0.465737,-0.501737,-0.514975,-0.518061,-0.502635,-0.460501,-0.437782,-0.37641,-0.326634,-0.284879,-0.267157,-0.267793,-0.306726,-0.334309,-0.349039,-0.356912,-0.364367,-0.350127,-0.325068,-0.309013,-0.255775,-0.248512,-0.292504,-0.365933,-0.409012,-0.410067,-0.424319,-0.439951,-0.432209,-0.411877,-0.380541,-0.352584,-0.19118,-0.0072,0.145699,0.110986,-0.01076,-0.093762,-0.1967,-0.263337,-0.311236,-0.269621,-0.197276,-0.134268,-0.158233,-0.187761,-0.246082,-0.337447,-0.313087,-0.221323,-0.055593,0.146243,0.429268,0.728642,0.935291,1.275755,1.603833,1.877215,2.136954,1.998496,1.757145,1.666695,1.627365,1.684407,1.815669,2.035375,2.359268,2.838079,3.42108,4.178684,4.849085,5.433015,5.435138,5.171072,4.804593,4.277144,3.432053,2.646551,1.956784,1.304513,0.68094,0.111317,-0.355278,-0.728265,-1.002891,-1.233774,-1.406437,-1.554337,-1.670402,-1.786066,-1.913495,-1.99976,-2.082171,-2.13997,-2.176665,-2.216857,-2.242608,-2.281096,-2.302166,-2.326912,-2.342925,-2.359191,-2.368342,-2.372361,-2.382896,-2.37587,-2.375703,-2.341578,1
-0.759039,-0.437737,-0.420954,-0.404808,-0.366945,-0.318189,-0.2772,-0.283517,-0.266072,-0.218083,-0.136504,-0.062998,-0.074727,-0.165611,-0.261677,-0.330087,-0.364496,-0.356317,-0.324406,-0.32856,-0.404976,-0.464617,-0.465151,-0.434478,-0.41393,-0.405289,-0.406938,-0.44968,-0.493725,-0.500682,-0.498427,-0.478612,-0.447035,-0.40803,-0.362771,-0.311538,-0.27778,-0.264027,-0.279911,-0.308067,-0.333907,-0.347945,-0.359755,-0.355356,-0.348626,-0.331254,-0.298845,-0.25449,-0.245196,-0.28758,-0.35738,-0.404676,-0.41456,-0.427143,-0.436994,-0.438226,-0.421497,-0.391669,-0.338039,-0.192693,-0.005972,0.138005,0.115288,-0.00582,-0.100469,-0.196375,-0.270504,-0.315239,-0.266431,-0.202637,-0.137047,-0.168784,-0.19687,-0.24949,-0.339749,-0.32515,-0.22945,-0.066795,0.137648,0.421682,0.723964,0.945218,1.274086,1.620603,1.912999,2.129222,2.018384,1.715877,1.642226,1.610854,1.664994,1.804728,2.030784,2.357243,2.829026,3.463717,4.163674,4.837268,5.363439,5.472994,5.205003,4.781728,4.277506,3.396322,2.628221,1.948409,1.266142,0.676145,0.11439,-0.373133,-0.729322,-1.001641,-1.231354,-1.396597,-1.542219,-1.660366,-1.781376,-1.910438,-2.007724,-2.08217,-2.140737,-2.185439,-2.223985,-2.253231,-2.281203,-2.307233,-2.328341,-2.343845,-2.356175,-2.369575,-2.378712,-2.386334,-2.385327,-2.379916,-2.355188,1
-0.795891,-0.486995,-0.464411,-0.44837,-0.414601,-0.360292,-0.311508,-0.300864,-0.282281,-0.221123,-0.135361,-0.063066,-0.073288,-0.154554,-0.257974,-0.331652,-0.37381,-0.37333,-0.341593,-0.348177,-0.426245,-0.481382,-0.478052,-0.442252,-0.420566,-0.411011,-0.413913,-0.460444,-0.50775,-0.51926,-0.516799,-0.491735,-0.457987,-0.41349,-0.362342,-0.307545,-0.26602,-0.253421,-0.268115,-0.301805,-0.328983,-0.33903,-0.353542,-0.348775,-0.335178,-0.318487,-0.285039,-0.240378,-0.230025,-0.281713,-0.35495,-0.404017,-0.415764,-0.430534,-0.4405,-0.439354,-0.421686,-0.387875,-0.326824,-0.170064,0.027665,0.185046,0.160775,0.024129,-0.083771,-0.180443,-0.262209,-0.305596,-0.247242,-0.17947,-0.115118,-0.152044,-0.182886,-0.243772,-0.34549,-0.32593,-0.216573,-0.041372,0.173789,0.48794,0.821283,1.060425,1.408339,1.771506,2.085021,2.316441,2.167253,1.785842,1.679217,1.620124,1.640717,1.760354,1.970119,2.286358,2.759465,3.390146,4.122568,4.782262,5.378845,5.444121,5.254811,4.719778,4.196212,3.356002,2.572111,1.876378,1.2073,0.606302,0.050605,-0.446584,-0.788593,-1.052166,-1.269072,-1.427092,-1.563356,-1.672961,-1.786752,-1.916862,-2.015422,-2.088947,-2.14646,-2.188951,-2.225004,-2.254716,-2.281397,-2.305104,-2.325299,-2.339994,-2.352813,-2.365493,-2.374412,-2.382135,-2.380265,-2.374813,-2.350678,1
-0.796555,-0.485109,-0.468475,-0.453291,-0.413123,-0.359222,-0.313003,-0.306449,-0.27807,-0.223869,-0.139532,-0.066588,-0.071895,-0.159664,-0.260712,-0.328946,-0.370191,-0.369949,-0.344084,-0.34624,-0.430147,-0.484713,-0.483555,-0.449996,-0.428365,-0.420612,-0.418614,-0.465446,-0.511688,-0.522462,-0.515642,-0.493975,-0.457891,-0.415322,-0.359249,-0.309034,-0.267042,-0.252473,-0.266689,-0.297422,-0.327827,-0.338286,-0.348848,-0.343058,-0.329738,-0.311673,-0.273621,-0.235833,-0.227341,-0.276468,-0.348915,-0.402593,-0.41301,-0.428521,-0.438753,-0.43664,-0.42172,-0.385534,-0.326241,-0.167802,0.038322,0.197249,0.16857,0.028871,-0.079806,-0.174523,-0.257088,-0.303745,-0.242965,-0.181871,-0.114922,-0.146451,-0.180038,-0.241088,-0.341787,-0.320118,-0.212392,-0.037163,0.185768,0.500069,0.833739,1.074963,1.420651,1.789848,2.086534,2.349283,2.187324,1.805179,1.680413,1.625607,1.643081,1.764462,1.977781,2.297832,2.773049,3.412289,4.175063,4.788867,5.331994,5.408513,5.235252,4.670667,4.205364,3.329819,2.559032,1.867827,1.203308,0.591287,0.037047,-0.44809,-0.795681,-1.058811,-1.278059,-1.436521,-1.577893,-1.691461,-1.801825,-1.926424,-2.022301,-2.092944,-2.149482,-2.191717,-2.22895,-2.257736,-2.284007,-2.309227,-2.328831,-2.343366,-2.354268,-2.367676,-2.377844,-2.383374,-2.384285,-2.378502,-2.353967,1
-0.792387,-0.472872,-0.454102,-0.435723,-0.396168,-0.340487,-0.288178,-0.277337,-0.249726,-0.186739,-0.096107,-0.019535,-0.02689,-0.1084,-0.206264,-0.28215,-0.325838,-0.322326,-0.297454,-0.309007,-0.385281,-0.440818,-0.439649,-0.40541,-0.390079,-0.382155,-0.387739,-0.435805,-0.483093,-0.499667,-0.497852,-0.475044,-0.438693,-0.394679,-0.338984,-0.288049,-0.244532,-0.226346,-0.242823,-0.284852,-0.322352,-0.340155,-0.353478,-0.347435,-0.336141,-0.319396,-0.283339,-0.244634,-0.236937,-0.290399,-0.363375,-0.415255,-0.426047,-0.440128,-0.449957,-0.450039,-0.430856,-0.39719,-0.339282,-0.186082,0.01057,0.165648,0.136068,0.000201,-0.104453,-0.201307,-0.27482,-0.316125,-0.260651,-0.193523,-0.11879,-0.15464,-0.181798,-0.249208,-0.358703,-0.345608,-0.246308,-0.073616,0.147309,0.446514,0.784165,1.010714,1.351633,1.723573,2.034635,2.275444,2.111115,1.752779,1.652644,1.60278,1.618872,1.741983,1.952575,2.280525,2.74047,3.399961,4.12191,4.811039,5.381315,5.404735,5.324101,4.689743,4.246574,3.350609,2.568525,1.890667,1.220438,0.600466,0.046608,-0.444238,-0.792476,-1.050192,-1.267147,-1.419616,-1.553686,-1.647084,-1.762261,-1.912242,-2.027152,-2.106448,-2.167798,-2.210608,-2.248775,-2.27758,-2.302069,-2.328187,-2.347881,-2.363976,-2.376336,-2.389588,-2.398778,-2.405503,-2.404543,-2.398014,-2.373462,1
-0.777597,-0.466552,-0.444491,-0.43224,-0.39819,-0.34611,-0.300224,-0.293134,-0.266517,-0.211356,-0.12122,-0.046803,-0.055564,-0.139733,-0.240782,-0.317902,-0.355117,-0.354594,-0.328033,-0.331578,-0.411834,-0.46217,-0.461841,-0.426041,-0.40347,-0.394651,-0.401165,-0.444573,-0.491625,-0.501744,-0.499692,-0.478994,-0.442584,-0.402029,-0.352006,-0.3021,-0.260486,-0.245099,-0.267439,-0.29972,-0.330171,-0.343044,-0.357444,-0.350917,-0.339016,-0.324721,-0.289896,-0.248043,-0.242278,-0.29114,-0.361341,-0.411719,-0.424118,-0.439645,-0.450745,-0.451022,-0.433985,-0.398189,-0.340084,-0.190424,0.007751,0.155142,0.124489,-0.004775,-0.108696,-0.196712,-0.27323,-0.318214,-0.261451,-0.198902,-0.129055,-0.157876,-0.194563,-0.255347,-0.351321,-0.338851,-0.235657,-0.069768,0.137707,0.437204,0.755943,0.987264,1.324067,1.68859,1.99186,2.222637,2.079658,1.755916,1.648589,1.594606,1.630707,1.761192,1.978513,2.301282,2.775483,3.422725,4.149642,4.822238,5.357375,5.457915,5.274253,4.77297,4.231409,3.400432,2.622198,1.921177,1.251483,0.644896,0.08883,-0.406332,-0.759378,-1.022236,-1.243867,-1.401666,-1.54392,-1.645818,-1.763883,-1.902762,-2.00784,-2.084807,-2.14415,-2.189678,-2.225562,-2.257088,-2.284104,-2.308889,-2.330269,-2.344908,-2.358134,-2.370562,-2.379536,-2.387733,-2.386654,-2.381121,-2.355884,1
-0.769334,-0.454146,-0.431945,-0.417944,-0.379403,-0.327488,-0.28639,-0.288763,-0.277955,-0.231066,-0.143119,-0.071604,-0.08334,-0.175176,-0.27646,-0.350399,-0.385721,-0.373443,-0.342723,-0.346186,-0.423132,-0.477678,-0.470884,-0.431769,-0.404983,-0.392091,-0.391745,-0.433663,-0.481209,-0.493977,-0.491046,-0.474115,-0.441583,-0.402818,-0.354131,-0.308556,-0.270419,-0.260789,-0.278973,-0.311531,-0.331012,-0.342488,-0.356068,-0.349129,-0.342974,-0.330208,-0.296362,-0.250806,-0.240914,-0.287921,-0.360706,-0.408823,-0.422686,-0.437284,-0.446862,-0.448732,-0.426601,-0.392093,-0.33725,-0.189957,0.001933,0.143575,0.118953,-0.013976,-0.108115,-0.196653,-0.276018,-0.314603,-0.262948,-0.201573,-0.135664,-0.164409,-0.194195,-0.252366,-0.355288,-0.340298,-0.236325,-0.074468,0.136344,0.416561,0.740406,0.967868,1.29612,1.65936,1.951587,2.175046,2.058776,1.742165,1.650586,1.619476,1.657119,1.793185,2.014669,2.324131,2.789626,3.440037,4.162105,4.811299,5.362132,5.52195,5.237109,4.737184,4.263643,3.411222,2.630257,1.948108,1.265784,0.6603,0.104004,-0.391817,-0.739513,-1.004111,-1.230116,-1.385971,-1.526754,-1.637685,-1.754668,-1.894704,-2.002604,-2.080691,-2.138615,-2.183528,-2.222923,-2.251506,-2.278846,-2.304792,-2.324588,-2.33939,-2.352225,-2.366285,-2.374807,-2.381923,-2.383052,-2.377111,-2.350922,1
-0.764343,-0.4504,-0.427736,-0.414403,-0.379074,-0.324933,-0.285318,-0.294288,-0.27788,-0.229743,-0.145873,-0.071619,-0.083946,-0.175008,-0.271935,-0.33987,-0.379075,-0.370535,-0.332911,-0.33865,-0.416354,-0.469244,-0.465777,-0.427436,-0.404676,-0.391722,-0.393033,-0.438089,-0.483732,-0.496672,-0.495115,-0.476238,-0.44689,-0.409225,-0.359617,-0.314012,-0.275017,-0.266541,-0.279365,-0.310299,-0.331617,-0.341468,-0.354587,-0.354946,-0.345376,-0.330064,-0.294961,-0.251178,-0.236944,-0.287477,-0.360309,-0.409543,-0.421403,-0.436326,-0.448722,-0.445968,-0.426791,-0.391488,-0.333984,-0.189418,0.000469,0.144744,0.116128,-0.013156,-0.107206,-0.197796,-0.274744,-0.316526,-0.263255,-0.20589,-0.138332,-0.165594,-0.197243,-0.25233,-0.349162,-0.336648,-0.238107,-0.069743,0.125152,0.412468,0.732484,0.963798,1.285252,1.651396,1.943127,2.182644,2.053609,1.743248,1.655239,1.624876,1.670417,1.803927,2.01549,2.339269,2.805509,3.460509,4.154242,4.812263,5.399534,5.469943,5.258734,4.735097,4.236899,3.400189,2.633384,1.931913,1.273219,0.667796,0.106498,-0.38434,-0.741236,-1.006183,-1.230988,-1.388369,-1.531199,-1.644037,-1.763281,-1.900955,-2.003479,-2.079564,-2.140071,-2.184909,-2.221933,-2.252561,-2.279957,-2.304804,-2.324728,-2.340698,-2.352478,-2.367368,-2.375528,-2.382851,-2.382632,-2.37805,-2.352371,1
-0.780636,-0.459961,-0.439781,-0.421566,-0.381852,-0.328202,-0.285598,-0.284887,-0.266904,-0.212164,-0.129209,-0.055785,-0.061017,-0.153287,-0.251448,-0.32402,-0.359996,-0.35254,-0.322774,-0.330228,-0.406876,-0.467115,-0.46062,-0.425067,-0.399659,-0.393594,-0.393075,-0.44338,-0.488987,-0.5024,-0.501125,-0.479919,-0.448302,-0.4062,-0.356886,-0.30843,-0.26424,-0.252392,-0.267262,-0.302684,-0.328656,-0.339629,-0.352251,-0.350039,-0.340753,-0.32538,-0.290013,-0.245885,-0.234984,-0.28331,-0.357622,-0.409746,-0.416809,-0.431975,-0.443416,-0.444169,-0.424808,-0.391939,-0.336741,-0.185511,0.004365,0.16215,0.130335,0.00074,-0.095334,-0.1915,-0.26851,-0.309676,-0.260813,-0.195916,-0.122466,-0.155994,-0.188259,-0.249156,-0.349627,-0.336025,-0.233484,-0.061884,0.147873,0.440193,0.77282,1.002014,1.332077,1.698413,2.001961,2.232633,2.095815,1.748476,1.645192,1.609919,1.647055,1.774725,1.995138,2.304247,2.764543,3.420341,4.143667,4.800789,5.378513,5.458921,5.210489,4.769829,4.252592,3.388176,2.596718,1.910938,1.239607,0.635414,0.078919,-0.416342,-0.768531,-1.030066,-1.252439,-1.410086,-1.549769,-1.656323,-1.770871,-1.911462,-2.01674,-2.09246,-2.152226,-2.196685,-2.233387,-2.26426,-2.28939,-2.316176,-2.336824,-2.350662,-2.36285,-2.37659,-2.385154,-2.392738,-2.392641,-2.387015,-2.361559,1
-0.776675,-0.460511,-0.4408,-0.42055,-0.384202,-0.330379,-0.284066,-0.290577,-0.265912,-0.216065,-0.134272,-0.062681,-0.069508,-0.160951,-0.260019,-0.335167,-0.370827,-0.364954,-0.33888,-0.339737,-0.4205,-0.474937,-0.469753,-0.431972,-0.409361,-0.398174,-0.398937,-0.445811,-0.493944,-0.504349,-0.502071,-0.480219,-0.447698,-0.406973,-0.357032,-0.307227,-0.268784,-0.255458,-0.275372,-0.307812,-0.331127,-0.343954,-0.352082,-0.351801,-0.34282,-0.326679,-0.293048,-0.245826,-0.237934,-0.284658,-0.359702,-0.408085,-0.416108,-0.435619,-0.446508,-0.445526,-0.425767,-0.39304,-0.333913,-0.183547,0.011598,0.160639,0.130802,0.005166,-0.098179,-0.189895,-0.268547,-0.312509,-0.257333,-0.195869,-0.126959,-0.160489,-0.194925,-0.25228,-0.345841,-0.330524,-0.227269,-0.055855,0.150999,0.447051,0.777133,1.011025,1.341146,1.70979,2.00131,2.236027,2.097908,1.756454,1.655762,1.616739,1.643227,1.772458,1.997627,2.306492,2.768139,3.416178,4.15721,4.813821,5.405218,5.448247,5.190897,4.781587,4.235906,3.380018,2.604814,1.903686,1.247453,0.630861,0.075572,-0.417011,-0.766986,-1.02868,-1.251322,-1.411768,-1.550253,-1.659354,-1.773727,-1.909233,-2.012014,-2.087268,-2.14485,-2.188211,-2.2271,-2.255924,-2.282838,-2.309118,-2.329148,-2.342932,-2.355632,-2.36947,-2.377793,-2.384396,-2.384006,-2.378646,-2.35394,1
-0.756596,-0.408307,-0.378985,-0.357287,-0.307341,-0.252877,-0.219417,-0.248583,-0.240399,-0.194751,-0.125292,-0.041475,-0.038501,-0.124193,-0.208061,-0.268753,-0.301307,-0.280016,-0.266083,-0.283236,-0.353713,-0.378628,-0.354372,-0.303657,-0.273797,-0.257565,-0.251647,-0.307094,-0.392413,-0.440094,-0.438477,-0.447535,-0.429686,-0.396628,-0.354999,-0.317679,-0.274783,-0.254031,-0.275469,-0.304205,-0.336069,-0.344918,-0.36665,-0.371316,-0.364304,-0.355825,-0.323947,-0.279889,-0.270475,-0.319852,-0.387811,-0.433881,-0.437289,-0.450345,-0.45663,-0.46272,-0.440168,-0.410269,-0.359325,-0.224533,-0.045726,0.080512,0.050655,-0.067048,-0.135544,-0.214677,-0.295453,-0.325807,-0.269894,-0.205237,-0.124928,-0.143168,-0.164499,-0.243281,-0.390033,-0.385981,-0.298237,-0.142126,0.056681,0.322378,0.634113,0.848723,1.158418,1.494481,1.785005,2.0171,1.919736,1.621626,1.568937,1.558289,1.605144,1.752114,1.973227,2.310229,2.779104,3.441935,4.170844,4.825377,5.392744,5.480459,5.267306,4.880914,4.294827,3.443523,2.686598,1.994639,1.316457,0.694895,0.13415,-0.365727,-0.727237,-0.994309,-1.207625,-1.273428,-1.359407,-1.483463,-1.652466,-1.863143,-2.022789,-2.124534,-2.190317,-2.239107,-2.27857,-2.310673,-2.336499,-2.364811,-2.385666,-2.401651,-2.414781,-2.427306,-2.437991,-2.445897,-2.444439,-2.439476,-2.414036,2
-0.747827,-0.404858,-0.377362,-0.348102,-0.295231,-0.248903,-0.218015,-0.239183,-0.240602,-0.195697,-0.12437,-0.036421,-0.036409,-0.118216,-0.200971,-0.266858,-0.295699,-0.276439,-0.262755,-0.281195,-0.349658,-0.370361,-0.346549,-0.29212,-0.258609,-0.246254,-0.237478,-0.293478,-0.386096,-0.433738,-0.433719,-0.444199,-0.430312,-0.396195,-0.357313,-0.321685,-0.284033,-0.260683,-0.28619,-0.31116,-0.342518,-0.351622,-0.371511,-0.379882,-0.368808,-0.360212,-0.33052,-0.284937,-0.273734,-0.322527,-0.397501,-0.440271,-0.445628,-0.457298,-0.465023,-0.464067,-0.44463,-0.414908,-0.36482,-0.234969,-0.05333,0.072622,0.041366,-0.076288,-0.141221,-0.221303,-0.297883,-0.333864,-0.278682,-0.211895,-0.133387,-0.152148,-0.165423,-0.24661,-0.399817,-0.389271,-0.306937,-0.148698,0.047337,0.310143,0.612324,0.830384,1.139205,1.474404,1.76036,1.987304,1.894062,1.608293,1.559168,1.549256,1.610469,1.755291,1.985824,2.310566,2.79956,3.439603,4.178375,4.843125,5.431712,5.487136,5.280033,4.822192,4.290469,3.4562,2.706399,1.999838,1.329405,0.707584,0.151587,-0.352087,-0.715356,-0.982066,-1.195268,-1.251484,-1.337965,-1.459351,-1.627156,-1.852084,-2.017183,-2.122056,-2.189194,-2.238247,-2.277545,-2.3098,-2.335835,-2.365578,-2.386425,-2.402029,-2.415211,-2.42781,-2.440338,-2.444826,-2.447525,-2.439835,-2.412251,2
-0.764974,-0.406799,-0.371886,-0.34635,-0.29047,-0.23759,-0.207308,-0.227204,-0.216155,-0.174227,-0.099553,-0.017811,0.003277,-0.067468,-0.122145,-0.193125,-0.226089,-0.196023,-0.199139,-0.231895,-0.288867,-0.269681,-0.213567,-0.1491,-0.108807,-0.09053,-0.080974,-0.155245,-0.294289,-0.371044,-0.373989,-0.41217,-0.40039,-0.369072,-0.32058,-0.285347,-0.232169,-0.207136,-0.242378,-0.279692,-0.324745,-0.333618,-0.362682,-0.375707,-0.368046,-0.367178,-0.344066,-0.304081,-0.29044,-0.342501,-0.416681,-0.463581,-0.465631,-0.476893,-0.486135,-0.487217,-0.463822,-0.428332,-0.372387,-0.24624,-0.0718,0.045324,0.015499,-0.106814,-0.168458,-0.244351,-0.32533,-0.354805,-0.284241,-0.209075,-0.113695,-0.115495,-0.119878,-0.241422,-0.455496,-0.458316,-0.380537,-0.223802,-0.027769,0.249848,0.55361,0.778686,1.095977,1.443756,1.75309,1.971014,1.879254,1.592574,1.521195,1.497209,1.546263,1.680988,1.914393,2.243418,2.728633,3.387676,4.12459,4.825097,5.361007,5.486824,5.374432,4.828515,4.288954,3.463789,2.680412,1.969888,1.299684,0.673302,0.106344,-0.396245,-0.750422,-1.009173,-1.187234,-1.138479,-1.154873,-1.272253,-1.493679,-1.804969,-2.042454,-2.175607,-2.254888,-2.303464,-2.348398,-2.380281,-2.407104,-2.436494,-2.457997,-2.472551,-2.488062,-2.502801,-2.510225,-2.518685,-2.51998,-2.51151,-2.484191,2
-0.745002,-0.392631,-0.361361,-0.333621,-0.284799,-0.236378,-0.203006,-0.224197,-0.219441,-0.174524,-0.10422,-0.023515,-0.014711,-0.090841,-0.167921,-0.237986,-0.267175,-0.247542,-0.236887,-0.262211,-0.327338,-0.335347,-0.301163,-0.249428,-0.213935,-0.195234,-0.183528,-0.246955,-0.35311,-0.409857,-0.413814,-0.432932,-0.419015,-0.38534,-0.343176,-0.310839,-0.267926,-0.248677,-0.271413,-0.301631,-0.334664,-0.344993,-0.368311,-0.377628,-0.369519,-0.363722,-0.33505,-0.291873,-0.280488,-0.327258,-0.401377,-0.444973,-0.451518,-0.458792,-0.470092,-0.470928,-0.449832,-0.418568,-0.36959,-0.241528,-0.060379,0.06327,0.02799,-0.083641,-0.148435,-0.224991,-0.307546,-0.341302,-0.280132,-0.213659,-0.13191,-0.139415,-0.15493,-0.245247,-0.412743,-0.414515,-0.324024,-0.171506,0.016937,0.290194,0.590456,0.820449,1.114503,1.456834,1.746322,1.973662,1.868196,1.605653,1.543172,1.5345,1.596128,1.741357,1.968681,2.300996,2.786303,3.434485,4.1835,4.846509,5.430087,5.466777,5.293143,4.806518,4.284387,3.45906,2.697734,1.992062,1.315741,0.703906,0.134815,-0.362087,-0.726067,-0.993791,-1.191473,-1.22011,-1.28606,-1.416715,-1.607787,-1.852161,-2.034579,-2.147352,-2.215889,-2.266848,-2.306679,-2.339459,-2.367424,-2.393124,-2.417263,-2.433059,-2.446357,-2.461842,-2.470006,-2.478907,-2.478074,-2.472499,-2.445012,2
-0.710605,-0.371562,-0.345655,-0.324062,-0.274873,-0.226742,-0.198141,-0.23122,-0.238305,-0.2047,-0.129607,-0.047374,-0.056455,-0.155786,-0.249968,-0.313678,-0.340126,-0.321971,-0.293998,-0.300785,-0.378471,-0.428891,-0.419829,-0.38148,-0.363859,-0.356153,-0.355398,-0.403144,-0.455155,-0.473092,-0.473245,-0.466302,-0.449387,-0.42296,-0.389106,-0.356019,-0.318286,-0.304212,-0.316356,-0.336534,-0.357215,-0.369411,-0.38359,-0.387549,-0.380142,-0.364782,-0.327344,-0.285089,-0.272041,-0.318187,-0.384153,-0.42625,-0.433395,-0.4409,-0.448303,-0.450023,-0.432755,-0.405875,-0.366235,-0.238295,-0.067878,0.068197,0.033049,-0.078075,-0.146106,-0.219098,-0.286585,-0.32743,-0.286943,-0.230756,-0.164359,-0.187629,-0.20852,-0.261948,-0.357351,-0.343293,-0.264932,-0.123175,0.055032,0.297427,0.57012,0.775658,1.063442,1.375407,1.648671,1.874328,1.815184,1.582799,1.564009,1.582063,1.666922,1.834202,2.072087,2.420214,2.902188,3.5439,4.241484,4.888384,5.389832,5.518405,5.337679,4.839318,4.276525,3.491506,2.751352,2.052289,1.386918,0.772483,0.213439,-0.290326,-0.658154,-0.940329,-1.176373,-1.321548,-1.452378,-1.583168,-1.722039,-1.870771,-1.98272,-2.067076,-2.130867,-2.176587,-2.218629,-2.248381,-2.275996,-2.30415,-2.327222,-2.340742,-2.355539,-2.367914,-2.379194,-2.386505,-2.385637,-2.380136,-2.353027,2
