@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute target {1,2,3}

@data
0.341898,0.416366,0.486968,0.553429,0.612149,0.66291,0.704914,0.740378,0.760488,0.763014,0.749218,0.724865,0.690867,0.648685,0.598138,0.543952,0.488109,0.435546,0.405574,0.383759,0.367223,0.354194,0.34414,0.335151,0.324896,0.311123,0.293668,0.272674,0.24747,0.217936,0.185568,0.147857,0.102636,0.046877,-0.016959,-0.083648,-0.154412,-0.231026,-0.313038,-0.400178,-0.493759,-0.582278,-0.657495,-0.720075,-0.77044,-0.80725,-0.829165,-0.838952,3
0.359529,0.431083,0.501613,0.566632,0.620835,0.664661,0.70023,0.730056,0.751016,0.756207,0.743204,0.718586,0.688565,0.650728,0.601367,0.544139,0.486825,0.431266,0.396831,0.368132,0.344087,0.325031,0.310212,0.298308,0.285846,0.272667,0.25664,0.23847,0.216172,0.190156,0.159387,0.122502,0.078622,0.02556,-0.037485,-0.105771,-0.180572,-0.256988,-0.337316,-0.422477,-0.512055,-0.599038,-0.674435,-0.736178,-0.784948,-0.819929,-0.840888,-0.851615,3
0.345058,0.414614,0.488019,0.552816,0.607338,0.654853,0.692097,0.723123,0.749241,0.757207,0.74549,0.719359,0.687946,0.649503,0.597139,0.534672,0.470308,0.405581,0.361642,0.324803,0.293064,0.267288,0.246633,0.231753,0.219079,0.20984,0.202644,0.194157,0.18124,0.163616,0.141685,0.111787,0.074518,0.028052,-0.028678,-0.09419,-0.159852,-0.228343,-0.303219,-0.382474,-0.468858,-0.55959,-0.639121,-0.705728,-0.757932,-0.796427,-0.822161,-0.836266,3
0.382082,0.451411,0.521041,0.581443,0.636818,0.684817,0.722521,0.754447,0.778473,0.788998,0.781745,0.760231,0.72932,0.689165,0.640154,0.585726,0.5307,0.477146,0.437953,0.403113,0.374606,0.349633,0.329277,0.312489,0.297487,0.281034,0.263977,0.244037,0.218546,0.188132,0.152281,0.111079,0.064287,0.01031,-0.053762,-0.123163,-0.194158,-0.269806,-0.350384,-0.433518,-0.522477,-0.611259,-0.69054,-0.757027,-0.809339,-0.848625,-0.873957,-0.886993,2
0.30257,0.381511,0.46626,0.540797,0.600813,0.649072,0.689558,0.721117,0.747993,0.760546,0.756944,0.737932,0.710339,0.674978,0.628235,0.57384,0.517524,0.46137,0.424667,0.39892,0.384105,0.373157,0.363912,0.357402,0.352276,0.347222,0.335887,0.317121,0.287536,0.252099,0.212208,0.169699,0.120759,0.064433,-0.00252,-0.081056,-0.159058,-0.235875,-0.31465,-0.399617,-0.48809,-0.576688,-0.653589,-0.716517,-0.76484,-0.797789,-0.819943,-0.832603,2
0.330335,0.396265,0.467047,0.533693,0.591121,0.639203,0.679429,0.711441,0.737196,0.748296,0.742877,0.721075,0.69209,0.652952,0.601522,0.544581,0.484302,0.424012,0.385298,0.353813,0.324964,0.301099,0.281085,0.264799,0.250624,0.23772,0.226306,0.213724,0.197465,0.177227,0.152892,0.124141,0.08727,0.042338,-0.012593,-0.077334,-0.147246,-0.219657,-0.29674,-0.380265,-0.469126,-0.560225,-0.641714,-0.709514,-0.762448,-0.802216,-0.827092,-0.838247,2
0.349922,0.417395,0.488276,0.554384,0.61161,0.660338,0.699915,0.734053,0.756882,0.763124,0.751523,0.725776,0.692383,0.650776,0.598194,0.541687,0.481474,0.423005,0.384125,0.351177,0.322323,0.298479,0.279318,0.263952,0.250722,0.240275,0.229753,0.216202,0.198608,0.176996,0.151732,0.120399,0.081221,0.032598,-0.025737,-0.092638,-0.164455,-0.240434,-0.320606,-0.404946,-0.495336,-0.584202,-0.660245,-0.723583,-0.774347,-0.812222,-0.836457,-0.850592,3
0.355192,0.428125,0.498326,0.560932,0.614475,0.660563,0.698285,0.732243,0.758463,0.77107,0.763769,0.746602,0.721294,0.687487,0.640901,0.584175,0.526342,0.471117,0.435334,0.406423,0.383009,0.362816,0.345457,0.329681,0.315685,0.299651,0.28288,0.261597,0.237085,0.208142,0.17062,0.128531,0.080713,0.024177,-0.038372,-0.101627,-0.168823,-0.241111,-0.318416,-0.403023,-0.495095,-0.587639,-0.670294,-0.737217,-0.790638,-0.828158,-0.850348,-0.86,2
0.367055,0.440772,0.511166,0.573752,0.630903,0.679678,0.720019,0.75323,0.776823,0.783166,0.773402,0.75019,0.719139,0.680631,0.630494,0.575113,0.518296,0.464845,0.427962,0.39734,0.371674,0.350839,0.333324,0.316165,0.30049,0.286158,0.270263,0.252273,0.230948,0.204142,0.170645,0.129722,0.080862,0.024144,-0.041661,-0.111881,-0.18435,-0.26209,-0.344118,-0.430472,-0.521889,-0.609259,-0.686339,-0.749307,-0.798442,-0.834077,-0.856464,-0.869467,2
0.344499,0.42258,0.496455,0.558995,0.613034,0.661574,0.701293,0.736096,0.756455,0.75965,0.746513,0.723848,0.695436,0.657992,0.609062,0.558646,0.508331,0.457655,0.427961,0.403551,0.384553,0.368338,0.355725,0.344812,0.33615,0.324385,0.308166,0.285719,0.256833,0.224206,0.186657,0.143256,0.092441,0.032331,-0.035396,-0.105537,-0.175708,-0.251347,-0.33482,-0.421891,-0.515666,-0.602623,-0.676431,-0.737964,-0.786889,-0.820248,-0.839343,-0.848542,3
0.374207,0.44361,0.513571,0.575124,0.629994,0.678837,0.718177,0.748387,0.771597,0.779295,0.77105,0.747045,0.714554,0.676058,0.626772,0.566816,0.50514,0.445188,0.401905,0.364141,0.332289,0.304793,0.280968,0.260486,0.240393,0.224985,0.213153,0.200588,0.183583,0.161431,0.134403,0.101271,0.060826,0.010414,-0.051297,-0.118756,-0.188133,-0.262032,-0.343145,-0.427806,-0.516029,-0.603019,-0.680066,-0.744387,-0.7949,-0.83099,-0.852816,-0.864911,3
0.345918,0.423171,0.497939,0.561336,0.614798,0.657836,0.694786,0.727533,0.750274,0.75761,0.749218,0.730978,0.704997,0.669878,0.625682,0.576656,0.526155,0.477037,0.449373,0.426464,0.407601,0.394598,0.387573,0.381717,0.372077,0.356182,0.331335,0.302549,0.268349,0.23039,0.186811,0.139419,0.086353,0.023531,-0.043666,-0.113859,-0.184501,-0.258566,-0.336242,-0.421657,-0.51408,-0.603911,-0.68095,-0.743491,-0.79149,-0.825193,-0.845608,-0.85566,2
0.373882,0.446141,0.518119,0.583243,0.636925,0.684375,0.724452,0.756891,0.780016,0.786287,0.775832,0.752906,0.722367,0.68293,0.633296,0.579738,0.525465,0.472249,0.433105,0.400805,0.372516,0.348092,0.328266,0.312117,0.297071,0.28395,0.26846,0.248678,0.224801,0.196121,0.161204,0.120277,0.070554,0.010047,-0.059636,-0.135486,-0.21541,-0.296189,-0.382504,-0.471549,-0.560738,-0.643613,-0.713787,-0.770621,-0.814678,-0.845584,-0.865165,-0.877662,2
0.404007,0.468505,0.530734,0.590423,0.644735,0.692738,0.731907,0.762838,0.787248,0.796861,0.789611,0.770787,0.740109,0.701284,0.658327,0.612761,0.56588,0.521095,0.484821,0.455438,0.432427,0.413806,0.398913,0.388909,0.37671,0.362256,0.341295,0.313761,0.279641,0.239937,0.192995,0.139095,0.080088,0.01382,-0.057384,-0.12997,-0.206221,-0.28654,-0.370678,-0.454757,-0.540525,-0.627266,-0.705551,-0.771678,-0.827372,-0.870303,-0.901381,-0.922442,1
0.427732,0.497234,0.562969,0.623317,0.673481,0.718259,0.753915,0.784384,0.809748,0.825937,0.82726,0.81357,0.788684,0.754561,0.712814,0.667108,0.621668,0.575427,0.538161,0.507816,0.479056,0.451005,0.426748,0.404651,0.383504,0.361314,0.337343,0.308399,0.272591,0.231252,0.182464,0.128673,0.067973,-0.003095,-0.078953,-0.15499,-0.23564,-0.31706,-0.401874,-0.48697,-0.573544,-0.657625,-0.735441,-0.800183,-0.852867,-0.893761,-0.921791,-0.939305,1
0.37934,0.451187,0.520566,0.584917,0.63989,0.687446,0.727578,0.763125,0.791265,0.806017,0.802526,0.784206,0.754168,0.715672,0.671234,0.622696,0.574428,0.527518,0.485263,0.449619,0.423088,0.403372,0.388097,0.376167,0.362633,0.348097,0.329372,0.306462,0.277176,0.238287,0.19403,0.144156,0.087604,0.024775,-0.046713,-0.119604,-0.195184,-0.27244,-0.353406,-0.437678,-0.526233,-0.614117,-0.692979,-0.759267,-0.813244,-0.854821,-0.885296,-0.907114,1
0.385111,0.449748,0.518954,0.580707,0.634712,0.680366,0.718138,0.747277,0.7708,0.779888,0.775622,0.757576,0.728256,0.689594,0.644344,0.595527,0.546689,0.499032,0.459088,0.423012,0.393798,0.368825,0.348481,0.331394,0.316278,0.300214,0.281531,0.263203,0.2402,0.21103,0.173878,0.131518,0.083313,0.026775,-0.037287,-0.109834,-0.184542,-0.262942,-0.345193,-0.430812,-0.518576,-0.607987,-0.686275,-0.753514,-0.807543,-0.849557,-0.880229,-0.901336,1
0.379026,0.450457,0.520603,0.584693,0.641345,0.689376,0.729445,0.763832,0.787999,0.798014,0.792167,0.77158,0.740724,0.700335,0.654958,0.607476,0.558739,0.510833,0.473797,0.44288,0.41899,0.399456,0.383431,0.369128,0.353939,0.338976,0.31983,0.29709,0.269482,0.23649,0.195252,0.146596,0.091274,0.028805,-0.040944,-0.114366,-0.18843,-0.26724,-0.350159,-0.438225,-0.528572,-0.617176,-0.6942,-0.759388,-0.81202,-0.851264,-0.878065,-0.894908,1
0.367178,0.44095,0.51078,0.570982,0.623992,0.669103,0.707499,0.74402,0.771977,0.784101,0.778564,0.760748,0.732605,0.694578,0.651552,0.604694,0.557858,0.514786,0.485215,0.461771,0.446353,0.435872,0.427347,0.419023,0.408647,0.393879,0.371093,0.340376,0.305103,0.262806,0.213941,0.160204,0.098629,0.028442,-0.045915,-0.120865,-0.196066,-0.275154,-0.358741,-0.446576,-0.536911,-0.623822,-0.698164,-0.759875,-0.809167,-0.843698,-0.867777,-0.88205,1
0.387577,0.460822,0.530743,0.591127,0.641908,0.68736,0.725144,0.754222,0.777593,0.786229,0.777028,0.756047,0.726225,0.687132,0.642462,0.59341,0.545833,0.503695,0.474542,0.453992,0.438644,0.426075,0.415699,0.401801,0.385841,0.365147,0.339394,0.307195,0.272046,0.23198,0.184819,0.133958,0.077745,0.012144,-0.057351,-0.127875,-0.19908,-0.272341,-0.353554,-0.439271,-0.52801,-0.615872,-0.694816,-0.760621,-0.813176,-0.85134,-0.876501,-0.891333,2
0.358882,0.424406,0.49651,0.561512,0.620895,0.670635,0.711499,0.745566,0.773673,0.785281,0.780342,0.760364,0.730527,0.691842,0.645035,0.594461,0.541937,0.493117,0.451995,0.417525,0.389548,0.365444,0.342913,0.322776,0.3041,0.288986,0.275642,0.259848,0.238231,0.2099,0.175803,0.13675,0.091969,0.037857,-0.027339,-0.102472,-0.179844,-0.260892,-0.34519,-0.432484,-0.521941,-0.609671,-0.687163,-0.75123,-0.802127,-0.840722,-0.867181,-0.885544,2
0.383284,0.455133,0.522591,0.583876,0.634849,0.679896,0.719495,0.751496,0.776875,0.787513,0.781251,0.761149,0.732808,0.696629,0.651989,0.604054,0.556739,0.511801,0.477611,0.449188,0.427159,0.408913,0.394241,0.382558,0.368845,0.349679,0.326331,0.29934,0.268102,0.231347,0.187983,0.139646,0.085474,0.02365,-0.044863,-0.113833,-0.185857,-0.258536,-0.337835,-0.423825,-0.51337,-0.604759,-0.685782,-0.754686,-0.809977,-0.852039,-0.880628,-0.897399,2
0.37252,0.447353,0.518591,0.581562,0.637267,0.686304,0.727862,0.761846,0.784665,0.790015,0.7776,0.753125,0.721317,0.681916,0.631938,0.579546,0.52758,0.477398,0.443705,0.415327,0.394055,0.377109,0.363816,0.352909,0.343272,0.331085,0.313707,0.29023,0.2614,0.226246,0.1832,0.13573,0.081682,0.018709,-0.050917,-0.121295,-0.192928,-0.26904,-0.35014,-0.436113,-0.525836,-0.612119,-0.686241,-0.749115,-0.799224,-0.836956,-0.862096,-0.875002,2
0.393714,0.465088,0.533379,0.592098,0.645558,0.693123,0.733039,0.766515,0.792234,0.803234,0.797549,0.778648,0.749461,0.710307,0.664995,0.618403,0.573295,0.52861,0.493372,0.463315,0.43833,0.41803,0.400484,0.384458,0.369663,0.352471,0.332323,0.307703,0.277573,0.241786,0.19859,0.148186,0.091634,0.028108,-0.042,-0.112621,-0.183502,-0.258971,-0.340944,-0.426656,-0.517278,-0.607931,-0.688465,-0.757114,-0.814376,-0.858709,-0.889585,-0.909343,2
0.383496,0.457582,0.528847,0.593229,0.648278,0.695406,0.734657,0.768302,0.79538,0.808325,0.801884,0.780692,0.750485,0.711727,0.662048,0.606388,0.549418,0.496427,0.459248,0.426217,0.399328,0.376895,0.358396,0.342748,0.327371,0.310045,0.289794,0.265555,0.237605,0.206349,0.169061,0.126023,0.075213,0.014917,-0.054487,-0.128819,-0.205908,-0.284995,-0.368144,-0.456003,-0.546649,-0.63403,-0.708474,-0.769205,-0.816621,-0.851825,-0.874582,-0.887736,2
0.388016,0.457604,0.525253,0.584764,0.636287,0.681689,0.719677,0.753222,0.77827,0.786013,0.778703,0.759944,0.733447,0.697064,0.65219,0.603727,0.55493,0.508709,0.478225,0.452994,0.43281,0.417553,0.404642,0.390764,0.375796,0.356196,0.330301,0.298947,0.263756,0.224289,0.1802,0.130631,0.075773,0.014652,-0.049496,-0.116977,-0.186238,-0.259386,-0.340067,-0.426947,-0.52109,-0.613327,-0.694255,-0.762172,-0.81568,-0.855148,-0.880673,-0.893806,2
0.360802,0.432935,0.504165,0.568967,0.622179,0.669426,0.708175,0.740528,0.764664,0.773272,0.764079,0.743309,0.714467,0.676866,0.628913,0.577431,0.525283,0.474703,0.439394,0.410623,0.386803,0.367895,0.353392,0.341153,0.328097,0.312752,0.295722,0.274738,0.249035,0.217379,0.179562,0.13579,0.08558,0.027446,-0.039713,-0.111997,-0.18637,-0.260928,-0.34193,-0.42694,-0.515701,-0.603175,-0.679937,-0.744568,-0.795638,-0.833612,-0.858653,-0.873161,2
0.379672,0.452305,0.523207,0.588126,0.644609,0.6921,0.729916,0.759349,0.781944,0.789586,0.779452,0.75647,0.727347,0.688694,0.639489,0.585935,0.532135,0.480531,0.443631,0.412187,0.385895,0.36342,0.344197,0.327645,0.311624,0.294573,0.276518,0.255131,0.228604,0.198584,0.162507,0.121179,0.073704,0.015286,-0.053459,-0.125604,-0.200322,-0.277918,-0.359795,-0.445924,-0.533993,-0.62168,-0.698934,-0.762254,-0.811205,-0.846523,-0.868168,-0.87972,2
0.372134,0.446049,0.518155,0.581909,0.636381,0.681533,0.718962,0.74886,0.767891,0.770136,0.755103,0.729892,0.698914,0.658047,0.607661,0.551785,0.493821,0.438326,0.39994,0.368057,0.340814,0.318765,0.300378,0.285298,0.272667,0.261346,0.248549,0.231808,0.210523,0.184917,0.152711,0.114319,0.068199,0.011937,-0.055939,-0.128316,-0.202164,-0.278742,-0.359592,-0.445019,-0.534006,-0.618647,-0.692208,-0.752349,-0.798791,-0.831513,-0.85204,-0.863765,2
0.371936,0.445705,0.518608,0.582524,0.638604,0.686564,0.726178,0.75852,0.781417,0.786258,0.774954,0.749825,0.716706,0.674802,0.623877,0.568656,0.512866,0.461555,0.427596,0.39883,0.376412,0.358926,0.343855,0.331735,0.320271,0.305884,0.287522,0.264526,0.237327,0.205311,0.167771,0.124181,0.074505,0.018314,-0.047137,-0.116339,-0.18689,-0.26194,-0.342344,-0.427212,-0.516737,-0.604922,-0.680674,-0.743961,-0.794795,-0.832315,-0.857209,-0.87017,2
0.335286,0.414275,0.488495,0.552995,0.60846,0.652394,0.68955,0.719449,0.744133,0.753116,0.744044,0.72549,0.699253,0.664739,0.61894,0.569418,0.519098,0.468929,0.438975,0.414678,0.394066,0.376373,0.362062,0.350069,0.337056,0.322578,0.306022,0.285851,0.260717,0.229914,0.194006,0.152687,0.101811,0.039494,-0.032021,-0.107296,-0.184619,-0.265725,-0.349325,-0.43819,-0.525389,-0.610137,-0.682112,-0.740789,-0.78653,-0.819596,-0.839003,-0.849772,2
0.385436,0.459304,0.528465,0.589547,0.640661,0.686601,0.722657,0.751284,0.774819,0.78341,0.772638,0.751933,0.725919,0.690361,0.64277,0.590867,0.537087,0.485049,0.450809,0.42206,0.397022,0.376535,0.362647,0.351246,0.339186,0.322031,0.30038,0.274956,0.244113,0.208191,0.165749,0.116075,0.061114,-0.000719,-0.065935,-0.13074,-0.196194,-0.264978,-0.342555,-0.422872,-0.507885,-0.598418,-0.679169,-0.746056,-0.801018,-0.843051,-0.870397,-0.88531,2
0.372693,0.442322,0.510962,0.574285,0.62621,0.672271,0.710601,0.743125,0.766912,0.774134,0.762702,0.740285,0.709919,0.670959,0.620082,0.563896,0.507315,0.453841,0.416263,0.385337,0.357116,0.333598,0.31341,0.297622,0.285323,0.272237,0.255751,0.235121,0.210889,0.182271,0.147881,0.108958,0.061765,0.004683,-0.059746,-0.130294,-0.204016,-0.279186,-0.361651,-0.44885,-0.539249,-0.626778,-0.701824,-0.762142,-0.80779,-0.838587,-0.856694,-0.865197,2
0.34473,0.421656,0.499837,0.567096,0.626489,0.676609,0.718751,0.754621,0.779074,0.785763,0.776128,0.751581,0.718382,0.67694,0.627853,0.574237,0.519097,0.466315,0.432644,0.405047,0.382506,0.363974,0.349095,0.337282,0.325974,0.312567,0.297007,0.277343,0.250944,0.219083,0.183408,0.141537,0.092421,0.032812,-0.036654,-0.113423,-0.189395,-0.268201,-0.350563,-0.436654,-0.52604,-0.609933,-0.681221,-0.740627,-0.787968,-0.82213,-0.842874,-0.853707,3
0.343049,0.413506,0.486928,0.552418,0.605287,0.646203,0.679927,0.706474,0.727911,0.738298,0.730615,0.708313,0.684035,0.65137,0.602692,0.543476,0.477908,0.41302,0.370226,0.333271,0.300023,0.270432,0.245417,0.225379,0.211374,0.201614,0.194477,0.183759,0.170554,0.154154,0.134576,0.108062,0.072634,0.027662,-0.029139,-0.093788,-0.160341,-0.227784,-0.299452,-0.3788,-0.465104,-0.555925,-0.641033,-0.710396,-0.763978,-0.801577,-0.824327,-0.834596,3
0.409194,0.481828,0.548279,0.60839,0.658116,0.703127,0.744145,0.776169,0.801856,0.814954,0.813013,0.797718,0.771869,0.738001,0.697826,0.654336,0.610863,0.56996,0.528287,0.489377,0.456324,0.43071,0.408463,0.39238,0.377421,0.359973,0.339557,0.312958,0.280813,0.239476,0.189474,0.133946,0.072522,0.004606,-0.068867,-0.142397,-0.2157,-0.290479,-0.370128,-0.456696,-0.544615,-0.633045,-0.711605,-0.779144,-0.833171,-0.875351,-0.905987,-0.929159,1
0.406164,0.476335,0.545078,0.609574,0.664452,0.709751,0.748019,0.781219,0.809119,0.821326,0.816017,0.79771,0.76869,0.731983,0.685447,0.633053,0.580615,0.532054,0.492187,0.458167,0.430381,0.408769,0.39182,0.376905,0.360946,0.340729,0.317122,0.288736,0.255646,0.217556,0.172866,0.121161,0.063987,0.001671,-0.067068,-0.138735,-0.212986,-0.286738,-0.36288,-0.443494,-0.53105,-0.619853,-0.699722,-0.768026,-0.823548,-0.866908,-0.896945,-0.916108,1
0.395319,0.471485,0.542696,0.603082,0.658005,0.705013,0.744762,0.775535,0.799925,0.806491,0.798309,0.776081,0.744074,0.705498,0.662328,0.621353,0.580488,0.53986,0.508466,0.483655,0.465883,0.451954,0.439672,0.426677,0.41046,0.391655,0.367952,0.338712,0.300521,0.256586,0.204668,0.146108,0.081085,0.011172,-0.059746,-0.128991,-0.198781,-0.274275,-0.354282,-0.438025,-0.527082,-0.614388,-0.69164,-0.757332,-0.809847,-0.850102,-0.878081,-0.895197,1
0.388417,0.46203,0.534189,0.595594,0.649748,0.693527,0.733383,0.767486,0.793726,0.806172,0.803017,0.785758,0.755762,0.716884,0.671291,0.623641,0.576823,0.531285,0.495168,0.464837,0.441226,0.42126,0.405692,0.393674,0.382287,0.364835,0.341375,0.312124,0.276964,0.236003,0.191153,0.138451,0.080386,0.014548,-0.055819,-0.129148,-0.200845,-0.277554,-0.35509,-0.439428,-0.52937,-0.619114,-0.698904,-0.766329,-0.821172,-0.861877,-0.889201,-0.905378,1
