@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute target {1,2,3,4,5,6}

@data
-0.453926,-0.421492,-0.276611,-0.062795,0.466933,1.143595,1.355704,1.46303,1.485185,1.424349,1.497534,1.519326,1.148316,0.88318,-0.317835,-0.407073,-0.437273,-0.325498,-0.162929,0.041625,1.229128,1.363876,1.306672,1.425257,1.300497,1.337362,0.888991,0.631445,0.196313,-0.204934,-0.370335,-1.081737,-1.081737,6
-0.669475,-0.74413,-0.353327,0.480455,0.88767,1.269429,1.391385,1.42968,0.802594,0.309299,-0.323257,-0.720759,-0.65351,-0.272755,0.511269,1.422944,1.476386,1.325253,1.489225,1.525436,1.416878,-0.114774,-0.587973,-0.554218,-0.805201,-1.426161,-1.493302,-0.434048,-0.405504,-0.975835,-1.393862,-1.305519,-0.66847,3
-0.528102,-0.460002,-0.264558,-0.02627,0.260252,0.759212,1.394743,1.454227,1.431804,1.448667,1.324697,1.15829,0.943148,0.711199,-0.29543,-0.470119,-0.510164,-0.381042,-0.018265,0.199064,1.166073,1.334703,1.371024,1.318396,1.350454,1.46516,1.272811,1.389925,0.719982,-0.031996,-0.433206,-1.075223,-1.075223,6
-0.47692,-0.446226,-0.29654,-0.08034,0.466135,0.969654,1.172317,1.426326,1.480517,1.427581,1.556887,1.550401,1.401009,0.749834,-0.19592,-0.506506,-0.43227,-0.300118,-0.110909,0.091963,1.052636,1.230693,1.35686,1.255382,1.421932,1.401009,1.341377,1.36251,1.221487,-0.028178,-0.379397,-1.072753,-1.072753,6
-0.420751,-0.366734,-0.248213,0.996177,1.426956,1.343305,1.551477,1.495999,1.380348,1.124524,0.95009,0.219748,-0.063536,-0.431412,-0.431516,-0.345499,-0.206857,0.179923,1.116524,1.323479,1.331653,1.253044,1.308001,1.250436,1.264523,1.353218,1.218436,1.043655,0.06008,-0.155223,-0.327117,-1.093024,-1.093024,6
-0.419838,-0.363959,-0.189623,0.792802,0.936898,1.215083,1.356294,1.411568,1.288917,1.478543,1.511425,1.390589,1.227389,-0.074032,-0.305981,-0.455362,-0.461717,-0.356616,-0.180929,0.023363,1.180789,1.328456,1.242922,1.295775,1.22517,1.23566,1.358715,1.264507,0.052432,-0.174796,-0.355203,-1.096743,-1.096743,6
-0.429058,-0.293423,-0.076912,0.695949,1.413279,1.451454,1.412445,1.484205,1.410985,1.254114,1.024022,0.206853,-0.298701,-0.415833,-0.447916,-0.354732,-0.003254,1.324622,1.352784,1.275183,1.273305,1.304387,1.380111,1.394922,1.279772,1.258703,1.35633,0.801879,0.5401,-0.165548,-0.322962,-1.089356,-1.089356,5
-0.422245,-0.36783,-0.278679,0.948317,1.177294,1.346477,1.367874,1.348476,1.416869,1.398071,1.196892,1.024909,0.827329,-0.164651,-0.355172,-0.406426,-0.36735,-0.266301,-0.107257,0.362676,1.345477,1.478263,1.397471,1.346077,1.267685,1.369874,1.40767,1.21449,0.017611,-0.196328,-0.36645,-1.091677,-1.091677,6
-0.936925,-0.884102,-0.634093,1.430031,1.524889,1.39031,1.565796,1.487539,1.249802,-0.574541,-0.940542,-0.652976,1.202226,1.570835,1.586842,1.421139,1.389124,1.424103,1.553346,1.421435,-0.857838,-0.368671,-0.35708,-1.197902,-1.483686,-1.087452,-0.483211,-0.200032,-0.46584,-1.235785,-1.452647,-1.044737,-0.454784,3
-0.4664,-0.414508,-0.262431,0.237903,0.508836,0.978888,1.157967,1.376886,1.394794,1.486345,1.437451,0.952529,0.527327,-0.244363,-0.401912,-0.45797,-0.439679,-0.276999,0.327724,1.231812,1.408878,1.402037,1.334229,1.380306,1.353545,1.413506,1.27628,1.003838,0.014195,-0.218024,-0.395855,-1.079917,-1.079917,6
-0.397033,-0.374398,-0.215651,0.771882,1.141829,1.391249,1.366119,1.442258,1.39875,1.19959,1.057252,0.182839,-0.090022,-0.300585,-0.389532,-0.38295,-0.283182,-0.128016,0.296747,1.043937,1.242347,1.353555,1.266727,1.311735,1.373621,1.250599,1.372496,1.226782,1.009431,0.04669,-0.307974,-1.10276,-1.10276,6
-0.499007,-0.418249,-0.280366,0.521842,0.998912,1.164177,1.417362,1.455277,1.407673,1.420943,1.4894,1.416098,1.017575,0.565865,0.065941,-0.097534,-0.341682,-0.428275,-0.457174,-0.170203,1.222945,1.402196,1.384292,1.313519,1.387452,1.33058,1.381133,1.233266,-0.011973,-0.231751,-0.407738,-1.079099,-1.079099,6
-0.452252,-0.478054,-0.142347,0.889526,1.31539,1.466067,1.382061,1.410397,1.558907,1.437065,1.249552,0.957531,0.2808,-0.27754,-0.455536,-0.464453,-0.387064,-0.222069,0.207828,1.183714,1.357726,1.350393,1.254552,1.36206,1.358393,1.27472,1.293888,1.40923,1.246552,0.014748,-0.367113,-1.076113,-1.076113,6
-0.506265,-0.476827,-0.319634,0.478665,0.974492,1.378663,1.425605,1.412477,1.50079,1.408499,1.043511,0.888386,0.666052,-0.080273,-0.306287,-0.473128,-0.464555,-0.335844,-0.16256,0.288752,0.781396,1.404123,1.497011,1.32118,1.415461,1.360563,1.398753,1.346043,1.168422,-0.091969,-0.421453,-1.073617,-1.073617,6
-0.456856,-0.426318,-0.293287,-0.083483,1.174406,1.39905,1.490897,1.432786,1.443121,1.520732,1.494797,1.356345,0.61966,-0.168407,-0.362708,-0.453346,-0.477273,-0.370918,-0.203254,0.208398,1.131311,1.322999,1.431811,1.362,1.355369,1.400025,1.320269,1.392225,1.224522,-0.194732,-0.373882,-1.072228,-1.072228,6
-0.433817,-0.406047,-0.268335,0.473193,1.085754,1.315304,1.381924,1.408355,1.355312,1.474613,1.338295,0.920109,0.657829,-0.275377,-0.366437,-0.410102,-0.297952,-0.117643,0.092934,1.067832,1.275658,1.38826,1.32689,1.36889,1.297925,1.376493,1.324898,1.169753,0.189262,-0.038496,-0.370021,-1.092976,-1.092976,6
-0.458284,-0.470655,-0.289916,-0.061103,0.720872,0.891073,1.147817,1.349072,1.293074,1.331424,1.446475,1.479905,1.266602,0.700679,-0.317253,-0.458912,-0.495124,-0.386471,-0.001575,1.169029,1.353824,1.450209,1.497044,1.235209,1.296468,1.236227,1.285438,1.386913,1.299522,0.036249,-0.387947,-1.081258,-1.081258,6
-0.706635,-0.72043,-0.54456,1.300268,1.462087,1.323632,1.47617,1.383066,0.159177,-0.469475,-0.690057,-0.768022,-0.488454,0.899687,1.32552,1.305708,1.499214,1.32472,0.120674,-0.626654,-0.316041,-0.598553,-1.454014,-1.567307,-1.529909,-0.714285,-0.422747,-0.394134,-0.518283,-1.399682,-1.440089,-1.197503,-0.367922,3
-0.74958,-0.761859,-0.571135,0.93303,1.406645,1.453756,1.623155,1.350513,0.820265,-0.167811,-0.756647,-0.777446,-0.470248,0.281421,1.170339,1.337733,1.449245,1.342745,1.535448,1.371563,0.046017,-0.682798,-0.279098,-0.569331,-1.45159,-1.570992,-0.465061,-0.350366,-0.46456,-1.213523,-1.454332,-1.339644,-0.383419,4
-0.758834,-0.792273,-0.595368,1.460447,1.393569,1.616684,1.491467,0.991251,-0.297066,-0.579004,-0.705986,-0.68672,-0.513749,1.37621,1.226518,1.387309,1.476384,1.41036,-0.477948,-0.637174,-0.143988,-0.237445,-0.571861,-1.511448,-1.547715,-0.962568,-0.858239,-0.497072,-0.447896,-1.306774,-1.444001,-0.651972,-0.370147,4
-0.529058,-0.359541,0.459287,0.638066,1.167437,1.336236,1.323743,0.751902,0.394596,-0.378855,-0.611806,-0.629432,-0.489927,0.181534,1.584372,1.67351,1.256144,1.267991,1.579418,1.600024,0.125854,-0.365752,-0.412313,-0.980205,-1.387738,-1.433434,-1.341862,-0.595974,-0.597949,-1.317655,-1.371859,-1.235722,-0.638515,3
-0.709559,-0.71312,-0.273209,1.272431,1.465195,1.438244,1.588111,1.556026,1.164723,-0.456155,-0.666854,-0.713216,-0.680362,-0.312962,1.388256,1.264699,1.42756,1.312248,1.460864,0.948827,0.019177,-0.458882,-0.640577,-0.312609,-0.583146,-1.499461,-1.545791,-0.490678,-0.478197,-1.319004,-1.351667,-1.26799,-0.465684,5
-0.481737,-0.457621,-0.281674,0.735386,1.012289,1.415232,1.465578,1.410127,1.45396,1.539161,1.456953,1.278981,0.31042,-0.212263,-0.425283,-0.504921,-0.452991,-0.31292,-0.119458,0.320577,1.270532,1.423506,1.281094,1.375449,1.343938,1.380906,1.324927,1.153117,0.424684,-0.239478,-0.417713,-1.072141,-1.072141,6
-0.776427,-0.775939,-0.35748,0.216319,0.916181,1.372097,1.564693,1.526518,1.114518,-0.408772,-0.865721,-0.884665,-0.583113,-0.055842,1.195689,1.427207,1.55924,1.45103,1.595405,-0.00277,-0.537303,-0.726398,-0.36256,-1.437666,-1.392453,-0.82703,-0.400592,-0.579181,-1.244169,-1.333262,-1.303784,-0.475305,-0.375362,3
-0.477548,-0.394981,-0.205506,0.01185,0.76694,0.983969,1.335518,1.433651,1.522164,1.412485,1.216795,1.061706,0.393243,-0.32267,-0.430097,-0.435004,-0.168196,0.272327,1.235268,1.434613,1.341675,1.298958,1.304346,1.381121,1.396707,1.452123,1.362841,1.186586,0.428995,-0.041257,-0.38155,-1.085302,-1.085302,6
-0.473539,-0.454186,-0.254954,0.194875,1.407865,1.351764,1.370325,1.474393,1.453955,1.273974,0.987191,-0.24071,-0.426636,-0.453018,-0.347135,-0.166715,0.263302,0.761995,0.972488,1.350721,1.455832,1.334663,1.285027,1.311722,1.271054,1.374079,1.312347,1.088569,0.954761,-0.01981,-0.397542,-1.088939,-1.088939,5
-0.388741,-0.350398,-0.192523,0.237625,1.410916,1.370763,1.46091,1.474295,1.320769,1.105045,0.086737,-0.104206,-0.339711,-0.411199,-0.417005,-0.294519,0.054162,0.263823,1.215072,1.344388,1.270184,1.274121,1.357379,1.390446,1.309156,1.295378,1.391627,0.997381,0.2764,-0.13812,-0.310403,-1.095884,-1.095884,6
-0.448107,-0.403539,-0.275857,-0.074625,0.160987,0.928818,1.327372,1.468371,1.417721,1.416548,1.479127,1.49047,1.329914,0.730207,-0.232873,-0.374361,-0.370117,-0.332726,-0.196928,-0.024522,0.174031,1.367462,1.422219,1.364333,1.384671,1.334216,1.327176,1.429259,0.210347,-0.00919,-0.370039,-1.085264,-1.085264,6
-0.756715,-0.743919,-0.574419,0.917647,1.39898,1.302745,1.44382,1.301696,1.098999,-0.431744,-0.678075,-0.74696,-0.669133,-0.300214,1.391376,1.477909,1.284914,1.275998,1.559984,1.535859,0.318419,-0.653714,-0.330291,-1.53692,-1.52818,-1.375479,-0.39485,-0.425346,-1.209781,-1.411972,-1.395198,-0.994183,-0.457835,1
-0.422519,-0.385514,-0.250789,-0.047652,0.933907,1.421309,1.404715,1.487481,1.415311,1.253977,1.006678,0.80558,0.350446,0.065702,-0.179858,-0.365862,-0.430256,-0.374838,-0.253848,-0.065005,0.146549,0.872912,1.325548,1.262973,1.366731,1.310154,1.377326,1.013075,0.789546,0.032056,-0.348009,-1.093665,-1.093665,6
-0.453966,-0.395198,-0.229665,0.968047,1.39455,1.427022,1.412766,1.466227,1.35475,0.956167,0.73056,0.216638,-0.474756,-0.51113,-0.43169,-0.25301,-0.049501,0.881063,1.312971,1.386827,1.341484,1.348216,1.403262,1.398312,1.341088,1.32802,1.43118,1.366829,1.176348,-0.217211,-0.380407,-1.080711,-1.080711,6
-0.511513,-0.508835,-0.335375,-0.106711,0.890739,1.099451,1.446786,1.416475,1.42997,1.50907,1.331562,0.681072,0.175558,-0.129113,-0.568648,-0.549776,-0.40943,0.005835,1.203673,1.391769,1.479589,1.346925,1.354399,1.392807,1.336959,1.360004,1.424156,1.263672,0.770137,-0.012809,-0.448233,-1.061789,-1.061789,6
-0.41759,-0.358288,-0.204062,0.779952,1.210836,1.456782,1.364604,1.471764,1.435142,1.029393,0.286415,0.065813,-0.320356,-0.413449,-0.398051,-0.300693,-0.156704,0.255433,1.181081,1.349207,1.410173,1.292194,1.347126,1.342548,1.25911,1.245585,1.360235,1.293442,0.061568,-0.152896,-0.314155,-1.094649,-1.094649,6
-0.468162,-0.465041,-0.289796,-0.065994,0.467376,0.941265,1.492783,1.489811,1.463619,1.102504,0.821079,0.606138,0.105016,-0.132458,-0.327876,-0.444663,-0.447617,-0.355332,-0.18709,0.240137,1.225291,1.367025,1.360523,1.406405,1.491669,1.34882,1.363495,1.175321,0.421958,-0.040842,-0.375932,-1.071432,-1.071432,6
-0.739838,-0.552147,1.325285,1.340961,1.539627,1.457823,-0.288209,-0.680723,-0.643555,-0.29468,0.519849,1.466089,1.480341,1.323289,1.263718,1.32899,1.216403,1.458678,1.423335,1.212413,0.049009,-0.444833,-0.623518,-0.360835,-1.46639,-1.364024,-0.430297,-0.541173,-1.124799,-1.433873,-1.149882,-0.869783,-0.473821,2
-0.302588,-0.304964,-0.229533,-0.029984,0.652499,0.909283,1.101686,1.342505,1.456616,1.375442,1.51385,1.381562,0.987756,-0.027194,-0.238964,-0.350338,-0.179137,-0.023882,0.16062,1.069469,1.262592,1.298409,1.372743,1.341425,1.218676,1.29373,1.271232,1.080268,0.111106,-0.077806,-0.229947,-1.107622,-1.107622,6
-0.5882,-0.653026,-0.23572,0.344595,1.264639,1.454072,1.44163,1.327694,0.431337,-0.199128,-0.423573,-0.666199,-0.516363,-0.065316,1.345335,1.542317,1.369563,1.387936,1.478839,1.344911,0.086754,-0.544828,-0.475188,-0.977387,-1.314625,-1.337359,-1.268065,-0.699825,-0.740693,-1.32216,-1.362966,-1.025997,-0.590049,2
-0.41134,-0.368819,-0.214955,0.003521,0.720408,1.337449,1.370731,1.335154,1.405735,1.39158,1.074443,0.603672,-0.157075,-0.376164,-0.4201,-0.279932,-0.106138,0.0917,1.256539,1.391007,1.36155,1.308184,1.357916,1.263042,1.287526,1.43653,1.273371,1.067366,0.3487,-0.155162,-0.309083,-1.098847,-1.098847,6
-0.798635,-0.727141,-0.502712,0.737765,1.269056,1.417647,1.297341,-0.414588,-0.659872,-0.791384,-0.692443,-0.292305,1.425437,1.454203,1.35652,1.46469,1.319005,1.494354,1.426037,1.593535,1.458398,0.277579,-0.713987,-0.195162,-1.490182,-1.504115,-1.388793,-0.854878,-0.62002,-1.324293,-1.362188,-1.141393,-0.309384,3
-0.562056,-0.352376,0.696062,1.058482,1.189187,1.415236,1.343326,0.867059,-0.087293,-0.54866,-0.621655,-0.556775,-0.197398,1.409675,1.390858,1.247457,1.212621,1.533805,1.371271,0.403314,-0.388611,-0.544638,-0.451602,-0.560972,-1.523928,-1.526457,-1.235482,-0.375984,-0.388086,-1.473734,-1.516961,-1.138529,-0.587204,2
-0.689922,-0.524677,0.860145,1.229077,1.411635,1.485747,1.480889,1.396376,0.718442,0.41133,0.224435,-0.542838,-0.717278,-0.686661,-0.370713,1.363085,1.537916,1.430057,1.478476,1.425264,1.042443,-0.163277,-0.574433,-0.525459,-0.578639,-1.3393,-1.422287,-0.713919,-0.559597,-1.290385,-1.336854,-1.1553,-0.623243,3
-0.685493,-0.629117,-0.180468,1.107455,1.364534,1.422494,1.352975,1.489922,1.225868,0.231519,-0.340093,-0.689874,-0.683371,-0.361761,0.108523,1.263407,1.487395,1.442948,1.250164,1.229575,1.503772,1.347011,-0.15479,-0.616514,-0.480713,-0.740218,-1.575218,-0.448835,-1.07369,-1.337946,-1.350111,-1.038408,-0.579683,2
-0.519171,-0.508093,-0.324292,-0.096984,0.424581,0.919171,1.495745,1.410113,1.447169,1.537217,1.446977,1.298946,1.037443,0.331558,-0.192408,-0.416797,-0.525181,-0.485322,-0.107909,1.292034,1.370177,1.345409,1.347905,1.418369,1.360769,1.353857,1.373825,0.716747,-0.030745,-0.257707,-0.447632,-1.065908,-1.065908,6
