@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute target {1,2}

@data
0.142801,0.609039,1.107585,1.019431,1.035532,0.665045,0.063275,-0.375267,-0.619221,-0.878371,-0.702688,-0.57357,-0.426676,-0.403525,-0.504486,-0.483241,-0.264651,0.000757,0.041139,0.17918,0.168801,0.33293,0.327874,0.352453,0.222265,0.219379,0.22596,0.222304,0.234588,0.247275,0.264483,0.290843,0.342821,0.06951,-0.260456,0.166305,0.137013,0.35831,0.666275,0.952083,0.941345,0.462487,0.040236,-0.400578,-0.717336,-0.955901,-0.792917,-0.831485,-0.919985,-0.860864,-0.654738,-0.20898,0.247674,0.29135,0.081929,-0.103225,-0.151802,-0.083402,-0.026937,-0.117646,-0.200563,-0.12401,-0.065067,-0.02269,2
0.681149,-0.385231,-0.847041,0.17795,0.985131,0.366121,-0.116781,-0.251726,0.14425,0.698703,0.049992,-0.868101,-1.204504,-1.297134,-0.777587,-0.394151,-0.296988,-0.205384,0.155697,0.515627,0.412934,0.5702,0.515037,0.691031,0.711877,0.601574,0.385108,0.245114,0.118482,0.005602,0.039077,0.069407,-0.287659,-0.183913,-0.523117,-0.303443,-0.30157,-0.396319,0.032119,0.707977,0.836402,-0.016118,-0.772132,-0.999711,-1.203003,-0.734566,-0.256044,-0.293538,-0.663212,-0.774459,-0.219859,0.534301,1.361132,0.98339,0.596421,0.267257,-0.102313,-0.04016,0.125481,0.100917,-0.022274,0.236427,0.338688,0.477465,1
0.039044,1.050586,1.479403,1.66456,1.172342,0.568369,0.076153,-0.325058,-0.34487,-0.228482,-0.475883,-0.475917,-0.717553,-0.588672,-0.467163,-0.348673,-0.331665,-0.153664,0.053551,0.286698,0.218942,0.207665,-0.013671,0.205385,0.044737,0.033891,0.033674,0.024003,0.082666,-0.047611,-0.026001,0.147849,-0.312751,-0.178411,0.353568,0.358126,0.321283,0.543546,0.583213,0.269903,-0.333702,-0.66779,-0.917035,-1.0727,-0.93232,-0.449036,-0.069805,-0.294707,-0.637192,-0.472256,-0.086367,0.099318,0.350834,0.267766,0.024617,-0.019597,0.130924,0.158665,-0.029779,-0.069091,-0.076137,0.120809,0.162019,0.029452,2
-0.032827,0.770523,1.203427,1.394287,0.908834,0.409993,-0.078393,-0.363925,-0.382539,-0.105511,-0.371998,-0.801402,-0.873987,-0.637858,-0.259354,-0.032636,0.115628,0.08734,0.031078,0.331938,0.274728,0.061111,0.043422,0.21145,0.148815,0.374029,0.469542,0.470687,0.311301,0.220197,0.245891,0.247291,0.238839,0.205426,0.339823,0.702724,0.490452,0.743949,0.876459,0.953592,0.42588,-0.230339,-0.921343,-1.314411,-1.47578,-0.940634,-0.747228,-0.692246,-0.850713,-0.791577,-0.488859,-0.287867,-0.210948,-0.096269,-0.182517,-0.066259,0.041541,0.152277,0.141651,0.073863,0.033603,-0.017922,-0.22055,-0.2757,2
-0.226974,0.626599,0.863947,1.187805,0.836638,0.368922,-0.043127,-0.305093,-0.186968,0.070781,-0.379206,-0.7777,-0.813819,-0.744945,-0.390338,-0.056358,0.053136,0.068177,-0.023164,0.001838,0.161242,0.104147,0.02153,0.314203,0.621068,0.620313,0.596968,0.49219,0.38638,0.382825,0.379297,0.55173,0.522924,0.514436,0.502177,0.733325,0.369729,0.752346,0.966792,0.783041,0.193147,-0.265431,-0.793319,-1.434424,-1.142384,-1.157139,-0.88127,-0.73928,-0.932384,-0.979597,-0.857819,-0.345175,-0.330495,-0.246228,-0.147969,-0.046107,0.055627,0.164384,0.152237,0.106197,0.126949,-0.035292,-0.062485,-0.308558,2
-0.69812,-0.101428,0.180498,0.707434,0.61635,0.276029,-0.007548,-0.052741,0.076862,0.227822,0.21966,-0.184032,-0.569249,-0.813736,-0.532086,-0.264943,0.024247,0.107733,0.036921,0.08639,0.10572,0.334408,0.318701,0.312077,0.282695,0.415516,0.540835,0.575822,0.646612,0.390055,0.457048,0.28069,0.560725,0.597532,0.38916,0.595156,0.668603,0.793342,1.075157,1.275461,1.440538,0.76336,-0.009561,-0.7822,-1.40572,-1.726644,-1.563795,-1.280287,-1.153172,-1.090938,-0.825403,-0.70151,-0.557823,-0.411979,-0.265947,-0.117862,0.051942,0.053449,0.050325,0.064154,-0.029107,-0.153118,-0.138639,-0.161441,2
-0.972673,-0.440826,-0.059902,0.554656,1.031831,0.368937,0.208967,0.105348,-0.294765,0.022926,-0.00422,0.339551,0.10047,-0.061113,-0.476778,-0.483015,-0.391545,-0.21197,-0.167499,0.072452,0.300857,0.563555,0.22739,0.234458,0.247351,0.287675,0.177973,0.259891,0.391322,0.388834,0.396544,0.145199,0.217159,-0.082561,0.244585,-0.063339,0.448062,0.803755,0.997505,1.059301,1.042512,-0.142233,-1.272316,-0.971551,-1.18558,-0.85043,-0.736453,-1.02558,-1.108603,-1.184303,-0.641643,0.30816,0.300526,-0.43096,-0.169196,0.045189,0.277697,0.281972,0.281533,0.253585,0.245425,0.218092,-0.024156,0.001965,1
0.054308,1.131791,0.964665,0.659261,0.375302,0.233796,0.176929,0.25937,0.353255,-0.031187,-0.557336,-0.882888,-1.088113,-1.007112,-0.434238,-0.020141,0.059399,0.158447,0.220782,0.701268,0.628159,0.214901,0.046388,0.070019,0.052083,0.167125,0.383245,0.419171,0.368043,0.411998,0.59597,0.584477,0.382394,0.431801,0.222727,0.397856,0.384833,0.74882,0.872024,1.042058,0.436268,-0.29398,-0.861904,-1.338198,-1.285721,-0.879063,-0.614591,-0.90668,-1.172359,-1.176174,-0.973543,-0.730432,-0.288976,-0.473297,-0.152545,-0.083145,0.200047,0.326044,0.312213,0.18791,0.132474,-0.022308,-0.026145,-0.067547,2
-1.241111,-0.414436,0.2505,0.97205,0.738599,0.422349,-0.048119,-0.098285,0.270641,-0.020598,-0.394548,-1.450656,-1.971049,-1.390615,-0.487558,-0.070454,0.091456,-0.036836,-0.21946,-0.007427,-0.029278,0.179922,0.156113,0.148506,0.14447,0.128292,0.232232,0.302301,0.317624,0.31335,0.148955,0.182176,0.417992,0.152861,0.326703,0.513058,0.567516,0.423089,0.457408,1.147185,1.27458,0.674486,0.198771,-0.519612,-1.138748,-0.783846,-0.432166,-0.533782,-0.883149,-1.20693,-1.053196,-0.167831,0.157325,0.184783,0.068969,-0.049782,0.272207,0.234379,0.420743,0.441761,0.442781,0.43639,0.425508,0.411441,1
0.370448,1.363668,1.362508,1.219724,0.754697,0.188217,-0.182949,-0.055972,0.008581,-0.064696,-0.791843,-0.953061,-0.88005,-1.120768,-0.98066,-0.68547,-0.440763,-0.268138,-0.071987,0.292212,0.447947,0.409672,0.430736,0.196268,0.2317,0.085922,-0.05073,-0.133672,-0.142162,-0.016543,-0.239581,0.028597,0.020528,-0.257845,0.014757,-0.221204,0.067285,0.372323,0.653753,0.537931,-0.08877,-0.53856,-0.850162,-0.751903,-0.45787,-0.458629,-0.204822,-0.42418,-0.615943,-0.491151,-0.101987,0.17915,0.51972,0.168029,0.157572,0.148354,0.144355,0.161145,0.04719,-0.008867,0.102417,0.390085,0.689328,0.786123,2
