@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute target {1,2,3,4,5,6}

@data
-0.936925,1.430031,1.565796,-0.940542,1.586842,-1.483686,-0.200032,-1.452647,-0.454784,3
-0.4664,1.376886,1.437451,-0.45797,1.408878,1.413506,-0.395855,-1.079917,-1.079917,6
-0.397033,1.391249,1.39875,-0.389532,1.353555,1.372496,-0.307974,-1.10276,-1.10276,6
-0.499007,1.417362,1.416098,-0.457174,1.402196,1.381133,-0.407738,-1.079099,-1.079099,6
-0.452252,1.466067,1.437065,-0.464453,1.357726,1.40923,-0.367113,-1.076113,-1.076113,6
-0.506265,1.378663,1.50079,-0.464555,1.497011,1.346043,-0.421453,-1.073617,-1.073617,6
-0.456856,1.490897,1.356345,-0.477273,1.322999,1.392225,-0.373882,-1.072228,-1.072228,6
-0.433817,1.381924,1.474613,-0.410102,1.38826,1.376493,-0.370021,-1.092976,-1.092976,6
-0.458284,1.349072,1.479905,-0.495124,1.497044,1.299522,-0.387947,-1.081258,-1.081258,6
-0.706635,1.462087,-0.768022,1.32552,1.499214,-1.567307,-0.422747,-1.440089,-0.367922,3
-0.74958,1.623155,-0.756647,1.337733,1.535448,-1.570992,-0.350366,-1.454332,-0.383419,4
-0.758834,1.616684,-0.705986,1.37621,1.476384,-1.511448,-0.447896,-1.444001,-0.370147,4
-0.529058,1.323743,-0.629432,1.67351,1.600024,-0.365752,-1.387738,-0.595974,-0.638515,3
-0.709559,1.588111,-0.713216,1.388256,1.460864,-1.499461,-0.490678,-1.351667,-0.465684,5
-0.481737,1.465578,1.456953,-0.504921,1.423506,1.380906,-0.417713,-1.072141,-1.072141,6
-0.776427,1.564693,-0.865721,1.55924,1.595405,-0.537303,-1.437666,-0.400592,-0.375362,3
-0.477548,1.335518,1.412485,-0.435004,1.434613,1.452123,-0.38155,-1.085302,-1.085302,6
-0.473539,1.407865,1.453955,-0.453018,1.455832,1.312347,-0.397542,-1.088939,-1.088939,5
-0.388741,1.410916,1.474295,-0.417005,1.344388,1.391627,-0.310403,-1.095884,-1.095884,6
-0.448107,1.468371,1.49047,-0.374361,1.367462,1.429259,-0.370039,-1.085264,-1.085264,6
-0.756715,1.39898,1.301696,-0.74696,1.391376,1.559984,-1.53692,-0.39485,-0.457835,1
-0.422519,1.421309,1.415311,-0.430256,1.325548,1.377326,-0.348009,-1.093665,-1.093665,6
-0.453966,1.39455,1.35475,-0.51113,1.312971,1.43118,-0.380407,-1.080711,-1.080711,6
-0.511513,1.446786,1.50907,-0.549776,1.479589,1.424156,-0.448233,-1.061789,-1.061789,6
-0.41759,1.456782,1.435142,-0.413449,1.349207,1.360235,-0.314155,-1.094649,-1.094649,6
-0.468162,1.492783,1.463619,-0.447617,1.225291,1.491669,1.175321,-1.071432,-1.071432,6
-0.739838,1.539627,-0.680723,1.480341,1.423335,-1.46639,-0.430297,-1.433873,-0.473821,2
-0.302588,1.456616,1.51385,-0.350338,1.372743,1.271232,-0.229947,-1.107622,-1.107622,6
-0.5882,1.454072,-0.666199,1.542317,1.478839,-0.544828,-1.314625,-1.362966,-0.590049,2
-0.41134,1.337449,1.39158,-0.4201,1.391007,1.43653,-0.309083,-1.098847,-1.098847,6
-0.798635,1.269056,1.297341,-0.791384,1.425437,1.593535,-0.713987,-1.490182,-0.309384,3
-0.562056,1.189187,1.343326,-0.621655,1.409675,1.533805,-1.523928,-0.375984,-0.587204,2
-0.689922,1.485747,-0.686661,1.537916,1.425264,-0.574433,-1.422287,-0.559597,-0.623243,3
-0.685493,1.489922,-0.689874,1.487395,1.503772,-1.575218,-0.448835,-1.350111,-0.579683,2
-0.519171,1.495745,1.446977,-0.525181,1.292034,1.418369,1.373825,-1.065908,-1.065908,6
-0.643303,1.347873,-0.690751,1.471442,1.52545,-1.46695,-0.35525,-1.423371,-0.748464,3
-0.482297,1.369535,-0.608002,1.303118,1.529283,-1.405821,-0.514633,-1.429437,-0.6602,1
-0.467738,1.513439,1.432777,-0.428238,1.29701,1.353234,-0.396005,-1.08099,-1.08099,6
-0.612218,1.444619,-0.649498,1.623694,1.358351,-0.469679,-1.40986,-0.534722,-0.612297,1
-0.841356,1.519226,-0.846344,1.34941,1.566584,-1.604639,-0.238369,-1.499519,-0.206031,4
-0.85165,1.537517,-0.841163,1.464802,1.576579,-1.472176,-0.28868,-1.377781,-0.454181,5
-0.80766,1.551795,-0.843389,1.428746,1.601187,-1.406465,-0.235571,-1.304579,-0.551071,1
-0.629093,1.4,1.427208,-0.696004,1.521255,1.600379,-0.583548,-1.452131,-0.554933,2
-0.724109,1.548372,-0.786248,1.483325,1.581834,-1.49388,-0.443532,-1.332298,-0.433806,3
-0.762683,1.405297,1.378045,-0.738178,1.429401,1.660442,-0.65599,-1.124245,-0.615682,1
-0.787526,1.577951,-0.844757,1.329197,1.571565,-1.524887,-0.30361,-1.467084,-0.393959,2
-0.403095,1.456527,1.489644,-0.449544,1.39661,1.468477,-0.345772,-1.079143,-1.079143,5
-0.649483,1.423096,-0.620839,1.546306,1.63353,-0.449069,-1.319459,-1.284898,-0.575809,2
-0.990218,1.584601,-0.976279,1.627489,1.721236,-0.893198,-0.392816,-1.309537,-0.378383,4
-0.609238,1.291232,1.384123,-0.663028,1.503047,1.584429,-0.37394,-1.286717,-0.727668,2
-0.405794,1.383531,1.386193,-0.462513,1.325174,1.379846,-0.303475,-1.093464,-1.093464,6
-0.456714,1.407643,1.372222,-0.454181,1.458296,1.420926,-0.376803,-1.084435,-1.084435,5
-0.604517,1.424289,1.41085,-0.635843,1.404888,1.545726,-0.55756,-1.352637,-0.702459,1
-0.472033,1.410808,1.376253,-0.422584,1.348366,1.402523,-0.376247,-1.087913,-1.087913,6
-0.428857,1.396209,1.461398,-0.512244,1.419297,1.420267,-0.378899,-1.084255,-1.084255,6
-0.611289,1.366112,1.11719,-0.712924,1.417522,1.569908,-0.318983,-1.385897,-0.638228,1
-0.812924,1.635952,-0.803446,1.265267,1.460985,-0.728132,-0.072759,-1.592599,-0.179338,5
-0.444587,1.494076,1.570232,-0.49749,1.317556,1.376926,-0.370321,-1.075093,-1.075093,6
-0.363033,1.413538,1.489405,-0.383717,1.47136,1.259671,-0.325003,-1.09199,-1.09199,6
-0.513741,1.452284,1.40774,-0.513667,1.41363,1.455045,-0.429935,-1.057476,-1.057476,6
-0.483329,1.314675,-0.477865,1.338665,1.503655,-1.439396,-0.687753,-1.408223,-0.689435,1
-0.524168,1.321818,-0.557509,1.538014,1.632711,-0.471352,-1.205834,-1.356263,-0.639913,2
-0.767977,1.613293,-0.734004,1.366483,1.476571,-1.533241,-0.296849,-1.409564,-0.608646,1
-0.522879,1.507209,1.39104,-0.485508,0.945855,1.455622,1.399113,-1.066237,-1.066237,5
-0.658183,1.326102,-0.634857,1.582794,1.584507,-1.474087,-0.428071,-1.391261,-0.795517,1
-0.736614,1.374134,1.317331,-0.673794,1.521728,1.614454,-0.497123,-1.373357,-0.547754,2
-0.388525,1.364033,1.403741,-0.427081,1.384175,1.464165,-0.287472,-1.09668,-1.09668,6
-0.697242,1.347877,1.359991,-0.65163,1.437528,1.560209,-1.482106,-1.434201,-0.426915,3
-0.75487,1.456818,-0.744926,1.326853,1.500358,-1.498497,-0.363421,-1.37791,-0.578741,1
-0.486633,1.347559,1.220187,-0.657393,1.147201,1.471035,-0.767674,-1.363721,-0.811979,4
-0.630526,1.392072,-0.620168,1.544455,1.673522,-1.225093,-0.621487,-1.359731,-0.788456,2
-0.559881,1.388174,-0.59439,1.326138,1.43661,-1.431055,-0.665989,-1.312889,-0.664498,2
-0.71924,1.439358,1.353901,-0.673057,1.3272,1.582603,-1.415309,-0.544872,-0.546047,2
-0.829534,1.558219,-0.845712,1.529621,1.471863,-0.73185,-1.537337,-1.400495,-0.17788,3
-0.611391,1.332415,1.341001,-0.587351,1.374171,1.508024,-0.7271,-1.312637,-0.812615,2
-0.673902,1.337192,1.398484,-0.700206,1.437075,1.548877,-0.617121,-1.354075,-0.615901,2
-0.444547,1.351666,1.46504,-0.531207,1.502768,1.258199,-0.36729,-1.079799,-1.079799,6
-0.636836,1.538915,-0.673018,1.435091,1.501578,-1.464574,-0.538821,-1.383155,-0.570179,2
-0.676989,1.503375,-0.675039,1.488077,1.483577,-0.426221,-1.435878,-0.613907,-0.643723,2
-0.720276,1.525356,1.439279,-0.69243,1.455445,-1.497083,-0.450232,-1.34512,-0.517306,2
-0.460658,1.422922,1.379207,-0.491312,1.353157,1.431844,-0.365181,-1.077217,-1.077217,6
-0.774747,1.575739,-0.737959,1.350829,1.490891,-1.486053,-0.404728,-1.375747,-0.458331,2
-0.692653,1.545481,-0.617929,1.514281,1.659423,-1.383849,-0.426673,-1.339535,-0.84079,5
-0.515072,1.372433,-0.550899,1.488797,1.354603,-1.474619,-0.482339,-1.393561,-0.648535,2
-0.787353,1.60763,-0.757881,1.369189,1.458133,-1.570109,-0.393914,-1.374987,-0.391401,3
-0.407415,1.368881,1.53155,-0.411616,1.394265,1.237494,-0.328816,-1.098689,-1.098689,6
-0.490936,1.438768,1.508383,-0.473906,1.376249,1.396002,-0.420535,-1.078479,-1.078479,6
-0.642569,1.343664,1.187371,-0.559117,1.506359,1.632163,-0.443431,-1.30897,-0.751451,1
-0.84088,1.705094,-0.802985,1.550527,1.431352,-1.430609,-0.417747,-1.375138,-0.566993,4
-0.696118,1.432327,1.448209,-0.667,1.51821,1.607623,-0.6565,-1.312527,-0.562204,2
-0.396186,1.447396,1.346212,-0.407652,1.386166,1.413776,-0.301173,-1.096338,-1.096338,6
-0.520852,1.31697,-0.615345,1.274336,1.485168,-1.472736,-0.562824,-1.41857,-0.705645,4
-0.427125,1.422279,1.360985,-0.489005,1.32354,1.396548,-0.356229,-1.08659,-1.08659,6
-0.334157,1.439469,1.383114,-0.412219,1.27325,1.322205,-0.255602,-1.107321,-1.107321,6
-0.47809,1.454945,1.478843,-0.424889,1.392443,1.450717,1.342809,-1.081159,-1.081159,6
-0.812453,1.357009,-0.876002,1.648746,1.656412,-0.726797,-1.47776,-1.44036,-0.288011,2
-0.36969,1.214087,-0.37017,1.489043,1.53223,-1.530115,-0.717976,-1.439135,-0.818266,1
-0.457195,1.401967,1.468018,-0.368674,1.360061,1.390792,-0.370231,-1.086242,-1.086242,6
-0.628411,1.346281,-0.683764,1.599497,1.656233,-0.413567,-1.394241,-0.567527,-0.648201,2
-0.602762,1.328083,1.489162,-0.596441,1.360626,1.452599,-1.396804,-0.678463,-0.650407,1
-0.517499,1.312059,-0.557413,1.274005,1.541593,-0.754173,-1.411397,-0.627291,-0.831077,2
-0.631638,1.154897,1.159507,-0.589052,1.641485,1.722301,-0.592774,-1.375953,-0.634345,3
-0.743305,1.473676,1.519491,-0.768035,1.373764,1.479748,-0.688271,-1.393708,-0.654158,2
-0.910404,1.638566,-0.882188,1.423401,1.602491,-0.803827,-1.444173,-0.40094,-0.389679,4
-0.426253,1.253092,-0.502095,1.591951,1.138032,-1.499627,-0.662814,-1.460203,-0.674563,1
-0.723198,1.471721,-0.667001,1.478375,1.591904,-0.666402,-1.281733,-0.50352,-0.693207,2
-0.616415,1.447975,-0.656238,1.392547,1.517259,-1.44556,-0.499974,-1.382724,-0.807103,2
-0.496572,1.358685,1.319864,-0.544029,1.379437,1.493886,-1.289356,-1.351033,-0.655125,3
-0.374275,1.411097,1.450606,-0.39342,1.428053,1.447149,-0.330666,-1.093316,-1.093316,5
-0.89412,1.644828,-0.839141,1.350366,1.556572,-1.51257,-0.320378,-1.381495,-0.327178,4
-0.494216,1.307718,-0.640716,1.25022,1.48557,-1.46928,-0.639817,-1.406964,-0.636633,2
-0.479707,1.138945,-0.417509,1.545001,0.955969,1.801779,-1.426353,-1.4788,-0.625317,1
-0.52929,1.464218,1.511338,-0.537583,1.288934,1.378084,-0.419634,-1.071371,-1.071371,6
-0.582517,1.329393,-0.595147,1.392398,1.520926,-1.534986,-0.49983,-1.426514,-0.724791,4
-0.418149,1.396078,1.323793,-0.417299,1.434985,1.415,-0.331471,-1.087339,-1.087339,6
-0.581538,1.439745,-0.611133,1.450561,1.444524,-1.470531,-0.574945,-1.41356,-0.620318,2
-0.551487,1.520702,-0.592696,1.370143,1.474911,-0.329061,-1.422884,-1.392805,-0.6163,2
-0.682723,1.419642,-0.718038,1.58587,1.567668,-1.41436,-0.479569,-1.463915,-0.517301,2
-0.455313,1.346134,1.457408,-0.465883,1.302938,1.41461,-0.372047,-1.085376,-1.085376,6
-0.538119,1.360391,1.175115,-0.595079,1.428893,1.293525,-1.45191,-0.614051,-0.665134,3
-0.661719,1.388467,1.472304,-0.619745,1.347517,1.50855,-1.49197,-0.550103,-0.653142,1
-0.687118,1.338234,-0.639841,1.678825,1.486834,-1.468692,-0.529632,-1.403732,-0.527016,1
-0.41308,1.383235,1.382644,-0.486413,1.326718,1.383235,-0.343606,-1.093837,-1.093837,6
-0.644472,1.314052,-0.820443,1.615271,1.699891,-0.574339,-1.393697,-1.404646,-0.492127,2
-0.812652,1.601052,-0.759934,1.343101,1.534729,-0.685406,-0.201984,-1.49019,-0.810607,1
-0.394822,1.408841,1.535831,-0.368066,1.304604,1.392791,-0.323549,-1.089686,-1.089686,5
-0.485043,1.475334,1.494616,-0.429032,1.339626,1.452776,1.172993,-1.075827,-1.075827,6
-0.450833,1.436022,1.375471,-0.452161,1.407871,1.402913,-0.390637,-1.081627,-1.081627,6
-0.820097,1.516484,1.626497,-0.7566,1.5117,1.489578,-0.719082,-1.390601,-0.486261,2
-0.612825,1.391053,-0.549628,1.335755,1.633212,-0.320578,-1.349599,-1.384883,-0.732455,4
-0.577403,1.337331,-0.569185,1.41271,1.496953,-1.489098,-0.574124,-1.404057,-0.746538,1
-0.643176,1.404227,-0.749063,1.519357,1.65181,-0.594177,-1.404548,-0.51711,-0.559345,1
-0.842941,1.651705,-0.782407,1.369502,1.491485,-0.754968,-0.132693,-1.54622,-0.697746,1
-0.650606,1.551489,-0.602036,1.385109,1.50754,-1.516806,-0.507117,-1.394947,-0.565458,2
-0.702444,1.325187,1.076723,-0.665114,1.650931,1.702202,-0.48953,-1.335434,-0.677795,2
-0.48731,1.512452,1.544275,-0.455765,1.340358,1.418527,1.18016,-1.068026,-1.068026,6
-0.60551,1.318118,-0.568083,1.439506,1.618724,-0.737038,-1.405384,-0.683784,-0.692316,2
-0.375228,1.469743,1.444087,-0.43547,1.224895,1.31439,-0.307915,-1.096117,-1.096117,6
-0.430976,1.369033,1.37004,-0.443524,1.390584,1.431271,-0.35915,-1.091082,-1.091082,5
-0.460886,1.470799,1.324982,-0.485776,1.305677,1.433314,1.38046,-1.071632,-1.071632,6
-0.654059,1.360162,1.459713,-0.722843,1.558951,1.61008,-0.375074,-1.444003,-0.505253,4
-0.822236,1.526217,1.478914,-0.867005,1.395683,1.516395,-0.75136,-1.498897,-0.364746,5
-0.948901,1.605226,-0.986915,1.581942,1.58218,-0.858523,-1.393378,-0.339349,-0.366434,2
-0.556932,1.344482,1.299001,-0.614635,1.49183,1.591739,-0.305791,-1.378165,-0.690132,1
-0.407094,1.380779,1.479986,-0.40971,1.215621,1.384889,-0.33679,-1.090613,-1.090613,6
-0.534965,1.4632,1.489769,-0.513995,1.317642,1.469273,-0.427817,-1.057208,-1.057208,6
-0.808714,1.503427,-0.798202,1.497403,1.592279,-0.76233,-1.278033,-1.263365,-0.557759,2
-0.382221,1.238773,-0.387703,1.135215,1.377315,-1.601891,-0.6762,-1.448293,-0.6912,1
-0.725828,1.521022,1.435645,-0.741808,1.29438,1.490691,-0.446667,-1.378508,-0.699962,4
-0.636461,1.293193,-0.681717,1.554171,1.662446,-0.766639,-1.389918,-1.376026,-0.717615,1
-0.665947,1.333815,1.33989,-0.677096,1.432447,1.58288,-0.594419,-1.391634,-0.610841,2
-0.805462,1.629547,-0.818463,1.394888,1.602729,-0.728943,-1.392732,-1.35365,-0.355732,3
-0.70749,1.437382,1.250562,-0.652734,1.462002,1.616094,-0.288088,-1.343516,-0.634219,2
-0.462855,1.476463,1.345316,-0.505211,1.415465,1.474748,-0.380946,-1.063178,-1.063178,6
-0.866661,1.59234,-0.924181,1.303846,1.563632,-1.535568,-0.243856,-1.393249,-0.393387,1
-0.695839,1.202667,1.390707,-0.623658,1.596954,1.582565,-0.391361,-1.42788,-0.630852,1
-0.80763,1.375167,1.407778,-0.802976,1.478987,1.559928,-0.726787,-1.321058,-0.570308,3
-0.473089,1.440739,1.462305,-0.510129,1.155168,1.45925,1.182306,-1.075843,-1.075843,6
-0.684206,1.495101,-0.68762,1.416455,1.510233,-0.56824,-1.31169,-1.268671,-0.655879,2
-0.544416,1.306081,-0.599308,1.415828,1.586429,-1.50896,-0.546801,-1.443727,-0.52541,1
-0.616208,1.42758,1.362768,-0.559244,1.388382,1.551395,-0.382058,-1.291339,-0.738849,2
-0.913641,1.58736,1.612847,-0.912178,1.537898,1.426104,-0.809671,-1.419489,-0.470453,2
-0.455569,1.380712,1.448762,-0.43767,1.358853,1.415356,-0.376713,-1.088092,-1.088092,6
-0.583278,1.45653,-0.639505,1.469396,1.577971,-1.369877,-0.417246,-1.350367,-0.69577,2
-0.439719,1.451621,1.454288,-0.447218,1.378629,1.3443,-0.350979,-1.085264,-1.085264,6
-0.49533,1.431439,1.455326,-0.47021,1.371529,1.36941,-0.404078,-1.083044,-1.083044,6
-0.717403,1.491491,-0.815393,1.66709,1.47931,-0.623597,-1.512114,-0.472933,-0.505698,3
-0.656727,1.441063,-0.680272,1.46176,1.652935,-0.600597,-1.425576,-0.518305,-0.560494,4
-0.408524,1.213981,-0.522344,1.500115,1.57187,-1.424412,-0.708847,-1.409033,-0.685302,1
-0.393536,1.460339,1.338265,-0.415626,1.311913,1.38167,-0.320621,-1.102436,-1.102436,6
-0.399523,1.481516,1.468267,-0.44434,1.201655,1.369801,1.263156,-1.085486,-1.085486,6
-0.662485,1.435966,-0.679884,1.506807,1.604766,-0.623052,-1.423079,-0.480956,-0.653768,1
-0.674268,1.329103,1.552228,-0.719036,1.323545,1.540872,-0.608699,-1.467177,-0.58243,2
-0.507025,1.210565,1.159893,-0.545655,1.372516,1.545872,-1.439825,-0.574707,-0.826594,1
-0.476502,1.41651,1.407257,-0.477331,1.395497,1.371013,-0.401277,-1.083909,-1.083909,6
-0.667739,1.328305,1.353557,-0.700969,1.420896,1.587385,-1.530504,-0.535224,-0.418496,3
-0.462259,1.368568,1.443423,-0.4217,1.451105,1.426876,-0.382224,-1.082922,-1.082922,6
-0.477276,1.399204,1.472843,-0.490531,1.389066,1.373573,-0.385313,-1.080237,-1.080237,6
-0.439877,1.435756,1.46351,-0.456813,1.279972,1.429476,1.211905,-1.081106,-1.081106,6
-0.470841,1.560923,1.536133,-0.470056,1.380807,1.276315,-0.379543,-1.076959,-1.076959,6
-0.448633,1.41136,1.426838,-0.436883,1.419016,1.38856,-0.364719,-1.087403,-1.087403,6
-0.513071,1.407223,1.414382,-0.493782,1.360491,1.36248,-0.420781,-1.080294,-1.080294,6
-0.60905,1.470358,-0.643142,1.511207,1.504145,-1.366981,-0.598195,-1.361091,-0.694453,3
-0.462295,1.389329,1.474315,-0.488542,1.490503,1.432111,-0.377733,-1.070433,-1.070433,6
-0.821608,1.532785,-0.868381,1.468034,1.518057,-1.584333,-0.248924,-1.446549,-0.297729,3
-0.428157,1.339068,-0.545255,1.436664,1.591987,-1.441398,-0.621746,-1.404614,-0.713059,1
-0.782974,1.601689,-0.840794,1.471715,1.517161,-1.474496,-0.301773,-1.405558,-0.351172,1
-0.793525,1.327832,1.58838,-0.745165,1.480025,1.478922,-0.691622,-1.413919,-0.545825,3
-0.709553,1.404561,1.320061,-0.703013,1.455358,1.581266,-1.435892,-0.541654,-0.640561,2
-0.359955,1.357311,1.479902,-0.410754,1.261814,1.312302,-0.275977,-1.112128,-1.112128,6
-0.480313,1.417275,1.488592,-0.460711,1.359305,1.336197,-0.38292,-1.088379,-1.088379,6
-0.69363,1.566911,-0.786293,1.410626,1.362224,-1.587365,-0.381438,-1.375542,-0.389194,1
-0.447169,1.445083,1.463043,-0.441194,1.426022,1.384237,-0.374613,-1.08073,-1.08073,6
-0.441877,1.438486,1.508739,-0.422285,1.311151,1.417894,-0.364144,-1.083078,-1.083078,6
-0.459737,1.431951,1.392242,-0.474623,1.464226,1.411021,-0.395127,-1.078902,-1.078902,6
-0.672525,1.387882,-0.700827,1.574012,1.534326,-1.484165,-0.463908,-1.398628,-0.496051,2
-0.688134,1.369161,1.412001,-0.653248,1.471471,1.606751,-0.620169,-1.331247,-0.58286,2
-0.39764,1.406227,1.327485,-0.436439,1.311772,1.392121,-0.320273,-1.089586,-1.089586,6
-0.498995,1.242405,-0.457993,1.49762,1.631903,-1.504065,-0.65438,-1.42253,-0.669885,1
-0.529365,1.411708,-0.574996,1.375398,1.502671,-1.39992,-0.580424,-1.350658,-0.678949,2
-0.532436,1.202867,1.215178,-0.566507,1.569492,1.613168,-1.391524,-0.64049,-0.690244,2
-0.524818,1.396375,1.433391,-0.48578,1.363663,1.404338,-0.410564,-1.073795,-1.073795,6
-0.919212,1.537457,-0.902368,1.593206,1.493932,-1.533073,-0.239823,-1.456456,-0.329558,3
-0.712887,1.567637,1.341597,-0.736915,1.432981,1.530913,-1.397113,-0.54908,-0.650228,1
-0.750681,1.482937,-0.646486,1.512493,1.569062,-0.68476,-1.257344,-1.208266,-0.651462,5
-0.466303,1.381174,1.479565,-0.469902,1.249767,1.451666,-0.370406,-1.073963,-1.073963,6
-0.746712,1.540606,-0.760681,1.474748,1.5422,-1.553266,-0.239592,-1.412021,-0.425397,2
-0.627598,1.283299,1.262975,-0.643314,1.381727,1.585988,-0.381193,-1.302395,-0.587305,3
-0.609919,1.316513,-0.53324,1.488462,1.673549,-0.5408,-1.409456,-1.359334,-0.700355,2
-0.460374,1.510073,1.394422,-0.492434,1.352151,1.41876,1.17648,-1.075224,-1.075224,6
-0.408329,1.36781,1.479281,-0.419648,1.360779,1.371926,-0.319359,-1.100494,-1.100494,5
-0.722762,1.336051,1.389563,-0.669218,1.333503,1.57488,-0.662466,-1.44178,-0.532508,2
-0.383837,1.375041,1.48995,-0.420809,1.393885,1.366847,1.301916,-1.096441,-1.096441,6
-0.690614,1.544391,-0.649177,1.335301,1.481773,-1.486863,-0.412017,-1.354911,-0.628377,3
-0.487824,1.437082,1.454132,-0.469197,1.474116,1.464766,1.168858,-1.065486,-1.065486,6
-0.386493,1.451628,1.455004,-0.448491,1.322295,1.355388,-0.338964,-1.089935,-1.089935,6
-0.759831,1.364471,-0.764339,1.551393,1.625702,-1.440354,-0.389112,-1.34471,-0.636488,5
-0.707006,1.375106,1.346022,-0.703142,1.446431,1.5582,-1.526075,-0.433459,-0.461294,2
-0.391501,1.379915,1.424766,-0.435941,1.378203,1.362454,-0.292366,-1.09272,-1.09272,6
-0.848959,1.465454,-0.823901,1.465454,1.378081,-1.589789,-0.193711,-1.514593,-0.325679,3
-0.42018,1.336214,1.535739,-0.442298,1.377674,1.358055,-0.363265,-1.096399,-1.096399,6
-0.710428,1.415718,1.458039,-0.743717,1.394751,1.495811,-0.422637,-1.463037,-0.415379,2
-0.437821,1.468294,1.493099,-0.491478,1.420442,1.279876,-0.363931,-1.080886,-1.080886,6
-0.37025,1.408638,1.436106,-0.427837,1.297023,1.32662,-0.286181,-1.101818,-1.101818,6
-0.621633,1.371663,-0.601502,1.42583,1.586502,-0.54111,-1.325041,-1.348203,-0.59098,5
