@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute target {1,2}

@data
0.254537,0.27155,0.27155,0.27155,0.27155,0.27155,0.27155,0.27155,0.27155,0.27155,0.27155,0.27155,0.271568,0.271586,0.271604,0.271604,0.271622,0.271622,0.271622,0.27164,0.257259,0.240264,0.225239,0.211861,0.199773,0.188902,0.178748,0.169275,0.160231,0.151527,2
-0.007918,-0.011873,-0.015829,-0.019784,-0.023739,-0.027694,-0.031503,-0.035458,-0.039414,-0.043369,-0.043369,-0.043222,-0.043076,-0.042929,-0.042929,-0.042929,-0.042929,-0.042929,-0.042929,-0.042929,-0.042929,-0.042929,-0.134779,-0.134632,-0.130531,-0.126282,-0.122034,-0.117786,-0.113538,-0.10929,2
0.140567,0.153746,0.166937,0.180128,0.193319,0.206499,0.219678,0.232857,0.246048,0.259228,0.272419,0.274342,0.274342,0.274342,0.274342,0.274342,0.274342,0.274342,0.274342,0.274342,0.274342,0.274342,0.274342,0.274342,0.267084,0.243094,0.219103,0.195113,0.171123,0.147133,2
0.185153,0.201099,0.217197,0.233376,0.249519,0.265698,0.281877,0.298056,0.30522,0.310065,0.314654,0.311754,0.310822,0.297777,0.280934,0.260993,0.239607,0.217476,0.194891,0.171933,0.148684,0.125353,0.101545,0.078109,0.054709,0.031343,0.007977,-0.015388,-0.038789,-0.06219,2
-0.22585,-0.224921,-0.224965,-0.224572,-0.224427,-0.224123,-0.22393,-0.223674,-0.223674,-0.223635,-0.223387,-0.223673,-0.223219,-0.223619,-0.222806,-0.224183,-0.216465,-0.201773,-0.190301,-0.178169,-0.167777,-0.157266,-0.147977,-0.138262,-0.129816,-0.120112,-0.116417,-0.117232,-0.11693,-0.116912,1
0.241572,0.241572,0.241572,0.241572,0.241572,0.241572,0.241601,0.241601,0.241601,0.241601,0.241601,0.241601,0.241601,0.241601,0.241601,0.241601,0.241601,0.241601,0.241601,0.241601,0.223863,0.206388,0.188883,0.171378,0.153874,0.136369,0.118835,0.101301,0.083768,0.066234,2
0.197917,0.210843,0.223781,0.236708,0.249634,0.262561,0.262595,0.262595,0.262595,0.262595,0.262595,0.262595,0.262595,0.262595,0.262595,0.262595,0.262595,0.262595,0.262595,0.262595,0.262595,0.239065,0.215535,0.192005,0.168476,0.144946,0.121416,0.097886,0.074356,0.050826,2
0.10898,0.126238,0.143495,0.160718,0.177922,0.195179,0.212419,0.229624,0.246864,0.264103,0.281361,0.283811,0.283811,0.283829,0.283846,0.283864,0.283846,0.283864,0.283864,0.283882,0.283917,0.28397,0.28404,0.280709,0.264491,0.246564,0.231528,0.218307,0.206514,0.195973,2
0.155624,0.168767,0.181922,0.195066,0.208209,0.221352,0.234496,0.247663,0.260841,0.274007,0.274019,0.274019,0.274019,0.274019,0.274019,0.274019,0.274019,0.274019,0.274019,0.274019,0.274019,0.274019,0.274019,0.250179,0.22634,0.2025,0.17866,0.15482,0.13098,0.10714,2
0.203634,0.21981,0.235987,0.252164,0.26834,0.284517,0.285216,0.285216,0.285216,0.285216,0.285216,0.285187,0.285187,0.285187,0.285158,0.2851,0.285012,0.284896,0.28475,0.284575,0.284371,0.266154,0.24817,0.230128,0.212086,0.194044,0.175944,0.157814,0.139656,0.121439,2
0.233779,0.237857,0.242082,0.246375,0.250713,0.255085,0.259457,0.263828,0.2682,0.272572,0.276944,0.274187,0.273024,0.259716,0.242975,0.222143,0.200487,0.177815,0.155108,0.132368,0.109153,0.086515,0.063876,0.041237,0.018565,-0.004142,-0.026814,-0.049487,-0.07216,-0.094866,2
0.274733,0.275472,0.275501,0.275501,0.275501,0.275501,0.275501,0.275501,0.275501,0.275501,0.275501,0.275501,0.275501,0.275501,0.275501,0.275501,0.275501,0.275501,0.275501,0.275501,0.257693,0.240003,0.222283,0.204564,0.186844,0.169124,0.151404,0.133685,0.115936,0.098186,2
-0.052258,-0.06879,-0.085506,-0.102038,-0.118754,-0.135653,-0.152369,-0.169268,-0.185984,-0.202883,-0.219783,-0.236682,-0.253398,-0.270297,-0.287197,-0.303912,-0.303912,-0.304096,-0.304096,-0.30428,-0.30428,-0.304096,-0.304096,-0.296932,-0.288115,-0.277461,-0.267175,-0.257439,-0.248071,-0.23907,2
-0.195505,-0.195354,-0.195354,-0.195505,-0.195807,-0.196411,-0.197165,-0.19792,-0.198826,-0.200033,-0.201241,-0.202599,-0.204259,-0.206071,-0.208033,-0.209995,-0.212108,-0.214523,-0.216938,-0.219655,-0.206976,-0.198675,-0.192637,-0.188109,-0.184185,-0.180713,-0.177694,-0.174978,-0.172563,-0.170449,2
-0.250533,-0.251288,-0.251288,-0.251439,-0.251439,-0.251439,-0.251288,-0.251137,-0.250986,-0.250835,-0.250684,-0.250533,-0.250382,-0.250231,-0.25008,-0.249929,-0.249778,-0.249627,-0.249476,-0.237696,-0.229994,-0.22501,-0.220781,-0.216854,-0.21323,-0.209756,-0.206434,-0.203262,-0.200091,-0.19707,2
0.26462,0.26462,0.26462,0.26462,0.26462,0.264649,0.264649,0.264649,0.264649,0.264649,0.264649,0.264649,0.264649,0.264649,0.264649,0.264649,0.264649,0.264649,0.264649,0.246993,0.229394,0.211795,0.194196,0.176568,0.15894,0.141341,0.123743,0.106144,0.088545,0.070917,2
0.273164,0.273182,0.273182,0.273182,0.273182,0.2732,0.2732,0.273218,0.273235,0.273253,0.273271,0.273271,0.273289,0.259532,0.243401,0.228734,0.21594,0.204591,0.194527,0.185177,0.17647,0.168137,0.160107,0.152416,0.14494,0.137678,0.130594,0.130594,0.130594,0.130594,2
-0.21697,-0.216816,-0.216816,-0.217125,-0.21697,-0.21697,-0.21697,-0.21697,-0.217125,-0.217588,-0.218206,-0.218824,-0.219596,-0.220523,-0.221604,-0.22284,-0.22423,-0.225929,-0.227628,-0.229481,-0.221141,-0.215117,-0.21141,-0.208784,-0.206621,-0.204922,-0.203532,-0.202451,-0.201679,-0.201061,2
0.178371,0.191426,0.204482,0.217549,0.230604,0.243647,0.256703,0.269758,0.26977,0.26977,0.26977,0.26977,0.26977,0.26977,0.26977,0.26977,0.26977,0.26977,0.26977,0.26977,0.26977,0.26977,0.26977,0.26977,0.262162,0.238398,0.214633,0.190869,0.167105,0.14334,2
-0.222157,-0.23805,-0.253736,-0.253736,-0.253943,-0.253943,-0.254149,-0.254149,-0.254355,-0.254562,-0.254562,-0.254768,-0.254975,-0.255181,-0.255387,-0.255387,-0.255387,-0.255387,-0.255594,-0.255594,-0.24032,-0.231651,-0.225459,-0.220506,-0.215965,-0.211631,-0.207709,-0.203788,-0.200072,-0.196564,2
-0.235219,-0.235219,-0.235063,-0.235063,-0.235063,-0.235063,-0.234907,-0.234752,-0.234596,-0.23444,-0.234284,-0.234284,-0.234284,-0.234129,-0.233973,-0.233973,-0.233973,-0.233817,-0.233817,-0.233661,-0.223069,-0.214502,-0.208272,-0.202664,-0.197524,-0.192695,-0.188022,-0.183505,-0.179144,-0.174783,2
0.213099,0.228403,0.244251,0.260214,0.276294,0.281445,0.286041,0.290568,0.295094,0.29962,0.304147,0.301334,0.300303,0.287234,0.270425,0.249761,0.228206,0.205539,0.182537,0.159385,0.136197,0.112385,0.088977,0.065686,0.042464,0.019207,-0.004015,-0.027203,-0.050355,-0.073543,2
0.00192,-0.002497,-0.007085,-0.011502,-0.015919,-0.020337,-0.024754,-0.029172,-0.033759,-0.038347,-0.042934,-0.047521,-0.052109,-0.056696,-0.056696,-0.056696,-0.056696,-0.056696,-0.056696,-0.056696,-0.056696,-0.056696,-0.056696,-0.149123,-0.150482,-0.145725,-0.140798,-0.135871,-0.130944,-0.126016,2
0.248372,0.261319,0.261342,0.261342,0.261342,0.261342,0.261342,0.261342,0.261342,0.261342,0.261342,0.261342,0.261342,0.261342,0.261342,0.261342,0.261342,0.261342,0.261342,0.237795,0.214248,0.1907,0.167153,0.143606,0.120058,0.096511,0.072964,0.049417,0.025869,0.002322,2
0.210219,0.226438,0.242629,0.25882,0.27501,0.27504,0.275069,0.275098,0.275127,0.275156,0.275156,0.275185,0.275214,0.275243,0.275272,0.275272,0.275302,0.275331,0.275331,0.27536,0.27536,0.27536,0.27536,0.257597,0.239921,0.222245,0.204569,0.186894,0.169218,0.151513,2
0.234346,0.250109,0.261432,0.266358,0.270846,0.275368,0.279809,0.284331,0.288853,0.293329,0.297805,0.295029,0.293838,0.280514,0.26371,0.242684,0.220918,0.198111,0.1749,0.151653,0.127817,0.104606,0.081394,0.058148,0.034901,0.01169,-0.011487,-0.034699,-0.05791,-0.081122,2
0.266218,0.266236,0.266236,0.266236,0.266218,0.2662,0.2662,0.2662,0.266182,0.266146,0.266092,0.26602,0.26593,0.265821,0.265677,0.265533,0.26537,0.26519,0.264992,0.264775,0.250614,0.233585,0.21836,0.205065,0.193033,0.181921,0.171674,0.161933,0.152715,0.143804,2
-0.046256,-0.058756,-0.071756,-0.084755,-0.097755,-0.110755,-0.123755,-0.136755,-0.149755,-0.162254,-0.175254,-0.188254,-0.201754,-0.214754,-0.227754,-0.227254,-0.226754,-0.226754,-0.226254,-0.256253,-0.242753,-0.228754,-0.214754,-0.200754,-0.186254,-0.172254,-0.157754,-0.143255,-0.129255,-0.114755,2
0.18044,0.196846,0.213222,0.229568,0.245915,0.262291,0.278667,0.295073,0.295103,0.295133,0.295133,0.295163,0.295193,0.295193,0.295193,0.295193,0.295193,0.295193,0.295193,0.295193,0.27723,0.259177,0.241154,0.223162,0.205199,0.187206,0.169213,0.15122,0.133257,0.115265,2
0.197176,0.213393,0.22964,0.245916,0.262193,0.278439,0.27917,0.27917,0.27917,0.27917,0.27917,0.27917,0.279199,0.279199,0.279199,0.279228,0.279228,0.279258,0.279287,0.279316,0.279345,0.261433,0.243696,0.225958,0.208221,0.190484,0.172747,0.154981,0.137214,0.119448,2
0.15304,0.166546,0.180063,0.193592,0.207132,0.22065,0.234167,0.247696,0.261213,0.274753,0.288294,0.288513,0.288525,0.288525,0.288525,0.288525,0.288525,0.288525,0.288525,0.288525,0.288525,0.288536,0.264878,0.24122,0.217562,0.193904,0.170246,0.146588,0.12293,0.099272,2
-0.213996,-0.214184,-0.214372,-0.214561,-0.214561,-0.214749,-0.214938,-0.215126,-0.215314,-0.215503,-0.215691,-0.215691,-0.215879,-0.215879,-0.215879,-0.215879,-0.215879,-0.215879,-0.215879,-0.215879,-0.215879,-0.202506,-0.19177,-0.184425,-0.178209,-0.17237,-0.16672,-0.161446,-0.15636,-0.151275,2
0.226461,0.229348,0.234161,0.238568,0.243039,0.2478,0.251878,0.25726,0.259586,0.258013,0.249337,0.231189,0.211253,0.189434,0.16772,0.145322,0.122444,0.09907,0.075483,0.051366,0.027981,0.004696,-0.018708,-0.041913,-0.065599,-0.08853,-0.112621,-0.134774,-0.160441,-0.171256,1
0.243333,0.256088,0.257952,0.257952,0.257952,0.257952,0.257952,0.257952,0.257952,0.257941,0.257941,0.257964,0.257999,0.258035,0.258081,0.25814,0.25821,0.258292,0.258386,0.258503,0.258632,0.234787,0.210953,0.187131,0.163321,0.139522,0.115735,0.09196,0.068196,0.044444,2
-0.244335,-0.244335,-0.244335,-0.244335,-0.244335,-0.244335,-0.244335,-0.244335,-0.24419,-0.244044,-0.243899,-0.243753,-0.243608,-0.243463,-0.243317,-0.243317,-0.243172,-0.243027,-0.242881,-0.242881,-0.228636,-0.218024,-0.209448,-0.201889,-0.194766,-0.187934,-0.181393,-0.174997,-0.168746,-0.162641,2
-0.126642,-0.142212,-0.157781,-0.173351,-0.188921,-0.204176,-0.219588,-0.235,-0.250413,-0.265825,-0.266611,-0.266611,-0.266611,-0.266768,-0.266768,-0.266768,-0.266768,-0.266926,-0.266768,-0.266611,-0.266139,-0.26551,-0.261264,-0.252142,-0.244908,-0.239404,-0.234371,-0.229339,-0.224463,-0.219588,2
0.120071,0.13641,0.152978,0.169631,0.186283,0.202972,0.21966,0.236385,0.253109,0.269834,0.286559,0.2953,0.306089,0.30474,0.299659,0.290183,0.270496,0.248112,0.225187,0.201876,0.178228,0.154146,0.129957,0.105767,0.081192,0.056966,0.032776,0.008586,-0.015568,-0.039722,2
0.220696,0.237496,0.254317,0.271137,0.271408,0.271408,0.271408,0.271408,0.271408,0.271408,0.271408,0.271408,0.271408,0.271408,0.271408,0.271408,0.271408,0.271408,0.271408,0.25577,0.237322,0.221335,0.207403,0.195369,0.184382,0.174169,0.164713,0.155683,0.147079,0.138708,2
0.265389,0.265389,0.265389,0.265389,0.265389,0.26536,0.265331,0.265302,0.265273,0.265244,0.265215,0.265186,0.265157,0.265128,0.265099,0.26507,0.265041,0.265012,0.264983,0.247292,0.229686,0.212081,0.194476,0.176871,0.159266,0.141661,0.124056,0.106451,0.088846,0.071241,2
0.24386,0.247989,0.252326,0.256779,0.261232,0.26572,0.270208,0.274696,0.279184,0.283672,0.28816,0.285377,0.284264,0.271009,0.254008,0.233667,0.211911,0.188671,0.165396,0.141867,0.118592,0.095282,0.071973,0.048628,0.025284,0.001974,-0.021335,-0.04461,-0.067885,-0.09116,2
0.254123,0.254123,0.254123,0.254123,0.254123,0.254123,0.254123,0.254123,0.254123,0.254151,0.25418,0.254209,0.254238,0.254238,0.254238,0.254267,0.254296,0.254325,0.254353,0.254353,0.254382,0.254411,0.254411,0.238225,0.220509,0.203025,0.185511,0.167997,0.150484,0.132942,2
0.039356,0.056206,0.073057,0.089877,0.106698,0.123518,0.140338,0.157189,0.174009,0.19086,0.20771,0.224561,0.241412,0.258262,0.275113,0.291963,0.308814,0.325665,0.325665,0.325665,0.325665,0.325665,0.308299,0.289812,0.271446,0.253019,0.234532,0.216014,0.197467,0.178888,2
0.264396,0.264396,0.264396,0.264396,0.264396,0.264396,0.264396,0.264396,0.264396,0.264396,0.264396,0.264396,0.264396,0.264396,0.264396,0.264396,0.264396,0.264396,0.264396,0.246637,0.229054,0.21147,0.193887,0.176304,0.158691,0.141078,0.123466,0.105853,0.088241,0.070628,2
-0.176164,-0.188795,-0.188986,-0.189178,-0.189178,-0.189178,-0.189369,-0.18956,-0.189752,-0.189943,-0.190134,-0.190134,-0.190326,-0.190326,-0.190326,-0.190326,-0.190517,-0.190709,-0.190709,-0.1909,-0.191091,-0.191283,-0.188986,-0.176355,-0.163533,-0.150711,-0.137889,-0.124876,-0.111862,-0.098849,2
0.095839,0.113078,0.130316,0.147555,0.164776,0.18198,0.199183,0.216369,0.233555,0.250723,0.267891,0.285077,0.287482,0.287499,0.287517,0.287535,0.287552,0.287552,0.287552,0.287552,0.287535,0.287517,0.287517,0.285183,0.269094,0.251395,0.236472,0.223389,0.211984,0.201517,2
0.23614,0.235199,0.235507,0.235348,0.235449,0.23539,0.235433,0.235408,0.235431,0.235438,0.235441,0.235462,0.235444,0.235487,0.235443,0.235542,0.235414,0.235595,0.225999,0.206753,0.188051,0.170845,0.154906,0.139313,0.124568,0.109546,0.095723,0.080446,0.069788,0.070574,1
0.247234,0.257269,0.261859,0.266333,0.270773,0.275213,0.279652,0.284092,0.288566,0.293041,0.297515,0.294694,0.293503,0.280219,0.263385,0.241846,0.220122,0.197438,0.1742,0.150961,0.127722,0.104079,0.080875,0.057637,0.034398,0.011159,-0.012079,-0.035283,-0.058487,-0.081691,2
0.246027,0.246009,0.246009,0.246009,0.245991,0.245955,0.245901,0.245829,0.24574,0.245632,0.245506,0.24538,0.245218,0.245057,0.244877,0.244679,0.244464,0.24423,0.243961,0.243691,0.229891,0.212892,0.197528,0.184249,0.172246,0.161428,0.151258,0.141626,0.132426,0.123513,2
-0.226207,-0.226207,-0.226037,-0.226037,-0.225866,-0.225695,-0.225695,-0.225525,-0.225525,-0.225525,-0.225354,-0.225354,-0.225354,-0.225354,-0.225354,-0.225354,-0.225354,-0.225354,-0.225354,-0.225354,-0.207615,-0.19414,-0.183394,-0.173501,-0.16429,-0.155591,-0.147403,-0.139387,-0.13154,-0.123865,2
0.186645,0.202257,0.218124,0.234059,0.250042,0.266058,0.282075,0.298126,0.305118,0.309821,0.314374,0.311497,0.310537,0.299374,0.282965,0.262996,0.241594,0.219707,0.19767,0.175077,0.152197,0.1289,0.105753,0.081901,0.05857,0.035319,0.012068,-0.011113,-0.034295,-0.057476,2
0.251741,0.251741,0.251741,0.251741,0.251741,0.251741,0.251741,0.251741,0.251741,0.251741,0.251741,0.251741,0.251741,0.251741,0.251741,0.251741,0.251741,0.251741,0.251741,0.251753,0.228249,0.204745,0.181241,0.157737,0.134233,0.110729,0.087225,0.063722,0.040218,0.016714,2
0.240297,0.240297,0.240297,0.240297,0.240297,0.240297,0.240297,0.240297,0.240297,0.240297,0.240297,0.240297,0.240297,0.240297,0.240297,0.240297,0.240297,0.240297,0.240297,0.240297,0.217071,0.193845,0.170619,0.147393,0.124167,0.100941,0.077715,0.054489,0.031263,0.008037,2
-0.150393,-0.165792,-0.181191,-0.196795,-0.2124,-0.227799,-0.243403,-0.258802,-0.274201,-0.274406,-0.274201,-0.274406,-0.274406,-0.274201,-0.273995,-0.273995,-0.273995,-0.27379,-0.273174,-0.272353,-0.271531,-0.257775,-0.246688,-0.237038,-0.228004,-0.219586,-0.211373,-0.20316,-0.195153,-0.187145,2
0.255648,0.271779,0.271867,0.271867,0.271867,0.271867,0.271867,0.271867,0.271867,0.271867,0.271867,0.271867,0.271867,0.271867,0.271867,0.271867,0.271867,0.271867,0.271867,0.271867,0.254088,0.236456,0.218794,0.201133,0.183471,0.16581,0.148119,0.130428,0.112737,0.095046,2
0.126113,0.142664,0.159215,0.175766,0.192317,0.208868,0.225419,0.24197,0.258551,0.275131,0.291682,0.308263,0.308323,0.308352,0.308382,0.308412,0.308442,0.308442,0.308442,0.308472,0.290224,0.272095,0.253937,0.235748,0.21753,0.199253,0.180975,0.162638,0.144271,0.125874,2
0.266129,0.282378,0.283109,0.283139,0.283168,0.283197,0.283197,0.283197,0.283197,0.283197,0.283197,0.283197,0.283197,0.283197,0.283197,0.283197,0.283197,0.283197,0.265338,0.24868,0.231523,0.213723,0.195864,0.178034,0.160263,0.142463,0.124662,0.106862,0.089061,0.071261,2
-0.135096,-0.150575,-0.165885,-0.181364,-0.196674,-0.211817,-0.226959,-0.242269,-0.257748,-0.273227,-0.273227,-0.273395,-0.273395,-0.273395,-0.273395,-0.273563,-0.273563,-0.273563,-0.273563,-0.273563,-0.264814,-0.257411,-0.251018,-0.245129,-0.239577,-0.234362,-0.229482,-0.224772,-0.220397,-0.216191,2
0.11875,0.135176,0.151632,0.168087,0.184513,0.20094,0.217366,0.233792,0.250218,0.266644,0.28307,0.299496,0.299526,0.299526,0.299526,0.299526,0.299526,0.299526,0.299555,0.299555,0.299555,0.299526,0.299467,0.282716,0.264635,0.246555,0.228415,0.210246,0.192017,0.173789,2
-0.121818,-0.136795,-0.151772,-0.166748,-0.181725,-0.197058,-0.212035,-0.227011,-0.241988,-0.241988,-0.241988,-0.242344,-0.242701,-0.243057,-0.243414,-0.243414,-0.243771,-0.244127,-0.244484,-0.244484,-0.244484,-0.26267,-0.248406,-0.23343,-0.218453,-0.203476,-0.1885,-0.17281,-0.157834,-0.143214,2
0.16399,0.180398,0.196805,0.213183,0.229561,0.245939,0.262317,0.278695,0.295132,0.295191,0.295221,0.29525,0.29525,0.29528,0.295309,0.295309,0.29528,0.29525,0.295221,0.295191,0.295162,0.277072,0.25913,0.241188,0.223246,0.205304,0.187362,0.16942,0.151478,0.133506,2
-0.048895,-0.062626,-0.076886,-0.090618,-0.10435,-0.118609,-0.132341,-0.146073,-0.159804,-0.173536,-0.187268,-0.200999,-0.214731,-0.228463,-0.242194,-0.241666,-0.241138,-0.24061,-0.240082,-0.239554,-0.239025,-0.254342,-0.239554,-0.224766,-0.209978,-0.19519,-0.180402,-0.165614,-0.150826,-0.136038,2
-0.247061,-0.247061,-0.247061,-0.247061,-0.247061,-0.247061,-0.247061,-0.247061,-0.247061,-0.247061,-0.247061,-0.247061,-0.247061,-0.247061,-0.247061,-0.247061,-0.247061,-0.247244,-0.247244,-0.252908,-0.242493,-0.226231,-0.209786,-0.193341,-0.176531,-0.159721,-0.143093,-0.126465,-0.109655,-0.092845,2
0.254777,0.254777,0.254795,0.254777,0.254777,0.254777,0.254777,0.254814,0.254851,0.254907,0.255001,0.255113,0.255244,0.255393,0.255561,0.255748,0.255953,0.256177,0.24279,0.22705,0.212655,0.199921,0.188737,0.178468,0.168908,0.160039,0.151619,0.143609,0.135879,0.128392,2
0.155772,0.169262,0.182764,0.196277,0.209779,0.223293,0.236806,0.250319,0.263844,0.27737,0.290906,0.29093,0.29093,0.29093,0.29093,0.29093,0.29093,0.29093,0.29093,0.29093,0.281738,0.257903,0.234068,0.210234,0.186399,0.162564,0.138729,0.114894,0.091059,0.067224,2
0.217014,0.232655,0.24855,0.264525,0.2805,0.287528,0.292209,0.29674,0.301237,0.305734,0.30287,0.301916,0.28885,0.272254,0.25154,0.230344,0.208595,0.186513,0.164108,0.141221,0.118219,0.095216,0.071662,0.048556,0.025415,0.002344,-0.020727,-0.043799,-0.066905,-0.090011,2
0.14341,0.159782,0.176124,0.192466,0.208837,0.225209,0.24158,0.257981,0.274353,0.290754,0.290783,0.290813,0.290842,0.290872,0.290901,0.290901,0.290931,0.290931,0.29096,0.29099,0.29099,0.27294,0.255037,0.237164,0.21929,0.201417,0.183544,0.165671,0.147797,0.129895,2
0.261208,0.261208,0.261208,0.261208,0.261208,0.261208,0.261208,0.261208,0.261208,0.261208,0.261208,0.261208,0.261208,0.261208,0.261208,0.261208,0.261208,0.261208,0.261208,0.261208,0.243399,0.225737,0.208104,0.190471,0.172838,0.155205,0.137601,0.119998,0.102365,0.084761,2
0.250001,0.262894,0.264773,0.264773,0.264773,0.264773,0.264773,0.264773,0.264773,0.264773,0.264773,0.264773,0.264773,0.264773,0.264773,0.264773,0.264773,0.264773,0.264773,0.264773,0.241326,0.217879,0.194432,0.170985,0.147538,0.124091,0.100644,0.077197,0.05375,0.030303,2
0.00096,-0.002306,-0.005571,-0.008836,-0.012218,-0.0156,-0.018983,-0.022365,-0.025747,-0.025863,-0.025863,-0.025863,-0.025863,-0.025863,-0.025863,-0.02598,-0.026096,-0.026213,-0.02633,-0.026446,-0.02668,-0.026913,-0.027146,-0.115312,-0.120327,-0.117062,-0.11368,-0.110298,-0.106916,-0.103534,2
0.23624,0.253482,0.270706,0.270706,0.270706,0.270706,0.270706,0.270688,0.270688,0.270669,0.270651,0.270651,0.270651,0.270651,0.270651,0.270651,0.270651,0.270651,0.270651,0.270651,0.270651,0.255345,0.236037,0.218371,0.202623,0.188497,0.175902,0.164248,0.153441,0.143115,2
0.180126,0.195757,0.211605,0.227535,0.243464,0.259427,0.275357,0.291355,0.307353,0.312904,0.317581,0.31472,0.313697,0.300572,0.283735,0.263473,0.24259,0.22134,0.199572,0.177472,0.155003,0.132063,0.108939,0.085954,0.062232,0.03881,0.01572,-0.0073,-0.03024,-0.053225,2
