@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute target {1,2}

@data
-11.60145,-8.532736,3.226408,-11.325635,-7.129667,10.217413,9.473034,9.527548,9.188768,9.654948,10.546567,9.489066,-9.422427,-11.733753,-11.578084,2
9.743679,9.896364,-5.643436,6.893736,13.057974,-2.42001,-7.18289,-5.041761,-6.533675,-4.940595,-6.789799,-5.171839,-8.272557,1.908243,10.496566,2
-13.00331,-9.875412,10.588514,-9.29841,-11.400989,7.805794,7.294695,8.249976,7.252647,8.349385,7.010393,8.926602,3.640229,-12.957606,-12.582506,2
-12.140046,-10.618006,9.913464,-5.449798,-14.02471,5.939858,8.174983,8.66002,7.636936,9.027886,7.099758,10.15296,0.492144,-13.154165,-11.711283,2
-12.212952,-12.468318,15.611715,-0.74243,-14.894858,5.502009,5.528799,7.129924,6.337103,7.203213,6.595708,4.557971,4.523267,-9.920382,-12.750769,2
9.537988,8.099679,0.688322,8.892489,6.301871,-11.90267,-11.789735,-12.830156,-12.176722,-12.060863,-8.909139,8.468997,9.310923,9.162832,9.206184,2
-12.671983,19.746442,11.426005,-7.927556,7.132335,3.3899,5.548024,4.364651,4.664993,5.550966,-1.341485,-11.148291,-9.00819,-10.084658,-9.641154,1
-11.276973,-9.580466,18.897268,-3.306731,-11.219902,7.505433,5.63579,8.210254,6.379097,8.379247,4.531165,5.816029,-7.359297,-11.81041,-10.800505,2
10.683236,8.444722,0.577059,10.549463,7.372017,-9.593088,-10.859522,-10.617427,-11.806072,-10.30691,-11.789548,-4.799756,11.439602,10.082569,10.623655,2
11.057497,10.532979,6.409062,8.727636,12.57386,-3.199975,-11.305125,-9.356512,-10.776922,-10.145011,-10.500562,-8.47168,-7.573799,9.427036,12.601515,2
-18.465896,6.253384,22.393464,1.543398,-12.518963,4.412316,0.591018,2.790051,1.500238,2.079675,2.135134,1.396216,3.210456,-3.733876,-13.586615,2
-12.311116,-7.004072,2.907921,-11.140742,-10.903755,6.84929,10.395651,9.310902,9.131716,9.867714,8.762132,11.310234,-2.773916,-13.088651,-11.31331,2
-11.909616,-6.857436,11.681895,-10.770969,-7.676035,8.931723,8.476539,8.707939,8.76088,8.502338,9.134217,6.647985,-10.763092,-11.457172,-11.409195,2
-15.89927,9.273583,21.7473,-10.337968,-1.517625,5.273332,3.269131,4.392384,3.771676,4.043817,4.101083,2.81288,-9.929996,-10.516106,-10.484221,2
-10.654794,-11.819144,7.794189,3.135338,-14.652888,5.558178,9.213316,9.144871,9.001219,9.009138,9.352351,7.148845,-10.378041,-10.915213,-10.937361,2
-13.856541,-13.976437,7.585545,-1.938909,-17.918802,1.294383,7.814523,6.634993,7.323696,6.657209,7.513224,6.300282,8.290758,2.512326,-14.236252,2
-11.846595,-7.003302,12.039681,-11.534557,-3.942434,9.920932,8.221216,8.715433,8.893928,8.063368,9.916493,3.324627,-12.355402,-10.919065,-11.49432,2
8.268566,8.295129,-5.107171,-0.54526,14.772646,0.819494,-9.623433,-6.945936,-7.868794,-7.534091,-7.407899,-8.249979,4.363397,8.870421,7.892908,2
-12.234375,-12.776119,-0.118133,-4.996935,-15.298422,0.728564,10.845796,8.202764,9.512175,8.062616,9.659027,8.372496,10.553423,-7.555126,-12.957752,2
-10.985222,-3.348314,5.82149,-12.17688,8.938218,10.073981,10.375042,10.448169,9.701561,11.913011,1.081402,-11.973441,-9.258212,-10.574541,-10.036262,1
-16.083884,8.380268,22.771765,-6.38265,-4.904531,5.971671,2.010209,4.624499,2.614766,4.335325,2.695776,4.364524,-8.217109,-11.366282,-10.814347,2
-10.7009,-7.504477,3.724713,-9.535537,-9.497681,7.908243,12.043476,9.265669,11.149294,9.337174,13.213994,3.14413,-11.539812,-10.081182,-10.927101,2
9.942498,7.219204,-2.811503,8.436024,7.811376,-10.306675,-12.012904,-11.801833,-12.111319,-11.235011,-10.321932,7.720869,10.138978,9.567338,9.76489,2
-16.873505,6.639009,22.629556,0.068131,-11.072248,5.537976,1.002449,4.044093,1.762945,3.695988,1.898641,3.855513,-0.061998,-11.53988,-11.58667,2
-11.206409,-7.251806,19.813303,-6.325212,-9.019461,7.456984,6.744654,7.915299,7.56818,7.525983,5.437828,3.410033,-10.43138,-10.803279,-10.834717,2
-10.693599,-6.850688,20.025537,-6.030284,-8.356932,7.637581,7.479682,7.912445,8.488577,6.975842,6.812175,-1.534004,-11.577277,-9.811475,-10.477582,2
11.151302,9.462121,2.838038,8.990196,12.506027,-2.368587,-10.871155,-9.434035,-10.717327,-10.387806,-9.83588,-8.959573,-6.299831,10.585618,13.340892,2
-12.004417,-8.907135,11.171016,-8.346433,-10.473144,8.541239,7.896312,8.983539,7.833432,9.110898,7.555641,9.701808,-7.024409,-12.566272,-11.472075,2
-13.526224,-10.350624,10.199272,-9.623795,-12.950732,5.84987,7.858504,7.112131,7.806824,6.984656,8.038241,6.600847,8.682613,-8.735727,-13.945857,2
-12.862892,-5.879881,11.761884,-12.09497,-6.727634,9.22568,7.417319,8.699845,7.532921,8.747273,7.221374,9.368221,-7.377005,-13.080924,-11.951212,2
11.88868,10.354751,4.915579,11.495695,10.80684,-7.369381,-10.20815,-9.783564,-10.145823,-10.159159,-9.81041,-7.620762,-6.655122,10.307088,11.983739,2
-12.53408,-13.682107,6.296989,1.714215,-16.985993,2.261548,8.301541,7.41142,7.885459,7.362336,8.132144,6.943351,8.839288,-8.355618,-13.590494,2
10.485638,11.395439,-4.99529,2.927838,14.585811,-0.717131,-8.552259,-7.324668,-7.655393,-7.97051,-7.729022,-8.674538,-5.913813,9.838289,10.299607,2
-12.765467,-11.425859,9.749163,-6.46952,-13.450831,6.975203,7.484025,8.132583,7.372617,8.187972,7.300375,8.46728,5.325384,-12.139646,-12.74328,2
10.110025,10.612883,-4.680316,2.811751,14.691249,1.411561,-8.190969,-5.103603,-7.110026,-5.548689,-7.799663,-5.569454,-8.97313,1.96884,11.369543,2
10.766921,9.119335,-10.12873,7.349863,10.553468,-8.287413,-9.072288,-8.951109,-9.026979,-8.66976,-10.122062,-5.554218,10.945668,10.385934,10.691371,2
-11.803668,-5.854487,2.256775,-13.364557,-5.281874,10.44532,10.252944,9.34272,9.729678,9.300337,11.75366,6.210853,-11.402228,-10.804142,-10.781331,2
-12.718609,-10.117953,17.936889,-4.58173,-13.983475,4.602104,6.178319,6.662423,6.668822,6.879531,6.639149,4.258031,4.520009,-10.114415,-12.829097,2
-15.745187,10.055452,21.77989,-2.570389,-9.402465,6.225069,0.663252,4.559797,1.406128,4.190817,1.493987,4.76789,-4.003514,-12.162437,-11.258291,2
-12.633717,-11.125677,9.591318,-5.739913,-15.042892,3.544643,8.613721,7.613248,8.069324,7.806738,7.964365,7.951166,7.033387,-10.961757,-12.683952,2
-11.584675,-8.228801,10.092702,-12.551819,0.387361,10.089612,8.431717,8.774224,9.180582,8.056518,10.421692,1.589786,-12.614557,-10.651273,-11.393072,2
-11.725281,-7.983728,19.81234,-4.638045,-10.317859,7.393095,5.551919,7.8938,6.32402,8.124185,4.566341,5.783448,-7.483587,-12.089452,-11.211197,2
0.523671,4.575631,9.052359,-4.589929,4.455999,3.208027,-2.501113,-3.215387,-2.301595,-3.105405,-2.532704,-3.210034,-2.342866,0.912381,1.070966,2
-11.891023,-9.720628,4.8717,-9.134946,-10.807736,8.127707,9.236504,9.206999,8.152312,9.586001,9.131815,12.166736,-4.728644,-12.850441,-11.346358,2
-16.967146,6.671419,21.875928,3.117409,-12.225708,4.911902,0.997221,3.649638,1.695381,3.241749,1.945705,3.283416,0.800164,-11.18345,-11.813627,2
-12.595325,21.75829,5.236578,-5.602705,8.513077,3.272533,6.382574,4.493704,5.353337,5.786235,-3.311177,-11.082003,-8.775638,-9.964929,-9.464553,1
-12.709306,21.118026,7.497836,-6.976261,8.12238,3.117273,6.148699,4.407165,5.157044,5.707062,-1.742364,-11.25109,-8.897484,-10.102036,-9.596943,1
-10.916883,-4.571127,9.166226,-12.362757,6.838222,10.124552,9.560728,10.129145,9.137397,11.155214,3.59263,-11.563687,-9.576773,-10.550155,-10.162731,1
-16.769486,6.623469,22.577274,0.187645,-11.067859,5.721898,0.980284,4.203385,1.718613,3.824702,1.85499,4.123758,-0.748497,-11.758947,-11.471229,2
-18.71233,6.15057,22.06851,2.3623,-13.943809,3.514354,0.401367,2.625276,1.139278,2.114421,1.489553,1.738052,2.037139,0.000872,-12.985554,2
-16.376416,8.153294,22.547407,-8.260722,-4.327113,5.833689,2.11572,4.59232,2.551237,4.474429,2.428345,5.053151,-6.341801,-11.677495,-10.766044,2
-11.708986,-8.224094,3.143329,-10.600681,-10.028953,8.215963,10.563386,9.440286,9.511187,9.602037,10.003809,10.539456,-7.90541,-11.843054,-10.708275,2
-11.979492,-11.98613,1.57777,-4.909336,-14.894578,2.003408,10.432593,8.59992,9.258175,9.046125,9.223503,10.006301,7.041302,-11.370493,-12.049065,2
-16.046081,7.628375,22.825886,-2.649397,-8.596423,6.240267,1.336004,4.716419,2.048965,4.401882,2.084891,4.840978,-6.546957,-11.549122,-10.735684,2
-10.140588,-0.714738,-4.313172,-5.528265,13.176956,9.548871,12.473327,10.557172,11.980236,10.500122,-6.43309,-10.573938,-9.482583,-10.506643,-10.543666,1
-11.754401,-10.647253,1.653825,-7.611953,-13.297558,5.026017,10.424345,9.404,9.133873,9.820121,8.791383,11.73231,1.492601,-12.875751,-11.291556,2
-16.951612,6.940382,22.508766,-0.032041,-11.063815,5.475579,0.8788,3.864271,1.687622,3.41333,1.986848,3.377565,0.844648,-11.134992,-11.79535,2
-12.699554,18.907924,13.204551,-8.23913,6.188987,3.596172,5.066485,4.310805,4.383633,5.255972,0.332419,-10.957853,-9.343686,-10.169301,-9.837425,1
-12.035609,-7.041618,11.733095,-11.264608,-6.269386,9.468819,8.161464,8.768626,8.560926,8.440096,8.963239,6.539254,-10.968278,-11.529993,-11.526028,2
-11.322068,-11.330253,16.089567,1.123134,-15.558341,3.692256,6.330358,7.707822,6.507883,8.287337,5.732095,6.116801,-0.001634,-12.088263,-11.286693,2
-16.939729,7.988192,22.506475,-8.824472,-4.924498,5.41576,1.743005,4.263648,2.320199,4.049175,2.251428,4.466829,-0.944959,-11.951272,-11.419781,2
10.255317,8.085524,3.575773,11.771959,4.828106,-10.754232,-11.050761,-10.998371,-12.027929,-10.413311,-11.968716,-2.671861,11.479423,9.592293,10.296787,2
-11.135805,-9.4106,18.742787,-3.054828,-11.658117,7.157252,5.808871,8.069782,6.41501,8.325355,4.776211,5.892897,-7.365307,-11.695166,-10.868344,2
-12.991465,-2.924155,9.631194,-14.859754,-5.391202,8.595926,8.032875,8.38669,7.956564,8.598718,7.554125,9.318735,-7.194591,-12.954539,-11.759122,2
-16.981748,6.850006,22.105191,2.538182,-11.577515,5.294199,0.97838,3.935172,1.642345,3.526956,1.777354,3.744457,-0.334902,-11.77555,-11.722527,2
7.190908,-0.477006,-4.760974,7.377759,-11.12064,-9.080226,-10.890897,-9.66411,-10.005379,-10.27173,1.849643,9.094703,10.35061,13.825591,16.58175,1
6.552379,3.14952,1.128255,7.054564,-8.413256,-11.00523,-10.937823,-11.842654,-10.907825,-13.266178,0.33429,9.169684,9.995246,13.24969,15.739338,1
-10.312163,5.608892,2.12178,-7.509116,14.846632,8.021947,13.356686,8.508663,13.776472,-1.911924,-10.074892,-8.88255,-9.239404,-9.123526,-9.187498,1
9.743467,-2.911243,-0.571451,13.450548,-9.2326,-9.159524,-10.890026,-9.799461,-10.337432,-9.935465,4.965976,9.492997,7.987003,8.755319,8.441893,1
12.709187,11.633706,0.637776,9.337014,13.859805,-4.635519,-10.334399,-7.739417,-9.685404,-8.181708,-9.989354,-6.868014,-10.842433,5.804889,14.293871,2
10.592337,8.354166,3.433877,11.998508,3.926767,-11.099804,-10.595875,-11.040003,-11.569948,-10.394722,-11.199651,-4.476449,11.42258,10.044841,10.603375,2
-10.021148,-8.836193,12.115338,-4.395123,-9.356649,10.29378,9.27121,10.351845,9.528627,10.152533,9.051584,-7.881667,-10.491879,-9.747779,-10.03448,2
4.212077,3.985477,-2.643072,-1.356408,11.501247,6.604289,-7.224721,-2.820289,-5.125536,-3.733302,-4.53827,-4.924403,-2.42852,4.59386,3.897571,2
10.923494,11.123365,7.115568,7.542338,13.025363,-0.427705,-11.587798,-9.332252,-11.032079,-9.933697,-11.032026,-8.366822,-8.829018,8.183388,12.627883,2
-11.375983,-7.290008,20.053987,-6.962154,-8.37884,7.47879,6.105376,7.744178,7.078771,7.677215,5.126157,4.510543,-9.665468,-11.179447,-10.923114,2
-12.863929,-15.375737,10.100521,6.880499,-19.107622,0.345921,5.327205,6.444049,5.615561,6.62074,6.119809,5.490403,3.64982,3.199214,-12.446454,2
12.192927,8.948343,1.605345,12.735523,5.716195,-10.826249,-9.524816,-10.812994,-10.261731,-10.646984,-9.356653,-8.89702,10.02787,10.950798,8.149446,2
-11.619896,-8.836749,11.872813,-9.035379,-6.709411,10.065259,7.9332,9.033384,8.571585,8.449861,9.372226,5.22559,-11.747621,-11.110186,-11.464675,2
-11.333462,-12.972944,5.095784,3.333886,-16.425989,3.623555,8.363951,9.051455,7.678801,9.449271,7.19711,10.521986,0.601411,-12.789221,-11.395596,2
7.24861,3.890342,-1.934336,14.697382,4.278512,-5.334819,-1.758487,-3.85624,-1.827488,-4.329124,2.879583,5.224266,-1.361086,-5.88047,-11.936644,1
-11.925561,-11.793105,8.537544,-2.417767,-15.812595,2.845087,8.698895,8.318815,7.939257,8.651988,7.565314,9.353691,4.193465,-12.278564,-11.876463,2
-5.398979,23.724346,7.322364,-12.336461,4.024712,2.628473,3.919897,2.778897,4.020839,2.467964,4.809005,-3.391249,-12.309017,-10.87029,-11.390501,2
-16.00925,8.829808,22.286121,-8.422045,-3.907615,5.750733,2.288501,4.557835,2.818667,4.377479,2.848374,4.438194,-7.961182,-11.243478,-10.65214,2
-11.772912,-10.722346,2.011604,-6.471823,-13.815939,4.170403,10.594442,9.376345,9.130505,9.749298,8.794113,11.693,1.473538,-12.895934,-11.314295,2
-11.74706,-9.534948,2.660581,-8.65056,-12.48304,6.044244,10.609057,9.363906,9.128421,9.753709,8.699357,12.274654,-2.153734,-12.864811,-11.099775,2
-12.061195,-12.058247,8.659573,-2.93467,-14.876915,6.262016,7.796135,8.739722,7.403676,8.95416,7.052071,9.80806,2.16459,-12.959833,-11.949141,2
3.779876,1.092711,-1.928133,13.011827,-4.826384,-4.514397,-5.174376,-4.485323,-4.935592,-4.316524,1.590703,2.943092,2.449992,2.711075,2.601453,1
-11.147263,-12.24157,14.800476,4.49603,-16.351554,3.19759,6.038245,7.706851,6.340243,8.317207,5.742437,6.211337,0.185712,-11.991338,-11.304401,2
11.297594,7.670744,3.508599,13.127852,2.317024,-10.817743,-10.074796,-11.098017,-11.087282,-10.659517,-9.450858,-6.900812,10.392603,10.879196,10.895412,2
-11.942903,-14.258565,11.520107,6.777031,-17.02172,4.107568,5.679396,7.120982,6.379035,7.103222,6.786596,4.273481,5.120931,-8.689428,-12.95573,2
-11.362015,-4.616179,20.384346,-9.528098,-6.250731,7.325848,7.251807,7.345649,8.190545,6.745516,6.150921,0.84209,-11.400092,-10.326337,-10.753274,2
-11.868596,-9.983541,17.884386,-2.798647,-14.283791,4.341037,6.264212,7.255769,6.450481,7.785413,5.60529,5.549168,1.399107,-11.962663,-11.637621,2
-11.771946,-11.6751,8.712396,-2.327814,-15.260483,5.02568,8.282998,8.78878,7.645884,9.213347,7.136153,10.298166,0.490586,-12.995286,-11.563362,2
-11.134171,11.968846,7.440388,-10.310032,11.209398,4.373005,9.356149,5.896612,8.413371,6.853345,-5.402864,-10.817132,-8.661425,-9.851575,-9.333915,1
9.923307,8.613922,1.596325,8.905763,8.218906,-9.013473,-10.796723,-10.608758,-11.035326,-10.601712,-10.787847,-8.188233,9.257587,11.267874,13.248388,2
9.382595,6.731665,5.864023,8.63757,-9.6351,-11.747079,-11.244743,-12.445853,-11.16401,-13.882376,0.971074,10.999381,8.569397,9.709174,9.254282,1
6.823142,9.758914,-4.048011,0.307262,13.566993,0.491704,-7.441703,-5.96825,-5.75966,-6.279901,-5.977246,-7.717044,-2.590258,7.802549,7.03151,2
-10.48479,2.122886,4.125435,-9.0472,14.335614,8.072527,13.152182,8.526736,13.573511,2.555642,-10.081738,-9.012495,-9.324391,-9.228989,-9.284929,1
-15.600253,9.479758,21.819996,-10.229525,-1.057387,5.235907,3.632137,4.311563,4.193012,3.760791,4.95068,0.49016,-10.855706,-9.861446,-10.269689,2
-11.301801,8.960096,9.653231,-11.351787,11.21649,4.946143,9.469353,6.251756,8.332888,7.466858,-4.445253,-11.129107,-8.658239,-9.995153,-9.415475,1
-10.665975,2.062072,12.55888,-12.807827,9.153866,8.119503,10.677802,9.427159,8.644464,7.209188,-4.6753,-10.77449,-8.887619,-10.150516,-9.891208,1
-11.093638,-12.198736,7.620671,0.457205,-14.582379,7.208573,8.13695,9.461864,7.876082,9.55834,7.642817,10.072939,-6.809383,-12.184702,-11.166607,2
-12.276598,22.514707,0.974733,-2.782105,8.63978,3.774656,6.849404,4.762163,6.116101,5.386618,-6.087364,-10.302988,-8.754886,-9.578082,-9.236139,1
-12.136751,-2.408914,10.554113,-14.785911,-0.690148,9.253877,9.075273,8.273373,9.629306,7.635296,10.792585,-0.482329,-12.66376,-10.661049,-11.384962,2
-11.508285,-13.902394,10.521737,10.301447,-17.124101,-2.003774,6.215272,6.48979,6.661087,6.617826,7.316248,4.320107,5.527188,-6.793522,-12.638623,2
-11.194936,-6.757233,13.267035,-8.94882,-5.740886,10.193894,8.759674,9.157044,9.473555,8.406409,10.605492,-3.877469,-12.192732,-10.201373,-10.949653,2
1.151122,5.367417,9.209001,-4.79827,5.159518,1.350699,-2.941939,-3.903769,-2.791827,-4.163775,-2.963942,-4.349507,-0.244872,2.119452,1.800692,2
-10.176007,2.859091,-7.824423,-2.443231,13.653346,9.265717,12.128527,9.919438,11.73106,9.174011,-8.078357,-10.539463,-9.630063,-10.112562,-9.927083,1
-11.093719,10.446274,9.477428,-12.435497,10.484669,4.648847,8.915948,5.875417,7.736935,7.31038,-3.306128,-10.935915,-8.306193,-9.714744,-9.103704,1
12.533858,10.316088,2.301587,11.278338,11.01801,-7.558863,-10.075363,-9.865962,-10.001198,-10.0699,-9.470933,-7.294407,-6.627043,10.925861,12.589929,2
-11.629439,-11.771959,16.22026,0.230367,-14.84522,5.449246,5.615426,7.711814,6.15617,8.084968,5.48793,5.703207,1.270729,-11.963183,-11.72032,2
10.63384,10.419939,6.357881,7.543554,12.791842,-2.172229,-11.754202,-10.209321,-10.881096,-11.16823,-9.743169,-10.33988,-3.457442,11.560349,10.41816,2
11.936189,5.799946,4.377473,13.16384,7.43234,-9.257389,-9.759507,-10.955104,-10.122096,-11.281732,-8.157199,-10.261827,3.030205,12.836363,11.218495,2
-10.88449,-9.078895,3.982167,-8.85405,-9.190821,9.371935,11.025259,9.57823,10.419546,9.20804,12.321273,4.810852,-11.631064,-10.27252,-10.805462,2
8.465603,9.605604,-4.700537,3.261857,13.183999,-0.022122,-7.884601,-5.821502,-6.596392,-5.598211,-6.725718,-6.922406,-6.346734,7.417837,8.683322,2
-12.193592,-5.66087,19.994375,-7.906156,-9.454298,6.839983,5.986954,7.528911,6.44387,8.002581,4.574378,5.847969,-6.270071,-12.448581,-11.285451,2
8.130772,8.859402,-3.81772,-1.915597,13.831054,5.862397,-8.69684,-6.901992,-7.181849,-7.713065,-6.832606,-9.176676,-1.670996,9.235481,7.988234,2
11.216086,8.386952,-8.888969,9.047947,10.437238,-7.097301,-8.146518,-8.579412,-7.894399,-8.848874,-7.894,-9.700501,6.174337,11.416982,10.370433,2
4.567685,3.813395,-2.390321,-1.045756,13.184358,5.873266,-7.107517,-1.868101,-5.140852,-2.520152,-4.728481,-3.106274,-5.228034,1.230733,4.466053,2
-12.684187,-7.987082,1.774974,-11.943314,-10.22438,8.450651,9.588475,9.141077,8.691702,9.542752,8.394066,11.240306,0.968306,-13.383436,-11.56991,2
-12.917797,-11.018565,16.745692,-3.637049,-16.148344,-0.838061,7.099915,5.759986,7.186977,6.10868,7.698202,4.164818,5.938576,-2.717411,-13.425616,2
-20.746591,12.957672,-8.444185,-15.603221,6.891833,-0.826073,4.906629,0.80824,4.102931,1.585029,3.633977,2.124111,3.229615,2.506636,2.873397,1
-12.256889,-10.84036,9.957047,-5.925735,-13.201872,7.371184,7.621958,8.798022,7.340891,9.064971,6.878881,10.136923,0.227002,-13.30019,-11.871833,2
11.095729,8.978093,5.750392,11.555606,7.752017,-10.159622,-9.994524,-10.868532,-9.989544,-11.612121,-8.6718,-10.680896,4.426296,11.922949,10.495957,2
-10.879927,-13.607524,9.642753,11.805208,-17.003127,0.46088,5.930586,7.242248,6.298429,7.703645,6.285503,5.638049,2.800611,-10.80263,-11.514703,2
11.057601,9.204178,3.86628,10.484667,9.279372,-8.930239,-10.468409,-10.916655,-10.465692,-11.502802,-9.153329,-10.477555,5.981424,11.614641,10.42652,2
