@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute target {1,2,3,4,5}

@data
0.520552,0.067421,-0.325002,-0.636351,-0.993415,-0.924735,-0.698849,-0.493066,-0.47466,-0.250339,-0.134953,-0.130789,-0.106918,-0.085552,-0.046232,-0.00433,-0.065015,-0.020779,0.143002,0.323355,0.580748,0.585098,0.553818,0.685537,0.670758,0.60503,0.357098,0.298564,1
-0.030738,-0.314601,-0.470719,-0.606303,-0.720019,-0.648157,-0.579981,-0.355899,-0.140404,-0.033398,0.106163,0.205308,0.264803,0.363007,0.454116,0.595822,0.794728,0.801327,0.700993,0.489528,0.300839,0.080285,-0.05264,-0.12037,-0.083628,-0.135394,-0.315668,-0.549,1
-0.152068,-0.678586,-0.834768,-1.024203,-0.872947,-0.621256,-0.486567,-0.367473,-0.215176,-0.131072,-0.10743,-0.078425,-0.055241,0.013782,0.116933,0.164056,0.248035,0.396759,0.58473,0.649623,0.655882,0.682553,0.627913,0.46826,0.426087,0.430367,0.353775,-0.193542,1
-0.217131,-0.688248,-0.767582,-0.883031,-0.729429,-0.550468,-0.42865,-0.336444,-0.213895,-0.024849,0.059719,0.038559,0.130721,0.135177,0.233305,0.40104,0.532574,0.712023,0.732409,0.694571,0.62945,0.390868,0.184162,0.029219,0.066996,0.109795,0.075647,-0.316508,1
-0.145438,-0.659504,-0.929587,-0.910935,-0.872734,-0.699024,-0.420946,-0.410963,-0.308093,-0.149958,-0.117384,-0.037773,-0.003567,0.035951,0.094005,0.138861,0.279735,0.351585,0.551868,0.572704,0.540537,0.57718,0.540824,0.471347,0.453097,0.437581,0.49808,0.122551,1
-0.116356,-0.510815,-0.708517,-0.824054,-0.809322,-0.792223,-0.624987,-0.440332,-0.340848,-0.289546,-0.125211,-0.037861,0.007971,0.079492,0.097666,0.203815,0.319708,0.465352,0.560616,0.54933,0.580251,0.586609,0.519325,0.456175,0.392116,0.378733,0.397636,0.025277,1
-0.295889,-0.622632,-0.744088,-0.879351,-0.855715,-0.747351,-0.487147,-0.317072,-0.31456,-0.201317,-0.01779,0.006419,0.120556,0.088374,0.141156,0.306102,0.503442,0.690499,0.762875,0.769149,0.741721,0.629923,0.550413,0.29547,0.057824,0.022405,0.03605,-0.239468,1
-0.176794,-0.422846,-0.630443,-0.676688,-0.640378,-0.645055,-0.587746,-0.462757,-0.248132,-0.065774,-0.00858,0.107171,0.2298,0.325165,0.436355,0.513631,0.530874,0.56646,0.545007,0.529192,0.434082,0.354687,0.230582,0.059514,-0.024167,0.050204,-0.022055,-0.301309,1
-0.210055,-0.6695,-0.978236,-1.00245,-0.793279,-0.592133,-0.426697,-0.412071,-0.302652,-0.175306,-0.164979,-0.110394,-0.054237,0.008518,0.108827,0.14993,0.21438,0.403389,0.60491,0.596646,0.595852,0.578565,0.582491,0.49191,0.447296,0.450261,0.49096,0.168054,1
-0.17733,-0.602565,-0.873222,-0.918006,-0.87023,-0.791991,-0.512547,-0.405283,-0.353814,-0.2205,-0.093888,-0.043061,-0.011487,0.084326,0.104783,0.172182,0.289614,0.409207,0.606244,0.633788,0.611398,0.610388,0.565577,0.444372,0.424654,0.347227,0.437674,0.13249,1
-0.170968,-0.765111,-0.986994,-1.008447,-0.804656,-0.578617,-0.501029,-0.391749,-0.186382,-0.112542,-0.183625,-0.08264,-0.028973,-0.006185,0.072293,0.16084,0.229006,0.380874,0.621918,0.652562,0.694106,0.767051,0.622415,0.48725,0.367123,0.364236,0.413399,-0.025154,1
-0.276463,-0.698369,-0.709169,-0.800903,-0.817755,-0.652357,-0.430129,-0.296084,-0.258015,-0.06936,0.043026,0.048741,0.083181,0.103503,0.128557,0.225957,0.381893,0.536536,0.728469,0.721298,0.664978,0.567145,0.507536,0.264445,0.129462,0.008074,0.058037,-0.192234,1
0.001819,-0.283547,-0.498183,-0.657915,-0.811854,-0.797703,-0.636113,-0.387375,-0.284447,-0.211427,-0.048339,0.029025,0.061927,0.118198,0.180113,0.274784,0.360939,0.57146,0.767913,0.762035,0.646337,0.446482,0.227892,0.034768,-0.032519,0.035348,0.20607,-0.07569,1
-0.099255,-0.812409,-1.000689,-1.016966,-0.856137,-0.557528,-0.428587,-0.379027,-0.170918,-0.079572,-0.112338,-0.086515,-0.052761,-0.041586,0.051064,0.10693,0.162234,0.277773,0.382386,0.575532,0.677756,0.629979,0.587165,0.556112,0.49586,0.434998,0.55491,0.201589,1
-0.569045,-0.857572,-0.965594,-0.942101,-0.880436,-0.687529,-0.39296,-0.296827,-0.226378,-0.021569,0.033638,0.062552,0.130776,0.204056,0.304661,0.384268,0.577135,0.66345,0.650382,0.663087,0.673996,0.594202,0.479755,0.382211,0.32799,0.26434,-0.046827,-0.509663,1
-0.126775,-0.536241,-0.817094,-1.028147,-0.897022,-0.661391,-0.398097,-0.309507,-0.24493,-0.064207,-0.017018,-0.00857,0.03647,0.053704,0.065568,0.137852,0.201198,0.362425,0.511024,0.639682,0.67348,0.755952,0.725987,0.489771,0.319702,0.261153,0.106979,-0.231948,1
0.238297,-0.498047,-0.869658,-0.994004,-0.951149,-0.691208,-0.467274,-0.443585,-0.299378,-0.137981,-0.151626,-0.115739,-0.052937,-0.078728,0.004288,0.040822,0.137365,0.251241,0.373664,0.572164,0.659664,0.678381,0.618577,0.50805,0.465556,0.432799,0.549087,0.221361,1
0.450346,-0.009494,-0.510548,-0.772991,-1.032966,-0.997113,-0.784103,-0.574305,-0.471591,-0.291396,-0.099873,-0.121211,-0.126968,-0.157004,-0.058685,0.002563,0.070582,0.152774,0.28566,0.397334,0.551862,0.634972,0.792704,0.794232,0.760408,0.473452,0.347137,0.29422,1
-0.228791,-0.84842,-0.940844,-0.916504,-0.709509,-0.529949,-0.408299,-0.35277,-0.157672,-0.099123,-0.089481,-0.069601,-0.022928,-0.009985,0.056642,0.156467,0.247742,0.345924,0.501682,0.595707,0.617914,0.629936,0.611258,0.564926,0.506482,0.439867,0.41345,-0.304124,1
0.302929,-0.112484,-0.415518,-0.655519,-0.836623,-0.944741,-0.702471,-0.489543,-0.413705,-0.278686,-0.095052,-0.10731,-0.099294,-0.080077,-0.000949,0.030269,0.069474,0.108358,0.156022,0.238315,0.435727,0.531637,0.577457,0.688445,0.735965,0.588124,0.365611,0.403639,1
-0.188361,-0.51103,-0.704135,-0.834391,-0.765599,-0.683315,-0.431628,-0.300207,-0.297432,-0.109233,-0.000239,0.020456,0.076189,0.102204,0.175827,0.339103,0.416877,0.466233,0.436435,0.433682,0.423127,0.413069,0.454642,0.422346,0.446792,0.311168,0.098484,-0.211063,1
-0.455039,-1.010924,-1.015205,-0.94157,-0.748307,-0.503192,-0.328679,-0.286023,-0.129533,-0.127885,-0.049556,-0.000147,-0.01878,0.061911,0.224768,0.231632,0.228847,0.382189,0.59432,0.676186,0.667922,0.646144,0.595173,0.349062,0.343476,0.432469,0.345197,-0.164455,1
-0.136954,-0.421729,-0.54527,-0.679856,-0.684394,-0.693635,-0.597441,-0.322256,-0.123813,-0.061464,0.043702,0.175735,0.287624,0.333441,0.426565,0.567396,0.632661,0.638425,0.586706,0.460008,0.330986,0.213363,0.122305,0.121878,0.140405,-0.060884,-0.270882,-0.482623,1
-0.363312,-0.7039,-0.895924,-0.949738,-0.765674,-0.571942,-0.379609,-0.302893,-0.288401,-0.107954,0.060173,0.042548,0.066056,0.132503,0.241997,0.326412,0.488218,0.709688,0.833066,0.778876,0.754612,0.577284,0.342932,0.137407,0.050313,-0.004817,0.04537,-0.253292,1
0.425139,0.153049,-0.281501,-0.655337,-0.882386,-1.011863,-0.809725,-0.641771,-0.511177,-0.373939,-0.1773,-0.166599,-0.178924,-0.142727,-0.102681,-0.056338,0.029,0.16496,0.22841,0.402649,0.560558,0.610717,0.696688,0.72286,0.682978,0.451179,0.431648,0.432432,1
0.484312,0.231327,-0.24573,-0.645535,-0.912475,-0.935942,-0.824382,-0.610465,-0.531041,-0.39983,-0.15881,-0.173817,-0.188388,-0.077144,-0.090485,-0.049121,0.052784,0.085851,0.219945,0.511165,0.668236,0.662477,0.814737,0.894067,0.699049,0.319259,0.049343,0.150613,1
0.120539,-0.376244,-0.887902,-1.101063,-1.023083,-0.870783,-0.572159,-0.451556,-0.42747,-0.261677,-0.143473,-0.082436,-0.005679,0.031137,0.141877,0.18231,0.332297,0.482936,0.599373,0.554817,0.607078,0.618722,0.587472,0.502915,0.493707,0.531136,0.453774,-0.036563,1
0.658085,0.241081,-0.27264,-0.640333,-0.95819,-0.956672,-0.651402,-0.569487,-0.557712,-0.354824,-0.167711,-0.248527,-0.185266,-0.161427,-0.130063,-0.117304,-0.052808,0.013255,0.141517,0.165553,0.301938,0.459288,0.578025,0.783498,0.823425,0.826547,0.572789,0.459363,1
0.632683,0.219244,-0.284927,-0.678382,-0.881149,-0.970037,-0.744986,-0.581792,-0.504792,-0.331413,-0.183069,-0.200467,-0.185984,-0.096135,-0.148946,-0.068525,0.011581,0.090679,0.161355,0.244538,0.385478,0.541324,0.591429,0.742557,0.662666,0.639649,0.480031,0.457389,1
-0.024965,-0.699308,-0.890834,-0.945355,-0.90988,-0.711909,-0.419178,-0.215826,-0.219756,-0.102944,-0.008389,-0.006838,0.047035,0.106519,0.133251,0.202037,0.250917,0.342268,0.442041,0.607065,0.588764,0.572985,0.535157,0.446624,0.37861,0.282742,0.322248,-0.103083,1
0.325357,-0.248284,-0.755029,-0.910348,-1.040403,-0.930686,-0.513072,-0.32918,-0.32014,-0.119078,-0.047011,-0.037782,-0.001977,0.002571,0.060904,0.088084,0.161446,0.211715,0.362457,0.493527,0.536522,0.576258,0.519716,0.401387,0.328633,0.313207,0.487398,0.383809,1
0.088733,-0.474427,-0.883216,-1.030347,-0.958858,-0.785821,-0.456455,-0.334929,-0.265748,-0.028832,0.000414,0.019929,0.096872,0.106652,0.184219,0.252379,0.415302,0.580792,0.724503,0.747838,0.682515,0.601623,0.41349,0.298331,0.390331,0.318914,-0.068358,-0.635846,1
-0.151505,-0.449445,-0.569416,-0.672296,-0.741439,-0.72813,-0.573,-0.392968,-0.289313,-0.200584,-0.092541,0.026021,0.089618,0.152577,0.23973,0.41749,0.58473,0.736401,0.796691,0.712732,0.599463,0.407603,0.267106,0.101868,0.024472,-0.069782,-0.064926,-0.161159,1
-0.274955,-0.58743,-0.65081,-0.805098,-0.783678,-0.710385,-0.504928,-0.270325,-0.19785,-0.044784,0.066587,0.148773,0.189826,0.217885,0.34852,0.527111,0.672167,0.631773,0.604194,0.566491,0.424802,0.371331,0.246906,0.194028,0.222712,0.062585,-0.202607,-0.462841,1
-0.03167,-0.534807,-0.794345,-0.893549,-0.91163,-0.898701,-0.729823,-0.44578,-0.335217,-0.236762,-0.097417,0.014994,0.066483,0.089633,0.208386,0.332305,0.47493,0.631182,0.661973,0.678436,0.670076,0.626365,0.503561,0.420921,0.427848,0.406572,0.133278,-0.437243,1
0.395232,-0.041209,-0.603298,-0.84176,-0.933094,-0.95488,-0.834328,-0.592908,-0.480965,-0.418239,-0.216751,-0.069126,-0.042517,-0.005994,0.062532,0.131281,0.236445,0.446748,0.530661,0.566943,0.667429,0.688273,0.640331,0.540726,0.460702,0.511941,0.373478,-0.217653,1
0.933833,0.567102,-0.209759,-0.637739,-0.980371,-1.024183,-0.780852,-0.536821,-0.517257,-0.411624,-0.193464,-0.208447,-0.239046,-0.251215,-0.118893,-0.167287,-0.03398,0.080211,0.133546,0.266174,0.386674,0.488949,0.615833,0.67966,0.67245,0.606721,0.440318,0.439467,1
