@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute target {1,2,3}

@data
-3.19472,7.278168,-0.282375,3.71314,7.867669,-2.124638,-6.695185,-6.562059,2
-3.279523,7.534925,0.095392,2.575472,7.773239,-2.222811,-7.650468,-4.826225,3
-2.444657,6.44461,0.073685,4.215083,7.895872,-2.537485,-7.049926,-6.597183,2
-2.363522,7.372724,0.603029,3.376007,7.196208,-0.760846,-7.651363,-7.772237,2
-3.065348,7.057305,0.844706,2.879861,7.654701,-2.242873,-7.980116,-5.148236,2
-4.541711,6.60073,-2.405112,6.671152,7.718411,-2.684346,-7.736163,-3.622961,3
-3.893972,7.005448,-0.901478,5.829737,7.480542,-3.655564,-6.036637,-5.828077,1
-3.008681,5.714609,0.461564,6.455799,7.035078,-3.430435,-6.266002,-6.961933,1
-2.360101,6.901599,0.590513,3.734212,7.505684,-2.136718,-7.440202,-6.794987,3
-3.547455,6.907575,-2.200169,5.701613,8.152946,-3.347511,-5.921772,-5.745227,1
-2.94871,5.713032,-3.344791,6.6854,9.570031,-2.415568,-6.138173,-7.121221,1
-2.930622,6.222665,3.059479,1.295322,7.564753,-2.808912,-6.048452,-6.354232,1
-3.154966,7.450456,-0.275285,3.741904,7.873192,-2.345424,-6.733183,-6.556693,2
-3.382079,7.036143,0.07404,4.353874,7.469369,-3.078651,-6.452924,-6.019772,2
-3.449929,5.267732,-4.035792,8.436377,8.63003,-3.328695,-6.090793,-5.428931,2
-3.46494,7.221392,-0.285765,4.025338,7.748907,-2.483381,-6.234871,-6.52668,2
-2.967546,6.460986,-0.927947,4.533704,8.695074,-1.976531,-6.78006,-7.03768,3
-3.190577,6.625924,-0.271369,4.633579,7.50711,-3.086823,-6.907224,-5.310621,2
-2.39499,6.711758,0.54133,3.609278,7.322945,-1.542123,-8.851754,-5.396445,2
-3.178293,7.258829,-1.043691,4.337083,8.023618,-2.138638,-6.877812,-6.381096,2
-2.911698,5.286643,-0.475686,4.423823,8.275578,-2.544665,-6.41526,-5.638735,2
-2.996966,7.710677,-1.188696,3.603846,8.158895,-2.434682,-7.037755,-5.815319,2
-2.637377,6.496529,0.801726,4.030412,7.532358,-2.066851,-6.828992,-7.327807,2
-3.400134,6.822226,-0.520131,4.064133,8.032662,-2.627636,-5.710514,-6.660607,2
-2.950165,7.207978,-0.831937,4.618027,7.987528,-2.469433,-6.589691,-6.972306,2
-2.417624,6.986941,-0.855617,5.24379,7.147743,-1.557921,-7.581433,-6.965879,2
-3.25876,6.705389,-1.308453,6.436433,7.781224,-3.089882,-5.947914,-7.318038,1
-2.945029,6.487634,0.03907,4.60952,7.931976,-2.072492,-7.378245,-6.672433,2
-2.816087,7.189062,-0.052976,2.534466,8.223066,-1.957119,-6.485887,-6.634525,2
-2.360195,6.27771,-0.117622,5.071874,8.459885,-1.937043,-7.365061,-8.029549,2
-3.120802,7.054708,-0.866043,4.146369,7.880831,-2.331044,-5.956171,-6.807847,2
-3.555947,5.738149,-0.576638,6.427153,7.731559,-2.972097,-6.2365,-6.555678,1
-3.202889,6.878226,-0.183915,4.204409,8.015364,-2.916374,-6.572535,-6.222287,1
-3.080888,7.593974,-0.242395,3.018338,8.35244,-2.941965,-6.346656,-6.352849,3
-2.266878,6.842548,0.97546,1.535201,8.029924,-1.680481,-7.430188,-6.005587,2
-2.072682,7.380862,0.685262,2.010921,7.402259,-2.266504,-6.954689,-6.185429,1
-1.658628,5.242387,1.090931,3.074971,7.872968,-1.914432,-4.940726,-8.767472,2
-2.952644,7.916573,-0.056122,2.265144,7.956281,-1.786324,-6.779441,-6.563467,2
-3.153218,8.062821,-3.897711,6.216718,7.225276,-1.64608,-7.086016,-5.72179,3
-3.629564,7.292299,-2.919817,6.568931,7.61286,-2.873374,-5.506001,-6.545334,1
-2.849548,6.553092,1.102348,4.10426,7.159915,-2.761851,-6.940374,-6.367842,2
-2.792822,7.164311,0.972267,3.014123,7.814168,-2.32384,-6.82874,-7.019468,2
-3.084814,6.789497,-0.793552,5.243952,7.546432,-2.654381,-6.606591,-6.440542,2
-2.35846,6.89659,-1.498471,5.756664,7.522152,-1.634828,-6.015413,-8.668234,2
-3.315278,7.317602,-1.030981,3.216571,8.632423,-1.881498,-6.652311,-6.286527,3
-3.089838,7.293341,-0.618278,3.784675,7.809046,-1.914296,-6.700019,-6.564632,2
-3.201999,7.70517,2.661731,2.077985,6.364636,-2.249607,-6.80629,-6.551625,2
-3.168547,7.322686,0.089395,3.851214,7.538449,-2.173343,-6.462595,-6.997259,1
-3.068831,6.104999,0.500511,3.593658,7.027397,-2.73577,-6.295914,-5.12605,2
-3.086179,7.508999,-2.11673,5.698073,7.708864,-2.720097,-6.472608,-6.520323,1
-2.954456,6.19336,-3.218694,7.093991,8.446094,-3.10165,-6.239626,-6.219018,1
-2.89085,7.309835,-1.344293,3.837058,8.276284,-2.025622,-6.878836,-6.283576,3
-3.293614,6.205384,0.048319,5.057255,7.906222,-3.410719,-6.527157,-5.985691,1
-3.206151,5.949467,-1.763503,6.007633,8.812202,-3.057333,-6.345124,-6.397192,1
-3.260172,7.443753,-1.280019,4.186035,8.253521,-2.113579,-6.613471,-6.616068,2
-3.218902,7.114739,-1.452861,4.361718,8.267706,-1.907935,-6.552209,-6.612254,2
-3.355855,7.819682,-3.749584,6.336822,6.904342,-2.961171,-5.391597,-5.602637,2
-2.516012,7.414583,-1.64754,3.821158,7.713456,-1.071895,-6.490696,-7.223054,3
-3.272299,6.793514,0.459865,2.505694,8.475038,-2.29157,-6.899062,-5.77118,3
-2.367948,7.015457,0.316372,3.630896,7.433438,-2.715455,-6.38232,-6.93044,3
-2.733984,5.434123,-1.994337,6.929649,8.622324,-1.767437,-7.607078,-6.883261,2
-2.899753,6.614172,0.295142,4.383594,7.439522,-3.004777,-6.372119,-6.45578,1
-3.164438,7.211924,-1.821858,5.250627,7.780851,-2.109178,-7.230313,-5.917615,2
-3.144101,6.776714,-1.018185,5.229554,7.801982,-3.495671,-6.311566,-5.838727,1
-3.142317,7.409582,-0.699635,3.683011,8.557792,-2.374545,-6.352057,-7.08183,2
-2.89588,6.879032,1.123159,3.064522,7.986753,-2.40679,-7.146052,-6.604745,2
-2.069138,4.654294,4.206855,1.068821,7.149445,-2.178849,-6.672505,-6.158923,2
-2.018724,6.911041,1.586574,2.375331,7.535589,-2.00839,-7.533475,-6.847945,2
-3.170069,7.14939,-1.256265,3.800373,8.442221,-2.15105,-6.851024,-5.963576,3
-3.096641,6.848212,-1.840861,5.795566,7.866028,-2.871754,-6.67322,-6.027329,2
-3.297657,7.559037,-2.132433,4.412299,7.907873,-2.640387,-6.682189,-5.126544,2
-2.426515,5.498723,2.548006,0.734008,8.026381,-1.621578,-7.049221,-5.709805,2
-2.963761,7.256191,-0.806128,3.980949,7.344388,-1.327499,-7.879756,-5.604383,2
-3.505483,6.722384,-1.289648,5.364507,7.801272,-2.344164,-6.513901,-6.234966,1
-3.051069,7.447114,-1.624524,4.197014,8.371083,-2.499907,-6.719578,-6.120134,2
-2.104802,6.961956,-1.353426,4.766519,8.094922,-2.78953,-5.08325,-8.492388,2
-3.322655,7.385604,-1.153111,3.54351,8.315405,-1.915306,-5.830156,-7.023291,3
-3.252959,7.729078,-1.925564,4.437504,7.792561,-1.059489,-8.106736,-5.614395,3
-3.46518,7.072405,-0.1133,4.351143,7.835615,-3.27442,-5.839196,-6.567068,1
-3.197923,7.22052,1.336826,2.48801,7.823313,-2.364136,-6.796244,-6.510366,3
-3.556031,7.186113,-2.834971,6.194743,7.749638,-2.639364,-6.184948,-5.915181,1
-3.28517,7.687226,-0.533228,3.335534,8.476073,-2.82357,-6.912677,-5.944188,2
-3.362806,6.951796,-2.141499,5.215081,8.21914,-1.98676,-6.539054,-6.355897,3
-3.212122,6.346416,0.525255,4.724353,7.597694,-3.149335,-6.638008,-6.194254,1
-2.989202,7.232026,-2.583063,5.5942,8.182406,-2.427827,-6.348329,-6.660212,2
-4.176824,7.213617,-2.489682,4.936805,8.18854,-2.754662,-6.368789,-4.549005,2
-3.137301,6.231648,1.457594,2.738016,8.108722,-2.426378,-6.422017,-6.550283,1
-2.382754,6.736439,-0.679789,3.444212,8.325432,-1.961632,-7.06287,-6.419038,2
-3.465322,6.448749,-0.019863,4.986772,7.000368,-4.172135,-5.397494,-5.381075,3
-3.142455,6.093081,1.088616,3.938315,6.926019,-4.198014,-5.390514,-5.315048,2
-3.67777,6.922875,-1.388855,5.604928,6.976671,-4.021449,-5.211617,-5.204782,3
-3.448355,6.045313,-0.043747,5.574572,6.91582,-4.186434,-5.437336,-5.419832,3
-3.444207,6.626069,0.542181,4.38436,6.796916,-4.091003,-5.414499,-5.399817,3
-3.664085,6.953146,-0.59697,4.613839,7.243253,-4.088449,-5.230899,-5.229834,3
-3.473142,6.533004,-0.38803,4.68422,7.387656,-4.171141,-5.303764,-5.268803,3
-3.51247,7.155882,-0.781321,5.125972,6.869424,-4.219691,-5.326748,-5.31105,3
-3.433369,6.402265,-0.610754,5.746609,6.948026,-4.161027,-5.454413,-5.437339,3
-3.571857,6.508104,-1.479672,5.906279,7.450037,-4.117812,-5.344118,-5.350959,3
-3.593805,6.516425,-0.707866,5.632431,7.081316,-4.191501,-5.37126,-5.365738,3
-3.518574,6.61623,-1.124355,5.576383,7.230912,-4.081324,-5.353718,-5.345556,3
-3.36967,6.069439,-0.151378,5.247191,6.9869,-4.174163,-5.327121,-5.281199,3
-3.4622,6.485612,0.064319,5.253145,6.70317,-4.191503,-5.435424,-5.417119,3
-3.429574,6.376533,-0.288228,5.030377,7.040804,-4.065881,-5.341299,-5.322732,3
-3.369879,6.62098,-0.544617,5.249056,6.871079,-3.976269,-5.425528,-5.424821,3
-3.483882,6.941614,-0.698454,4.959578,7.064776,-4.084871,-5.35424,-5.344521,3
-3.303059,6.471669,-0.464163,5.293506,6.928317,-4.096337,-5.42008,-5.409854,3
-3.628166,6.849676,-0.581386,5.144663,7.031918,-4.12784,-5.351194,-5.337673,3
-3.146362,6.40171,0.200103,4.201885,6.981497,-4.076014,-5.321247,-5.241574,3
-3.543572,6.720655,-1.682429,6.067878,6.934097,-4.010337,-5.242371,-5.243922,3
-3.594119,7.069908,-1.307879,5.659694,6.872298,-4.120513,-5.283088,-5.2963,3
-3.441771,6.718973,-0.988995,5.336775,7.056084,-4.063267,-5.318135,-5.299663,3
-3.530634,6.587169,-0.729426,5.231034,7.149872,-4.105431,-5.305835,-5.296747,3
-3.174985,6.112146,-1.241506,5.851612,7.107523,-4.066326,-5.317474,-5.270989,3
-3.428894,6.938681,-0.438416,4.624621,7.092934,-4.20841,-5.309958,-5.270559,3
-3.463251,6.652041,-0.326119,4.769413,7.009602,-3.951064,-5.344493,-5.346127,3
-3.407247,6.316385,1.564406,4.06324,6.55936,-4.070381,-5.524763,-5.501001,3
-3.388872,6.544679,-0.434031,5.138038,6.874284,-4.003698,-5.372884,-5.357517,3
-3.319103,5.933631,0.053123,4.721167,7.174921,-4.084162,-5.262139,-5.217439,3
-3.386944,6.560389,-1.017802,5.896528,6.851537,-4.105116,-5.400063,-5.398529,3
-3.39267,6.30903,-0.398866,5.423256,6.852692,-4.042582,-5.389077,-5.361783,3
-3.434413,6.561629,-0.700564,5.376373,6.963487,-4.054593,-5.356265,-5.355655,3
-3.350186,6.638006,-0.43385,5.308775,6.768182,-4.054929,-5.437222,-5.438775,3
-3.478583,7.156296,-1.088516,5.148667,6.846085,-4.00827,-5.288333,-5.287345,3
-3.548082,6.647992,-0.65824,5.281915,6.867357,-4.042005,-5.277534,-5.271405,3
-3.583656,7.152397,-0.750073,4.823411,6.900281,-4.069419,-5.233985,-5.238955,3
-3.247098,6.3921,0.28178,4.631518,6.794656,-4.02578,-5.434589,-5.392586,3
-3.59114,6.819214,-0.464013,5.281583,6.889076,-4.167605,-5.384322,-5.382796,3
-3.393037,6.904265,-0.137789,4.594145,6.905313,-3.988141,-5.449794,-5.434964,3
-3.504598,6.385526,-0.486649,5.317679,7.123237,-4.061737,-5.379332,-5.394124,3
-3.622891,6.955872,-0.736222,5.430982,6.759978,-4.054387,-5.355588,-5.377744,3
-3.642014,6.543225,-0.516571,5.561572,6.873256,-4.148561,-5.340149,-5.330758,3
-3.467662,6.847694,-1.158054,5.239575,7.1359,-3.952116,-5.311933,-5.333404,3
-3.384849,6.546339,-0.655321,5.647112,6.812076,-4.15908,-5.408268,-5.398007,3
-3.434877,6.768329,-0.870543,5.29903,6.988154,-4.081441,-5.336696,-5.331957,3
-3.43337,6.35291,0.034039,5.10039,6.857158,-4.151976,-5.390577,-5.368572,3
-3.21156,5.823292,-0.157817,5.434417,7.031586,-4.067665,-5.444157,-5.408095,3
-3.558787,6.354888,-0.816261,5.959108,7.003827,-4.223248,-5.376894,-5.342633,3
-3.593467,6.662136,-1.300494,5.671493,7.257495,-4.111999,-5.293477,-5.291687,3
-3.277083,6.203066,0.3599,4.768472,6.888337,-4.056299,-5.45925,-5.427142,3
-3.650871,6.952633,-0.674426,4.76513,7.228301,-4.103785,-5.258208,-5.258774,3
-3.279395,6.500977,0.468148,4.317706,6.869558,-3.959122,-5.466099,-5.451775,3
-3.221733,6.214456,0.157624,5.391881,6.646312,-4.112121,-5.548733,-5.527687,3
-3.447886,6.485008,-0.16562,4.979932,7.083465,-4.102404,-5.415234,-5.41726,3
-3.3366,6.103643,0.108312,4.666149,7.253877,-4.172139,-5.333901,-5.289339,3
-3.405288,6.688782,0.093818,4.300007,7.061523,-4.033374,-5.359244,-5.346225,3
-3.477076,6.364704,-0.026498,5.334891,6.765384,-4.135404,-5.420449,-5.405552,3
-3.548641,6.538119,-0.543654,5.554048,6.805407,-3.979619,-5.40684,-5.418821,3
-3.547237,6.293788,-0.471597,5.842386,6.840433,-4.121705,-5.419707,-5.416361,3
-3.691411,6.889104,-0.044175,4.895662,6.971457,-4.239571,-5.391775,-5.38929,2
-3.523235,6.847168,-1.014452,5.435778,6.84667,-4.114779,-5.245195,-5.231955,3
-3.338792,6.544194,-0.451189,5.241115,6.695985,-3.925258,-5.380673,-5.385383,3
-3.552248,6.574669,-0.206371,4.856442,7.193526,-4.151456,-5.36863,-5.345932,3
-3.614394,6.919223,-1.209355,5.513917,6.975457,-4.115166,-5.234278,-5.235403,3
-3.409729,6.665817,-0.822059,5.361435,6.902098,-3.941325,-5.371945,-5.384293,3
-3.40776,6.919806,0.342289,3.689126,7.268825,-4.149471,-5.353166,-5.309649,3
-3.441911,6.731405,-0.292465,5.336929,6.718785,-4.164773,-5.444307,-5.443663,3
-3.439707,6.657283,-0.607172,5.224154,7.03629,-4.055221,-5.402333,-5.413294,3
-3.244468,6.215664,-0.211957,5.46358,6.848114,-3.991349,-5.540718,-5.538866,3
-3.513593,6.718531,-0.074945,4.714677,6.87897,-4.106132,-5.318946,-5.298564,3
-3.629061,6.418769,-0.738638,5.447893,7.252792,-4.14463,-5.309218,-5.297906,3
-3.331044,6.482854,-0.711836,5.54907,6.934112,-4.088297,-5.422688,-5.412171,3
-3.410156,6.780353,0.758571,3.67436,6.899604,-4.061554,-5.334457,-5.306722,3
-3.491661,6.740549,0.25609,4.613612,6.984548,-4.240391,-5.441393,-5.421354,3
-3.171078,6.393979,1.454741,3.847387,6.605795,-4.092974,-5.54439,-5.493459,3
-3.345383,6.509431,-1.232209,5.896204,6.927665,-4.03327,-5.365517,-5.35692,3
-3.402424,6.748171,-0.726381,5.192091,6.840019,-3.888724,-5.381138,-5.381615,3
-3.417006,6.304282,-0.066517,5.176321,7.009965,-4.136516,-5.445856,-5.424673,3
-3.404624,6.478845,-0.256428,5.342595,6.773994,-4.010056,-5.459727,-5.464601,3
-3.666616,6.824987,-0.315524,4.908907,6.997822,-4.1582,-5.297435,-5.293941,3
-3.411466,6.687808,-0.757492,5.386132,6.941585,-4.065898,-5.392387,-5.388281,3
-3.454364,6.854312,-0.731596,5.054476,7.029468,-4.088538,-5.333753,-5.330006,3
-3.576823,6.588296,-0.995138,5.635879,7.117604,-4.10991,-5.329915,-5.329991,3
-3.537931,6.90756,-1.374313,5.513389,7.124943,-4.156776,-5.245388,-5.231484,3
-3.656498,6.802351,-1.193936,5.864051,6.866754,-4.095846,-5.2881,-5.298775,3
-3.501809,7.785991,0.641055,3.971713,6.065278,-4.136199,-5.428102,-5.397928,3
-3.308103,6.505951,-0.749949,5.363031,6.869975,-4.044828,-5.330159,-5.305917,3
-3.620621,6.504906,-1.083229,5.776715,7.155891,-4.116321,-5.307293,-5.310049,3
-3.470447,6.221236,-1.235167,6.068726,7.245476,-4.152795,-5.350215,-5.326814,3
-3.198426,5.907221,0.523524,4.084839,7.395257,-4.074909,-5.344293,-5.293212,3
-3.356024,6.826042,-1.321622,5.935577,6.385594,-3.794464,-5.317214,-5.35789,3
-3.357704,6.542324,-0.13244,4.793413,6.974225,-4.07041,-5.38574,-5.36367,3
-3.516968,6.60705,0.446235,4.174516,7.052893,-4.094744,-5.34751,-5.321471,3
-3.51644,6.791394,0.001598,4.644902,6.825292,-4.012912,-5.36694,-5.366894,3
-3.330266,6.602023,0.148153,4.658286,6.881675,-4.128035,-5.429835,-5.402,3
-3.484242,7.091187,-1.242703,5.355244,6.815142,-4.038623,-5.253644,-5.242361,3
-3.284685,5.754209,1.4187,3.943074,7.129303,-4.238903,-5.403377,-5.31832,3
-3.465475,6.517493,-1.125269,5.827754,6.842972,-4.01488,-5.295032,-5.28756,3
-3.342291,6.830107,-0.332467,4.534748,7.004182,-4.048299,-5.336555,-5.309423,3
-3.443442,6.494726,-0.547131,5.267519,7.049617,-4.08762,-5.370934,-5.362735,3
-3.658141,6.896708,-1.05519,4.998769,7.285016,-4.072694,-5.197162,-5.197307,3
-3.595344,6.532277,-0.335431,4.90043,7.19721,-4.153412,-5.280135,-5.265594,3
-3.484109,6.791383,-0.547039,5.050355,6.963081,-4.174476,-5.306429,-5.292764,3
-3.452665,6.7442,-1.380055,5.598812,7.024254,-4.003419,-5.263821,-5.267307,3
-3.561378,7.047895,-1.191652,5.449237,7.044126,-4.134011,-5.324652,-5.329564,3
-3.48798,6.543462,-1.325752,5.875526,7.140013,-4.149026,-5.295143,-5.301101,3
-3.494381,6.094709,-0.174855,5.175594,7.158009,-4.126725,-5.332329,-5.300019,3
-3.483886,6.255999,-0.741592,5.695093,7.164544,-4.159903,-5.375193,-5.355062,3
-3.418365,6.332031,-1.134198,5.718737,7.234325,-4.086903,-5.330095,-5.315531,3
-3.400387,6.642253,-0.114218,4.89835,6.73588,-3.946251,-5.405828,-5.409798,3
-3.547561,6.617805,-0.175598,5.076715,6.924383,-4.168639,-5.371757,-5.355349,3
-3.439228,6.570418,-0.260852,4.945195,7.07789,-4.108838,-5.399985,-5.384601,3
-3.674562,6.504294,-0.669864,4.995135,7.505927,-4.130173,-5.267773,-5.262983,3
-3.548359,6.606712,-0.165347,4.929175,7.00541,-4.110358,-5.368772,-5.34846,3
-3.439531,6.443436,-0.160964,5.150725,6.995352,-4.062978,-5.465413,-5.460627,3
-3.422977,6.616227,-0.773951,4.516801,7.465805,-3.997629,-5.211519,-5.192757,3
-3.659287,6.729843,-0.732737,5.289906,7.133697,-4.130723,-5.311504,-5.319194,3
-3.326268,6.438776,-0.213789,4.8801,6.936346,-4.02482,-5.356361,-5.333983,3
-3.386925,6.473803,-0.61134,5.573894,6.954709,-4.213038,-5.400672,-5.390431,3
-3.202873,6.08545,-0.22178,4.862927,7.254395,-4.216353,-5.315694,-5.246072,3
-3.577819,6.829714,-0.417575,4.438198,7.291765,-4.123893,-5.228547,-5.211844,3
-3.468604,6.702265,-1.05335,5.601351,6.943353,-4.037351,-5.340078,-5.347584,3
-3.322474,6.575668,-0.342583,4.863441,6.949532,-4.076586,-5.337462,-5.309536,3
-3.274698,6.413041,-0.547321,5.313265,6.965561,-4.003582,-5.432597,-5.433669,3
-3.319039,6.220714,0.783476,4.783366,6.640712,-4.120029,-5.506306,-5.482893,2
-3.549445,6.86787,0.351737,3.847883,7.171522,-4.104288,-5.300626,-5.284653,3
-3.63432,6.629584,-0.320119,4.920513,7.042776,-4.031224,-5.301537,-5.305673,3
-3.4538,6.700102,-0.774241,5.705195,6.835054,-4.154382,-5.425249,-5.43268,3
-3.582789,6.385633,-0.706621,5.560037,7.371375,-4.247546,-5.395799,-5.384288,3
-3.433228,6.762092,-0.789815,5.247474,7.08534,-4.13591,-5.375364,-5.360589,3
-3.569957,6.825473,-1.051643,5.270211,7.188286,-4.095648,-5.28282,-5.283902,3
-3.407442,6.686116,-1.38503,5.842868,7.023859,-4.048491,-5.360529,-5.351353,3
-3.434475,6.681751,-0.901466,5.341945,7.041531,-4.049819,-5.346772,-5.332694,3
-3.365348,6.05486,0.834222,4.095007,7.177252,-4.161068,-5.33962,-5.295305,3
-3.388148,6.564962,-0.143548,4.803145,6.911766,-4.024971,-5.365257,-5.35795,3
-3.481935,6.635769,-1.066969,5.145516,7.348911,-4.09451,-5.248729,-5.238052,3
-3.645655,6.412056,-0.182872,5.167977,6.890733,-4.178615,-5.240148,-5.223475,2
