@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute target {1,2}

@data
0.797276,0.461233,0.406518,0.760827,-0.341219,-0.380582,0.298143,-0.7231,-1.718046,-1.875906,-1.628914,-1.000765,-1.057545,-2.129132,-3.045479,-4.200007,-4.445329,-3.530374,-2.364293,-1.211598,-0.299351,0.886356,1.599758,1.162585,1.285006,1.674908,0.880626,0.344667,0.090937,-0.630097,-1.735895,-2.492291,-3.382483,-4.063205,-4.432347,-3.584748,-2.549543,-1.536047,-0.443526,0.639004,1.401983,2.194058,2.233454,3.049459,3.989068,4.322187,3.796185,2.778411,1.871382,0.843803,-0.288686,-1.358949,-2.235444,-2.50361,-2.638388,-2.5692,-2.359562,-1.649703,-0.906578,-0.235927,0.292782,0.720417,1.108739,1.336441,1.390698,1.368428,1.251032,0.976213,1.805681,2.611659,3.779622,4.197422,4.538637,4.653473,4.554182,4.247344,3.46198,2.35763,1.859682,0.659032,-0.725333,-1.794057,-2.704292,-3.619476,-4.755242,-5.508384,-5.488771,-4.42663,-3.105486,-1.863701,-0.924856,-0.090054,0.708519,1.439291,2.21938,3.129476,2.860485,2.249453,2.404088,2.377824,1.948319,1.280358,0.998026,2
4.383789,3.717774,2.960026,2.387699,2.154053,1.819172,1.792721,1.717953,1.702576,1.644993,1.438041,1.217214,0.951992,0.629148,0.149399,-0.353835,-0.849253,-1.307348,-1.388345,-1.368936,-1.135876,-0.284854,0.54966,1.250018,2.095795,2.201865,1.841119,2.116408,2.428098,1.926504,1.894639,1.174916,0.468579,0.018798,-0.359188,-0.823104,-1.696872,-2.580557,-2.959814,-2.991201,-3.204583,-3.638759,-3.869941,-3.601764,-2.907875,-2.397893,-1.68803,-2.12814,-1.983004,-1.659553,-1.361633,-0.673053,-0.906742,-0.653369,-0.26339,-0.097896,0.469313,0.731097,0.927255,1.033225,1.462251,1.572143,1.722044,1.896708,2.290346,2.577592,2.708121,2.753476,2.815226,2.796926,2.795468,2.623382,2.440367,2.208719,1.877794,1.470312,0.894014,0.344822,-0.258911,-0.840129,-1.454713,-2.114038,-2.74873,-3.496294,-4.212022,-4.945678,-5.801877,-6.660966,-6.134243,-5.261911,-4.369798,-3.569466,-2.697775,-1.833635,-0.948797,-0.079661,0.758899,1.569023,2.049252,2.860726,3.683393,4.18123,4.417378,2
4.003475,3.465883,3.064135,2.339824,1.697041,1.006181,0.432458,-0.367738,-0.946394,-1.063084,-1.315067,-1.495,-1.622638,-1.774641,-2.020197,-2.318432,-2.94957,-3.101573,-3.021084,-2.676231,-1.81894,-1.152104,-0.460626,0.276446,1.138251,1.234579,1.188825,1.448978,0.547286,0.025435,-0.66455,-1.478809,-2.31277,-3.042565,-2.396089,-1.558274,-0.811281,-0.131772,0.616166,1.194909,1.674496,1.801038,1.437554,0.700543,0.068123,-0.340499,-1.033304,-1.896452,-2.781435,-3.355294,-3.667066,-3.975417,-4.095271,-3.358283,-2.654553,-2.022633,-1.477706,-1.038018,-0.680606,-0.477642,-0.058588,0.359595,0.874532,1.230439,1.660324,2.040361,2.422989,2.676833,3.220381,3.955591,4.607185,4.359671,4.730029,4.093898,3.251126,2.381848,1.485409,0.601194,-0.302308,-1.189932,-1.803521,-2.378546,-2.903556,-3.3994,-3.62408,-3.9853,-4.116352,-4.054434,-3.307737,-2.341179,-1.357253,-0.500478,0.528162,1.436479,2.283129,2.945825,3.423894,3.776988,3.953522,4.237156,4.295294,4.276833,4.205956,2
2.417801,2.190488,1.738484,2.35289,2.378451,1.954554,1.778151,0.902477,0.228288,-0.413051,-0.484572,-1.329394,-2.171383,-2.758938,-3.051299,-3.118319,-3.422889,-3.827196,-3.838504,-3.346379,-2.577376,-2.311648,-1.883777,-2.146846,-2.082027,-1.801595,-0.914929,-1.008262,-1.163671,-0.550756,-0.548452,0.1596,0.361899,0.620992,0.752966,0.861822,1.259167,1.37205,1.515391,1.724172,2.13881,2.371218,2.4753,2.532903,2.54251,2.651074,2.571488,2.54784,2.272902,2.019547,1.713162,1.288273,0.909632,0.468716,-0.013995,-0.556667,-1.087005,-1.840314,-2.635457,-3.493653,-4.274042,-5.051101,-5.773347,-6.483984,-6.326394,-5.469213,-4.361232,-3.487288,-2.633142,-1.67387,-0.570939,0.414211,1.28092,1.899742,2.580386,3.23367,3.80738,4.27928,4.456337,4.21071,3.369743,2.644433,2.369844,1.996469,1.89392,1.844251,1.791055,1.836085,1.749428,1.655791,1.42742,1.147234,0.76741,0.263654,-0.273403,-0.712923,-1.184969,-1.385925,-1.288135,-0.86398,-0.083715,0.699379,1.584187,2
2.678366,1.827729,1.341743,0.681741,0.416853,0.25867,0.196504,0.216074,0.121128,-0.039461,-0.211763,-0.435377,-0.700021,-0.929792,-1.102519,-1.228404,-1.26334,-0.772869,0.094312,0.813902,0.72508,0.035738,-0.606812,-0.596024,0.240804,1.328466,1.969661,2.328151,3.022542,3.601463,3.791044,3.602534,3.045834,2.599874,2.295993,1.877129,1.214381,0.584165,0.001359,-0.993063,-1.884373,-2.044311,-2.438543,-2.74421,-2.595118,-2.317514,-2.39906,-2.377854,-2.574269,-2.420586,-1.864462,-1.383634,-1.013189,-0.994031,-0.826539,-0.537551,-0.178338,0.303811,0.951067,1.14591,1.320585,1.767154,2.470577,3.023365,2.6385,2.445131,3.105813,4.079259,4.19797,3.771425,3.302997,2.704686,2.038017,1.770342,1.411789,0.950478,0.364286,-0.220888,-0.86679,-1.518252,-2.141076,-2.94401,-3.738191,-4.643671,-5.60011,-6.68471,-6.974347,-6.176258,-5.383261,-4.624467,-3.794575,-2.948217,-2.119769,-1.271102,-0.479645,0.277649,1.074701,1.5755,2.349194,2.989083,3.029539,2.918125,2.71417,2
3.400793,3.325464,3.844869,3.29658,2.668697,2.50267,1.925218,1.418489,0.658529,0.380825,-0.467556,-1.322335,-1.926014,-2.064467,-2.474323,-2.82839,-2.659172,-2.422983,-2.416411,-2.582903,-2.355138,-2.370701,-1.722268,-1.106333,-1.121026,-0.985548,-0.771019,-0.51401,-0.218714,0.174004,0.852653,1.123203,1.439287,1.974551,2.734713,2.880181,2.476944,2.814569,3.512749,4.275452,3.969965,3.53255,3.028547,2.461878,1.95075,1.687273,1.33379,0.934821,0.420821,-0.138155,-0.850235,-1.708591,-2.504354,-3.36724,-4.170618,-5.009755,-5.838581,-6.692457,-6.875093,-6.069749,-5.157324,-4.31036,-3.576727,-2.776401,-1.837652,-0.789574,0.146112,1.059392,1.545382,2.175024,2.644358,2.954477,2.993537,2.783859,2.681649,2.032234,1.446595,1.021024,0.489409,0.303144,0.228629,0.152047,0.171497,0.132462,-0.018393,-0.246336,-0.496128,-0.792087,-1.084363,-1.313832,-1.314937,-0.795315,0.075315,0.758439,0.619466,-0.148436,-0.644608,-0.552504,0.23337,1.045348,1.843486,2.051734,2.820295,2
3.998477,3.918663,3.869867,3.596622,3.317064,3.013955,2.676176,2.31719,1.8042,0.891507,0.024301,-0.946707,-1.830801,-1.558473,-2.054809,-1.571767,-2.14012,-2.396685,-2.826299,-2.301534,-1.350707,-0.827856,-0.0936,-0.227775,-0.454409,-0.140646,0.422198,0.236671,-0.756499,-1.169678,-1.745152,-2.854951,-2.900694,-2.800617,-2.204628,-1.448632,-1.100472,-0.286362,0.284391,0.858813,1.534614,2.269064,2.425065,1.658506,0.777457,0.055851,-0.699273,-1.410548,-1.742183,-1.738835,-1.730644,-1.672251,-1.556958,-1.500723,-1.455744,-1.285604,-0.837862,-0.512861,-0.094247,0.242374,0.460952,0.628088,0.65829,1.033699,1.088627,1.918258,2.761835,3.589257,4.06044,4.118403,4.675506,4.721893,4.331323,4.078135,3.640734,3.041556,1.7952,0.961546,0.075496,-0.852693,-1.522261,-2.271943,-3.303506,-3.954012,-4.300463,-4.76441,-5.118508,-5.549665,-5.249102,-4.320929,-3.560126,-2.803713,-1.928943,-1.162692,-0.402203,0.438466,1.166923,1.44865,1.955073,2.317674,2.977132,3.436965,3.719625,2
0.41008,0.304654,-0.740739,-1.146848,-1.708964,-2.829489,-2.918574,-2.783621,-2.333707,-1.485593,-1.156474,-0.349013,0.236067,0.811303,1.439993,2.253859,2.474524,1.704621,0.813387,0.092697,-0.649648,-1.346737,-1.727796,-1.745055,-1.700284,-1.693682,-1.56186,-1.47635,-1.474604,-1.300249,-0.906713,-0.508187,-0.114278,0.216196,0.460769,0.61281,0.651354,0.982388,1.071209,1.884678,2.717301,3.549193,4.074557,4.064072,4.658666,4.74041,4.32903,4.093867,3.640007,3.058505,1.889016,1.016642,0.097969,-0.75082,-1.462538,-2.212815,-3.175461,-3.938616,-4.270898,-4.706173,-5.12265,-5.532107,-5.295589,-4.370483,-3.604024,-2.845,-1.981968,-1.20389,-0.44088,0.407723,1.125654,1.414826,1.913266,2.294437,2.940462,3.394073,3.719246,3.993587,3.925612,3.871537,3.610185,3.322131,3.080315,2.706834,2.338515,1.933956,0.944715,0.076055,-0.851374,-1.849379,-1.581171,-2.068901,-1.579546,-2.145732,-2.383309,-2.812263,-2.311888,-1.38457,-0.889207,-0.127176,-0.201537,-0.448516,-0.156006,2
4.360165,3.79274,3.135973,2.411709,1.866308,1.198412,0.599949,0.177285,0.054791,-0.276395,-0.536128,-0.814473,-1.030877,-0.976975,-1.078391,-1.221782,-1.519682,-1.793998,-2.568385,-2.796304,-3.031772,-3.041749,-2.933092,-2.578806,-2.442865,-2.092179,-1.100349,-0.474774,0.141502,0.428568,1.001587,1.730391,2.217484,2.10599,1.817589,1.599385,1.383387,1.829218,2.015473,1.803538,1.516631,1.438022,0.562246,0.1429,-0.623213,-1.390098,-1.767008,-1.264635,-1.22755,-1.525728,-0.945471,-1.111519,-0.399007,0.281246,0.79364,0.745877,1.236001,1.79596,1.72182,2.040918,2.006548,2.038874,2.335142,1.785025,1.961982,1.891812,1.677906,0.802723,0.14223,-0.419698,-1.289805,-1.903235,-2.525053,-3.294678,-3.598845,-4.360381,-4.539761,-4.57582,-4.404571,-4.348325,-4.475246,-4.337039,-4.163514,-3.742318,-3.46077,-2.948877,-2.414751,-1.819383,-1.14811,-0.533382,0.246561,1.010947,1.552246,2.236251,2.849142,3.484384,4.233229,4.657956,5.182866,4.903934,4.763411,4.634338,4.522557,2
2.188052,2.07859,1.812247,1.578174,1.386312,1.822662,1.999351,1.839606,1.611657,1.353959,0.561403,-0.008972,-0.623048,-1.482167,-1.740606,-1.245026,-1.324888,-1.56887,-0.9231,-1.212173,-0.451447,0.441409,0.802441,0.781495,1.314093,1.796687,1.711898,2.073384,2.011812,2.105294,2.314577,1.792648,2.000647,1.879518,1.544647,0.814346,0.1288,-0.489716,-1.272622,-2.048632,-2.54206,-3.318113,-3.73252,-4.325016,-4.623338,-4.621581,-4.424377,-4.321413,-4.487783,-4.278803,-4.03095,-3.76042,-3.338916,-2.962547,-2.410384,-1.709535,-1.161819,-0.414263,0.344938,0.999703,1.7047,2.220657,2.910752,3.582129,4.232758,4.76124,5.165824,4.914836,4.617392,4.634633,4.540743,4.344761,3.754426,3.002085,2.446669,1.735283,1.157902,0.604625,0.07854,0.063572,-0.298989,-0.534443,-0.793208,-1.055845,-0.977003,-1.049187,-1.255389,-1.511628,-1.976595,-2.598262,-2.823452,-2.968181,-3.040385,-2.902875,-2.568412,-2.453971,-1.882222,-1.122995,-0.333997,0.128299,0.389962,1.194721,1.725282,2
