@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute target {1,2,3}

@data
0.474919,0.493795,0.511469,0.522155,0.519309,0.506959,0.488526,0.458223,0.415539,0.366733,0.316258,0.266604,0.219561,0.176734,0.13776,0.106497,0.082315,0.061775,0.041357,0.021148,0.001517,-0.019869,-0.039768,-0.056985,-0.070481,-0.077082,-0.082713,-0.08915,-0.095487,-0.101985,-0.110891,3
0.475676,0.492505,0.508928,0.519433,0.519736,0.507859,0.484344,0.452894,0.412321,0.362846,0.309643,0.257366,0.207645,0.16139,0.123311,0.093407,0.06826,0.045154,0.023786,0.003258,-0.017596,-0.037693,-0.053767,-0.065287,-0.07035,-0.073692,-0.076955,-0.080247,-0.086479,-0.095992,-0.107852,3
0.529058,0.541477,0.547184,0.547243,0.538107,0.518023,0.487936,0.450009,0.401308,0.350143,0.298376,0.246975,0.20011,0.157879,0.123772,0.099014,0.080221,0.061299,0.045023,0.026281,0.008701,-0.007321,-0.023108,-0.035569,-0.047809,-0.062254,-0.076142,-0.091932,-0.110732,-0.130033,-0.153355,2
0.548449,0.553985,0.555426,0.548728,0.532425,0.50785,0.4781,0.437799,0.39007,0.339366,0.291095,0.243532,0.197667,0.156198,0.120653,0.092033,0.068429,0.045832,0.021501,-0.002919,-0.029324,-0.057644,-0.083801,-0.107819,-0.126802,-0.142741,-0.153767,-0.163338,-0.173263,-0.18485,-0.196673,2
0.552586,0.558496,0.560323,0.553801,0.541944,0.521041,0.489522,0.45021,0.40514,0.358809,0.312915,0.267948,0.223146,0.181493,0.144467,0.112307,0.083728,0.056699,0.031401,0.005378,-0.019886,-0.043954,-0.067668,-0.088471,-0.104897,-0.116625,-0.123377,-0.130816,-0.139797,-0.151748,-0.166908,2
0.48833,0.505649,0.525342,0.538135,0.538464,0.525853,0.500813,0.464337,0.417432,0.364465,0.309589,0.259359,0.213908,0.171584,0.137748,0.108405,0.083463,0.059349,0.037603,0.013747,-0.01063,-0.038092,-0.064496,-0.085236,-0.098249,-0.105408,-0.109631,-0.113974,-0.11849,-0.12385,-0.131229,2
0.477045,0.496033,0.516331,0.527474,0.525902,0.512741,0.487947,0.451936,0.402716,0.349883,0.294083,0.239855,0.191709,0.149119,0.115888,0.090492,0.072284,0.055329,0.03717,0.019829,0.002993,-0.013465,-0.029467,-0.04295,-0.05291,-0.058717,-0.066832,-0.0764,-0.08868,-0.101345,-0.116553,2
0.46931,0.489234,0.509581,0.523874,0.525407,0.514606,0.491486,0.458898,0.413998,0.361257,0.304724,0.251673,0.201211,0.156162,0.118802,0.087547,0.063578,0.047599,0.034209,0.021673,0.007706,-0.005745,-0.019462,-0.032242,-0.043562,-0.054535,-0.064628,-0.073549,-0.083391,-0.094952,-0.106583,2
0.485089,0.503007,0.521823,0.534717,0.537083,0.52671,0.503936,0.468182,0.419687,0.363576,0.30316,0.246343,0.194111,0.147553,0.11107,0.08633,0.071069,0.058786,0.041128,0.023082,0.005189,-0.016729,-0.035483,-0.055031,-0.069442,-0.081283,-0.08875,-0.095499,-0.103236,-0.110372,-0.119273,2
0.460033,0.480351,0.500883,0.516421,0.52,0.511605,0.491718,0.460464,0.416265,0.364715,0.309595,0.25386,0.202503,0.15509,0.117553,0.088395,0.064465,0.045272,0.027131,0.007846,-0.007622,-0.022547,-0.034586,-0.044816,-0.052163,-0.057321,-0.060996,-0.06648,-0.073401,-0.082852,-0.095028,3
0.500791,0.516602,0.53371,0.543935,0.544028,0.530762,0.504767,0.465715,0.414396,0.355903,0.295605,0.237043,0.180358,0.128281,0.080831,0.040023,0.002303,-0.034737,-0.071885,-0.108278,-0.144858,-0.180973,-0.213915,-0.244585,-0.270728,-0.289644,-0.29879,-0.299847,-0.296413,-0.292144,-0.288056,3
0.495094,0.510568,0.525096,0.53677,0.536391,0.525015,0.501362,0.464965,0.416831,0.36188,0.304727,0.250397,0.199261,0.154776,0.118254,0.089376,0.066101,0.043689,0.021639,-0.000567,-0.024428,-0.046702,-0.067847,-0.084457,-0.096918,-0.104917,-0.111893,-0.119546,-0.127567,-0.135406,-0.144902,3
0.528777,0.540824,0.551058,0.553572,0.544389,0.525369,0.494397,0.457643,0.410579,0.357972,0.300968,0.246337,0.198071,0.156636,0.122196,0.095759,0.073989,0.051872,0.029595,0.00698,-0.016324,-0.041552,-0.064996,-0.084585,-0.100482,-0.110921,-0.11989,-0.126577,-0.132776,-0.138992,-0.149598,2
0.457618,0.478808,0.500066,0.512467,0.512016,0.505752,0.48723,0.455592,0.412128,0.360555,0.30862,0.258673,0.2084,0.162,0.122603,0.092148,0.069761,0.047726,0.025544,0.00055,-0.025923,-0.052101,-0.075909,-0.095689,-0.106748,-0.112433,-0.113501,-0.114275,-0.114278,-0.115315,-0.117128,3
0.505949,0.525045,0.53972,0.544496,0.537451,0.521331,0.496269,0.462356,0.41615,0.363675,0.310355,0.255917,0.20662,0.159353,0.119006,0.088048,0.062544,0.04111,0.019422,-0.002198,-0.025853,-0.049897,-0.072751,-0.096158,-0.115228,-0.125507,-0.129529,-0.132267,-0.134995,-0.135818,-0.141714,3
0.480049,0.498641,0.513675,0.519565,0.514715,0.500108,0.473931,0.438116,0.393013,0.343113,0.288561,0.234713,0.18469,0.139667,0.100954,0.072124,0.052633,0.035114,0.020184,0.004454,-0.013548,-0.02995,-0.044309,-0.05577,-0.063248,-0.068865,-0.074529,-0.081554,-0.089317,-0.097085,-0.108385,3
0.527404,0.547659,0.565025,0.574653,0.570832,0.55506,0.526856,0.488099,0.440623,0.388931,0.33807,0.288319,0.241706,0.200837,0.164943,0.139934,0.115743,0.092389,0.067547,0.043266,0.016505,-0.010231,-0.036591,-0.05854,-0.075608,-0.086608,-0.096511,-0.105671,-0.116961,-0.128546,-0.142504,2
0.561912,0.570345,0.575926,0.573343,0.564148,0.547878,0.521889,0.485279,0.440745,0.391217,0.341944,0.291152,0.240853,0.193716,0.150557,0.112469,0.079821,0.046831,0.014665,-0.017365,-0.04888,-0.082442,-0.11179,-0.136224,-0.154258,-0.168495,-0.175936,-0.179278,-0.182297,-0.188147,-0.197007,1
0.547467,0.556337,0.5621,0.560635,0.558386,0.548489,0.527787,0.494335,0.450776,0.403211,0.352903,0.305429,0.259547,0.216755,0.175413,0.139689,0.109659,0.081379,0.053494,0.02719,0.000683,-0.023827,-0.043159,-0.055443,-0.062362,-0.068758,-0.078468,-0.091338,-0.106264,-0.121647,-0.142202,1
0.609669,0.6132,0.613071,0.604886,0.587611,0.560582,0.525339,0.481018,0.430048,0.377941,0.327937,0.280929,0.239184,0.203471,0.173316,0.150169,0.129016,0.108454,0.087176,0.065145,0.041368,0.019892,0.00095,-0.018769,-0.037336,-0.058666,-0.082715,-0.107188,-0.136054,-0.167709,-0.202499,1
0.527162,0.542477,0.552187,0.556153,0.551129,0.532693,0.501881,0.462663,0.412715,0.360342,0.310426,0.26236,0.217513,0.176813,0.142387,0.115222,0.08932,0.064628,0.039767,0.01868,-0.001625,-0.02178,-0.039258,-0.05893,-0.074761,-0.087486,-0.097229,-0.106788,-0.117584,-0.128427,-0.142361,2
0.555407,0.570525,0.581127,0.584554,0.577611,0.559726,0.529765,0.488616,0.437996,0.381008,0.321305,0.265634,0.212855,0.168625,0.132132,0.103969,0.083524,0.068729,0.05775,0.047826,0.035997,0.021987,0.001385,-0.024237,-0.046014,-0.066227,-0.087863,-0.11007,-0.133787,-0.157889,-0.18431,2
0.48544,0.505148,0.523218,0.532198,0.529792,0.514824,0.488793,0.450421,0.401425,0.345342,0.287773,0.232934,0.183894,0.139408,0.102978,0.075441,0.054478,0.034993,0.013889,-0.007643,-0.030502,-0.054454,-0.075306,-0.095529,-0.115599,-0.128476,-0.137125,-0.1401,-0.140843,-0.139811,-0.137787,2
0.520049,0.532402,0.542345,0.542766,0.533414,0.514116,0.483074,0.443039,0.393301,0.340646,0.289721,0.24129,0.196264,0.156506,0.124714,0.099768,0.081668,0.06385,0.04697,0.029728,0.013866,0.001269,-0.015122,-0.034226,-0.048637,-0.062452,-0.07506,-0.0872,-0.099187,-0.112502,-0.127488,2
0.491015,0.511913,0.532493,0.540284,0.53686,0.522494,0.494313,0.451482,0.397567,0.337872,0.28076,0.227664,0.181313,0.141727,0.110708,0.089799,0.073216,0.05697,0.041052,0.021609,-0.000618,-0.021287,-0.045957,-0.069682,-0.088865,-0.103516,-0.112608,-0.121183,-0.126414,-0.132548,-0.13862,2
0.560547,0.570237,0.576386,0.57443,0.563203,0.541708,0.509634,0.468105,0.423777,0.371922,0.316068,0.259733,0.20605,0.158209,0.117055,0.082278,0.053751,0.028514,0.002649,-0.025594,-0.052747,-0.077606,-0.102588,-0.125811,-0.144422,-0.156033,-0.164157,-0.171701,-0.180863,-0.19076,-0.204319,2
0.505545,0.522233,0.540718,0.553789,0.554518,0.545933,0.526385,0.494532,0.454505,0.399699,0.336244,0.274825,0.21876,0.168737,0.12338,0.085222,0.056463,0.03641,0.0218,0.007589,-0.005278,-0.02379,-0.040598,-0.058599,-0.078785,-0.098682,-0.112568,-0.123526,-0.132173,-0.139584,-0.146368,2
0.493816,0.505651,0.515331,0.516989,0.50737,0.48781,0.457602,0.419396,0.37348,0.324972,0.274911,0.225037,0.179771,0.137415,0.101564,0.070875,0.047673,0.027897,0.009888,-0.006411,-0.02192,-0.037598,-0.053574,-0.066009,-0.077003,-0.08475,-0.091434,-0.098582,-0.107934,-0.118656,-0.134584,3
0.462191,0.485381,0.507049,0.52322,0.529495,0.521319,0.503285,0.473763,0.433719,0.381368,0.327436,0.274617,0.22721,0.185642,0.150284,0.124675,0.104263,0.086451,0.068045,0.046983,0.021506,-0.007919,-0.038827,-0.066384,-0.08903,-0.103458,-0.109892,-0.111689,-0.111204,-0.109895,-0.1111,3
0.508039,0.527956,0.54582,0.55353,0.547576,0.528169,0.498299,0.456574,0.40802,0.354018,0.30195,0.253693,0.207209,0.166445,0.137145,0.116305,0.091887,0.065391,0.040561,0.017927,-0.006417,-0.023579,-0.033489,-0.037704,-0.041396,-0.043037,-0.048533,-0.059432,-0.077014,-0.097216,-0.11655,2
0.510583,0.525533,0.535863,0.539045,0.532496,0.516178,0.488161,0.449723,0.405413,0.355036,0.300886,0.248706,0.198714,0.154613,0.119102,0.08994,0.068415,0.045878,0.023425,0.000517,-0.017714,-0.036862,-0.05611,-0.070366,-0.081085,-0.091566,-0.09916,-0.106788,-0.115578,-0.125603,-0.137562,2
0.440104,0.464594,0.48671,0.501343,0.499213,0.486936,0.459141,0.415803,0.361401,0.303931,0.24996,0.199139,0.156347,0.120885,0.095966,0.079218,0.06632,0.052644,0.037316,0.01932,-0.000878,-0.019605,-0.034772,-0.053908,-0.067886,-0.073847,-0.075253,-0.076955,-0.079066,-0.08056,-0.082317,2
0.462793,0.486766,0.510265,0.525661,0.522996,0.50644,0.475078,0.431416,0.378128,0.322573,0.268635,0.21928,0.178001,0.143424,0.116049,0.095724,0.073426,0.048615,0.02777,0.009551,-0.007706,-0.02576,-0.040627,-0.051435,-0.058428,-0.064455,-0.070923,-0.079983,-0.090402,-0.10092,-0.11093,2
0.522672,0.538124,0.55118,0.558383,0.557535,0.545361,0.521596,0.486433,0.440733,0.386765,0.327802,0.271084,0.218829,0.173992,0.133087,0.098724,0.070656,0.044461,0.018011,-0.008949,-0.037554,-0.063781,-0.088245,-0.107883,-0.120771,-0.128854,-0.135129,-0.141762,-0.14882,-0.157127,-0.166029,2
0.498867,0.51714,0.534026,0.542969,0.543324,0.530709,0.504913,0.468754,0.42237,0.368962,0.313055,0.257073,0.206303,0.16203,0.125783,0.096087,0.073684,0.053559,0.036146,0.017695,0.00088,-0.015542,-0.030537,-0.044869,-0.059048,-0.07056,-0.082287,-0.095405,-0.108893,-0.123248,-0.13745,2
0.498442,0.517241,0.535665,0.544721,0.541196,0.527203,0.501215,0.465081,0.418013,0.362161,0.30616,0.253151,0.206671,0.164208,0.129277,0.102294,0.085569,0.072329,0.058342,0.045088,0.028776,0.010362,-0.008752,-0.024395,-0.036787,-0.04565,-0.055405,-0.065661,-0.077461,-0.09095,-0.105147,2
0.481269,0.498126,0.514551,0.521894,0.516662,0.49842,0.468808,0.427768,0.376903,0.324228,0.274054,0.228523,0.18825,0.155407,0.130333,0.114399,0.10239,0.092609,0.082202,0.073166,0.064493,0.056601,0.047146,0.035638,0.02085,0.004387,-0.014528,-0.034604,-0.054866,-0.073757,-0.095288,2
0.463736,0.484539,0.501776,0.509273,0.504839,0.488544,0.459526,0.423234,0.378823,0.325675,0.274291,0.223531,0.175901,0.133469,0.098955,0.070478,0.047581,0.027834,0.007975,-0.010664,-0.030529,-0.048625,-0.067102,-0.083066,-0.091072,-0.094135,-0.094721,-0.094492,-0.095093,-0.096501,-0.102436,2
0.512077,0.529044,0.54553,0.554743,0.552361,0.539382,0.515382,0.48034,0.43402,0.378948,0.321776,0.267556,0.217013,0.170363,0.130732,0.097835,0.072898,0.051125,0.029138,0.003781,-0.02339,-0.049262,-0.073106,-0.09122,-0.106311,-0.114086,-0.120183,-0.127274,-0.135923,-0.146082,-0.156864,2
0.501811,0.516221,0.529062,0.533176,0.527164,0.51131,0.48237,0.44555,0.40052,0.345806,0.291672,0.239264,0.189077,0.145754,0.111103,0.083954,0.062152,0.042823,0.027879,0.015887,0.0036,-0.009805,-0.027369,-0.04338,-0.05513,-0.063396,-0.071409,-0.079272,-0.08953,-0.100692,-0.116046,1
0.593036,0.596059,0.59837,0.593613,0.578927,0.55615,0.526436,0.487406,0.441259,0.391075,0.341089,0.291377,0.243893,0.201131,0.164637,0.132353,0.107579,0.087431,0.069018,0.053244,0.038292,0.016998,-0.00431,-0.019702,-0.032619,-0.047436,-0.064348,-0.083995,-0.105594,-0.132539,-0.161568,1
0.528225,0.542083,0.554947,0.558373,0.552077,0.532527,0.498898,0.455744,0.407994,0.355407,0.302063,0.252666,0.208159,0.168052,0.134023,0.106506,0.084793,0.061451,0.039187,0.018766,0.00031,-0.02333,-0.04339,-0.062675,-0.08178,-0.095478,-0.105569,-0.109533,-0.112425,-0.116499,-0.12273,2
0.509568,0.527751,0.542173,0.545763,0.54049,0.524347,0.497476,0.460061,0.41355,0.363248,0.310321,0.259319,0.211292,0.16751,0.128788,0.099615,0.076978,0.055715,0.032349,0.008555,-0.015102,-0.036038,-0.054692,-0.072198,-0.086142,-0.09557,-0.102778,-0.111517,-0.120321,-0.131648,-0.144617,2
0.476668,0.496012,0.514419,0.522541,0.519528,0.50635,0.481066,0.445551,0.397631,0.344381,0.288314,0.234907,0.188004,0.147439,0.112153,0.085961,0.060912,0.037944,0.014403,-0.005483,-0.027366,-0.047989,-0.066709,-0.082325,-0.092038,-0.09618,-0.099142,-0.104573,-0.110121,-0.117366,-0.126209,2
0.529523,0.540473,0.547485,0.548146,0.539023,0.521649,0.495553,0.457457,0.4138,0.366119,0.315225,0.265012,0.216522,0.170392,0.129447,0.095523,0.066957,0.038516,0.010173,-0.01967,-0.048811,-0.078665,-0.106177,-0.128781,-0.143583,-0.149815,-0.15023,-0.151296,-0.152597,-0.15648,-0.166185,2
0.512442,0.52345,0.536517,0.553325,0.564071,0.564315,0.55186,0.527813,0.492528,0.443957,0.388493,0.334077,0.281123,0.229153,0.184339,0.143501,0.110515,0.079185,0.049599,0.020892,-0.009886,-0.041467,-0.072322,-0.102373,-0.127629,-0.144728,-0.152867,-0.16066,-0.161422,-0.161437,-0.160545,2
0.559678,0.574048,0.583758,0.584189,0.576528,0.558125,0.528652,0.488288,0.439928,0.386077,0.330157,0.274391,0.223258,0.178803,0.1382,0.102495,0.073203,0.046932,0.021182,-0.006457,-0.034151,-0.064066,-0.090667,-0.114789,-0.131777,-0.144846,-0.154137,-0.16312,-0.172986,-0.183316,-0.193412,2
0.551897,0.562243,0.569842,0.569905,0.559097,0.53755,0.505899,0.464424,0.414816,0.362411,0.310736,0.260607,0.213691,0.169317,0.129254,0.093711,0.063092,0.038468,0.013631,-0.012926,-0.041518,-0.071154,-0.099541,-0.12506,-0.145859,-0.160682,-0.170372,-0.175876,-0.181759,-0.186454,-0.193844,2
0.486773,0.506771,0.526708,0.537644,0.535464,0.523836,0.498249,0.460731,0.414027,0.356397,0.29965,0.246962,0.198192,0.155609,0.121809,0.096388,0.079097,0.065261,0.055156,0.043592,0.031733,0.019785,0.009418,-0.003199,-0.018998,-0.035358,-0.051598,-0.068706,-0.085638,-0.102263,-0.120094,3
0.551132,0.562937,0.574187,0.579091,0.575679,0.561717,0.537082,0.50321,0.461751,0.4141,0.357303,0.302147,0.247857,0.199573,0.154916,0.118018,0.088476,0.0634,0.039755,0.016726,-0.004262,-0.023726,-0.042084,-0.061486,-0.076746,-0.090469,-0.102688,-0.113314,-0.125057,-0.139193,-0.15615,1
0.490367,0.508042,0.526893,0.537777,0.536253,0.525256,0.502186,0.46807,0.42292,0.366704,0.307733,0.252253,0.20023,0.15382,0.11045,0.0746,0.045867,0.023501,0.004636,-0.012821,-0.030333,-0.046608,-0.061239,-0.074466,-0.087882,-0.09751,-0.106051,-0.115148,-0.125168,-0.135394,-0.148128,2
0.615937,0.614284,0.612215,0.604763,0.588602,0.568833,0.538255,0.501369,0.459417,0.414745,0.363988,0.316008,0.269795,0.225358,0.184827,0.149758,0.117704,0.085291,0.055595,0.024856,-0.004324,-0.029668,-0.050751,-0.068539,-0.079565,-0.090912,-0.104665,-0.121232,-0.13896,-0.162434,-0.190684,1
0.512738,0.530346,0.541085,0.545966,0.539053,0.522907,0.494833,0.456805,0.410213,0.358311,0.307716,0.263509,0.224427,0.191863,0.167901,0.151381,0.142341,0.134838,0.125368,0.115294,0.10616,0.093654,0.079065,0.060376,0.040064,0.020072,-0.000292,-0.022634,-0.048534,-0.074551,-0.104251,2
0.486506,0.506477,0.526719,0.536182,0.532475,0.516127,0.489298,0.44951,0.39784,0.342813,0.289028,0.236704,0.185206,0.139623,0.103394,0.074056,0.052778,0.03416,0.017719,-0.001482,-0.020297,-0.039361,-0.060877,-0.078458,-0.092606,-0.101197,-0.10976,-0.117918,-0.122924,-0.127738,-0.135239,3
0.46498,0.487013,0.508136,0.522447,0.522814,0.511297,0.486088,0.450376,0.403191,0.345397,0.286805,0.233435,0.184404,0.140044,0.104156,0.07609,0.056539,0.037314,0.0179,-0.002249,-0.024721,-0.047201,-0.068213,-0.084786,-0.098411,-0.107872,-0.113884,-0.118303,-0.12083,-0.123647,-0.127514,3
0.606056,0.610385,0.607877,0.601651,0.586596,0.561546,0.52608,0.480781,0.427479,0.374352,0.321746,0.26979,0.220658,0.175145,0.135413,0.095474,0.057023,0.019952,-0.016489,-0.052205,-0.087603,-0.124289,-0.156754,-0.185787,-0.207144,-0.220444,-0.230678,-0.238088,-0.248748,-0.260363,-0.274224,1
0.483216,0.500749,0.51418,0.518468,0.510602,0.490859,0.459271,0.418297,0.370402,0.316102,0.264372,0.213461,0.165611,0.125077,0.094465,0.06918,0.047654,0.031997,0.014001,-0.004564,-0.023826,-0.041257,-0.059265,-0.074001,-0.088453,-0.098448,-0.105433,-0.109953,-0.11463,-0.121116,-0.128351,2
0.516046,0.533649,0.55045,0.557451,0.553281,0.544415,0.521369,0.486155,0.441379,0.386064,0.331489,0.278444,0.227758,0.182435,0.143036,0.113066,0.089633,0.069614,0.049384,0.028355,0.005493,-0.01694,-0.044183,-0.07229,-0.101785,-0.123623,-0.13523,-0.142714,-0.145418,-0.146456,-0.147318,2
0.516612,0.530928,0.545838,0.551483,0.547634,0.531697,0.502543,0.464394,0.417291,0.363075,0.309048,0.25576,0.207948,0.164912,0.129439,0.098424,0.07406,0.051513,0.029531,0.006621,-0.017789,-0.041495,-0.062822,-0.080835,-0.092978,-0.103045,-0.110505,-0.116879,-0.124463,-0.13381,-0.14506,2
0.486053,0.506523,0.521344,0.528201,0.525337,0.51342,0.490534,0.455151,0.407929,0.352686,0.299214,0.244248,0.188293,0.139411,0.09776,0.062489,0.038566,0.021677,0.004452,-0.010392,-0.027502,-0.044414,-0.06269,-0.081445,-0.095662,-0.105253,-0.111622,-0.1171,-0.121873,-0.127461,-0.13413,3
0.541614,0.553281,0.560234,0.560026,0.551929,0.536097,0.507776,0.472636,0.427903,0.378374,0.328274,0.278066,0.231232,0.18449,0.142195,0.106568,0.078681,0.052225,0.02621,0.000355,-0.027358,-0.053713,-0.075891,-0.09398,-0.108701,-0.117647,-0.123948,-0.130431,-0.137363,-0.144814,-0.156269,2
0.533841,0.554274,0.570972,0.579754,0.580275,0.567954,0.543976,0.508096,0.459734,0.401913,0.342926,0.285247,0.232888,0.18678,0.148193,0.116783,0.087679,0.058401,0.029439,0.00148,-0.031486,-0.063913,-0.091885,-0.116379,-0.132353,-0.143646,-0.147989,-0.152341,-0.153949,-0.157462,-0.16103,2
0.529418,0.541124,0.553136,0.558472,0.553601,0.539035,0.517543,0.486594,0.443449,0.389363,0.330781,0.273555,0.219662,0.170768,0.128907,0.095032,0.069893,0.0494,0.030374,0.011479,-0.007709,-0.032208,-0.056193,-0.078187,-0.097428,-0.112541,-0.123887,-0.132995,-0.142092,-0.15285,-0.164822,2
0.474453,0.486636,0.502667,0.516201,0.52066,0.515621,0.49689,0.464223,0.423859,0.373903,0.316409,0.262362,0.211995,0.168782,0.133741,0.105256,0.085473,0.073937,0.067483,0.062671,0.059082,0.056958,0.054584,0.051306,0.043749,0.029701,0.009936,-0.010905,-0.037458,-0.065399,-0.094761,3
0.59849,0.59767,0.598143,0.592373,0.577837,0.556095,0.5245,0.485673,0.441218,0.393284,0.342694,0.291068,0.2429,0.197595,0.156167,0.119387,0.089315,0.067183,0.04778,0.024776,-0.001021,-0.023135,-0.041405,-0.053492,-0.06336,-0.074691,-0.08756,-0.104481,-0.12644,-0.153587,-0.185943,1
0.599664,0.605593,0.607226,0.597372,0.578879,0.557979,0.53132,0.495006,0.452736,0.40398,0.355956,0.309932,0.266172,0.228011,0.192949,0.162199,0.13477,0.111351,0.082716,0.050871,0.019995,-0.007839,-0.03484,-0.055429,-0.073955,-0.088981,-0.100727,-0.114363,-0.132304,-0.156628,-0.183429,1
0.536811,0.553883,0.565703,0.564613,0.554326,0.534927,0.500722,0.453482,0.3992,0.340794,0.288086,0.237758,0.191296,0.148394,0.110178,0.080448,0.058359,0.03704,0.016678,-0.002536,-0.027585,-0.054648,-0.084219,-0.112221,-0.134017,-0.147392,-0.154162,-0.160037,-0.166114,-0.174516,-0.18374,3
0.552406,0.557564,0.561825,0.56009,0.550814,0.530816,0.501938,0.467737,0.425612,0.378438,0.328946,0.279502,0.232001,0.187317,0.147714,0.113,0.085976,0.060609,0.038858,0.018443,0.002612,-0.008662,-0.016682,-0.026217,-0.037735,-0.050226,-0.066546,-0.084404,-0.104313,-0.126597,-0.154074,1
