@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute target {1,2,3}

@data
0.001927,0.004033,0.017342,0.030208,0.041528,0.051484,0.063014,0.075799,0.08935,0.104746,0.114071,0.113992,0.108112,0.11241,0.118348,0.112349,0.107689,0.093857,0.067721,0.066345,0.064962,0.03781,0.025602,0.023813,0.011649,-0.005826,-0.026505,-0.044587,-0.054398,-0.066129,-0.081131,-0.090237,-0.095755,-0.1063,-0.106428,-0.114057,-0.118794,-0.123806,-0.130232,-0.128136,-0.130438,-0.131868,-0.130839,0.016852,0.013485,1
0.005546,0.008229,0.017199,0.030206,0.041272,0.053942,0.066145,0.077874,0.089429,0.104824,0.111339,0.111642,0.106384,0.115259,0.123621,0.118911,0.1119,0.095174,0.068967,0.070466,0.066321,0.032289,0.025878,0.023254,0.008429,-0.007533,-0.026799,-0.045973,-0.055578,-0.067845,-0.08334,-0.09299,-0.097279,-0.10803,-0.110349,-0.11641,-0.121681,-0.125408,-0.132196,-0.129207,-0.131217,-0.132573,-0.132307,0.017675,0.018115,1
0.001361,0.004946,0.015853,0.029164,0.040504,0.052349,0.065298,0.079084,0.092586,0.109169,0.116031,0.119566,0.114856,0.119293,0.128852,0.125206,0.118335,0.102838,0.073812,0.071485,0.06569,0.029773,0.022056,0.021045,0.00698,-0.008292,-0.02592,-0.046971,-0.058044,-0.070915,-0.084899,-0.094938,-0.100436,-0.111424,-0.114709,-0.120715,-0.123834,-0.127503,-0.135862,-0.131835,-0.133295,-0.13399,-0.132762,0.016713,0.016857,1
0.003469,0.006691,0.015957,0.031383,0.044537,0.055162,0.066083,0.079508,0.092018,0.106026,0.114434,0.122288,0.117803,0.118956,0.128358,0.123459,0.116503,0.10436,0.073481,0.070366,0.063803,0.025463,0.022174,0.020618,0.006644,-0.009867,-0.029112,-0.04739,-0.05771,-0.071677,-0.086488,-0.095651,-0.101173,-0.112044,-0.114989,-0.120896,-0.123591,-0.126688,-0.134383,-0.130678,-0.133125,-0.134117,-0.132335,0.017739,0.01823,1
0.001729,0.004659,0.014153,0.027834,0.040285,0.053017,0.067292,0.081884,0.093803,0.110226,0.116311,0.121024,0.116601,0.117935,0.127134,0.124606,0.120958,0.11025,0.073484,0.068921,0.066384,0.029322,0.025075,0.024653,0.010301,-0.006659,-0.026835,-0.047029,-0.057714,-0.070224,-0.087205,-0.098039,-0.10155,-0.112486,-0.114851,-0.121147,-0.125475,-0.127924,-0.136742,-0.133246,-0.135061,-0.136612,-0.135933,0.014622,0.015259,1
0.003942,0.005639,0.014607,0.029659,0.040593,0.052402,0.066264,0.080008,0.090269,0.105183,0.114042,0.117095,0.112144,0.117147,0.125941,0.121775,0.1164,0.101571,0.074609,0.074868,0.067269,0.030373,0.024275,0.02104,0.007157,-0.008033,-0.026459,-0.045202,-0.05665,-0.069364,-0.083972,-0.094635,-0.09994,-0.110837,-0.113879,-0.119237,-0.122023,-0.126258,-0.13481,-0.131308,-0.133877,-0.134589,-0.133218,0.016108,0.017247,1
0.003619,0.005944,0.015184,0.028866,0.040163,0.052276,0.064475,0.079307,0.090878,0.105663,0.113331,0.113496,0.110382,0.120769,0.127032,0.121896,0.114574,0.099244,0.074971,0.073722,0.064883,0.02989,0.024995,0.022844,0.009459,-0.006668,-0.025851,-0.044362,-0.056332,-0.070414,-0.084455,-0.094125,-0.098799,-0.10929,-0.112132,-0.117838,-0.122221,-0.126425,-0.134603,-0.131853,-0.134025,-0.134855,-0.132906,0.016364,0.016181,1
0.00466,0.008093,0.016005,0.028328,0.039463,0.051914,0.064824,0.075725,0.089468,0.10634,0.112717,0.1171,0.112598,0.117211,0.125642,0.12312,0.116144,0.101076,0.072324,0.07106,0.065871,0.030188,0.023226,0.02131,0.008169,-0.008082,-0.026335,-0.044847,-0.056333,-0.069058,-0.082982,-0.092788,-0.098223,-0.110075,-0.113345,-0.119116,-0.122568,-0.125813,-0.133342,-0.130232,-0.13286,-0.134201,-0.132686,0.017058,0.016619,1
0.00335,0.005581,0.015469,0.029688,0.040506,0.051114,0.064378,0.079214,0.09131,0.107317,0.115652,0.117602,0.112725,0.120853,0.126488,0.120491,0.113194,0.098956,0.074547,0.073948,0.067643,0.031282,0.025468,0.022725,0.008106,-0.008181,-0.027141,-0.045629,-0.056035,-0.069184,-0.085011,-0.094823,-0.099709,-0.111033,-0.113408,-0.119318,-0.122323,-0.125966,-0.135428,-0.131559,-0.133245,-0.134961,-0.133725,0.016047,0.016252,1
0.003218,0.006193,0.014989,0.02975,0.041092,0.05156,0.064947,0.081034,0.092334,0.106332,0.115166,0.121101,0.11751,0.119299,0.12417,0.119541,0.112754,0.095425,0.069085,0.070109,0.066949,0.036991,0.027854,0.021702,0.007737,-0.007103,-0.025848,-0.045322,-0.056586,-0.069659,-0.084968,-0.094351,-0.099062,-0.110853,-0.113778,-0.119855,-0.122591,-0.125607,-0.134642,-0.131391,-0.133504,-0.13509,-0.134127,0.015073,0.015477,1
0.00675,0.008394,0.015904,0.028349,0.039201,0.050504,0.061423,0.077112,0.090005,0.103151,0.11137,0.116945,0.117124,0.122221,0.124668,0.120653,0.117581,0.103686,0.077412,0.07995,0.07478,0.041057,0.028811,0.024132,0.009927,-0.00615,-0.026368,-0.047061,-0.058141,-0.070367,-0.086673,-0.097264,-0.101661,-0.113425,-0.116284,-0.121703,-0.126132,-0.1291,-0.137377,-0.134268,-0.136289,-0.13727,-0.135757,0.016826,0.016707,2
0.006149,0.008253,0.016852,0.029817,0.03952,0.050787,0.063542,0.076266,0.086973,0.1022,0.110444,0.117014,0.113841,0.117707,0.1274,0.125112,0.118285,0.105595,0.079747,0.077639,0.070894,0.03889,0.03059,0.024283,0.010347,-0.005225,-0.025631,-0.04617,-0.058268,-0.070354,-0.086379,-0.096976,-0.101258,-0.112837,-0.11631,-0.122459,-0.125924,-0.128946,-0.138449,-0.134593,-0.136,-0.137526,-0.135585,0.01768,0.016478,2
0.004708,0.008124,0.015938,0.026577,0.035192,0.047392,0.060991,0.075431,0.088366,0.104025,0.111937,0.117447,0.118747,0.124586,0.134053,0.134057,0.129626,0.119034,0.093018,0.086488,0.077058,0.04707,0.037921,0.029485,0.013631,-0.002624,-0.022833,-0.045711,-0.059807,-0.073207,-0.090631,-0.101952,-0.10806,-0.120041,-0.122834,-0.129262,-0.133481,-0.136758,-0.145673,-0.142108,-0.143506,-0.144573,-0.143213,0.01444,0.013751,2
0.008759,0.010039,0.018878,0.031493,0.040665,0.049976,0.062658,0.076615,0.087492,0.104211,0.114836,0.117567,0.111603,0.11902,0.126548,0.123111,0.119577,0.108423,0.080902,0.078125,0.072137,0.04013,0.030857,0.024648,0.009157,-0.006054,-0.025498,-0.046147,-0.058255,-0.071629,-0.087055,-0.09805,-0.103363,-0.114626,-0.117796,-0.123959,-0.128343,-0.131487,-0.139747,-0.136189,-0.137302,-0.138339,-0.137455,0.018359,0.019271,2
0.00852,0.010058,0.018495,0.030041,0.038969,0.049334,0.060427,0.074403,0.085154,0.097868,0.10338,0.107069,0.104807,0.111197,0.1181,0.114639,0.110865,0.100225,0.073831,0.069185,0.066217,0.036162,0.023946,0.02036,0.006846,-0.00801,-0.02578,-0.044256,-0.054275,-0.065495,-0.079841,-0.089254,-0.094617,-0.10613,-0.107947,-0.114176,-0.118132,-0.120815,-0.130139,-0.126653,-0.128865,-0.130466,-0.129225,0.019889,0.017864,2
0.009351,0.011205,0.018957,0.031619,0.041615,0.051545,0.06234,0.075044,0.084897,0.097453,0.105306,0.107452,0.103147,0.11068,0.11521,0.113076,0.109718,0.097701,0.07365,0.072891,0.068082,0.037496,0.025506,0.019937,0.006783,-0.008827,-0.027198,-0.044008,-0.054459,-0.067356,-0.081639,-0.091088,-0.095741,-0.106068,-0.108396,-0.114574,-0.118176,-0.121259,-0.12994,-0.126474,-0.128696,-0.130503,-0.129886,0.019233,0.018128,2
0.006911,0.008317,0.015827,0.028883,0.039597,0.051205,0.064196,0.077178,0.086749,0.099871,0.10531,0.107747,0.106917,0.113454,0.11937,0.11523,0.10862,0.097713,0.074694,0.070056,0.06433,0.035965,0.026158,0.021325,0.007786,-0.007312,-0.026331,-0.045222,-0.054951,-0.066666,-0.081194,-0.090815,-0.094418,-0.105453,-0.109078,-0.115502,-0.118345,-0.121107,-0.130285,-0.126848,-0.129282,-0.131464,-0.131178,0.018516,0.017083,2
0.006706,0.00697,0.016133,0.028962,0.038399,0.050163,0.062807,0.076562,0.086944,0.099179,0.106539,0.112746,0.113272,0.115716,0.119299,0.11457,0.108519,0.097243,0.074127,0.072272,0.066989,0.035099,0.026526,0.021532,0.006876,-0.00909,-0.027888,-0.045876,-0.055181,-0.066717,-0.081585,-0.091105,-0.095527,-0.106527,-0.109083,-0.115385,-0.119756,-0.122652,-0.130205,-0.126977,-0.129823,-0.131452,-0.130938,0.01769,0.017439,2
0.00656,0.008556,0.017389,0.030448,0.04017,0.050976,0.063036,0.07662,0.087989,0.103007,0.110872,0.115928,0.115563,0.118513,0.123185,0.121621,0.116205,0.102686,0.081782,0.078689,0.071438,0.040566,0.030178,0.023784,0.008144,-0.007874,-0.026667,-0.045973,-0.057893,-0.070313,-0.085401,-0.096958,-0.101729,-0.112018,-0.115469,-0.121707,-0.125126,-0.127909,-0.136301,-0.133847,-0.135378,-0.135774,-0.135893,0.015207,0.016267,2
0.009066,0.01128,0.020188,0.03318,0.043271,0.053519,0.063744,0.078103,0.089969,0.103166,0.109859,0.113794,0.108997,0.112751,0.119409,0.118704,0.115174,0.100741,0.071838,0.068559,0.063176,0.031347,0.024816,0.020764,0.007324,-0.008058,-0.028343,-0.047211,-0.057048,-0.069095,-0.084144,-0.093637,-0.097975,-0.110084,-0.112554,-0.11722,-0.120951,-0.124536,-0.133031,-0.129305,-0.130841,-0.132435,-0.131785,0.020562,0.018895,2
0.011433,0.012101,0.021472,0.034108,0.043836,0.054509,0.064668,0.077871,0.088292,0.101689,0.110721,0.117409,0.113208,0.112589,0.119258,0.118027,0.113251,0.100222,0.074166,0.069732,0.063051,0.03106,0.023637,0.019417,0.005511,-0.010632,-0.030452,-0.048118,-0.058042,-0.07075,-0.085311,-0.094384,-0.099156,-0.109967,-0.111383,-0.116524,-0.120742,-0.12402,-0.131691,-0.127784,-0.130138,-0.13256,-0.132183,0.018049,0.01817,2
0.011311,0.012222,0.020484,0.033986,0.043172,0.051655,0.063979,0.079281,0.09105,0.10256,0.108934,0.113061,0.106688,0.113263,0.123582,0.120091,0.111159,0.097163,0.073964,0.072536,0.064673,0.0323,0.025796,0.01926,0.003915,-0.010792,-0.029717,-0.048746,-0.059005,-0.070509,-0.084155,-0.094184,-0.098951,-0.109455,-0.111229,-0.117381,-0.121044,-0.122886,-0.131419,-0.127655,-0.129771,-0.132476,-0.131484,0.019817,0.018821,2
0.007925,0.01115,0.020155,0.032364,0.041575,0.051835,0.063581,0.076817,0.08878,0.103321,0.111667,0.114284,0.111811,0.119729,0.124065,0.119238,0.115653,0.104351,0.077336,0.074302,0.069736,0.038237,0.027194,0.02114,0.006941,-0.009358,-0.028574,-0.047447,-0.059136,-0.071508,-0.085752,-0.096436,-0.101857,-0.112369,-0.114511,-0.119664,-0.123216,-0.125988,-0.133978,-0.131263,-0.133792,-0.135338,-0.134305,0.017812,0.01697,2
0.006599,0.0087,0.017694,0.030378,0.040187,0.051878,0.065029,0.079161,0.090011,0.102513,0.10971,0.11542,0.113217,0.116318,0.123732,0.119883,0.113514,0.102907,0.079052,0.075778,0.068757,0.035285,0.024787,0.02102,0.00841,-0.007561,-0.027181,-0.047015,-0.058251,-0.071161,-0.08594,-0.094551,-0.099163,-0.110817,-0.113426,-0.119129,-0.122981,-0.125352,-0.134009,-0.130583,-0.132645,-0.134822,-0.13435,0.016984,0.015236,2
0.010376,0.011601,0.020478,0.033722,0.042487,0.053716,0.065999,0.079422,0.089962,0.102115,0.107039,0.109841,0.107244,0.114262,0.120448,0.1165,0.113223,0.10281,0.075962,0.0706,0.064592,0.033982,0.024322,0.019676,0.006163,-0.008312,-0.026067,-0.045514,-0.056583,-0.067885,-0.083492,-0.094601,-0.099334,-0.110939,-0.112799,-0.117439,-0.121101,-0.123822,-0.133191,-0.129895,-0.132114,-0.134257,-0.132914,0.01917,0.018295,2
0.008256,0.008701,0.015446,0.028993,0.0387,0.049804,0.062864,0.076052,0.08823,0.103639,0.11103,0.114158,0.112574,0.117226,0.122844,0.119048,0.110549,0.098322,0.07637,0.072337,0.067086,0.038108,0.029294,0.024009,0.00923,-0.006373,-0.026132,-0.045857,-0.056612,-0.069671,-0.085197,-0.094696,-0.099169,-0.110246,-0.11308,-0.117889,-0.121598,-0.125375,-0.133281,-0.130286,-0.132256,-0.133302,-0.13274,0.017581,0.016738,2
0.008397,0.009384,0.016782,0.030842,0.040981,0.051605,0.066185,0.08059,0.08916,0.104089,0.111558,0.113772,0.113427,0.121413,0.125276,0.120091,0.114122,0.100115,0.074778,0.074628,0.068049,0.032183,0.022949,0.02058,0.007148,-0.009082,-0.028883,-0.047699,-0.058034,-0.07059,-0.086014,-0.095271,-0.099195,-0.110675,-0.113324,-0.11874,-0.122341,-0.124779,-0.134132,-0.130538,-0.131525,-0.133387,-0.133318,0.016566,0.016126,2
0.007825,0.010038,0.020674,0.034906,0.043828,0.054186,0.066247,0.07912,0.091018,0.106344,0.112691,0.114416,0.111157,0.115723,0.124195,0.121866,0.114549,0.099574,0.07234,0.071276,0.063867,0.031303,0.024933,0.019463,0.005178,-0.011341,-0.030355,-0.048341,-0.058667,-0.070986,-0.085848,-0.095477,-0.099789,-0.110336,-0.112987,-0.11787,-0.121203,-0.124804,-0.132345,-0.128644,-0.131371,-0.133969,-0.133434,0.017663,0.016836,2
0.008898,0.010666,0.019906,0.032247,0.041768,0.053514,0.066294,0.079626,0.088057,0.099318,0.107313,0.112281,0.107804,0.113969,0.12056,0.117342,0.112781,0.100877,0.074689,0.070114,0.064994,0.034329,0.026783,0.022953,0.007469,-0.009457,-0.0283,-0.046989,-0.056887,-0.068516,-0.083642,-0.093963,-0.098444,-0.108713,-0.111528,-0.117432,-0.120701,-0.123806,-0.132254,-0.128287,-0.131331,-0.133452,-0.131933,0.018084,0.01645,2
0.010763,0.01257,0.021659,0.034129,0.042502,0.052363,0.064761,0.078424,0.089117,0.100932,0.107035,0.111972,0.10974,0.112387,0.118057,0.113923,0.109239,0.098097,0.070737,0.06957,0.066168,0.035547,0.02594,0.021129,0.005995,-0.009414,-0.02742,-0.046552,-0.056945,-0.068707,-0.083587,-0.092916,-0.096946,-0.108665,-0.111692,-0.116765,-0.119467,-0.122831,-0.131934,-0.127864,-0.129632,-0.132421,-0.13199,0.018759,0.017904,2
0.003548,0.006137,0.014687,0.028067,0.038969,0.051765,0.064097,0.078155,0.090934,0.105875,0.114666,0.117638,0.113014,0.119167,0.12463,0.120236,0.116263,0.105295,0.080429,0.073675,0.066247,0.037227,0.028936,0.024886,0.011925,-0.003789,-0.02299,-0.043281,-0.056039,-0.069849,-0.085344,-0.096148,-0.101346,-0.112365,-0.115672,-0.1222,-0.12578,-0.128687,-0.136446,-0.133987,-0.136573,-0.137338,-0.13619,0.015083,0.015535,3
0.000957,0.003829,0.014151,0.027963,0.038954,0.051907,0.065159,0.078516,0.091239,0.104377,0.111296,0.116698,0.114828,0.120947,0.12843,0.123116,0.115937,0.103198,0.081014,0.077084,0.069226,0.038254,0.030875,0.025351,0.009784,-0.005538,-0.02443,-0.044955,-0.056746,-0.069951,-0.085274,-0.096084,-0.101442,-0.112909,-0.116107,-0.121969,-0.124944,-0.128081,-0.136267,-0.133076,-0.136055,-0.137533,-0.136201,0.013114,0.014077,3
-0.002085,0.00106,0.011162,0.024713,0.036157,0.049972,0.064147,0.078553,0.09144,0.106312,0.114201,0.121056,0.118769,0.122728,0.130026,0.126564,0.12004,0.105227,0.077514,0.077525,0.070577,0.033962,0.028991,0.027197,0.013362,-0.003292,-0.023814,-0.044541,-0.057133,-0.070364,-0.086073,-0.096774,-0.101395,-0.112675,-0.116052,-0.121962,-0.125438,-0.129135,-0.137554,-0.134351,-0.136966,-0.138108,-0.136674,0.01288,0.012818,3
-0.001428,0.001445,0.011679,0.026501,0.03785,0.051449,0.067224,0.080374,0.091353,0.106829,0.112879,0.116755,0.117236,0.122504,0.126888,0.12139,0.118305,0.107056,0.080804,0.0775,0.06896,0.036595,0.030061,0.026447,0.011922,-0.005232,-0.023938,-0.044326,-0.057282,-0.070777,-0.08594,-0.096982,-0.101891,-0.112448,-0.115851,-0.121694,-0.12521,-0.128548,-0.136861,-0.133586,-0.136359,-0.137916,-0.136342,0.012238,0.012878,3
-0.000468,0.002825,0.01393,0.028788,0.038802,0.051143,0.065734,0.080831,0.093258,0.106813,0.113416,0.116634,0.113826,0.119816,0.12956,0.126984,0.120764,0.105254,0.075721,0.074643,0.067762,0.035628,0.029931,0.024381,0.01059,-0.003981,-0.024763,-0.047006,-0.058861,-0.071153,-0.085813,-0.096133,-0.101802,-0.113667,-0.115949,-0.121459,-0.124444,-0.127121,-0.135607,-0.132949,-0.136084,-0.13784,-0.136617,0.013281,0.014143,3
-0.002179,-0.000019,0.008994,0.024912,0.036519,0.048856,0.063557,0.078898,0.091307,0.106091,0.113978,0.118177,0.115478,0.119244,0.125888,0.124942,0.119895,0.105973,0.07985,0.076027,0.070805,0.042606,0.034245,0.028349,0.013799,-0.002155,-0.022283,-0.043606,-0.056508,-0.070849,-0.085771,-0.096188,-0.101599,-0.11289,-0.115933,-0.121601,-0.125004,-0.12836,-0.137074,-0.134496,-0.137191,-0.138394,-0.137325,0.011174,0.012198,3
-0.001912,0.000871,0.010594,0.024322,0.034491,0.048983,0.064136,0.078648,0.092893,0.106704,0.113045,0.115548,0.116101,0.123373,0.127718,0.121902,0.11551,0.104685,0.081818,0.078518,0.071691,0.039626,0.032278,0.031194,0.017436,-0.000125,-0.020387,-0.04132,-0.05471,-0.069082,-0.085877,-0.097269,-0.101876,-0.113212,-0.116807,-0.122339,-0.126206,-0.130613,-0.139315,-0.136137,-0.138338,-0.139503,-0.138841,0.012191,0.012009,3
0.001476,0.004135,0.0139,0.027805,0.037804,0.050259,0.062904,0.076815,0.089935,0.102521,0.109664,0.116553,0.113258,0.117618,0.126141,0.121762,0.115501,0.104564,0.078001,0.075194,0.070041,0.038181,0.031384,0.028333,0.015626,0.001067,-0.019938,-0.041413,-0.05363,-0.068042,-0.085222,-0.096348,-0.101186,-0.112089,-0.114902,-0.121878,-0.125989,-0.129659,-0.138332,-0.134325,-0.136791,-0.137871,-0.136738,0.012915,0.013647,3
0.002441,0.005544,0.015764,0.030403,0.042852,0.054825,0.067702,0.084883,0.095069,0.108403,0.115989,0.116284,0.107656,0.114094,0.125807,0.121863,0.116172,0.104335,0.074394,0.072867,0.068715,0.037861,0.026157,0.019898,0.006912,-0.008551,-0.028418,-0.047384,-0.058078,-0.071759,-0.088055,-0.097658,-0.10178,-0.112708,-0.114918,-0.120814,-0.123784,-0.126183,-0.134624,-0.131207,-0.13252,-0.13343,-0.132255,0.015115,0.015149,3
0.002616,0.005503,0.016007,0.028855,0.040449,0.054546,0.06559,0.079321,0.093416,0.107901,0.115072,0.118219,0.111734,0.116608,0.124745,0.12088,0.114876,0.100716,0.07373,0.071085,0.066793,0.034479,0.025917,0.021316,0.007148,-0.006796,-0.02605,-0.047288,-0.057881,-0.070278,-0.086046,-0.096639,-0.1003,-0.110563,-0.113596,-0.118967,-0.121446,-0.124618,-0.133878,-0.130395,-0.132209,-0.133808,-0.132988,0.013957,0.015181,3
0.000344,0.001906,0.010434,0.026472,0.038124,0.049185,0.062363,0.077647,0.090416,0.10722,0.114847,0.117141,0.113984,0.118454,0.126637,0.124484,0.117403,0.10168,0.076427,0.078674,0.072286,0.040965,0.034326,0.026333,0.01078,-0.004871,-0.023346,-0.04273,-0.055559,-0.069829,-0.085364,-0.095873,-0.101132,-0.112404,-0.115505,-0.120839,-0.123535,-0.127332,-0.136201,-0.133945,-0.136836,-0.138233,-0.13774,0.011999,0.013272,3
0.001647,0.004432,0.012749,0.026327,0.038413,0.05075,0.064017,0.078562,0.089334,0.104795,0.113909,0.116559,0.113067,0.119519,0.124798,0.121602,0.117619,0.103984,0.075807,0.073064,0.06646,0.032324,0.026996,0.024835,0.012474,-0.002214,-0.02191,-0.042619,-0.055355,-0.06873,-0.084539,-0.095844,-0.100982,-0.112335,-0.113974,-0.119452,-0.123406,-0.1265,-0.135589,-0.132592,-0.134755,-0.136242,-0.135328,0.015513,0.015957,3
