@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute target {1,2}

@data
1.722378,1.597601,0.891773,0.746142,0.221958,-0.194716,-1.013758,-1.086532,-0.919229,-0.320321,-0.394796,-0.565382,-1.02209,-1.400081,-1.259315,-1.207765,-0.807039,-0.748055,0.158802,0.44591,0.935999,0.899073,0.990275,1.350635,1.141509,1.385987,1.575586,0.777778,0.401253,0.171556,-0.252365,-0.27951,-0.552377,-0.670137,-0.979075,-1.047476,-1.3258,-1.291036,-1.493231,-1.428918,-1.547637,-1.305047,-1.243158,-0.656802,0.052615,0.115149,0.633101,0.742754,1.314839,1.525723,1.530152,1.721291,1
1.864572,1.758717,1.369076,0.323182,-0.066409,-1.615416,-0.27347,-0.907811,-0.855276,-1.021827,-0.930684,-0.970672,-0.798286,-0.793603,-0.630712,-0.768825,0.478726,0.817398,1.22686,1.307886,1.107267,0.862545,1.251378,1.357092,1.185434,0.787374,0.566867,0.545181,0.189158,0.151085,-0.100632,-0.115768,-0.280645,-0.342071,-0.647178,-0.505717,-1.026126,-0.901025,-1.453845,-1.432483,-1.624482,-1.403612,-1.238217,-0.892977,-0.789049,-0.420724,-0.273517,0.412395,0.693203,1.401489,1.776817,1.850252,2
1.947404,1.801451,1.240811,0.213538,-1.285559,-1.721182,-0.295649,-0.500563,-1.0825,-0.796725,-0.977985,-1.069837,-0.819962,-0.750955,-0.169024,0.017049,0.352874,0.858,1.092182,1.04617,1.272825,1.343294,1.259082,0.736719,0.707129,1.193327,1.359722,1.262899,1.331715,1.162647,0.764165,0.307663,0.107126,-0.594447,-0.603381,-1.055906,-1.329876,-1.607667,-1.657347,-1.327743,-1.249272,-0.910176,-0.877417,-0.475671,-0.306931,0.166985,0.499678,1.030862,1.242349,1.688996,1.849113,1.931634,2
1.871543,1.82541,1.64516,0.947295,0.27226,-1.138113,-1.718401,-0.443574,-0.357504,-0.486619,-0.908729,-0.900338,-0.970752,-0.73699,-0.56403,-0.586606,0.434371,0.840336,0.969504,1.016611,0.935279,0.807083,1.511289,1.529523,1.496692,1.278206,0.882937,0.937734,0.911359,0.495119,-0.030333,-0.15979,-0.417135,-0.4242,-1.168588,-1.113786,-1.206461,-1.476233,-1.391092,-1.436021,-1.719437,-1.2892,-0.88471,-0.801915,-0.362266,-0.275602,0.554774,0.622884,0.912984,1.333032,1.748253,1.859398,1
1.972414,1.486534,0.77887,0.373614,0.366979,-1.034996,-1.486919,-0.526651,-0.47509,-0.549334,-0.757482,-0.763764,-1.05068,-1.092221,-0.795383,-0.795944,-0.54568,0.433365,0.486931,1.16907,1.167688,0.847766,1.300489,1.562465,1.481593,1.076173,0.854899,0.505919,0.435162,0.213043,0.233791,0.103706,-0.477301,-0.49304,-0.94979,-0.899958,-1.186696,-1.294716,-1.463918,-1.451595,-1.576488,-1.381215,-1.324875,-1.371037,-1.162648,-1.078216,-0.476821,-0.052399,0.499814,0.696693,1.366854,1.96575,2
2.08603,1.716432,0.178593,-0.952704,-1.407679,-0.964901,-0.403691,-0.338667,-0.889269,-1.171171,-0.652752,-0.599128,-0.678459,-0.342788,0.266115,0.332501,1.029783,1.256368,0.862235,1.152553,1.384092,1.059854,0.609537,0.495383,-0.29106,-0.012684,-0.004977,-0.321835,-0.996705,-0.638661,-0.812077,-0.854801,-1.416638,-1.16344,-1.123103,-1.298614,-1.656096,-1.30657,-1.123424,-1.143939,-0.790323,-0.750021,-0.247821,-0.172929,0.18945,0.265391,0.706776,0.772587,1.458029,1.515799,2.033014,2.083718,1
1.96355,1.953087,1.755026,-1.330869,-0.13589,-0.176799,-0.77806,-0.874948,-0.744173,-0.830307,-0.528854,-0.319388,0.144535,0.390987,0.429648,0.702198,0.992144,1.00435,0.732299,1.045701,1.573662,1.297444,0.74474,0.781188,0.226737,0.281818,-0.510456,-0.457921,-0.883198,-0.886656,-1.227965,-1.067484,-1.514156,-1.355401,-1.613922,-1.484194,-1.617059,-1.508328,-1.468783,-1.058814,-1.16322,-0.674134,-0.65741,-0.365947,-0.269892,0.076356,0.552829,0.621615,0.880369,1.424642,1.812688,1.950832,2
1.793599,1.493688,-0.392167,-0.553304,-1.363087,-1.473023,-0.17002,-0.433158,-0.778604,-0.97491,-0.740369,-0.776245,-0.605642,-0.63002,-0.359933,-0.32,0.380769,1.144756,1.203705,1.104628,0.847136,1.309094,1.610787,1.304256,0.996545,1.022033,0.933027,0.20411,0.191029,-0.3555,-0.381769,-0.168473,-0.739178,-0.785446,-1.035599,-1.212258,-1.152959,-1.545236,-1.350002,-1.423118,-1.751645,-1.456406,-1.552743,-1.349258,-1.341131,-1.009192,-0.955273,-0.71841,-0.682471,1.290104,1.447722,1.791242,2
1.868026,1.731697,1.424596,0.188062,-0.932676,-0.173567,-0.113519,-0.367077,-1.278686,-1.164492,-1.065946,-0.725496,0.169734,0.307238,0.425553,0.454519,1.090279,1.073285,0.799629,1.232602,1.580178,1.515964,0.871282,0.724725,0.381857,0.385368,-0.056041,-0.025354,-0.172815,-0.410016,-0.551463,-0.86368,-0.893939,-1.309988,-1.203124,-1.228797,-1.345853,-1.321571,-1.511683,-1.787772,-1.475557,-1.417851,-1.011499,-0.94122,-0.487335,-0.373335,0.003322,0.104114,0.452649,1.505367,1.861486,1.871243,1
2.124438,1.953081,0.872367,-0.58704,-1.524092,-0.275049,-0.886391,-0.881893,-0.776621,-0.873157,-0.831745,-0.627758,-0.591769,0.028472,0.001334,0.230504,0.348022,1.022649,1.05154,0.955982,1.092998,0.753918,1.349086,1.521597,1.432424,0.963867,0.80518,0.524274,0.57518,0.500977,-0.078012,-0.018488,-0.153905,-0.669061,-0.605314,-0.688642,-1.0575,-0.996174,-1.271456,-1.24946,-1.443871,-1.455557,-1.579189,-1.460243,-1.527887,-1.241836,-1.199131,-0.565842,-0.512594,1.684049,2.004853,2.128421,2
1.733407,1.325889,-0.634117,-1.491662,-0.625981,-0.303501,-0.29046,-0.54819,-0.711099,-1.12672,-1.069976,-1.294505,-1.068196,-1.02788,-0.661595,-0.661876,-0.482537,-0.437323,-0.049738,0.238649,0.69438,1.192098,1.235516,1.00865,1.378162,1.512224,1.549572,1.716928,1.487651,0.331383,0.324318,0.234169,0.130669,-0.29448,-0.245443,-0.514506,-0.522014,-0.882625,-1.108547,-1.090119,-1.296448,-1.280304,-1.686798,-1.20772,0.112906,0.182605,0.453417,0.571958,1.189643,1.333344,1.600529,1.749119,1
1.962635,1.847705,1.280331,0.887851,-1.322218,-1.452217,-1.274908,-0.377815,-0.316918,-0.644298,-1.000586,-0.976422,-1.105968,-0.80296,-0.779994,0.551742,1.085891,1.13987,1.07769,0.662447,1.336789,1.567509,1.337497,0.502746,0.522439,0.283205,-0.043921,0.007803,-0.411809,-0.392848,-0.786834,-0.671497,-0.987766,-0.902119,-1.380707,-1.233424,-1.552097,-1.479759,-1.509758,-1.392829,-1.396895,-1.063298,-1.046356,-0.662902,-0.604249,-0.329953,0.10899,1.043095,1.168705,1.387262,1.744602,1.952424,1
1.79586,1.638721,1.227534,-1.299483,-1.626555,-1.135252,-0.386656,-0.374175,-0.649813,-0.821707,-1.141243,-1.157652,-1.28059,-1.08969,-1.094302,-0.946857,-0.718859,-0.757299,-0.277488,0.38129,0.960894,1.050829,1.288411,1.272594,1.418924,0.895318,1.195376,1.359484,1.336857,1.172746,0.349998,0.461483,0.361959,-0.367324,-0.235825,-0.647001,-0.660497,-1.18376,-1.160658,-1.332195,-1.332525,-1.597152,-1.281908,-1.261702,-1.165366,-0.647001,-0.481288,0.882833,0.974891,1.262154,1.52709,1.8042,1
1.897503,1.336853,0.543817,-0.272932,-1.264663,-0.334224,-0.509143,-0.873064,-0.90872,-1.190365,-1.241059,-1.035007,-0.966268,-1.045699,-0.890205,-0.936938,-0.7648,-0.876239,-0.786625,0.052368,0.923547,0.909853,0.351151,1.308013,1.579135,1.557729,1.394092,0.905507,0.731513,0.273749,0.151471,-0.372855,-0.297713,-0.783956,-0.790891,-1.144058,-1.131946,-1.662162,-1.600238,-1.66292,-1.431283,-0.871309,-0.767966,-0.476247,-0.472938,-0.352734,0.187698,0.711404,1.127419,1.235953,1.852305,1.892651,2
1.892489,1.077984,0.679143,-0.712031,-0.893346,-0.373082,-0.265064,-0.351876,-0.949235,-1.187724,-1.052901,-0.474243,0.134629,0.937513,1.14527,0.961312,0.605039,1.077277,1.563354,0.948393,0.370575,0.177884,0.124834,-0.24497,-0.218604,-0.480923,-0.626308,-0.983998,-0.889508,-1.151156,-1.194459,-1.447563,-1.515372,-1.418457,-1.590431,-1.528162,-1.607747,-1.344074,-1.299519,-1.017022,-0.955559,-0.609392,-0.535056,0.239483,0.305282,0.73772,0.86619,1.51011,1.507003,1.761363,1.666315,1.885755,1
1.992541,1.889175,1.277802,0.222338,-0.962652,-1.542536,-1.450382,-0.309972,-0.892089,-0.970202,-0.962266,-0.791882,-0.537332,-0.548267,-0.209452,0.116326,0.198639,0.574346,1.182749,1.313254,1.151379,0.707267,1.190838,1.209393,1.102217,1.199757,0.703705,0.715745,0.49388,0.046083,0.230303,-0.005114,-0.466827,-0.252648,-0.55042,-0.636048,-1.04618,-1.001434,-1.291959,-1.413158,-1.391807,-1.580306,-1.551751,-1.294482,-1.291274,-0.822169,-0.785991,-0.310468,-0.245211,1.379652,1.907565,1.987251,1
1.853845,1.561553,1.168352,0.101193,-1.656563,-1.93847,-0.380467,-0.298075,-0.329961,-1.061519,-1.077708,-0.863833,-0.945971,-0.703881,-0.755419,-0.571582,-0.553885,0.305389,0.970305,1.178703,1.186934,1.090588,0.852661,1.464594,1.566758,1.371457,0.784053,0.779802,0.568854,0.633634,0.276172,0.089948,-0.179798,-0.125493,-0.276566,-0.697761,-0.698042,-0.928342,-0.904868,-1.185183,-1.303459,-1.434442,-1.274434,-0.957316,-0.925082,-0.139476,-0.108205,0.92484,0.971817,1.541032,1.807126,1.861498,2
1.779122,1.630657,0.958026,-0.711212,-1.453423,-1.535296,-2.009216,-2.185564,-0.964044,-0.295656,-0.715059,-0.883923,-0.904346,-1.138403,-0.848264,-0.75508,-0.421047,-0.470643,0.495664,0.624307,0.870136,1.039976,1.26574,1.236048,0.789194,1.102566,1.39541,1.188045,1.352152,1.320092,1.053956,0.598513,0.41363,0.008211,0.122054,0.123952,-0.426983,-0.435777,-0.582011,-0.591339,-0.827009,-1.284351,-1.243799,-0.531942,-0.443338,0.535098,0.710126,1.291183,1.400878,1.362038,1.69947,1.782667,1
1.820556,1.65649,1.082728,0.660746,-0.902744,-1.145976,-1.238417,-1.497151,-1.551499,-0.662965,-0.413951,-0.44996,-0.977649,-1.012859,-1.114748,-1.005571,-0.697957,-0.563023,-0.575559,-0.410572,-0.298369,0.121535,0.242657,1.033845,1.279545,1.280778,0.974515,1.338167,1.475757,1.301152,0.864564,0.80433,0.530798,0.322841,0.176165,-0.29181,-0.372849,-0.77231,-0.756687,-1.327624,-1.339409,-1.65816,-1.383131,-1.311193,-1.080715,-0.580126,-0.476088,0.261265,1.079254,1.771391,1.694313,1.819765,1
1.974235,1.831064,1.428838,0.349417,-0.321192,-1.392032,-0.043871,-0.321093,-0.50494,-0.730052,-1.11068,-0.882424,-0.933594,-0.832057,-0.606728,-0.404834,-0.597489,-0.592335,0.468002,0.580573,1.200755,1.123694,0.588968,1.070524,1.376787,1.484782,1.163481,0.500976,0.494176,0.330506,-0.681397,-0.64821,-0.120226,-0.080211,-0.725672,-0.769048,-1.22708,-1.271883,-1.50798,-1.499338,-1.92824,-1.679471,-1.381939,-1.347157,0.489939,0.698757,1.139058,1.171816,1.667165,1.761999,1.70953,1.966088,1
1.965475,1.837526,1.119677,-0.584301,-0.858375,-0.768699,-1.112598,-0.066292,-0.21959,-0.667541,-0.710207,-1.076426,-1.114025,-1.282672,-0.915326,-0.975774,-0.040589,0.013597,0.227956,0.461976,0.618896,0.869551,1.2393,0.569757,1.11807,1.52608,1.228583,0.638029,0.575046,0.200356,0.086727,-0.387895,-0.396405,-0.717732,-0.791736,-1.22717,-1.061923,-1.319777,-1.218731,-1.449266,-1.374579,-1.579389,-1.429138,-1.449951,-0.697421,0.127867,0.231612,0.732848,1.673955,1.822759,1.769961,1.957,1
1.912461,1.886554,1.536716,1.019174,0.028591,-0.131694,-1.777323,-1.659021,-0.802943,-0.659749,-0.483773,-0.472199,-0.624231,-0.851206,-0.821027,-0.950857,-0.974501,-0.85865,-0.409157,-0.359002,-0.505598,0.093127,0.995838,1.113086,0.882491,1.238028,1.458255,1.311791,0.833581,0.476231,0.489006,0.392111,-0.075658,-0.008723,-0.446396,-0.381626,-0.896705,-0.777924,-1.202012,-1.169485,-1.332565,-1.444431,-1.548646,-1.214293,-1.251823,-1.132803,-0.762923,1.087707,1.256995,1.602439,1.75979,1.905039,2
1.957881,1.873589,1.656057,-0.764246,-1.239582,-1.682661,-1.687153,-1.116905,-0.360436,-0.516495,-0.491528,-0.9334,-0.569935,-0.57136,0.250582,0.49099,0.699278,0.747763,0.970056,1.057048,0.981092,0.599399,1.033481,1.406772,1.193033,0.682575,0.726334,0.450682,-0.369468,0.002303,-0.335943,-0.720165,-0.689558,-0.77818,-1.529845,-1.259212,-1.565975,-1.418075,-1.575676,-1.196573,-1.129386,-0.914728,-0.876516,-0.564739,-0.491859,0.098376,0.217523,0.855469,1.083343,1.548963,1.869704,1.955155,2
1.944099,1.798563,1.128199,-0.90009,-1.262188,-1.045798,-0.335455,-0.271426,-0.824727,-1.165657,-1.160918,-0.667033,-0.676457,-0.539578,-0.017283,0.02589,0.441688,0.687668,1.233308,1.280462,1.2211,0.831018,1.375883,1.501501,1.125694,0.723675,0.467079,-0.101979,-0.042193,-0.78092,-0.600814,-0.584868,-1.055314,-1.000144,-1.558481,-1.584096,-1.441132,-1.467617,-1.503201,-1.712386,-1.283726,-1.243574,-1.034027,-1.013651,-0.632662,-0.542116,0.340121,0.540363,1.053742,1.211033,1.747012,1.940155,1
1.685513,1.372048,0.838522,-0.001908,-1.072453,-1.850829,-1.969081,-1.851787,-1.51788,-0.198811,-0.219122,-0.379183,-0.751845,-0.908044,-0.813507,-1.02193,-0.837612,-0.833126,-0.415959,-0.478912,-0.121914,0.023413,0.194674,0.315759,0.612973,1.067711,1.107926,0.908454,1.660589,1.841671,1.524801,1.000973,0.546126,0.528423,0.393558,-0.247014,-0.218497,-0.694468,-0.65384,-0.949296,-0.940203,-1.069195,-1.012629,-1.488831,-0.999528,-0.062954,0.095745,0.669623,0.770797,1.508634,1.758396,1.690027,1
1.793576,1.661919,1.039045,-2.150372,-1.9566,-0.321089,-0.326467,-0.612258,-0.628856,-1.056441,-0.955707,-0.879853,-0.302358,-0.32898,0.486332,0.498709,0.781749,0.823774,0.970459,1.216388,1.266719,0.90277,1.289627,1.260749,1.353713,1.325205,1.102125,0.925712,0.568251,0.31145,-0.498754,-0.178243,-0.162495,-0.413492,-0.421389,-0.564404,-0.509653,-0.80958,-0.783467,-0.970664,-0.944073,-1.162549,-1.548842,-1.043933,-0.987494,-0.317369,-0.090596,1.065012,1.474861,1.399772,1.70713,1.792569,1
1.923385,1.599681,-1.174541,-0.349077,-0.248813,-0.322155,-0.661607,-1.102671,-1.187018,-1.332724,-1.354844,-1.090256,-1.092958,-0.847647,-0.775595,0.104067,0.189743,0.387645,0.495883,1.105051,1.246975,0.713295,1.119899,1.456801,1.331972,0.893991,0.566055,0.608162,0.560274,0.337222,-0.134556,0.037115,-0.487869,-0.537079,-0.879378,-0.951601,-1.40784,-1.270515,-1.468584,-1.462801,-1.673428,-1.378361,-1.368183,-1.189877,-0.622562,-0.603113,-0.242563,0.025431,0.750273,1.58023,1.83529,1.922532,2
1.796564,1.562178,-0.016529,-1.131887,-1.366345,-0.475276,-0.416268,-0.411058,-0.498795,-0.721802,-1.186408,-1.084724,-0.895274,-0.427622,-0.398645,0.336637,0.488487,1.176105,1.26396,1.114678,1.500155,1.620148,1.546887,1.326965,1.350115,1.283553,0.908568,0.792077,0.394409,0.470771,0.242307,-0.18376,-0.057884,-0.142291,-0.449744,-0.82573,-0.688224,-0.682348,-1.203152,-1.335739,-1.416703,-1.65928,-1.430399,-1.458546,-0.88771,-0.461953,-0.351538,0.685411,0.901134,1.195857,1.555055,1.799807,1
1.86169,1.730059,1.324211,1.162695,-0.09649,-1.101328,-1.424603,-0.472816,-0.508202,-0.713115,-0.953012,-1.186375,-0.999499,-1.115832,-0.97392,-0.985482,-0.669168,-0.651903,-0.464823,-0.409486,0.550969,0.839747,1.198768,1.180454,1.008327,1.548546,1.574601,0.728405,0.470541,0.49363,0.30263,0.255832,-0.135023,-0.121344,-0.449495,-0.502131,-0.930593,-0.898403,-1.13001,-1.14248,-1.361829,-1.288024,-1.430256,-1.363269,-1.475761,-1.410665,-0.884835,0.911927,1.109542,1.559676,1.689217,1.852011,1
1.870996,1.651091,0.657047,-0.539747,-1.104736,-0.177432,-0.204511,-0.781995,-1.007184,-0.970705,-1.034987,-1.019821,-0.939649,-1.007259,-0.864803,-0.894799,-0.42048,0.567426,1.111534,1.226234,0.753508,0.729248,1.455207,1.604846,1.374553,0.650075,0.594654,0.331675,0.26943,-0.033327,-0.273891,-0.232393,-0.276707,-0.816843,-0.596117,-0.822977,-1.052891,-1.051615,-1.414156,-1.338352,-1.362108,-1.569627,-1.467644,-1.556048,-1.423761,-1.466856,-1.275014,-1.225187,-0.139057,1.47088,1.878178,1.881849,1
1.94888,1.860019,1.705913,-0.677977,-1.151984,-1.151749,-0.394681,-0.319396,-0.504665,-0.791535,-0.851979,-1.099028,-1.20661,-0.615715,0.018017,0.165035,0.388425,0.44143,0.635354,1.112542,1.215082,1.039078,0.561751,0.418042,1.030005,1.204533,1.256759,1.123606,0.824434,0.655431,0.235183,0.200707,0.044293,-0.771476,-0.600402,-0.72088,-1.159672,-1.115943,-1.260458,-1.568726,-1.559107,-1.784711,-1.612635,-0.892807,-0.857148,-0.306761,-0.172687,0.899477,1.07443,1.446571,1.772281,1.941348,1
