@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute target {1,2}

@data
-6.161372,3.981104,9.323071,-6.767622,3.198793,2.757468,2.676811,2.656433,2.652596,2.717054,3.126904,-5.381338,-4.987756,-4.902995,-4.889151,1
-5.613195,-5.377852,3.583644,6.615747,-6.025752,0.58281,2.586246,2.950426,3.137648,3.210676,3.035775,1.842951,0.986009,-5.816152,-5.698979,2
5.3881,5.309307,0.281557,2.630208,5.057334,-2.810453,-4.956029,-5.270725,-5.467829,-5.589434,-5.22996,-5.451793,5.284929,5.42626,5.398526,2
5.481489,5.021669,3.518383,3.654889,5.50631,4.920189,-4.941952,-5.057561,-5.142212,-5.183948,-5.202397,-4.488849,-3.885089,0.809839,4.98924,2
-7.693883,-4.580911,8.789115,9.679911,-10.975707,1.012646,1.077369,1.135192,1.167375,1.194179,1.258768,1.342042,1.43599,1.835118,-6.677206,2
-6.326109,-6.486687,2.817464,-2.268765,-5.390694,-1.103778,4.38747,4.414329,4.413349,4.463188,4.615693,4.675942,5.017768,-6.836215,-6.392955,2
-5.968894,-6.262421,4.283596,0.015024,-5.273404,3.299973,4.159817,4.152421,4.133807,4.074111,3.983273,3.754686,-2.948008,-5.581529,-5.822453,2
-6.49287,-3.826949,8.897841,5.188423,-4.68122,2.088874,2.033982,2.015366,2.011314,1.946919,1.892723,1.73616,-2.785936,-4.923619,-5.101008,2
-4.758093,-4.53803,-2.008881,6.482035,-6.173389,-4.23216,4.349583,4.483218,4.551503,4.578214,4.547007,4.413817,-2.187382,-4.696462,-4.810977,2
-6.38237,-6.071546,-1.419731,4.930264,-7.952985,-7.00891,3.64513,3.58313,3.620596,3.645796,3.693787,3.734607,3.780497,3.895013,-5.693275,2
-6.101128,-6.39227,4.138806,-0.316652,-5.981666,5.28002,4.718873,4.550146,4.459819,4.422016,4.40834,4.603988,-5.825868,-5.960973,-6.003449,2
3.705461,3.555085,1.52167,-3.950608,4.443656,10.594484,-4.413476,-4.058685,-4.045847,-3.956896,-3.959168,-3.931434,-2.842573,3.66251,3.67582,2
-5.860591,-5.750453,-4.441303,-0.363545,-6.773804,-6.598353,5.1421,4.775062,4.568689,4.478646,4.477636,4.655974,4.507065,3.047849,-5.864974,2
-5.156014,-5.474274,6.239453,-4.475287,-0.715361,4.732213,5.016549,5.108219,5.24626,5.441575,6.022928,-6.039011,-5.433952,-5.287351,-5.225945,1
-6.612503,-3.849674,9.0259,8.497588,-7.689754,1.606206,1.613879,1.618968,1.622953,1.632884,1.600479,1.495874,0.086153,-5.289514,-5.359436,2
-5.335902,-5.137459,2.13844,-1.671722,-4.736796,-0.504482,5.128762,4.984446,4.957268,5.121651,5.84794,6.07626,-5.86309,-5.518188,-5.487127,2
4.906579,4.961679,-1.518869,0.871016,4.616731,-1.878954,-5.109129,-5.450346,-5.474183,-5.341709,-4.739233,-0.149933,4.58564,4.82254,4.898172,2
-6.708435,-4.044597,9.175109,9.987033,-10.420374,1.362881,1.422812,1.46591,1.482451,1.532549,1.524425,1.569356,1.556471,-4.526287,-5.379302,2
-5.580504,-5.585991,6.010045,4.849752,-5.301754,1.871199,3.131444,3.395796,3.47127,3.448685,2.630704,1.969217,-3.404778,-5.375735,-5.529349,2
-5.561932,-5.504142,6.000272,4.876216,-5.10564,2.047579,3.394789,3.669407,3.795634,3.888601,2.910627,3.103528,-6.168337,-5.727253,-5.619351,2
5.759303,5.106013,1.360411,2.902034,5.392881,5.269649,-4.625284,-5.071194,-5.200694,-5.27846,-5.277892,-4.384396,-4.09025,2.725343,5.412538,2
-6.115514,-6.099432,2.64533,1.670029,-5.583567,1.229397,3.550927,3.692284,3.740889,3.743302,3.728581,3.631901,2.336098,-6.065693,-6.104531,2
-6.814501,-6.751304,2.226743,1.241529,-6.120532,-1.269686,2.995249,3.209591,3.27031,3.301698,3.307273,3.267882,3.160528,1.664888,-6.689669,2
-6.764945,-7.325806,4.554904,-0.517503,-6.093209,4.156791,4.065169,3.951106,3.85309,3.761201,3.666019,3.51013,2.182854,-6.431265,-6.568534,2
5.662678,5.730231,2.214648,3.951725,5.369842,0.143601,-4.159501,-4.6321,-4.71054,-4.79445,-4.827946,-3.797484,-3.204486,1.563766,5.490019,2
-5.967052,-5.672518,-3.122133,5.557166,-7.514526,-6.534659,3.900703,3.815477,3.82206,3.854508,3.864548,3.844611,3.774674,2.30884,-5.9317,2
4.718817,4.559608,3.152193,-2.883212,5.306662,7.195125,-4.109922,-4.237977,-4.075198,-4.197917,-4.084825,-4.207912,-4.047309,2.42574,4.486126,2
-6.020053,-5.848555,0.89266,3.254282,-6.114712,-1.085513,3.212773,3.473908,3.549393,3.61103,3.627674,3.58942,3.464214,-3.660217,-5.946305,2
5.249077,4.62203,3.090893,-2.48406,5.455037,8.818371,-4.121524,-3.581997,-3.43112,-3.434124,-3.583859,-3.93905,-3.897174,-4.613225,5.850727,2
5.224713,5.056413,-1.697351,-1.848695,4.663909,-0.989145,-3.758358,-4.190467,-4.136165,-4.220806,-4.421438,-4.382964,4.20972,5.225072,5.265562,2
-5.823598,-6.405045,2.598673,-3.755077,-5.544118,4.648834,5.260648,4.928994,4.712927,4.643604,5.311717,5.010404,-4.415862,-5.561394,-5.610705,2
-6.115074,-5.955598,4.10771,6.246551,-6.277648,-2.515352,2.274414,2.675971,2.858383,2.970175,3.010224,2.136913,1.568743,-0.959062,-6.026352,2
-6.873624,-1.439685,8.610085,9.452855,-10.176066,1.388064,1.304339,1.372566,1.423255,1.467887,1.567097,1.720682,2.145291,-6.203931,-5.758815,2
-5.844867,-5.731314,0.954281,3.241722,-6.266509,-4.908002,3.679772,3.748361,3.769533,3.764308,3.743101,3.672577,3.448419,-1.590445,-5.680935,2
-5.715798,-5.714308,2.962558,-2.399987,-5.840594,5.351331,4.87277,4.749987,4.722917,4.743517,4.812996,5.259606,-6.241911,-5.824147,-5.738938,2
-6.027711,-5.959097,5.756395,6.311742,-6.144025,1.190116,2.548464,2.856075,3.014417,3.066906,2.890157,1.763672,0.840839,-6.058191,-6.049761,2
1.169889,1.910045,9.879264,-3.617606,0.441944,2.363166,-3.017882,-2.206871,-1.850031,-1.648539,-1.58078,-1.486599,-1.343897,0.196841,0.791057,2
-5.837749,-5.539391,1.032355,-1.282186,-5.997944,-0.071926,4.008419,4.03555,3.955144,4.040667,4.392034,4.991051,4.55452,-6.27536,-6.005187,2
-6.67382,-3.819471,8.797601,9.536223,-10.014153,1.266505,1.34967,1.419087,1.413884,1.413968,1.416003,1.416052,1.29422,-3.534294,-5.281475,2
-5.738697,5.157919,11.002211,-8.942578,2.333616,2.354288,2.432241,2.514201,2.58217,2.668872,2.848864,-5.108421,-4.811077,-4.692728,-4.600882,1
-5.803709,4.698375,10.528463,-8.871582,2.635051,2.508143,2.56188,2.646371,2.713493,2.825452,3.22069,-5.325681,-4.894942,-4.761314,-4.680692,1
-4.973556,-5.198909,6.009589,-3.65186,-2.3016,4.813281,4.979266,5.051927,5.120617,5.223111,5.597968,-5.397121,-5.155807,-5.075577,-5.041328,1
-6.69602,-3.983636,9.050568,9.979928,-10.396273,1.45114,1.47472,1.500001,1.530098,1.572943,1.605085,1.660194,1.774745,-5.078037,-5.445455,2
-7.307352,-4.443977,8.84359,9.583612,-10.982178,0.224347,1.066941,1.069636,1.082847,1.068864,1.077671,1.06028,1.059865,0.980012,-4.384157,2
-6.95732,-4.334975,8.915546,7.37226,-7.041517,1.719577,1.707538,1.664214,1.668651,1.697926,1.689925,1.711759,1.595075,-5.769097,-5.639562,2
-5.550531,-5.623881,1.930276,-2.289166,-5.381881,-0.030909,4.533423,4.429493,4.334371,4.281292,4.403006,4.470755,1.363801,-5.393821,-5.476228,2
-5.295188,-5.138531,-2.853986,-0.248301,-6.465282,-6.037492,5.153372,4.818908,4.745948,4.728565,4.77047,4.95985,4.606242,-2.557593,-5.18698,2
-6.635436,-3.821347,9.071562,9.659999,-9.789953,1.572033,1.487466,1.519277,1.562574,1.595597,1.628391,1.66159,1.508379,-5.591337,-5.428794,2
-5.094524,-5.235498,1.427484,-5.438208,5.313484,5.524828,5.591888,5.534042,5.438589,5.130183,1.22405,-4.353527,-4.768871,-5.033275,-5.260646,1
-5.558271,-5.203632,-1.043044,-1.293367,-5.954603,-3.920987,4.720773,4.729752,4.752483,4.790364,4.887452,5.451449,5.83928,-6.390924,-5.806723,2
-6.698518,-3.814974,9.057162,9.922286,-10.546785,1.382633,1.335199,1.361475,1.381132,1.397597,1.40802,1.401997,1.275228,-3.55632,-5.30613,2
-6.32257,3.736253,8.69765,-4.791576,3.084512,2.761239,2.601008,2.542682,2.513311,2.537104,2.760817,-5.112501,-5.007248,-4.985835,-5.014846,1
-6.064411,-6.387397,4.162852,-0.254991,-5.697413,4.332252,4.356005,4.245492,4.159028,4.075451,3.944199,3.738629,-3.080809,-5.637147,-5.89174,2
-5.297174,-4.874799,1.166226,8.475018,-6.453837,-4.847076,2.978467,3.314777,3.551908,3.710772,3.822141,2.696032,2.864555,-5.60973,-5.497276,2
-7.029426,-4.32081,8.96284,7.427066,-7.199605,1.626421,1.612669,1.631529,1.675691,1.680306,1.6771,1.730532,1.862059,-5.583315,-5.753058,2
5.364608,5.476147,1.396901,4.351344,5.14864,-4.631977,-5.437759,-5.613268,-5.7689,-5.782961,-5.511806,-5.705084,5.87587,5.459045,5.379199,2
-5.553328,-5.265234,3.636986,6.680694,-5.8052,-0.019697,2.522453,2.909788,3.091724,3.190527,3.082851,1.907359,0.942372,-5.675427,-5.64587,2
-6.509688,-7.214262,5.699996,-4.138059,-6.076456,4.306875,4.231468,4.121114,4.057672,3.966746,3.886349,3.735496,2.372125,-6.145822,-6.293559,2
-6.724984,-3.759988,8.842672,9.767641,-10.115496,1.383272,1.459217,1.50094,1.516544,1.51936,1.550573,1.565495,1.587236,-4.686432,-5.406049,2
5.60697,3.915789,-6.220878,3.71956,-2.378475,-4.460458,-4.6265,-4.724927,-4.641596,-4.547293,-3.568405,3.428956,4.834921,6.195878,7.466458,1
5.350725,3.690801,-1.092563,2.957463,-0.17465,-4.693147,-5.202968,-5.431597,-5.600166,-5.661736,-5.645969,3.6421,4.772995,5.97485,7.113862,1
-4.751777,-4.789287,7.257743,-5.748732,5.339845,5.387343,5.403328,5.41434,5.490243,5.748709,-5.318167,-4.944419,-4.85874,-4.822733,-4.807696,1
4.445006,4.518269,-6.42037,3.917939,-0.052643,-3.788527,-4.291465,-4.631779,-4.528725,-4.452938,-1.936653,4.204755,4.31798,4.34462,4.354532,1
6.693958,6.19526,2.254398,1.795961,6.262208,4.258741,-4.346896,-4.115286,-4.232823,-4.309112,-4.436806,-4.148151,-4.149246,-4.241181,6.518975,2
5.466172,5.628802,1.430429,4.065739,5.569854,-5.257061,-5.50139,-5.636832,-5.701643,-5.68406,-5.190715,-5.23498,5.210842,5.406692,5.42815,2
-4.902854,-4.706609,1.894836,4.100476,-5.084687,1.882211,4.203065,4.391358,4.431035,4.364545,4.18193,-0.191833,-4.708256,-4.910321,-4.944897,2
1.603744,1.41659,0.737644,-2.100674,2.056575,13.069549,-3.110978,-2.900853,-2.706056,-2.701497,-2.695773,-2.811829,-3.058578,1.623757,1.578379,2
5.582971,5.306898,5.042291,3.539492,5.80364,5.98656,-5.448386,-5.328386,-5.265162,-5.300676,-5.240704,-4.766068,-4.00374,-0.985907,5.077178,2
-5.706443,-5.743048,6.025018,4.355286,-5.54183,2.288821,3.027951,3.213723,3.301109,3.286045,2.634455,1.847178,-1.948752,-5.414703,-5.624807,2
-5.784141,-5.802709,-4.324444,10.153472,-7.93129,-7.136496,3.101509,3.123535,3.215568,3.282481,3.351284,3.322374,2.111026,1.880626,-2.562794,2
5.318331,6.413392,0.461055,3.490201,6.319336,-4.795898,-4.997589,-5.007819,-5.066729,-4.936597,-4.460444,-4.080837,0.952893,5.545362,4.845344,2
-5.868872,-5.899949,2.776455,1.592246,-5.976424,4.342722,4.321546,4.260315,4.203256,4.158428,4.120324,4.087797,-4.576424,-5.718343,-5.823076,2
-5.533678,-5.342771,-4.169059,6.364111,-6.651448,-5.774382,4.585729,4.503865,4.529885,4.602523,4.68091,4.820741,5.351692,-6.247808,-5.720312,2
-1.155823,2.587744,-3.388324,2.707502,11.080946,-1.17446,-1.526043,-1.558726,-1.63262,-1.717627,-2.020625,3.48473,0.687462,-1.958555,-4.41558,1
-5.523702,-5.260389,-0.75651,4.651714,-6.560191,-5.934822,4.290302,4.201731,4.202423,4.204105,4.237148,4.243188,4.294123,-4.723716,-5.565404,2
-8.372887,9.724984,9.803183,-7.353048,0.998283,1.883399,1.884528,1.903593,1.876693,1.886101,1.958296,2.322166,-6.331568,-6.024432,-6.159293,2
-6.643817,-3.868321,8.788653,7.161445,-6.725051,1.726594,1.70447,1.679018,1.708092,1.703712,1.648323,1.534732,0.187619,-5.262799,-5.342671,2
-5.506912,-5.137467,-0.99681,-0.859302,-6.211191,-4.816777,4.854692,4.840196,4.799471,4.835544,4.913253,5.498458,5.871032,-6.330165,-5.754026,2
-5.742673,-5.44891,0.453642,-1.599085,-5.75419,-3.164898,4.589452,4.517001,4.51246,4.523932,4.619342,5.320361,5.637505,-6.504177,-5.959758,2
-5.73227,-5.387182,-0.789757,4.747485,-6.284657,-3.099864,3.569442,3.834859,3.972289,4.057531,4.171165,4.271223,4.604743,-6.020045,-5.914962,2
2.039583,4.257188,-3.329057,0.331583,-0.623913,-1.71858,-1.878568,-1.891725,-1.863233,-1.733964,-0.347071,1.565233,1.663549,1.723363,1.805613,1
-5.158266,-4.768173,-0.497553,9.789964,-6.879061,-5.427179,3.107999,3.368561,3.623206,3.786427,3.915152,2.873041,2.957682,-5.34946,-5.342339,2
5.633451,6.054767,1.069461,4.697799,6.008422,-5.479238,-5.546819,-5.625345,-5.620109,-5.535931,-4.65643,-4.157561,2.619072,5.131345,5.407118,2
-5.657741,-5.423963,-3.269063,10.118797,-7.266674,-4.63776,2.647998,3.033897,3.255025,3.400048,3.498374,2.811579,2.186219,1.024753,-5.721487,2
-5.853822,-6.211035,7.970643,2.433564,-5.056859,3.322021,3.677865,3.740033,3.805812,3.822062,2.728948,2.627603,-5.568142,-5.693768,-5.74493,2
-5.595617,-5.300073,3.641891,6.89034,-5.915001,-3.381043,2.645877,3.038311,3.235323,3.379456,3.471066,2.267643,2.291879,-5.005883,-5.664165,2
-5.692629,-5.327892,-0.752445,4.755582,-6.335596,-4.528293,3.892031,4.05945,4.149921,4.255777,4.369814,4.521799,5.076852,-6.503791,-5.940582,2
-4.751083,-4.786844,12.751028,-5.98597,3.12989,3.352942,3.437977,3.455588,3.440789,3.305081,1.423875,-4.563853,-4.69125,-4.742434,-4.775735,1
5.536443,4.713376,0.974077,2.354427,4.635043,-1.320528,-4.648673,-4.995478,-5.120549,-5.163831,-4.956234,-4.726358,2.026858,4.837905,5.853522,2
4.735289,4.854488,1.547209,4.257571,-1.026611,-5.159031,-5.484124,-5.683059,-5.907008,-6.028654,-6.215781,5.351748,4.996764,4.903358,4.85784,1
2.843927,2.295477,3.826892,-2.705741,3.978425,8.683935,-3.377383,-3.562033,-3.296112,-3.356945,-3.64063,-3.80032,-4.091998,3.154327,3.04818,2
-4.834653,-5.363542,8.218769,-5.414043,4.621214,5.278183,5.390682,5.452278,5.583212,6.085179,-5.457353,-4.995051,-4.884928,-4.842526,-4.837419,1
-6.428589,-3.761017,8.959835,5.224582,-4.477427,2.180535,2.175027,2.210415,2.201095,2.189188,2.226642,2.38092,-4.923185,-5.070589,-5.087433,2
-4.930477,-5.466238,13.204151,-5.912637,2.631639,3.420907,3.558125,3.52614,3.516782,3.389704,2.497522,-4.807403,-4.844773,-4.874051,-4.909391,1
-4.896042,-5.352952,11.578695,-4.775741,-0.587908,3.942104,4.555359,4.693483,4.680697,3.254821,2.248991,-4.668093,-4.783132,-4.890286,-4.999996,1
-5.30587,-5.037283,-2.382328,5.892862,-6.302692,-2.932856,3.668964,3.951892,4.056459,4.122824,4.151204,4.109412,2.865186,-5.447163,-5.410612,2
-5.634014,5.595209,11.086547,-7.085549,1.935833,2.179133,2.287479,2.37038,2.393178,2.345772,0.606698,-4.502134,-4.562565,-4.5363,-4.479666,1
-6.126374,-6.781083,6.039038,-3.858019,-5.980384,5.627293,5.017993,4.854899,4.78739,4.776116,4.82759,5.350633,-6.520057,-6.022233,-5.992802,2
-5.738974,-5.557218,-4.125361,9.79327,-7.164247,-7.015659,3.566163,3.417901,3.490172,3.58704,3.634969,3.450482,2.40055,2.212412,-5.951496,2
-6.043354,-6.277356,4.174921,1.847919,-5.754808,4.447908,4.435063,4.345012,4.307839,4.281626,4.26064,4.095016,-6.160881,-5.979125,-5.980419,2
1.612733,2.278816,10.35866,-4.036653,0.576609,1.958305,-3.110461,-2.342487,-2.111467,-2.069604,-1.999495,-1.881454,-1.902446,1.314883,1.354061,2
-4.662959,-3.261179,-0.615541,-5.813784,6.271286,5.719153,5.580506,5.457584,5.320469,5.052963,-0.462032,-4.402186,-4.654973,-4.747051,-4.782254,1
-4.883156,-5.465733,14.345867,-5.366437,1.623157,3.09795,3.256268,3.289066,3.305506,3.330671,3.007548,-4.972163,-4.860336,-4.845955,-4.862254,1
6.028942,6.026384,1.045412,2.935672,5.83205,-0.00929,-4.20393,-4.617665,-4.667841,-4.673765,-4.70806,-3.438532,-3.214518,1.832558,5.832583,2
-5.40679,-5.00675,1.085537,8.436512,-6.420424,-2.771495,2.508546,3.011293,3.263105,3.439864,3.548212,2.353305,2.38834,-4.901981,-5.527276,2
5.019198,4.986753,4.079946,3.398064,5.524407,5.625174,-5.780267,-5.673758,-5.736546,-5.754142,-5.788372,-5.017291,-5.16474,5.136702,5.144868,2
6.162076,6.375673,0.976706,5.471296,5.598625,-2.986605,-4.701448,-5.045969,-5.251595,-5.281725,-5.076666,-4.3802,-4.637855,6.583005,6.19468,2
-5.187541,-4.925341,0.940615,-1.086208,-5.256136,1.173864,4.91737,4.834238,4.805315,4.881496,5.356668,5.624393,-5.360272,-5.408326,-5.310134,2
3.558969,3.195225,2.28854,-1.341703,3.938092,7.763167,-3.154376,-3.437499,-3.391293,-3.064939,-3.210061,-3.575146,-3.430624,0.389382,3.472267,2
-6.478035,-6.778492,7.36525,4.181794,-5.550241,1.538221,2.817863,3.012287,3.126487,3.185071,3.077498,1.802695,1.636559,-6.519955,-6.417,2
4.158589,4.056049,3.13281,-3.941382,5.849206,9.992878,-5.759475,-4.607553,-4.221131,-4.150654,-4.212935,-4.289009,-4.773139,4.563568,4.202179,2
5.555134,5.549581,-1.978232,0.38741,4.522477,-0.755128,-3.078207,-3.649378,-3.6427,-3.703016,-3.764414,-3.879847,-2.47366,5.440736,5.469246,2
1.697411,1.54858,0.01078,-2.263822,1.052108,13.637259,-1.751939,-1.925564,-2.085838,-2.13798,-2.069575,-2.430408,-2.539822,-2.622129,1.88094,2
-6.394485,-6.56977,1.994103,-2.696445,-5.62198,0.783338,4.429977,4.332425,4.334621,4.399753,4.46134,4.871655,5.224303,-7.055426,-6.49341,2
-6.503619,-6.123534,2.814588,6.0198,-6.99117,-6.890952,3.11383,3.129204,3.224202,3.335789,3.437687,3.296056,2.352253,2.818842,-7.032976,2
-5.050427,-6.480519,6.457385,-10.365718,2.058009,1.582309,1.539986,1.47901,1.437918,1.400602,1.36085,1.322753,1.248189,1.135549,0.874105,1
-6.112975,-5.813411,0.921396,3.27182,-5.905154,-1.117095,3.425603,3.710516,3.843742,3.949882,4.058697,4.219111,4.768995,-6.886583,-6.334547,2
5.817921,5.906348,2.520055,4.577911,5.384388,-2.844989,-4.826169,-4.855712,-4.96115,-5.130497,-5.059952,-4.271337,-4.016821,5.97028,5.789721,2
-5.143031,-5.149777,-4.583003,11.067886,-6.457516,-6.254006,3.828208,3.67251,3.781982,3.833576,3.840826,3.071797,2.469032,-2.969432,-5.009051,2
5.542251,5.592678,1.759503,3.603066,5.068549,-0.909132,-4.496784,-4.877376,-4.990618,-5.078272,-5.022448,-4.191391,-2.93247,5.452502,5.479944,2
