@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute target {1,2,3,4,5,6,7}

@data
10.658069,3.450293,-0.788572,-5.818393,-6.073994,-0.463255,5.663361,5.715067,-1.193468,-7.020106,-8.354416,1.454987,0.13304,0.229653,-0.130741,-1.789422,1.322101,1.926136,-1.307151,-8.039715,-4.327609,2.508798,5.900391,0.263312,-5.249906,-3.942228,-0.071666,4.235265,11.110168,4
10.143353,5.101977,0.827916,-1.651921,-3.914718,-7.662392,-5.920236,-5.855639,-5.645231,-2.211542,2.187552,2.962303,0.24577,-1.932137,1.669223,4.245078,6.475074,6.73962,1.236399,-1.925609,-0.372702,-1.297111,-5.479955,-6.71766,-5.966997,-2.940625,1.592668,5.6339,10.433644,1
11.903637,6.252558,1.956086,-2.130877,-6.588316,-6.878959,-4.546977,0.283546,0.375997,-4.430864,-5.222022,1.261519,3.342953,1.624306,3.451919,-1.486864,0.096778,3.256642,0.656787,-5.132679,-4.334418,-0.211927,-2.541512,-6.04435,-5.367637,-1.00818,2.479778,6.754231,12.228848,7
12.235023,6.146575,2.28728,-2.170541,-6.354995,-6.135761,-2.471956,0.799475,-3.209264,-6.42616,-1.162585,3.371804,1.783427,2.456481,-2.054833,-0.983432,2.150385,2.763701,-0.740374,-6.234116,-2.926824,0.913073,-2.151937,-5.961088,-5.903312,-1.480921,2.298034,6.614854,12.547988,7
12.270006,6.246664,2.133664,-1.745077,-6.149485,-6.387184,-2.895112,0.884998,-2.008528,-6.324225,-1.803643,2.540029,2.066498,2.701849,-2.329473,-0.383117,2.631787,2.252855,-0.19703,-5.954757,-3.313183,0.588392,-2.605244,-6.232682,-5.960727,-1.526184,2.300784,6.676735,12.521391,7
11.465119,5.867023,1.387464,-1.389957,-4.805774,-7.688651,-6.867374,-4.345939,0.479812,3.436087,3.358007,-0.988042,1.092903,1.96666,-1.610981,-1.999906,1.00699,2.432081,0.766777,1.962882,-1.515434,-5.075703,-7.461563,-6.888143,-4.260078,-1.025435,2.079171,6.928984,11.69302,3
12.451586,7.290932,4.252308,-0.905524,-5.497352,-6.526802,-3.651897,0.35122,-1.858394,-6.506581,-1.309883,1.85987,2.513445,1.7724,-2.801754,-0.448339,2.425888,1.901127,1.00322,-4.894293,-5.069735,0.158137,-1.243154,-5.196612,-6.540743,-2.935039,1.613646,5.583653,12.208669,7
5.009539,3.054483,3.405696,-1.865505,-6.19224,-8.835791,-3.866033,-0.618558,0.434047,-2.425454,-4.489092,-2.555065,2.607959,5.492218,10.872468,10.687057,5.911686,2.482118,-1.910738,-4.458114,-2.021793,-0.625843,-1.454235,-6.62796,-7.723044,-3.83638,1.781768,2.964588,4.802218,5
11.795991,6.146455,1.686392,-1.413016,-4.902165,-7.597029,-6.611652,-4.023353,0.87615,3.325102,2.73766,-1.508994,1.39058,1.601528,-2.061851,-2.277792,0.894191,2.153863,0.252532,1.872397,-1.356381,-4.890979,-7.25559,-6.79276,-4.028474,-0.805747,1.9181,6.805016,12.069826,3
10.523826,5.654835,1.081503,-3.139651,-6.550808,-6.079645,-5.882862,-4.706076,0.275354,2.963705,1.774305,-1.842683,-1.091904,2.895189,6.836524,6.073897,0.898794,-2.399839,-0.893991,1.670081,-0.00682,-4.531689,-6.256485,-6.103699,-6.255035,-2.923014,1.338219,5.8377,10.840269,1
12.289677,6.12019,2.226862,-2.076065,-6.143814,-5.89138,-2.113884,0.967607,-2.767738,-6.636378,-1.362691,2.637637,2.029459,1.625395,-2.845053,0.001613,3.090552,2.330409,0.358473,-5.911309,-4.429785,0.394107,-1.880716,-5.852296,-6.015035,-1.669369,2.368955,6.597342,12.557233,7
10.360754,4.351612,0.561646,-4.025174,-7.171644,-3.598247,3.343875,6.897354,1.224113,-5.126777,-8.893724,-0.410991,2.032071,-0.102499,0.256668,-1.497462,0.986155,2.322299,-1.742654,-8.268676,-3.570366,3.146658,6.203698,0.207037,-5.652572,-4.986595,-0.917342,3.419679,10.651101,4
11.379815,5.909134,1.17668,-1.770523,-4.745694,-7.891125,-7.193228,-4.891983,-0.124271,3.242601,3.977138,-0.300307,1.263138,1.306248,-1.416912,-0.93815,2.068857,1.409556,2.312509,2.410969,-1.477991,-5.425073,-7.443756,-6.922022,-3.565655,-1.426338,1.217847,6.306242,11.552293,3
11.247457,4.188156,-0.744628,-4.946194,-6.705822,-1.358107,5.38478,6.592988,-0.77234,-7.43988,-7.170506,0.489721,1.267342,-0.151675,-0.511491,-1.74539,0.768645,1.683769,-0.942383,-7.601141,-5.044962,2.629009,5.793486,0.916711,-4.534411,-4.847335,-0.610422,3.387926,10.776696,4
10.948056,4.760474,0.809692,-4.506823,-6.521438,-5.993201,-4.586578,-1.666769,1.511958,3.34005,1.475353,-2.792458,-4.248638,-0.205492,5.211118,7.789631,1.18686,-3.962602,-3.287106,0.088419,1.417112,-0.227745,-4.040139,-6.117192,-6.676936,-2.904576,1.849284,5.641202,11.708482,2
10.614366,4.383523,1.285077,-4.137362,-6.961883,-6.073339,-4.490736,-1.143307,2.054833,3.504116,1.101098,-3.379475,-2.776776,1.311533,6.633004,7.075478,-0.016297,-4.06744,-1.925078,1.69529,0.646077,-2.104636,-5.403238,-6.78258,-6.903674,-2.441828,1.793236,5.193829,11.316191,2
4.349812,3.310981,3.163647,-2.632151,-6.964457,-8.968556,-3.445869,-0.401868,0.537916,-2.244248,-3.755749,-1.581055,3.539351,6.464597,11.549661,9.322721,5.183074,1.263721,-2.916077,-3.539424,-0.623676,-0.180645,-2.141384,-7.753543,-7.768142,-3.695264,2.289051,3.259576,4.378001,5
11.312104,6.019409,1.263884,-1.829886,-4.527239,-7.773933,-7.361024,-5.324797,-0.88178,2.761538,4.411933,0.550932,0.630363,1.445902,-0.96628,-0.92652,2.026426,1.646418,2.456861,2.61072,-1.190135,-5.255303,-7.408554,-7.107708,-3.69188,-1.555783,1.134825,6.14887,11.380638,3
11.670587,5.4426,1.083728,-4.026789,-7.264916,-6.066279,-2.26573,1.227201,-1.07308,-4.236825,0.689046,4.347948,2.479825,-1.718681,-3.38483,-0.648579,3.173599,3.424121,-0.431887,-3.206258,0.140671,-1.173492,-5.110223,-7.405781,-6.198465,-1.651167,2.527925,7.154423,12.501308,6
12.424413,6.387278,2.240283,-1.433009,-6.185585,-6.362577,-3.755246,0.85546,-1.076645,-6.050345,-3.703321,2.76012,1.955106,3.047439,-0.194124,-2.030917,2.395107,2.766858,0.47761,-5.602917,-4.536563,0.261046,-1.596341,-5.471467,-6.127035,-1.978595,2.112801,6.061809,12.359357,7
4.057432,3.479125,2.271457,-3.248343,-7.841479,-6.950214,-0.775901,0.136614,-0.917832,-3.999636,-3.700359,0.246721,4.664321,8.367225,12.548273,7.406773,3.947298,-1.150268,-4.077025,-3.242637,-0.142401,-0.334402,-3.50221,-8.700541,-6.502751,-2.44327,2.794177,3.189227,4.420625,5
10.807105,3.390588,-0.739573,-5.659536,-5.813898,0.049255,6.218956,4.874968,-2.145206,-8.120949,-6.117113,2.376738,-1.116702,1.324649,-1.897126,-0.646957,1.117697,1.775186,-2.611377,-8.445869,-3.340792,3.553594,6.019048,-0.349154,-5.605085,-3.714229,-0.146091,3.898706,11.063167,4
12.099598,5.872052,1.813506,-2.475838,-6.730845,-6.168919,-3.020645,1.411746,-0.837958,-5.422274,-4.95638,2.473662,2.625788,2.50871,0.984947,-1.938852,2.158533,3.128281,-0.520651,-5.974515,-3.037197,0.691793,-2.734713,-5.873516,-5.835767,-1.638903,2.32895,6.626027,12.44338,7
11.334702,5.947683,1.154848,-1.872033,-4.604635,-7.822512,-7.235933,-4.96529,-0.328466,3.123274,3.784081,-0.211821,1.553612,0.923913,-1.415622,-0.437472,2.07441,1.134381,3.143958,2.456743,-1.498028,-5.549957,-7.415672,-7.076484,-3.553305,-1.560198,1.208189,6.243403,11.464232,3
10.725658,5.998904,1.775281,-1.649305,-4.604596,-7.514398,-7.823778,-5.892154,-2.330375,1.62365,4.456677,3.389118,0.2831,1.267238,2.414857,-0.457387,1.242909,2.95162,2.049829,1.065838,-2.454761,-5.841315,-7.334183,-6.770014,-3.88892,-1.40377,1.831682,6.106787,10.781808,3
10.283965,5.448591,1.238124,-2.848088,-6.005473,-7.586177,-5.686414,-5.861963,-4.757863,-0.816207,2.982666,2.453267,-0.989155,-0.839755,2.940767,6.254078,7.127867,2.198961,-1.77869,-1.088135,1.00665,-2.143244,-5.559772,-5.482789,-5.645412,-2.848094,1.619648,5.791159,10.591487,1
11.601746,5.792033,1.344442,-3.522035,-7.230163,-6.785739,-2.508732,1.045809,-0.598033,-3.9514,0.384715,4.137931,2.824994,-1.254492,-3.422808,-0.793085,3.013188,3.62283,-0.400034,-3.094751,0.23644,-0.856005,-5.076631,-7.681763,-6.378838,-1.9445,2.33323,6.922782,12.23887,6
12.921438,6.949842,2.432697,-1.861187,-5.429056,-5.73198,-2.685934,1.206518,-2.432853,-6.323072,-1.521705,2.598273,2.129901,2.398023,-2.33645,-0.926758,2.332856,2.259855,-0.688816,-6.071385,-3.998938,0.483581,-2.015154,-5.471051,-6.308011,-2.273012,1.982771,5.917551,12.462056,7
11.622018,6.049539,1.61498,-2.935446,-7.064518,-7.499825,-3.412701,0.564226,0.195104,-3.539639,-0.436814,3.836716,2.836517,-0.880857,-2.988702,-0.986291,2.848753,3.816321,-0.400011,-3.229457,0.427279,-0.551849,-4.951214,-7.919493,-6.229861,-1.90908,2.224759,6.813683,12.085862,6
11.334836,5.871876,1.08399,-1.907887,-4.711108,-7.999985,-7.331327,-5.132348,-0.262133,2.812969,3.868326,0.250924,0.808824,1.511975,-1.300403,-0.988781,1.91926,1.257351,2.703893,2.891445,-1.242985,-5.1496,-7.282698,-6.992474,-3.637187,-1.452363,1.216687,6.319201,11.539721,3
4.993849,3.226211,3.273245,-1.852173,-6.012575,-8.637205,-3.733369,-0.418548,0.264152,-3.009488,-4.720923,-2.480028,2.704245,5.511932,11.117653,10.603239,5.779567,2.340627,-2.008492,-4.832993,-2.411388,-0.579319,-0.794705,-5.760887,-7.913616,-4.267443,1.772299,3.157435,4.6887,5
10.378457,4.423028,1.244284,-2.039678,-6.962825,-6.968336,-5.81159,-3.288104,0.455233,2.967957,2.417177,-1.623795,-3.788915,-0.477289,4.952837,8.824594,3.756523,-2.32274,-3.570699,0.701928,1.633113,-0.865562,-4.576241,-6.251703,-6.913488,-3.19864,1.322043,4.747579,10.83485,2
11.275161,5.10249,1.435886,-2.378211,-7.031789,-6.624669,-5.497448,-2.836512,0.747506,2.790437,1.618656,-2.931221,-3.198353,1.284482,7.553552,6.920064,0.108128,-3.949229,-2.188921,0.605252,1.483293,-0.339561,-4.209137,-6.080404,-6.94465,-3.315828,1.313451,4.515911,10.771662,2
10.778698,3.493193,-0.611448,-5.581944,-5.133685,0.680445,6.433449,4.097642,-2.76528,-8.838993,-5.392202,2.084643,-1.717508,0.246069,-2.698895,1.82613,2.239115,0.67944,-0.410846,-8.310659,-5.586589,1.378832,6.086821,1.518037,-4.835649,-4.449638,-0.226186,3.976847,11.040158,4
11.890295,6.215744,1.729064,-3.080682,-7.035181,-7.032965,-2.858827,0.762737,-0.461589,-4.298346,-0.443614,3.919982,2.935283,-0.859438,-3.545121,-1.470542,2.42234,3.775636,0.795261,-3.54473,-0.508295,-0.130682,-4.327557,-7.410167,-6.410301,-2.054191,2.184953,6.701407,12.139526,6
