@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute target {1,2}

@data
0.546261,0.54797,0.549384,0.550194,0.55043,0.549582,0.547607,0.544767,0.541495,0.538077,0.53458,0.530975,0.527389,0.523841,0.520257,0.516558,0.512458,0.507987,0.502783,0.496956,0.490648,0.483484,0.475112,0.465626,0.454887,0.442841,0.430239,0.417443,0.404264,0.390291,0.375185,0.358607,0.341042,0.322719,0.303128,0.281899,0.259363,0.236262,0.212932,0.189159,0.164477,0.138284,0.110507,0.081948,0.053396,0.025519,-0.001662,-0.028513,-0.054927,-0.080205,-0.102758,-0.122688,-0.141281,-0.160033,-0.179168,-0.19784,-0.215158,-0.230821,-0.245075,-0.258125,-0.270277,-0.281911,-0.293071,-0.303703,-0.314047,-0.324269,-0.334012,-0.343021,-0.351034,-0.357985,-0.363792,-0.368302,-0.372079,-0.375784,-0.37982,-0.384144,-0.388632,-0.393435,-0.398627,-0.404205,-0.410064,-0.416285,-0.422857,-0.429797,-0.437182,-0.444921,-0.453005,-0.461454,-0.470117,-0.478977,-0.487947,-0.496899,-0.505816,1
0.531909,0.533418,0.534759,0.535611,0.535731,0.534696,0.532682,0.530054,0.527035,0.523887,0.520692,0.517475,0.514164,0.510813,0.507435,0.50403,0.500371,0.496099,0.491046,0.485415,0.479186,0.471875,0.463223,0.453362,0.442403,0.430564,0.418278,0.405934,0.393285,0.379808,0.364836,0.348216,0.330474,0.311736,0.29146,0.269172,0.245385,0.221076,0.196667,0.172022,0.146656,0.119945,0.091767,0.062789,0.033782,0.005453,-0.021805,-0.048645,-0.075452,-0.101074,-0.123778,-0.143474,-0.161613,-0.179744,-0.198185,-0.216318,-0.23307,-0.248087,-0.26169,-0.274209,-0.285914,-0.297034,-0.307638,-0.317849,-0.327817,-0.337594,-0.34709,-0.356127,-0.364439,-0.371716,-0.377769,-0.382796,-0.387259,-0.391562,-0.395956,-0.400545,-0.405182,-0.409816,-0.414503,-0.419383,-0.42444,-0.429647,-0.435068,-0.440727,-0.446658,-0.452953,-0.459604,-0.466551,-0.473722,-0.481017,-0.488404,-0.49586,-0.503328,1
0.544323,0.546022,0.547353,0.54799,0.547712,0.546172,0.543479,0.539863,0.535642,0.531245,0.526903,0.522661,0.5184,0.514194,0.510054,0.506007,0.501867,0.497317,0.492136,0.48637,0.479814,0.47196,0.462502,0.451279,0.438189,0.423459,0.407833,0.391994,0.376141,0.36021,0.343575,0.325679,0.306944,0.287685,0.267442,0.245691,0.222795,0.19939,0.17565,0.151348,0.126019,0.099351,0.071522,0.04332,0.015495,-0.011489,-0.037393,-0.062707,-0.087629,-0.111143,-0.131789,-0.149863,-0.166885,-0.184257,-0.202372,-0.220449,-0.237466,-0.252945,-0.266903,-0.279754,-0.291863,-0.303481,-0.314669,-0.325472,-0.335775,-0.345384,-0.354056,-0.361707,-0.368299,-0.373702,-0.377779,-0.38075,-0.383148,-0.385477,-0.388109,-0.391314,-0.394991,-0.399112,-0.403677,-0.408836,-0.414548,-0.420768,-0.427505,-0.434665,-0.442214,-0.450231,-0.45866,-0.4674,-0.476325,-0.485301,-0.494284,-0.503234,-0.512112,1
0.532232,0.534119,0.535634,0.536471,0.536513,0.535312,0.532833,0.529284,0.525085,0.520649,0.516182,0.511801,0.507488,0.50325,0.49908,0.49499,0.490742,0.486119,0.480887,0.475043,0.468523,0.460861,0.451603,0.440614,0.427702,0.413003,0.397318,0.381264,0.365081,0.348749,0.331748,0.31354,0.294455,0.274863,0.254263,0.23213,0.208793,0.184875,0.160555,0.13557,0.109472,0.081976,0.053361,0.024591,-0.003542,-0.030639,-0.056566,-0.081773,-0.106291,-0.129153,-0.149288,-0.16704,-0.183698,-0.200599,-0.218027,-0.235369,-0.251816,-0.266968,-0.280891,-0.293882,-0.306264,-0.318291,-0.330063,-0.34158,-0.352709,-0.363199,-0.372825,-0.381494,-0.389161,-0.395785,-0.4012,-0.405468,-0.409007,-0.412245,-0.415521,-0.419009,-0.422708,-0.42664,-0.43083,-0.435352,-0.4402,-0.445375,-0.450875,-0.45667,-0.462747,-0.469121,-0.475797,-0.482741,-0.489898,-0.4972,-0.504568,-0.511956,-0.519331,1
0.52697,0.529194,0.531159,0.532526,0.53316,0.532622,0.530888,0.528187,0.524929,0.521477,0.517947,0.514395,0.510866,0.507387,0.503909,0.500401,0.496634,0.492477,0.487639,0.48219,0.476197,0.469202,0.460809,0.451067,0.439864,0.427238,0.413926,0.400402,0.386614,0.37231,0.356988,0.340265,0.322606,0.30429,0.284804,0.263647,0.241226,0.218235,0.194967,0.171238,0.146539,0.120438,0.092986,0.064889,0.036994,0.009859,-0.016404,-0.042268,-0.067802,-0.091846,-0.113175,-0.131855,-0.149248,-0.166863,-0.184956,-0.202941,-0.219856,-0.235195,-0.249045,-0.261769,-0.273726,-0.285203,-0.296397,-0.307357,-0.318072,-0.32845,-0.338231,-0.347255,-0.355343,-0.362349,-0.368104,-0.372649,-0.376469,-0.380063,-0.383776,-0.387723,-0.391904,-0.396361,-0.401092,-0.406138,-0.411474,-0.41713,-0.423096,-0.429379,-0.436015,-0.443005,-0.45036,-0.45803,-0.465936,-0.474009,-0.482166,-0.490367,-0.498574,1
0.541138,0.543704,0.545823,0.547142,0.547694,0.547102,0.545336,0.542637,0.539373,0.535851,0.532223,0.528554,0.524859,0.521153,0.517458,0.513712,0.50967,0.505283,0.500242,0.494598,0.488433,0.481344,0.472984,0.46339,0.452419,0.440093,0.427122,0.413853,0.400198,0.385852,0.370326,0.353258,0.335195,0.316552,0.296945,0.27594,0.253891,0.231438,0.208834,0.185838,0.161956,0.136875,0.110576,0.083648,0.056737,0.03019,0.004353,-0.021078,-0.046245,-0.070109,-0.091554,-0.11073,-0.1288,-0.147126,-0.166111,-0.185005,-0.202767,-0.218928,-0.233394,-0.246447,-0.258487,-0.269903,-0.280922,-0.291631,-0.30208,-0.312196,-0.321635,-0.330135,-0.337471,-0.343569,-0.348311,-0.351739,-0.354453,-0.357067,-0.360028,-0.363479,-0.367394,-0.371863,-0.376883,-0.382523,-0.388733,-0.395564,-0.402983,-0.410931,-0.419439,-0.428459,-0.437916,-0.44774,-0.457789,-0.467973,-0.478194,-0.488361,-0.498423,1
0.543956,0.545736,0.547121,0.547759,0.547607,0.546227,0.543561,0.53978,0.535292,0.530605,0.525903,0.521236,0.516639,0.512108,0.507629,0.503208,0.49852,0.493532,0.487986,0.4818,0.474928,0.466959,0.45745,0.446219,0.433021,0.417953,0.401905,0.385493,0.368986,0.352332,0.335034,0.316594,0.297373,0.277758,0.257305,0.235509,0.212655,0.189255,0.165401,0.140788,0.114994,0.087838,0.059562,0.031005,0.002961,-0.024126,-0.050071,-0.075286,-0.099849,-0.122823,-0.143241,-0.161354,-0.178363,-0.195726,-0.213791,-0.231808,-0.248878,-0.264571,-0.278871,-0.292067,-0.304459,-0.316376,-0.328022,-0.339362,-0.350219,-0.360324,-0.369386,-0.377335,-0.384123,-0.389739,-0.394087,-0.397188,-0.399529,-0.401679,-0.404083,-0.406926,-0.410174,-0.413885,-0.41807,-0.422813,-0.428084,-0.433912,-0.440264,-0.447076,-0.454317,-0.461959,-0.469962,-0.478271,-0.486775,-0.495387,-0.504025,-0.512612,-0.521114,1
0.550528,0.552662,0.554412,0.555444,0.555779,0.555056,0.553288,0.550612,0.547479,0.544228,0.540817,0.537245,0.533666,0.530085,0.526436,0.522638,0.518299,0.513567,0.508157,0.502065,0.495494,0.488149,0.479767,0.47062,0.460743,0.449908,0.438668,0.427192,0.415138,0.401959,0.387205,0.370612,0.352944,0.334747,0.315578,0.295039,0.273535,0.251672,0.229624,0.207129,0.183655,0.15879,0.132412,0.104989,0.077337,0.050106,0.023521,-0.002811,-0.029084,-0.054356,-0.077053,-0.097132,-0.115918,-0.134942,-0.154532,-0.173963,-0.192036,-0.208097,-0.222246,-0.23489,-0.246342,-0.257025,-0.267128,-0.276738,-0.286028,-0.295086,-0.303538,-0.311058,-0.317341,-0.32228,-0.325831,-0.328046,-0.329605,-0.331259,-0.333525,-0.336504,-0.340024,-0.34429,-0.349386,-0.355428,-0.362307,-0.37003,-0.37856,-0.387857,-0.397924,-0.408672,-0.419956,-0.431655,-0.443616,-0.455729,-0.467831,-0.479749,-0.491431,1
0.523501,0.526313,0.528918,0.530958,0.53229,0.53259,0.531961,0.530615,0.52884,0.526893,0.52478,0.522418,0.519822,0.51713,0.514257,0.511184,0.507709,0.503577,0.498615,0.493105,0.4872,0.480553,0.473038,0.464994,0.45653,0.447451,0.438106,0.428754,0.418767,0.407275,0.393598,0.377813,0.360702,0.342482,0.322649,0.300842,0.277694,0.254254,0.231126,0.208275,0.185157,0.160932,0.135089,0.107977,0.080444,0.053204,0.026551,-0.000055,-0.026931,-0.052848,-0.076301,-0.096898,-0.116117,-0.135378,-0.155129,-0.174684,-0.192793,-0.208864,-0.222984,-0.235683,-0.247403,-0.258288,-0.268484,-0.278298,-0.288,-0.297805,-0.307622,-0.317149,-0.3259,-0.333477,-0.339673,-0.344665,-0.348954,-0.353004,-0.357131,-0.361491,-0.366055,-0.370856,-0.375906,-0.381285,-0.386964,-0.392941,-0.399239,-0.405863,-0.412881,-0.420382,-0.42833,-0.436627,-0.445153,-0.453816,-0.462562,-0.471362,-0.48015,1
0.533042,0.534829,0.536484,0.537626,0.537996,0.537152,0.535052,0.531954,0.528329,0.524532,0.520656,0.516744,0.51284,0.508983,0.505103,0.50113,0.496754,0.491678,0.48553,0.478732,0.471615,0.46359,0.454352,0.444359,0.433624,0.421963,0.409737,0.397165,0.384283,0.370956,0.356811,0.341647,0.325787,0.309317,0.291586,0.272067,0.250974,0.228849,0.205799,0.181414,0.155081,0.126313,0.095264,0.062969,0.030877,0.000419,-0.027809,-0.05453,-0.080619,-0.105786,-0.128703,-0.148926,-0.167432,-0.185633,-0.203856,-0.221396,-0.237366,-0.25156,-0.264423,-0.276456,-0.288024,-0.299415,-0.310778,-0.322054,-0.333192,-0.344128,-0.35469,-0.364831,-0.374459,-0.383349,-0.391221,-0.397991,-0.404007,-0.409697,-0.415336,-0.420942,-0.426438,-0.431746,-0.436855,-0.441816,-0.446676,-0.451562,-0.456533,-0.461632,-0.466938,-0.472461,-0.478229,-0.484293,-0.490612,-0.497143,-0.503812,-0.510578,-0.517419,2
0.532649,0.534471,0.536122,0.537246,0.537693,0.537013,0.535148,0.532274,0.528867,0.525315,0.521672,0.517942,0.514227,0.510541,0.506821,0.502996,0.498732,0.493935,0.488213,0.481839,0.475048,0.467357,0.458413,0.448436,0.437319,0.424987,0.412106,0.398948,0.385427,0.37129,0.356195,0.339886,0.322622,0.30455,0.285048,0.263671,0.240741,0.216965,0.192633,0.167526,0.141084,0.112721,0.082469,0.051242,0.02023,-0.009497,-0.037489,-0.06436,-0.090726,-0.115929,-0.138614,-0.158562,-0.176881,-0.195013,-0.213246,-0.230982,-0.24731,-0.261996,-0.275389,-0.287875,-0.299793,-0.311412,-0.322831,-0.333995,-0.344939,-0.355695,-0.366084,-0.376005,-0.385312,-0.393817,-0.401299,-0.407621,-0.413129,-0.41827,-0.423352,-0.428392,-0.433339,-0.438188,-0.442954,-0.447652,-0.45227,-0.456908,-0.461581,-0.466342,-0.471311,-0.476463,-0.481819,-0.487433,-0.493248,-0.499274,-0.505461,-0.511735,-0.518094,2
0.54274,0.545308,0.547707,0.549538,0.550724,0.550872,0.549969,0.548164,0.545972,0.543665,0.54109,0.538207,0.535208,0.532118,0.528872,0.525332,0.521144,0.516344,0.510501,0.503974,0.497225,0.489866,0.481662,0.473153,0.464334,0.454979,0.445585,0.436067,0.425858,0.414309,0.401238,0.386631,0.370936,0.354248,0.335942,0.315698,0.293862,0.271214,0.24821,0.224697,0.200055,0.173476,0.144632,0.114112,0.083082,0.052976,0.024348,-0.003586,-0.031557,-0.059213,-0.084596,-0.107151,-0.127963,-0.148602,-0.169223,-0.188911,-0.206673,-0.222249,-0.236155,-0.248763,-0.260402,-0.271476,-0.28204,-0.292069,-0.301952,-0.312021,-0.32203,-0.331753,-0.34085,-0.349113,-0.356359,-0.362371,-0.367587,-0.37261,-0.377851,-0.383255,-0.388701,-0.39423,-0.399844,-0.405515,-0.411155,-0.416905,-0.422799,-0.428905,-0.435399,-0.442219,-0.449341,-0.456796,-0.464501,-0.472477,-0.480638,-0.488874,-0.497187,2
0.535974,0.53824,0.540464,0.542293,0.543135,0.54273,0.541154,0.538682,0.535532,0.532044,0.528453,0.524859,0.521132,0.5174,0.513588,0.509782,0.505784,0.500867,0.495014,0.488672,0.481952,0.474215,0.465242,0.455446,0.444985,0.433572,0.421333,0.408714,0.395842,0.382629,0.368234,0.352605,0.3362,0.319021,0.300455,0.279912,0.257753,0.234654,0.210867,0.18607,0.159701,0.131242,0.100669,0.068872,0.037264,0.006983,-0.021538,-0.048958,-0.07604,-0.102055,-0.125831,-0.146903,-0.166164,-0.185149,-0.204318,-0.222959,-0.240034,-0.255266,-0.268994,-0.281784,-0.29405,-0.305815,-0.31723,-0.328515,-0.339477,-0.349945,-0.360013,-0.369712,-0.378915,-0.387246,-0.394312,-0.400396,-0.405849,-0.410934,-0.415831,-0.420767,-0.425767,-0.430692,-0.435471,-0.440211,-0.445035,-0.449885,-0.454835,-0.459921,-0.465067,-0.470469,-0.476237,-0.482285,-0.488596,-0.495027,-0.501561,-0.508245,-0.515004,2
0.524016,0.526317,0.528586,0.530454,0.531247,0.530744,0.529148,0.526755,0.523652,0.520176,0.516656,0.513264,0.509739,0.506193,0.5026,0.499065,0.495416,0.490799,0.485215,0.479146,0.47264,0.465001,0.45601,0.446061,0.435353,0.423686,0.411155,0.398249,0.38515,0.371799,0.357223,0.341337,0.32467,0.307245,0.288432,0.267649,0.245301,0.222086,0.19825,0.173486,0.147237,0.119013,0.088862,0.057689,0.026877,-0.002473,-0.02996,-0.056285,-0.082179,-0.106872,-0.129323,-0.149142,-0.167259,-0.185129,-0.203309,-0.221037,-0.237231,-0.25172,-0.264877,-0.27718,-0.289013,-0.300405,-0.311615,-0.322896,-0.33395,-0.344501,-0.35471,-0.364634,-0.374122,-0.38273,-0.390038,-0.396431,-0.402237,-0.407606,-0.412672,-0.417727,-0.42281,-0.427758,-0.432494,-0.437173,-0.44197,-0.446781,-0.451675,-0.456671,-0.461682,-0.466962,-0.472606,-0.47851,-0.484686,-0.490961,-0.497333,-0.503866,-0.51047,2
0.513622,0.515964,0.518336,0.520445,0.52168,0.521707,0.520697,0.518976,0.516702,0.514128,0.511445,0.50873,0.505829,0.502872,0.499735,0.496519,0.493077,0.488581,0.483023,0.477003,0.470715,0.463502,0.45528,0.446702,0.438008,0.428823,0.419123,0.409171,0.398709,0.387293,0.374008,0.358992,0.342883,0.325663,0.306643,0.28534,0.26232,0.238509,0.214385,0.18976,0.16399,0.136321,0.106502,0.07537,0.044483,0.014946,-0.012894,-0.039739,-0.066367,-0.091888,-0.115159,-0.13556,-0.153995,-0.172057,-0.190304,-0.208016,-0.224177,-0.238511,-0.251347,-0.263311,-0.2748,-0.285753,-0.296395,-0.307049,-0.317607,-0.328004,-0.338445,-0.348882,-0.358997,-0.368253,-0.376198,-0.38317,-0.389509,-0.395382,-0.40091,-0.406299,-0.411573,-0.416589,-0.421321,-0.425927,-0.43056,-0.435148,-0.439783,-0.444529,-0.449343,-0.454454,-0.45997,-0.465782,-0.471877,-0.478107,-0.484446,-0.490945,-0.497522,2
0.529922,0.532129,0.534269,0.535975,0.536832,0.536476,0.534944,0.532531,0.529587,0.526405,0.523103,0.519714,0.516218,0.512684,0.509063,0.505312,0.50117,0.496205,0.490153,0.483482,0.476526,0.468695,0.459755,0.450225,0.440181,0.429414,0.418168,0.406633,0.394677,0.382005,0.368102,0.352882,0.336763,0.319797,0.301341,0.280908,0.258812,0.23579,0.212158,0.187615,0.161517,0.133228,0.102693,0.070815,0.038997,0.008589,-0.01981,-0.047001,-0.073813,-0.099727,-0.123354,-0.144206,-0.163355,-0.182158,-0.201006,-0.219136,-0.235605,-0.250243,-0.263485,-0.27585,-0.287661,-0.299122,-0.310321,-0.321323,-0.33216,-0.342818,-0.353252,-0.3634,-0.373066,-0.381897,-0.389597,-0.396213,-0.402089,-0.407616,-0.413029,-0.418395,-0.423652,-0.428717,-0.433578,-0.438314,-0.44301,-0.447716,-0.452487,-0.457376,-0.462444,-0.467755,-0.473352,-0.479242,-0.485376,-0.491691,-0.498137,-0.504687,-0.511304,2
0.52789,0.529841,0.5317,0.533147,0.533772,0.533171,0.531438,0.528871,0.52582,0.52256,0.519158,0.515666,0.512098,0.508514,0.504872,0.501098,0.496916,0.491875,0.48572,0.478937,0.471881,0.463984,0.455008,0.445481,0.435499,0.424904,0.413896,0.402577,0.390762,0.378128,0.364172,0.348854,0.332647,0.31558,0.29703,0.276557,0.2545,0.231585,0.20805,0.183564,0.157496,0.129258,0.098793,0.067017,0.035371,0.005203,-0.022969,-0.049925,-0.076501,-0.102208,-0.125601,-0.146164,-0.164917,-0.183385,-0.202021,-0.219938,-0.236186,-0.250638,-0.263749,-0.276007,-0.28776,-0.299204,-0.310425,-0.321503,-0.332486,-0.343386,-0.354143,-0.364634,-0.374654,-0.383863,-0.391976,-0.399023,-0.405315,-0.411215,-0.416944,-0.422557,-0.428014,-0.433222,-0.438161,-0.442895,-0.447514,-0.452091,-0.456715,-0.461453,-0.466355,-0.471489,-0.476906,-0.482615,-0.488588,-0.494758,-0.50106,-0.507466,-0.513946,2
0.542,0.543824,0.545455,0.546524,0.546805,0.545803,0.543502,0.540095,0.53601,0.531703,0.527322,0.522928,0.518545,0.514188,0.509839,0.505465,0.500756,0.495449,0.489187,0.482256,0.47488,0.466508,0.456803,0.44601,0.434063,0.420885,0.40694,0.392589,0.377984,0.363103,0.34756,0.331023,0.313759,0.295929,0.276911,0.256183,0.233983,0.210823,0.186819,0.161615,0.134656,0.105558,0.074564,0.042697,0.011229,-0.018689,-0.046548,-0.072982,-0.098774,-0.123524,-0.145954,-0.165858,-0.184282,-0.202513,-0.220813,-0.238503,-0.254789,-0.269497,-0.282985,-0.295665,-0.307827,-0.319714,-0.331408,-0.342882,-0.354066,-0.364839,-0.374996,-0.384545,-0.393449,-0.401572,-0.408654,-0.414595,-0.419758,-0.424587,-0.429392,-0.4342,-0.43894,-0.443585,-0.448165,-0.45279,-0.4575,-0.462377,-0.467416,-0.472606,-0.478004,-0.483607,-0.489448,-0.495565,-0.501903,-0.508439,-0.515115,-0.52187,-0.528689,2
0.538163,0.539989,0.54166,0.542822,0.543284,0.542582,0.540686,0.537811,0.534418,0.530844,0.527123,0.523303,0.519478,0.515662,0.511791,0.507787,0.503312,0.498133,0.491873,0.484917,0.477624,0.469469,0.460173,0.450196,0.439593,0.428137,0.416131,0.403738,0.390865,0.377291,0.362634,0.346732,0.329971,0.312511,0.293748,0.273197,0.251158,0.228217,0.204528,0.179717,0.153195,0.124505,0.093728,0.06182,0.03011,-0.000149,-0.028372,-0.055251,-0.08165,-0.107215,-0.130583,-0.151393,-0.170555,-0.189366,-0.208113,-0.226082,-0.242472,-0.25716,-0.270556,-0.2831,-0.295132,-0.306917,-0.318514,-0.329889,-0.341099,-0.352183,-0.362983,-0.373401,-0.383299,-0.392444,-0.400543,-0.407466,-0.413555,-0.419247,-0.424834,-0.430295,-0.435553,-0.440589,-0.445427,-0.450097,-0.454655,-0.45922,-0.463829,-0.468547,-0.473477,-0.478606,-0.483969,-0.489615,-0.495503,-0.501633,-0.507948,-0.514354,-0.520828,2
0.524411,0.526653,0.528812,0.530553,0.531423,0.531045,0.52955,0.527237,0.524299,0.521067,0.517759,0.514439,0.510988,0.507527,0.503994,0.500399,0.496543,0.491816,0.486055,0.479713,0.473014,0.465367,0.456533,0.446959,0.436739,0.425646,0.413862,0.401756,0.389318,0.376319,0.362077,0.346489,0.330012,0.312725,0.293999,0.273263,0.250916,0.227732,0.203965,0.179299,0.153144,0.124955,0.094687,0.063232,0.032015,0.002202,-0.025711,-0.052409,-0.078707,-0.103925,-0.126863,-0.147108,-0.1656,-0.183833,-0.202292,-0.220245,-0.236672,-0.251297,-0.264469,-0.276707,-0.288382,-0.299643,-0.310656,-0.321568,-0.332268,-0.342638,-0.352695,-0.362425,-0.371665,-0.38006,-0.387268,-0.393467,-0.399009,-0.404196,-0.40925,-0.414335,-0.419432,-0.424437,-0.429284,-0.434035,-0.438757,-0.44346,-0.448221,-0.453099,-0.458107,-0.463368,-0.46896,-0.474853,-0.481006,-0.487309,-0.493725,-0.50026,-0.506868,2
0.539994,0.543406,0.546594,0.549136,0.550674,0.550853,0.549901,0.548102,0.54573,0.543022,0.540083,0.536958,0.533631,0.530212,0.526626,0.522853,0.518681,0.513666,0.507575,0.500871,0.493876,0.486073,0.477293,0.468109,0.458651,0.448679,0.438342,0.427783,0.416804,0.405099,0.392206,0.378046,0.363153,0.347594,0.330789,0.312153,0.29189,0.270756,0.249102,0.226699,0.20287,0.176842,0.148375,0.118163,0.087671,0.058325,0.030785,0.004402,-0.021886,-0.047632,-0.071579,-0.093045,-0.113124,-0.133364,-0.153907,-0.174064,-0.192459,-0.208396,-0.222039,-0.23401,-0.244767,-0.254642,-0.263838,-0.272577,-0.280954,-0.28894,-0.296474,-0.303535,-0.309873,-0.315211,-0.319254,-0.322144,-0.324512,-0.326997,-0.330062,-0.333971,-0.338601,-0.34389,-0.349672,-0.356042,-0.362921,-0.37027,-0.378134,-0.386472,-0.395292,-0.404681,-0.414611,-0.425021,-0.43577,-0.446683,-0.457681,-0.468735,-0.479817,2
0.527493,0.529469,0.531346,0.532718,0.533148,0.532287,0.530236,0.527208,0.523478,0.519447,0.515354,0.51129,0.507182,0.503084,0.498954,0.494823,0.490461,0.485363,0.479308,0.472654,0.465557,0.457417,0.447944,0.43742,0.425854,0.413122,0.399512,0.385469,0.371191,0.356681,0.341322,0.324826,0.307584,0.289783,0.270847,0.250159,0.22799,0.20491,0.181029,0.156014,0.129333,0.100601,0.070011,0.038577,0.007634,-0.021761,-0.049188,-0.075248,-0.100639,-0.124773,-0.146642,-0.165873,-0.183574,-0.201205,-0.219097,-0.23664,-0.252861,-0.267467,-0.280721,-0.293147,-0.305133,-0.316827,-0.328334,-0.339765,-0.350941,-0.36161,-0.371757,-0.381443,-0.390589,-0.398892,-0.406006,-0.41204,-0.417351,-0.422263,-0.427016,-0.431783,-0.436554,-0.441231,-0.445765,-0.450253,-0.45479,-0.459396,-0.464127,-0.468976,-0.473933,-0.47911,-0.484558,-0.490281,-0.496242,-0.502343,-0.508538,-0.514827,-0.521182,2
0.527328,0.527761,0.527991,0.527656,0.526337,0.523682,0.519708,0.514608,0.508673,0.502393,0.496157,0.490093,0.484103,0.478262,0.472499,0.466807,0.460999,0.454525,0.447169,0.439079,0.430153,0.419749,0.407407,0.393012,0.376355,0.357376,0.336575,0.314751,0.292703,0.270987,0.249238,0.227186,0.205161,0.183518,0.161992,0.14006,0.117589,0.094461,0.0704,0.045204,0.018813,-0.008546,-0.036355,-0.063855,-0.090332,-0.115428,-0.139195,-0.162067,-0.184124,-0.204642,-0.222999,-0.239231,-0.254318,-0.269373,-0.28474,-0.299917,-0.314163,-0.327302,-0.339567,-0.351343,-0.362802,-0.37399,-0.385123,-0.396404,-0.407636,-0.418455,-0.428656,-0.438146,-0.446801,-0.454346,-0.460493,-0.465438,-0.46956,-0.473199,-0.476646,-0.480178,-0.483824,-0.487509,-0.491184,-0.494967,-0.498927,-0.503024,-0.507245,-0.511531,-0.515856,-0.520347,-0.525078,-0.530064,-0.535292,-0.540654,-0.5461,-0.551626,-0.557185,2
0.521606,0.52392,0.526249,0.528176,0.528917,0.528177,0.52621,0.523372,0.519667,0.515505,0.511398,0.50751,0.503481,0.499489,0.495477,0.491626,0.487813,0.482919,0.477006,0.470618,0.463722,0.455529,0.445893,0.435311,0.423948,0.411426,0.397657,0.383331,0.368948,0.35463,0.339269,0.322756,0.30562,0.287982,0.26921,0.248573,0.226385,0.203211,0.179111,0.153686,0.126394,0.096887,0.065428,0.033113,0.001433,-0.028461,-0.056079,-0.082104,-0.107366,-0.131242,-0.152981,-0.172123,-0.189629,-0.206973,-0.224652,-0.242073,-0.258152,-0.272608,-0.285701,-0.298101,-0.310176,-0.321855,-0.333395,-0.345082,-0.35647,-0.367085,-0.37714,-0.386809,-0.39607,-0.404449,-0.411476,-0.417651,-0.42328,-0.428442,-0.433221,-0.437973,-0.442734,-0.447272,-0.451479,-0.455587,-0.459821,-0.46407,-0.468427,-0.472861,-0.477242,-0.481885,-0.486903,-0.492202,-0.497803,-0.503491,-0.509251,-0.515183,-0.521181,2
0.509144,0.512132,0.515247,0.518013,0.519558,0.519694,0.518789,0.517229,0.51484,0.511953,0.509044,0.506296,0.503273,0.500208,0.497027,0.494007,0.491127,0.48702,0.481947,0.476538,0.470719,0.463698,0.455426,0.446523,0.437269,0.427199,0.416095,0.404606,0.392908,0.380806,0.366906,0.351376,0.334898,0.317455,0.298384,0.276943,0.253718,0.229675,0.205266,0.180318,0.15417,0.126117,0.096003,0.06467,0.033615,0.003982,-0.023771,-0.050454,-0.07679,-0.101676,-0.124382,-0.14424,-0.162302,-0.180159,-0.198521,-0.21674,-0.233422,-0.248145,-0.261108,-0.273098,-0.284462,-0.295025,-0.30515,-0.315338,-0.32522,-0.334431,-0.343392,-0.352248,-0.360779,-0.368304,-0.374273,-0.379433,-0.384184,-0.388563,-0.392656,-0.396957,-0.401509,-0.406083,-0.410498,-0.415016,-0.419827,-0.424695,-0.429738,-0.434932,-0.440099,-0.445663,-0.451757,-0.458201,-0.464983,-0.471801,-0.478667,-0.48576,-0.49294,2
