@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute target {1,2}

@data
-2.151798,-1.369596,-1.760563,-1.152987,2.421401,5.317887,9.45818,13.188206,15.058332,12.236685,7.671783,5.585154,3.153954,2.0465,-0.328666,0.471847,0.980597,1.866526,0.972817,0.412689,-0.163705,0.486458,1.062705,1.450408,0.797185,0.253527,0.558176,0.531412,-0.52293,-2.319082,-4.550557,-4.762853,-5.341398,-5.571659,-4.808099,-4.724035,-4.921364,-5.23357,-5.002065,-4.61682,-4.422476,-3.289207,-1.751103,-2.001224,-4.107079,-5.443224,-5.666372,2
-2.862185,-2.367749,-2.6098,-1.796747,1.226252,3.722743,8.593583,12.118899,14.248712,11.824122,7.493314,5.154741,2.594325,1.582433,-0.077453,1.777862,3.272374,4.253856,2.309353,1.113209,0.507205,1.276817,1.817441,2.030275,1.008921,0.628326,0.899669,0.32007,-1.00219,-3.364453,-5.480997,-5.822337,-5.920375,-5.824923,-5.600061,-5.072446,-5.115847,-5.246731,-4.868703,-4.4409,-3.883538,-1.789177,1.000112,-0.245072,-4.269265,-6.324273,-6.789391,2
-2.570442,-1.86996,-2.218541,-1.539709,1.784951,4.535319,8.746258,12.344513,14.496901,11.725991,7.482199,5.45459,3.027053,1.91596,-0.093824,1.363815,2.543131,3.611459,1.926711,0.930854,0.298592,1.043495,1.549898,1.795956,0.893152,0.405333,0.687034,0.468723,-0.820673,-3.007903,-5.349902,-5.518554,-6.00618,-6.152932,-5.262612,-5.144352,-5.271564,-5.422782,-4.998416,-4.52102,-4.132982,-2.323713,0.126154,-0.403842,-3.923905,-6.1137,-6.490534,2
-3.422045,-2.902916,-2.977253,-1.904196,0.800927,3.17025,8.405121,11.674697,13.63656,11.487655,7.824215,5.296364,2.450513,1.682782,0.251563,2.162711,3.634881,4.731092,2.645546,1.453809,0.774526,1.4953,1.948677,2.234468,1.194524,0.739691,0.939918,0.221752,-1.114046,-3.594377,-5.859434,-6.166237,-6.278954,-6.142686,-5.675604,-4.853194,-4.788639,-4.977044,-4.556804,-4.433531,-4.171118,-1.698453,1.453071,0.652572,-3.846796,-6.551627,-7.048232,2
-5.106402,-4.371157,-4.485383,-3.644105,-0.877753,1.770719,6.747514,9.918669,12.180346,10.145115,6.744637,4.637527,1.777815,0.889486,-0.012764,2.942606,5.485258,6.594224,3.371075,1.815624,1.27561,2.524199,3.005354,3.720029,2.010931,1.95773,3.026084,1.06998,-1.232449,-4.29714,-6.129058,-6.002122,-5.651347,-5.54741,-4.665367,-2.21513,-1.456854,-2.842201,-4.004162,-4.267044,-3.377913,-1.3912,2.522586,0.805828,-5.759038,-9.41825,-10.184697,2
-2.248442,-1.726377,-2.141532,-1.495201,1.740844,4.531297,9.172909,12.76864,14.703367,12.159992,7.742197,5.493082,2.873036,1.906475,-0.175819,0.924366,1.740438,2.604793,1.347473,0.650363,0.133881,0.933705,1.555924,2.042015,1.206515,0.721911,1.041055,0.547257,-0.537218,-2.580498,-4.627161,-4.945904,-5.09129,-5.067671,-4.856805,-4.115344,-4.378168,-5.471785,-5.880681,-5.046495,-4.449177,-3.159451,-1.262149,-1.83769,-4.587826,-6.254844,-6.604007,2
-2.641688,-1.911656,-2.445929,-1.944174,1.687708,4.937619,9.032805,12.914622,15.194826,12.151753,7.614071,5.432838,2.885249,1.694056,-0.521154,0.35121,0.955793,1.721505,0.734066,0.281988,-0.154642,0.793678,1.409139,2.277154,1.530648,1.187946,1.962644,1.057558,-0.230982,-2.156282,-4.226925,-4.190805,-4.137249,-4.185569,-3.90796,-2.713631,-2.821466,-4.550969,-5.501593,-4.936132,-4.609465,-4.063731,-2.629441,-3.106075,-5.601294,-7.15944,-7.460624,2
-2.585575,-1.770986,-2.090933,-1.425212,2.168863,5.245167,9.642265,13.320174,15.174548,12.252561,7.81101,5.601278,2.9806,1.861698,-0.5164,0.320806,0.927058,1.774039,0.852359,0.298362,-0.253342,0.498272,1.110462,1.647166,1.000636,0.525713,0.929133,0.485467,-0.561862,-2.425375,-4.545742,-4.673166,-4.748531,-4.744993,-4.59946,-4.000462,-4.086233,-4.654067,-4.750417,-4.594055,-4.509811,-3.542416,-2.032521,-2.44202,-4.645723,-5.990003,-6.238334,2
-4.714839,-4.016006,-4.161388,-3.425938,-0.318495,2.728575,7.124291,10.673597,13.371231,10.285484,6.837124,4.754904,1.977638,0.937145,-0.082024,2.554232,4.865532,5.852665,2.945667,1.408709,0.80573,2.105935,2.66866,3.276079,1.931771,1.755945,2.566156,0.924098,-1.099536,-3.996746,-6.085136,-5.803274,-5.441524,-5.402556,-4.549869,-2.814884,-2.293383,-3.516845,-4.325689,-4.281938,-3.547637,-1.293269,2.308302,0.816334,-5.4972,-9.066983,-9.740643,2
-4.711705,-4.22533,-4.396354,-3.616974,-0.889685,1.798187,6.645554,9.772251,12.048455,10.122187,6.883568,4.762889,1.796715,0.790093,-0.164529,2.770301,5.349319,6.570761,3.428756,1.844477,1.271008,2.456877,2.88504,3.630239,2.025813,2.0947,3.178341,1.154814,-1.218992,-4.294797,-6.185043,-6.05787,-5.737583,-5.500689,-4.601861,-2.089296,-1.357806,-2.718824,-3.785995,-4.166795,-3.412111,-1.376919,2.622936,0.837647,-5.999414,-9.727757,-10.504601,2
-2.180441,-1.652587,-2.061108,-1.458297,1.82405,4.540555,9.093608,12.77,14.74333,12.23418,7.7355,5.480729,2.836567,1.786472,-0.277879,0.851825,1.69849,2.574468,1.314054,0.624205,0.118948,0.904729,1.535724,2.013763,1.212542,0.798994,1.15873,0.580065,-0.607115,-2.607483,-4.6012,-4.946566,-5.025338,-4.931441,-4.795549,-4.085814,-4.353383,-5.552469,-5.890273,-5.019065,-4.407663,-3.110662,-1.225366,-1.919381,-4.730513,-6.315128,-6.676807,2
-2.525616,-1.792516,-2.317326,-1.827582,1.872378,5.097475,9.067769,12.930356,15.196124,12.127025,7.643736,5.47906,2.850655,1.517897,-0.72695,0.132212,0.711087,1.497911,0.577749,0.205215,-0.213878,0.764135,1.391912,2.282644,1.581679,1.300129,2.112024,1.090425,-0.266906,-2.161605,-4.113874,-4.115902,-4.077989,-4.047416,-3.795684,-2.541971,-2.600451,-4.453733,-5.576072,-4.948022,-4.607369,-4.168209,-2.804996,-3.359615,-5.745319,-7.168791,-7.471806,2
-2.441963,-1.720931,-2.080993,-1.432723,2.10675,5.185292,9.589756,13.221794,15.092321,12.176121,7.758966,5.560053,2.961577,1.890399,-0.379879,0.448365,1.035752,1.853042,0.90494,0.356341,-0.168018,0.619766,1.212851,1.757761,1.096151,0.59097,0.90482,0.483371,-0.624052,-2.518692,-4.617213,-4.716273,-4.970433,-5.116222,-4.746407,-4.12193,-4.133432,-4.722431,-4.861845,-4.67989,-4.502813,-3.32394,-1.804309,-2.259999,-4.549693,-6.025849,-6.287227,2
-4.486066,-3.808121,-3.971891,-3.284649,-0.12788,2.712888,6.759719,10.594548,13.515135,10.517313,6.849693,4.771511,2.114882,0.738183,-0.227141,2.555733,4.802849,5.770519,2.867996,1.425343,0.919849,2.215468,2.759676,3.387775,1.985099,1.817547,2.521661,0.905416,-1.453896,-4.446236,-6.124362,-5.720397,-5.889142,-6.387956,-5.07004,-3.132769,-2.26575,-3.314777,-3.960127,-3.927561,-3.107025,-0.982076,2.322493,0.427428,-5.365392,-8.771801,-9.433668,2
-2.718226,-2.441115,-2.525267,-1.280427,1.112337,2.647823,9.063363,12.850814,14.969491,13.777906,8.70724,5.34537,2.481317,2.313259,-0.01085,0.654539,1.106739,2.222861,1.416298,0.58547,0.004371,0.559889,1.044111,1.605583,0.875653,0.461988,0.965675,0.645026,-0.383485,-2.237471,-4.411292,-4.825875,-5.098337,-5.137964,-5.109098,-4.677654,-4.620922,-4.854266,-4.739751,-4.541814,-4.369563,-3.122028,-1.527174,-1.953098,-4.157505,-5.243256,-5.430683,2
-6.163165,-5.443477,-4.927534,-3.505835,-1.457458,0.82576,6.975469,9.412786,11.445246,10.429016,7.690133,5.014636,1.54374,1.311412,0.218305,2.901525,5.307377,6.601404,3.524874,2.021387,1.45551,2.523693,2.827757,3.578977,1.981447,1.891905,3.01997,1.074746,-1.185556,-4.12931,-6.1287,-5.925891,-5.765972,-5.759094,-4.504703,-1.802508,-0.762655,-2.188827,-3.861246,-4.675554,-3.809577,-1.433856,2.633266,1.251096,-5.328423,-9.01414,-9.687959,2
-4.405128,-3.702301,-3.645586,-2.426262,0.373845,3.02451,8.81729,12.142142,14.243753,12.416365,8.328515,5.393267,2.284927,1.604486,-0.411452,0.946871,2.006586,2.994997,1.420113,0.678452,0.205533,1.258601,1.865898,2.851807,1.879192,1.561217,2.536152,1.136104,-0.519798,-2.807857,-4.966722,-4.855478,-4.866095,-4.90488,-3.928008,-1.867407,-1.311613,-2.817922,-4.069062,-4.793676,-4.640444,-3.544338,-1.5205,-2.241561,-5.770991,-7.800098,-8.153441,2
-3.070903,-2.336235,-2.474283,-1.497363,1.634362,4.213957,9.337363,12.835994,14.81891,12.684748,8.215014,5.636643,2.852913,2.052608,-0.317088,0.603,1.340649,2.350094,1.241165,0.508045,-0.053006,0.698923,1.278499,1.88383,1.10434,0.663878,1.199692,0.61582,-0.567909,-2.551042,-4.738164,-4.965821,-5.138517,-5.124449,-4.733068,-3.750624,-3.693682,-4.43688,-4.818116,-4.845058,-4.64118,-3.344347,-1.584957,-2.015314,-4.590704,-6.111661,-6.370078,2
-3.688381,-2.818397,-2.87047,-1.86626,1.389258,4.226665,9.235925,12.744144,14.794272,12.326672,8.109997,5.656213,2.765859,1.875581,-0.436271,0.70991,1.663518,2.70351,1.393435,0.600531,0.03378,0.919139,1.466921,2.117426,1.246293,0.8236,1.468949,0.695379,-0.651063,-2.740732,-4.945133,-5.024493,-5.122504,-5.073215,-4.660865,-3.396608,-3.174143,-3.855507,-4.440601,-4.774907,-4.63743,-3.359904,-1.303543,-1.852856,-4.837344,-6.566507,-6.869843,2
-5.47365,-4.904372,-4.552773,-3.036624,-1.087377,0.70692,7.124261,10.088129,12.330277,11.392151,7.765693,4.684292,1.538184,1.363143,0.392153,2.773694,4.82241,6.092687,3.291843,1.744393,1.122357,2.246093,2.683624,3.390628,2.068649,1.952159,2.700179,1.086656,-0.973927,-3.942902,-6.093026,-6.244273,-6.208794,-5.895358,-4.508242,-2.283587,-1.731349,-2.953401,-4.157383,-4.739974,-3.928998,-1.459672,2.189492,0.784688,-5.066572,-8.262683,-8.82982,2
-6.42274,-5.738721,-5.39432,-3.520937,-1.850081,0.355794,6.97283,8.431111,10.424043,9.520671,7.467366,4.588217,1.185874,0.811889,0.090811,3.259415,5.913838,7.276789,3.845999,2.263001,1.764351,3.062907,3.670417,4.189291,2.400345,2.19903,3.062968,1.090198,-0.982548,-4.279063,-6.410719,-6.196075,-5.968442,-5.674116,-4.166278,-1.364047,-0.481939,-2.006566,-3.597419,-4.564244,-4.000385,-1.400191,3.027652,1.654919,-5.201128,-9.289021,-10.020746,2
-2.74563,-1.918523,-2.15605,-1.339687,2.099678,4.956214,9.23077,12.59242,14.748547,11.849939,7.695539,5.583571,3.048821,1.930412,-0.247241,1.027276,2.004419,2.968349,1.618507,0.814261,0.172452,0.812337,1.35169,1.595636,0.779573,0.335006,0.630686,0.307693,-0.769741,-2.859278,-5.02461,-5.40615,-5.607095,-5.513782,-5.424614,-5.000743,-5.163016,-5.327059,-5.128592,-4.814197,-4.399304,-2.651456,-0.365784,-0.887328,-3.871918,-5.601436,-5.93056,2
-3.916519,-3.430399,-3.404627,-2.11544,0.488148,2.623303,8.431142,11.668819,13.790443,12.094718,8.137157,5.391313,2.34764,1.692878,-0.151176,1.716773,3.328674,4.584642,2.594809,1.339923,0.696876,1.433567,1.884879,2.334031,1.223928,0.946125,1.568458,0.656187,-0.950047,-3.384068,-5.528777,-5.775937,-5.890316,-5.835417,-5.356698,-4.171044,-3.985854,-4.432162,-4.688434,-4.816245,-4.175858,-1.936149,1.107701,0.107555,-4.347462,-6.715916,-7.181146,2
-2.85734,-2.448184,-2.515771,-1.06982,1.398362,3.477082,9.97619,12.851689,14.541389,13.056337,8.813699,5.634294,2.513599,2.262537,-0.245596,0.461769,0.98474,2.174909,1.299644,0.582905,-0.018323,0.644224,1.108914,1.642441,0.953677,0.457878,0.863105,0.5784,-0.384971,-2.283737,-4.421016,-4.750435,-4.937725,-4.884216,-4.828076,-4.365761,-4.578968,-5.027274,-5.11495,-4.994862,-4.702253,-3.43083,-1.716989,-1.925012,-4.0322,-5.278769,-5.464704,2
-6.354938,-5.445293,-5.061376,-3.733695,-1.480976,0.724235,6.585742,9.216812,11.259629,10.208599,7.261739,4.717314,1.573488,1.022418,0.107016,3.002379,5.588513,6.880075,3.633289,2.018233,1.435258,2.592905,2.957622,3.777284,2.056369,1.986785,3.28945,1.183517,-1.181644,-4.222985,-6.22633,-6.007883,-5.90067,-5.988746,-4.681581,-1.785323,-0.483555,-1.774429,-3.377521,-4.29053,-3.564019,-1.174461,2.8611,1.389573,-5.416626,-9.22863,-9.948132,2
-4.648168,-4.062515,-3.78713,-2.449743,-0.372205,1.353689,7.259886,10.198003,12.221327,11.136689,7.77369,4.983484,1.944892,1.63248,0.675001,3.083029,5.137046,6.401047,3.663369,2.091917,1.353885,2.023608,2.359541,2.659943,1.423496,1.094513,1.421464,0.359839,-1.294547,-4.053995,-6.374258,-6.676186,-6.655474,-6.371287,-5.619261,-4.391563,-4.033541,-4.318234,-4.4431,-4.582509,-3.980295,-0.897929,3.197924,1.968785,-3.814384,-7.004161,-7.588065,2
-3.171081,-2.377393,-2.514379,-1.519133,1.659254,4.233611,9.339019,12.862311,14.833004,12.687626,8.225673,5.647916,2.875627,2.071728,-0.307293,0.599346,1.349074,2.372091,1.2599,0.507417,-0.057961,0.663329,1.229258,1.843881,1.064745,0.630565,1.165032,0.580544,-0.604565,-2.598105,-4.801376,-5.02491,-5.191738,-5.169173,-4.781542,-3.75677,-3.670007,-4.289946,-4.535594,-4.657256,-4.603938,-3.372427,-1.61405,-1.972798,-4.572004,-6.147871,-6.389641,2
-3.649888,-2.788898,-2.884268,-1.867729,1.384471,4.244368,9.255501,12.759853,14.847655,12.292843,8.063856,5.634031,2.750077,1.853902,-0.420368,0.732715,1.681209,2.698689,1.362862,0.588445,0.027263,0.907254,1.498206,2.130468,1.245846,0.800859,1.450743,0.674205,-0.655781,-2.768742,-4.942197,-5.008036,-5.115292,-5.141691,-4.672365,-3.446625,-3.248928,-4.060244,-4.427822,-4.635996,-4.599665,-3.287874,-1.219297,-1.824474,-4.826079,-6.54907,-6.843992,2
-5.561261,-4.897341,-4.614392,-3.079922,-1.092846,0.718897,7.106653,10.083366,12.325342,11.419706,7.780976,4.734613,1.570136,1.353883,0.405283,2.774811,4.824869,6.058005,3.31391,1.772302,1.173587,2.256181,2.71134,3.407132,2.097661,1.956847,2.709044,1.077918,-0.982983,-3.945057,-6.037944,-6.193045,-6.136725,-5.855545,-4.469133,-2.278443,-1.69627,-3.05086,-4.148139,-4.746148,-4.083989,-1.592054,2.147748,0.729907,-5.078598,-8.212846,-8.756574,2
-6.31567,-5.75925,-5.462733,-3.518922,-1.842269,0.319586,6.883112,8.423236,10.491534,9.57492,7.415355,4.544321,1.19637,0.800005,0.19433,3.369507,5.994125,7.298805,3.835279,2.239469,1.729874,3.046301,3.623662,4.168157,2.39548,2.193677,3.015951,1.015652,-1.046947,-4.256201,-6.475607,-6.172171,-5.892239,-5.619116,-4.192106,-1.523955,-0.607221,-1.98045,-3.335822,-4.347544,-3.948575,-1.3634,3.034584,1.631532,-5.250565,-9.394056,-10.130005,2
-2.695314,-1.892309,-2.096826,-1.29541,2.119064,4.906921,9.152494,12.494973,14.690564,11.859361,7.697176,5.566951,3.06631,1.93765,-0.23127,1.06118,2.057242,3.032183,1.670702,0.857975,0.22287,0.839845,1.392995,1.628996,0.810384,0.355421,0.686609,0.323484,-0.756021,-2.846589,-4.998374,-5.411394,-5.603998,-5.532949,-5.432849,-5.02059,-5.170081,-5.444501,-5.319965,-4.931756,-4.467571,-2.661616,-0.349606,-0.878194,-3.878104,-5.59255,-5.923509,2
-4.127355,-3.521444,-3.489368,-2.104898,0.492517,2.711137,8.525359,11.627541,13.712139,11.992728,8.18945,5.431137,2.386329,1.759863,-0.077523,1.764149,3.345925,4.582271,2.599772,1.370818,0.717903,1.47769,1.9187,2.346857,1.241403,0.911061,1.520743,0.622066,-0.932551,-3.372308,-5.523523,-5.73074,-5.790803,-5.752055,-5.308403,-4.229661,-3.960794,-4.631494,-4.898581,-4.845081,-4.259689,-2.009078,1.058177,0.200042,-4.213811,-6.632004,-7.094613,2
-2.683454,-2.320143,-2.441283,-1.012026,1.436191,3.52221,9.979784,12.870094,14.586002,13.136088,8.866183,5.653224,2.511282,2.248443,-0.274806,0.417489,0.936876,2.123676,1.258369,0.515265,-0.084213,0.580949,1.055445,1.593844,0.898018,0.382564,0.780996,0.509775,-0.450756,-2.355527,-4.51583,-4.841825,-5.033195,-4.966105,-4.854675,-4.329284,-4.423342,-4.723724,-4.682403,-4.613337,-4.5682,-3.422371,-1.788649,-2.030498,-4.21073,-5.517211,-5.719181,2
-3.338878,-3.019215,-3.001392,-1.614367,0.616115,2.49898,9.021247,12.210039,13.885569,12.736177,8.473008,5.351115,2.25134,1.988976,0.244397,1.601013,2.674801,3.731188,2.11662,1.123171,0.565376,1.291183,1.79686,2.235965,1.273181,0.740715,0.9879,0.370824,-0.805685,-2.987513,-5.212778,-5.519541,-5.709907,-5.740515,-5.279409,-4.370674,-4.24749,-4.65804,-4.867433,-4.924451,-4.529506,-2.57341,-0.039272,-0.638226,-4.082469,-6.128286,-6.497302,2
-5.65639,-5.103125,-4.734527,-3.39081,-1.3193,0.322806,6.600279,10.003757,12.269499,11.542144,7.736289,4.650751,1.492626,1.247323,0.295006,2.696111,4.89732,6.216868,3.398218,1.7944,1.204019,2.222183,2.602366,3.390755,2.020259,2.016966,3.032087,1.219537,-0.983212,-3.894892,-6.054966,-6.126905,-6.054901,-5.861166,-4.566531,-2.258053,-1.550044,-2.535935,-3.749043,-4.526672,-3.643738,-1.243947,2.403453,0.79275,-5.357652,-8.433169,-9.022793,2
-4.179418,-3.74759,-3.502826,-2.099429,-0.105894,1.581186,7.8651,10.962276,12.942353,11.863604,8.009746,4.954068,2.028771,1.732169,0.611507,2.719173,4.402322,5.471312,3.079728,1.697839,1.129844,1.851093,2.355017,2.654875,1.395017,0.994422,1.333339,0.3857,-1.077815,-3.585998,-5.882004,-6.22657,-6.360522,-6.32164,-5.692859,-4.551089,-4.231061,-4.516186,-4.645427,-4.905073,-4.255993,-1.514504,1.933884,1.041926,-3.858121,-6.618682,-7.117568,2
-2.712076,-2.290234,-2.341022,-1.197176,1.416466,3.375243,9.478734,12.967186,14.551256,13.12881,8.42791,5.473145,2.588164,2.143388,-0.132809,0.800416,1.481193,2.540568,1.433504,0.629294,0.062056,0.653879,1.160905,1.606618,0.856213,0.405236,0.749261,0.423724,-0.635088,-2.552933,-4.684484,-5.144646,-5.41144,-5.406048,-5.247853,-4.815295,-4.89975,-5.066979,-4.783344,-4.655308,-4.306739,-2.778302,-1.014236,-1.492453,-3.958659,-5.286183,-5.540115,2
