@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute target {1,2}

@data
0.0731,-0.078084,-0.275785,-0.496746,-0.671188,-0.822372,-0.938667,-0.985185,-0.938667,-0.834001,-0.706077,-0.554893,-0.426969,-0.310674,-0.206008,-0.112972,0.003323,0.119618,0.212654,0.259172,0.270801,0.282431,0.259172,0.212654,0.189395,0.154506,0.142877,0.166136,0.235913,0.340578,0.456873,0.515021,0.52665,0.491762,0.421985,0.328949,0.247542,0.177765,0.107988,-0.008307,-0.101343,-0.194379,-0.264156,-0.333933,-0.426969,-0.531634,-0.601411,-0.62467,-0.589782,-0.508375,-0.426969,-0.357192,-0.287415,-0.182749,-0.054825,0.0731,2
-0.141488,-0.281973,-0.31007,-0.324119,-0.450555,-0.661283,-0.717477,-0.647234,-0.520798,-0.366264,-0.253876,-0.183634,-0.071246,0.097336,0.265918,0.420451,0.504742,0.532839,0.546888,0.560936,0.574985,0.518791,0.420451,0.294015,0.167578,0.027094,-0.169585,-0.366264,-0.450555,-0.40841,-0.324119,-0.296022,-0.324119,-0.366264,-0.422458,-0.436507,-0.380313,-0.338167,-0.338167,-0.40841,-0.478652,-0.436507,-0.31007,-0.197682,-0.197682,-0.253876,-0.267925,-0.239828,-0.169585,-0.057197,0.013045,0.027094,0.027094,0.125433,0.294015,0.490694,1
0.155898,0.029168,-0.167968,-0.407348,-0.688971,-0.872026,-0.956513,-0.92835,-0.872026,-0.773458,-0.688971,-0.604484,-0.519997,-0.43551,-0.336942,-0.266536,-0.19613,-0.125725,-0.0694,0.015087,0.071412,0.071412,0.05733,0.085493,0.113655,0.155898,0.226304,0.338954,0.451603,0.522009,0.53609,0.493846,0.409359,0.324872,0.254467,0.212223,0.226304,0.184061,0.015087,-0.153887,-0.280617,-0.393267,-0.505916,-0.590403,-0.632646,-0.618565,-0.56224,-0.463672,-0.351023,-0.280617,-0.252455,-0.252455,-0.210212,-0.055319,0.113655,0.240385,2
-0.136956,-0.206426,-0.317579,-0.442626,-0.581567,-0.678825,-0.734402,-0.720507,-0.637143,-0.539884,-0.442626,-0.359261,-0.262003,-0.109168,0.057561,0.210396,0.307655,0.349337,0.349337,0.349337,0.363231,0.391019,0.391019,0.404913,0.46049,0.488278,0.543854,0.655007,0.724477,0.793948,0.793948,0.738371,0.641113,0.516066,0.377125,0.279867,0.196502,0.113138,-0.025803,-0.206426,-0.345367,-0.484308,-0.651037,-0.789978,-0.928919,-1.012283,-1.012283,-0.928919,-0.789978,-0.637143,-0.539884,-0.45652,-0.373155,-0.248109,-0.123062,-0.011909,2
-0.170719,-0.226627,-0.310488,-0.408327,-0.53412,-0.617982,-0.659913,-0.645936,-0.576051,-0.478212,-0.39435,-0.310488,-0.170719,-0.002995,0.164729,0.304498,0.38836,0.416314,0.430291,0.444268,0.472222,0.514153,0.556084,0.584038,0.625969,0.625969,0.6679,0.723807,0.807669,0.863577,0.863577,0.821646,0.737784,0.598015,0.472222,0.332452,0.220636,0.122798,-0.016972,-0.198673,-0.338442,-0.53412,-0.715821,-0.911498,-1.065245,-1.13513,-1.13513,-1.065245,-0.925475,-0.799682,-0.67389,-0.590028,-0.506166,-0.39435,-0.254581,-0.128788,2
-0.227589,-0.259451,-0.307245,-0.339107,-0.402832,-0.450625,-0.466557,-0.434694,-0.370969,-0.291313,-0.227589,-0.179795,-0.132001,-0.036414,0.106967,0.266279,0.393728,0.505247,0.537109,0.55304,0.55304,0.584903,0.616765,0.632696,0.648627,0.664559,0.68049,0.760146,0.839802,0.919458,1.015045,1.046907,0.983183,0.871664,0.696421,0.505247,0.314072,0.15476,0.027311,-0.132001,-0.291313,-0.418763,-0.594006,-0.769249,-0.944493,-1.119736,-1.215323,-1.215323,-1.135667,-0.992286,-0.817043,-0.6418,-0.51435,-0.418763,-0.307245,-0.195726,2
0.03804,-0.004565,-0.089774,-0.217589,-0.366706,-0.537125,-0.57973,-0.558428,-0.537125,-0.49452,-0.430613,-0.388008,-0.345403,-0.324101,-0.302799,-0.238891,-0.132379,-0.004565,0.12325,0.208459,0.251064,0.293669,0.293669,0.293669,0.251064,0.293669,0.378879,0.506693,0.634508,0.783624,0.911439,0.932741,0.826229,0.719717,0.591903,0.506693,0.421483,0.314971,0.187157,0.03804,-0.196287,-0.409311,-0.558428,-0.686242,-0.856661,-1.005778,-1.027081,-0.920569,-0.814056,-0.686242,-0.601032,-0.49452,-0.345403,-0.196287,-0.025867,0.165854,1
-0.204189,-0.250297,-0.327142,-0.388618,-0.434726,-0.434726,-0.419357,-0.342511,-0.265666,-0.234928,-0.234928,-0.204189,-0.127344,-0.004391,0.164669,0.31836,0.410574,0.441312,0.472051,0.533527,0.579634,0.610372,0.595003,0.564265,0.579634,0.610372,0.702587,0.810171,0.902385,0.9946,1.025338,0.979231,0.887016,0.748694,0.595003,0.472051,0.379836,0.241514,0.072454,-0.142713,-0.342511,-0.573048,-0.788215,-0.957275,-1.157073,-1.264657,-1.280026,-1.20318,-1.064858,-0.926537,-0.849691,-0.788215,-0.680631,-0.542309,-0.373249,-0.219558,2
-0.407437,-0.376095,-0.360425,-0.376095,-0.470119,-0.564143,-0.658167,-0.673838,-0.611155,-0.532802,-0.501461,-0.454449,-0.376095,-0.219389,-0.015671,0.141036,0.203718,0.219389,0.203718,0.188048,0.203718,0.266401,0.297742,0.344754,0.391766,0.438778,0.454449,0.423107,0.407437,0.48579,0.579814,0.626826,0.626826,0.564143,0.470119,0.407437,0.360425,0.313413,0.203718,0.015671,-0.219389,-0.407437,-0.454449,-0.470119,-0.579814,-0.72085,-0.814873,-0.830544,-0.783532,-0.658167,-0.564143,-0.501461,-0.423107,-0.297742,-0.109695,0.125365,1
-0.15949,-0.359176,-0.595168,-0.794854,-0.976387,-1.085307,-1.10346,-0.99454,-0.849314,-0.740394,-0.649628,-0.577015,-0.449942,-0.322869,-0.213949,-0.10503,-0.014263,0.040197,0.076503,0.094656,0.11281,0.11281,0.05835,0.00389,-0.068723,-0.10503,-0.086876,-0.014263,0.11281,0.239883,0.312496,0.330649,0.312496,0.276189,0.276189,0.258036,0.258036,0.239883,0.16727,0.076503,-0.014263,-0.086876,-0.177643,-0.268409,-0.359176,-0.377329,-0.341022,-0.268409,-0.195796,-0.15949,-0.141336,-0.141336,-0.086876,0.040197,0.239883,0.421415,2
