@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute target {1,2,3,4,5}

@data
1.503017,0.896773,0.327023,-0.665421,-1.197536,-1.863014,-1.607409,-1.001585,-0.595269,-0.341813,-0.067167,0.191847,0.091087,0.182736,0.164074,0.137694,0.166844,0.239966,0.330327,0.502779,1.011414,0.953735,0.908064,0.78268,0.78424,0.321133,-0.054555,-0.269277,0.252651,0.315965,0.026061,-0.005534,-0.253566,-0.065262,-0.14057,-0.363916,-0.397225,-0.454372,-0.340253,-0.613065,-0.545109,-0.432335,-0.498122,-0.493168,-0.339184,-0.336486,-0.270655,-0.119299,-0.14953,0.022993,0.364953,0.597038,0.519465,0.403821,0.269394,0.296733,1
-0.253318,-0.960012,-1.303709,-1.474577,-1.369652,-1.191059,-0.814056,-0.569536,-0.457679,-0.289835,-0.16913,-0.145682,-0.1081,-0.103343,-0.063809,-0.056406,0.053024,0.216279,0.387012,0.38919,0.48453,0.568494,0.530639,0.421616,0.325909,0.341773,0.413347,-0.099695,0.051093,0.028832,-0.033636,-0.065301,-0.004655,-0.049103,-0.043564,-0.05946,-0.080633,-0.044263,-0.067601,0.025708,0.147422,0.210901,0.334069,0.402692,0.559245,0.693511,0.762457,0.816546,0.8085,0.781423,0.740064,0.625083,0.551461,0.42306,0.263572,0.169254,1
-0.083974,-0.940695,-1.399253,-1.428439,-1.302502,-1.055471,-0.670256,-0.572939,-0.456679,-0.155688,-0.092816,-0.0868,-0.066838,-0.018639,-0.024969,-0.042618,0.060048,0.146683,0.375628,0.346224,0.304493,0.434798,0.437167,0.304795,0.352433,0.5678,0.709939,0.005717,-0.088906,-0.092776,-0.13632,-0.141465,-0.213407,-0.249497,-0.259303,-0.263963,-0.252002,-0.217119,-0.237658,-0.176615,0.001888,0.111531,0.221166,0.370446,0.516137,0.621876,0.793,0.955082,0.941927,0.887221,0.906617,0.73516,0.680596,0.555347,0.340231,0.220083,1
0.184906,-0.491753,-0.998997,-1.381074,-1.451392,-1.408447,-1.185667,-0.786156,-0.586219,-0.467988,-0.302697,-0.177827,-0.128451,-0.093108,-0.044182,0.020795,0.161759,0.368911,0.389996,0.392639,0.493009,0.454122,0.401485,0.287503,0.386125,0.461545,0.24604,-0.520429,0.026631,0.007426,-0.075628,-0.042803,-0.097381,-0.13985,-0.145443,-0.083008,-0.074911,-0.036343,0.063601,0.133636,0.262636,0.36584,0.499969,0.684317,0.747352,0.893185,0.938524,0.939478,0.872016,0.824223,0.74751,0.564844,0.519735,0.253772,0.054344,-0.040347,1
-0.241877,-0.777018,-1.044933,-1.312474,-1.394859,-1.286412,-1.051559,-0.650125,-0.45034,-0.315846,-0.166221,-0.082171,-0.080223,-0.080069,-0.034536,0.025561,0.124951,0.346278,0.548605,0.513564,0.423064,0.181045,-0.146683,-0.242488,-0.319805,-0.278008,-0.08401,-0.284999,0.054421,0.081436,0.091972,0.005743,0.005846,0.01392,0.019142,0.034744,0.024801,0.123704,0.172648,0.308929,0.436737,0.511756,0.601011,0.705595,0.86269,0.942495,1.010798,0.985247,1.024817,0.933747,0.814109,0.749466,0.593354,0.533577,0.392923,0.20676,1
0.725024,-0.23998,-1.153453,-1.497373,-1.547142,-1.447103,-1.080722,-0.650197,-0.583238,-0.39709,-0.064945,-0.061514,-0.101489,-0.05011,-0.07685,-0.025009,0.093504,0.253486,0.381934,0.35725,0.4435,0.484728,0.430346,0.398696,0.493687,0.800777,0.563514,-0.638784,0.014497,-0.076883,-0.077094,-0.211676,-0.213577,-0.242167,-0.238848,-0.279413,-0.275078,-0.168846,-0.166291,-0.101934,0.061274,0.195798,0.312709,0.426774,0.661393,0.901348,1.032047,0.986616,0.886109,0.907363,0.759198,0.584567,0.394127,0.255764,0.112204,-0.157155,1
1.061387,0.903054,0.434144,-0.150296,-0.85421,-1.337512,-1.197294,-0.726291,-0.555047,-0.490637,-0.054868,0.099705,0.073193,0.116889,0.196891,0.110388,0.212217,0.155542,0.21699,0.285541,0.532745,0.482959,0.519175,0.749248,0.879427,0.958338,0.683674,0.532496,-0.095455,-0.063315,-0.228214,-0.239531,-0.284585,-0.330416,-0.472902,-0.541786,-0.575301,-0.642486,-0.568063,-0.695549,-0.641718,-0.595399,-0.556566,-0.508486,-0.33036,-0.346242,-0.399422,-0.236283,-0.066568,0.041932,0.13346,0.392736,0.605513,0.513807,0.481167,0.493259,1
-0.420518,-1.111935,-1.294068,-1.397166,-1.274396,-1.030689,-0.672717,-0.548051,-0.373666,-0.237302,-0.053665,-0.081482,-0.07784,-0.022165,-0.04183,0.065923,0.261951,0.387443,0.374628,0.467187,0.485433,0.473031,0.339721,0.281164,0.374918,0.296068,-0.042891,-0.712989,0.053153,-0.032428,-0.062339,-0.029629,-0.129933,-0.077622,-0.080304,-0.056815,-0.012585,-0.003888,0.087133,0.181736,0.253762,0.337086,0.372137,0.541294,0.719346,0.844006,0.874863,0.816664,0.798522,0.733265,0.690209,0.571081,0.463355,0.287242,0.161465,0.078079,1
0.57235,-0.310739,-0.944777,-1.284612,-1.567849,-1.574134,-1.180203,-0.747771,-0.658095,-0.512526,-0.162278,-0.082364,-0.087662,-0.084712,-0.036626,-0.016566,0.03397,0.074389,0.222134,0.354349,0.47062,0.519765,0.511345,0.526192,0.401458,0.546927,0.657696,-0.403823,0.030169,-0.088927,-0.106943,-0.198562,-0.153793,-0.236612,-0.238779,-0.201718,-0.319261,-0.290429,-0.292109,-0.248819,0.012924,0.138532,0.34601,0.331155,0.411498,0.601509,0.830286,1.076768,1.037073,0.977208,0.898072,0.853988,0.753126,0.552081,0.518422,0.152443,1
-0.584803,-1.045068,-1.22701,-1.447199,-1.315652,-1.082622,-0.779559,-0.630019,-0.46533,-0.267941,-0.208878,-0.168599,-0.104849,-0.142565,-0.103865,0.010077,0.06527,0.250201,0.403884,0.399862,0.349971,0.164678,-0.029367,-0.135697,-0.228013,-0.197205,0.003944,-0.126093,0.047631,0.121415,0.117727,0.077101,0.096208,0.140304,0.049932,0.075339,0.111259,0.112597,0.12886,0.304251,0.427511,0.470051,0.608078,0.589921,0.784606,0.981568,1.089779,1.076253,1.055122,0.972973,0.856815,0.725738,0.668446,0.518826,0.465225,0.290134,1
-0.200725,-0.815711,-0.988309,-1.020241,-0.822575,-0.587625,-0.361036,-0.329185,-0.146538,-0.070637,-0.077882,-0.019948,0.020199,0.027536,0.037837,0.113562,0.176688,0.277681,0.302207,0.294747,0.333019,0.292791,0.263398,0.27908,0.321252,0.371306,0.384819,0.060454,-0.261977,-0.218326,-0.245739,-0.271081,-0.270408,-0.276776,-0.257637,-0.237682,-0.234715,-0.203947,-0.119425,-0.118169,-0.01963,0.095142,0.155257,0.224105,0.331356,0.442119,0.467853,0.506484,0.494885,0.491713,0.477054,0.4699,0.440432,0.378925,0.310925,0.275117,1
-0.083166,-0.811232,-1.254215,-1.478118,-1.286964,-0.994036,-0.635896,-0.475999,-0.382441,-0.164991,-0.158007,-0.121619,-0.074456,-0.097027,-0.071855,-0.032011,0.027918,0.263713,0.429403,0.433242,0.454003,0.523714,0.570302,0.509669,0.439321,0.384237,0.487822,0.31602,-0.186983,-0.165448,-0.130442,-0.248591,-0.240973,-0.258287,-0.370582,-0.317956,-0.311112,-0.200718,-0.114402,-0.177987,-0.001196,0.11462,0.178476,0.287266,0.432714,0.605261,0.867206,0.804568,0.790913,0.768776,0.655596,0.653449,0.616453,0.493291,0.269466,0.110627,1
0.820735,0.782697,-0.041384,-0.762431,-1.143176,-1.481944,-1.357195,-0.91023,-0.625143,-0.520566,-0.185186,-0.002973,-0.049847,-0.051686,-0.044768,0.041534,0.043675,-0.008431,0.036455,0.047973,0.302084,0.477095,0.357144,0.512432,0.387482,0.030998,-0.237674,-0.030634,-0.048409,-0.113857,-0.105317,-0.161834,-0.112687,-0.1989,-0.237055,-0.290584,-0.282932,-0.268116,-0.254459,-0.335067,-0.207714,-0.203184,-0.229745,-0.119996,-0.005066,0.11164,0.112115,0.390427,0.599121,0.641092,0.817516,1.019139,1.223124,1.287248,1.274513,1.118434,1
-0.258581,-0.70132,-0.974048,-1.341572,-1.535127,-1.435816,-0.984447,-0.657741,-0.586667,-0.306649,-0.10882,-0.095168,-0.079069,-0.034552,-0.010807,-0.008046,0.065083,0.101764,0.27414,0.570911,0.566153,0.625276,0.685061,0.633723,0.374394,0.036896,-0.002695,-0.100449,0.010109,0.016559,-0.013555,-0.049979,-0.081774,-0.057423,-0.1068,-0.17408,-0.103057,-0.140814,-0.054931,-0.030255,-0.004799,0.081652,0.248178,0.341291,0.42314,0.57407,0.643953,0.767373,0.930022,0.936742,0.904346,0.783016,0.640156,0.566771,0.503987,0.378363,1
0.871481,0.629484,0.02424,-0.630334,-0.910808,-1.131848,-1.054852,-0.743952,-0.540989,-0.497705,-0.306138,-0.088356,-0.037484,-0.045175,-0.044245,-0.032699,0.054615,0.013228,0.070727,0.241529,0.323319,0.351453,0.532861,0.598153,0.625462,0.429327,0.484566,0.49825,-0.302815,-0.249701,-0.31035,-0.381894,-0.385118,-0.408786,-0.39144,-0.432728,-0.40823,-0.439987,-0.484268,-0.497451,-0.388647,-0.37409,-0.322849,-0.171409,-0.116776,0.117115,0.271833,0.389112,0.443665,0.548016,0.801133,0.849986,0.925996,0.797506,0.787009,0.609003,1
-1.221596,-1.772797,-1.584256,-1.493135,-1.081211,-0.732507,-0.511402,-0.359653,-0.142928,-0.066963,-0.126708,-0.070088,-0.065504,-0.010948,0.006637,0.039677,0.144007,0.269545,0.365858,0.367577,0.441299,0.410762,0.414526,0.23971,0.240795,0.213146,0.316359,-0.29106,-0.057342,-0.05191,-0.035227,-0.080174,-0.115564,-0.15521,-0.076707,-0.084349,-0.068256,0.001253,0.00455,0.097863,0.21943,0.335936,0.458036,0.590946,0.726229,0.873407,1.013702,0.906265,0.937744,0.819023,0.817399,0.604441,0.569738,0.448036,0.216053,0.175973,1
-0.329866,-1.222854,-1.359021,-1.370115,-1.361719,-1.205786,-0.830316,-0.393289,-0.400289,-0.265119,-0.028899,-0.036963,-0.071819,0.004515,0.025025,0.036549,0.115802,0.329573,0.426074,0.472502,0.523637,0.479478,0.470443,0.320868,0.30605,0.378625,0.188437,-0.633497,0.005018,-0.037546,-0.022813,-0.074121,-0.101182,-0.038891,-0.073438,-0.142367,-0.086266,0.002406,0.08037,0.1065,0.239726,0.385777,0.460818,0.521814,0.701973,0.823282,0.841929,0.820834,0.83775,0.766767,0.707015,0.623375,0.452228,0.289076,0.064872,-0.006945,1
0.281491,0.304669,0.25177,0.327305,0.459675,0.366618,0.206893,0.126935,0.317171,0.379912,0.054583,-0.426856,-0.783013,-1.03452,-1.393598,-1.400404,-1.139063,-0.609937,-0.475059,-0.521552,-0.237126,-0.118769,0.009393,0.090172,0.055098,0.021552,0.148913,0.302089,0.835965,1.006972,0.899111,0.796559,0.90525,0.854304,0.697852,0.637435,0.440139,0.425631,0.280614,0.103586,-0.035048,-0.15483,-0.121099,-0.015074,-0.118073,-0.104776,-0.176312,-0.185533,-0.124785,-0.07294,0.1211,-0.121596,-0.278322,-0.138411,0.080944,0.214817,1
0.026676,-0.229382,0.06173,-0.217388,-0.322314,-0.554133,-0.598554,-0.667108,-0.506491,-0.482858,-0.337809,-0.294411,-0.30676,-0.24147,-0.218022,-0.206061,-0.19893,-0.174561,-0.16395,-0.090009,0.20554,0.271985,0.203331,-0.154775,-0.29131,-0.49015,-0.30414,-0.403031,0.732152,0.753733,0.76103,0.712717,0.687995,0.6384,0.56632,0.548085,0.431051,0.387006,0.41616,0.371123,0.185941,0.090884,0.07515,0.051793,0.052866,0.027253,0.007868,0.020265,0.009276,0.091062,0.174954,0.1884,0.342414,0.478965,0.545076,0.678597,1
-0.742056,-1.454644,-1.513319,-1.499828,-1.333254,-1.078408,-0.652558,-0.587846,-0.450551,-0.200946,-0.127004,-0.08268,-0.09293,-0.070405,-0.053221,-0.023971,0.074177,0.251256,0.3968,0.355252,0.484244,0.533672,0.455753,0.335254,0.23634,0.366604,0.352792,-0.440471,0.063312,-0.002305,0.016558,-0.072974,-0.092106,-0.0115,-0.08962,-0.016114,0.003953,0.016695,0.095561,0.171829,0.259539,0.427895,0.483852,0.661181,0.777097,0.98564,0.981098,0.997236,0.998282,0.91712,0.761107,0.64009,0.465796,0.303558,0.124329,-0.024191,1
0.029641,-0.274364,-0.474076,-0.610268,-0.684605,-0.645903,-0.49943,-0.333089,-0.324096,-0.213921,-0.062368,-0.030354,-0.031315,-0.026495,-0.010538,0.02176,0.079004,0.106682,0.233142,0.3175,0.291386,0.284235,0.267427,0.24021,0.233346,0.26333,0.337259,0.313123,-0.28037,-0.277005,-0.258109,-0.235471,-0.241607,-0.253165,-0.248805,-0.21441,-0.227491,-0.214779,-0.21359,-0.139735,-0.123607,-0.154676,-0.086994,0.024062,0.063102,0.110551,0.243772,0.35326,0.427293,0.503359,0.547261,0.582544,0.568859,0.605635,0.510265,0.434016,1
0.805475,0.129752,-0.497941,-1.026476,-1.322418,-1.108845,-0.702881,-0.597479,-0.475607,-0.103974,-0.045091,-0.089587,0.00464,0.005875,0.012839,0.040739,0.010012,0.051529,0.08118,0.112347,0.368263,0.36366,0.37843,0.615328,0.632443,0.537564,0.23753,0.346918,-0.172691,-0.15394,-0.292367,-0.340871,-0.358915,-0.393766,-0.352083,-0.399255,-0.417236,-0.398666,-0.439924,-0.52263,-0.407733,-0.409358,-0.29563,-0.22425,-0.120534,0.139911,0.326749,0.448737,0.456823,0.64932,0.860615,0.977062,1.045767,1.028843,0.889673,0.730013,1
0.288882,-0.563532,-1.23381,-1.595802,-1.414976,-1.110987,-0.727137,-0.579897,-0.483142,-0.196725,-0.080703,-0.063989,0.000378,-0.024484,0.0135,0.051087,0.082589,0.16663,0.347933,0.579753,0.640272,0.786733,0.890516,0.750943,0.478387,0.238354,0.320278,0.08251,-0.090785,-0.084706,-0.232963,-0.246033,-0.254515,-0.278306,-0.279257,-0.353854,-0.326262,-0.353697,-0.262349,-0.282432,-0.257458,-0.134516,-0.030169,0.132027,0.319008,0.467503,0.524972,0.607312,0.750469,0.812346,0.788526,0.701294,0.578169,0.501224,0.39471,0.424398,1
-0.118343,-0.347798,-0.726532,-0.953096,-1.135709,-1.318414,-1.118139,-0.681445,-0.504853,-0.340961,0.013165,0.064741,0.006685,0.010977,0.205093,0.282401,0.116943,0.049523,0.194996,0.549023,0.732335,0.463514,0.191166,-0.286699,-0.495588,-0.581834,-0.514738,-0.17495,-0.052894,-0.053199,0.040657,0.09878,0.060457,-0.026312,-0.207689,0.078693,0.191869,0.028617,-0.080643,-0.004302,0.185746,0.046451,0.042833,0.18054,0.244337,0.37908,0.517115,0.762732,0.93195,0.920685,0.960229,1.109593,1.118065,0.871134,0.824083,0.4592,1
-0.096056,-0.612629,-0.911536,-1.069175,-0.97783,-0.835231,-0.606795,-0.412199,-0.337266,-0.247789,-0.150435,-0.079715,-0.011713,-0.000516,-0.013387,0.031426,0.070459,0.146825,0.262302,0.311793,0.352723,0.421335,0.372612,0.309113,0.328538,0.353915,0.514096,0.377179,-0.233342,-0.154528,-0.172336,-0.200351,-0.240071,-0.170767,-0.187352,-0.248094,-0.201337,-0.165601,-0.139307,-0.112491,-0.041341,0.107951,0.071042,0.131196,0.367618,0.3876,0.396696,0.589526,0.622857,0.599388,0.536689,0.554664,0.454508,0.480781,0.40178,0.329559,1
0.261291,-0.824184,-1.356627,-1.510431,-1.344363,-1.019175,-0.621441,-0.489914,-0.270387,-0.005777,0.016972,0.057054,0.075396,0.104443,0.128909,0.125338,0.095904,0.182968,0.401087,0.586789,0.488982,0.475334,0.367914,0.231068,0.30052,0.322612,0.398828,-0.44448,-0.081094,-0.092077,-0.113825,-0.233506,-0.216501,-0.259275,-0.271993,-0.280495,-0.264714,-0.307343,-0.291744,-0.254427,-0.185707,-0.139204,-0.038281,0.248198,0.436015,0.474172,0.58983,0.666022,0.80518,0.759965,0.837473,0.802647,0.698572,0.673107,0.535474,0.401588,1
0.719144,0.331596,-0.570739,-1.222715,-1.588024,-1.76042,-1.385672,-0.844815,-0.847266,-0.529505,-0.181504,-0.15101,-0.239446,-0.169179,-0.064598,-0.055394,-0.003759,-0.082974,-0.088346,0.104703,0.425004,0.480018,0.617679,0.682064,0.731561,0.452024,0.294604,0.372629,0.368015,0.300342,0.248417,0.164011,0.107656,0.171609,-0.003848,-0.039712,0.0235,0.04452,-0.055171,0.001411,-0.03508,0.045923,0.054351,0.096007,0.137029,0.1059,0.206339,0.318134,0.447912,0.413668,0.46081,0.673525,0.78509,0.789675,0.597826,0.433654,1
