@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute target {1,2,3,4,5,6,7}

@data
1.15457,0.958269,0.763222,0.569796,0.377742,0.187225,-0.000973,-0.186784,-0.362431,-0.526675,-0.67743,-0.812454,-0.930069,-1.029223,-1.108529,-1.167916,-1.204403,-1.21648,-1.203441,-1.165169,-1.103314,-1.023665,-0.929301,-0.820896,-0.70795,-0.598645,-0.499873,-0.413268,-0.340705,-0.284206,-0.244509,-0.220781,-0.214697,-0.224834,-0.239416,-0.256485,-0.269383,-0.271734,-0.260295,-0.239779,-0.210394,-0.167209,-0.116715,-0.060532,0.001985,0.071868,0.147418,0.229749,0.3141,0.395345,0.45482,0.488602,0.491363,0.46509,0.411028,0.34787,0.263234,0.18021,0.092017,0.013005,-0.064098,-0.13341,-0.187241,-0.226013,-0.24759,-0.250198,-0.228778,-0.191501,-0.139407,-0.073482,0.003542,0.078963,0.167577,0.24018,0.310468,0.361223,0.396071,0.408881,0.39566,0.361451,0.3054,0.236604,0.163723,0.096826,0.038042,-0.013936,-0.058045,-0.094929,-0.132328,-0.167902,-0.197418,-0.21968,-0.235956,-0.249174,-0.262012,-0.280203,-0.300213,-0.328038,-0.372145,-0.430464,-0.50274,-0.586692,-0.682244,-0.78748,-0.892449,-0.988898,-1.071132,-1.136215,-1.179912,-1.199776,-1.196717,-1.170666,-1.122768,-1.055562,-0.970078,-0.868016,-0.750156,-0.618391,-0.471897,-0.312343,-0.142623,0.034809,0.214407,0.395712,0.578627,0.762816,0.948671,1.135389,1.3156,6
1.239771,1.044043,0.849741,0.656972,0.465527,0.275617,0.089577,-0.085509,-0.248123,-0.391957,-0.51006,-0.61864,-0.721004,-0.820586,-0.903402,-0.962137,-0.99572,-1.003015,-0.984655,-0.939522,-0.873899,-0.789221,-0.694301,-0.59863,-0.502172,-0.419244,-0.361703,-0.312823,-0.275873,-0.255805,-0.256136,-0.277706,-0.320993,-0.385559,-0.454906,-0.526336,-0.589203,-0.644409,-0.689139,-0.713191,-0.717834,-0.695126,-0.642643,-0.565774,-0.471455,-0.371215,-0.267598,-0.161313,-0.053068,0.057112,0.149624,0.242818,0.332735,0.417757,0.483282,0.516684,0.519456,0.48984,0.431379,0.360853,0.279127,0.207002,0.148384,0.097005,0.065714,0.055555,0.062461,0.071572,0.081983,0.079805,0.077817,0.096333,0.132622,0.176635,0.220764,0.249819,0.269511,0.270036,0.248441,0.218276,0.163146,0.080137,-0.022976,-0.14119,-0.263471,-0.37216,-0.461275,-0.545033,-0.620713,-0.676668,-0.705638,-0.712466,-0.700231,-0.671436,-0.628378,-0.583359,-0.538811,-0.493491,-0.447951,-0.41283,-0.398538,-0.401136,-0.417468,-0.441919,-0.489626,-0.553745,-0.630799,-0.706122,-0.77293,-0.828314,-0.869108,-0.891413,-0.886704,-0.855751,-0.799832,-0.722418,-0.631447,-0.531894,-0.415722,-0.289783,-0.140781,0.024476,0.20209,0.385199,0.57067,0.758301,0.947315,1.138606,1.326665,7
1.179854,0.985618,0.792143,0.599968,0.40927,0.220257,0.032561,-0.152752,-0.329561,-0.496946,-0.651014,-0.79081,-0.913819,-1.020175,-1.107526,-1.175401,-1.221943,-1.245667,-1.245363,-1.220934,-1.171977,-1.099864,-1.010567,-0.907356,-0.79571,-0.676888,-0.563356,-0.460959,-0.372619,-0.298533,-0.241709,-0.201653,-0.178569,-0.172796,-0.185517,-0.209864,-0.237015,-0.260131,-0.271863,-0.270493,-0.257869,-0.237932,-0.202791,-0.153656,-0.098268,-0.036519,0.030995,0.105556,0.186583,0.273079,0.353834,0.421212,0.46327,0.473758,0.45495,0.406327,0.351757,0.2828,0.201713,0.119192,0.033411,-0.041813,-0.116426,-0.177882,-0.224478,-0.255783,-0.262159,-0.243672,-0.206658,-0.153779,-0.087639,-0.006662,0.067139,0.145864,0.22516,0.289333,0.347715,0.381497,0.402954,0.399342,0.37654,0.330126,0.26704,0.198782,0.134816,0.07846,0.030029,-0.011017,-0.046017,-0.084225,-0.124227,-0.156284,-0.185916,-0.210518,-0.233287,-0.254572,-0.282661,-0.312345,-0.346157,-0.395626,-0.458525,-0.534665,-0.621949,-0.719785,-0.824495,-0.925233,-1.013578,-1.087013,-1.140616,-1.171611,-1.179008,-1.163893,-1.125799,-1.065478,-0.986883,-0.890325,-0.777987,-0.64959,-0.506866,-0.350144,-0.182336,-0.004519,0.176249,0.358788,0.543499,0.729438,0.917071,1.10614,1.290473,6
1.298099,1.105713,0.913798,0.723761,0.535364,0.348483,0.163397,-0.017718,-0.187508,-0.342502,-0.474042,-0.587456,-0.690612,-0.786832,-0.87632,-0.943732,-0.984508,-0.998613,-0.985195,-0.944798,-0.885553,-0.80921,-0.723416,-0.629587,-0.537839,-0.460861,-0.407283,-0.371277,-0.344793,-0.33017,-0.333348,-0.358573,-0.402801,-0.449888,-0.498693,-0.545618,-0.588169,-0.617258,-0.625534,-0.614242,-0.584304,-0.53219,-0.468671,-0.40029,-0.327084,-0.250695,-0.171172,-0.076566,0.036927,0.153353,0.268296,0.357226,0.421223,0.45324,0.453441,0.422511,0.36344,0.29994,0.237354,0.172812,0.124841,0.088785,0.053008,0.024753,-0.002605,-0.029297,-0.052203,-0.051916,-0.03485,-0.016607,0.002405,0.031269,0.081049,0.134393,0.187055,0.239819,0.266961,0.271722,0.264531,0.233821,0.171419,0.082631,-0.032747,-0.157386,-0.275343,-0.371115,-0.443236,-0.499876,-0.550657,-0.595652,-0.626563,-0.643613,-0.641508,-0.621645,-0.588275,-0.55592,-0.519677,-0.484466,-0.44969,-0.429589,-0.429308,-0.440899,-0.460497,-0.49694,-0.554545,-0.62642,-0.707066,-0.781,-0.845366,-0.897001,-0.932182,-0.943543,-0.9281,-0.885893,-0.818625,-0.735198,-0.643086,-0.539378,-0.425064,-0.292416,-0.137805,0.03134,0.210706,0.393242,0.577791,0.764003,0.952404,1.142551,1.331245,7
0.779116,0.559766,0.345655,0.137991,-0.06078,-0.248668,-0.414833,-0.553302,-0.662341,-0.741594,-0.790686,-0.809148,-0.805006,-0.79022,-0.74869,-0.677077,-0.576213,-0.447063,-0.292085,-0.119986,0.062678,0.235159,0.386181,0.509715,0.60414,0.66925,0.704429,0.70951,0.683607,0.627292,0.539678,0.421033,0.272009,0.092109,-0.116551,-0.327765,-0.525111,-0.685036,-0.806038,-0.889432,-0.933918,-0.940847,-0.914878,-0.864687,-0.804343,-0.73931,-0.668672,-0.593103,-0.511069,-0.418262,-0.295099,-0.160514,-0.027896,0.070331,0.129286,0.150271,0.134028,0.096962,0.055519,0.008505,-0.04456,-0.089998,-0.117459,-0.119897,-0.097428,-0.053893,-0.022453,-0.021334,-0.05053,-0.064391,-0.051367,-0.010895,0.050413,0.105527,0.131398,0.135874,0.13369,0.116083,0.071514,-0.006163,-0.11697,-0.256822,-0.400513,-0.514636,-0.597597,-0.667975,-0.732807,-0.793327,-0.844143,-0.873993,-0.870866,-0.833492,-0.761803,-0.655606,-0.514365,-0.348082,-0.171412,0.006577,0.167764,0.297002,0.394014,0.459483,0.492908,0.495167,0.466053,0.406869,0.317903,0.207185,0.083986,-0.049696,-0.192088,-0.331367,-0.45403,-0.55467,-0.626337,-0.666602,-0.688073,-0.696713,-0.672872,-0.617761,-0.531401,-0.415289,-0.269873,-0.102988,0.076391,0.266249,0.464382,0.668495,0.875996,4
1.172612,0.977389,0.782583,0.589503,0.397944,0.20854,0.021045,-0.163493,-0.33761,-0.500149,-0.647967,-0.779427,-0.89418,-0.989783,-1.065374,-1.120227,-1.1522,-1.159942,-1.143039,-1.10112,-1.036031,-0.956533,-0.859699,-0.749584,-0.635545,-0.528572,-0.433342,-0.350928,-0.283007,-0.231491,-0.196896,-0.178747,-0.179037,-0.185762,-0.194822,-0.203993,-0.207741,-0.197974,-0.179688,-0.154216,-0.120636,-0.080618,-0.033668,0.020115,0.080946,0.149434,0.224918,0.298806,0.368658,0.418864,0.443868,0.442654,0.412393,0.367318,0.296421,0.225903,0.136583,0.057466,-0.022582,-0.096747,-0.156508,-0.202436,-0.233752,-0.245034,-0.232629,-0.200781,-0.153891,-0.094418,-0.021242,0.051603,0.137614,0.213981,0.293769,0.354922,0.405916,0.437066,0.439253,0.415042,0.370417,0.304144,0.22502,0.147161,0.075375,0.011775,-0.045032,-0.095559,-0.138852,-0.176287,-0.2116,-0.240593,-0.258954,-0.271175,-0.278443,-0.284693,-0.296728,-0.309488,-0.332734,-0.371354,-0.424893,-0.492847,-0.575079,-0.66837,-0.772102,-0.883169,-0.987927,-1.081202,-1.160787,-1.219485,-1.255501,-1.267389,-1.255591,-1.222454,-1.166871,-1.092462,-1.000578,-0.892712,-0.768456,-0.633199,-0.484587,-0.323152,-0.151732,0.024643,0.20316,0.3835,0.565073,0.747721,0.931682,1.116908,1.297181,6
1.04659,0.865134,0.684693,0.504862,0.327863,0.15344,-0.01681,-0.181758,-0.339565,-0.488234,-0.62582,-0.745828,-0.847414,-0.928918,-0.988034,-1.039325,-1.085184,-1.132694,-1.173052,-1.201031,-1.216513,-1.223158,-1.214511,-1.189901,-1.150349,-1.097507,-1.031866,-0.960451,-0.882543,-0.802264,-0.723255,-0.632123,-0.525767,-0.408044,-0.285902,-0.172867,-0.071782,0.021523,0.099434,0.160608,0.204528,0.230454,0.238441,0.229667,0.20331,0.162562,0.109587,0.057203,0.007303,-0.038737,-0.073886,-0.089673,-0.085215,-0.060949,-0.020702,0.02929,0.085904,0.154175,0.240313,0.343796,0.463885,0.594389,0.719212,0.823615,0.905047,0.96399,1.001456,1.017499,1.009862,0.978665,0.927377,0.861787,0.78464,0.691767,0.58679,0.47177,0.348747,0.222808,0.10999,0.015111,-0.06243,-0.121087,-0.162459,-0.186239,-0.192246,-0.188985,-0.181711,-0.170332,-0.155543,-0.141004,-0.136322,-0.143059,-0.162679,-0.194807,-0.238411,-0.296697,-0.366922,-0.448073,-0.539416,-0.636867,-0.732968,-0.819443,-0.892802,-0.966224,-1.04096,-1.101827,-1.148016,-1.179229,-1.194908,-1.191359,-1.170172,-1.129701,-1.073557,-1.004423,-0.920068,-0.825461,-0.726227,-0.622922,-0.513614,-0.385027,-0.235008,-0.075486,0.091013,0.263241,0.440204,0.618622,0.797924,0.976282,1.15492,1
0.692549,0.46181,0.239043,0.02528,-0.172644,-0.343308,-0.485799,-0.598731,-0.681914,-0.734347,-0.755119,-0.752545,-0.7364,-0.692174,-0.618191,-0.513969,-0.380856,-0.223557,-0.049064,0.130771,0.295507,0.433028,0.542266,0.622417,0.673559,0.694485,0.684322,0.643919,0.572905,0.470654,0.337442,0.17373,-0.020279,-0.240136,-0.453833,-0.644489,-0.798137,-0.914483,-0.993517,-1.035244,-1.04052,-1.010826,-0.955952,-0.887303,-0.813686,-0.734897,-0.650376,-0.559508,-0.466692,-0.356519,-0.247557,-0.14241,-0.042972,0.038651,0.082035,0.08767,0.05673,0.000389,-0.058136,-0.100367,-0.136895,-0.173858,-0.195176,-0.196139,-0.167129,-0.125156,-0.077997,-0.056378,-0.064853,-0.089398,-0.085159,-0.052309,0.005816,0.070413,0.113016,0.125293,0.125207,0.118636,0.088799,0.030673,-0.061521,-0.183965,-0.332656,-0.465064,-0.566362,-0.638616,-0.706115,-0.769077,-0.824424,-0.863018,-0.869833,-0.843599,-0.783018,-0.688094,-0.558843,-0.400835,-0.229244,-0.050977,0.118904,0.264028,0.375478,0.453156,0.497506,0.508769,0.487603,0.434973,0.351516,0.253414,0.143946,0.023525,-0.105137,-0.236852,-0.353804,-0.451802,-0.519633,-0.555992,-0.576458,-0.576277,-0.5426,-0.476373,-0.384323,-0.264297,-0.114297,0.048557,0.221552,0.404721,0.594926,0.791665,0.986975,4
0.784855,0.566643,0.352848,0.14466,-0.057173,-0.249864,-0.427793,-0.57919,-0.703671,-0.799316,-0.865895,-0.902625,-0.915162,-0.914519,-0.884022,-0.824617,-0.736723,-0.620682,-0.477627,-0.313469,-0.131656,0.059567,0.236884,0.387871,0.512202,0.607781,0.674702,0.711897,0.719671,0.697536,0.645324,0.563259,0.450846,0.308664,0.136942,-0.060016,-0.278975,-0.493239,-0.676764,-0.825952,-0.939877,-1.018625,-1.062628,-1.071944,-1.046169,-0.988225,-0.905018,-0.80961,-0.708124,-0.603052,-0.494073,-0.380198,-0.2624,-0.154151,-0.061337,0.02706,0.110262,0.173376,0.201219,0.194203,0.168949,0.135921,0.085334,0.027074,-0.016676,-0.044345,-0.045011,-0.01792,0.030566,0.068761,0.104128,0.13514,0.155945,0.170473,0.187498,0.202641,0.197147,0.163351,0.11803,0.064676,-0.008857,-0.098806,-0.215463,-0.335654,-0.453011,-0.543966,-0.617727,-0.68658,-0.744879,-0.78167,-0.789981,-0.765465,-0.70709,-0.614319,-0.487479,-0.339648,-0.184355,-0.029268,0.119609,0.237835,0.325974,0.384608,0.413332,0.412228,0.382063,0.323784,0.237265,0.134162,0.019592,-0.104878,-0.237256,-0.363307,-0.471986,-0.557932,-0.616323,-0.64551,-0.659356,-0.659247,-0.629044,-0.568892,-0.479599,-0.36198,-0.216102,-0.054021,0.119695,0.303149,0.494471,0.691705,0.89102,4
1.215676,1.007624,0.802729,0.600176,0.399647,0.201897,0.017324,-0.154195,-0.307363,-0.435655,-0.551448,-0.653623,-0.747276,-0.831928,-0.892353,-0.927774,-0.937772,-0.923596,-0.884113,-0.823072,-0.744686,-0.653901,-0.563165,-0.474122,-0.398953,-0.347301,-0.306643,-0.278434,-0.269459,-0.280379,-0.311592,-0.363421,-0.424095,-0.484366,-0.543361,-0.595179,-0.64204,-0.67276,-0.685989,-0.679987,-0.647578,-0.590109,-0.516065,-0.436341,-0.352277,-0.264876,-0.173631,-0.076881,0.030582,0.137936,0.244854,0.326414,0.384921,0.413448,0.412838,0.382425,0.325138,0.262886,0.193863,0.123268,0.071118,0.029998,-0.004773,-0.02124,-0.038313,-0.053785,-0.068962,-0.060113,-0.039725,-0.015285,0.009849,0.049658,0.108614,0.164951,0.217262,0.265496,0.288446,0.293428,0.283845,0.246735,0.185361,0.0971,-0.017429,-0.149659,-0.269414,-0.368259,-0.442473,-0.504283,-0.559458,-0.603483,-0.629305,-0.639131,-0.631777,-0.611197,-0.585925,-0.559849,-0.533206,-0.504111,-0.472932,-0.446946,-0.438497,-0.444921,-0.460726,-0.485579,-0.536581,-0.606875,-0.687703,-0.764136,-0.831307,-0.884548,-0.91509,-0.923609,-0.90725,-0.865957,-0.799819,-0.713676,-0.618945,-0.514039,-0.397171,-0.270447,-0.11798,0.052754,0.237246,0.428723,0.622712,0.81803,1.014302,1.21403,1.409017,7
1.216022,1.010738,0.805414,0.601559,0.399343,0.199028,0.006774,-0.175702,-0.345508,-0.500625,-0.639441,-0.761949,-0.865171,-0.950779,-1.015773,-1.056553,-1.073954,-1.066787,-1.034376,-0.97866,-0.903672,-0.813174,-0.712498,-0.607205,-0.506366,-0.417575,-0.342317,-0.280903,-0.237322,-0.209285,-0.198805,-0.207402,-0.234861,-0.269324,-0.304902,-0.334116,-0.351319,-0.353523,-0.344445,-0.324661,-0.289604,-0.238268,-0.180292,-0.115792,-0.043491,0.037006,0.125115,0.220368,0.311615,0.384326,0.430435,0.442478,0.421354,0.369799,0.291248,0.210772,0.111902,0.011529,-0.081111,-0.181922,-0.268195,-0.360801,-0.441307,-0.507844,-0.546512,-0.555016,-0.536443,-0.486526,-0.417152,-0.335124,-0.240787,-0.154023,-0.056792,0.039244,0.132577,0.231343,0.307158,0.377734,0.419958,0.42943,0.407401,0.360374,0.294016,0.207871,0.123908,0.048175,-0.019668,-0.079449,-0.131064,-0.17485,-0.212158,-0.244593,-0.271254,-0.289472,-0.299152,-0.30104,-0.299156,-0.301155,-0.307322,-0.318605,-0.345147,-0.388318,-0.445048,-0.514518,-0.597205,-0.68941,-0.786776,-0.878574,-0.955095,-1.016231,-1.056177,-1.072753,-1.065652,-1.034081,-0.978835,-0.901759,-0.806755,-0.693228,-0.563843,-0.419391,-0.258638,-0.085529,0.098624,0.291716,0.487934,0.686255,0.88581,1.086965,1.285097,6
1.155021,0.953109,0.75342,0.555051,0.358351,0.163601,-0.028897,-0.213348,-0.387041,-0.546933,-0.691924,-0.819959,-0.930755,-1.021832,-1.093699,-1.144595,-1.17241,-1.175821,-1.154841,-1.108523,-1.039537,-0.953941,-0.852563,-0.743035,-0.628967,-0.523802,-0.430691,-0.350972,-0.286311,-0.238313,-0.20739,-0.192426,-0.195337,-0.215542,-0.239349,-0.26006,-0.275323,-0.279422,-0.270918,-0.251515,-0.223613,-0.178567,-0.126456,-0.068205,-0.00263,0.069843,0.1492,0.23484,0.315658,0.389221,0.438991,0.45799,0.448968,0.411689,0.358406,0.29159,0.207261,0.122589,0.031263,-0.048499,-0.128632,-0.19678,-0.253367,-0.29529,-0.312802,-0.305269,-0.270862,-0.2208,-0.158489,-0.083087,-0.008361,0.068499,0.15425,0.227902,0.300797,0.352154,0.390275,0.402647,0.396332,0.368451,0.318618,0.250625,0.177715,0.110744,0.051403,-0.00032,-0.04345,-0.081079,-0.120743,-0.161236,-0.193669,-0.220265,-0.241741,-0.259698,-0.280819,-0.305256,-0.330641,-0.358261,-0.401295,-0.458414,-0.52819,-0.610669,-0.704695,-0.807231,-0.907835,-1.000082,-1.079816,-1.140917,-1.180218,-1.196532,-1.190172,-1.161587,-1.111383,-1.042276,-0.955768,-0.853031,-0.736023,-0.604839,-0.459153,-0.300387,-0.131138,0.046814,0.227496,0.409542,0.592734,0.777564,0.963822,1.151146,1.333277,6
1.191663,0.996297,0.802236,0.609934,0.419117,0.229954,0.042716,-0.134874,-0.300216,-0.449303,-0.57322,-0.680519,-0.774485,-0.873543,-0.962851,-1.028378,-1.068884,-1.083448,-1.071413,-1.032981,-0.969432,-0.885863,-0.786786,-0.68503,-0.583338,-0.48711,-0.415171,-0.358895,-0.315382,-0.280772,-0.266554,-0.273187,-0.300472,-0.34931,-0.410028,-0.472844,-0.533135,-0.584445,-0.629086,-0.655513,-0.662574,-0.647104,-0.602579,-0.534796,-0.450156,-0.360778,-0.268079,-0.172647,-0.075347,0.024383,0.117255,0.211369,0.302319,0.388815,0.463791,0.50914,0.523039,0.504309,0.456399,0.391457,0.322138,0.250324,0.194853,0.150218,0.115376,0.101244,0.103228,0.105498,0.110715,0.115386,0.109435,0.108039,0.127318,0.160236,0.197028,0.225901,0.23942,0.247148,0.230787,0.200196,0.153758,0.080282,-0.015411,-0.117601,-0.22421,-0.332409,-0.418056,-0.481686,-0.53841,-0.581734,-0.607124,-0.615704,-0.605933,-0.585378,-0.557206,-0.532303,-0.505739,-0.478273,-0.45026,-0.437743,-0.442426,-0.457484,-0.480869,-0.529099,-0.592622,-0.669248,-0.743988,-0.809805,-0.866184,-0.905909,-0.927357,-0.920437,-0.88852,-0.831126,-0.750251,-0.664326,-0.571356,-0.464493,-0.346379,-0.203291,-0.044786,0.126583,0.301007,0.477617,0.655997,0.836244,1.019935,1.202793,1.378165,7
1.313402,1.112777,0.912932,0.714592,0.517626,0.322919,0.130559,-0.050252,-0.217626,-0.362349,-0.487626,-0.603609,-0.712701,-0.807702,-0.879998,-0.926599,-0.948345,-0.943014,-0.910805,-0.859261,-0.789911,-0.71009,-0.620355,-0.53241,-0.457608,-0.405197,-0.371855,-0.348108,-0.334306,-0.33962,-0.364784,-0.411358,-0.463897,-0.518762,-0.573599,-0.622188,-0.663114,-0.685452,-0.688086,-0.669146,-0.624343,-0.558956,-0.484721,-0.405623,-0.323794,-0.237798,-0.14786,-0.036645,0.082162,0.200997,0.295604,0.363013,0.403666,0.41317,0.391137,0.337745,0.275445,0.210517,0.146754,0.082521,0.036596,0.000104,-0.033558,-0.066011,-0.097938,-0.126569,-0.13172,-0.110772,-0.081504,-0.050444,-0.015739,0.040378,0.100315,0.157432,0.209377,0.256183,0.27536,0.27354,0.256834,0.221287,0.154775,0.060881,-0.058322,-0.187066,-0.300899,-0.392633,-0.464483,-0.532078,-0.593739,-0.644175,-0.673088,-0.682787,-0.671648,-0.642221,-0.599036,-0.559391,-0.516355,-0.473661,-0.43341,-0.406806,-0.39928,-0.406785,-0.422921,-0.450181,-0.501858,-0.568378,-0.645959,-0.718012,-0.782004,-0.834047,-0.87029,-0.886125,-0.874882,-0.837448,-0.773584,-0.690205,-0.598887,-0.496815,-0.382891,-0.256308,-0.105141,0.061393,0.23941,0.420377,0.603729,0.788818,0.975653,1.164272,1.351078,7
0.664368,0.559882,0.454236,0.344994,0.236597,0.128354,0.016888,-0.109771,-0.250634,-0.403986,-0.556802,-0.703539,-0.835479,-0.943585,-1.025197,-1.081452,-1.111851,-1.117533,-1.101596,-1.066955,-1.010407,-0.946862,-0.86806,-0.770341,-0.664983,-0.554605,-0.454321,-0.370625,-0.306379,-0.262584,-0.239972,-0.238048,-0.255553,-0.290326,-0.338737,-0.39605,-0.464398,-0.524483,-0.576479,-0.623782,-0.656646,-0.674669,-0.676268,-0.659869,-0.62314,-0.56718,-0.491331,-0.396413,-0.292686,-0.179785,-0.050501,0.093769,0.251817,0.418867,0.586645,0.754629,0.923725,1.093527,1.263572,1.414381,1.539759,1.64175,1.720101,1.775182,1.81586,1.840251,1.839758,1.814279,1.774489,1.721386,1.644673,1.544302,1.42011,1.272422,1.101727,0.927574,0.755448,0.585337,0.4165,0.254634,0.104715,-0.029524,-0.148802,-0.25129,-0.345553,-0.430907,-0.496463,-0.540823,-0.567178,-0.578003,-0.574835,-0.5603,-0.542326,-0.509877,-0.470589,-0.432186,-0.402596,-0.387985,-0.387803,-0.403535,-0.436658,-0.488755,-0.559714,-0.649406,-0.742081,-0.830036,-0.911563,-0.983106,-1.036312,-1.081931,-1.110993,-1.12288,-1.115521,-1.085998,-1.033718,-0.959277,-0.863226,-0.7432,-0.601864,-0.45303,-0.310697,-0.179528,-0.059486,0.048645,0.156417,0.2652,0.374201,0.484819,0.593263,5
0.771734,0.551834,0.337108,0.128488,-0.071268,-0.261466,-0.436418,-0.582309,-0.700686,-0.788681,-0.846111,-0.872343,-0.868443,-0.852535,-0.812004,-0.741295,-0.640877,-0.511769,-0.356926,-0.184071,0.000687,0.176827,0.337657,0.469789,0.57296,0.646122,0.688747,0.700751,0.681316,0.630869,0.549307,0.436126,0.292028,0.116581,-0.087968,-0.296613,-0.49521,-0.658475,-0.785148,-0.875175,-0.92824,-0.944741,-0.92809,-0.880546,-0.81019,-0.731354,-0.648206,-0.559667,-0.467223,-0.372546,-0.266668,-0.153995,-0.040131,0.068418,0.141981,0.178458,0.178335,0.153563,0.119972,0.080523,0.021019,-0.036413,-0.075363,-0.090174,-0.076694,-0.034658,-0.000215,0.008489,0.004989,-0.001999,0.015246,0.055401,0.105396,0.14189,0.150565,0.133438,0.113293,0.079956,0.018376,-0.07474,-0.197113,-0.341399,-0.459075,-0.546365,-0.621803,-0.693477,-0.759508,-0.815825,-0.851124,-0.853076,-0.819787,-0.754375,-0.656608,-0.524975,-0.361293,-0.185316,-0.00653,0.161891,0.298303,0.403302,0.476847,0.519491,0.531449,0.511847,0.462728,0.383906,0.275959,0.15251,0.017016,-0.127926,-0.27574,-0.408367,-0.52122,-0.605691,-0.659486,-0.689362,-0.709068,-0.712756,-0.685148,-0.626634,-0.537682,-0.418809,-0.270668,-0.107247,0.068039,0.253208,0.445713,0.644096,0.845895,4
1.00046,0.804679,0.614392,0.426583,0.241967,0.063678,-0.10737,-0.270209,-0.423003,-0.554431,-0.663512,-0.747647,-0.823696,-0.893432,-0.955838,-1.020012,-1.070722,-1.108164,-1.133273,-1.139207,-1.125606,-1.094035,-1.045274,-0.97953,-0.899565,-0.814729,-0.728703,-0.647513,-0.551042,-0.440632,-0.319337,-0.199958,-0.092884,0.003945,0.086061,0.151259,0.198326,0.22704,0.237454,0.229019,0.203304,0.159791,0.101644,0.035915,-0.028924,-0.090437,-0.146555,-0.183819,-0.199726,-0.193885,-0.167213,-0.121256,-0.062176,0.005463,0.078378,0.168239,0.275347,0.399166,0.53799,0.671221,0.781339,0.868244,0.932509,0.97192,0.987178,0.977596,0.943983,0.887615,0.814156,0.728683,0.632431,0.52631,0.412217,0.290152,0.161972,0.044008,-0.05569,-0.135646,-0.195143,-0.234543,-0.253476,-0.251122,-0.230811,-0.20139,-0.168608,-0.133406,-0.095039,-0.069122,-0.056745,-0.057702,-0.07216,-0.100247,-0.142541,-0.198942,-0.270311,-0.355042,-0.452576,-0.561614,-0.677193,-0.78427,-0.875311,-0.950845,-1.015554,-1.080089,-1.140674,-1.187922,-1.222079,-1.240688,-1.24603,-1.237176,-1.208348,-1.161393,-1.098567,-1.02381,-0.940463,-0.850008,-0.753676,-0.651688,-0.539108,-0.403369,-0.249303,-0.087122,0.082976,0.258632,0.440517,0.627383,0.813493,0.998709,1.180314,1
