@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute target {1,2}

@data
0.330847,0.139865,0.338565,-0.243284,0.119212,-0.804131,-0.668214,-0.246449,-1.790734,-1.797299,-1.583398,0.663881,0.443927,0.697913,0.15299,0.018762,-0.698266,-1.499769,-1.78028,0.356659,0.887329,0.854516,1.630985,1.758591,1.74838,0.725221,-0.849685,-1.08053,-0.927549,0.003347,0.459948,0.577326,0.393638,0.617111,0.765398,1.688592,1.869829,1.76832,1.394099,0.98728,0.76389,-0.137873,-0.849685,-2.16643,-2.295164,-1.924166,-0.685986,1.383493,0.905843,0.988719,0.345854,0.306337,2
1.783794,0.974778,0.94404,0.715725,0.666978,0.465861,-0.571203,-0.481778,0.959962,0.888952,0.664482,1.043349,0.76577,0.871235,-0.079749,-0.147721,-1.009649,-1.23619,-1.177414,-1.288918,-1.311941,-1.576907,-1.443164,-0.931975,-0.965933,-0.623276,-0.909369,-0.772962,-0.824159,-0.67499,-0.641605,-0.267979,-0.383085,-0.103932,-0.114866,0.152543,0.424058,0.611616,0.743638,0.83247,1.03013,1.128448,0.890851,0.523403,-1.172432,-2.709797,-2.442267,0.518885,0.672338,1.492104,1.767994,1.746257,2
1.62341,1.134893,0.437741,0.399835,0.000632,-0.344099,-0.435574,-0.619553,-0.648943,-0.783021,-0.93513,-1.305301,-1.224753,-0.851964,0.135133,0.501333,0.442857,0.617992,0.218158,-0.195814,-1.126789,-1.225201,0.476639,0.471762,0.679048,0.763774,0.092981,-0.366818,-1.255772,-1.691113,-0.968793,-0.52589,-0.292489,-0.240597,0.945809,1.022357,1.265894,1.367829,1.838158,1.857693,1.733538,1.921654,1.83271,-0.629589,-1.291558,-1.671919,-1.620437,0.562872,1.331287,1.722165,1.733486,1.61517,2
0.981879,0.887199,0.657627,1.057905,0.734698,0.866062,0.858244,0.082082,0.112675,-0.144107,-0.144867,-1.046006,-1.243184,-1.261716,-1.627527,-1.494019,-0.97472,-1.006616,-0.708108,-0.918227,-0.850135,-0.911248,-0.720774,-0.72967,-0.359863,-0.482275,-0.210512,-0.191983,0.08765,0.730554,0.970671,1.06959,0.698238,-0.401527,-1.908314,-2.683609,-2.219681,-1.755744,-0.841616,0.607866,1.421144,1.784287,1.73648,0.978071,0.960709,0.730797,0.703026,0.516455,-0.412189,-0.562,-0.464528,0.926028,2
1.081104,0.668308,0.216857,0.068262,-0.527509,-0.481443,0.219008,0.379248,0.315909,-0.268387,-0.25433,0.746174,0.875804,1.426652,1.370438,1.600742,1.094203,0.751172,0.215046,0.232663,-0.747533,-1.129823,-0.91594,-1.017035,-0.946465,-1.094484,-0.921338,-0.986247,-0.452792,-0.377984,-0.082134,0.34352,0.51616,0.73704,1.229209,0.96555,1.006075,1.694794,1.740446,1.464364,0.802281,0.432455,-0.246347,-1.063498,-1.891554,-2.726969,-2.820459,-2.735527,0.427661,0.534336,1.204211,1.092398,2
1.383393,1.32384,1.560291,1.483256,1.064001,0.977919,0.700361,0.188321,0.189454,-0.754196,-0.817484,-1.151577,-0.948776,-1.089492,-0.92199,-1.009216,-0.443661,-0.399294,-0.075765,0.165811,0.360645,0.489851,0.654342,1.199543,0.973219,1.7345,0.83025,0.43751,-0.112187,-2.741272,-2.824788,-1.203333,0.386875,0.49911,1.225375,1.247597,1.03774,0.606966,0.533345,0.216083,0.085014,0.037002,-0.52956,-0.535296,0.1443,0.361615,0.27504,-0.287997,-0.281295,0.699572,0.855373,1.333451,2
1.638399,1.556052,0.872799,-0.773034,-0.590938,-0.850143,-0.590938,-0.892118,-0.817762,-1.145263,0.030826,-0.178406,0.214776,0.143797,-0.196397,-0.610107,-1.211411,-1.0907,-0.589743,-0.524729,-0.195341,1.086178,-0.507222,-0.657345,-0.787017,-0.657345,-0.742748,-0.551751,-0.653683,-0.52356,-0.247714,0.221425,0.220473,0.496536,0.374102,1.640494,1.506883,1.796695,1.965744,1.41806,-0.262822,-0.850143,-1.556782,-2.308191,0.52219,0.503627,0.724599,0.880124,0.934297,1.176412,1.481038,1.553212,2
0.182518,0.143022,-0.197304,-0.611173,-1.212711,-1.155268,-1.019032,-0.590802,-0.525763,-0.196247,1.085768,-0.65843,-0.788153,-0.65843,-0.743867,-0.552795,-0.654766,-0.524594,0.22068,0.219728,0.495898,0.373416,1.6403,1.506636,1.796561,1.965675,1.417779,0.113859,-0.851303,-1.558216,-2.309916,0.219728,0.167153,0.521562,0.724049,0.879634,0.933829,1.309537,1.638204,1.555825,0.872307,0.740852,-0.774164,-0.591997,-0.851303,-0.591997,-0.893294,-0.818909,-1.146537,0.030007,-0.179305,0.09625,2
1.78404,0.853824,-0.005293,-0.426115,-0.394415,-0.628884,-1.148586,-1.233075,-1.11122,-1.263044,-0.932935,0.018535,0.251011,0.720695,0.65873,0.898856,0.560113,0.837113,0.563532,0.701794,0.251938,-0.738636,-0.394415,-0.653442,-0.355246,-0.490573,0.287868,0.277766,0.432608,0.757429,0.679491,0.831529,0.948079,0.705911,0.822739,0.701794,-1.353962,-1.44916,-1.76815,-1.912333,-1.751546,-1.731014,-1.567768,-1.477235,-0.9412,1.754661,2.124416,1.988351,2.00024,1.807434,1.91266,1.724454,2
0.897941,0.559591,0.836269,0.798677,0.563007,0.701108,-0.737646,-0.393826,-0.652551,-0.354702,-0.489871,0.287664,0.277574,0.756678,0.678831,0.830692,0.947106,0.70522,0.795458,0.701108,-0.211523,-1.352256,-1.909977,-1.749377,-1.836283,-1.728869,-1.565813,-1.269397,1.459872,2.122074,1.986167,1.998043,1.805461,1.910564,1.787295,1.782095,0.475152,-0.005157,0.068677,-0.425489,-0.393826,-0.628022,-1.057109,-1.231509,-1.109796,-1.239347,-0.931719,0.018644,0.14763,0.719986,0.658094,0.817915,2
