@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute target {1,2}

@data
-0.024832,-0.018659,-0.011049,-0.002462,0.007066,0.01706,0.026741,0.036153,0.045053,0.053878,0.06208,0.069536,0.07611,0.081726,0.08643,0.09024,0.092821,0.094587,0.095557,0.095542,0.094525,0.092764,0.090278,0.087198,0.083407,0.078924,0.073971,0.06855,0.062703,0.056293,0.049405,0.041942,0.033864,0.024963,0.015102,0.003955,-0.009093,-0.024946,-0.044081,-0.064568,-0.08257,-0.097008,-0.109018,-0.11983,-0.130216,-0.140621,1
-0.025139,-0.018935,-0.011337,-0.002767,0.006779,0.016797,0.026498,0.035911,0.044815,0.053654,0.061879,0.069358,0.07594,0.081567,0.086282,0.090099,0.092681,0.094445,0.095415,0.095398,0.094381,0.092619,0.090127,0.087035,0.083234,0.078755,0.073807,0.068389,0.062544,0.056136,0.049259,0.041808,0.033733,0.024837,0.014987,0.00386,-0.009161,-0.02498,-0.044075,-0.064518,-0.082482,-0.096888,-0.108861,-0.119625,-0.12996,-0.140321,1
-0.022575,-0.016426,-0.00887,-0.000343,0.009164,0.019137,0.028787,0.038161,0.047009,0.055821,0.064029,0.071488,0.078039,0.083621,0.088302,0.092084,0.094617,0.096336,0.097262,0.097197,0.096122,0.0943,0.091743,0.088592,0.08472,0.080151,0.07512,0.069623,0.063694,0.057198,0.050224,0.042668,0.034471,0.025428,0.015389,0.004008,-0.009376,-0.025709,-0.04547,-0.06661,-0.08512,-0.099881,-0.112059,-0.122955,-0.133401,-0.143874,1
-0.022509,-0.016384,-0.008839,-0.000326,0.009152,0.019107,0.028746,0.038123,0.046993,0.055797,0.063989,0.071446,0.078004,0.083591,0.088266,0.092045,0.094581,0.096297,0.097218,0.097149,0.096073,0.094255,0.0917,0.088542,0.084666,0.0801,0.07507,0.069569,0.063635,0.057134,0.050158,0.042596,0.034397,0.02535,0.015307,0.003914,-0.009477,-0.025818,-0.045601,-0.066768,-0.085299,-0.100075,-0.112264,-0.123169,-0.133619,-0.144093,1
-0.022305,-0.016174,-0.008646,-0.000149,0.009343,0.019302,0.028913,0.038248,0.047076,0.055856,0.064044,0.071493,0.078031,0.083607,0.088276,0.09204,0.094561,0.096263,0.097168,0.097084,0.095987,0.094149,0.09158,0.088411,0.084523,0.079945,0.074907,0.069396,0.063453,0.056944,0.049957,0.042384,0.034177,0.025132,0.015095,0.003715,-0.009651,-0.025952,-0.045672,-0.066776,-0.085265,-0.100016,-0.112194,-0.123096,-0.133547,-0.144018,1
-0.02555,-0.01902,-0.011093,-0.002243,0.007546,0.017794,0.02767,0.03722,0.04619,0.0551,0.063379,0.070893,0.077499,0.083118,0.087829,0.09163,0.094163,0.095875,0.096797,0.096745,0.09569,0.093895,0.091365,0.088245,0.084414,0.07989,0.074907,0.06946,0.063595,0.057174,0.050282,0.042816,0.034734,0.025832,0.015968,0.004817,-0.008236,-0.024082,-0.043196,-0.063648,-0.081627,-0.096049,-0.108033,-0.118798,-0.129134,-0.139499,1
-0.02579,-0.019304,-0.011405,-0.002559,0.007203,0.017426,0.027266,0.036799,0.045775,0.054687,0.062961,0.070467,0.07706,0.082658,0.087344,0.091121,0.093639,0.095349,0.09627,0.096209,0.095137,0.093327,0.090788,0.087661,0.083822,0.079287,0.074296,0.068847,0.06298,0.056553,0.049658,0.042192,0.034106,0.025199,0.015331,0.00418,-0.008864,-0.024701,-0.043807,-0.06426,-0.082233,-0.096641,-0.108614,-0.119378,-0.129712,-0.140067,1
-0.024298,-0.017775,-0.009864,-0.001024,0.008758,0.01899,0.02881,0.038302,0.047237,0.056106,0.064336,0.071801,0.078351,0.083911,0.088554,0.092299,0.094789,0.096463,0.097359,0.097274,0.096176,0.09435,0.091803,0.088671,0.08482,0.080267,0.075251,0.069779,0.063883,0.057424,0.050495,0.04299,0.034866,0.025919,0.016014,0.004824,-0.008268,-0.024151,-0.043299,-0.063794,-0.081818,-0.096283,-0.108308,-0.119124,-0.129512,-0.139929,1
-0.029349,-0.022568,-0.014412,-0.005341,0.004669,0.015111,0.025131,0.034829,0.043935,0.052969,0.061335,0.068919,0.075553,0.081162,0.085867,0.089653,0.09214,0.093817,0.094712,0.094603,0.093472,0.09162,0.089041,0.085876,0.081999,0.077443,0.072452,0.067011,0.061148,0.054733,0.047871,0.040459,0.032459,0.023684,0.014027,0.003173,-0.009449,-0.024686,-0.043008,-0.062624,-0.079907,-0.09383,-0.10545,-0.115936,-0.126028,-0.136139,1
-0.028265,-0.021538,-0.013415,-0.004374,0.005562,0.015915,0.025829,0.035411,0.044422,0.053367,0.061656,0.069156,0.075711,0.081261,0.085894,0.08962,0.092073,0.093707,0.094555,0.094415,0.093266,0.091402,0.088814,0.085645,0.081748,0.077153,0.072095,0.066565,0.060619,0.054132,0.047213,0.039764,0.031746,0.022959,0.013282,0.002409,-0.010232,-0.025485,-0.043819,-0.063448,-0.080752,-0.094695,-0.106341,-0.116855,-0.126968,-0.137095,1
-0.028314,-0.021569,-0.01344,-0.0044,0.005563,0.015974,0.025941,0.035557,0.044582,0.053548,0.061866,0.069389,0.075979,0.081554,0.086206,0.089943,0.092403,0.094052,0.094917,0.094793,0.093652,0.091783,0.089199,0.086045,0.082172,0.077614,0.072609,0.067151,0.061279,0.054853,0.047968,0.040522,0.032484,0.023661,0.013937,0.003007,-0.009694,-0.025005,-0.043414,-0.06313,-0.080508,-0.094512,-0.106214,-0.116779,-0.126943,-0.137123,1
-0.022796,-0.016319,-0.008418,0.000485,0.010284,0.020492,0.030326,0.039848,0.048805,0.057677,0.06591,0.073377,0.079938,0.08551,0.090151,0.09388,0.096348,0.098,0.098869,0.098758,0.097635,0.095765,0.093169,0.089978,0.086073,0.081477,0.076429,0.070921,0.064981,0.058476,0.051494,0.043925,0.035721,0.026675,0.016633,0.005249,-0.008117,-0.024405,-0.044099,-0.065146,-0.083585,-0.098326,-0.110519,-0.121439,-0.131905,-0.142403,1
-0.023324,-0.016848,-0.008946,-0.000043,0.009762,0.019984,0.029837,0.039379,0.048351,0.057228,0.065463,0.072936,0.079502,0.085078,0.089738,0.093498,0.095994,0.097663,0.098551,0.098463,0.097367,0.095525,0.092953,0.089795,0.085926,0.081358,0.076331,0.070838,0.064911,0.058416,0.051441,0.04388,0.03568,0.02664,0.01661,0.005242,-0.008117,-0.024399,-0.044078,-0.065125,-0.083571,-0.098308,-0.110498,-0.121416,-0.131881,-0.142371,1
-0.022891,-0.016422,-0.008531,0.000341,0.010121,0.020326,0.030172,0.039726,0.048719,0.057607,0.065842,0.073309,0.079876,0.085457,0.090114,0.093857,0.09634,0.097998,0.09887,0.098764,0.097645,0.095786,0.093201,0.090022,0.086125,0.081539,0.076493,0.07098,0.065039,0.058531,0.05154,0.043959,0.035748,0.026689,0.016631,0.005233,-0.008147,-0.02445,-0.044156,-0.065223,-0.083703,-0.098474,-0.110684,-0.121612,-0.132088,-0.14259,1
-0.026591,-0.020106,-0.012206,-0.003361,0.006403,0.016646,0.026445,0.035897,0.044743,0.053579,0.061822,0.069345,0.075972,0.081577,0.086305,0.090133,0.09263,0.094327,0.095303,0.095303,0.094247,0.092447,0.08991,0.086813,0.082977,0.078429,0.07344,0.068014,0.062173,0.055758,0.048896,0.041481,0.033474,0.024654,0.0149,0.003882,-0.009013,-0.024676,-0.043593,-0.063863,-0.081686,-0.095977,-0.10783,-0.118464,-0.128665,-0.138868,1
-0.025594,-0.019183,-0.01134,-0.002611,0.007083,0.017273,0.027003,0.036369,0.045143,0.053971,0.06222,0.069733,0.07634,0.081934,0.086651,0.090453,0.092925,0.094617,0.095585,0.095554,0.094459,0.092634,0.090083,0.086974,0.083115,0.078533,0.073517,0.06806,0.062185,0.055734,0.048844,0.041397,0.033343,0.024477,0.014674,0.003602,-0.009348,-0.025073,-0.044072,-0.064428,-0.08232,-0.096664,-0.108568,-0.119258,-0.129512,-0.139768,1
-0.027292,-0.020781,-0.012854,-0.00396,0.005895,0.01623,0.026104,0.035628,0.044547,0.053441,0.061736,0.069306,0.075972,0.081615,0.086365,0.090217,0.092744,0.09446,0.095454,0.095477,0.094439,0.092652,0.090133,0.087056,0.083237,0.078703,0.073734,0.068324,0.062504,0.056116,0.049281,0.041889,0.033898,0.025096,0.01536,0.004368,-0.008498,-0.024124,-0.043002,-0.063248,-0.081036,-0.095286,-0.107122,-0.117751,-0.127937,-0.138121,1
-0.02329,-0.016923,-0.009135,-0.000411,0.009249,0.019393,0.029106,0.038489,0.047313,0.056147,0.064398,0.071927,0.078547,0.084159,0.08889,0.092699,0.095197,0.096931,0.097946,0.097968,0.096936,0.095183,0.092704,0.089664,0.085869,0.081358,0.076403,0.070987,0.065133,0.058688,0.051779,0.044287,0.036175,0.027217,0.017292,0.006072,-0.007072,-0.02307,-0.042423,-0.06314,-0.081319,-0.095889,-0.10798,-0.118839,-0.129265,-0.139711,1
-0.024723,-0.018253,-0.010352,-0.00152,0.008233,0.018503,0.028357,0.037873,0.046792,0.055688,0.063967,0.071512,0.078158,0.083803,0.088558,0.092413,0.094952,0.096695,0.097725,0.09777,0.096757,0.095017,0.092541,0.089495,0.085707,0.081206,0.076263,0.070863,0.065042,0.058631,0.051747,0.044281,0.036197,0.02728,0.017407,0.006248,-0.006828,-0.022733,-0.041955,-0.062559,-0.080668,-0.095185,-0.107224,-0.118029,-0.128405,-0.138801,1
-0.02509,-0.018643,-0.010774,-0.001941,0.007823,0.018076,0.027887,0.037362,0.046268,0.055149,0.063431,0.070987,0.077642,0.083298,0.088059,0.091922,0.094465,0.096199,0.097217,0.097262,0.096241,0.094477,0.091984,0.088933,0.085143,0.080639,0.075693,0.070296,0.064466,0.058048,0.051169,0.043716,0.035642,0.026733,0.016875,0.005736,-0.007324,-0.023204,-0.042409,-0.062996,-0.081073,-0.095557,-0.107579,-0.118371,-0.128731,-0.139112,1
-0.023744,-0.018072,-0.010958,-0.002817,0.006297,0.015895,0.025276,0.03445,0.043159,0.051837,0.059952,0.067372,0.073936,0.079575,0.084332,0.088224,0.090896,0.092754,0.093811,0.093878,0.092936,0.091244,0.088814,0.085768,0.082005,0.077533,0.072579,0.067149,0.061294,0.05489,0.048019,0.040578,0.032532,0.023684,0.013887,0.002827,-0.010115,-0.025856,-0.044899,-0.065294,-0.083201,-0.097552,-0.109475,-0.120197,-0.1305,-0.140829,2
-0.023755,-0.018092,-0.011011,-0.002911,0.006187,0.015789,0.025174,0.03435,0.043059,0.051739,0.059848,0.067266,0.073842,0.079495,0.084269,0.088182,0.090868,0.092738,0.093809,0.09389,0.092963,0.091281,0.088853,0.085807,0.082047,0.077582,0.072638,0.06722,0.061373,0.054974,0.048108,0.040681,0.032644,0.023801,0.014016,0.002963,-0.009992,-0.025766,-0.044861,-0.065334,-0.0833,-0.09767,-0.10959,-0.120302,-0.130588,-0.140905,2
-0.024531,-0.018857,-0.011747,-0.003612,0.005523,0.015157,0.024556,0.033741,0.042459,0.051147,0.059268,0.066698,0.073278,0.078935,0.083712,0.087627,0.090325,0.092199,0.093272,0.093356,0.092426,0.090739,0.088306,0.085261,0.081499,0.07703,0.072088,0.066672,0.060831,0.05444,0.047584,0.040168,0.032147,0.023328,0.013567,0.002538,-0.010375,-0.026096,-0.045135,-0.06554,-0.083455,-0.097773,-0.109639,-0.120306,-0.130554,-0.140828,2
-0.011607,-0.005812,0.001417,0.00964,0.018849,0.028527,0.037882,0.04698,0.055586,0.064163,0.072141,0.079396,0.085778,0.091213,0.095757,0.099392,0.101775,0.103349,0.104115,0.103875,0.102622,0.100607,0.097837,0.094447,0.090315,0.085466,0.080126,0.074304,0.068033,0.061168,0.053787,0.045765,0.037026,0.027356,0.016577,0.004293,-0.010196,-0.027871,-0.049181,-0.071866,-0.091701,-0.107553,-0.120654,-0.132381,-0.143615,-0.154862,2
-0.011923,-0.006159,0.001038,0.009235,0.018417,0.028089,0.037453,0.046544,0.055159,0.063739,0.071728,0.079014,0.085427,0.090877,0.095432,0.099089,0.101501,0.103085,0.103852,0.103617,0.102368,0.10036,0.097597,0.094214,0.09009,0.08524,0.079898,0.074086,0.067831,0.060981,0.053605,0.045587,0.036867,0.02721,0.016429,0.004135,-0.010368,-0.028072,-0.049413,-0.072128,-0.091994,-0.107858,-0.120958,-0.132674,-0.14389,-0.155117,2
-0.011905,-0.006132,0.001085,0.009299,0.018482,0.02813,0.037481,0.046557,0.055145,0.063718,0.071702,0.07897,0.085363,0.090802,0.095341,0.098985,0.101378,0.102947,0.10371,0.10347,0.102211,0.100189,0.097411,0.094018,0.08988,0.085022,0.079684,0.07387,0.067614,0.060763,0.053387,0.045368,0.036648,0.026995,0.01622,0.003942,-0.010535,-0.028206,-0.049515,-0.072189,-0.092021,-0.107866,-0.120961,-0.13267,-0.143875,-0.155097,2
-0.024447,-0.018129,-0.010422,-0.001788,0.007802,0.017856,0.027574,0.037005,0.045884,0.054699,0.0629,0.070348,0.076892,0.082478,0.08715,0.09091,0.093416,0.095102,0.095979,0.095863,0.094736,0.092862,0.090251,0.087038,0.08311,0.07849,0.073413,0.067877,0.061911,0.05537,0.048345,0.040736,0.032518,0.023501,0.013547,0.00235,-0.010653,-0.02628,-0.044968,-0.064921,-0.082565,-0.096885,-0.108946,-0.119905,-0.130475,-0.141052,2
-0.024421,-0.01814,-0.010446,-0.001781,0.007821,0.017863,0.027544,0.036916,0.045781,0.054591,0.062782,0.070225,0.076765,0.082338,0.087002,0.090756,0.093264,0.094957,0.095841,0.095727,0.0946,0.09272,0.090098,0.086876,0.082944,0.07832,0.073235,0.067698,0.061731,0.055191,0.048161,0.040553,0.032337,0.023319,0.013368,0.002168,-0.010836,-0.02647,-0.045177,-0.065162,-0.082826,-0.097154,-0.109222,-0.120184,-0.130751,-0.141326,2
-0.024407,-0.018132,-0.010451,-0.001818,0.007761,0.017799,0.027485,0.036855,0.045688,0.054468,0.062635,0.070053,0.076569,0.082114,0.086752,0.090492,0.092979,0.094646,0.095509,0.095378,0.094235,0.092344,0.089724,0.086503,0.082566,0.077934,0.072846,0.067304,0.061337,0.054801,0.047785,0.040184,0.031969,0.022958,0.013008,0.001813,-0.011188,-0.026808,-0.045486,-0.065448,-0.083096,-0.097418,-0.109487,-0.120447,-0.131018,-0.141598,2
-0.027252,-0.020982,-0.013293,-0.004635,0.004973,0.015013,0.024709,0.034137,0.043045,0.051904,0.060141,0.067634,0.074223,0.079832,0.084533,0.088338,0.090905,0.092659,0.093609,0.093567,0.092524,0.090745,0.088239,0.085141,0.081323,0.076821,0.071869,0.066454,0.060618,0.054223,0.047361,0.039937,0.031908,0.023085,0.013337,0.002349,-0.01048,-0.026021,-0.044745,-0.064798,-0.082456,-0.096656,-0.108502,-0.119183,-0.129444,-0.139725,2
-0.027271,-0.020966,-0.013255,-0.004597,0.005023,0.015116,0.02485,0.034295,0.043218,0.052068,0.060287,0.067773,0.074359,0.079971,0.084688,0.088514,0.091082,0.092833,0.093791,0.093755,0.092715,0.090938,0.088433,0.085333,0.081519,0.077017,0.072062,0.06665,0.060814,0.054414,0.047552,0.040122,0.03209,0.023257,0.013497,0.002497,-0.010337,-0.025877,-0.044614,-0.064683,-0.08235,-0.096562,-0.108408,-0.119091,-0.129364,-0.139655,2
-0.027413,-0.021117,-0.013396,-0.004706,0.004914,0.014981,0.024709,0.034162,0.043081,0.05194,0.060188,0.067689,0.074292,0.079922,0.084647,0.088465,0.091028,0.092779,0.093743,0.093712,0.092673,0.090898,0.088394,0.085297,0.081493,0.077002,0.072052,0.066642,0.060809,0.054418,0.047565,0.040146,0.032128,0.023311,0.01357,0.002589,-0.010228,-0.02575,-0.044456,-0.064493,-0.082129,-0.096316,-0.108148,-0.118815,-0.129068,-0.139343,2
-0.025952,-0.019563,-0.011783,-0.003048,0.006637,0.01676,0.026515,0.035968,0.044893,0.053764,0.062,0.069482,0.076065,0.081675,0.086381,0.090186,0.092737,0.094466,0.095401,0.095356,0.094303,0.092507,0.089978,0.086854,0.083012,0.078478,0.073486,0.068032,0.062156,0.055723,0.04883,0.041372,0.033306,0.024435,0.014625,0.003554,-0.009386,-0.025081,-0.044003,-0.06426,-0.082072,-0.096373,-0.108275,-0.118989,-0.129284,-0.1396,2
-0.026555,-0.020171,-0.012386,-0.00367,0.005999,0.016128,0.025891,0.03536,0.044308,0.053197,0.061448,0.068954,0.075565,0.081186,0.08589,0.089699,0.092255,0.09399,0.09493,0.094887,0.093836,0.092045,0.089524,0.086405,0.082573,0.078051,0.073065,0.067621,0.061762,0.055345,0.048464,0.041022,0.032972,0.024116,0.01432,0.003265,-0.009647,-0.02531,-0.044196,-0.064404,-0.082165,-0.096429,-0.108304,-0.118993,-0.129261,-0.139554,2
-0.025968,-0.019573,-0.011765,-0.003016,0.006665,0.016792,0.026544,0.036007,0.044929,0.053799,0.06205,0.069541,0.076125,0.081716,0.086397,0.090177,0.092709,0.094427,0.095359,0.095307,0.094243,0.092435,0.089896,0.086763,0.082922,0.07839,0.073392,0.067936,0.062059,0.055624,0.048731,0.041272,0.033204,0.024331,0.014518,0.003443,-0.0095,-0.025193,-0.044103,-0.064339,-0.082142,-0.096445,-0.108348,-0.119059,-0.129352,-0.139671,2
-0.02489,-0.018487,-0.010668,-0.001919,0.007783,0.017947,0.027724,0.037194,0.046121,0.055009,0.063272,0.070771,0.077356,0.082956,0.087651,0.091443,0.093964,0.095663,0.096573,0.096497,0.095403,0.09357,0.091004,0.087852,0.083991,0.079433,0.074415,0.068938,0.063033,0.056564,0.049632,0.042125,0.034002,0.025052,0.015143,0.003936,-0.009208,-0.025194,-0.044503,-0.065182,-0.083332,-0.097852,-0.109883,-0.120673,-0.131027,-0.141404,2
-0.025063,-0.018514,-0.010573,-0.001687,0.00815,0.018437,0.028325,0.0379,0.046906,0.055847,0.064148,0.071683,0.078296,0.083901,0.088597,0.092373,0.094861,0.096533,0.097424,0.097325,0.096205,0.094344,0.091762,0.088592,0.084703,0.080123,0.075091,0.069598,0.063679,0.057191,0.050241,0.04272,0.034582,0.025625,0.015706,0.004492,-0.008637,-0.024593,-0.043856,-0.06447,-0.082573,-0.097069,-0.109092,-0.119886,-0.130242,-0.140621,2
-0.02555,-0.01898,-0.011008,-0.002117,0.007725,0.018022,0.027904,0.037469,0.046487,0.055448,0.063766,0.071312,0.077929,0.083543,0.088245,0.092026,0.094528,0.096208,0.097098,0.096999,0.095887,0.09404,0.091458,0.088287,0.084403,0.07983,0.074805,0.069324,0.063422,0.056953,0.05002,0.042515,0.034392,0.025447,0.015551,0.004361,-0.008735,-0.024648,-0.043864,-0.064425,-0.082487,-0.096956,-0.108954,-0.119727,-0.130066,-0.140427,2
-0.027442,-0.020778,-0.01271,-0.003709,0.006196,0.016527,0.026473,0.03608,0.045102,0.054026,0.062298,0.069814,0.076403,0.081993,0.086657,0.090406,0.092897,0.094564,0.095431,0.095309,0.094173,0.092288,0.08968,0.086479,0.082562,0.077956,0.072896,0.067382,0.061455,0.054983,0.048064,0.040609,0.032573,0.023773,0.014087,0.003201,-0.00945,-0.024696,-0.043016,-0.062647,-0.079983,-0.093974,-0.105686,-0.116277,-0.126469,-0.136683,2
-0.027808,-0.021092,-0.012987,-0.003915,0.006049,0.016411,0.026367,0.036004,0.045058,0.053995,0.062278,0.069791,0.07639,0.081985,0.08665,0.090403,0.092896,0.094552,0.095408,0.095288,0.094159,0.092281,0.089674,0.08647,0.082561,0.077961,0.072908,0.067403,0.061485,0.055022,0.048112,0.040662,0.032634,0.023833,0.014135,0.003248,-0.009412,-0.024675,-0.043005,-0.062629,-0.079949,-0.093942,-0.105664,-0.116257,-0.12645,-0.136673,2
-0.02677,-0.020052,-0.011926,-0.00286,0.007072,0.017412,0.027374,0.037008,0.046032,0.054952,0.063223,0.070716,0.077298,0.082887,0.087544,0.091285,0.093772,0.095421,0.09627,0.096145,0.095003,0.093108,0.090483,0.08726,0.083328,0.07871,0.073636,0.068102,0.062154,0.055663,0.048725,0.041244,0.033184,0.024357,0.014632,0.003713,-0.008968,-0.024241,-0.042575,-0.062207,-0.079555,-0.093588,-0.105351,-0.115994,-0.126245,-0.136523,2
-0.022468,-0.016049,-0.0082,0.000643,0.010412,0.02063,0.030486,0.040029,0.049043,0.05795,0.06622,0.073744,0.08036,0.085979,0.090668,0.09445,0.096971,0.098649,0.099532,0.099438,0.098316,0.096434,0.093826,0.090614,0.086682,0.082055,0.076959,0.071394,0.065394,0.058818,0.051758,0.04411,0.035821,0.026689,0.016559,0.005079,-0.008415,-0.024877,-0.044788,-0.066086,-0.084738,-0.099607,-0.11187,-0.122829,-0.133317,-0.143822,2
