@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute target {1,2,3,4,5}

@data
0.386851,-3.550051,-3.621934,-2.178383,-1.384274,-0.246035,-0.089322,-0.069546,-0.057756,-0.107718,-0.133158,-0.08189,-0.167696,-0.188978,-0.272885,-0.401944,-0.433477,-0.56626,-0.631622,-0.590516,-0.646975,-0.734965,-0.63877,-0.657569,-0.608168,-0.483004,-0.305487,-0.223752,-0.14717,-0.131305,-0.018446,0.024686,0.078375,0.02654,0.047558,0.177199,0.166967,0.103307,0.22347,0.163504,0.364699,0.378356,0.396348,0.483857,0.431071,0.467783,0.380183,0.457755,0.373762,0.385772,0.270165,0.292021,0.246882,0.244497,0.203193,0.204746,0.196282,0.179256,0.177422,0.216844,0.525598,0.972997,1.107402,1.478844,1.526134,1.369905,1.082912,0.826818,0.263412,-0.250225,-0.231276,-0.186271,-0.364999,-0.230653,-0.21725,-0.193114,-0.199719,-0.119737,-0.104805,0.387158,0.984575,0.88917,0.736409,0.511392,1.055027,1
0.23404,-2.527778,-3.553343,-2.49769,-1.407496,-0.911565,-0.250141,-0.238629,-0.242088,-0.321737,-0.339476,-0.3726,-0.26329,-0.350145,-0.464108,-0.454488,-0.533884,-0.524989,-0.607462,-0.64951,-0.830185,-0.878379,-0.903508,-0.882241,-0.90324,-0.800048,-0.695261,-0.539184,-0.38605,-0.311713,-0.123731,-0.160986,-0.087858,-0.114024,-0.043874,-0.000239,-0.000006,-0.043881,0.03722,0.030638,0.11981,0.153593,0.205821,0.316034,0.319661,0.388765,0.464594,0.415363,0.414421,0.388559,0.36796,0.37278,0.334768,0.368971,0.282619,0.338642,0.306344,0.328291,0.359841,0.447753,0.5661,0.860743,1.027508,1.327281,1.403837,1.31097,1.217827,0.889984,0.464561,0.096057,0.04826,0.172851,0.119588,0.067324,0.132372,0.169936,0.143325,0.150642,0.423209,1.309932,1.159252,1.31051,1.039848,0.714243,1.092178,1
-0.600003,-3.15629,-3.506355,-2.703179,-1.331556,-0.942795,-0.10208,-0.123959,-0.138217,-0.122348,-0.096927,-0.076899,-0.15742,-0.200494,-0.227883,-0.28627,-0.366774,-0.374775,-0.412926,-0.496496,-0.594459,-0.523335,-0.511858,-0.444045,-0.340834,-0.329334,-0.196301,-0.072239,-0.014274,0.165481,0.189318,0.125841,0.10126,0.168137,0.123052,0.148965,0.114589,0.175939,0.158661,0.188654,0.227245,0.332772,0.357595,0.42488,0.426221,0.496393,0.452249,0.476554,0.379524,0.405024,0.363381,0.312304,0.323537,0.289565,0.323293,0.208564,0.300461,0.482309,0.50899,0.786399,1.144077,1.641491,1.75078,1.516118,1.284389,0.916674,0.320044,-0.231289,-0.381176,-0.402507,-0.407232,-0.478604,-0.3932,-0.401434,-0.358596,-0.392901,-0.257004,-0.214662,0.374981,0.666048,0.869405,0.712348,0.452483,0.770199,0.412736,1
3.963147,1.061859,-2.104791,-3.790821,-2.317187,-0.583618,0.60606,1.091228,1.032382,0.995165,1.035659,1.028273,0.741074,0.779864,0.5654,0.542204,0.348497,0.118042,0.091004,-0.039094,-0.130279,-0.355783,-0.4371,-0.457809,-0.647042,-0.540518,-0.463184,-0.351056,-0.150532,0.094028,0.086613,0.083266,-0.01652,0.065122,0.23281,0.187424,0.118644,-0.036378,0.139611,0.166581,0.02565,0.245452,0.34355,0.388959,0.331383,0.515228,0.513669,0.380164,0.309867,0.352677,0.248594,0.193083,0.037418,-0.060064,0.052996,-0.099696,-0.196711,-0.031106,-0.380834,-0.201394,-0.411597,-0.206,-0.29373,-0.362767,0.161093,0.905997,0.738433,0.345586,0.082999,0.290256,-0.238756,-0.920168,-1.014926,-1.006844,-1.016216,-1.044516,-0.90857,-1.057954,-0.89628,-0.68815,1.031997,1.002235,0.84352,0.093498,-1.150266,1
-0.379823,-2.903711,-3.566814,-2.919401,-1.604298,-1.085416,-0.472266,-0.42656,-0.430438,-0.446323,-0.365732,-0.28979,-0.336109,-0.335973,-0.383194,-0.337283,-0.399884,-0.384315,-0.460313,-0.460235,-0.510885,-0.486756,-0.522686,-0.519677,-0.468953,-0.413035,-0.257472,-0.195612,-0.167052,-0.053015,-0.00463,-0.015599,0.030109,0.007575,-0.00272,0.065359,0.102508,0.040051,0.174102,0.169001,0.185226,0.227686,0.259683,0.335021,0.358867,0.426819,0.488983,0.534253,0.544066,0.503628,0.452709,0.464716,0.441594,0.365589,0.412033,0.396373,0.38412,0.386795,0.616131,0.766338,0.870855,1.224297,1.422042,1.383774,1.263112,1.01647,0.727126,0.344376,-0.043597,-0.085625,-0.157972,-0.130742,-0.164816,-0.13719,-0.1541,-0.123866,-0.104141,-0.076039,0.297169,0.845766,0.969192,1.186309,0.834446,0.573277,0.686515,1
0.113711,-2.957584,-3.369591,-2.490361,-1.383407,-0.912709,-0.265917,-0.301,-0.195654,-0.348909,-0.269064,-0.272527,-0.311004,-0.36376,-0.440918,-0.434555,-0.502227,-0.549875,-0.531411,-0.642123,-0.701729,-0.741297,-0.718921,-0.656598,-0.533044,-0.435097,-0.32181,-0.149929,-0.101946,0.012638,0.033286,0.054468,0.124728,0.072751,0.091459,0.135851,0.245512,0.23744,0.257404,0.332174,0.35656,0.474934,0.478891,0.549094,0.541287,0.550848,0.483237,0.572922,0.415591,0.55025,0.42782,0.39788,0.323835,0.39175,0.301809,0.314721,0.319691,0.266987,0.39207,0.635037,0.875409,1.074305,1.442747,1.562764,1.439029,1.105216,0.850537,0.372495,-0.214561,-0.329369,-0.318737,-0.424421,-0.326166,-0.40526,-0.358377,-0.402435,-0.351268,-0.365365,-0.071583,0.692409,0.547725,0.91464,0.714926,1.018569,1.403103,1
1.075843,-1.77429,-3.270318,-3.277499,-2.148124,-1.249879,-0.685132,-0.270822,-0.209706,-0.191055,-0.220078,-0.176838,-0.255089,-0.281291,-0.34377,-0.345969,-0.39511,-0.4066,-0.511013,-0.474828,-0.531452,-0.540001,-0.459865,-0.44952,-0.416776,-0.361708,-0.193257,-0.17498,-0.064167,-0.056965,0.04248,-0.01156,0.046865,0.013724,0.065311,0.061449,0.074974,0.128954,0.126949,0.207286,0.199843,0.294844,0.267151,0.430334,0.514047,0.43994,0.625601,0.499585,0.533358,0.489944,0.459494,0.415262,0.394219,0.392349,0.306622,0.357978,0.330938,0.532929,0.733437,0.984437,1.276695,1.487975,1.573026,1.486069,1.248843,0.874374,0.477081,-0.006533,-0.273095,-0.24506,-0.320797,-0.34888,-0.329942,-0.378512,-0.3481,-0.421471,-0.305073,-0.258979,0.323928,0.635499,0.751261,0.764434,0.380162,0.833172,-0.174564,1
-0.568977,-2.381937,-3.285661,-3.197869,-2.013527,-1.202624,-0.532991,-0.336148,-0.381004,-0.376203,-0.257886,-0.262541,-0.295786,-0.224352,-0.178563,-0.306761,-0.268331,-0.354565,-0.25413,-0.315931,-0.394544,-0.283486,-0.359761,-0.320198,-0.17435,-0.151378,-0.079683,0.012884,0.105388,0.152643,0.140485,0.16367,0.145222,0.09372,0.106655,0.16865,0.085253,0.102518,0.158109,0.222803,0.21069,0.297444,0.305243,0.451087,0.366663,0.40562,0.471044,0.413009,0.530796,0.447435,0.38552,0.431454,0.411545,0.289401,0.398783,0.318123,0.39289,0.552836,0.780194,0.988503,1.174648,1.466986,1.565008,1.530574,1.297818,1.06508,0.758332,0.429028,0.042344,-0.107494,-0.157001,-0.094892,-0.153801,-0.093923,-0.160743,-0.178553,-0.140727,-0.06923,0.392537,1.210966,0.913905,-0.132305,-0.974614,-0.955477,-0.375558,1
2.966871,-1.454394,-3.207712,-3.013962,-1.479898,-0.895395,0.122961,0.225222,0.157445,0.101257,0.060137,0.073759,0.000276,0.054089,-0.010064,-0.093658,-0.197789,-0.159106,-0.286861,-0.50331,-0.496536,-0.56285,-0.569622,-0.527422,-0.472526,-0.405552,-0.394701,-0.179053,-0.114257,-0.050641,0.085731,0.046874,0.059237,0.089375,0.130442,0.135966,0.160024,0.195572,0.185354,0.300203,0.293631,0.30511,0.412355,0.46146,0.456354,0.446378,0.41349,0.35699,0.311687,0.311162,0.206122,0.170038,0.14356,0.065208,0.025452,0.071449,0.084085,0.182502,0.371761,0.687419,0.974268,1.39325,1.743506,1.448077,1.28041,0.843886,0.356475,-0.109865,-0.65404,-0.71117,-0.651619,-0.754211,-0.665243,-0.848699,-0.6838,-0.84195,-0.756991,-0.736617,-0.193335,0.353553,0.526627,0.628573,0.553626,1.386832,0.266761,1
1.948333,0.776749,-1.519016,-3.457537,-2.09847,-1.286714,-0.101429,0.039279,0.164151,0.062814,0.047085,-0.042047,0.00609,-0.209851,-0.241952,-0.280145,-0.481909,-0.613242,-0.733105,-0.717804,-0.905012,-1.157598,-1.116634,-1.215021,-1.268656,-1.130286,-1.061586,-0.832099,-0.780338,-0.529449,-0.29376,-0.274946,-0.303211,-0.138103,-0.071366,0.046443,0.022801,0.0403,0.134769,0.135425,0.064389,0.337687,0.317794,0.287407,0.433003,0.495069,0.378876,0.633269,0.456639,0.489603,0.458177,0.433188,0.437301,0.331056,0.394916,0.307244,0.164119,0.31991,0.138556,0.135641,0.161613,0.30933,0.120229,0.347747,0.399646,0.943727,1.210449,0.960161,0.733612,0.686985,0.619445,0.134707,-0.296371,-0.223672,-0.201517,-0.189115,-0.201712,-0.135339,0.002441,0.158682,0.875703,0.728116,1.680126,2.171703,1.426509,1
-0.821915,-3.093122,-3.439732,-2.744473,-1.381938,-1.005119,-0.375653,-0.443495,-0.335629,-0.358202,-0.304576,-0.393523,-0.412557,-0.325284,-0.381346,-0.381492,-0.334038,-0.363366,-0.528169,-0.510223,-0.547051,-0.535912,-0.481287,-0.457911,-0.40376,-0.354354,-0.261977,-0.099277,-0.047353,-0.006355,-0.001336,0.054931,-0.01985,0.04312,0.058498,0.033226,0.079596,0.107106,-0.026325,0.250414,0.269029,0.204399,0.230118,0.2999,0.336439,0.341941,0.356082,0.43666,0.532644,0.496883,0.475751,0.448552,0.405033,0.424023,0.425266,0.409397,0.457776,0.571818,0.752723,0.918772,1.092437,1.385218,1.473801,1.322415,1.156419,0.834665,0.544743,0.142576,0.009409,-0.002763,-0.107529,-0.03645,-0.087088,-0.082942,-0.04906,-0.016064,0.029365,0.12124,0.767249,0.911841,1.17689,0.882981,0.47784,0.655744,-0.846433,1
2.216661,-1.300568,-2.882173,-3.293202,-1.687505,-1.124876,-0.148503,0.142104,0.131176,0.102612,0.107196,-0.072418,0.055442,-0.113289,-0.055641,-0.169437,-0.200443,-0.316486,-0.450107,-0.483221,-0.560748,-0.557777,-0.640897,-0.643613,-0.602479,-0.441591,-0.364445,-0.358624,-0.143844,-0.089498,-0.044808,-0.037441,-0.047086,0.129813,0.104142,0.038704,0.191446,0.145787,0.170168,0.177336,0.258782,0.248722,0.299278,0.411352,0.332759,0.308921,0.337246,0.326316,0.395199,0.205535,0.272562,0.388587,0.290988,0.130648,0.137966,0.193599,0.049362,0.120538,0.35767,0.625375,0.822235,1.090596,1.471185,1.740802,1.523175,1.354905,0.938671,0.522085,-0.320593,-0.464707,-0.624165,-0.725242,-0.667571,-0.659701,-0.600278,-0.64987,-0.696865,-0.652316,-0.401705,0.286107,0.62309,0.957891,0.843073,0.952445,0.763483,1
-1.478902,-2.856113,-3.471697,-2.800652,-1.457081,-1.090254,-0.390657,-0.390598,-0.417127,-0.285125,-0.350038,-0.361663,-0.296863,-0.320733,-0.30396,-0.432764,-0.291455,-0.379253,-0.272968,-0.316396,-0.266076,-0.304496,-0.237354,-0.230255,-0.14841,-0.126821,-0.204872,-0.041554,0.047508,0.017303,0.02635,0.004548,-0.005486,0.038884,0.001254,0.021376,-0.064154,-0.031093,-0.032357,0.084948,-0.054101,0.220796,0.136009,0.215394,0.34591,0.317642,0.405698,0.436813,0.515679,0.559473,0.54605,0.448384,0.488626,0.447705,0.518242,0.394187,0.418411,0.413594,0.778807,0.909153,1.138188,1.50187,1.762432,1.741397,1.500626,1.165321,0.913457,0.665971,0.084908,-0.002795,-0.057269,0.078059,-0.194991,-0.014659,-0.067706,-0.12945,-0.070746,0.075368,0.349477,1.0671,0.81886,0.072125,-0.556875,-0.696754,-0.191334,1
-0.78023,-2.717672,-2.857426,-1.961558,-1.365616,-0.830037,-0.771963,-0.715592,-0.71819,-0.673552,-0.717957,-0.713225,-0.666561,-0.756944,-0.745598,-0.771691,-0.735443,-0.828621,-0.774468,-0.8256,-0.885947,-0.817485,-0.839183,-0.732408,-0.684323,-0.558633,-0.499442,-0.381032,-0.373064,-0.344571,-0.284058,-0.250695,-0.228018,-0.18758,-0.218311,-0.131288,-0.088708,-0.073409,-0.057003,0.082068,0.055763,0.165773,0.192002,0.229927,0.229361,0.289596,0.337598,0.313157,0.404997,0.324432,0.431256,0.401886,0.400914,0.384571,0.435037,0.423663,0.467124,0.54353,0.559434,0.740056,0.846284,1.022759,1.137565,1.157162,1.083527,1.024306,0.886815,0.672237,0.525644,0.47903,0.470325,0.479212,0.539984,0.480856,0.52508,0.578463,0.610622,0.711949,1.051729,1.170614,1.14478,1.115445,1.025188,1.312755,1.09863,1
-0.212924,-2.66426,-3.490243,-2.421146,-1.339201,-0.870122,-0.330432,-0.33852,-0.319282,-0.301676,-0.351865,-0.342664,-0.343837,-0.469697,-0.448993,-0.498392,-0.577419,-0.599511,-0.643984,-0.777591,-0.674662,-0.873822,-0.791899,-0.650846,-0.702302,-0.585323,-0.492009,-0.38844,-0.228759,-0.156221,-0.111179,-0.026994,0.027549,-0.044731,0.025756,0.042889,0.034539,0.024852,0.156735,0.164477,0.152529,0.226048,0.302084,0.297937,0.399834,0.454119,0.473522,0.465259,0.375626,0.469791,0.341094,0.31047,0.454325,0.349938,0.272186,0.309491,0.297419,0.471835,0.518861,0.765023,0.902787,1.199708,1.695042,1.465159,1.312546,1.126817,0.884769,0.38898,0.027729,-0.131685,-0.167004,-0.144902,-0.105182,-0.145216,-0.235635,-0.113683,-0.230115,-0.083243,0.256563,0.959323,0.96074,1.360941,1.299738,0.962043,1.438534,1
