@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute target {1,2,3,4,5,6}

@data
0.407416,0.397009,0.385824,0.371879,0.353926,0.331628,0.304755,0.273543,0.237815,0.198919,0.155861,0.112179,0.069651,0.026252,-0.018475,-0.062853,-0.104535,-0.142572,-0.176279,-0.206135,-0.231796,-0.253589,-0.270492,6
0.384487,0.369683,0.356696,0.34349,0.328086,0.310025,0.290745,0.269374,0.243017,0.211618,0.174997,0.133793,0.090626,0.046274,0.000592,-0.043689,-0.082475,-0.114854,-0.140462,-0.158436,-0.168074,-0.171962,-0.171188,4
0.410314,0.39949,0.388106,0.374225,0.356657,0.334593,0.307892,0.277121,0.242586,0.204218,0.162193,0.118318,0.07406,0.030852,-0.013618,-0.058464,-0.10042,-0.138869,-0.172747,-0.202965,-0.228949,-0.250702,-0.267877,6
0.372678,0.358474,0.347713,0.337224,0.325887,0.313286,0.299394,0.283626,0.264272,0.24005,0.206078,0.168251,0.128107,0.085826,0.040912,-0.006545,-0.052301,-0.094385,-0.130732,-0.159628,-0.18219,-0.196728,-0.20268,3
0.407843,0.39841,0.387803,0.373826,0.35574,0.332715,0.305355,0.273727,0.238605,0.199815,0.157229,0.113618,0.070147,0.026923,-0.016593,-0.057971,-0.09648,-0.131279,-0.162079,-0.188446,-0.210668,-0.228305,-0.24175,6
0.406906,0.396633,0.385831,0.372448,0.355338,0.333795,0.307262,0.276331,0.241117,0.202409,0.159321,0.115299,0.07219,0.028197,-0.017142,-0.062368,-0.105019,-0.14385,-0.179036,-0.210459,-0.237785,-0.26096,-0.279906,6
0.414595,0.403004,0.390482,0.375916,0.357351,0.334288,0.306733,0.27488,0.23886,0.199091,0.155643,0.112594,0.070588,0.026798,-0.018796,-0.063435,-0.106079,-0.144313,-0.179539,-0.210483,-0.237252,-0.259886,-0.277636,6
0.416006,0.404335,0.391701,0.376061,0.356554,0.332356,0.304273,0.271694,0.236631,0.196772,0.154479,0.111232,0.0701,0.027667,-0.016735,-0.061703,-0.104588,-0.144659,-0.179969,-0.211027,-0.237535,-0.259991,-0.277624,6
0.413204,0.40182,0.389487,0.375764,0.358309,0.336386,0.310087,0.279306,0.244504,0.205779,0.16263,0.118823,0.075689,0.032188,-0.012184,-0.055294,-0.095698,-0.132136,-0.164131,-0.191118,-0.213466,-0.231382,-0.245014,5
0.414084,0.402543,0.390062,0.376045,0.357784,0.335496,0.308574,0.277627,0.242455,0.203335,0.161298,0.118892,0.07682,0.034186,-0.009064,-0.051991,-0.091449,-0.127942,-0.161028,-0.189801,-0.214445,-0.23464,-0.250623,6
0.328334,0.321206,0.315614,0.307797,0.298993,0.287917,0.274835,0.259284,0.24043,0.215682,0.182995,0.145622,0.106615,0.064224,0.018032,-0.032667,-0.08336,-0.127697,-0.163984,-0.19289,-0.212976,-0.224865,-0.22786,3
0.409624,0.399046,0.387573,0.373479,0.355012,0.332291,0.304899,0.273456,0.237959,0.199375,0.157017,0.114408,0.071741,0.028518,-0.015728,-0.059131,-0.098128,-0.13317,-0.164586,-0.192297,-0.215645,-0.234354,-0.24876,6
0.418288,0.40612,0.393562,0.378267,0.359067,0.335654,0.307777,0.275456,0.239769,0.20107,0.158069,0.114862,0.072296,0.029308,-0.014571,-0.057701,-0.097396,-0.134638,-0.168174,-0.197871,-0.223677,-0.245843,-0.263304,6
0.409313,0.399312,0.387918,0.374147,0.355974,0.332974,0.305372,0.273717,0.237889,0.199212,0.156169,0.112473,0.069598,0.026494,-0.017791,-0.060812,-0.100538,-0.136688,-0.168932,-0.197293,-0.22142,-0.241162,-0.258085,6
0.408181,0.397425,0.387113,0.374213,0.358114,0.337872,0.313097,0.283744,0.249854,0.212262,0.171029,0.127198,0.084816,0.041945,-0.002963,-0.048395,-0.091725,-0.131823,-0.166886,-0.19798,-0.225267,-0.248662,-0.266896,6
0.407234,0.397452,0.387163,0.374163,0.356711,0.334657,0.307893,0.277116,0.241804,0.203241,0.16096,0.11787,0.074643,0.031779,-0.012607,-0.055402,-0.09521,-0.131713,-0.16554,-0.195535,-0.221385,-0.242957,-0.260084,6
0.406707,0.396097,0.384961,0.371531,0.354484,0.332924,0.307135,0.277111,0.242666,0.203931,0.161323,0.117131,0.073941,0.030573,-0.014133,-0.058392,-0.100264,-0.138045,-0.171467,-0.200638,-0.225354,-0.245756,-0.261339,6
0.414577,0.403212,0.391369,0.377151,0.358893,0.336209,0.309206,0.278846,0.244596,0.207032,0.16551,0.122839,0.079713,0.037501,-0.005844,-0.050113,-0.092031,-0.130189,-0.164897,-0.195083,-0.221362,-0.243375,-0.261347,6
0.410132,0.399391,0.388864,0.37522,0.357631,0.335536,0.309041,0.27797,0.243964,0.205532,0.163629,0.122693,0.081095,0.037513,-0.006645,-0.049337,-0.089817,-0.125737,-0.15646,-0.182841,-0.205035,-0.222867,-0.23604,6
0.363539,0.349345,0.338679,0.328551,0.317104,0.30442,0.288526,0.269499,0.24535,0.213996,0.176788,0.135415,0.093567,0.049685,0.001197,-0.049083,-0.097165,-0.139937,-0.176448,-0.205351,-0.225732,-0.238723,-0.24233,3
0.347452,0.33547,0.326944,0.318593,0.308723,0.297826,0.28462,0.267884,0.245651,0.217451,0.181733,0.142666,0.100162,0.053193,0.001662,-0.049873,-0.097498,-0.139356,-0.173647,-0.199974,-0.216215,-0.223495,-0.223167,4
0.374024,0.360422,0.350676,0.340704,0.329356,0.314828,0.295484,0.272354,0.248499,0.220258,0.184469,0.144942,0.102006,0.054614,0.003054,-0.049716,-0.099067,-0.141373,-0.177438,-0.205372,-0.225163,-0.236481,-0.237741,4
0.382755,0.367163,0.352145,0.337956,0.322312,0.303573,0.282977,0.2617,0.235631,0.203375,0.165817,0.126082,0.085478,0.042259,-0.00028,-0.039506,-0.07523,-0.103339,-0.1258,-0.140512,-0.149259,-0.15329,-0.15375,3
0.368655,0.354237,0.343024,0.331104,0.317439,0.302203,0.285101,0.265115,0.241199,0.208616,0.170427,0.130138,0.087117,0.041046,-0.009077,-0.05921,-0.106173,-0.148116,-0.181276,-0.206182,-0.221946,-0.229875,-0.23004,5
0.406674,0.396495,0.3859,0.372271,0.354338,0.331873,0.304995,0.27383,0.237892,0.198542,0.155656,0.111902,0.069105,0.025551,-0.019471,-0.063076,-0.103613,-0.139955,-0.172178,-0.200287,-0.224125,-0.243589,-0.258414,6
0.337381,0.326759,0.318792,0.310522,0.302426,0.291888,0.27904,0.262439,0.238613,0.208219,0.171612,0.131228,0.08661,0.038651,-0.010641,-0.059948,-0.105678,-0.14454,-0.17497,-0.198499,-0.214497,-0.22066,-0.220084,3
0.411666,0.401188,0.389286,0.374117,0.3552,0.331619,0.304193,0.272258,0.236581,0.197778,0.15604,0.113914,0.07118,0.02775,-0.017206,-0.060272,-0.099963,-0.13698,-0.169848,-0.198902,-0.224395,-0.24567,-0.262705,6
0.413046,0.402436,0.391492,0.377113,0.359052,0.336917,0.310287,0.279462,0.244459,0.205269,0.162221,0.119726,0.077645,0.035244,-0.008952,-0.052795,-0.093534,-0.12933,-0.161283,-0.188872,-0.212296,-0.231152,-0.245776,5
0.41568,0.403488,0.390635,0.37506,0.355994,0.333003,0.305624,0.274207,0.238869,0.19966,0.156439,0.113378,0.07085,0.027612,-0.016471,-0.060784,-0.102451,-0.140398,-0.173736,-0.20316,-0.228176,-0.248566,-0.265664,6
0.411652,0.400667,0.388913,0.374957,0.357533,0.336045,0.310071,0.279855,0.245129,0.207214,0.165617,0.121589,0.078434,0.035299,-0.008914,-0.053324,-0.094965,-0.133042,-0.16768,-0.198981,-0.226253,-0.249474,-0.268333,6
0.362491,0.34919,0.338301,0.327763,0.316252,0.302974,0.287416,0.269754,0.246599,0.216622,0.180202,0.140922,0.100433,0.056165,0.008353,-0.040885,-0.087383,-0.127555,-0.159788,-0.185126,-0.201837,-0.210583,-0.211032,1
0.414838,0.403267,0.391057,0.376525,0.35849,0.336295,0.309551,0.278802,0.243844,0.206297,0.165869,0.122507,0.079218,0.036143,-0.007453,-0.051956,-0.095214,-0.135691,-0.171903,-0.204649,-0.23323,-0.258129,-0.278118,6
0.409925,0.399119,0.3873,0.372626,0.354037,0.33105,0.303876,0.272602,0.237279,0.198371,0.155694,0.112457,0.069484,0.026493,-0.01742,-0.059411,-0.098094,-0.133212,-0.164441,-0.191047,-0.213415,-0.23179,-0.246006,6
0.402747,0.39326,0.383726,0.371202,0.354735,0.333804,0.308753,0.27939,0.245726,0.208463,0.168025,0.124774,0.082045,0.039084,-0.004672,-0.048997,-0.090262,-0.127671,-0.161238,-0.191288,-0.217027,-0.238361,-0.254442,6
0.415212,0.403538,0.390842,0.375487,0.356083,0.332191,0.304298,0.271978,0.23588,0.19613,0.15214,0.108541,0.065781,0.02338,-0.020868,-0.064485,-0.10435,-0.140971,-0.1733,-0.201476,-0.225287,-0.245295,-0.262105,6
0.406405,0.396004,0.385549,0.372073,0.354737,0.333031,0.3065,0.276148,0.241446,0.203692,0.162624,0.118413,0.074462,0.03019,-0.013969,-0.057677,-0.098553,-0.136035,-0.168664,-0.197588,-0.222027,-0.242311,-0.2585,6
0.377911,0.366054,0.354369,0.342971,0.329067,0.312924,0.293127,0.271754,0.246832,0.214652,0.179384,0.140314,0.097801,0.052355,0.002633,-0.047224,-0.090271,-0.126532,-0.156869,-0.179145,-0.19409,-0.200726,-0.199857,2
0.420133,0.406253,0.392414,0.377274,0.358694,0.335959,0.309312,0.278965,0.24419,0.206099,0.163855,0.119644,0.076408,0.033596,-0.010565,-0.055763,-0.09868,-0.138373,-0.1745,-0.20627,-0.233515,-0.256717,-0.275345,6
0.397695,0.385171,0.373372,0.359179,0.342953,0.324475,0.302884,0.279475,0.253844,0.222937,0.186374,0.1464,0.102957,0.057463,0.009811,-0.036518,-0.078812,-0.115694,-0.145625,-0.170751,-0.188273,-0.197545,-0.200416,2
0.416804,0.40495,0.392364,0.377124,0.358118,0.334946,0.307682,0.276316,0.24146,0.203202,0.161196,0.118618,0.07625,0.034284,-0.008898,-0.051837,-0.091932,-0.129403,-0.162807,-0.192161,-0.217044,-0.237731,-0.253968,6
0.385691,0.373768,0.360372,0.345094,0.327795,0.308478,0.286955,0.261148,0.232822,0.198166,0.159914,0.118638,0.074557,0.027282,-0.019928,-0.065782,-0.105105,-0.137805,-0.162375,-0.179465,-0.187764,-0.18806,-0.182017,3
0.378435,0.36342,0.348538,0.333312,0.317603,0.300951,0.283024,0.26454,0.239599,0.209932,0.176861,0.13988,0.100408,0.056731,0.009385,-0.039185,-0.084545,-0.123569,-0.154162,-0.177307,-0.192484,-0.200202,-0.200867,2
0.370069,0.358649,0.348384,0.339022,0.32703,0.312369,0.29438,0.273508,0.24903,0.216578,0.17891,0.13805,0.094844,0.049448,0.001668,-0.045208,-0.088581,-0.126909,-0.159215,-0.183839,-0.202666,-0.214384,-0.219576,3
0.367653,0.354478,0.343274,0.332101,0.319523,0.30469,0.287319,0.266533,0.237934,0.20261,0.164111,0.12424,0.082401,0.038301,-0.008839,-0.055642,-0.100056,-0.137857,-0.167579,-0.189475,-0.204299,-0.211361,-0.211824,2
0.40431,0.394883,0.385266,0.372479,0.355774,0.334542,0.308844,0.278798,0.244573,0.207057,0.166085,0.121918,0.078699,0.036009,-0.00732,-0.052202,-0.095527,-0.136301,-0.172565,-0.204833,-0.233103,-0.257197,-0.276662,6
0.35462,0.342547,0.333549,0.324087,0.312837,0.299162,0.283077,0.263905,0.241424,0.214104,0.18172,0.146214,0.107254,0.065113,0.019872,-0.026259,-0.070579,-0.113262,-0.150372,-0.180773,-0.203633,-0.2185,-0.224691,3
0.392765,0.376401,0.360249,0.344476,0.327663,0.308449,0.287719,0.264465,0.239611,0.209142,0.174163,0.135248,0.093393,0.048704,0.004312,-0.039983,-0.082346,-0.120495,-0.15236,-0.178591,-0.196231,-0.207101,-0.212104,1
0.410031,0.399457,0.388523,0.374795,0.35745,0.335472,0.308988,0.278002,0.243391,0.205219,0.163065,0.118334,0.074781,0.032558,-0.011637,-0.056767,-0.100108,-0.139348,-0.175518,-0.207992,-0.236286,-0.260521,-0.279979,6
0.369953,0.356575,0.343761,0.331601,0.317618,0.300004,0.280843,0.259427,0.234377,0.201532,0.163175,0.121766,0.078871,0.034382,-0.011981,-0.05798,-0.099851,-0.135993,-0.165174,-0.187016,-0.201693,-0.208673,-0.210916,1
0.345811,0.333026,0.322849,0.312945,0.302366,0.291405,0.2788,0.262727,0.240478,0.212144,0.17617,0.136902,0.094645,0.048656,-0.001906,-0.053953,-0.103162,-0.145626,-0.178845,-0.202063,-0.216406,-0.221068,-0.216237,4
0.334397,0.32533,0.318803,0.31217,0.303145,0.291498,0.277766,0.261682,0.240348,0.211146,0.176796,0.138467,0.096466,0.0512,0.001932,-0.047844,-0.093908,-0.134579,-0.167827,-0.192807,-0.209607,-0.21831,-0.219176,5
0.340469,0.33082,0.323759,0.319458,0.312904,0.303729,0.292744,0.280285,0.258488,0.228871,0.192967,0.152693,0.108362,0.0626,0.016249,-0.030308,-0.074559,-0.115844,-0.148257,-0.172729,-0.189506,-0.197126,-0.198054,1
0.392461,0.378271,0.365136,0.351974,0.337032,0.321863,0.303606,0.282004,0.255471,0.226867,0.1919,0.152146,0.109313,0.06292,0.015342,-0.032723,-0.077149,-0.11695,-0.148297,-0.172316,-0.189904,-0.198962,-0.200469,2
0.356724,0.343614,0.334275,0.324855,0.31501,0.302995,0.287397,0.269372,0.24479,0.213564,0.176452,0.135747,0.093322,0.048003,-0.000842,-0.048956,-0.094146,-0.133552,-0.16706,-0.19349,-0.21137,-0.219901,-0.220033,3
0.362429,0.353605,0.345256,0.335275,0.323304,0.30971,0.29233,0.270659,0.24754,0.220005,0.186364,0.147173,0.105119,0.059894,0.013693,-0.032268,-0.074338,-0.109432,-0.138877,-0.160756,-0.174917,-0.182009,-0.183845,1
0.354133,0.341419,0.330141,0.318611,0.306586,0.292535,0.275317,0.257367,0.236737,0.20914,0.176195,0.140457,0.099763,0.054054,0.004197,-0.04563,-0.092135,-0.131632,-0.165477,-0.190772,-0.206548,-0.212022,-0.2089,2
0.40933,0.397674,0.385651,0.371569,0.353512,0.330931,0.303547,0.272493,0.236509,0.19717,0.153452,0.109642,0.066356,0.02295,-0.02134,-0.062904,-0.101557,-0.135863,-0.166069,-0.192009,-0.213385,-0.230098,-0.243912,5
0.380614,0.369038,0.357815,0.34542,0.330538,0.312215,0.290884,0.267515,0.242106,0.210005,0.172804,0.132361,0.088383,0.041918,-0.00512,-0.050229,-0.090099,-0.124124,-0.151563,-0.172446,-0.186637,-0.193915,-0.195332,2
0.327493,0.321928,0.317254,0.312718,0.30656,0.296455,0.283774,0.267376,0.244297,0.216146,0.181933,0.14461,0.102953,0.056918,0.008107,-0.039905,-0.083283,-0.121621,-0.151998,-0.173738,-0.186058,-0.19003,-0.186898,4
0.375638,0.363769,0.353723,0.341736,0.327573,0.311448,0.292818,0.272709,0.249202,0.219647,0.184474,0.146163,0.10463,0.060239,0.013512,-0.032731,-0.075463,-0.11207,-0.142353,-0.16544,-0.181518,-0.192679,-0.198031,2
0.414762,0.402906,0.391006,0.376366,0.357629,0.334171,0.306477,0.274521,0.238726,0.199832,0.157125,0.114454,0.071976,0.029602,-0.014239,-0.056991,-0.096891,-0.131889,-0.162754,-0.189156,-0.211007,-0.228458,-0.242805,6
0.411338,0.400515,0.389879,0.376392,0.359546,0.338453,0.312313,0.281919,0.247099,0.207735,0.164769,0.122199,0.080007,0.036702,-0.007859,-0.050215,-0.08902,-0.124888,-0.157118,-0.184794,-0.208092,-0.226658,-0.241036,5
0.386237,0.372601,0.358902,0.346013,0.331457,0.314742,0.295693,0.273062,0.247614,0.214617,0.17578,0.135579,0.09244,0.048369,0.002331,-0.044624,-0.088015,-0.12769,-0.161179,-0.187132,-0.206491,-0.21912,-0.225185,1
0.412657,0.402038,0.389882,0.374977,0.356715,0.334045,0.306664,0.274702,0.238947,0.200455,0.158189,0.115107,0.072587,0.030422,-0.013161,-0.055647,-0.094544,-0.130629,-0.162351,-0.190177,-0.213657,-0.232729,-0.247652,6
0.411269,0.399969,0.387537,0.373098,0.354774,0.332215,0.305421,0.274177,0.239349,0.201894,0.160736,0.11797,0.07539,0.032821,-0.011307,-0.055198,-0.095803,-0.132967,-0.167153,-0.197107,-0.222737,-0.243635,-0.260583,6
0.375879,0.362594,0.35074,0.339172,0.32532,0.309312,0.290491,0.270163,0.244088,0.21203,0.175332,0.13484,0.092772,0.048716,0.004779,-0.038545,-0.079091,-0.114117,-0.144197,-0.16664,-0.181679,-0.189168,-0.190573,1
0.378057,0.364614,0.35134,0.339968,0.327652,0.313974,0.298445,0.279171,0.255535,0.224564,0.184578,0.137722,0.089887,0.041105,-0.009022,-0.059708,-0.110231,-0.154865,-0.190837,-0.219652,-0.240023,-0.25162,-0.253787,5
0.407794,0.396923,0.385009,0.371086,0.353207,0.331081,0.304683,0.273837,0.238906,0.199822,0.156321,0.112025,0.068695,0.025362,-0.019406,-0.065015,-0.107934,-0.147262,-0.182595,-0.213492,-0.24033,-0.262711,-0.280902,6
0.414203,0.401635,0.389189,0.375199,0.357487,0.335373,0.308968,0.278223,0.242572,0.203595,0.160396,0.118137,0.075982,0.032727,-0.01178,-0.055052,-0.095076,-0.131527,-0.164358,-0.19331,-0.218057,-0.238462,-0.254329,6
0.401112,0.391737,0.382065,0.370456,0.354337,0.333881,0.308735,0.279373,0.244838,0.206587,0.164502,0.12123,0.077724,0.034433,-0.009791,-0.052295,-0.092136,-0.128746,-0.161935,-0.191344,-0.216546,-0.237343,-0.253715,6
0.40628,0.389616,0.375951,0.362428,0.34795,0.331198,0.310996,0.289047,0.261795,0.230207,0.192923,0.151716,0.108041,0.062615,0.016235,-0.030014,-0.072084,-0.10952,-0.141353,-0.166763,-0.184526,-0.194977,-0.200143,1
0.405162,0.391891,0.377375,0.361177,0.343016,0.322045,0.29893,0.272117,0.241771,0.206979,0.168747,0.127393,0.083198,0.039104,-0.005252,-0.047952,-0.083891,-0.116548,-0.143324,-0.162951,-0.176,-0.183498,-0.186741,2
0.356057,0.343866,0.333408,0.324513,0.314659,0.30343,0.289839,0.273416,0.253241,0.224651,0.187463,0.147234,0.105238,0.060296,0.012005,-0.040113,-0.089165,-0.132715,-0.168951,-0.197963,-0.218585,-0.231599,-0.235867,1
0.404435,0.395066,0.384372,0.371478,0.354967,0.334833,0.310293,0.281035,0.247458,0.209861,0.168587,0.124217,0.080421,0.036608,-0.008315,-0.053133,-0.095499,-0.134597,-0.169142,-0.200038,-0.226833,-0.248938,-0.266637,5
0.387403,0.373336,0.359177,0.344042,0.327656,0.309374,0.291057,0.269045,0.244719,0.215514,0.181378,0.144936,0.106107,0.064171,0.02069,-0.022485,-0.06188,-0.096419,-0.125966,-0.14781,-0.162119,-0.169421,-0.17303,1
0.371364,0.359658,0.348005,0.336338,0.322857,0.307059,0.287017,0.264415,0.238588,0.207607,0.17235,0.133943,0.091858,0.046172,-0.000213,-0.04569,-0.087629,-0.123585,-0.151871,-0.172517,-0.184956,-0.190734,-0.190292,2
0.415982,0.403772,0.391056,0.375582,0.356282,0.332782,0.305174,0.273448,0.238778,0.200119,0.157693,0.115095,0.072672,0.030606,-0.01271,-0.05582,-0.096103,-0.133367,-0.166985,-0.196118,-0.220952,-0.240806,-0.25737,6
0.366931,0.354183,0.344292,0.332694,0.32163,0.307597,0.290942,0.271055,0.245615,0.213777,0.176715,0.135436,0.093037,0.047279,-0.000645,-0.049005,-0.093566,-0.132607,-0.162103,-0.184985,-0.199183,-0.205248,-0.204625,3
0.373444,0.360623,0.347767,0.33431,0.31929,0.302174,0.283613,0.263005,0.23907,0.20866,0.173543,0.136543,0.096715,0.053676,0.007657,-0.039651,-0.083922,-0.122456,-0.152454,-0.176084,-0.192471,-0.199921,-0.200154,1
