@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute target {1,2}

@data
-5.309199,-4.85299,-5.223381,-5.088003,-4.280789,-1.900584,2.172663,4.828807,3.562689,2.733046,1.497547,1.062852,3.889626,2.301728,0.79195,4.981082,4.817169,1.916222,-2.368883,-1.168416,3.521801,10.711016,8.503254,3.042402,0.396015,-6.245198,-7.748546,-8.291232,-8.252647,1
-5.383824,-5.47482,-5.149901,-5.424991,-4.241889,-2.476469,2.572916,5.512973,4.280612,3.549184,1.862424,1.64255,3.658926,2.571098,1.110292,4.682088,4.615251,1.930073,-2.385795,-1.117666,3.082602,8.878026,7.270517,3.546551,1.52017,-5.339078,-7.678936,-8.81722,-8.795663,1
-5.231486,-5.208644,-5.088297,-5.342231,-4.292886,-2.427096,2.855804,5.43701,4.274258,3.193078,1.465797,1.227301,3.460767,2.270053,0.855044,4.723197,4.638252,1.571666,-2.415819,-1.156013,3.351654,9.576526,8.372817,3.653704,0.735591,-5.812718,-7.690832,-8.516954,-8.479545,1
-5.093692,-5.040142,-4.874376,-5.142168,-4.150196,-2.604954,3.078913,5.946772,4.37791,2.669633,0.812803,0.91253,2.810703,1.806787,0.991699,5.114841,4.95198,1.842322,-2.244882,-1.285286,3.479876,10.647338,8.001121,3.069191,0.143974,-5.988477,-7.654209,-8.307794,-8.272218,1
-4.975335,-4.722844,-5.137022,-5.560803,-4.212718,-2.428018,2.247536,4.092744,3.388145,3.095002,2.090191,1.305204,4.033092,2.674698,1.023165,4.44464,4.411217,2.367277,-1.748705,-0.300439,3.171253,7.60228,8.071224,5.021919,1.374253,-6.061403,-7.842466,-8.729779,-8.694306,2
-4.890306,-4.547554,-4.66832,-5.043493,-3.909759,-2.355227,2.784623,5.285517,4.177498,3.392503,1.919739,1.360447,3.644505,2.497428,0.776356,4.228097,3.98149,1.723594,-2.079114,-1.051869,2.41464,8.228782,7.884013,4.543322,1.392599,-5.866216,-7.846335,-8.991316,-8.985642,2
-4.934905,-4.670893,-5.21122,-5.445627,-4.358834,-2.286744,2.15824,4.375952,3.126365,3.183299,2.161198,1.024099,4.360109,2.772357,0.82486,4.469502,4.279429,2.029561,-2.050869,-0.47167,3.291158,8.711115,8.23418,4.910579,0.492256,-6.289102,-7.74895,-8.490094,-8.445351,2
-4.962001,-4.773092,-5.200747,-5.460924,-4.272736,-2.388639,2.085653,4.170204,3.044131,3.075627,2.045032,1.084954,4.115273,2.678947,0.582424,4.295355,4.060165,2.091376,-1.998329,-0.463032,3.295201,8.478048,9.06843,4.924348,0.969446,-6.05395,-7.592946,-8.464833,-8.433384,2
-5.197709,-4.860927,-5.111986,-5.531045,-4.284827,-2.447448,1.993915,4.356263,3.22942,3.071902,2.13013,1.329333,3.835341,2.815231,1.112369,4.193666,4.186361,2.483206,-1.515135,-0.138698,3.335174,7.653183,7.936014,5.105521,1.794045,-5.787455,-7.819192,-8.944092,-8.922559,2
-4.908542,-4.469517,-4.821271,-5.189376,-3.922177,-2.11437,2.209732,4.89929,3.681345,3.453998,2.092577,1.558542,3.929152,2.817561,1.125262,4.425891,3.933421,2.223678,-1.683266,-0.545867,2.49133,7.947792,7.693865,4.336864,1.303233,-5.932368,-7.998816,-9.274159,-9.263804,2
-5.200831,-4.708523,-5.007238,-5.285533,-4.079925,-2.58714,1.405299,3.443431,3.252762,2.724014,2.116795,1.300862,3.634392,2.62387,1.090895,3.780167,4.373213,2.656031,-1.034606,-0.041618,2.795138,7.328866,8.459617,5.275154,3.188864,-5.304956,-7.643944,-9.255696,-9.299361,2
-5.333552,-4.871738,-5.219652,-5.233077,-4.112586,-2.232587,1.802843,3.82181,3.068779,2.917053,2.085855,1.334857,4.095296,2.860231,1.013602,4.3087,4.068285,2.270018,-1.524532,-0.52623,3.135476,8.31341,8.629369,5.070342,1.601721,-6.293856,-7.890082,-8.585921,-8.573833,2
-5.119718,-4.585093,-5.383951,-5.188191,-4.110836,-1.972573,1.761054,3.578951,2.865868,2.856178,2.311465,1.388776,4.660913,3.365669,1.152431,4.390168,4.255219,2.363329,-1.679296,-0.601231,2.764139,7.925463,8.334575,5.008074,1.247733,-6.716996,-8.010451,-8.447744,-8.413923,2
-5.225373,-4.754294,-5.188121,-5.175949,-4.07296,-2.263903,2.018225,4.225534,3.3755,3.283418,2.053823,1.240134,4.404712,2.705135,0.858654,4.429368,3.944772,1.899655,-1.968849,-0.868271,2.898511,8.749926,8.736004,4.62709,0.883121,-6.440296,-7.755861,-8.321973,-8.297729,2
-5.210538,-4.885691,-5.399982,-5.378107,-4.271101,-2.618143,1.992298,3.532083,2.887071,3.096021,1.989206,1.253993,4.486222,2.930048,0.882031,4.43172,3.89097,1.93954,-1.775855,-0.568718,3.042519,8.901771,9.055938,5.126134,0.993284,-6.301402,-7.571173,-8.236707,-8.213434,2
-4.969026,-4.644797,-5.039002,-5.246427,-4.118689,-2.27505,2.385391,4.364014,3.433272,3.164137,2.135358,1.346049,4.392131,2.934008,0.842932,4.405172,3.9929,1.936249,-1.94874,-0.837186,2.652964,8.457107,8.385657,4.307454,1.432314,-6.355144,-7.935778,-8.616589,-8.580681,2
-5.303752,-5.046139,-5.20626,-5.395903,-4.107103,-2.515049,2.170518,4.782893,3.788863,3.217492,2.093339,1.59708,3.99426,2.879617,1.164414,4.03885,3.951715,2.145936,-1.720745,-0.654727,2.796478,7.929659,8.098549,4.84859,1.825168,-5.935551,-7.854487,-8.796951,-8.786754,2
-5.362683,-5.18188,-5.378997,-5.502667,-4.350266,-2.729619,2.242581,4.30368,3.077758,3.143723,1.711195,1.138134,4.137285,2.50359,0.88193,4.613105,3.919818,1.857314,-1.844538,-0.552741,3.676276,9.248314,8.720012,4.441142,1.123949,-5.743055,-7.359772,-8.368627,-8.364963,2
