@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute target {1,2}

@data
-0.110181,-0.11004,-0.11004,-0.109899,-0.109618,-0.109196,-0.108633,-0.10793,-0.107085,-0.106241,-0.105116,-0.103849,-0.102583,-0.101035,2
0.101222,0.101222,0.101222,0.101222,0.101222,0.101222,0.101232,0.101232,0.101232,0.101232,0.101232,0.101232,0.101243,0.101243,2
0.086648,0.0989,0.111153,0.123405,0.123595,0.123595,0.123595,0.123595,0.123595,0.123595,0.123595,0.123595,0.123606,0.123606,2
-0.08001,-0.081499,-0.082988,-0.084626,-0.086412,-0.088497,-0.090581,-0.092815,-0.095197,-0.097728,-0.100408,-0.103386,-0.106364,-0.109491,2
0.105024,0.105024,0.105024,0.105024,0.104998,0.104998,0.104998,0.104998,0.104998,0.104998,0.104998,0.104998,0.104998,0.104998,2
0.107668,0.107668,0.107668,0.107668,0.107668,0.107668,0.107668,0.107693,0.107719,0.107719,0.107745,0.107745,0.107745,0.107745,2
0.099641,0.089883,0.078789,0.06755,0.056092,0.044271,0.03196,0.019486,0.006387,-0.006863,-0.020436,-0.03474,-0.048918,-0.063993,1
0.11065,0.11065,0.11065,0.11065,0.11065,0.11065,0.11065,0.11065,0.11065,0.11065,0.11065,0.11065,0.11065,0.11065,2
0.104069,0.108095,0.112152,0.116209,0.120266,0.120868,0.112567,0.098528,0.080763,0.061608,0.042152,0.022365,0.00211,-0.018404,2
0.099324,0.102785,0.106603,0.110483,0.114403,0.118324,0.122275,0.126226,0.130177,0.134128,0.138078,0.135751,0.134607,0.12252,2
0.10732,0.107336,0.107336,0.107351,0.107351,0.107351,0.107351,0.107351,0.107351,0.107351,0.107351,0.107351,0.107351,0.107351,2
0.10565,0.10565,0.10565,0.10565,0.10565,0.10565,0.10565,0.10565,0.10565,0.10565,0.10565,0.10565,0.10565,0.10565,2
0.112186,0.112186,0.112186,0.112186,0.112186,0.112186,0.112186,0.112186,0.112186,0.112186,0.112186,0.112186,0.112186,0.112186,2
-0.024249,-0.024056,-0.024331,-0.024488,-0.024655,-0.024963,-0.024935,-0.025537,-0.025077,-0.026312,-0.02489,-0.027738,-0.022835,-0.046793,1
0.105635,0.105635,0.105635,0.105635,0.105635,0.105635,0.105635,0.105635,0.105635,0.105635,0.105635,0.105635,0.105635,0.105635,2
-0.100441,-0.100441,-0.100623,-0.100623,-0.100623,-0.100804,-0.100986,-0.100986,-0.100986,-0.101167,-0.101167,-0.101167,-0.101167,-0.101167,2
0.114889,0.114889,0.114889,0.114889,0.114889,0.114889,0.114889,0.114889,0.114889,0.114889,0.114889,0.114889,0.114889,0.114899,2
0.098356,0.098346,0.098335,0.098335,0.098325,0.098325,0.098325,0.098325,0.098315,0.098315,0.098315,0.098315,0.098315,0.098315,2
0.108243,0.108243,0.108243,0.108243,0.108243,0.108243,0.108243,0.108243,0.108243,0.108243,0.108243,0.108243,0.108243,0.108243,2
0.109304,0.109304,0.109304,0.109304,0.109304,0.109304,0.109304,0.109304,0.109304,0.109304,0.109304,0.109304,0.109304,0.109304,2
0.08729,0.086513,0.086766,0.086636,0.086718,0.086677,0.086713,0.086713,0.086708,0.086749,0.086702,0.086797,0.086652,0.086952,1
-0.118817,-0.117426,-0.115782,-0.114138,-0.112368,-0.110345,-0.108322,-0.106046,-0.10377,-0.101367,-0.098712,-0.09593,-0.093022,-0.090114,2
-0.086377,-0.085447,-0.085612,-0.085405,-0.085319,-0.085101,-0.085071,-0.084944,-0.084803,-0.084622,-0.084521,-0.084283,-0.08427,-0.083847,1
-0.066374,-0.066374,-0.066374,-0.066374,-0.066374,-0.066374,-0.066374,-0.066374,-0.066374,-0.066374,-0.066374,-0.066374,-0.066374,-0.066374,2
0.085577,0.084816,0.085064,0.084937,0.085017,0.084963,0.085003,0.084995,0.084988,0.085037,0.08496,0.085101,0.084894,0.085185,1
0.093921,0.097602,0.101476,0.10538,0.109325,0.11327,0.117215,0.12119,0.125166,0.129141,0.133117,0.130615,0.129772,0.118191,2
0.088175,0.087391,0.087647,0.087515,0.087598,0.087543,0.087615,0.08754,0.087669,0.087487,0.087794,0.087336,0.088066,0.086856,1
0.091947,0.0908,0.090656,0.09012,0.089789,0.089301,0.088901,0.088412,0.087996,0.08746,0.087092,0.086413,0.086187,0.085173,1
0.104851,0.104851,0.104851,0.104851,0.104851,0.104851,0.104851,0.104851,0.104851,0.104851,0.104851,0.104851,0.104851,0.104851,2
0.085989,0.088577,0.092903,0.096921,0.100957,0.10528,0.108964,0.113852,0.11595,0.114596,0.10625,0.089062,0.069979,0.048221,1
0.103603,0.103603,0.103603,0.103603,0.103603,0.103603,0.103603,0.103603,0.103603,0.103603,0.103603,0.103603,0.103603,0.103603,2
0.110868,0.110868,0.110868,0.110868,0.110868,0.110868,0.110868,0.110868,0.110868,0.110868,0.110868,0.110868,0.110868,0.110868,2
0.09951,0.09951,0.09951,0.09951,0.09951,0.09951,0.09951,0.09951,0.09951,0.09951,0.09951,0.09951,0.09951,0.09951,2
-0.017127,-0.017127,-0.017127,-0.017127,-0.017127,-0.017127,-0.017127,-0.017127,-0.017127,-0.017127,-0.016993,-0.016993,-0.016993,-0.016993,2
0.092019,0.0912,0.091467,0.091329,0.091448,0.091374,0.091497,0.091348,0.091571,0.091266,0.091776,0.090951,0.092611,0.084098,1
0.085366,0.084606,0.084854,0.084727,0.084807,0.084753,0.084826,0.08475,0.084884,0.084693,0.085017,0.084535,0.085304,0.084033,1
-0.114622,-0.114622,-0.114622,-0.114451,-0.114451,-0.11428,-0.114109,-0.113938,-0.113767,-0.113767,-0.113596,-0.113425,-0.113254,-0.113254,2
0.108818,0.108818,0.108818,0.108818,0.108818,0.108818,0.108818,0.108818,0.108818,0.108818,0.108818,0.108818,0.108818,0.108818,2
-0.098395,-0.098256,-0.098117,-0.097978,-0.09784,-0.09784,-0.09784,-0.09784,-0.09784,-0.09784,-0.09784,-0.09784,-0.09784,-0.09784,2
-0.106478,-0.106478,-0.106478,-0.106478,-0.106478,-0.106295,-0.106112,-0.106112,-0.105929,-0.105745,-0.105745,-0.105745,-0.105562,-0.105562,2
0.098623,0.098623,0.098623,0.098623,0.098623,0.098623,0.098623,0.098623,0.098607,0.098591,0.098575,0.098575,0.098575,0.098575,2
-0.078908,-0.078908,-0.078908,-0.078908,-0.079316,-0.079316,-0.079316,-0.079316,-0.079316,-0.079316,-0.079316,-0.079316,-0.079316,-0.079316,2
0.106265,0.106265,0.106265,0.106265,0.106265,0.106265,0.106265,0.106265,0.106265,0.106265,0.106265,0.106265,0.106265,0.106265,2
-0.07601,-0.07601,-0.07601,-0.076181,-0.076353,-0.076353,-0.076353,-0.076353,-0.076353,-0.076353,-0.076353,-0.076353,-0.076353,-0.076353,2
-0.097601,-0.097846,-0.098091,-0.098337,-0.098582,-0.098827,-0.098827,-0.099072,-0.099317,-0.099562,-0.099807,-0.100052,-0.100297,-0.100542,2
-0.038917,-0.038917,-0.039145,-0.039145,-0.039372,-0.0396,-0.039827,-0.039827,-0.040055,-0.040282,-0.04051,-0.040737,-0.040964,-0.040964,2
0.110097,0.110142,0.110203,0.110279,0.11037,0.110476,0.110598,0.110735,0.110886,0.111053,0.111236,0.111433,0.111661,0.111904,2
0.11789,0.11789,0.11789,0.11789,0.11789,0.11789,0.11789,0.11789,0.11789,0.11789,0.11789,0.1179,0.117911,0.117911,2
-0.025675,-0.011312,0.005201,0.020911,0.037119,0.052928,0.06915,0.084855,0.101282,0.116643,0.133633,0.147997,0.16729,0.165338,1
0.112139,0.112139,0.112139,0.112139,0.112139,0.112139,0.112139,0.112139,0.112139,0.112139,0.112139,0.112139,0.112139,0.112139,2
-0.09945,-0.09945,-0.099581,-0.099712,-0.099844,-0.099844,-0.099975,-0.099975,-0.100106,-0.100106,-0.100106,-0.100106,-0.100106,-0.100106,2
0.105549,0.105549,0.105549,0.105549,0.105549,0.105549,0.105549,0.105549,0.105549,0.105549,0.105549,0.105549,0.105549,0.105549,2
-0.098397,-0.098538,-0.098678,-0.098819,-0.098819,-0.098959,-0.0991,-0.09924,-0.09938,-0.099521,-0.099661,-0.099661,-0.099802,-0.099942,2
-0.048019,-0.051225,-0.054576,-0.058219,-0.062154,-0.066525,-0.071188,-0.076143,-0.081389,-0.086926,-0.092755,-0.098875,-0.105287,-0.11199,2
0.109021,0.109021,0.109021,0.109021,0.109021,0.109021,0.109021,0.109021,0.109021,0.109021,0.109021,0.109021,0.109021,0.109021,2
0.107743,0.107727,0.107711,0.107695,0.10768,0.107664,0.107648,0.107632,0.107617,0.107601,0.107585,0.10757,0.107554,0.107538,2
0.116379,0.120184,0.124188,0.128266,0.132344,0.136423,0.140532,0.144642,0.148751,0.152861,0.156971,0.154217,0.153082,0.140879,2
0.099023,0.097616,0.097245,0.096461,0.095874,0.095136,0.094473,0.093718,0.093003,0.092202,0.091472,0.090597,0.089891,0.088862,1
-0.099827,-0.099827,-0.099827,-0.099827,-0.099827,-0.099827,-0.099962,-0.100097,-0.100232,-0.100367,-0.100503,-0.100638,-0.100638,-0.100638,2
0.100229,0.100219,0.100209,0.100198,0.100188,0.100188,0.100188,0.100188,0.100188,0.100188,0.100188,0.100188,0.100188,0.100188,2
0.106092,0.106092,0.106092,0.106092,0.106092,0.106092,0.106092,0.106092,0.106092,0.106092,0.106092,0.106092,0.106092,0.106092,2
0.109271,0.109271,0.109271,0.109271,0.109271,0.109271,0.109271,0.109271,0.109271,0.109271,0.109271,0.109271,0.109286,0.109302,2
0.109293,0.109293,0.109293,0.109293,0.109293,0.109293,0.109293,0.109293,0.109293,0.109293,0.109293,0.109293,0.109293,0.109293,2
-0.099629,-0.099629,-0.099629,-0.099629,-0.099629,-0.099629,-0.099629,-0.099629,-0.099629,-0.099629,-0.099629,-0.099629,-0.099629,-0.099629,2
-0.039681,-0.039919,-0.040276,-0.040871,-0.041585,-0.042418,-0.04337,-0.044441,-0.045631,-0.04694,-0.048368,-0.049915,-0.051581,-0.053366,2
-0.009866,0.006603,0.026009,0.044715,0.063667,0.082867,0.101351,0.121271,0.137769,0.149684,0.152995,0.145157,0.134856,0.121546,1
0.099417,0.099417,0.099417,0.099417,0.099417,0.099417,0.099417,0.099417,0.099417,0.099417,0.099417,0.099417,0.099428,0.099428,2
0.108772,0.108772,0.108772,0.108772,0.108772,0.108772,0.108772,0.108772,0.108772,0.108772,0.108772,0.108772,0.108772,0.108772,2
0.107218,0.107218,0.107218,0.107218,0.107218,0.107218,0.107218,0.107218,0.107218,0.107218,0.107218,0.107218,0.107218,0.107234,2
