@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute target {1,2,3}

@data
-1.656153,0.65329,3.289562,3.117256,0.087957,-2.210494,1.629105,3.589387,4.065023,0.928523,-0.665537,-2.801733,-3.336098,-0.257712,-3.479413,-2.952961,2
-1.966933,0.705111,3.758014,2.239777,-0.73976,-1.758781,2.215539,3.913523,4.064142,0.650358,-0.848669,-2.774354,-3.189824,-0.35292,-3.023612,-2.891609,2
-2.047921,0.681846,3.40868,2.641889,-0.24682,-2.224145,1.817848,3.820398,3.971558,1.120523,-0.798582,-2.376439,-3.548414,-0.407811,-2.143737,-3.668873,2
-1.736436,0.999755,3.689681,1.973838,-0.05103,-2.269267,1.645829,3.487751,4.251514,1.133543,-0.694974,-2.152637,-3.724152,-0.247698,-2.781217,-3.524499,2
-1.99311,0.360746,3.723237,2.775096,-0.971746,-2.040843,1.970934,3.929707,3.951007,0.91481,-0.764957,-2.43737,-3.404863,-0.27678,-2.954886,-2.780981,3
-1.833839,0.734896,4.528317,4.393776,1.16405,-1.526592,-0.343832,2.585958,2.634165,1.034492,-0.841565,-2.78279,-3.037102,-0.466635,-3.369352,-2.873947,3
-1.730369,0.649778,3.689535,2.76244,-0.107052,-1.975483,1.404243,3.874805,4.189897,0.712141,-0.977274,-2.611814,-3.390251,-0.366095,-3.100275,-3.024228,3
-1.570693,0.823797,3.482351,2.748634,0.101663,-2.047635,1.47172,3.497394,3.717852,1.612937,-0.846466,-3.031067,-3.473097,-0.211572,-3.065994,-3.209826,2
-1.509243,0.081135,3.232171,3.183787,0.305818,-2.54284,1.366199,3.577673,4.235848,0.716068,-0.451073,-2.653852,-3.434515,0.039016,-3.191153,-2.955038,3
-1.768109,0.775838,3.586527,2.872444,0.054952,-2.228953,1.302637,3.70749,3.816959,1.314315,-0.815269,-2.668854,-3.298681,-0.45047,-3.111952,-3.088873,3
-1.915538,0.666188,3.708779,2.490261,-0.406671,-2.268,1.743519,3.908464,4.371403,0.840984,-1.005206,-2.839501,-3.161816,-0.276199,-2.669119,-3.187549,3
-1.65789,0.920005,2.87535,2.613163,0.182774,-1.826949,2.075305,3.411799,3.760014,1.508494,-0.437057,-2.917905,-3.554726,-0.488343,-3.316577,-3.147456,2
-1.621531,0.631963,3.314969,3.0646,0.949831,-1.956775,0.807813,4.037977,3.696906,1.492606,-1.294113,-2.817469,-3.090095,-1.213587,-3.077137,-2.925958,1
-1.509659,0.170103,3.152529,2.733898,0.156614,-1.928176,2.225897,3.694872,3.834062,1.59653,-1.290595,-2.58968,-2.919921,-1.234499,-2.947533,-3.144443,1
-1.414485,1.336452,2.718418,1.468031,-0.439823,-0.408776,3.725318,2.634947,4.431898,1.298878,-1.240814,-3.251019,-3.174543,-1.162683,-3.158787,-3.363012,1
-1.594481,0.788338,3.313931,2.686776,-0.462287,-1.72314,2.106468,3.508423,3.887338,1.291767,-0.951442,-3.220374,-2.888938,-0.626798,-2.971104,-3.144475,2
-1.628645,1.142992,3.631956,2.072826,-1.105685,-0.732667,3.386865,3.161786,3.3975,1.483018,-0.928446,-2.833463,-3.656455,-0.664005,-3.216094,-3.511482,2
-1.628518,0.905714,3.600395,2.765746,0.055645,-2.230078,0.568997,3.819726,3.809266,1.532054,-0.590995,-2.677223,-3.429722,-0.080251,-2.933619,-3.487135,2
-1.796373,0.718362,3.52461,2.513952,-0.781755,-1.793547,1.743536,3.696872,3.996476,1.527385,-1.129775,-3.323794,-2.704221,0.004423,-2.745532,-3.45062,2
-1.500511,0.900712,3.525695,2.488788,-0.308918,-1.993167,1.482384,3.469753,3.962346,1.215242,-0.381332,-3.025867,-3.323622,0.240128,-3.314303,-3.43733,2
-1.420872,1.234457,3.641582,2.661833,0.255255,-1.887891,1.708205,3.636586,3.812498,0.907235,-1.007264,-2.889929,-3.468169,-0.987435,-3.125398,-3.070694,2
-1.607016,0.468724,3.332895,3.00943,0.101059,-1.87114,1.205757,3.820867,3.70107,1.607641,-0.368265,-2.118675,-4.494171,-0.735932,-2.075071,-3.977173,2
-1.955345,0.553163,3.798599,3.129725,-0.418293,-2.169925,1.873545,3.422521,3.698491,0.970148,-1.303177,-3.406396,-2.474172,-0.005147,-2.528631,-3.185105,3
-1.606999,-0.170685,3.100563,3.070018,0.841001,-2.325311,1.275547,3.339468,4.067532,1.266772,-0.313976,-2.730871,-3.720589,0.319464,-3.000302,-3.411632,3
-1.731996,0.90333,3.194345,2.077628,-0.901653,-1.435734,3.089132,3.388435,4.320807,0.836751,-0.631826,-3.332786,-3.332531,-0.918099,-3.146097,-2.379707,2
-1.684796,0.791308,3.7256,2.431283,-0.427507,-1.86385,1.774814,3.971813,4.142587,0.74654,-1.11946,-2.923411,-3.05517,-0.613731,-2.917805,-2.978216,2
-1.410596,0.871817,3.401333,2.209006,-0.823729,-2.313196,1.795062,4.01807,3.501574,1.146185,-0.286446,-3.122425,-3.109334,0.406219,-3.359366,-2.924173,2
-1.853264,1.247595,3.553183,2.616034,-0.615416,-2.184371,2.018173,3.984533,2.962852,1.229765,-0.471606,-3.135961,-2.879135,-0.367167,-2.876571,-3.228645,2
-1.696792,0.758077,3.555535,3.094035,0.242583,-2.053528,1.339734,3.779685,3.748751,1.137408,-0.876999,-2.372577,-3.685679,-0.661005,-3.3035,-3.005729,2
-1.736809,0.552349,3.582881,2.695982,-0.906365,-1.290712,2.324844,3.459086,4.125106,0.626057,-0.696546,-2.82009,-3.494168,-0.325204,-3.092152,-3.004261,2
-1.829862,0.678169,3.473512,2.060396,-0.361763,-1.840854,2.450128,3.346668,4.183255,1.259773,-0.728559,-2.796229,-3.356248,-0.429678,-2.882912,-3.225797,2
-1.687776,0.622457,3.252867,1.875278,-1.671386,-0.931664,3.127295,3.428335,4.161143,0.815634,-0.718172,-3.472448,-2.688723,0.241171,-2.85093,-3.503081,2
-1.865057,0.838996,3.577759,2.774037,-0.438732,-2.574388,1.392418,3.668232,4.197235,1.219955,-0.835167,-2.909773,-3.007818,-0.259791,-3.003995,-2.773912,2
-1.792844,0.659709,3.470469,2.929152,0.166313,-2.040171,1.570817,3.690337,3.916743,1.043483,-0.715844,-2.568755,-3.556422,-0.40449,-3.311877,-3.05662,2
-1.791533,0.665984,3.847151,2.409261,-1.016591,-1.80256,2.079063,3.607328,4.352457,1.037825,-1.018949,-3.021363,-3.044949,-0.524332,-2.929359,-2.849434,1
-1.468742,1.277399,3.139697,1.574414,-0.771818,-0.871094,3.161692,3.243855,4.097786,1.644807,-1.238297,-2.705343,-3.171093,-1.691567,-3.275112,-2.946585,1
-1.620693,0.96769,3.306899,2.516587,-0.499325,-1.79114,1.358722,4.367523,3.245147,2.1497,-0.861146,-3.31089,-3.040239,-0.542529,-3.174222,-3.072083,2
-1.829805,0.535725,3.39679,2.893129,0.127798,-2.078945,2.11186,3.584353,3.52246,1.145919,-0.914082,-3.111784,-3.16825,-0.19527,-2.729252,-3.290648,2
-1.892424,0.621763,3.782805,2.936175,-0.233552,-2.344755,1.563332,3.842871,4.061513,0.731654,-0.870264,-2.826995,-3.093012,-0.329336,-2.994742,-2.955033,2
-1.685025,0.772568,3.359706,3.091777,0.394622,-2.221636,1.477016,3.704643,4.216751,0.839174,-1.371525,-2.862229,-3.070638,-0.712453,-3.426975,-2.505777,2
-1.341665,-0.587724,3.197137,3.544201,1.247101,-1.920394,-0.034711,3.578723,3.712897,1.980422,-0.5296,-2.095837,-3.833225,-0.838776,-2.771625,-3.306923,2
-1.277058,1.099333,3.251699,2.949853,0.272297,-1.779729,1.831409,3.198268,3.894112,1.307948,-0.651383,-2.796293,-3.731818,-0.898529,-3.505198,-3.16491,2
-1.638693,1.089703,3.246211,3.096588,0.90648,-2.134585,0.852512,3.556544,3.779436,1.504581,-1.076003,-3.067912,-3.065132,-0.700583,-2.88743,-3.461715,2
-1.645344,0.429468,3.32234,2.3844,-1.349085,-0.996964,2.964695,3.327607,3.924306,0.959326,-0.484128,-2.975094,-3.596463,0.016742,-2.929638,-3.352167,3
-1.631598,0.783402,3.374232,2.559175,-0.446479,-1.435652,2.124655,4.000467,3.368871,1.578931,-0.890782,-2.362805,-3.697607,-1.277132,-3.02687,-3.020807,1
-1.859952,0.638632,3.658833,2.955468,-0.304703,-1.941635,1.868679,3.750536,4.099636,0.396379,-0.695431,-2.407603,-3.541139,-0.804001,-2.512928,-3.300772,2
-1.422426,0.833467,2.834367,2.357125,0.163978,-1.196259,2.624125,3.514353,3.954367,1.697532,-1.452396,-2.899672,-3.292215,-1.76029,-3.105605,-2.850451,1
-1.413573,0.805405,2.383696,1.159362,-1.794422,-0.177741,4.327354,2.606301,4.468075,1.312849,-0.678769,-2.897155,-3.452414,-0.248501,-3.446034,-2.954433,2
-1.65746,0.901825,3.662983,2.769296,-0.14947,-2.245575,1.818431,3.349432,3.744589,1.120128,-0.592591,-3.016024,-3.22718,-0.139034,-2.874468,-3.464882,3
-1.552876,0.878358,3.278477,2.851493,-0.077749,-2.271015,1.658447,3.529791,3.863335,0.869879,-0.370614,-2.465456,-3.808553,-0.000059,-3.075275,-3.308185,3
-1.475892,1.544838,3.399958,3.005971,1.222184,-1.617632,0.775718,3.727918,3.774424,1.213298,-1.605854,-3.056101,-3.090957,-1.772824,-3.239993,-2.805055,1
-1.624602,1.023143,3.50734,2.638726,-0.785157,-2.065429,1.550612,3.63124,4.441089,1.023339,-0.870454,-3.163456,-3.051329,0.049582,-3.19204,-3.112604,2
-1.604728,0.410274,3.368684,2.771814,0.128612,-1.745308,0.554705,3.96585,3.848038,1.851781,-0.580714,-2.619765,-3.482865,-0.293495,-2.964463,-3.60842,2
-1.707948,0.724245,3.607277,2.670264,0.027026,-2.067692,1.668401,3.727542,3.942614,1.19275,-0.844947,-3.000084,-3.12678,-0.584161,-3.07506,-3.153446,2
-1.872316,0.77689,3.598239,2.897376,0.065498,-2.517318,1.069674,3.666405,3.786329,1.289633,-0.814678,-2.409275,-3.485901,-0.27667,-2.280355,-3.493531,3
-1.484332,0.642174,3.089555,2.842949,0.155182,-1.929097,1.823655,3.874113,4.051908,0.976005,-0.997981,-2.843832,-3.201721,-0.899751,-3.186789,-2.912036,2
-1.372813,0.863271,3.553567,2.58386,0.236384,-2.032508,1.333951,3.855511,3.555374,1.842971,-0.287985,-2.372616,-3.84164,-1.188156,-3.844939,-2.884232,2
-1.729757,0.611049,3.533265,2.757897,0.485052,-2.118731,1.220189,4.167494,3.80054,1.087782,-0.877296,-2.293969,-3.850645,-0.613407,-2.515773,-3.663692,2
-2.262498,0.586769,3.30753,2.058426,-1.254439,-1.234244,3.016651,3.713014,4.118166,0.793669,-1.402516,-1.898287,-3.660153,-0.463546,-1.663951,-3.754591,3
-1.957482,1.23933,3.404909,1.616001,0.027422,-0.969854,2.855279,3.571933,3.997503,1.25034,-1.807067,-2.679098,-2.90677,-2.020781,-2.902945,-2.718721,1
-1.597683,0.150605,3.120036,2.027471,0.712863,-1.247159,3.346442,3.13368,3.726306,1.727984,-1.396103,-3.469231,-2.77381,-1.392702,-3.060031,-3.008668,1
-1.31646,1.000132,3.153012,2.862938,0.482213,-2.086376,1.869626,3.13438,3.750325,1.139278,-0.646023,-3.539694,-3.274003,-0.238862,-3.099019,-3.191466,3
-1.934394,0.659333,3.555698,2.42463,-1.152276,-0.900786,2.765951,3.646521,4.16132,0.952081,-1.600406,-2.947105,-2.722816,-1.2036,-2.6847,-3.01945,1
-1.580584,0.896161,2.873318,1.197208,-1.706769,0.456015,3.66351,2.813939,4.832888,1.067488,-1.140442,-3.223661,-2.974249,-1.483839,-3.125603,-2.56538,1
-1.785897,0.671429,3.60674,3.906746,1.510376,-1.863259,0.797963,2.869724,3.674463,1.336245,-1.361223,-2.862619,-2.863778,-1.469977,-3.130057,-3.036876,1
-1.66407,0.712207,3.742173,2.845581,0.033112,-1.99173,1.759643,3.709819,3.966781,0.584785,-0.995835,-2.752604,-3.113981,-0.924647,-3.092459,-2.818776,2
-1.804357,0.548925,3.50444,2.263432,0.193408,-1.888377,1.898621,4.104336,3.726134,1.436862,-1.229249,-3.159544,-2.879288,-0.908442,-2.828069,-2.978831,2
-1.88682,0.889506,2.433913,0.799223,-2.248156,1.121759,4.553874,2.340927,4.71078,0.910741,-1.320619,-3.547316,-2.91891,0.352872,-2.541017,-3.650757,2
-1.859771,1.009549,3.603384,3.021328,0.003194,-2.092517,1.826621,3.681042,3.704389,1.144822,-1.125085,-2.912931,-2.855694,-0.891862,-3.102588,-3.153881,2
-1.707006,0.521885,3.203,2.776824,-0.483965,-2.062069,2.21007,2.981362,4.526184,1.070289,-0.639663,-3.092745,-2.990702,-0.093698,-3.283062,-2.936704,3
-1.641331,0.814475,3.363654,3.217268,0.075998,-1.849093,2.321009,3.38337,3.798199,1.097626,-1.375253,-2.950664,-3.340675,-1.074258,-2.414042,-3.426283,2
-1.485465,0.959079,3.323369,3.020745,0.299268,-2.110302,1.568409,3.658468,3.562286,1.436677,-0.384331,-2.297832,-4.253819,-1.23174,-2.603306,-3.461505,2
-1.732166,0.656754,3.478774,2.587156,-0.444356,-1.771526,1.77992,3.849209,4.00012,1.292035,-0.95341,-2.574817,-3.246891,-0.764381,-3.123883,-3.032538,2
-1.744967,0.860694,2.360228,2.909714,-0.169965,-1.933296,1.883732,3.686284,4.337508,1.042435,-1.023782,-3.330345,-2.882288,0.124395,-2.621826,-3.498523,2
-1.705088,0.660678,3.767579,2.352299,-0.610079,-2.17073,1.521564,3.773994,4.032981,1.290043,-0.974839,-2.698362,-3.166798,-0.109554,-2.785797,-3.177889,2
-1.530027,-0.076531,3.183324,2.745749,0.620817,-2.225389,1.774734,3.570723,3.645437,1.797864,-0.729876,-3.076764,-2.999981,-0.323751,-3.461516,-2.914812,2
-1.644478,0.824342,3.460191,2.927265,-0.088713,-1.725472,1.929039,3.405431,3.883691,1.321364,-1.285847,-3.140009,-2.690141,-1.03423,-3.15623,-2.986201,2
-1.718346,1.036185,3.563493,2.374322,-0.597432,-1.99628,2.105399,3.607166,4.251536,0.880444,-0.861402,-3.064985,-3.060636,-0.575595,-3.101366,-2.842503,2
-1.326262,0.904159,3.541762,2.170552,-0.315398,-1.120431,2.713288,3.107184,3.067413,1.788716,-0.601082,-3.129491,-3.556574,-0.46676,-3.294461,-3.482615,2
-1.749289,1.008157,3.470212,2.183281,-0.553654,-0.56785,3.329525,3.292913,3.912277,0.817502,-1.418789,-3.161688,-2.837867,-1.600075,-3.618401,-2.506253,1
-1.754214,0.805042,3.019123,2.695554,0.167553,-2.04944,2.004257,3.373298,3.970447,1.202137,-0.648127,-2.815251,-3.558901,-0.370547,-2.988709,-3.052221,2
-1.765589,0.618636,3.259196,2.750569,-0.279672,-2.324448,0.935885,4.070675,4.243241,1.019697,-0.620653,-2.95687,-2.924987,0.152118,-3.215486,-2.962312,2
-1.419668,0.988054,2.997861,2.05866,0.102833,-1.302541,2.689715,2.874076,4.369448,1.197569,-0.612556,-3.398878,-3.462663,-0.119293,-3.808543,-3.154075,2
-1.683145,0.619014,3.611617,2.397529,-0.299138,-1.923324,1.798877,4.115211,3.851472,1.349705,-1.065598,-3.027493,-2.602611,-0.852717,-3.265379,-3.02402,2
-1.757939,0.54693,3.141274,2.272811,-0.416417,-1.128492,2.947357,3.411739,3.844936,1.695379,-1.305638,-3.177091,-2.950427,-0.910805,-3.109958,-3.103659,1
-1.666294,1.082123,3.468167,2.276022,0.011731,-1.815293,1.914917,3.584378,4.171813,1.314022,-1.221635,-3.100308,-2.99337,-1.015279,-2.80813,-3.202864,1
-1.884428,0.904593,3.795797,2.703062,-0.078139,-2.283881,1.419225,3.705561,4.368054,0.91934,-1.179669,-2.926844,-2.833082,-0.742941,-2.949297,-2.937351,3
-1.097142,-0.263154,3.320165,3.368857,0.593062,-1.941288,0.446097,3.302074,3.658422,1.939756,-0.581922,-2.962575,-3.299971,-0.093911,-2.827979,-3.560489,2
-1.376143,0.664509,3.260564,2.34502,-0.65371,-0.593322,0.701005,4.361173,3.481433,2.075011,-0.948746,-3.137778,-3.154701,-0.52632,-3.018321,-3.479677,1
-1.190104,-0.325501,2.595225,3.246375,0.666353,-2.282859,1.245425,3.886443,3.761413,1.823476,-0.674394,-3.795011,-2.234458,-0.685325,-4.255294,-1.781763,2
-1.544359,0.79682,3.994792,3.322031,-0.024773,-2.084599,1.111046,3.446234,3.598477,1.488232,-0.705028,-2.736692,-3.443349,-1.356274,-3.184219,-2.678339,2
-1.745088,0.681084,3.91423,2.035706,-2.289962,-0.876487,2.939859,3.877176,3.18387,1.185217,-0.664151,-2.346767,-3.474834,-0.51457,-2.814027,-3.091256,3
-1.901089,0.858478,3.515237,2.386755,-1.622277,-0.667432,3.267627,3.511963,3.797588,0.742284,-1.375934,-3.096406,-2.560782,-0.728963,-3.122825,-3.004223,1
-1.497139,0.896896,3.376068,2.763531,0.636492,-1.590805,1.999545,3.555496,3.615549,1.147372,-1.154859,-3.176355,-3.16118,-0.985271,-2.995153,-3.430186,2
-1.52138,0.551856,3.379472,2.636416,0.399542,-2.165959,1.336801,3.927736,3.979969,1.017414,-0.730996,-3.014946,-3.095206,-0.221861,-3.47473,-3.004128,2
-1.478085,0.692975,3.367863,2.345954,-0.397966,-1.254982,2.660687,3.277758,3.796415,1.305124,-1.108117,-3.640029,-3.103603,-0.036368,-3.050608,-3.377017,2
-1.514504,0.993599,3.204772,1.401744,-0.478246,-1.672316,2.527915,3.522794,3.771395,1.583596,-0.473921,-3.479849,-2.675504,-0.443065,-4.039653,-2.228757,2
-1.925654,0.038191,3.638412,3.133002,-0.491378,-2.229169,1.49933,3.977421,4.273478,0.900131,-0.765238,-2.699708,-3.092209,-0.237527,-3.004085,-3.014995,3
-1.741098,0.524092,3.613156,2.75886,-0.178678,-2.430028,1.573289,3.782229,3.975836,0.865249,-0.659142,-3.060359,-3.095521,0.156117,-3.108916,-2.975086,2
-1.642225,1.234099,3.901543,2.877102,1.274343,-2.106119,0.861919,3.371811,2.827429,2.007003,-0.996176,-3.285772,-3.190143,-1.067085,-2.982184,-3.085546,2
-1.695343,0.560297,3.449996,2.834565,0.095815,-2.026344,1.675867,3.71039,3.632633,1.257537,-0.801802,-2.89845,-3.046876,-0.658246,-3.236143,-2.853894,1
-1.555938,-0.061967,3.047472,3.328204,0.475396,-2.237948,1.607742,4.126407,3.102123,1.699164,-1.098275,-2.877265,-2.835938,-0.829463,-2.423435,-3.466277,2
-1.629839,1.298506,3.549584,2.010245,-0.980381,-1.389087,2.776853,3.076176,3.9631,1.444453,-1.17995,-2.964604,-3.009779,-0.934564,-3.018831,-3.011884,1
-1.512027,1.175738,3.243904,1.136446,-1.413096,-0.147842,3.640479,3.142513,4.427386,1.052363,-1.435588,-3.078732,-3.017448,-1.539502,-2.97192,-2.702675,1
-1.690522,0.275985,3.582897,2.935931,-0.759968,-2.094036,1.621506,3.708294,4.165255,0.99837,-0.71197,-2.755804,-3.166816,-0.169397,-3.090399,-2.849326,3
-1.619099,0.947697,3.121442,2.530731,0.280487,-1.352549,2.611498,3.328935,4.103868,1.04095,-1.577711,-2.90797,-3.185247,-1.212697,-2.825454,-3.284882,1
-1.725183,0.729185,2.959518,2.686666,-1.064305,-0.768663,3.253292,2.866405,4.84937,1.271677,-1.336544,-3.16986,-3.045863,-1.488636,-2.975534,-3.041525,1
-1.794953,0.175095,3.706622,2.639208,-0.633108,-1.910809,1.817442,3.89704,4.233867,0.922596,-0.825569,-2.783519,-3.116232,-0.406182,-3.202187,-2.719309,2
-1.787444,0.513758,3.493286,2.704027,-0.637171,-1.876291,1.882197,3.761488,4.254805,0.944174,-0.755631,-2.890327,-3.12618,-0.28973,-3.138351,-3.05261,2
-1.847339,0.876261,3.769888,1.302716,-1.860457,-0.994515,2.921827,3.735479,3.631816,1.552359,-1.15042,-3.586692,-2.447624,0.103829,-2.595035,-3.412093,2
-1.408006,0.939848,3.553756,2.077811,-0.961617,-2.152924,1.477496,3.856092,3.549358,2.017543,-0.421387,-2.891533,-3.134233,0.031607,-3.547226,-2.986586,3
-1.99034,0.612477,3.261734,3.109077,0.309632,-2.450645,1.112146,4.086839,4.323618,1.004284,-1.015914,-2.568707,-3.358263,-0.523638,-2.838012,-3.074289,3
-1.370409,0.904902,3.351593,2.79094,0.27098,-1.745738,1.699879,3.847284,3.685963,0.722208,-1.095693,-3.521995,-2.823581,-0.183523,-3.404198,-3.128611,3
-1.611707,1.338452,2.656004,1.653742,-1.061763,-0.892719,3.553478,2.394578,4.446185,1.299255,-0.478715,-3.324086,-3.418623,0.246586,-3.339598,-3.46107,2
-1.327705,0.973839,3.292758,2.206149,0.25834,-1.059493,1.877355,3.671626,3.637498,1.87935,-1.373014,-3.16803,-3.118973,-1.601121,-3.077863,-3.070718,1
-1.683126,0.976835,3.473758,2.404093,-0.967426,-1.459681,2.513956,3.530049,3.820883,1.064012,-0.781697,-2.647208,-2.928261,-1.143087,-2.821203,-3.351898,2
-1.395756,0.967046,3.381213,2.103557,-0.354055,-1.240156,2.47125,3.490164,4.187243,0.985629,-1.290055,-2.84537,-2.864679,-1.339542,-2.922347,-3.334141,1
-1.668779,0.811172,3.822971,2.365139,-0.304853,-1.663429,1.753588,3.199063,4.41948,1.17442,-0.95066,-3.458215,-2.962918,-0.506059,-3.28852,-2.7424,2
-1.526357,0.893525,3.306917,2.907202,0.584651,-1.798665,1.521407,3.529549,4.067687,1.038175,-0.921729,-3.003655,-3.46109,-0.593005,-3.237239,-3.307372,2
-1.330353,-0.152615,2.315275,3.895007,2.020941,-1.595859,0.445467,3.064125,3.403209,1.961504,-1.001172,-3.323064,-3.112682,-0.115348,-2.896259,-3.578176,2
-1.307322,0.923306,3.252533,3.004656,0.732331,-2.167291,0.82065,3.696667,3.516024,1.781042,-1.020028,-2.4767,-3.512969,-0.755308,-3.363649,-3.123943,2
-1.780757,0.638064,3.550595,2.783254,-0.676388,-1.994266,1.711262,3.667681,4.343772,0.907977,-0.847971,-2.580721,-3.353315,-0.425129,-2.891484,-3.052573,3
-1.683899,0.849497,3.543259,2.287479,-0.898561,-1.315474,2.849454,3.480627,4.253718,0.708041,-1.238893,-3.077912,-3.041523,-0.369647,-2.941809,-3.404358,2
-1.76892,0.706489,3.779614,2.515852,-1.089432,-1.963225,2.169022,3.339071,4.073063,0.892787,-0.75572,-3.498084,-2.743182,0.347801,-2.43185,-3.573286,2
-1.73068,0.372801,2.577553,4.005211,1.204485,-2.423894,0.216988,3.682504,3.61649,1.733168,-0.713515,-2.416804,-3.435509,-0.513851,-2.866697,-3.308251,2
-1.667494,0.8688,3.539163,2.589589,-0.357478,-1.897037,1.686471,3.332122,3.514306,1.784836,-0.437728,-2.862498,-3.235099,-0.463363,-2.627127,-3.767463,2
-1.652605,1.171756,3.364111,2.354097,-0.428092,-1.659284,2.53817,3.480798,3.773417,1.356139,-1.120888,-3.084593,-3.211659,-0.732195,-3.032246,-3.116927,1
-1.740687,0.510829,3.68187,2.359426,-0.793973,-2.120549,1.874853,3.867616,4.495123,0.824283,-0.878858,-2.671921,-3.060963,-0.51871,-3.016295,-2.812044,2
-1.302755,1.067473,3.416394,2.046567,-0.686833,-1.385932,2.180023,3.030334,4.034319,1.211466,-1.110199,-4.256803,-2.187724,0.23213,-4.092239,-2.196219,2
-1.850207,0.375392,3.691975,2.713466,-0.59913,-2.364367,1.53929,3.974938,4.235996,0.920527,-0.685275,-2.862691,-2.716297,-0.255687,-3.361833,-2.756097,3
-1.684305,0.840037,3.845028,2.444329,-0.990742,-1.740636,2.255757,3.269218,3.457365,1.346818,-0.560978,-2.255354,-3.884097,0.052215,-2.71906,-3.675595,3
-1.79766,0.789668,3.440197,2.674287,0.004701,-1.637691,1.987468,3.766148,3.936444,1.191384,-1.622972,-2.850688,-2.789934,-1.250293,-3.116045,-2.725014,1
-1.808202,0.483476,3.565884,2.887881,0.765379,-2.33434,0.975018,3.76815,3.954141,1.208325,-0.892852,-2.959974,-3.063289,-0.335223,-3.072435,-3.141939,3
-1.931917,0.570765,3.708946,2.248089,-1.543471,-1.313091,2.97923,3.808337,4.141398,0.595999,-1.100598,-2.545656,-3.024873,-0.583976,-2.874326,-3.134856,1
