@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute target {1,2,3,4,5,6}

@data
-0.426011,-0.402579,-0.155311,0.191707,0.58923,0.933281,1.281308,1.639356,1.794138,1.713598,1.780992,1.874508,1.706763,1.394644,1.060726,0.753184,0.424005,0.06133,-0.285365,-0.492258,-0.458235,-0.291338,-0.05862,0.264032,0.601482,0.970226,1.328783,1.56448,1.567356,1.577869,1.656995,1.650483,1.569563,1.645838,1.554812,1.291599,0.846569,0.530676,0.092142,-0.052076,-0.698064,-1.473397,-1.292615,-1.396011,-1.323838,-1.378946,-1.334688,-1.371379,-1.340309,-1.367006,-1.343834,-1.364082,-1.346317,-1.36193,-1.348214,-1.360232,-1.349756,-1.358816,-1.351071,-1.35758,-1.352244,-1.356458,-1.353329,-1.3554,-1.354369,6
-0.619001,-0.49227,-0.176344,0.219506,0.561982,0.900546,1.241282,1.516376,1.777999,1.818765,1.821209,1.874277,1.668558,1.287041,0.942617,0.65631,0.258596,-0.112601,-0.508675,-0.68385,-0.587741,-0.345829,-0.060515,0.296616,0.644093,1.041607,1.372172,1.741619,1.758889,1.716094,1.778821,1.709052,1.713895,1.801847,1.52384,1.201968,0.793141,0.426349,-0.004788,-0.257353,-0.826741,-1.389685,-1.262068,-1.334269,-1.284196,-1.322245,-1.291811,-1.316952,-1.295731,-1.313911,-1.298176,-1.31189,-1.299886,-1.310412,-1.301184,-1.309255,-1.302231,-1.308297,-1.303118,-1.307465,-1.303905,-1.306714,-1.304629,-1.306009,-1.305322,6
-0.520791,-0.427675,-0.215317,0.006156,0.400922,0.768235,1.187902,1.562301,1.785324,1.71311,1.690823,1.804078,1.73993,1.411286,0.994843,0.624765,0.245062,-0.132617,-0.435099,-0.512045,-0.415161,-0.175816,0.146071,0.513902,0.869912,1.259601,1.575633,1.709018,1.588255,1.682069,1.65403,1.662504,1.60272,1.721941,1.542539,1.180275,0.79389,0.460071,0.015253,-0.166693,-0.758642,-1.442482,-1.280741,-1.374487,-1.308324,-1.359302,-1.318055,-1.352461,-1.323174,-1.34845,-1.32643,-1.345732,-1.328752,-1.34371,-1.330544,-1.342099,-1.332011,-1.340746,-1.333272,-1.339559,-1.3344,-1.338476,-1.335448,-1.337453,-1.336455,6
-0.585779,-0.485121,-0.245576,0.126281,0.521824,0.94625,1.274821,1.536108,1.750761,1.733254,1.752603,1.815236,1.715638,1.360832,0.983699,0.643432,0.292726,-0.078664,-0.394569,-0.542936,-0.447439,-0.23327,0.078555,0.459918,0.836927,1.219779,1.557539,1.739182,1.668042,1.648287,1.686261,1.693921,1.657954,1.685356,1.458509,1.124693,0.718995,0.390027,-0.047997,-0.245954,-0.8309,-1.414096,-1.285105,-1.356389,-1.307982,-1.344084,-1.315683,-1.3388,-1.319543,-1.335847,-1.321883,-1.33394,-1.323475,-1.332583,-1.324651,-1.331548,-1.325576,-1.33071,-1.326344,-1.329997,-1.327013,-1.329362,-1.327622,-1.328772,-1.3282,6
-0.468363,-0.38605,-0.17391,0.215013,0.606506,1.027534,1.337471,1.608095,1.650064,1.700376,1.750328,1.702422,1.421536,1.091323,0.743921,0.370775,-0.013089,-0.356403,-0.498631,-0.39292,-0.216425,0.058569,0.322797,0.677109,1.019326,1.374908,1.667748,1.68197,1.551316,1.65301,1.625035,1.612015,1.592636,1.772563,1.564789,1.225669,0.806487,0.485387,0.056818,-0.116336,-0.738972,-1.467534,-1.297119,-1.394837,-1.326531,-1.378714,-1.336809,-1.371532,-1.34215,-1.367374,-1.345502,-1.364595,-1.347861,-1.362553,-1.349659,-1.360946,-1.351115,-1.359611,-1.352353,-1.358449,-1.353454,-1.357397,-1.35447,-1.356407,-1.355443,6
-0.468651,-0.446658,-0.208821,0.186624,0.587054,0.971328,1.260334,1.601496,1.685061,1.652479,1.825827,1.844778,1.657048,1.397739,1.066807,0.7238,0.342881,-0.019827,-0.305013,-0.404437,-0.305298,-0.128987,0.134994,0.476621,0.840619,1.210407,1.509579,1.678845,1.61716,1.551013,1.61594,1.586736,1.572708,1.655302,1.411315,1.12858,0.71316,0.412799,0.000494,-0.138366,-0.746242,-1.471276,-1.304454,-1.39907,-1.333404,-1.383337,-1.343358,-1.376424,-1.348474,-1.372456,-1.351665,-1.369815,-1.353903,-1.367879,-1.355608,-1.366355,-1.356989,-1.365087,-1.358167,-1.363981,-1.359215,-1.362978,-1.360184,-1.362034,-1.361113,6
-0.617478,-0.476575,-0.14463,0.236004,0.599349,0.98446,1.382647,1.720958,1.815275,1.721867,1.849416,1.866152,1.622219,1.312785,0.985571,0.586227,0.181579,-0.235134,-0.571508,-0.659683,-0.512877,-0.216374,0.102046,0.462862,0.824308,1.186206,1.545111,1.667097,1.455086,1.617965,1.674224,1.654969,1.592577,1.689593,1.518158,1.177756,0.778912,0.426428,0.009273,-0.253729,-0.841056,-1.403552,-1.275476,-1.348254,-1.297618,-1.336184,-1.305284,-1.330842,-1.309249,-1.327761,-1.311729,-1.325708,-1.313468,-1.324205,-1.314789,-1.323026,-1.315855,-1.322049,-1.316761,-1.321201,-1.317564,-1.320434,-1.318304,-1.319713,-1.319012,6
-0.540334,-0.472214,-0.183781,0.173614,0.564354,0.992248,1.367837,1.63641,1.651748,1.648032,1.857882,1.845878,1.634213,1.336118,0.959385,0.602858,0.216993,-0.157693,-0.466782,-0.53881,-0.383341,-0.123456,0.175427,0.554853,0.897527,1.285291,1.613321,1.761671,1.553269,1.516419,1.590291,1.605349,1.521589,1.65018,1.541647,1.171647,0.763144,0.425344,0.002116,-0.183201,-0.768593,-1.448469,-1.286645,-1.380804,-1.314177,-1.365606,-1.323938,-1.358732,-1.329092,-1.354687,-1.332379,-1.351941,-1.334727,-1.349895,-1.336541,-1.348263,-1.338028,-1.346891,-1.339306,-1.345687,-1.340451,-1.344588,-1.341515,-1.34355,-1.342537,6
-0.478182,-0.459964,-0.212754,0.092251,0.442742,0.819077,1.17637,1.570482,1.89265,2.210796,2.35081,2.213342,2.314143,2.336917,2.016745,1.687222,1.344351,0.970228,0.564725,0.207989,-0.08352,-0.339246,-0.449828,-0.371996,-0.244523,-0.008682,0.269147,0.622651,0.966945,1.150887,1.071192,1.059151,1.054412,1.004555,1.037322,1.118456,0.767735,0.46323,0.022979,-0.111136,-0.710425,-1.408923,-1.248658,-1.339273,-1.276597,-1.32409,-1.286196,-1.317434,-1.291112,-1.313631,-1.294161,-1.311116,-1.296286,-1.309284,-1.297893,-1.307852,-1.299186,-1.306669,-1.300282,-1.305643,-1.301252,-1.304717,-1.302145,-1.303847,-1.303,6
-0.597885,-0.568428,-0.291878,0.109841,0.515563,0.903783,1.206136,1.608456,1.790758,1.78065,1.79064,1.905084,1.704665,1.414424,1.083772,0.743777,0.357817,-0.003261,-0.385079,-0.590599,-0.531978,-0.289057,-0.004618,0.342611,0.679311,1.062425,1.391227,1.689222,1.630497,1.5882,1.673366,1.783322,1.735825,1.709033,1.535123,1.137354,0.755265,0.388806,-0.034093,-0.245921,-0.815548,-1.407208,-1.268652,-1.348922,-1.292181,-1.335989,-1.300469,-1.330157,-1.304841,-1.326725,-1.307633,-1.32439,-1.309632,-1.322645,-1.311181,-1.32125,-1.312454,-1.320075,-1.31355,-1.319041,-1.314535,-1.318096,-1.31545,-1.317202,-1.316329,6
-0.428074,-0.391465,-0.142836,0.165607,0.578998,0.923542,1.226169,1.524351,1.680167,1.644281,1.698793,1.772551,1.598181,1.29152,0.916048,0.559299,0.164538,-0.168122,-0.414472,-0.479218,-0.362555,-0.10774,0.199205,0.549518,0.906776,1.268796,1.636988,1.806427,1.559112,1.588065,1.602373,1.608561,1.528448,1.719104,1.593496,1.269924,0.831145,0.512002,0.056957,-0.084916,-0.724664,-1.473718,-1.297658,-1.398862,-1.328013,-1.382195,-1.33865,-1.374756,-1.344187,-1.370443,-1.347666,-1.367557,-1.350117,-1.365434,-1.351987,-1.363762,-1.353502,-1.362371,-1.354794,-1.361159,-1.355942,-1.36006,-1.357003,-1.359027,-1.358019,6
-0.7884,-0.698266,-0.318234,0.079802,0.486644,0.862546,1.195509,1.545138,1.612253,1.703787,1.726326,1.575047,1.234667,0.839864,0.350935,-0.125756,-0.553428,-0.80537,-0.802874,-0.590444,-0.201873,0.162393,0.500191,0.872089,1.330255,1.745511,1.916275,1.748561,1.744844,1.618016,1.682418,1.61048,1.702072,1.805073,1.718996,1.241919,0.794964,0.313024,-0.082481,-0.536647,-0.635498,-0.519578,-0.846247,-1.114033,-1.365482,-1.548145,-1.763866,-1.863682,-1.637224,-1.416904,-1.23108,-0.947429,-0.711022,-0.708591,-0.845234,-1.072918,-1.344526,-1.517996,-1.717904,-1.703695,-1.597091,-1.400251,-1.183305,-0.920142,-0.603981,3
-0.562817,-0.443978,-0.184027,0.22317,0.597608,1.015794,1.358609,1.710544,1.780356,1.748783,1.926254,1.905723,1.614966,1.280546,0.926125,0.581719,0.18253,-0.202992,-0.505133,-0.604253,-0.489645,-0.271753,0.036333,0.401278,0.744374,1.136403,1.404461,1.696208,1.60666,1.62106,1.700057,1.755992,1.732961,1.735847,1.485819,1.099995,0.685988,0.358619,-0.09981,-0.293069,-0.801686,-1.407745,-1.264159,-1.347347,-1.288677,-1.333849,-1.297324,-1.327774,-1.30187,-1.324214,-1.304758,-1.321805,-1.306815,-1.320014,-1.3084,-1.31859,-1.309696,-1.317395,-1.310809,-1.316348,-1.311804,-1.315394,-1.312727,-1.314493,-1.313614,6
-0.576155,-0.480826,-0.181568,0.155535,0.600131,0.984968,1.333477,1.669029,1.779769,1.736076,1.867548,1.804566,1.410377,1.089811,0.797788,0.441035,0.027176,-0.332663,-0.521942,-0.580022,-0.355747,-0.055421,0.285921,0.644066,1.004712,1.367353,1.641237,1.680738,1.546499,1.655123,1.745085,1.6899,1.67367,1.717141,1.430699,1.149499,0.735753,0.393807,-0.038991,-0.209846,-0.801028,-1.420671,-1.279447,-1.359386,-1.30395,-1.34608,-1.312367,-1.340235,-1.316692,-1.336881,-1.319387,-1.334652,-1.321276,-1.333019,-1.322712,-1.331736,-1.323875,-1.33067,-1.324864,-1.329741,-1.325744,-1.328899,-1.326557,-1.328107,-1.327335,6
-0.667979,-0.50678,-0.164762,0.23383,0.596548,0.983786,1.325955,1.661407,1.833283,1.76119,1.819884,1.785747,1.523322,1.132689,0.75663,0.380913,-0.030266,-0.423454,-0.629839,-0.624188,-0.407218,-0.107315,0.243079,0.597861,0.960223,1.33986,1.681376,1.818794,1.666451,1.694367,1.792649,1.700675,1.735074,1.741573,1.363087,1.030372,0.641137,0.326528,-0.102927,-0.317004,-0.854249,-1.379669,-1.261641,-1.327974,-1.282184,-1.316871,-1.28918,-1.312028,-1.292754,-1.309264,-1.294971,-1.307433,-1.29652,-1.306096,-1.297695,-1.305047,-1.298644,-1.304177,-1.299451,-1.303421,-1.300167,-1.302735,-1.300829,-1.302091,-1.301463,6
-0.585796,-0.483852,-0.183484,0.216823,0.609492,0.995288,1.294017,1.629515,1.81467,1.729376,1.876619,1.883369,1.654296,1.336881,0.957706,0.6378,0.251912,-0.111719,-0.454172,-0.592822,-0.470829,-0.22004,0.085815,0.390276,0.786489,1.168237,1.42616,1.692985,1.613005,1.615983,1.681555,1.702542,1.676531,1.736509,1.439222,1.108825,0.7002,0.366933,-0.055499,-0.263321,-0.802347,-1.419306,-1.274926,-1.357934,-1.299744,-1.344318,-1.308438,-1.338232,-1.312974,-1.334693,-1.315833,-1.332316,-1.317854,-1.330564,-1.3194,-1.32918,-1.320656,-1.328026,-1.321728,-1.32702,-1.322682,-1.326107,-1.323564,-1.325247,-1.324409,6
-0.641273,-0.491916,-0.163767,0.230432,0.611551,1.006128,1.349176,1.669519,1.806343,1.772409,1.879278,1.866228,1.631184,1.328488,0.99609,0.650981,0.251554,-0.20744,-0.545,-0.69495,-0.591616,-0.330942,-0.025781,0.325795,0.686654,1.054015,1.383499,1.666251,1.729906,1.80836,1.801333,1.703294,1.497547,1.615111,1.493367,1.203432,0.754692,0.410438,-0.005697,-0.268955,-0.827723,-1.388754,-1.262873,-1.333459,-1.284858,-1.321576,-1.292342,-1.3164,-1.296156,-1.313456,-1.298512,-1.311515,-1.300149,-1.310106,-1.301385,-1.309006,-1.302377,-1.308099,-1.303216,-1.307314,-1.303958,-1.306606,-1.304641,-1.305941,-1.305294,6
-0.578121,-0.469898,-0.169339,0.214041,0.599275,1.006511,1.337288,1.676428,1.805678,1.70907,1.827545,1.869804,1.686881,1.352907,0.989523,0.638793,0.281979,-0.115052,-0.430737,-0.574156,-0.572154,-0.34398,-0.03754,0.334939,0.695939,1.074039,1.370403,1.662326,1.62267,1.621523,1.722439,1.687201,1.596387,1.724346,1.52963,1.195967,0.816369,0.46836,-0.002948,-0.234833,-0.7972,-1.418256,-1.270723,-1.356761,-1.295694,-1.342978,-1.304557,-1.336725,-1.309256,-1.333028,-1.312268,-1.330505,-1.314432,-1.328613,-1.316113,-1.327098,-1.317497,-1.325818,-1.318692,-1.32469,-1.319766,-1.323658,-1.320766,-1.322682,-1.321728,6
-0.671326,-0.544441,-0.244206,0.178637,0.530475,0.851767,1.254852,1.422625,1.651034,1.636463,1.59387,1.424298,1.109312,0.728021,0.34024,-0.144239,-0.517677,-0.766733,-0.688496,-0.478058,-0.098485,0.19631,0.614141,1.049166,1.52246,1.828618,1.817128,1.857915,1.728719,1.652468,1.636326,1.571137,1.770577,1.979224,1.655483,1.163052,0.722121,0.242164,-0.160042,-0.464953,-0.675891,-0.798124,-0.982375,-1.143713,-1.37238,-1.645344,-1.806257,-1.737954,-1.487727,-1.284511,-1.109008,-0.871331,-0.760404,-0.792183,-1.050096,-1.263837,-1.434565,-1.599899,-1.78868,-1.745256,-1.543001,-1.347182,-1.099273,-0.883718,-0.727242,4
-0.558608,-0.472621,-0.194657,0.177186,0.588371,0.93625,1.27186,1.600825,1.807976,1.803779,1.778043,1.88452,1.700644,1.368394,0.996396,0.655711,0.279159,-0.118979,-0.434817,-0.529373,-0.459369,-0.198716,0.094342,0.455004,0.803516,1.17865,1.535802,1.68224,1.584686,1.694773,1.744325,1.680467,1.587956,1.679993,1.379782,1.048894,0.633716,0.365731,-0.028896,-0.195513,-0.789824,-1.425753,-1.283473,-1.362588,-1.308607,-1.349031,-1.317113,-1.343179,-1.321401,-1.33989,-1.324014,-1.337753,-1.325804,-1.336224,-1.327134,-1.335049,-1.328187,-1.334093,-1.329065,-1.333276,-1.329834,-1.332545,-1.330536,-1.331864,-1.331203,6
-0.843169,-0.861516,-0.537374,-0.158889,0.257104,0.684773,0.969478,1.426646,1.727252,1.660841,1.74037,1.754213,1.598393,1.232737,0.881382,0.491634,0.080501,-0.420297,-0.75505,-0.886645,-0.646684,-0.354741,0.059252,0.417225,0.879567,1.359844,1.77342,1.77393,1.813984,1.764659,1.635688,1.734022,1.852549,1.857662,1.770124,1.299664,0.834759,0.362241,-0.083392,-0.536994,-0.710443,-0.731562,-0.902156,-0.992862,-1.24178,-1.48328,-1.698339,-1.844976,-1.629018,-1.355473,-1.077015,-0.770092,-0.527798,-0.523624,-0.772733,-0.971709,-1.191251,-1.342453,-1.551569,-1.701897,-1.727139,-1.573196,-1.320886,-1.124584,-0.843325,3
-0.647384,-0.496465,-0.160103,0.247302,0.648277,1.002433,1.310538,1.650469,1.799317,1.765198,1.782119,1.702874,1.442873,1.137614,0.759556,0.393061,-0.003475,-0.37055,-0.616789,-0.563433,-0.315797,-0.030761,0.299892,0.684873,1.043055,1.408954,1.652032,1.673089,1.617141,1.786515,1.736527,1.625338,1.581205,1.733078,1.44038,1.12452,0.735101,0.381757,-0.043321,-0.263193,-0.834225,-1.4101,-1.278364,-1.353276,-1.301137,-1.340868,-1.309013,-1.335382,-1.313084,-1.332219,-1.315631,-1.330109,-1.31742,-1.328561,-1.318783,-1.327343,-1.319886,-1.326331,-1.320825,-1.32545,-1.32166,-1.324652,-1.322431,-1.323901,-1.323169,6
-0.58783,-0.500223,-0.218957,0.156148,0.579323,0.980753,1.311273,1.677814,1.829219,1.754703,1.869363,1.926704,1.755505,1.418438,1.103288,0.754059,0.392694,0.018933,-0.300444,-0.556392,-0.58621,-0.360309,-0.104995,0.246289,0.578913,0.99109,1.309493,1.599388,1.635257,1.550671,1.641002,1.771366,1.662278,1.68834,1.499642,1.145208,0.742767,0.41678,-0.031521,-0.221058,-0.784613,-1.418842,-1.268009,-1.355679,-1.293729,-1.341479,-1.302846,-1.335063,-1.307651,-1.331298,-1.310706,-1.328748,-1.312884,-1.326852,-1.314561,-1.325345,-1.315934,-1.324081,-1.317111,-1.322973,-1.318164,-1.321963,-1.319141,-1.321009,-1.320079,6
-0.513207,-0.413395,-0.156545,0.245403,0.626484,1.018765,1.352092,1.703794,1.735846,1.661607,1.853568,1.88586,1.707339,1.373095,1.063355,0.69391,0.321728,-0.073023,-0.38634,-0.55321,-0.460398,-0.260823,0.013139,0.339303,0.688206,1.052693,1.405977,1.667905,1.569469,1.546281,1.597986,1.606162,1.51187,1.661228,1.504354,1.244499,0.822928,0.525983,0.066909,-0.136033,-0.756115,-1.451754,-1.289542,-1.382515,-1.317509,-1.3672,-1.327265,-1.360385,-1.332334,-1.356437,-1.335518,-1.353795,-1.337763,-1.351849,-1.339478,-1.350315,-1.34087,-1.349037,-1.342057,-1.347922,-1.343114,-1.34691,-1.344092,-1.345957,-1.345029,6
