@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute target {1,2}

@data
0.102381,0.111506,0.12076,0.129783,0.138006,0.144805,0.150257,0.154195,0.156796,0.157975,0.157938,0.156692,0.154369,0.151348,0.147795,0.143666,0.138996,0.133729,0.127846,0.121502,0.114855,0.107765,0.100155,2
0.070128,0.077923,0.085818,0.0935,0.100479,0.106314,0.111079,0.114628,0.117128,0.118406,0.118574,0.117756,0.116094,0.113799,0.111005,0.107745,0.104039,0.099785,0.09488,0.08953,0.083936,0.077937,0.071437,2
0.092145,0.093961,0.095831,0.097537,0.098874,0.099591,0.099646,0.099076,0.09805,0.096502,0.094499,0.092108,0.089318,0.086286,0.083073,0.079607,0.075847,0.071639,0.066847,0.061621,0.056111,0.050046,0.043246,2
0.095821,0.098537,0.101229,0.103682,0.105687,0.106988,0.107512,0.107244,0.106407,0.105066,0.103244,0.100947,0.098245,0.095228,0.091966,0.088431,0.084593,0.080316,0.07545,0.070152,0.064515,0.058286,0.051356,2
0.095074,0.102629,0.110412,0.117935,0.124636,0.130115,0.134438,0.137544,0.139602,0.140486,0.140326,0.139143,0.137064,0.134383,0.131205,0.127515,0.123369,0.118621,0.113193,0.107316,0.101199,0.094689,0.087722,2
0.101758,0.11103,0.120426,0.129535,0.13785,0.144961,0.150821,0.155273,0.15845,0.160201,0.160776,0.160095,0.158175,0.155418,0.151939,0.14775,0.142976,0.137505,0.131302,0.124572,0.117584,0.110293,0.102614,2
0.076451,0.079047,0.081646,0.084078,0.086119,0.087476,0.088074,0.087892,0.087096,0.085691,0.083882,0.081707,0.079167,0.076354,0.073307,0.070014,0.066462,0.062486,0.057935,0.052954,0.047655,0.041759,0.035072,2
0.080464,0.08576,0.091122,0.096282,0.100897,0.104607,0.107366,0.109188,0.110253,0.110382,0.109793,0.108553,0.10662,0.104196,0.101419,0.098268,0.094691,0.090524,0.085688,0.080401,0.074843,0.068777,0.06214,2
0.084967,0.086119,0.087271,0.088377,0.089224,0.089555,0.089406,0.088815,0.087924,0.086676,0.085045,0.083047,0.080717,0.07812,0.07529,0.072176,0.068705,0.064719,0.060075,0.055035,0.049809,0.044107,0.037808,2
0.080857,0.084289,0.087767,0.091125,0.094089,0.096361,0.09797,0.098897,0.099269,0.099001,0.098099,0.096602,0.094542,0.092061,0.089253,0.086069,0.082518,0.078448,0.07369,0.068515,0.063153,0.057352,0.051021,2
0.097867,0.105727,0.113741,0.121545,0.128545,0.134263,0.138755,0.141971,0.144029,0.14483,0.144491,0.143132,0.140951,0.138191,0.134955,0.131239,0.127079,0.122394,0.117017,0.11116,0.105094,0.098595,0.091616,2
0.073168,0.079257,0.085531,0.091651,0.097177,0.101762,0.105425,0.108112,0.10999,0.110826,0.11071,0.109727,0.107972,0.105663,0.1029,0.099716,0.0961,0.091909,0.087077,0.081854,0.076431,0.070581,0.06423,2
0.077852,0.079671,0.081548,0.083403,0.084906,0.085782,0.086077,0.085816,0.085159,0.084064,0.082578,0.080723,0.078541,0.076116,0.07348,0.070563,0.067328,0.063642,0.059343,0.054672,0.049787,0.044392,0.03838,2
0.083549,0.084901,0.086221,0.087358,0.088092,0.088192,0.087597,0.086356,0.084662,0.082525,0.080099,0.077452,0.074559,0.071492,0.068315,0.064988,0.061459,0.057541,0.053041,0.048122,0.042868,0.036973,0.030214,2
0.074179,0.081714,0.089299,0.096688,0.103438,0.109117,0.113741,0.117112,0.119387,0.12045,0.120467,0.119505,0.117674,0.115267,0.112394,0.109044,0.105257,0.100916,0.095909,0.090447,0.084758,0.078662,0.072081,2
0.08287,0.084015,0.085225,0.086399,0.087251,0.087593,0.087431,0.086803,0.085856,0.084555,0.082919,0.080985,0.078771,0.076327,0.073683,0.070804,0.067619,0.063938,0.059646,0.054978,0.050161,0.044909,0.039072,2
0.069106,0.076634,0.084262,0.091748,0.098574,0.104318,0.109008,0.112504,0.11492,0.116109,0.116294,0.115563,0.113958,0.111699,0.108952,0.105706,0.101968,0.097669,0.092727,0.087356,0.081763,0.075793,0.069368,2
0.083391,0.089087,0.094893,0.100586,0.105661,0.109742,0.112863,0.114984,0.116307,0.11666,0.116184,0.114982,0.113081,0.110627,0.107754,0.104445,0.100677,0.096328,0.091296,0.085825,0.080127,0.073985,0.0673,2
0.087988,0.090194,0.092467,0.094673,0.096495,0.09764,0.098208,0.098252,0.097896,0.097044,0.095716,0.093952,0.091729,0.089176,0.086385,0.083284,0.079797,0.075795,0.071187,0.06616,0.060887,0.05518,0.048958,2
0.086665,0.086798,0.086943,0.086999,0.086784,0.086073,0.084889,0.083329,0.081572,0.079586,0.077378,0.07496,0.072346,0.069592,0.066707,0.063619,0.060202,0.056259,0.051686,0.04677,0.041655,0.036006,0.029733,2
0.077834,0.079899,0.082019,0.084009,0.08567,0.086852,0.087527,0.087737,0.087655,0.087176,0.086361,0.085216,0.083731,0.082001,0.080049,0.077764,0.075036,0.07172,0.067719,0.063249,0.058483,0.053207,0.04738,2
0.076408,0.076964,0.077634,0.078264,0.078655,0.078667,0.078322,0.077658,0.0768,0.075743,0.074487,0.073028,0.071378,0.069599,0.067685,0.06557,0.063144,0.060173,0.056497,0.05233,0.047851,0.042804,0.037116,2
0.083617,0.084056,0.084604,0.085096,0.085343,0.085195,0.084658,0.083801,0.082762,0.081515,0.08008,0.078435,0.076592,0.074608,0.072441,0.070032,0.067293,0.064005,0.060016,0.055545,0.050783,0.04551,0.039641,2
0.089078,0.088669,0.088328,0.087957,0.087362,0.08637,0.08497,0.083229,0.081299,0.079155,0.076831,0.074346,0.07166,0.06881,0.06584,0.062696,0.059313,0.055548,0.051277,0.046657,0.041779,0.036381,0.030293,2
0.095616,0.094562,0.09352,0.092293,0.090713,0.088634,0.086009,0.08282,0.079244,0.075505,0.071795,0.068143,0.064477,0.060788,0.057132,0.053522,0.049851,0.045923,0.041565,0.036797,0.031623,0.025752,0.018896,2
0.091771,0.090361,0.088895,0.087202,0.085118,0.082492,0.079192,0.075224,0.07079,0.066183,0.061695,0.057356,0.053091,0.048897,0.044812,0.040868,0.03699,0.033001,0.02873,0.024054,0.018831,0.012751,0.005415,2
0.095907,0.09455,0.093167,0.09157,0.089579,0.087065,0.083932,0.080144,0.075895,0.0715,0.067207,0.063011,0.058864,0.054743,0.050655,0.046649,0.042685,0.038579,0.034155,0.029309,0.023959,0.017831,0.010548,2
0.09143,0.090102,0.08883,0.087374,0.08553,0.083203,0.080361,0.076992,0.073247,0.069361,0.065552,0.061815,0.058074,0.054314,0.050537,0.046803,0.043087,0.039233,0.035102,0.030541,0.025453,0.019682,0.012892,2
0.092523,0.09123,0.089996,0.088711,0.087286,0.085548,0.083452,0.081137,0.078776,0.076358,0.073859,0.071252,0.068525,0.065712,0.062852,0.059834,0.056513,0.052748,0.048397,0.043705,0.038853,0.03353,0.027627,1
0.088546,0.087632,0.086748,0.085767,0.084483,0.0827,0.080396,0.077619,0.074515,0.071256,0.067951,0.064641,0.06132,0.057981,0.054657,0.051323,0.047894,0.044182,0.040005,0.035446,0.030566,0.025023,0.018545,1
0.080467,0.081038,0.081458,0.081846,0.082085,0.081763,0.080816,0.079354,0.077592,0.075585,0.073386,0.071091,0.068642,0.066115,0.06365,0.061054,0.058204,0.054985,0.051197,0.047086,0.042726,0.03772,0.031877,1
0.090933,0.090527,0.090097,0.089502,0.088577,0.087081,0.084946,0.082227,0.079135,0.075803,0.072393,0.0689,0.065302,0.061641,0.05797,0.054298,0.050516,0.046452,0.041988,0.037123,0.031871,0.025968,0.019141,1
0.090166,0.08903,0.087808,0.086542,0.085185,0.083421,0.081181,0.078614,0.075927,0.073171,0.070364,0.067548,0.064644,0.061672,0.058738,0.055712,0.052437,0.04877,0.044559,0.040023,0.035255,0.029919,0.02385,1
0.091915,0.091208,0.090573,0.089896,0.089002,0.087728,0.086083,0.084141,0.082042,0.079763,0.077311,0.074676,0.071855,0.068913,0.065879,0.062692,0.05924,0.055339,0.050882,0.046078,0.041096,0.035627,0.029494,1
0.096359,0.095112,0.093942,0.092636,0.090953,0.088787,0.086156,0.08309,0.079739,0.07629,0.072904,0.069493,0.066052,0.062602,0.059083,0.055539,0.051892,0.047909,0.043465,0.038616,0.033462,0.027764,0.021289,1
0.089569,0.088631,0.087662,0.086567,0.085159,0.083249,0.080769,0.077783,0.074496,0.071066,0.067618,0.064184,0.060741,0.057292,0.053861,0.050434,0.04691,0.04308,0.038811,0.034157,0.029116,0.023372,0.016643,1
0.069645,0.074482,0.0794,0.084108,0.088198,0.091429,0.093811,0.095229,0.095835,0.095648,0.094843,0.093417,0.091396,0.0889,0.085971,0.082649,0.078947,0.074688,0.069785,0.064395,0.058701,0.052518,0.045735,2
0.070134,0.075598,0.081148,0.086507,0.091256,0.095083,0.097969,0.099878,0.100965,0.101169,0.100583,0.099294,0.097363,0.094952,0.092141,0.088902,0.085208,0.080923,0.075952,0.070519,0.064827,0.058659,0.051911,2
0.082769,0.086204,0.089693,0.093037,0.095942,0.098072,0.099458,0.100124,0.100189,0.09955,0.098333,0.096635,0.09449,0.092016,0.089297,0.086291,0.082915,0.078992,0.074426,0.069481,0.06431,0.058644,0.052419,2
0.071687,0.076441,0.081286,0.085924,0.089966,0.093146,0.095495,0.096939,0.09758,0.097374,0.096512,0.095034,0.09297,0.09044,0.08748,0.084121,0.080384,0.076124,0.071242,0.065866,0.060179,0.053994,0.047182,2
0.076997,0.080051,0.08314,0.086091,0.088605,0.090355,0.091354,0.091635,0.091348,0.090457,0.089037,0.087126,0.084782,0.082122,0.079186,0.075936,0.072322,0.068181,0.063406,0.058205,0.05273,0.04672,0.040042,2
0.080076,0.083308,0.086615,0.089778,0.092491,0.094465,0.095707,0.096236,0.096183,0.095458,0.094133,0.09226,0.089894,0.087159,0.084099,0.080688,0.076883,0.072501,0.06745,0.061967,0.056176,0.049842,0.042948,2
0.080953,0.084122,0.087376,0.090495,0.093124,0.094983,0.096088,0.096431,0.096141,0.095207,0.093744,0.091761,0.089297,0.086455,0.083262,0.079721,0.075807,0.071359,0.066282,0.06077,0.054988,0.048722,0.041862,2
0.087652,0.090041,0.092525,0.094852,0.096688,0.097759,0.098094,0.0977,0.096712,0.095169,0.093217,0.090845,0.088068,0.084966,0.081555,0.077868,0.073859,0.069337,0.064215,0.058653,0.052814,0.046479,0.039516,2
0.091227,0.089905,0.088533,0.087008,0.085187,0.082906,0.080127,0.076908,0.073424,0.069837,0.066306,0.062833,0.059364,0.055908,0.052487,0.049079,0.04556,0.041751,0.037515,0.032875,0.027843,0.022112,0.0154,1
0.094534,0.093429,0.092367,0.091225,0.089792,0.087849,0.085387,0.08248,0.07929,0.075907,0.072495,0.069051,0.06551,0.061914,0.058281,0.054558,0.050702,0.046527,0.041882,0.036832,0.031376,0.025275,0.018285,1
0.095347,0.094449,0.093648,0.092722,0.091464,0.08971,0.087458,0.084753,0.08175,0.078563,0.075351,0.072091,0.068723,0.06529,0.061792,0.058205,0.054491,0.050449,0.045946,0.041042,0.035766,0.029876,0.023127,1
0.093855,0.093261,0.092746,0.092085,0.091051,0.089475,0.087353,0.084706,0.081693,0.078471,0.07523,0.071918,0.06849,0.065004,0.06145,0.057798,0.054019,0.049929,0.04538,0.040399,0.035017,0.028992,0.022064,1
0.091351,0.091793,0.092369,0.092801,0.09283,0.092278,0.09115,0.089501,0.087468,0.085069,0.082491,0.0797,0.076663,0.073491,0.070169,0.066675,0.062975,0.058859,0.05421,0.049111,0.043675,0.037704,0.031014,1
0.09485,0.096035,0.097404,0.098625,0.099402,0.099529,0.099053,0.097985,0.096455,0.094451,0.092131,0.089449,0.086397,0.083131,0.079654,0.075938,0.071956,0.067521,0.062546,0.057112,0.051335,0.045047,0.038082,1
0.095281,0.093782,0.092279,0.090646,0.088707,0.086351,0.083514,0.08026,0.076786,0.073248,0.069768,0.066311,0.062835,0.059371,0.055925,0.052447,0.048851,0.044943,0.040581,0.035819,0.030688,0.024911,0.018243,1
0.094249,0.093655,0.09312,0.092438,0.091376,0.089834,0.087793,0.085248,0.082349,0.079249,0.076092,0.07283,0.0694,0.065851,0.06223,0.058524,0.054641,0.050397,0.045673,0.04052,0.034995,0.028872,0.021937,1
0.092442,0.091916,0.091477,0.09095,0.090083,0.088768,0.087014,0.084856,0.082409,0.079783,0.077101,0.074283,0.071319,0.068223,0.064973,0.061579,0.057977,0.053967,0.049439,0.044485,0.039216,0.033422,0.026902,1
0.093991,0.092884,0.091794,0.090527,0.088863,0.08674,0.084118,0.080978,0.077513,0.073934,0.070405,0.066893,0.063347,0.059762,0.056144,0.05251,0.048784,0.044752,0.040278,0.035373,0.030067,0.024117,0.017242,1
0.094007,0.092966,0.092022,0.090928,0.089424,0.087455,0.085014,0.082118,0.078916,0.075614,0.072347,0.069046,0.065695,0.062267,0.058726,0.05515,0.05148,0.047464,0.042967,0.038016,0.032689,0.026765,0.019995,1
0.093406,0.092885,0.092487,0.091968,0.09102,0.089561,0.087601,0.085141,0.082306,0.079277,0.076254,0.0731,0.069801,0.066382,0.062788,0.059104,0.055288,0.051094,0.046431,0.041323,0.035838,0.029797,0.022953,1
0.08827,0.087882,0.087508,0.086993,0.086093,0.08463,0.082556,0.079879,0.076797,0.073478,0.070066,0.066582,0.063019,0.059395,0.05574,0.052062,0.048279,0.044205,0.039709,0.0348,0.029465,0.023427,0.016423,1
0.094765,0.093209,0.091706,0.0901,0.088199,0.08594,0.083323,0.080364,0.07721,0.073989,0.070788,0.067547,0.064271,0.060964,0.057593,0.054171,0.050592,0.046666,0.042254,0.037431,0.032328,0.026675,0.02025,1
0.091656,0.089748,0.087889,0.085883,0.083568,0.080861,0.077701,0.074159,0.070422,0.066668,0.062998,0.059376,0.055804,0.052273,0.048762,0.045278,0.041717,0.037871,0.033592,0.028923,0.023886,0.018185,0.011574,1
0.089197,0.088238,0.087309,0.086224,0.084779,0.08283,0.080337,0.077301,0.073883,0.070319,0.06678,0.063211,0.059583,0.055905,0.052191,0.048482,0.044707,0.040657,0.036189,0.031302,0.026008,0.020055,0.013163,1
0.091521,0.091707,0.09202,0.092183,0.091918,0.091159,0.089851,0.087959,0.085652,0.083105,0.080401,0.077436,0.074274,0.070911,0.067338,0.06365,0.059745,0.055441,0.050649,0.045417,0.039888,0.033832,0.027067,1
0.089929,0.089106,0.088353,0.087545,0.086498,0.085033,0.083139,0.080882,0.078436,0.075811,0.073033,0.070133,0.067103,0.063985,0.060815,0.057577,0.054147,0.0503,0.045888,0.041068,0.036012,0.030438,0.024141,1
0.084902,0.084408,0.083838,0.083112,0.082105,0.080642,0.07867,0.076282,0.073662,0.07084,0.067912,0.064911,0.06182,0.058659,0.055447,0.052142,0.048654,0.044818,0.040496,0.035805,0.03081,0.025232,0.018834,1
0.092367,0.091482,0.090644,0.089732,0.088518,0.086832,0.084673,0.0821,0.079249,0.076187,0.073038,0.069822,0.066512,0.063118,0.059661,0.056128,0.052407,0.048326,0.043758,0.038772,0.033453,0.027532,0.020784,1
0.095682,0.095286,0.094891,0.094344,0.093431,0.091956,0.089908,0.087351,0.084431,0.081264,0.077988,0.074582,0.071046,0.067408,0.063674,0.05985,0.055879,0.051594,0.046822,0.041608,0.036028,0.029804,0.022686,1
0.094953,0.093174,0.091412,0.089562,0.087493,0.085071,0.082286,0.07926,0.076117,0.072931,0.069757,0.066575,0.063368,0.060117,0.056819,0.05346,0.049936,0.046053,0.04166,0.036861,0.031766,0.026112,0.019678,1
0.098357,0.097206,0.096086,0.094815,0.093208,0.091113,0.088553,0.085606,0.082392,0.07901,0.075635,0.072216,0.068713,0.065154,0.061506,0.05779,0.053925,0.049714,0.045011,0.039861,0.034367,0.028297,0.021399,1
0.096564,0.096054,0.095561,0.094888,0.093804,0.092146,0.089915,0.087148,0.083969,0.080529,0.077037,0.073442,0.069722,0.065936,0.062053,0.058108,0.054068,0.049737,0.044951,0.039708,0.03406,0.027771,0.02055,1
0.10131,0.100602,0.099999,0.099284,0.098158,0.096463,0.094292,0.091638,0.08859,0.08532,0.082016,0.078587,0.075016,0.07135,0.067534,0.063627,0.05961,0.055275,0.050448,0.045136,0.039456,0.033241,0.026216,1
0.092542,0.09062,0.088665,0.086592,0.084282,0.081566,0.078394,0.074879,0.071199,0.067467,0.063812,0.060242,0.056714,0.053232,0.049815,0.046416,0.042915,0.039118,0.034871,0.030223,0.025195,0.019481,0.012808,1
0.094215,0.092231,0.09027,0.088195,0.085893,0.083198,0.080095,0.076737,0.073203,0.069583,0.066072,0.062616,0.05917,0.055749,0.052317,0.048859,0.045271,0.04136,0.036975,0.032196,0.027107,0.021424,0.01491,1
0.096636,0.095622,0.094699,0.093645,0.092268,0.090367,0.087968,0.085168,0.082049,0.078733,0.075422,0.072051,0.068596,0.06506,0.061389,0.05764,0.053745,0.049509,0.044826,0.039715,0.034256,0.028242,0.021445,1
0.091172,0.08933,0.087526,0.085588,0.083349,0.080625,0.077377,0.073699,0.069745,0.065715,0.061823,0.058018,0.054248,0.0505,0.04676,0.043069,0.03933,0.035334,0.030928,0.026112,0.0209,0.01502,0.008179,1
0.095839,0.09424,0.092773,0.091233,0.089406,0.087155,0.084479,0.081464,0.078224,0.074873,0.07159,0.06829,0.064937,0.061548,0.058074,0.05454,0.050857,0.046794,0.042238,0.037269,0.031995,0.026191,0.01963,1
0.09029,0.088289,0.086275,0.084215,0.081971,0.079345,0.076429,0.073419,0.070421,0.067458,0.064522,0.061605,0.058669,0.055701,0.052744,0.049721,0.046496,0.042883,0.038733,0.034221,0.029483,0.024202,0.018191,1
0.093148,0.092435,0.091651,0.090725,0.089451,0.087612,0.085229,0.082352,0.079163,0.075776,0.072336,0.068864,0.065305,0.0617,0.058105,0.054443,0.050614,0.046504,0.041943,0.036989,0.031651,0.025621,0.018675,1
0.091301,0.0897,0.088023,0.086204,0.084129,0.081615,0.0786,0.075162,0.071503,0.067752,0.064041,0.060412,0.056816,0.053241,0.049701,0.046173,0.042537,0.03862,0.034261,0.029494,0.024334,0.018454,0.011562,1
0.098042,0.096535,0.095084,0.093536,0.091715,0.089483,0.0868,0.083738,0.080455,0.077072,0.073708,0.070346,0.066955,0.063547,0.060103,0.056607,0.05296,0.048983,0.044515,0.039645,0.034453,0.028624,0.021927,1
