@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute target {1,2}

@data
-1.32289,-1.318518,-1.314979,-1.31289,-1.306734,-1.298831,-1.282645,-0.409766,-0.5389,0.430798,0.981822,1.034806,1.097692,1.134789,1.17539,1.222745,1.261288,1.204477,1.208301,1.208631,1.207789,1.206664,1.216037,1.22196,1.229034,1.20808,-1.477228,-1.361003,-1.343689,-1.33355,-1.314892,-1.280043,-1.053305,-0.394991,-0.082697,-0.077324,-0.023423,0.016721,0.041284,0.094719,0.106538,0.112847,0.111446,0.116189,0.115331,0.11853,0.118725,0.121946,0.122181,0.120728,0.120143,0.124362,0.124657,0.125006,0.125495,0.121089,0.125094,0.125021,0.129012,0.130756,0.126128,0.12647,0.126484,0.125372,0.123803,0.127708,0.125386,0.125239,0.125253,0.125314,0.125432,0.128837,0.128473,0.126057,0.125887,0.125849,0.125804,0.125632,0.122269,0.127013,0.128812,0.124391,0.127594,0.130422,0.12566,0.128321,0.128165,0.127985,0.128111,0.124389,0.125641,0.120366,0.121663,0.119467,0.11476,0.112265,0.102284,0.079914,0.017725,-0.611363,-0.829004,-0.861468,-0.873308,-0.878157,-0.879351,-0.876855,-0.866667,2
-1.194946,-1.168804,-1.161521,-1.154186,-1.147758,-1.144065,-1.128001,-0.290752,-0.435862,0.553904,0.969656,1.166895,1.247067,1.260542,1.254543,1.249889,1.242222,1.239104,1.235849,1.226454,1.210037,1.168423,1.069157,-0.339617,-0.973883,-1.056818,-1.088516,-1.104535,-1.115615,-1.137289,-0.449275,-0.059617,0.15042,0.244918,0.254514,0.256322,0.256995,0.257246,0.261168,0.260726,0.260285,0.264471,0.264056,0.263503,0.265937,0.265267,0.261098,0.26155,0.257241,0.260781,0.257075,0.257655,0.257922,0.258282,0.261045,0.257108,0.25767,0.257925,0.258198,0.261357,0.261353,0.261494,0.261651,0.261821,0.262005,0.262209,0.262438,0.262708,0.263071,0.259412,0.260156,0.260635,0.261203,0.264243,0.260248,0.263233,0.263154,0.263945,0.267811,0.268923,0.272322,0.270154,0.271783,0.277209,0.281531,0.290083,0.303273,0.334457,-0.89035,-0.818458,-0.793294,-0.781335,-0.774691,-0.770435,-0.767425,-0.765129,-0.763263,-0.761657,-0.760196,-0.758792,-0.757359,-0.755803,-0.753988,-0.75168,-0.748404,-0.742927,-0.730756,2
-0.794175,-0.788532,-0.786466,-0.782356,-0.781515,-0.779128,-0.775948,-0.771715,-0.765826,-0.757099,-0.742906,-0.716089,-0.648467,-0.221889,0.624657,0.37238,0.215423,0.076567,-0.005926,-0.058191,-0.099098,-0.137307,-0.168191,-0.754399,-0.788638,-0.797266,-0.800687,-0.80205,-0.803056,-0.802967,-0.802493,-0.801396,-0.799027,-0.792927,-0.768621,-0.266385,0.276703,0.638376,0.678963,0.691644,0.70474,0.720804,0.718703,0.714566,0.705703,0.696747,0.691158,0.681732,0.683283,0.681093,0.671221,0.673157,0.667107,0.66424,0.659284,0.656404,0.659307,0.659351,0.655211,0.652546,0.659592,0.653435,0.65285,0.654075,0.649799,0.6502,0.649811,0.654686,0.658836,0.66009,0.664641,0.670697,0.67225,0.697463,0.725295,0.730595,0.726984,0.719835,0.715971,0.709225,0.71205,0.706457,0.705554,0.704654,0.704402,0.710249,0.801963,-0.723404,-0.771332,-0.782478,-0.786938,-0.789091,-0.789222,-0.787695,-0.785825,-0.78375,-0.78153,-0.7792,-0.776778,-0.774274,-0.771688,-0.769018,-0.766251,-0.763364,-0.760309,-0.756961,-0.752893,2
-0.829651,-0.829625,-0.829484,-0.829213,-0.82879,-0.828178,-0.827324,-0.826148,-0.824523,-0.822241,-0.818944,-0.813959,-0.805882,-0.791257,-0.759002,-0.645359,0.652371,0.593261,0.298385,0.124819,-0.008949,-0.0811,-0.147384,-0.201137,-0.263839,-0.548497,-0.781193,-0.815472,-0.829002,-0.836475,-0.841554,-0.845497,-0.850857,-0.854612,-0.86017,-0.868429,-0.88287,-0.915095,0.300343,0.647837,0.66506,0.67322,0.682651,0.682852,0.678724,0.670614,0.666531,0.66266,0.659236,0.653208,0.648049,0.647249,0.647702,0.644855,0.643365,0.640812,0.640554,0.640221,0.640103,0.640452,0.642315,0.640764,0.636634,0.635439,0.637086,0.640818,0.639578,0.643662,0.642436,0.642429,0.642917,0.645447,0.647311,0.649171,0.64895,0.649032,0.651553,0.666134,0.672744,0.682703,0.680427,0.66313,0.662157,0.656674,0.649051,0.642892,0.642957,0.638048,0.624329,0.614125,0.594682,0.517551,-0.422641,-0.810905,-0.809529,-0.814912,-0.818908,-0.821739,-0.823797,-0.825337,-0.826513,-0.827424,-0.828132,-0.828679,-0.829091,-0.829385,-0.82957,2
-1.180003,-1.165909,-1.158146,-1.151504,-1.14729,-1.139265,-1.122974,-0.3049,-0.427062,0.503866,0.954788,1.105532,1.149062,1.195982,1.187817,1.285177,1.236842,1.225915,1.224039,1.230019,1.233425,1.240249,1.249684,1.29086,1.403674,-1.015633,-1.125597,-1.153839,-1.170719,-1.183062,-1.210637,-0.4314,-0.180446,0.075821,0.199486,0.21765,0.221481,0.219389,0.222535,0.21857,0.21726,0.217804,0.220071,0.220707,0.222141,0.223803,0.220078,0.220411,0.220359,0.221821,0.221672,0.222634,0.224204,0.224546,0.224785,0.224993,0.225171,0.221281,0.225783,0.22598,0.226233,0.226582,0.222474,0.226659,0.227052,0.227437,0.228026,0.224151,0.224764,0.224819,0.228971,0.229339,0.229765,0.23022,0.230506,0.23445,0.231553,0.232805,0.234118,0.230967,0.235271,0.236953,0.238061,0.239711,0.243633,0.250001,0.261562,0.282871,-0.913546,-0.827481,-0.801987,-0.790346,-0.783863,-0.77967,-0.776663,-0.774333,-0.772405,-0.770718,-0.76916,-0.767647,-0.766096,-0.764416,-0.762476,-0.76005,-0.756681,-0.751181,-0.739213,2
-0.524675,-0.675922,-0.683639,-0.66297,-0.667126,-0.683594,-0.678392,-0.643592,-0.725235,-0.865172,-0.278743,0.525116,0.362821,0.181292,0.092608,0.130857,0.167998,-0.173814,-0.673176,-0.727802,-0.679014,-0.674032,-0.689544,-0.691461,-0.69786,-0.709238,0.134424,0.731131,0.746394,0.749776,0.750312,0.753812,0.75993,0.763093,0.768227,0.774308,0.780522,0.782649,0.782521,0.789053,0.791185,0.794538,0.79656,0.797836,0.800557,0.797383,0.796421,0.802481,0.79935,0.801602,0.798011,0.801452,0.804255,0.805222,0.804512,0.800189,0.805358,0.808876,0.80868,0.805431,0.808317,0.809856,0.805941,0.806295,0.811439,0.815806,0.812659,0.831323,0.83947,0.807165,0.900267,1.193136,-0.556414,-0.670669,-0.763931,-0.703925,-0.676543,-0.692921,-0.691848,-0.68964,-0.690431,-0.691995,-0.693662,-0.695484,-0.697921,-0.699827,-0.702538,-0.70466,-0.707348,-0.709878,-0.712434,-0.715452,-0.717845,-0.721043,-0.723474,-0.72654,-0.729329,-0.73221,-0.73547,-0.738165,-0.741671,-0.744906,-0.750775,-0.748729,-0.748548,-0.77793,-0.779262,1
-0.808381,-0.809004,-0.809743,-0.810629,-0.811705,-0.813029,-0.814676,-0.816645,-0.821439,-0.824576,-0.830646,-0.842156,-0.858498,-0.903629,-1.077332,0.736206,0.626639,0.378011,0.186033,0.069412,0.010289,-0.036382,-0.058761,-0.046977,-0.91535,-0.839541,-0.819045,-0.810346,-0.80562,-0.802609,-0.800417,-0.7986,-0.796875,-0.795017,-0.792889,-0.791511,-0.81935,0.056346,0.59607,0.631859,0.656198,0.674805,0.688901,0.696625,0.702216,0.695521,0.696613,0.693706,0.683507,0.68159,0.679625,0.681195,0.677358,0.669004,0.668149,0.67254,0.672298,0.670428,0.670747,0.671171,0.666903,0.666352,0.661844,0.665974,0.666508,0.662437,0.660985,0.660894,0.663172,0.660813,0.662981,0.666157,0.668271,0.671289,0.682146,0.711035,0.718871,0.724438,0.713836,0.705066,0.699657,0.688796,0.686636,0.683581,0.683467,0.684942,0.681486,0.679289,0.670951,0.635566,-0.935636,-0.826388,-0.812269,-0.808306,-0.806783,-0.806115,-0.80582,-0.805718,-0.80573,-0.805817,-0.805962,-0.806155,-0.806393,-0.806677,-0.80701,-0.807399,-0.807851,2
-1.249052,-1.224758,-1.216277,-1.21032,-1.207402,-1.200181,-1.184566,-0.346198,-0.479194,0.483429,0.956297,1.036731,1.091454,1.133112,1.168666,1.180845,1.181397,1.165579,1.162755,1.156924,1.147526,1.132409,1.109786,1.064793,0.96138,0.025697,-0.919034,-1.055417,-1.116241,-1.150819,-1.180523,-1.259654,-0.457496,0.01262,0.171697,0.207152,0.211427,0.211809,0.213469,0.207709,0.208064,0.202696,0.204009,0.199177,0.198674,0.201448,0.200311,0.199499,0.198762,0.198057,0.197319,0.195939,0.197256,0.196309,0.195729,0.19523,0.194771,0.194339,0.193927,0.19353,0.193141,0.192734,0.192071,0.195375,0.191965,0.188111,0.189837,0.194149,0.190499,0.190059,0.190283,0.187688,0.191708,0.188614,0.192213,0.191475,0.191478,0.187697,0.192377,0.187635,0.187431,0.18252,0.180899,0.178229,0.180565,0.176239,0.178044,0.174527,0.174055,0.161819,0.145147,0.099526,-0.582397,-0.762858,-0.787578,-0.795025,-0.799084,-0.801653,-0.803338,-0.804417,-0.805019,-0.805178,-0.804845,-0.803849,-0.801759,-0.797387,-0.786301,2
-0.954934,-1.143493,-1.116428,-1.161025,-1.205397,-0.844214,-0.24931,0.945326,1.093186,1.160481,1.239663,1.281902,1.284052,1.321874,1.289191,1.285439,1.262341,1.301229,1.244003,0.959872,0.871879,-1.026532,-0.799223,-0.922645,-0.937666,-0.756179,0.051447,0.229337,0.282919,0.343075,0.335193,0.333587,0.332171,0.332747,0.337134,0.335587,0.330402,0.331131,0.327469,0.327368,0.327179,0.327749,0.327425,0.325772,0.329168,0.325576,0.326358,0.328416,0.328629,0.325596,0.324731,0.327148,0.325372,0.32607,0.326389,0.324254,0.324955,0.326923,0.325212,0.326341,0.322801,0.324695,0.324097,0.327141,0.327905,0.328296,0.329152,0.330036,0.331345,0.336168,0.33769,0.34812,0.334426,0.334303,0.419715,0.424515,-0.311219,-0.831249,-0.794724,-0.709047,-0.715951,-0.724655,-0.713667,-0.710522,-0.709078,-0.707336,-0.706574,-0.705348,-0.704782,-0.704117,-0.703529,-0.703422,-0.70272,-0.702813,-0.702156,-0.702107,-0.701762,-0.701469,-0.701477,-0.700858,-0.700874,-0.700406,-0.702046,-0.695792,-0.690108,-0.709004,-0.693815,1
-0.793728,-0.794316,-0.794997,-0.795814,-0.796834,-0.79816,-0.799971,-0.802589,-0.806658,-0.813641,-0.827599,-0.864363,-1.058795,0.824854,0.804917,0.798146,0.796957,0.804489,0.814047,0.838194,0.883824,1.074894,-1.064907,-0.923529,-0.877952,-0.85965,-0.850119,-0.849262,-0.848394,-0.851198,-0.857439,-0.869862,-0.911984,-1.078437,0.640612,0.667213,0.649654,0.639042,0.629239,0.628487,0.627866,0.625412,0.621366,0.623755,0.620402,0.620721,0.61681,0.618855,0.614753,0.614515,0.613823,0.616579,0.616138,0.615639,0.613293,0.612822,0.612435,0.615265,0.61464,0.614289,0.613984,0.613697,0.613427,0.6132,0.613229,0.609466,0.609268,0.608932,0.608522,0.608003,0.606873,0.605155,0.604589,0.605958,0.601558,0.603748,0.602701,0.601268,0.599382,0.596829,0.593214,0.587892,0.575746,0.555407,0.486537,-0.725809,-0.750542,-0.764224,-0.77187,-0.776599,-0.779794,-0.782097,-0.783843,-0.785216,-0.786332,-0.787262,-0.788056,-0.788746,-0.789359,-0.789914,-0.790424,-0.790903,-0.791361,-0.79181,-0.792258,-0.792718,-0.793202,2
-0.815423,-0.815687,-0.816185,-0.816962,-0.818083,-0.819649,-0.821814,-0.824821,-0.82907,-0.835263,-0.84474,-0.860378,-0.889546,-0.957709,-1.233965,1.583182,1.431063,1.385446,1.366942,1.360763,1.363483,1.376868,1.411301,1.499403,-0.826541,-0.912787,-0.85732,-0.832063,-0.817523,-0.807634,-0.799874,-0.792866,-0.785543,-0.776597,-0.763592,-0.739977,-0.677902,-0.159418,0.341778,0.374526,0.398225,0.41602,0.429107,0.436668,0.444743,0.451966,0.458365,0.464387,0.470207,0.474847,0.480711,0.480964,0.484131,0.488037,0.493238,0.49692,0.498876,0.502035,0.505403,0.507898,0.50988,0.51276,0.515018,0.513039,0.516904,0.518579,0.520612,0.519747,0.519326,0.518322,0.519929,0.520882,0.522615,0.522936,0.521635,0.504484,0.448515,0.401105,0.364667,0.347929,0.348496,0.350037,0.351702,0.353933,0.355795,0.360058,0.366297,0.376605,0.39372,0.433803,0.580114,-0.990754,-0.89058,-0.859266,-0.844289,-0.835586,-0.829937,-0.826003,-0.823135,-0.820978,-0.819326,-0.818052,-0.817075,-0.816343,-0.815825,-0.815501,-0.815366,2
-1.196697,-1.211423,-1.211406,-1.204813,-1.201187,-1.193117,-1.176689,-0.335548,-0.450628,0.485476,0.954084,1.148948,1.233668,1.246084,1.244007,1.230297,1.228772,1.230969,1.225908,1.213167,1.197047,1.158016,1.051409,-0.3941,-1.022338,-1.108405,-1.139757,-1.156002,-1.166966,-1.186937,-0.484,-0.103978,0.099991,0.177952,0.217058,0.228999,0.218344,0.233775,0.234675,0.230749,0.230864,0.230896,0.230923,0.230984,0.231146,0.231738,0.228201,0.233627,0.22957,0.230135,0.23049,0.231579,0.23655,0.236614,0.236949,0.232516,0.236406,0.236678,0.236783,0.23394,0.234317,0.237526,0.233838,0.235637,0.233592,0.234518,0.237655,0.238046,0.238597,0.230931,0.232271,0.236532,0.232527,0.235668,0.236321,0.23686,0.237405,0.237995,0.238654,0.239406,0.24027,0.241236,0.241579,0.24246,0.240515,0.245758,0.250109,0.25665,0.26822,0.294182,0.394659,-0.726999,-0.83529,-0.829092,-0.82149,-0.816625,-0.813171,-0.810515,-0.808325,-0.806394,-0.804572,-0.802723,-0.80069,-0.798231,-0.794874,-0.789423,-0.777512,2
0.687251,0.707009,0.709332,0.691538,0.693247,0.71474,0.700354,0.720645,0.706884,0.721703,0.734353,0.755824,0.859742,-0.144212,0.148284,0.24174,0.293782,0.316623,0.332949,0.355138,0.368888,0.732739,0.694239,0.69481,0.696019,0.697323,0.698546,0.698486,0.691256,0.71421,0.71357,0.727079,0.735574,0.854567,-0.352383,-0.693674,-0.740369,-0.748946,-0.751995,-0.768749,-0.767527,-0.766564,-0.777275,-0.79756,-0.785241,-0.78966,-0.790846,-0.804054,-0.784538,-0.799177,-0.799992,-0.800441,-0.814967,-0.813838,-0.813808,-0.814316,-0.820229,-0.805272,-0.822803,-0.828237,-0.826993,-0.827365,-0.809133,-0.81048,-0.809089,-0.827432,-0.827585,-0.807114,-0.814177,-0.811316,-0.804416,-0.780299,-0.742539,-0.73381,-0.733806,-0.734067,-0.734393,-0.734518,-0.72242,-0.724081,-0.725489,-0.726422,-0.717008,0.884286,0.751601,0.725318,0.715812,0.711154,0.708478,0.706786,0.705652,0.704863,0.704305,0.703908,0.703632,0.703448,0.70334,0.703294,0.703304,0.703364,0.703473,0.70363,0.703837,0.7041,0.704426,0.704831,0.70534,2
-0.780218,-0.78141,-0.782918,-0.783976,-0.784199,-0.78518,-0.787194,-0.789627,-0.789681,-0.792323,-0.794044,-0.795402,-0.793871,-0.767876,1.549309,1.341481,1.305424,1.288894,1.275988,1.261471,1.240072,1.198996,1.080061,-0.386419,-0.638696,-0.685953,-0.709265,-0.719946,-0.727245,-0.731462,-0.73434,-0.733754,-0.729256,-0.715736,-0.666119,0.163249,0.426162,0.425248,0.430569,0.442987,0.451382,0.451676,0.457347,0.463381,0.466751,0.470003,0.475806,0.480568,0.484757,0.484673,0.489847,0.491183,0.493357,0.493306,0.496911,0.498179,0.499277,0.501556,0.502178,0.501268,0.50666,0.505933,0.505096,0.508685,0.508697,0.50644,0.505101,0.505982,0.505186,0.504259,0.50621,0.498484,0.481011,0.424744,0.366395,0.338291,0.328358,0.324181,0.321469,0.317669,0.313896,0.308251,0.305639,0.299155,0.288074,0.263919,0.196082,-0.405816,-0.676207,-0.719358,-0.737819,-0.748013,-0.754508,-0.759043,-0.762422,-0.765065,-0.767214,-0.769016,-0.770569,-0.771939,-0.773174,-0.774307,-0.775365,-0.77637,-0.777339,-0.77829,-0.77924,2
-0.832941,-0.8288,-0.827862,-0.826334,-0.824413,-0.820763,-0.818472,-0.806703,-0.795154,-0.762167,-0.669558,0.296949,0.549677,0.594827,0.614167,0.620551,0.621454,0.608588,0.589117,0.529455,0.193091,-0.68901,-0.774692,-0.809698,-0.823861,-0.8359,-0.848455,-0.853112,-0.864288,-0.870668,-0.886062,-0.908955,-0.962231,-1.158707,0.817091,0.679653,0.64771,0.629797,0.618035,0.611589,0.6096,0.598635,0.595964,0.593481,0.591333,0.589465,0.587814,0.586317,0.584859,0.582138,0.584003,0.583289,0.583448,0.582653,0.581819,0.580974,0.580072,0.578804,0.580419,0.576638,0.575607,0.574798,0.574049,0.573319,0.572589,0.571844,0.571071,0.570247,0.56931,0.571649,0.569708,0.567409,0.566177,0.564944,0.563599,0.56205,0.559997,0.561106,0.559894,0.553168,0.549693,0.544613,0.540272,0.529617,0.513663,0.484624,0.398849,-0.378315,-0.70173,-0.759948,-0.784168,-0.797357,-0.805639,-0.811321,-0.815458,-0.818602,-0.821064,-0.823035,-0.824637,-0.825949,-0.827023,-0.827896,-0.828587,-0.829108,-0.82946,-0.829634,-0.829609,2
-1.245371,-1.217391,-1.209773,-1.207793,-1.201782,-1.194175,-1.178571,-0.311981,-0.454429,0.482287,0.996093,1.030218,1.070658,1.126966,1.16997,1.204113,1.234645,1.19945,1.203341,1.200247,1.199724,1.196561,1.197551,1.186746,1.15987,0.921488,-1.211374,-1.210853,-1.212391,-1.220236,-1.226023,-1.268532,-0.674035,-0.212966,0.072293,0.135849,0.182001,0.19008,0.184015,0.184762,0.184809,0.184741,0.184523,0.188575,0.188044,0.187488,0.191393,0.188452,0.188249,0.191176,0.191178,0.190495,0.192788,0.188299,0.190791,0.190826,0.189476,0.18871,0.189064,0.187786,0.188084,0.188137,0.188165,0.18823,0.188593,0.18441,0.184458,0.184074,0.185261,0.188591,0.188007,0.187789,0.187626,0.187469,0.187303,0.187117,0.186906,0.18666,0.18637,0.186023,0.185602,0.185084,0.184449,0.187047,0.185283,0.17913,0.177108,0.174426,0.170379,0.163514,0.149878,0.111099,-0.704756,-0.77114,-0.786488,-0.793806,-0.797852,-0.800263,-0.801715,-0.802519,-0.802818,-0.802655,-0.801985,-0.80064,-0.798194,-0.793473,-0.782083,2
0.183671,0.389713,0.417198,0.412622,0.420162,0.427705,0.426862,0.417813,0.432893,0.461159,0.341226,0.024633,-0.831602,-0.694009,-0.66392,-0.709221,-0.708919,-0.515949,-0.177093,0.504016,0.359457,0.362705,0.388097,0.365642,0.435818,0.320415,-0.07311,0.773366,-0.678659,-0.423845,-0.576104,-0.678532,-0.656835,-0.662598,-0.661826,-0.708723,-0.680352,-0.686681,-0.687561,-0.692844,-0.693164,-0.669907,-0.681004,-0.686606,-0.698808,-0.702613,-0.690077,-0.70977,-0.717831,-0.688144,-0.70105,-0.700905,-0.705006,-0.688348,-0.698179,-0.665577,-0.672084,-0.673008,-0.69668,-0.675114,-0.648008,-0.659555,-0.672602,-0.675182,-0.664776,-0.676217,-0.657172,-0.654427,-0.656251,-0.688711,-0.629433,-0.515024,-0.659541,0.39079,0.267057,0.376122,0.420817,0.406097,0.439494,0.476731,0.505591,0.535419,0.564662,0.593494,0.62253,0.65074,0.679493,0.707469,0.735852,0.763972,0.791985,0.820469,0.848153,0.876773,0.904409,0.932821,0.960909,0.989115,1.017936,1.046061,1.075528,1.105014,1.139226,1.161095,1.187695,1.2677,1.312766,1
0.201812,0.398703,0.425436,0.421592,0.430271,0.438922,0.441385,0.443476,0.452529,0.473291,0.476435,0.500659,-0.609243,-0.218345,-0.123791,-0.056029,-0.011238,0.017565,0.030503,0.499532,0.470062,0.463146,0.457368,0.475441,0.477916,0.485791,0.539409,0.515173,0.785492,-0.730401,-0.761552,-0.733542,-0.737381,-0.742246,-0.743217,-0.755806,-0.75015,-0.761988,-0.754553,-0.76995,-0.772658,-0.788699,-0.785793,-0.779373,-0.794765,-0.794964,-0.795985,-0.805819,-0.806482,-0.807541,-0.794596,-0.801538,-0.801935,-0.804531,-0.815653,-0.814761,-0.815612,-0.814274,-0.815862,-0.820816,-0.832815,-0.826752,-0.805265,-0.826172,-0.820047,-0.833867,-0.8331,-0.835467,-0.861036,-0.851596,-0.882373,-0.951082,-0.764948,-0.418932,0.779158,0.493728,0.403235,0.469259,0.492372,0.498107,0.526007,0.55038,0.574891,0.599476,0.624624,0.649243,0.67461,0.699392,0.724712,0.749889,0.775062,0.800771,0.825781,0.851755,0.87684,0.902723,0.928343,0.954124,0.980535,1.006325,1.033438,1.060602,1.09229,1.112333,1.136885,1.21196,1.253781,1
-0.551228,-0.685318,-0.692077,-0.675838,-0.685089,-0.689538,-0.704071,-0.745834,-0.75078,-0.803757,1.186143,1.020955,0.979488,0.959474,0.912152,1.028191,1.17216,0.435041,-0.664615,-0.787759,-0.678235,-0.677004,-0.692265,-0.691687,-0.801785,-0.796726,-0.472176,1.033785,0.910817,0.790026,0.799214,0.808838,0.793126,0.786909,0.783474,0.783873,0.779725,0.778277,0.777593,0.776725,0.775809,0.77515,0.774804,0.772991,0.774883,0.770183,0.770977,0.770801,0.770462,0.770799,0.770676,0.77116,0.771234,0.771801,0.772399,0.773057,0.774305,0.775288,0.777202,0.779076,0.781785,0.784328,0.805237,0.801547,0.773709,0.896383,1.115413,-0.35983,-0.703851,-0.782598,-0.687222,-0.666896,-0.684362,-0.676345,-0.670591,-0.668453,-0.666618,-0.665556,-0.664166,-0.663579,-0.662608,-0.662159,-0.661674,-0.661202,-0.661221,-0.660682,-0.660849,-0.660438,-0.660533,-0.660464,-0.660417,-0.660785,-0.660588,-0.661124,-0.660978,-0.661417,-0.661621,-0.661928,-0.66259,-0.662778,-0.663703,-0.664397,-0.667368,-0.663573,-0.661286,-0.683878,-0.68133,1
0.502459,0.603708,0.576474,0.597944,0.570537,0.54905,0.589916,0.544754,0.613726,0.618624,-0.448288,-0.811653,-0.831363,-0.858945,-0.949034,-0.910295,-0.957589,0.901345,0.679343,0.601771,0.585102,0.532581,0.574166,0.551917,0.162194,0.229953,1.451315,2.614338,0.155994,-0.404826,-0.516402,-0.42561,-0.40395,-0.46553,-0.52552,-0.531733,-0.63724,-0.664898,-0.612727,-0.671162,-0.663348,-0.683262,-0.639298,-0.670729,-0.670991,-0.668923,-0.709954,-0.747224,-0.693014,-0.686167,-0.715677,-0.707882,-0.746819,-0.688728,-0.696088,-0.722531,-0.66529,-0.723737,-0.715433,-0.730387,-0.661003,-0.690534,-0.68274,-0.693509,-0.731034,-0.700192,-0.751672,-0.707223,-0.692083,-0.579829,-0.612073,-0.634687,-0.528697,0.471939,0.546405,0.560663,0.567526,0.573891,0.576397,0.57837,0.578826,0.57957,0.579898,0.579949,0.580231,0.579813,0.579902,0.57933,0.579118,0.578658,0.578129,0.577903,0.577074,0.57685,0.575917,0.575449,0.574684,0.573932,0.57342,0.572372,0.571903,0.571103,0.572283,0.567029,0.562994,0.581824,0.576958,1
0.842465,0.88136,0.884554,0.884861,0.873303,0.894004,0.892758,0.895324,0.87756,0.890079,0.868562,0.876141,0.872714,0.882496,-0.063799,-0.065376,-0.046844,0.001639,0.043114,0.092148,0.099753,0.136478,0.201275,0.733844,0.83072,0.847204,0.836457,0.843563,0.840889,0.866706,0.859945,0.861467,0.860147,0.839365,0.859343,0.854617,0.876996,-0.130444,-0.464053,-0.680211,-0.691196,-0.693913,-0.658226,-0.658418,-0.641081,-0.643546,-0.622968,-0.623999,-0.623758,-0.615152,-0.612513,-0.612301,-0.612425,-0.612703,-0.613178,-0.614241,-0.621801,-0.626447,-0.62736,-0.627847,-0.628221,-0.628572,-0.628958,-0.629457,-0.630277,-0.632692,-0.645229,-0.623816,-0.641855,-0.643272,-0.644007,-0.644595,-0.645209,-0.646026,-0.647575,-0.655893,-0.645558,-0.604886,-0.597632,-0.597066,-0.587649,-0.587904,-0.569662,-0.5705,-0.572989,-0.596755,-0.620266,-0.619571,-0.618786,-0.640686,-0.659477,-0.662641,-0.67976,-0.690385,-0.706589,1.121247,0.952436,0.915298,0.900628,0.908403,0.882763,0.906064,0.92725,0.948669,0.970653,0.99364,1.019312,2
