@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute target {1,2,3,4,5,6,7}

@data
-0.023963,-0.06706,-0.107436,-0.143656,-0.174162,-0.19867,-0.217593,-0.231135,-0.239519,-0.244796,-0.247312,-0.246698,-0.243176,-0.23679,-0.227557,-0.217178,-0.206472,-0.196151,-0.18682,-0.178448,-0.170288,-0.161,-0.15135,-0.139592,-0.125756,-0.109985,-0.092615,-0.074045,-0.05463,-0.03478,-0.016486,-0.000959,0.011254,0.019374,0.022366,0.019605,0.011615,-0.000251,-0.015331,-0.033028,-0.05315,-0.073621,-0.093235,-0.111542,-0.128476,-0.143596,-0.156581,-0.167038,-0.173921,-0.177681,-0.180985,-0.18435,-0.18889,-0.194615,-0.201812,-0.209414,-0.217406,-0.225147,-0.230195,-0.232161,-0.230937,-0.226669,-0.219293,-0.209187,-0.195476,-0.177602,-0.154216,-0.125061,-0.090012,-0.049685,-0.006229,6
0.009232,-0.032613,-0.073074,-0.109862,-0.142483,-0.172239,-0.196388,-0.214385,-0.227609,-0.234633,-0.235554,-0.234194,-0.233044,-0.230699,-0.225336,-0.218318,-0.211094,-0.204337,-0.19853,-0.193524,-0.189421,-0.184637,-0.180481,-0.17857,-0.178929,-0.180413,-0.182237,-0.180901,-0.176886,-0.17112,-0.164214,-0.156595,-0.148373,-0.141516,-0.137032,-0.13556,-0.136335,-0.140127,-0.146862,-0.155837,-0.167205,-0.179026,-0.190202,-0.199996,-0.207502,-0.211361,-0.214698,-0.216279,-0.215358,-0.210827,-0.205794,-0.200852,-0.196855,-0.193533,-0.189579,-0.186661,-0.184935,-0.184927,-0.187781,-0.192671,-0.195451,-0.193754,-0.187278,-0.176109,-0.160189,-0.139889,-0.114757,-0.089396,-0.063973,-0.037673,-0.007226,7
-0.024229,-0.067089,-0.10847,-0.145281,-0.179794,-0.208902,-0.232137,-0.249488,-0.261358,-0.267788,-0.270692,-0.270789,-0.268111,-0.26269,-0.254546,-0.243711,-0.230649,-0.217637,-0.204563,-0.192518,-0.18116,-0.17018,-0.157763,-0.145082,-0.132363,-0.117361,-0.100783,-0.082838,-0.064036,-0.044494,-0.025031,-0.007781,0.006695,0.017905,0.024507,0.02595,0.0218,0.012586,-0.000378,-0.016431,-0.035162,-0.056547,-0.078117,-0.098775,-0.117945,-0.135575,-0.151038,-0.16423,-0.173847,-0.179764,-0.182001,-0.181995,-0.181874,-0.182823,-0.185013,-0.18832,-0.192787,-0.197605,-0.202484,-0.206004,-0.206291,-0.203386,-0.197164,-0.18803,-0.176082,-0.161232,-0.140993,-0.115352,-0.083755,-0.046091,-0.004359,6
0.012601,-0.032851,-0.073522,-0.110415,-0.14579,-0.175501,-0.199225,-0.216928,-0.228459,-0.233942,-0.235811,-0.237401,-0.238754,-0.239472,-0.238903,-0.234496,-0.227624,-0.220071,-0.213379,-0.208153,-0.204348,-0.200293,-0.19749,-0.195231,-0.194997,-0.193917,-0.192849,-0.190624,-0.185267,-0.177428,-0.168489,-0.159236,-0.150231,-0.143315,-0.139068,-0.138283,-0.140072,-0.145527,-0.153439,-0.163853,-0.175938,-0.187156,-0.197611,-0.205678,-0.210284,-0.213486,-0.216316,-0.217148,-0.216018,-0.214906,-0.214024,-0.214257,-0.214453,-0.216075,-0.218858,-0.222589,-0.226602,-0.231049,-0.235322,-0.235751,-0.231469,-0.222507,-0.209101,-0.193817,-0.178444,-0.163039,-0.147106,-0.126306,-0.099603,-0.067035,-0.029063,7
-0.013383,-0.05107,-0.087634,-0.121292,-0.149664,-0.171367,-0.185976,-0.193481,-0.196671,-0.199474,-0.202128,-0.200717,-0.195424,-0.188638,-0.178042,-0.16542,-0.15343,-0.142723,-0.133464,-0.126028,-0.12106,-0.118934,-0.121573,-0.129378,-0.140059,-0.150402,-0.160379,-0.170193,-0.179814,-0.18931,-0.198681,-0.207996,-0.217139,-0.226275,-0.235025,-0.241838,-0.245826,-0.24504,-0.242133,-0.238164,-0.234411,-0.230889,-0.227496,-0.224253,-0.221046,-0.217877,-0.214599,-0.211059,-0.207216,-0.201394,-0.191665,-0.181715,-0.173821,-0.168571,-0.166024,-0.165783,-0.167907,-0.171592,-0.178457,-0.187934,-0.19262,-0.191597,-0.184919,-0.172613,-0.155066,-0.133226,-0.111343,-0.089442,-0.067383,-0.039238,-0.004573,4
-0.007861,-0.050511,-0.087835,-0.119576,-0.145531,-0.166071,-0.181096,-0.192115,-0.200233,-0.205595,-0.207802,-0.206819,-0.202978,-0.196375,-0.188661,-0.180879,-0.173633,-0.167337,-0.162068,-0.157298,-0.151482,-0.1454,-0.136993,-0.124947,-0.110939,-0.094908,-0.077438,-0.058956,-0.039664,-0.020484,-0.004061,0.009312,0.019501,0.024829,0.024871,0.019227,0.008367,-0.005498,-0.023055,-0.043168,-0.065392,-0.087184,-0.108084,-0.127592,-0.145414,-0.161387,-0.175095,-0.185813,-0.192769,-0.198679,-0.204465,-0.210696,-0.218195,-0.227008,-0.2365,-0.246031,-0.25565,-0.262772,-0.266957,-0.268849,-0.267691,-0.263568,-0.256532,-0.245091,-0.228553,-0.206325,-0.178258,-0.144736,-0.105916,-0.064934,-0.02012,6
-0.036349,-0.052253,-0.062872,-0.069451,-0.075311,-0.081137,-0.086874,-0.092516,-0.097852,-0.102835,-0.10785,-0.112894,-0.117958,-0.123057,-0.128173,-0.133217,-0.135765,-0.137305,-0.135509,-0.130435,-0.122419,-0.111046,-0.096737,-0.079398,-0.059559,-0.037539,-0.014104,0.007505,0.025978,0.040962,0.051825,0.061015,0.069394,0.07667,0.08295,0.087127,0.089063,0.089269,0.086525,0.080998,0.072535,0.062059,0.050523,0.037993,0.02376,0.005511,-0.016868,-0.040543,-0.065146,-0.090073,-0.113591,-0.133088,-0.148427,-0.159644,-0.167095,-0.170901,-0.170621,-0.166247,-0.158054,-0.14635,-0.13125,-0.112887,-0.091375,-0.069232,-0.047047,-0.02478,-0.002437,0.020057,0.042522,0.064623,0.087094,1
-0.053897,-0.091546,-0.126333,-0.159739,-0.188212,-0.210714,-0.226141,-0.234432,-0.235421,-0.234839,-0.233923,-0.233803,-0.23142,-0.223719,-0.210961,-0.194956,-0.179202,-0.164307,-0.150946,-0.139554,-0.131684,-0.129854,-0.134405,-0.144753,-0.159906,-0.176616,-0.193111,-0.20917,-0.224872,-0.240347,-0.255552,-0.270426,-0.284927,-0.29837,-0.309639,-0.316606,-0.316409,-0.310148,-0.301218,-0.290351,-0.279831,-0.269687,-0.259888,-0.250416,-0.241175,-0.232105,-0.223085,-0.213941,-0.204538,-0.191657,-0.180389,-0.17217,-0.166571,-0.163633,-0.162902,-0.164202,-0.167207,-0.171345,-0.177835,-0.183167,-0.182561,-0.176208,-0.16556,-0.150112,-0.128345,-0.104073,-0.07896,-0.053871,-0.028647,-0.00082,0.032761,4
-0.035023,-0.072107,-0.105373,-0.133245,-0.159351,-0.1843,-0.20469,-0.220554,-0.2294,-0.230885,-0.226467,-0.221309,-0.214508,-0.20586,-0.192993,-0.178587,-0.164181,-0.150811,-0.139039,-0.129204,-0.121469,-0.116291,-0.114109,-0.116687,-0.123842,-0.130633,-0.137195,-0.143761,-0.150198,-0.156576,-0.162908,-0.169301,-0.175696,-0.182115,-0.188652,-0.194252,-0.198404,-0.202608,-0.205188,-0.206879,-0.208727,-0.210622,-0.212596,-0.214526,-0.216433,-0.218264,-0.219829,-0.22108,-0.221876,-0.219845,-0.214025,-0.203952,-0.189383,-0.174515,-0.160911,-0.148929,-0.138769,-0.129948,-0.125402,-0.125295,-0.126244,-0.127598,-0.127846,-0.124295,-0.115493,-0.101136,-0.081318,-0.056202,-0.025736,0.008373,0.045004,4
-0.011614,-0.058134,-0.098994,-0.135828,-0.169495,-0.196885,-0.218248,-0.233522,-0.242604,-0.24552,-0.245768,-0.244982,-0.246692,-0.247985,-0.244309,-0.236635,-0.227487,-0.218594,-0.210191,-0.202152,-0.194534,-0.18719,-0.181916,-0.179187,-0.179915,-0.183683,-0.184788,-0.183281,-0.180789,-0.177143,-0.172332,-0.166518,-0.160792,-0.157088,-0.155632,-0.156341,-0.160207,-0.166855,-0.175438,-0.185671,-0.195911,-0.205228,-0.213297,-0.219279,-0.222144,-0.22151,-0.220978,-0.219156,-0.217788,-0.217579,-0.21789,-0.218908,-0.219245,-0.221092,-0.223278,-0.225881,-0.228828,-0.231945,-0.235541,-0.236078,-0.231851,-0.222715,-0.208945,-0.191127,-0.173104,-0.154706,-0.136191,-0.112612,-0.083162,-0.047994,-0.007888,7
-0.021485,-0.071306,-0.115824,-0.158954,-0.196788,-0.228773,-0.254337,-0.273354,-0.286803,-0.294146,-0.297398,-0.297776,-0.295375,-0.290129,-0.281871,-0.270254,-0.255744,-0.239824,-0.223555,-0.207348,-0.19233,-0.178956,-0.167715,-0.157445,-0.148527,-0.140958,-0.132349,-0.122614,-0.112563,-0.101733,-0.090583,-0.079615,-0.069409,-0.062052,-0.058556,-0.058335,-0.061623,-0.068224,-0.078343,-0.091273,-0.105491,-0.119559,-0.132961,-0.145839,-0.157477,-0.167729,-0.176723,-0.183833,-0.188742,-0.193782,-0.199138,-0.205819,-0.214025,-0.223733,-0.23428,-0.244661,-0.254514,-0.263016,-0.268413,-0.27069,-0.269985,-0.26641,-0.259697,-0.249973,-0.234794,-0.213806,-0.186706,-0.15311,-0.113602,-0.06867,-0.019394,6
-0.025588,-0.069301,-0.110517,-0.14665,-0.177664,-0.202779,-0.222262,-0.236198,-0.244639,-0.249958,-0.252299,-0.251531,-0.248133,-0.241637,-0.232494,-0.221538,-0.210284,-0.199237,-0.189035,-0.179603,-0.169451,-0.158487,-0.147123,-0.13588,-0.12253,-0.107757,-0.091579,-0.074312,-0.056283,-0.038231,-0.022126,-0.00892,0.001335,0.00737,0.008392,0.003927,-0.005404,-0.018231,-0.034275,-0.052685,-0.073303,-0.093619,-0.11266,-0.130463,-0.146745,-0.161241,-0.173573,-0.183548,-0.189903,-0.192711,-0.195039,-0.198553,-0.20321,-0.208969,-0.215998,-0.223661,-0.231607,-0.239449,-0.244458,-0.246492,-0.245452,-0.24129,-0.234187,-0.224203,-0.208966,-0.188318,-0.161797,-0.129456,-0.09189,-0.049086,-0.005215,6
-0.007251,-0.048158,-0.086071,-0.123139,-0.155418,-0.184019,-0.209076,-0.228075,-0.241761,-0.24957,-0.2512,-0.247329,-0.243038,-0.240879,-0.237014,-0.230124,-0.222308,-0.21473,-0.207761,-0.20158,-0.196138,-0.190454,-0.185067,-0.181555,-0.180182,-0.17785,-0.175738,-0.172062,-0.165973,-0.156153,-0.145243,-0.133552,-0.122468,-0.113597,-0.107117,-0.104801,-0.107008,-0.114008,-0.1243,-0.136851,-0.151408,-0.167176,-0.181631,-0.193379,-0.201754,-0.209846,-0.215744,-0.219187,-0.218363,-0.213163,-0.205745,-0.198436,-0.192246,-0.186655,-0.180393,-0.174821,-0.170366,-0.1709,-0.17488,-0.178178,-0.179315,-0.175795,-0.167465,-0.154489,-0.136989,-0.115167,-0.089261,-0.063328,-0.037085,-0.01066,0.017309,7
-0.002141,-0.047896,-0.08883,-0.126283,-0.161432,-0.190676,-0.213989,-0.231206,-0.242361,-0.247879,-0.251561,-0.254928,-0.25859,-0.259261,-0.255604,-0.24874,-0.240849,-0.233106,-0.226683,-0.221646,-0.217819,-0.212651,-0.208753,-0.207178,-0.207917,-0.20998,-0.211188,-0.209311,-0.204921,-0.199666,-0.19371,-0.187675,-0.181334,-0.17684,-0.174974,-0.174718,-0.176549,-0.180067,-0.186267,-0.194475,-0.202685,-0.210328,-0.217118,-0.221998,-0.224081,-0.223571,-0.223347,-0.221625,-0.220698,-0.219922,-0.220034,-0.220525,-0.221344,-0.223456,-0.226655,-0.230865,-0.234953,-0.238706,-0.241802,-0.241715,-0.236859,-0.227573,-0.21411,-0.200428,-0.186699,-0.172488,-0.153413,-0.128459,-0.097671,-0.061055,-0.019101,7
0.018984,0.033785,0.048093,0.061514,0.075058,0.088588,0.101328,0.110655,0.116645,0.11915,0.120237,0.120164,0.118277,0.116441,0.115148,0.114142,0.113548,0.113286,0.11322,0.113481,0.113956,0.115892,0.120318,0.128006,0.138662,0.152165,0.165912,0.179112,0.191577,0.203525,0.214179,0.222996,0.22966,0.233768,0.234143,0.23393,0.230673,0.227173,0.220958,0.210677,0.198593,0.184829,0.169731,0.15357,0.136802,0.119888,0.105615,0.094999,0.08782,0.083978,0.083316,0.085631,0.090869,0.09779,0.104409,0.110738,0.117064,0.123292,0.129308,0.135552,0.141402,0.144569,0.144671,0.141893,0.138242,0.133368,0.128055,0.122697,0.11733,0.11205,0.10584,5
-0.016206,-0.052168,-0.087449,-0.120267,-0.147945,-0.16912,-0.18303,-0.190029,-0.196217,-0.202199,-0.203919,-0.199691,-0.190205,-0.180063,-0.169319,-0.159262,-0.150513,-0.142632,-0.135842,-0.13076,-0.128563,-0.128747,-0.131288,-0.137941,-0.143977,-0.149807,-0.15542,-0.161017,-0.166651,-0.172126,-0.177778,-0.183431,-0.189197,-0.195088,-0.200638,-0.204469,-0.206829,-0.207048,-0.205707,-0.204513,-0.203362,-0.202308,-0.201237,-0.200208,-0.199055,-0.19786,-0.196497,-0.194722,-0.192671,-0.187319,-0.177939,-0.167996,-0.159375,-0.152971,-0.148641,-0.146246,-0.145253,-0.147091,-0.153881,-0.163929,-0.172019,-0.175218,-0.1726,-0.164266,-0.150173,-0.129957,-0.105569,-0.079953,-0.054328,-0.0285,0.003556,4
0.053877,0.039731,0.025695,0.011861,-0.001902,-0.015463,-0.028921,-0.042266,-0.055498,-0.068537,-0.081452,-0.094028,-0.106527,-0.116169,-0.122089,-0.126453,-0.127418,-0.124739,-0.119188,-0.109702,-0.096412,-0.079943,-0.060512,-0.038139,-0.013943,0.007796,0.025554,0.038781,0.051021,0.06206,0.072309,0.081615,0.088487,0.093189,0.095025,0.093598,0.088517,0.079839,0.067639,0.052221,0.034137,0.014382,-0.006145,-0.026805,-0.049414,-0.076201,-0.105277,-0.131999,-0.155663,-0.175921,-0.192995,-0.206604,-0.215629,-0.220363,-0.22123,-0.218661,-0.213164,-0.203953,-0.191079,-0.175476,-0.159724,-0.143862,-0.127493,-0.111092,-0.094538,-0.078079,-0.061594,-0.044736,-0.026295,-0.005607,0.017026,1
-0.02099,-0.034644,-0.04282,-0.049433,-0.055991,-0.0625,-0.068992,-0.075804,-0.084334,-0.093301,-0.103297,-0.114311,-0.125425,-0.136809,-0.147398,-0.15679,-0.163521,-0.165656,-0.162415,-0.153142,-0.138319,-0.120273,-0.10075,-0.076856,-0.048217,-0.017734,0.011608,0.037347,0.059146,0.077824,0.095925,0.112408,0.129391,0.144227,0.152939,0.15575,0.156843,0.154521,0.148105,0.140999,0.128595,0.111076,0.0913,0.072862,0.052686,0.029307,0.001575,-0.027807,-0.058173,-0.088897,-0.11977,-0.145936,-0.166202,-0.18025,-0.192032,-0.2007,-0.203881,-0.204361,-0.201599,-0.19311,-0.180442,-0.163897,-0.143442,-0.119211,-0.093709,-0.066935,-0.03976,-0.012554,0.014759,0.043458,0.073352,2
-0.030681,-0.072354,-0.113299,-0.151943,-0.185166,-0.216326,-0.242067,-0.262049,-0.27623,-0.284987,-0.288175,-0.28801,-0.285465,-0.280389,-0.273113,-0.263107,-0.250136,-0.234986,-0.219385,-0.203889,-0.18886,-0.173526,-0.156519,-0.139097,-0.122516,-0.107407,-0.091301,-0.074116,-0.055993,-0.037587,-0.019586,-0.003876,0.008611,0.017894,0.022399,0.021469,0.0152,0.004398,-0.009509,-0.026498,-0.046082,-0.068104,-0.090498,-0.111393,-0.13082,-0.148487,-0.163823,-0.176266,-0.184861,-0.189668,-0.190773,-0.188651,-0.183922,-0.180479,-0.178262,-0.177455,-0.177889,-0.179775,-0.181995,-0.18392,-0.184362,-0.181439,-0.175271,-0.165939,-0.15341,-0.138031,-0.119673,-0.096072,-0.067095,-0.032874,0.005052,6
