@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute target {1,2}

@data
-2.308146,-2.289233,-2.328381,-2.266037,-2.356946,-2.229148,-2.42036,-2.125664,-2.659179,-0.490323,1.989621,0.590666,0.441693,-0.16184,-0.07854,-0.527207,-2.130172,-2.39517,-2.228202,-2.371396,-2.241368,-2.370052,-2.250268,-2.296363,0.478549,1.736775,1.842797,1.902056,1.937624,1.928552,1.951201,1.917103,1.917969,1.865117,1.88468,1.838483,1.848949,1.790784,1.807855,1.804158,1.822326,1.781214,1.796013,1.764434,1.791104,1.770865,1.794751,1.768318,1.782296,1.795334,1.821773,1.920192,2.064791,2.027735,2.018155,1.97583,2.000511,1.950078,1.955926,1.888412,1.954939,1.67381,-2.09065,-2.35043,-2.282229,-2.316338,-2.294549,-2.310221,-2.298236,-2.307678,-2.30017,-2.306096,-2.301538,-2.304863,-2.302687,-2.303763,2
0.388365,0.290338,0.49144,0.176198,0.625012,0.009888,0.848095,-0.320264,1.415183,-1.616995,10.534454,3.321663,-2.313462,0.375777,-1.475694,-0.003652,-1.217328,0.230983,0.146648,0.572084,0.192169,0.490619,0.292773,0.324709,0.53135,-0.019992,2.921059,1.79305,-1.394405,-0.066156,-1.065292,-0.259507,-0.943272,-0.325175,-0.875603,-0.368741,-0.787604,-0.369038,-0.766199,-0.377363,-0.736541,-0.415169,-0.722825,-0.429972,-0.709652,-0.429103,-0.650502,-0.442197,-0.683194,-0.470776,-0.656007,-0.473409,-0.663631,-0.489722,-0.682974,-0.479089,-0.654435,-0.516624,-0.65065,-0.518399,-0.638395,-0.545402,-0.659086,-0.558204,-0.639369,-0.532022,0.304044,0.439008,0.336052,0.387972,0.34453,0.379959,0.351998,0.37279,0.359002,0.365876,2
-2.331317,-2.31463,-2.348483,-2.296438,-2.368403,-2.273786,-2.3954,-2.239531,-2.443031,-2.162522,-2.610756,-1.152348,3.453283,3.638439,3.470188,3.740884,3.3006,4.102612,0.588894,-2.912737,-2.014809,-2.530797,-2.186353,-2.421523,-2.276899,-2.319844,-2.457644,-1.21159,1.266205,0.990642,1.311421,1.083489,1.331439,1.170403,1.347426,1.213265,1.354728,1.246777,1.365511,1.277717,1.380405,1.307295,1.396994,1.339408,1.399169,1.351995,1.403802,1.370957,1.411107,1.385329,1.406449,1.394969,1.394856,1.392501,1.382356,1.32684,1.065518,0.98084,0.902778,0.956993,0.871956,0.971495,0.843915,1.017742,0.76258,1.201676,-0.496901,-2.574277,-2.19124,-2.415634,-2.265207,-2.371672,-2.295581,-2.348382,-2.314934,-2.331179,2
-3.34606,-3.424421,-3.362253,-3.476606,-3.240742,-1.864983,1.245439,2.861704,3.218882,3.367733,3.553092,3.422906,3.545924,3.339375,3.651995,3.163043,4.037141,0.384137,-3.819333,-3.002895,-3.612289,-3.167682,-1.63311,0.186463,0.10374,0.474576,0.435867,0.652243,0.475227,0.640941,0.496222,0.631548,0.509984,0.629996,0.509699,0.615811,0.519435,0.612289,0.527892,0.601252,0.528005,0.597735,0.531719,0.594111,0.535065,0.593531,0.544306,0.596245,0.550046,0.596367,0.564254,0.592835,0.559846,0.588268,0.559152,0.592624,0.570017,0.585117,0.575556,0.584926,0.578702,0.584311,0.584014,0.575733,0.513926,-1.817247,-2.363744,-2.245473,-2.314685,-2.267548,-2.30194,-2.276248,-2.295299,-2.281739,-2.290475,-2.286191,2
1.77954,1.868593,1.864162,1.847562,1.965396,1.788932,2.121251,0.951839,-1.471967,-0.703909,-0.580789,-0.357544,0.267036,2.176051,1.719223,2.063126,1.682329,2.128116,1.556485,2.94721,-0.783843,-2.384142,-1.997878,-2.260398,-2.132538,-2.279495,-2.222185,-2.307639,-2.230038,-2.343122,-2.305206,-2.327058,-2.232931,-2.244128,-2.177764,-2.225723,-2.110399,-2.184665,-2.109834,-2.18784,-2.104791,-2.245438,-2.14469,-2.191116,-2.096515,-2.207095,-2.078511,-2.230615,-2.047581,-2.282285,-1.956053,-2.497808,-0.702947,2.201894,1.719106,2.042035,1.821992,1.988647,1.85415,1.964074,1.871399,1.950746,1.881906,1.942068,1.889223,1.935964,1.894525,1.931268,1.898511,1.927803,1.901524,1.92594,1.903805,1.925859,1.90029,1.9469,1
-2.053964,-2.034421,-2.077423,-2.012179,-2.103969,-1.969723,-2.168201,-1.854738,-2.444065,0.086995,2.73568,1.979538,2.457344,2.126637,2.223838,-1.889674,-1.976856,-2.153836,-1.930097,-2.182238,-1.896421,-2.235166,-1.799265,-2.48244,-0.007993,2.243924,1.693755,2.012276,1.803852,1.948023,1.825936,1.92083,1.850682,1.911987,1.859408,1.91493,1.870796,1.897806,1.873559,1.896954,1.872338,1.893963,1.874524,1.892324,1.88338,1.894927,1.883412,1.895002,1.880468,1.888161,1.87537,1.889041,1.87946,1.886792,1.882976,1.879328,1.912191,1.719399,-1.770379,-2.102532,-2.026384,-2.06185,-2.041186,-2.05469,-2.04524,-2.052154,-2.046942,-2.05095,-2.04783,-2.050271,-2.048365,-2.049837,-2.048729,-2.049522,-2.04901,-2.049261,2
-2.229466,-2.221646,-2.237624,-2.212738,-2.247876,-2.200115,-2.265016,-2.172717,-2.325016,-1.89089,3.211507,3.698254,3.431998,3.722455,3.31817,4.032594,1.075747,-2.725106,-1.920189,-2.460049,-2.030081,-2.409473,-2.047144,-2.421946,-1.990678,-2.596313,-0.658583,1.422701,1.127482,1.326624,1.247631,1.331693,1.303251,1.344568,1.34642,1.371226,1.374484,1.38799,1.404636,1.418408,1.429479,1.43571,1.452296,1.45836,1.472428,1.471652,1.479419,1.468628,1.4763,1.466415,1.473325,1.463565,1.457086,1.333826,1.085009,0.984133,0.974775,0.962647,0.971589,0.955757,0.965172,0.938004,0.987369,0.793222,-2.063569,-2.262092,-2.2128,-2.235815,-2.222166,-2.231281,-2.224808,-2.229528,-2.226094,-2.228504,-2.226966,-2.227716,2
-2.419421,-2.408767,-2.435812,-2.39033,-2.453615,-2.367678,-2.481762,-2.3325,-2.534467,-2.244427,-2.720688,0.042527,1.987228,0.476226,0.265881,-0.287857,-0.263742,-0.647534,-2.261367,-2.47248,-2.379096,-2.438903,-2.402711,-2.421114,-2.428895,-2.385355,-2.450134,0.011859,1.739371,1.675437,1.904228,1.830905,1.943786,1.848134,1.888678,1.822998,1.845567,1.780549,1.810646,1.775882,1.788936,1.768282,1.77197,1.767992,1.75934,1.757475,1.731551,1.748293,1.724693,1.752777,1.725709,1.759755,1.711753,1.785872,1.725659,1.865161,1.851397,1.919496,1.822818,1.920225,1.767421,1.921515,1.711327,1.964378,1.611635,2.20541,-0.036254,-2.733784,-2.241523,-2.527989,-2.338793,-2.462736,-2.360336,-2.41615,-2.367046,-2.377478,2
-2.321769,-2.332514,-2.310742,-2.344145,-2.298088,-2.358448,-2.281051,-2.380461,-2.248154,-2.447011,-1.956039,3.154752,3.715994,3.366437,3.7564,3.226688,4.119823,0.647983,-2.895343,-2.018652,-2.527019,-2.178902,-2.430422,-2.252945,-2.35445,-2.37906,-1.605201,1.086455,1.064083,1.273283,1.132532,1.311701,1.192013,1.336449,1.229586,1.355451,1.263683,1.375987,1.299449,1.395702,1.31337,1.399846,1.330426,1.404821,1.346051,1.410972,1.360171,1.427669,1.378947,1.429276,1.383471,1.427169,1.382831,1.406722,1.23837,1.082527,0.927851,0.929088,0.898331,0.920502,0.899265,0.917957,0.906169,0.904999,0.935556,0.763966,-2.170023,-2.350361,-2.317408,-2.326005,-2.32482,-2.323394,-2.325576,-2.323488,-2.325055,-2.324226,2
-2.388486,-2.376659,-2.400642,-2.363783,-2.414781,-2.347487,-2.435032,-2.318636,-2.49009,-2.091021,1.704128,2.117256,1.825089,2.156132,1.719911,2.433817,-0.225815,-2.778465,-2.197709,-2.487388,-2.338026,-2.386706,-2.436973,-2.253087,-2.716446,-0.444983,2.038501,1.311293,1.792695,1.434974,1.727666,1.485212,1.70314,1.510134,1.687801,1.524032,1.671769,1.535766,1.661624,1.544949,1.650693,1.543142,1.643646,1.552122,1.637625,1.557908,1.63889,1.565782,1.634211,1.569901,1.630442,1.573165,1.620162,1.569495,1.61679,1.572415,1.61412,1.57479,1.612197,1.575888,1.61289,1.570385,1.636297,1.409684,-2.099335,-2.45049,-2.355408,-2.408555,-2.379055,-2.423729,-2.414787,-2.447254,-2.447654,-2.472327,-2.479533,-2.498187,2
-3.000069,-3.052494,-3.048408,-3.082591,-2.956035,-1.480357,1.520321,3.393323,3.473873,3.773359,3.484474,3.720222,3.437537,3.807732,3.284057,4.186714,0.606714,-3.446447,-2.675055,-3.247274,-2.82459,-1.398033,0.51466,0.712171,0.861024,0.725163,0.862982,0.73468,0.855642,0.751279,0.846894,0.746565,0.839652,0.769679,0.8424,0.763595,0.843265,0.777525,0.823389,0.767877,0.82684,0.776863,0.828767,0.774318,0.826424,0.775181,0.818901,0.763886,0.801045,0.779828,0.80778,0.772258,0.804409,0.774985,0.810036,0.783686,0.800625,0.802384,0.68204,-1.774617,-2.011065,-1.974894,-1.984921,-1.983895,-1.981087,-1.985625,-1.98038,-1.985774,-1.980562,-1.985385,-1.981086,-1.984769,-1.981764,-1.984049,-1.982512,-1.983285,2
-2.342164,-2.321193,-2.364664,-2.295248,-2.396952,-2.251445,-2.46318,-2.13414,-2.742068,-0.181832,2.492281,1.75064,2.220735,1.857069,2.204012,1.705856,-2.013207,-2.472318,-2.235225,-2.425072,-2.25721,-2.409262,-2.28074,-2.277034,1.300599,1.675256,1.651139,1.619685,1.670839,1.616,1.681517,1.610814,1.67864,1.612067,1.688579,1.614137,1.681661,1.609334,1.683949,1.604656,1.684183,1.605843,1.691011,1.605969,1.686447,1.602952,1.691604,1.595634,1.694828,1.591394,1.697602,1.582714,1.710106,1.579974,1.73022,1.562895,1.753727,1.52335,1.807202,1.425024,2.047105,-0.282213,-2.686671,-2.152876,-2.456419,-2.251666,-2.401305,-2.28711,-2.376353,-2.305849,-2.361555,-2.318032,-2.351149,-2.327225,-2.342765,-2.335113,2
2.56307,2.55718,2.588017,2.576429,2.582571,2.582173,2.571889,2.581712,2.572159,2.585455,2.518771,0.705214,-0.041261,0.290516,0.37761,0.587846,0.564431,0.853679,2.454812,2.617192,2.481789,2.619132,2.458493,2.678847,2.433652,2.858959,1.517234,-1.267362,-1.489469,-1.795492,-1.629511,-1.757344,-1.655733,-1.784002,-1.711276,-1.778398,-1.762209,-1.815222,-1.770283,-1.80838,-1.790984,-1.831032,-1.801766,-1.854345,-1.821109,-1.849629,-1.82617,-1.89052,-1.871829,-1.890436,-1.873608,-1.888307,-1.876126,-1.884996,-1.881084,-1.799236,-1.670975,-1.631336,-1.472458,-1.478043,-1.490173,-1.530909,-1.513939,-1.567238,-1.533243,-1.584157,-1.540223,-1.614978,-1.349316,2.358578,2.589395,2.573308,2.601085,2.587038,2.59464,2.591228,2
2.145182,2.129933,2.197383,2.111609,2.209311,2.077918,2.297195,1.958032,2.52765,0.293206,-0.804007,0.585699,0.272361,0.727446,0.489684,0.889491,1.978468,2.2881,2.054594,2.27638,2.049325,2.297657,2.007917,2.421588,0.948923,-1.916685,-1.8861,-2.052379,-2.030333,-2.121084,-2.127877,-2.164417,-2.170711,-2.194461,-2.229825,-2.256678,-2.251316,-2.263737,-2.280827,-2.273961,-2.281393,-2.272843,-2.282938,-2.269842,-2.300829,-2.301502,-2.294129,-2.297568,-2.239203,-2.15696,-2.135629,-2.138005,-2.181283,-2.136271,-2.138896,-2.109838,-2.17338,-1.918175,1.909149,2.228401,2.150723,2.174748,2.120361,2.05124,1.971408,1.901975,1.823707,1.752684,1.6759,1.603475,1.528065,1.454224,1.380371,1.304654,1.233389,1.153556,2
2.11425,2.131096,2.081319,2.120037,2.073952,2.133822,2.049908,2.185231,1.851539,-0.091833,1.029303,1.197577,1.311157,1.36002,1.378765,1.455301,2.081459,2.134391,2.113028,2.150899,2.090384,2.156849,2.062269,2.218277,-0.412401,-1.947378,-1.747478,-1.964325,-1.936583,-2.055386,-2.034931,-2.095998,-2.091022,-2.104045,-2.09597,-2.098356,-2.101975,-2.091162,-2.123229,-2.13116,-2.144369,-2.124188,-2.150075,-2.118729,-2.155632,-2.112836,-2.162148,-2.105119,-2.173511,-2.115522,-2.175184,-1.971616,-1.929855,-1.825551,-1.93395,-1.80777,-1.944008,-1.725967,-1.984646,-1.626245,-2.226526,0.061083,2.47331,1.907266,2.262679,2.044359,2.20749,2.081063,2.18117,2.101181,2.164998,2.11473,2.153233,2.125275,2.143502,2.134508,2
-2.242267,-2.252498,-2.236185,-2.261445,-2.22089,-2.277769,-2.196881,-2.326568,-1.98077,1.817418,2.201542,1.976847,2.228976,1.871784,2.495197,0.024457,-2.665028,-2.007436,-2.411607,-2.114526,-2.352356,-2.152778,-2.323103,-2.187795,-2.184372,1.380066,1.743508,1.708688,1.704103,1.737208,1.691403,1.736231,1.691473,1.735442,1.692822,1.731792,1.69867,1.737091,1.703068,1.738038,1.704472,1.736303,1.707001,1.735529,1.697941,1.728339,1.699878,1.726975,1.700972,1.726146,1.701145,1.721653,1.703526,1.724045,1.703294,1.724504,1.702377,1.732084,1.691022,1.75911,1.515681,-2.03431,-2.291899,-2.222727,-2.258332,-2.235,-2.25217,-2.238752,-2.249561,-2.240748,-2.247921,-2.242168,-2.246643,-2.243353,-2.245517,-2.244444,2
-2.319777,-2.321845,-2.312606,-2.328741,-2.320556,-2.217193,1.20318,1.185553,0.238975,-0.059842,-0.345601,-0.410668,-0.657241,-2.220755,-2.342376,-2.304927,-2.322795,-2.317468,-2.319689,-2.32662,-2.318347,-2.245739,0.940944,1.845068,1.736488,1.906853,1.869559,1.946159,1.901413,1.944664,1.875368,1.904749,1.850921,1.876467,1.845238,1.877776,1.841205,1.856042,1.82231,1.844504,1.818617,1.848566,1.833457,1.857302,1.838915,1.861896,1.845843,1.867576,1.861305,1.988107,2.073858,1.979295,1.926002,1.905483,1.882055,1.874087,1.872667,1.860557,1.909389,1.66745,-2.081368,-2.363813,-2.300763,-2.325926,-2.311897,-2.320193,-2.315017,-2.318345,-2.316175,-2.317594,-2.316672,-2.317263,-2.316893,-2.317116,-2.316991,-2.317047,2
2.174265,2.178936,2.214957,2.148715,2.237825,2.118083,2.245042,2.045828,2.436532,0.89204,0.118442,1.1644,0.937402,1.280331,1.087504,1.382982,2.078869,2.246193,2.10455,2.258992,2.06928,2.298639,2.021099,2.472347,0.91771,-1.804767,-1.854302,-2.116314,-2.026492,-2.139032,-2.080489,-2.16533,-2.087769,-2.165247,-2.108203,-2.171144,-2.139398,-2.190579,-2.133707,-2.209519,-2.177364,-2.229934,-2.208558,-2.230825,-2.187904,-2.276273,-2.216008,-2.288854,-2.230741,-2.299483,-2.085453,-2.028915,-1.827221,-1.975212,-1.809342,-2.001215,-1.770586,-2.064829,-1.681571,-2.327174,0.124012,2.597539,1.948292,2.335484,2.093546,2.18274,1.978431,2.00451,1.846462,1.836517,1.707799,1.673025,1.566113,1.511429,1.42362,1.349273,2
-2.291843,-2.277919,-2.306238,-2.262517,-2.323344,-2.242701,-2.347497,-2.211253,-2.392485,-2.136339,-2.560238,-1.098988,3.476389,3.588173,3.48844,3.685241,3.329267,4.023798,0.659898,-2.904212,-1.926807,-2.55592,-2.065683,-2.491334,-2.08195,-2.551526,-1.376037,0.914446,1.216773,1.150235,1.286469,1.218212,1.335097,1.271035,1.363698,1.294746,1.381613,1.331731,1.403112,1.353703,1.42777,1.381165,1.449421,1.406314,1.464597,1.421242,1.474279,1.434871,1.47236,1.432727,1.46952,1.427731,1.451657,1.410493,1.296711,1.026287,0.96852,0.919584,0.939495,0.909667,0.929312,0.919349,0.92137,0.945876,0.771205,-2.134271,-2.314707,-2.281034,-2.290164,-2.288685,-2.287322,-2.289655,-2.287221,-2.289309,-2.287811,-2.288588,2
