@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute target {1,2}

@data
-1.735812,-0.395376,1.785427,3.039399,3.027144,3.576941,2.525749,0.757732,-1.059328,-1.829789,-0.747565,1.033721,3.150202,3.76689,2.971884,3.244622,3.88615,2.481548,0.409906,-1.194555,-1.439541,-1.469825,-2.218628,-3.721092,-3.649216,-2.258688,-1.028298,-1.311569,-2.590311,-3.88566,-3.306835,-1.815225,1
-1.297329,-0.269534,1.509539,3.000504,3.367106,3.627567,3.194835,1.613997,-0.138213,-1.326667,-0.672441,0.656272,2.451721,3.307644,3.227326,3.453054,3.637151,2.428709,0.561674,-0.970078,-1.877352,-2.291596,-3.032442,-3.282675,-2.875078,-2.264994,-2.147936,-2.527124,-3.208816,-3.237077,-2.585642,-2.032106,1
-1.537767,-0.476602,1.294556,2.975746,3.182277,3.346483,2.969941,1.077373,-0.756709,-1.654356,-0.669666,0.884002,2.932256,3.701806,3.021985,3.131093,3.894149,2.595582,0.566856,-0.873223,-1.338593,-2.377808,-3.540103,-3.736828,-2.829239,-1.606062,-1.186005,-2.127866,-3.599404,-3.661053,-2.390716,-1.212104,1
-2.033103,-0.860495,1.237678,3.221035,3.569432,3.829889,3.389902,1.500252,-0.457602,-2.101959,-1.705457,-0.257348,1.710019,3.519547,3.540709,3.424543,3.908737,2.459992,0.258346,-1.440676,-1.10052,-1.821644,-3.295531,-3.369841,-2.272904,-1.20009,-1.224788,-2.194882,-3.200748,-3.364618,-2.417208,-1.250667,2
-2.428901,-1.050835,1.241487,3.080671,3.608893,3.835495,2.701939,0.7195,-1.204013,-2.45584,-1.277151,0.546569,2.690477,4.028477,3.533824,3.711394,3.941393,1.899489,-0.059399,-1.764023,-0.859863,-1.786292,-2.986357,-3.257094,-2.300283,-1.234202,-1.068502,-2.106767,-3.090154,-3.165294,-2.339323,-1.105317,2
-1.679229,-0.690248,1.138247,3.090367,4.013042,4.19059,3.28982,1.570474,-0.183685,-1.575935,-1.178993,0.209208,1.798091,3.186552,3.435409,3.617439,3.53262,2.064258,0.241023,-1.12487,-1.726478,-2.437837,-3.416799,-3.134527,-2.210681,-1.291014,-1.283587,-2.199726,-2.960262,-3.310957,-2.935728,-2.036583,1
-1.880074,-0.764676,1.028259,3.012645,3.626996,3.734325,3.54861,1.596572,-0.267497,-1.877212,-1.483636,-0.033747,1.771914,3.403134,3.523825,3.396073,3.741478,2.470569,0.282536,-1.198602,-1.177233,-1.973581,-3.429712,-3.579608,-2.434912,-1.263207,-1.06974,-2.327922,-3.443476,-3.376697,-2.476427,-1.078978,2
-1.864216,-0.673316,1.179709,2.97548,3.646422,3.859782,3.341481,1.527729,-0.27971,-1.8282,-1.359874,0.133097,1.981277,3.411522,3.520342,3.563472,3.608276,2.312505,0.190418,-1.285695,-1.043627,-1.75927,-3.267495,-3.715867,-2.648189,-1.415714,-1.19404,-2.485709,-3.378651,-3.26278,-2.528032,-1.261126,2
-1.918058,-0.671829,1.460571,3.392598,3.683993,4.059239,3.20844,1.577709,-0.217559,-1.810806,-1.548326,0.035562,1.936021,3.578359,3.464629,3.646388,3.124402,2.103374,0.323644,-1.346042,-1.37907,-2.017561,-3.161804,-3.485406,-2.441889,-1.387334,-1.284508,-2.283207,-3.092989,-3.271201,-2.706492,-1.570848,1
-1.592476,-0.320262,1.752629,3.192226,3.558513,3.847434,2.743477,1.125928,-0.696329,-1.592074,-0.729425,0.667745,2.65273,3.565349,3.219761,3.578993,3.714977,2.192906,0.260673,-1.203188,-1.907555,-2.312381,-3.101605,-3.295027,-2.626548,-1.793618,-1.599334,-2.229914,-2.811849,-3.104903,-2.916625,-2.240227,1
-1.644903,-0.413138,1.44261,3.247755,3.632035,3.780731,3.168347,1.662184,0.014138,-1.67148,-1.420425,-0.128889,1.684635,3.286346,3.562824,3.482661,3.636355,2.354121,0.44985,-1.227598,-1.816936,-2.464103,-3.541032,-3.139289,-2.118457,-1.1269,-0.946435,-1.931876,-2.705806,-3.247347,-3.485203,-2.374776,1
-1.427402,-0.22825,1.767125,3.391997,3.486408,3.851499,3.262549,1.361514,-0.334782,-1.605814,-1.133136,0.251334,2.197975,3.363083,3.256566,3.224579,3.471065,2.240198,0.339744,-0.900036,-1.201041,-1.899519,-3.242339,-3.485908,-2.846608,-1.772965,-1.707969,-2.479264,-3.541875,-3.498121,-2.547319,-1.613288,1
-1.895674,-0.629771,1.272767,3.04673,3.50758,3.789416,2.882898,1.089613,-0.743855,-1.99953,-1.160864,0.512986,2.363663,3.887136,3.581416,3.432928,3.848306,2.280297,0.214734,-1.408231,-1.309052,-2.155124,-3.326338,-3.266276,-2.366462,-1.312082,-1.305603,-2.425482,-3.424763,-3.176791,-2.460255,-1.344317,1
-2.092069,-0.595881,1.468244,3.246848,3.768328,3.904516,2.804842,0.877253,-1.045907,-2.25665,-1.318622,0.318848,2.304336,3.66742,3.674736,3.43125,3.637837,2.202801,0.122879,-1.630617,-0.716722,-0.845674,-2.154815,-3.198611,-3.499735,-2.392215,-1.426721,-1.636627,-2.858585,-3.455446,-2.690213,-1.615026,2
-1.032139,-0.103963,1.462178,2.739005,3.030584,2.850105,1.61124,0.040923,-1.24518,-0.883031,0.461613,2.088734,3.679327,3.788599,2.99576,3.290555,3.836396,2.755602,0.930397,-0.525337,-1.716383,-2.29456,-3.286727,-3.443868,-2.907131,-1.954963,-2.002243,-2.632757,-3.381473,-3.39608,-2.795792,-1.959388,2
-1.713438,-0.494455,1.307388,2.906736,3.564506,3.726275,2.56406,0.768702,-0.932352,-1.727175,-0.808137,0.818172,2.681135,4.01679,3.520357,3.693869,3.97062,2.197942,0.333521,-1.235379,-1.781318,-2.251116,-2.897003,-3.188539,-2.572908,-1.874719,-1.789199,-2.336575,-2.784167,-3.026606,-2.64703,-2.009959,1
-1.346308,-0.32657,1.242696,2.95,3.496861,3.542689,2.862694,1.054786,-0.652835,-1.537747,-0.522923,0.912208,2.758728,3.617676,3.396475,3.612878,3.622582,2.274933,0.555423,-0.901759,-1.635194,-2.291338,-3.159986,-3.402997,-2.8163,-2.052557,-1.741339,-2.406638,-3.178754,-3.292461,-2.762825,-1.8721,1
-1.518303,-0.261702,1.50034,2.968358,3.729422,3.758528,2.581416,0.85546,-0.701683,-1.487325,-0.457523,0.953815,2.586177,3.683819,3.569628,3.797937,3.573123,2.088499,0.487773,-1.162934,-2.261897,-2.312379,-2.679234,-2.884399,-2.712275,-2.290672,-2.105622,-2.36849,-2.706647,-2.901004,-2.810318,-2.511888,1
-1.45229,-0.449881,1.426625,3.171816,3.534813,3.699925,3.188171,1.456354,-0.097937,-1.301394,-1.006943,0.395111,2.147732,3.443033,3.575419,3.352336,3.640169,2.359249,0.554606,-0.984374,-1.96452,-2.370702,-2.968051,-3.268256,-2.715321,-2.092998,-1.849772,-2.398463,-3.059561,-3.197351,-2.716423,-2.051123,1
-1.930202,-0.803962,1.265974,3.04852,3.582045,3.736821,3.177344,1.367069,-0.471463,-1.875429,-1.245435,0.150069,2.12052,3.531564,3.447117,3.550312,3.732603,2.13808,0.177616,-1.294996,-0.59627,-1.441401,-3.035741,-3.922688,-2.962253,-1.491786,-1.216159,-2.272942,-3.444416,-3.44819,-2.584472,-0.987851,2
-1.958535,-0.459519,1.486479,3.227961,3.459555,3.697773,2.979638,0.83647,-1.014483,-2.120774,-1.170828,0.434002,2.449622,3.675094,3.336518,3.508657,3.702717,2.083354,0.052788,-1.315796,-0.84337,-1.762852,-3.412484,-3.816657,-2.291633,-0.838731,-0.991511,-2.318875,-3.544468,-3.621544,-2.544383,-0.904186,2
-1.515624,-0.551784,1.250951,2.952445,3.548182,3.736328,3.137957,1.421515,-0.355372,-1.623452,-1.05659,0.395324,2.319151,3.58919,3.429884,3.598986,3.851977,2.228012,0.42156,-1.019559,-1.649803,-2.332756,-3.301307,-3.156115,-2.294708,-1.62901,-1.835469,-2.651723,-3.129404,-3.134743,-2.719037,-1.925007,1
-1.781303,-0.469016,1.561733,3.182882,3.614418,3.790335,3.105987,1.437387,-0.244524,-1.810398,-1.493642,0.086265,2.17697,3.534806,3.348087,3.49555,3.707557,2.26444,0.22337,-1.274416,-1.277792,-2.018959,-3.206549,-3.508256,-2.8208,-1.623813,-1.048286,-2.09381,-3.084159,-3.268913,-2.806195,-1.698958,2
-2.104413,-0.783571,1.468289,3.24961,3.834781,4.061524,2.944032,1.199493,-0.694525,-2.249341,-1.811182,-0.012336,1.842872,3.608831,3.630995,3.750999,3.821392,1.943804,0.044425,-1.644442,-1.028236,-1.637958,-3.007391,-3.269962,-2.284902,-1.216859,-1.265608,-2.164449,-3.115026,-3.171376,-2.520759,-1.418712,2
-1.954948,-0.570192,1.399126,3.258062,3.935708,4.280736,3.356224,1.556791,-0.129711,-1.724581,-1.536693,-0.188755,1.712297,3.435624,3.472241,3.734766,3.541554,1.826931,0.07348,-1.494712,-1.689667,-2.108751,-3.022959,-3.042398,-2.28186,-1.567523,-1.532431,-2.285859,-2.731901,-3.041445,-2.724354,-1.954797,1
-1.522736,-0.325648,1.436217,3.15691,3.83552,3.731632,2.687437,0.758758,-0.40345,-1.343798,-1.197176,0.15817,2.05185,3.603773,3.556311,3.485533,3.70638,2.555627,0.537221,-0.998436,-1.520547,-2.123082,-3.30168,-3.551018,-2.575583,-1.497136,-1.431565,-2.3604,-3.111783,-3.436701,-2.871628,-1.688975,2
-1.135165,-0.174579,1.577094,2.927365,3.532488,3.269043,2.224214,0.700309,-0.894806,-1.471883,-0.488708,1.20402,2.998601,3.739583,3.470127,3.502885,3.719623,2.353393,0.444783,-0.832379,-1.65715,-2.328399,-3.196863,-3.509593,-2.912593,-1.832646,-1.480628,-2.305237,-3.113311,-3.483156,-2.966432,-1.880003,2
-1.651547,-0.444041,1.193877,2.924372,3.547909,3.421955,3.062097,1.139775,-0.562614,-1.7776,-0.956112,0.539401,2.529936,3.697681,3.399601,3.368743,3.808653,2.532718,0.500481,-1.099791,-1.545139,-2.223961,-3.551881,-3.537039,-2.464503,-1.458755,-1.015196,-2.04473,-2.984831,-3.512623,-2.95641,-1.880427,1
-1.563912,-0.230735,1.757544,3.148661,3.340059,3.133332,1.674906,-0.146735,-1.695527,-1.51551,-0.060979,1.518576,3.417487,4.343288,3.116566,3.535748,3.283671,2.351843,0.614171,-0.982764,-1.132087,-1.919356,-3.316959,-3.789204,-2.867793,-1.697538,-1.121176,-2.183328,-3.224721,-3.464521,-2.815462,-1.507546,1
-1.94992,-0.523762,1.613926,3.306409,3.492912,3.853418,2.776008,0.785755,-0.992135,-1.916981,-0.911534,0.637896,2.573703,3.402579,3.070774,3.564971,3.763731,2.224592,0.069507,-1.365344,-0.61749,-1.577205,-3.184417,-3.873386,-2.904538,-1.47311,-1.449866,-2.67788,-3.690165,-3.2144,-2.093248,-0.7208,2
-0.809026,-0.061929,1.475692,2.958758,3.600347,3.524326,3.177882,1.438426,0.107733,-0.876695,-0.41664,0.73431,2.454909,3.307966,3.333625,3.165409,3.228103,2.338659,0.871707,-0.410832,-2.706315,-2.759421,-2.778678,-2.756685,-2.77582,-2.759999,-2.772796,-2.762663,-2.770435,-2.764793,-2.768469,-2.766656,1
-2.1187,-0.86864,1.23251,3.207352,3.500729,3.841708,3.335499,1.377702,-0.402966,-2.111985,-1.569639,-0.048335,1.965396,3.659019,3.551266,3.362653,3.657865,2.477771,0.281444,-1.380882,-1.052694,-1.857463,-3.264033,-3.518631,-2.361672,-1.288388,-0.983371,-2.220694,-3.205452,-3.154537,-2.752671,-1.290161,2
-1.420723,-0.372778,1.320131,2.999204,3.826219,3.854167,3.611252,1.906987,0.555557,-1.150674,-1.399331,-0.378445,1.312534,2.877827,3.571503,3.63814,3.534012,2.415019,0.652287,-0.977651,-2.059647,-2.017507,-2.728927,-3.181459,-2.818598,-2.294777,-1.958477,-2.224309,-2.770336,-3.077393,-2.839947,-2.403861,1
-1.970338,-0.653307,1.373098,3.174496,3.666382,3.900817,3.415978,1.577734,-0.180547,-1.804429,-1.485197,-0.184636,1.831908,3.286611,3.315534,3.454505,3.639605,2.261132,0.185665,-1.211307,-0.772802,-1.583057,-3.173919,-3.804921,-2.711794,-1.380306,-1.352779,-2.593144,-3.497071,-3.306675,-2.398675,-1.018561,2
-1.69851,-0.378303,1.625767,3.351485,3.529401,3.79166,2.793957,0.77362,-1.031958,-1.894074,-0.667353,0.816776,2.610503,3.48595,3.424734,3.616742,3.485089,2.298415,0.389414,-1.202961,-1.305295,-1.926397,-3.093822,-3.442435,-2.733407,-1.78689,-1.62219,-2.578014,-3.281447,-3.152446,-2.509797,-1.688215,1
-1.677275,-0.231498,1.723737,3.259622,3.389176,3.864532,3.275272,1.155448,-0.701535,-1.921432,-1.112342,0.318901,2.256917,3.443225,3.420319,3.481672,3.512418,2.112042,0.314547,-1.181356,-1.299463,-2.019362,-3.358612,-3.663768,-2.538876,-1.253071,-1.307169,-2.2986,-3.213265,-3.436626,-2.776583,-1.536995,1
-1.884851,-0.439198,1.855322,3.270672,3.437418,3.309771,1.631027,-0.071266,-1.997385,-1.735735,-0.108526,1.965873,3.660875,3.557003,2.981078,2.765453,3.8639,2.622539,0.392489,-1.225537,-0.689909,-1.699402,-3.053915,-3.821617,-2.970535,-1.603893,-1.57056,-2.870398,-3.568569,-3.03775,-2.134943,-0.829428,1
-1.686779,-0.425153,1.26808,2.949172,3.691566,3.715848,2.803395,0.829384,-0.974051,-1.844581,-0.703806,0.809527,2.684676,3.557874,3.54947,3.650514,3.684326,2.328087,0.455717,-1.204604,-1.364688,-1.962337,-2.952341,-3.400062,-2.865299,-1.953727,-1.62965,-2.271872,-3.147687,-3.210432,-2.656277,-1.724293,2
-1.312106,-0.106073,1.339378,2.942915,3.625988,3.61395,2.754971,1.011778,-0.416169,-1.299291,-0.362223,1.261678,3.093943,3.535843,3.438185,3.555281,3.446728,1.962016,0.375773,-0.986582,-2.250069,-2.522565,-2.89999,-2.876392,-2.720677,-2.402151,-2.556739,-2.785539,-2.973223,-2.911645,-2.433456,-2.143535,1
-0.675438,0.20311,1.363688,2.624964,3.210161,3.060107,2.156012,0.755259,-0.574525,-1.111755,0.154611,1.856978,3.269594,2.850963,3.021787,3.130599,3.487727,3.012638,1.339752,-0.339682,-1.604411,-2.244307,-3.545813,-3.913806,-3.153023,-1.964345,-1.596977,-2.493728,-3.293427,-3.696136,-3.171271,-2.119306,2
-1.190064,-0.032163,1.578179,2.801723,3.389043,3.162185,2.39587,0.710515,-0.841062,-1.070464,0.051329,1.541179,3.174699,3.623616,3.271788,3.417153,3.700355,2.428959,0.686001,-0.781012,-2.064671,-2.74209,-3.312935,-3.070871,-2.441479,-2.064417,-2.450447,-2.785676,-3.006035,-3.109976,-2.764151,-2.205079,2
-1.278772,-0.058248,1.448759,2.757387,3.176035,3.227024,2.174619,0.718631,-0.991383,-1.146502,0.152511,1.91828,3.44343,3.506638,3.232198,3.260392,3.70297,2.469642,0.580518,-0.882094,-1.704257,-2.274245,-3.430147,-3.603946,-2.651302,-1.621736,-1.724142,-2.547826,-3.190599,-3.497165,-3.068753,-2.097918,2
-1.39665,-0.316056,1.236593,2.690897,3.525811,3.480852,2.382864,0.489002,-1.109887,-1.324689,-0.241208,1.287736,3.103992,3.757624,3.478106,3.708393,3.784756,2.295688,0.496374,-1.036429,-1.69127,-2.238823,-3.162963,-3.390219,-2.787601,-1.922633,-1.715717,-2.423729,-3.076751,-3.296142,-2.749933,-1.83799,2
-1.47532,-0.231399,1.411293,2.927744,3.317272,3.151331,1.993379,0.409116,-1.26425,-1.389257,0.024218,1.698035,3.467881,3.754177,3.368667,3.261667,3.799747,2.434769,0.514294,-0.96665,-1.171576,-1.710213,-3.039316,-3.663751,-3.126509,-2.108429,-1.917763,-2.641716,-3.414121,-3.332082,-2.501044,-1.580193,2
-0.989275,-0.015829,1.376039,2.701388,3.277704,3.135432,2.257203,0.934359,-0.618476,-1.187299,-0.21732,1.269119,2.961975,3.476693,3.332678,3.45603,3.891798,2.730727,0.85932,-0.66836,-1.98865,-2.78578,-3.553567,-3.24826,-2.35742,-1.848681,-2.218625,-2.846975,-3.515714,-3.274287,-2.490607,-1.83534,1
-1.237036,-0.072945,1.57259,2.830849,3.3539,3.139496,1.977461,0.278038,-1.21582,-1.246164,-0.060953,1.586163,3.312873,3.861662,3.309309,3.340109,3.980968,2.428881,0.698442,-0.758858,-1.540919,-2.196897,-2.874658,-3.240712,-2.999373,-2.366103,-2.150143,-2.68816,-3.302172,-3.137285,-2.667734,-1.914809,2
-1.558889,-0.289048,1.509185,3.054429,3.660165,3.417722,2.240028,0.542188,-1.089231,-1.540111,-0.137582,1.442452,3.323265,3.409977,3.44749,3.4672,3.617667,2.328381,0.361365,-1.118191,-1.611658,-2.276388,-3.240642,-3.435564,-2.741284,-1.701035,-1.626358,-2.356972,-3.194794,-3.231354,-2.791231,-1.881181,2
-1.368564,-0.237501,1.506762,2.694,3.136439,3.075681,1.577858,-0.138831,-1.344112,-0.868555,0.74753,2.495664,3.935904,3.915777,3.026111,3.158612,3.889826,2.39039,0.439962,-0.95865,-2.035092,-2.508134,-3.068584,-3.195344,-2.641438,-1.999498,-2.073941,-2.498327,-2.88083,-3.23616,-2.859862,-2.07709,1
-1.667101,-0.340898,1.473759,3.045011,3.511393,3.586202,2.505244,0.621256,-1.100709,-1.634874,-0.251831,1.360951,3.101674,3.473476,3.313664,3.652272,3.77857,2.132367,0.254567,-1.227714,-1.586982,-2.30968,-3.415599,-3.3506,-2.518125,-1.591564,-1.642837,-2.503622,-3.336186,-3.208777,-2.515457,-1.607851,2
-1.162332,-0.368651,1.352377,2.822591,3.322572,3.338921,2.322552,0.420741,-1.096747,-1.245182,-0.044362,1.543495,3.205728,3.73893,3.27642,3.608589,3.725841,2.362762,0.541993,-0.884445,-1.525146,-2.17067,-3.054748,-3.521363,-2.950429,-1.9895,-1.715933,-2.560454,-3.418887,-3.410724,-2.703531,-1.760406,2
-1.359122,-0.230441,1.620204,2.86257,3.209809,2.998009,1.58756,0.005672,-1.412503,-1.293495,0.237044,2.072176,3.719813,3.661568,3.144203,3.617276,3.78382,2.35184,0.465066,-1.032157,-0.997258,-1.725407,-2.802697,-3.539534,-3.222846,-2.243429,-2.026066,-2.907368,-3.687754,-3.156881,-2.458198,-1.241476,2
-1.447182,-0.158615,1.567754,3.094175,3.386177,3.484541,2.366537,0.433734,-1.097641,-1.422696,-0.094092,1.426182,3.308592,3.793638,3.240164,3.634131,3.609047,2.073373,0.283733,-1.099588,-1.745015,-2.465969,-3.2818,-3.289208,-2.418268,-1.760819,-1.907647,-2.404181,-3.101489,-3.24828,-2.802697,-1.956591,1
-1.618,-0.26967,1.453185,3.06172,3.587283,3.615709,2.628343,1.031912,-0.661374,-1.520801,-0.467489,1.061544,2.929623,3.59311,3.302087,3.334175,3.585923,2.356005,0.330982,-1.066024,-1.701056,-2.532278,-3.337009,-3.341302,-2.563991,-1.45571,-1.603923,-2.503027,-3.19041,-3.318078,-2.836426,-1.885032,2
-0.992757,0.127804,1.699553,3.106818,3.34133,3.310898,2.376505,0.934941,-0.391161,-1.075311,-0.085658,1.366439,3.030604,3.146488,3.166993,3.521854,3.531713,2.457203,0.807512,-0.587165,-2.067472,-2.497528,-2.938341,-3.102115,-2.897877,-2.680415,-2.65125,-2.975909,-3.11197,-3.037276,-2.690411,-2.144038,1
-1.643807,-0.330349,1.558928,3.196028,3.552538,3.425036,1.950736,0.114578,-1.440924,-1.825707,-0.452286,1.246449,3.130735,3.742822,3.426083,3.778238,3.856719,2.277116,0.396899,-1.134038,-1.263068,-1.837301,-3.002292,-3.464432,-2.736223,-1.814604,-1.706462,-2.48246,-3.264651,-3.12209,-2.517021,-1.615189,2
-1.662474,-0.496592,1.138494,2.856875,3.560931,3.698151,3.07144,0.938125,-0.726821,-1.813478,-0.692948,0.843765,2.731654,3.723215,3.395597,3.617898,3.747367,2.20251,0.306324,-1.169912,-1.399852,-2.123534,-3.034471,-3.465081,-2.583438,-1.82472,-1.60341,-2.300924,-3.182235,-3.284273,-2.71209,-1.756093,2
-1.607815,-0.456023,1.484645,3.083073,3.539014,3.663128,2.768249,1.078199,-0.720327,-1.735304,-0.934308,0.614371,2.422885,3.683965,3.371575,3.55525,3.74505,2.28139,0.423729,-1.070603,-1.733919,-2.521059,-3.628826,-3.321429,-2.290963,-1.374181,-0.923778,-1.828547,-2.732003,-3.410109,-3.272315,-2.153013,2
-2.060567,-0.676325,1.41238,3.135384,3.3952,3.643451,2.691,0.79515,-1.076141,-1.899355,-0.846228,0.790685,2.899068,3.832022,3.093213,3.490308,3.810886,2.336444,0.131488,-1.417667,-1.464194,-2.33862,-3.707798,-3.343356,-2.213668,-1.037067,-0.913772,-2.316891,-3.547009,-3.450626,-2.230451,-0.916944,2
-1.636884,-0.368428,1.610854,3.35581,3.601779,3.814426,2.852824,0.941317,-0.779723,-1.774402,-0.996359,0.474274,2.315373,3.592358,3.462387,3.69175,3.810808,2.110409,0.372908,-1.213674,-1.582656,-1.922063,-2.870033,-3.248655,-2.676524,-1.888259,-1.952679,-2.633782,-3.105608,-2.953565,-2.498731,-1.905249,1
-1.315127,-0.284912,1.262854,2.916494,3.095886,3.404528,2.876161,1.03806,-0.616075,-1.461435,-0.474678,1.085799,2.919784,3.793467,3.075195,3.404775,3.825785,2.604667,0.694702,-0.855825,-1.634372,-2.214009,-3.070203,-3.435081,-2.954727,-1.988256,-1.865704,-2.499014,-3.294568,-3.320417,-2.733382,-1.98037,1
-1.753643,-0.543079,1.504715,3.358663,3.468916,3.529237,3.135007,1.410704,-0.178133,-1.833963,-1.338995,0.197653,2.086569,3.345245,3.347606,3.380274,3.69017,2.490275,0.475218,-1.079434,-1.168154,-2.094371,-3.571487,-3.680212,-2.464206,-1.257762,-1.225498,-2.387899,-3.386699,-3.475029,-2.710604,-1.271083,2
-2.063422,-0.707398,1.464409,3.257442,3.438127,3.687042,2.332814,0.164694,-1.616574,-2.108124,-0.476228,1.174126,3.255569,3.976848,3.283015,3.675896,3.759128,1.888058,0.025249,-1.562091,-1.160606,-1.991388,-3.276649,-3.364383,-2.215986,-1.224523,-1.320187,-2.381028,-3.298042,-3.345503,-2.189711,-1.080574,2
-2.264968,-0.60701,1.332365,3.165805,3.646841,3.825703,3.515752,1.408547,-0.388067,-2.170611,-1.765354,-0.077099,2.051667,3.745951,3.598344,3.515721,3.722872,1.989559,-0.083964,-1.744156,-1.17273,-1.7096,-2.938664,-3.373143,-2.492393,-1.359576,-1.207462,-2.082483,-2.880043,-3.181619,-2.536686,-1.483499,2
