@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute target {1,2}

@data
0.039681,0.040472,0.041362,0.042253,0.04334,0.044527,0.045813,0.047099,0.048483,0.049967,0.05145,0.052835,0.054022,0.055406,0.056989,0.058571,0.059857,0.060945,0.061439,0.061439,0.060846,0.059461,0.057285,0.05422,0.050659,0.046307,0.041264,0.036022,0.030978,0.025736,0.020395,0.015253,0.010604,0.006253,0.002099,-0.001363,-0.004725,-0.007791,-0.010264,-0.012044,-0.013231,-0.013725,-0.013725,-0.013429,-0.012736,-0.011846,-0.011154,-0.010165,-0.009374,-0.00878,-0.008286,-0.00789,-0.007692,-0.007692,-0.00789,-0.007791,-0.007692,-0.007791,-0.007593,-0.006901,-0.005813,-0.004033,-0.001165,0.002099,0.004868,0.007835,0.010011,0.012187,2
0.029414,0.027068,0.025242,0.023548,0.021984,0.020941,0.020289,0.020289,0.02068,0.021853,0.02433,0.028501,0.034759,0.041668,0.048968,0.056529,0.06435,0.071911,0.079472,0.087163,0.094854,0.103067,0.11154,0.120144,0.127444,0.134223,0.139958,0.143999,0.145824,0.14778,0.149214,0.150908,0.153125,0.15508,0.156514,0.157687,0.1586,0.159382,0.160294,0.161207,0.161989,0.162901,0.163553,0.163814,0.164075,0.164466,0.164335,0.164075,0.163684,0.163423,0.163032,0.16251,0.161598,0.160164,0.15873,0.158078,0.157557,0.156905,0.155732,0.154689,0.154298,0.153907,0.152733,0.151039,0.149344,0.146998,0.143478,0.138524,2
-0.176939,-0.166868,-0.156219,-0.14525,-0.134281,-0.123375,-0.113048,-0.103233,-0.093867,-0.085015,-0.07706,-0.070453,-0.064616,-0.059163,-0.054609,-0.05108,-0.048322,-0.046333,-0.044922,-0.043383,-0.041779,-0.040753,-0.040688,-0.041458,-0.042485,-0.041202,-0.039662,-0.037673,-0.035364,-0.032349,-0.028244,-0.023497,-0.017723,-0.010603,-0.003033,0.004728,0.012683,0.020637,0.028014,0.034237,0.03924,0.042448,0.04341,0.042704,0.040972,0.038085,0.034172,0.028976,0.023011,0.01666,0.009924,0.002932,-0.004252,-0.011437,-0.018301,-0.024651,-0.030425,-0.035364,-0.039149,-0.041971,-0.044281,-0.046205,-0.048001,-0.049862,-0.051401,-0.052556,-0.053326,-0.053518,1
0.069073,0.069399,0.069921,0.070574,0.071096,0.071357,0.071879,0.072467,0.073446,0.074295,0.075013,0.0756,0.076122,0.07671,0.077297,0.077689,0.078081,0.078407,0.079256,0.079908,0.080561,0.080692,0.081083,0.081475,0.081802,0.081932,0.081932,0.081997,0.081932,0.081867,0.082063,0.082258,0.082715,0.083172,0.084021,0.084543,0.085457,0.086567,0.087481,0.088199,0.08846,0.088133,0.08846,0.088982,0.089243,0.089112,0.088264,0.086893,0.084804,0.082715,0.081083,0.080104,0.079843,0.080561,0.082258,0.084804,0.088329,0.093094,0.098578,0.104387,0.11098,0.118226,0.125667,0.133109,0.140485,0.148384,0.156609,0.164572,1
0.170188,0.173451,0.176713,0.179874,0.183035,0.186093,0.189152,0.192109,0.195168,0.198226,0.201285,0.204242,0.207097,0.209951,0.212806,0.215559,0.218312,0.220963,0.223512,0.225959,0.228202,0.230241,0.232076,0.233708,0.235135,0.236257,0.237072,0.23748,0.23748,0.237072,0.236257,0.235135,0.233606,0.231567,0.22912,0.226265,0.223002,0.219332,0.215151,0.210563,0.205363,0.199654,0.193332,0.186603,0.179568,0.172227,0.164784,0.157341,0.150102,0.143067,0.136338,0.130017,0.124205,0.118801,0.113907,0.109625,0.105853,0.102692,0.099939,0.097696,0.095861,0.094331,0.093108,0.091986,0.091069,0.090355,0.089743,0.089335,2
-0.17938,-0.176799,-0.174217,-0.1715,-0.168715,-0.165793,-0.162601,-0.159068,-0.155128,-0.15078,-0.146093,-0.141066,-0.135767,-0.130196,-0.124422,-0.11858,-0.112602,-0.106488,-0.100238,-0.093852,-0.087263,-0.080537,-0.073608,-0.066543,-0.059274,-0.05187,-0.044329,-0.036788,-0.029384,-0.022183,-0.01539,-0.009072,-0.003297,0.001865,0.006349,0.010153,0.013142,0.015384,0.016947,0.017898,0.018373,0.018577,0.018577,0.018577,0.018577,0.018781,0.019188,0.0198,0.020615,0.021566,0.022653,0.023808,0.025031,0.026186,0.02734,0.028495,0.029582,0.030601,0.031552,0.032503,0.033454,0.034338,0.035221,0.036104,0.036919,0.037666,0.038413,0.039229,2
-0.099998,-0.104125,-0.107156,-0.109026,-0.109155,-0.10793,-0.105222,-0.100772,-0.095032,-0.087938,-0.079813,-0.07072,-0.061369,-0.051953,-0.042989,-0.034283,-0.025255,-0.015646,-0.006359,0.00254,0.011311,0.020017,0.028594,0.036849,0.044459,0.051424,0.057357,0.062322,0.066385,0.069868,0.073092,0.075672,0.077735,0.079476,0.081218,0.082701,0.083733,0.084378,0.084829,0.08541,0.08599,0.086506,0.087022,0.087409,0.087731,0.088118,0.088634,0.089279,0.089859,0.090311,0.090956,0.091601,0.09231,0.093084,0.093858,0.094889,0.096115,0.097276,0.098307,0.099017,0.099597,0.100113,0.100758,0.101338,0.101725,0.101854,0.10179,0.101725,1
0.100107,0.09958,0.098657,0.09747,0.096482,0.095625,0.094636,0.093251,0.091669,0.090153,0.089032,0.088043,0.087054,0.086395,0.086197,0.086461,0.087054,0.087845,0.088966,0.090087,0.091735,0.093845,0.095822,0.096943,0.097273,0.097075,0.09635,0.095031,0.093053,0.090746,0.088175,0.085143,0.081451,0.077232,0.072617,0.067673,0.062728,0.057784,0.052444,0.047038,0.042028,0.037545,0.033392,0.029766,0.026799,0.024426,0.022646,0.021526,0.020932,0.020669,0.0208,0.021064,0.021987,0.022778,0.023306,0.024294,0.025085,0.024888,0.024031,0.022646,0.020537,0.017438,0.013417,0.008275,0.001616,-0.006558,-0.016051,-0.026401,1
0.011077,0.013603,0.016358,0.018884,0.02164,0.024625,0.026807,0.028299,0.029677,0.031514,0.032662,0.033007,0.03427,0.037484,0.041158,0.045407,0.051147,0.057347,0.063662,0.069977,0.076636,0.082951,0.088003,0.093514,0.0996,0.105685,0.112344,0.118429,0.124285,0.129681,0.134963,0.13967,0.144378,0.1492,0.153907,0.15827,0.162289,0.165733,0.169407,0.173655,0.178593,0.184219,0.189959,0.194437,0.195585,0.19547,0.193748,0.191682,0.191682,0.18973,0.187319,0.184219,0.18043,0.175837,0.169867,0.161944,0.15207,0.140474,0.127844,0.114066,0.100633,0.087774,0.077555,0.068944,0.062744,0.057692,0.053673,0.04954,2
-0.177581,-0.180024,-0.18206,-0.183281,-0.183892,-0.184096,-0.183485,-0.181856,-0.181042,-0.180228,-0.178803,-0.177174,-0.175952,-0.175138,-0.17412,-0.172695,-0.170659,-0.16842,-0.165977,-0.163127,-0.159869,-0.157019,-0.154169,-0.15193,-0.150097,-0.148265,-0.14684,-0.145415,-0.143379,-0.14114,-0.138697,-0.135846,-0.131978,-0.126685,-0.120374,-0.112841,-0.101034,-0.091261,-0.081082,-0.070292,-0.059502,-0.048305,-0.037922,-0.028965,-0.018989,-0.005553,0.007273,0.019081,0.030278,0.041883,0.056744,0.070384,0.083414,0.097461,0.113544,0.127795,0.142453,0.157111,0.170141,0.185409,0.202918,0.217779,0.23203,0.247502,0.260125,0.276004,0.286387,0.299824,2
-0.030907,-0.033748,-0.036793,-0.039837,-0.043016,-0.046331,-0.049714,-0.052961,-0.056208,-0.05932,-0.061755,-0.063311,-0.064326,-0.064529,-0.06392,-0.0625,-0.059997,-0.056614,-0.05269,-0.048293,-0.043558,-0.038619,-0.033748,-0.029148,-0.025157,-0.022383,-0.020624,-0.019339,-0.018392,-0.017986,-0.018054,-0.018595,-0.019542,-0.020692,-0.021774,-0.023127,-0.024819,-0.026442,-0.027998,-0.029622,-0.031178,-0.032666,-0.033884,-0.034966,-0.036049,-0.036793,-0.037469,-0.038146,-0.038349,-0.038619,-0.039093,-0.039296,-0.03916,-0.038957,-0.039093,-0.039296,-0.039566,-0.039837,-0.04004,-0.040175,-0.040716,-0.041528,-0.042069,-0.042746,-0.043896,-0.045317,-0.046399,-0.04694,1
0.041063,0.041451,0.042747,0.044237,0.045857,0.047347,0.048643,0.050457,0.05292,0.055511,0.057973,0.0605,0.062897,0.065165,0.067562,0.070154,0.072746,0.075273,0.07754,0.079873,0.082335,0.084667,0.086482,0.087907,0.089073,0.089786,0.090369,0.091211,0.091924,0.092183,0.091795,0.090823,0.089527,0.088944,0.089009,0.090175,0.092054,0.094127,0.096524,0.099375,0.102874,0.107021,0.111491,0.116156,0.120756,0.125421,0.129179,0.133909,0.137538,0.140583,0.143498,0.146349,0.147645,0.148747,0.149006,0.148876,0.149265,0.149848,0.149848,0.150366,0.150885,0.151403,0.151921,0.152569,0.152764,0.152634,0.152569,0.152699,1
-0.155431,-0.14652,-0.137609,-0.129074,-0.120288,-0.111126,-0.101085,-0.090417,-0.079372,-0.068076,-0.056654,-0.044982,-0.033435,-0.022013,-0.009964,0.002336,0.014762,0.027438,0.039864,0.051662,0.063585,0.07576,0.087307,0.097473,0.10651,0.115547,0.123831,0.130608,0.136131,0.140649,0.144666,0.147803,0.149184,0.149184,0.148431,0.146799,0.14454,0.141904,0.138641,0.13475,0.129228,0.122074,0.114668,0.106761,0.098854,0.091198,0.083667,0.076639,0.069986,0.063711,0.057561,0.051662,0.045888,0.039613,0.032835,0.026183,0.019531,0.012753,0.005976,-0.001178,-0.009085,-0.017244,-0.025527,-0.033184,-0.040463,-0.047115,-0.052638,-0.056905,2
0.094496,0.091309,0.088121,0.085179,0.082604,0.08052,0.078681,0.076719,0.075002,0.073899,0.073041,0.07255,0.072305,0.072183,0.072183,0.072428,0.07255,0.072673,0.073041,0.073776,0.074757,0.075738,0.076719,0.077945,0.079661,0.081133,0.081991,0.083094,0.08432,0.085546,0.086772,0.087998,0.089347,0.090818,0.092535,0.094496,0.096458,0.098542,0.100749,0.102711,0.104795,0.107002,0.109454,0.112396,0.115461,0.118649,0.122082,0.125515,0.128702,0.131768,0.134955,0.138633,0.142311,0.145867,0.149545,0.153468,0.157637,0.161805,0.165974,0.170755,0.175659,0.180686,0.185835,0.191107,0.196747,0.202141,0.207291,0.212808,2
-0.025418,-0.028755,-0.032637,-0.03664,-0.040644,-0.044041,-0.046346,-0.04768,-0.048408,-0.048651,-0.047983,-0.046164,-0.043434,-0.039916,-0.036155,-0.032091,-0.027784,-0.023599,-0.019049,-0.014136,-0.00904,-0.004248,0.000362,0.005154,0.010189,0.015223,0.02044,0.02596,0.03148,0.036697,0.041974,0.047494,0.05265,0.057624,0.063023,0.0683,0.073092,0.07746,0.081948,0.086498,0.091229,0.095839,0.10051,0.105423,0.110094,0.114462,0.118708,0.123197,0.12811,0.133023,0.137573,0.142062,0.14649,0.150857,0.155649,0.160502,0.165476,0.170571,0.175667,0.180823,0.186221,0.191438,0.196351,0.201629,0.207209,0.212365,0.2174,0.214852,1
-0.225177,-0.219221,-0.213164,-0.207259,-0.201609,-0.196163,-0.190971,-0.186135,-0.181554,-0.176972,-0.172391,-0.168319,-0.163585,-0.158495,-0.152997,-0.14694,-0.140068,-0.132331,-0.124187,-0.115533,-0.106778,-0.098023,-0.089064,-0.080156,-0.071706,-0.063766,-0.055876,-0.048139,-0.040961,-0.034344,-0.028185,-0.02228,-0.016579,-0.011387,-0.006653,-0.002174,0.002051,0.006021,0.009788,0.013555,0.017271,0.021394,0.02567,0.029844,0.034374,0.039617,0.045725,0.052597,0.060029,0.068479,0.077743,0.087567,0.097544,0.107572,0.116938,0.125846,0.134601,0.142745,0.150126,0.155878,0.160459,0.163666,0.165091,0.16499,0.163564,0.160357,0.156743,0.144425,1
-0.094499,-0.091186,-0.087874,-0.084807,-0.08174,-0.078673,-0.075483,-0.07217,-0.068613,-0.065055,-0.061497,-0.057816,-0.054013,-0.050578,-0.046897,-0.043217,-0.039659,-0.036101,-0.032543,-0.029231,-0.026164,-0.022974,-0.019784,-0.016717,-0.013773,-0.010583,-0.007393,-0.004326,-0.000891,0.002667,0.006102,0.00966,0.013095,0.016653,0.020456,0.023769,0.027081,0.030639,0.034074,0.037386,0.040454,0.043643,0.046833,0.049778,0.052477,0.055421,0.058733,0.062414,0.065972,0.069407,0.072719,0.075787,0.078486,0.080939,0.08327,0.085479,0.087564,0.089527,0.091858,0.094312,0.096643,0.098974,0.100937,0.102777,0.104495,0.10609,0.107562,0.108911,2
-0.313158,-0.312554,-0.311433,-0.309795,-0.307467,-0.304449,-0.300741,-0.296257,-0.291256,-0.285565,-0.279098,-0.272028,-0.264353,-0.256334,-0.248057,-0.239693,-0.231156,-0.222361,-0.213393,-0.204426,-0.195286,-0.185973,-0.176661,-0.167521,-0.158381,-0.149241,-0.140359,-0.131823,-0.123631,-0.115785,-0.108024,-0.100436,-0.093366,-0.086726,-0.080087,-0.073361,-0.066894,-0.060944,-0.055167,-0.049649,-0.044303,-0.039129,-0.0343,-0.029558,-0.024901,-0.02059,-0.016537,-0.012054,-0.006794,-0.001275,0.004416,0.010279,0.016315,0.022437,0.028732,0.035371,0.042442,0.049857,0.057445,0.065292,0.073397,0.081502,0.089608,0.097627,0.105387,0.113062,0.120563,0.12772,2
0.136816,0.13665,0.136234,0.135734,0.135734,0.135734,0.135651,0.135235,0.134652,0.134319,0.134735,0.134652,0.134569,0.134735,0.134569,0.134486,0.134652,0.134569,0.134486,0.133736,0.133237,0.133071,0.133237,0.133487,0.13382,0.134402,0.135068,0.135734,0.1364,0.137232,0.138231,0.139147,0.140146,0.141061,0.14206,0.143142,0.144141,0.14489,0.145723,0.146305,0.147637,0.149718,0.151633,0.153048,0.153797,0.154463,0.156793,0.160955,0.164534,0.165866,0.166782,0.168946,0.169945,0.170444,0.170361,0.171027,0.17136,0.171526,0.171193,0.171526,0.171942,0.171859,0.171776,0.171942,0.172608,0.173274,0.17394,0.17444,1
-0.038954,-0.039075,-0.039196,-0.03974,-0.040405,-0.04101,-0.041615,-0.04228,-0.042946,-0.043369,-0.043551,-0.043248,-0.042825,-0.042462,-0.042099,-0.04228,-0.043672,-0.04349,-0.043369,-0.043369,-0.043551,-0.044035,-0.044579,-0.045002,-0.045305,-0.045607,-0.046151,-0.046817,-0.047482,-0.04851,-0.050143,-0.051716,-0.05341,-0.055164,-0.057643,-0.060547,-0.06351,-0.066474,-0.069619,-0.072825,-0.07597,-0.078873,-0.081474,-0.083893,-0.085285,-0.087401,-0.090486,-0.093692,-0.096595,-0.099196,-0.101857,-0.10476,-0.107845,-0.110869,-0.11353,-0.11595,-0.118127,-0.120002,-0.121756,-0.123389,-0.125022,-0.126716,-0.128289,-0.129922,-0.131676,-0.133127,-0.134216,-0.135184,1
-0.268839,-0.258678,-0.248313,-0.238563,-0.228505,-0.218755,-0.209108,-0.199563,-0.190224,-0.180782,-0.17134,-0.162103,-0.152764,-0.143117,-0.133264,-0.123104,-0.112738,-0.102372,-0.091596,-0.080307,-0.068402,-0.055983,-0.043463,-0.030942,-0.018626,-0.006824,0.004158,0.014318,0.023452,0.031355,0.038231,0.043773,0.048392,0.052291,0.055576,0.058552,0.060707,0.061836,0.062349,0.062965,0.063581,0.063889,0.063991,0.064299,0.06471,0.064812,0.064197,0.062965,0.061631,0.059886,0.057628,0.055165,0.052702,0.050239,0.04716,0.044081,0.040592,0.036589,0.032381,0.027968,0.02335,0.018423,0.013497,0.008879,0.004261,-0.000358,-0.004874,-0.009902,2
0.208994,0.20314,0.19754,0.192194,0.186594,0.180867,0.175777,0.171449,0.167377,0.163177,0.159104,0.155032,0.150959,0.146632,0.142177,0.13785,0.133523,0.129068,0.124614,0.120287,0.11596,0.111378,0.106669,0.101833,0.097505,0.093815,0.090378,0.086942,0.083888,0.081088,0.078415,0.075233,0.071924,0.068997,0.065943,0.063143,0.060597,0.058688,0.056397,0.054361,0.052325,0.050797,0.049397,0.048888,0.048761,0.048634,0.048507,0.048379,0.048125,0.048507,0.048634,0.048634,0.048634,0.049143,0.050288,0.051561,0.052834,0.054488,0.056525,0.059325,0.062761,0.065943,0.069888,0.074342,0.078797,0.083506,0.089106,0.095342,2
-0.03139,-0.032211,-0.032964,-0.033785,-0.034948,-0.036932,-0.039942,-0.043705,-0.048084,-0.053557,-0.061289,-0.067378,-0.072714,-0.07853,-0.084893,-0.091871,-0.099123,-0.106307,-0.113354,-0.120607,-0.128406,-0.136137,-0.142226,-0.149616,-0.15591,-0.161794,-0.168362,-0.174862,-0.181019,-0.186835,-0.192377,-0.197508,-0.201818,-0.20606,-0.21037,-0.214202,-0.217144,-0.219196,-0.22118,-0.222754,-0.223096,-0.223028,-0.223643,-0.224191,-0.223917,-0.223712,-0.224328,-0.224601,-0.223712,-0.222754,-0.221796,-0.220222,-0.21858,-0.215981,-0.212628,-0.208797,-0.20435,-0.199013,-0.192377,-0.185193,-0.17753,-0.16932,-0.160289,-0.150573,-0.140448,-0.129706,-0.118622,-0.10706,1
