@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute target {1,2}

@data
0.077608,0.069413,0.063125,0.055869,0.047138,0.036628,0.024514,2
0.092449,0.081907,0.072225,0.062083,0.050403,0.036875,0.021798,2
0.059888,0.055126,0.051806,0.048491,0.044714,0.039653,0.031902,2
0.074851,0.06877,0.063677,0.056733,0.047534,0.035568,0.02054,1
0.081086,0.071645,0.062847,0.053314,0.042529,0.030559,0.016853,1
0.071977,0.063637,0.05719,0.050667,0.043235,0.034916,0.025262,2
0.061628,0.056436,0.053336,0.050693,0.047493,0.041302,0.03194,2
0.071394,0.067908,0.064435,0.059727,0.053562,0.04508,0.033895,2
0.071166,0.064506,0.058583,0.052133,0.04335,0.031468,0.016994,1
0.095711,0.08051,0.065623,0.050507,0.032278,0.011491,-0.011707,1
0.097604,0.081819,0.067988,0.053686,0.037989,0.021937,0.004591,2
0.093005,0.07899,0.065658,0.051984,0.037159,0.021625,0.005249,2
0.079937,0.072236,0.064473,0.056201,0.046793,0.035118,0.021091,2
0.083303,0.073028,0.063883,0.053963,0.043559,0.030378,0.015079,2
0.082322,0.072949,0.064844,0.056598,0.046924,0.034486,0.019766,1
0.081173,0.07392,0.067607,0.059321,0.050117,0.03899,0.02564,2
0.07892,0.067775,0.058611,0.049173,0.038722,0.027885,0.015097,1
0.082727,0.073881,0.065875,0.056821,0.045684,0.0327,0.018189,2
0.071151,0.064619,0.058561,0.051471,0.042682,0.031748,0.018885,2
0.074961,0.065799,0.057376,0.048662,0.039132,0.027899,0.014994,2
0.075267,0.067798,0.060673,0.052829,0.04342,0.031858,0.019391,2
0.059781,0.054,0.0495,0.044259,0.037671,0.028894,0.018574,2
0.06861,0.060381,0.054712,0.047987,0.041172,0.032935,0.022658,2
0.0789,0.070365,0.061728,0.053427,0.044127,0.032887,0.020077,1
0.074089,0.066696,0.060514,0.053848,0.04627,0.037635,0.026436,2
0.065622,0.060175,0.055166,0.050006,0.04358,0.036238,0.027639,2
0.071513,0.065215,0.060245,0.054126,0.046217,0.035857,0.023107,1
0.08043,0.074051,0.067157,0.059831,0.050657,0.040009,0.026663,1
0.07605,0.069151,0.062903,0.056505,0.048503,0.03875,0.027057,1
0.060599,0.055693,0.052992,0.049207,0.044891,0.039153,0.031157,2
0.078648,0.07109,0.063668,0.056353,0.046823,0.035884,0.021613,1
0.082853,0.074958,0.067856,0.059388,0.048579,0.035266,0.019084,1
0.086129,0.07544,0.065055,0.053092,0.039405,0.023254,0.004351,2
0.086933,0.072056,0.059824,0.04786,0.036067,0.024229,0.01088,2
0.079653,0.068676,0.059387,0.050259,0.039383,0.027341,0.01332,2
0.079371,0.067364,0.056564,0.047001,0.036554,0.02425,0.010681,2
0.077452,0.069168,0.061624,0.053311,0.043231,0.031629,0.018215,2
0.117169,0.109071,0.09805,0.082896,0.063195,0.039539,0.014021,1
0.074288,0.065126,0.056969,0.048567,0.038271,0.025337,0.01077,2
0.083488,0.073152,0.064302,0.053575,0.041748,0.027923,0.012636,1
0.078018,0.068799,0.061198,0.053611,0.044098,0.034042,0.023317,2
0.077175,0.067938,0.05934,0.050284,0.040784,0.029287,0.01606,2
0.080895,0.072523,0.064028,0.055595,0.046129,0.035749,0.022267,1
0.086255,0.07372,0.062762,0.051906,0.040062,0.026907,0.014279,2
0.090535,0.080179,0.069859,0.059431,0.047497,0.033874,0.018125,2
0.095153,0.08365,0.073291,0.061931,0.048692,0.03254,0.014973,2
0.076914,0.070421,0.063728,0.055875,0.046782,0.036036,0.022736,1
0.076588,0.068925,0.062436,0.055079,0.046109,0.035283,0.022328,2
0.061691,0.056461,0.052669,0.04808,0.043036,0.036175,0.027157,1
0.063278,0.059491,0.057616,0.054453,0.049124,0.04219,0.033406,2
0.069928,0.064289,0.06142,0.057636,0.051263,0.043213,0.033555,1
0.069213,0.063167,0.058554,0.053108,0.046323,0.037669,0.026631,1
0.082624,0.075731,0.068657,0.059462,0.047916,0.033018,0.01523,1
0.071738,0.065386,0.061093,0.055615,0.048455,0.039877,0.029441,1
0.070252,0.063833,0.058441,0.052952,0.045963,0.0379,0.028249,2
0.079507,0.071396,0.064173,0.055624,0.044608,0.030851,0.01394,1
0.083186,0.079496,0.074717,0.066646,0.054971,0.039558,0.019775,1
0.0831,0.070673,0.060086,0.048996,0.037776,0.025379,0.012358,2
0.089757,0.080262,0.070098,0.058208,0.044433,0.027173,0.006634,1
0.088616,0.079267,0.068814,0.056671,0.042086,0.0249,0.005902,1
0.081066,0.070189,0.060916,0.051557,0.040758,0.030082,0.017542,2
0.084124,0.071085,0.059074,0.048218,0.036129,0.022715,0.008743,2
0.07294,0.064147,0.056837,0.048309,0.038674,0.027134,0.012869,1
0.074553,0.064793,0.055992,0.046472,0.0357,0.0235,0.009155,2
0.083922,0.072487,0.062532,0.052504,0.041494,0.028632,0.014111,2
0.082397,0.071123,0.061187,0.050563,0.038701,0.02649,0.012381,2
0.082201,0.070951,0.061793,0.052503,0.042043,0.029439,0.014813,2
0.074778,0.0667,0.060201,0.052875,0.045138,0.03608,0.026852,2
0.084208,0.075549,0.066678,0.056882,0.046005,0.033036,0.019072,2
0.079477,0.071114,0.064382,0.056597,0.046385,0.033739,0.018751,1
0.070037,0.063378,0.058801,0.052972,0.046374,0.038833,0.029143,2
0.078435,0.069628,0.0611,0.051777,0.041079,0.027616,0.012261,1
0.08755,0.076716,0.066638,0.056347,0.044572,0.030831,0.016428,1
0.071868,0.063478,0.055463,0.047573,0.038538,0.028199,0.017329,2
0.08156,0.073243,0.064557,0.054385,0.042812,0.028542,0.011517,2
0.074362,0.066121,0.060795,0.054943,0.048177,0.040702,0.031625,1
0.08959,0.081773,0.072879,0.063992,0.054125,0.044123,0.032643,2
0.096763,0.084854,0.074653,0.06258,0.0485,0.032925,0.015022,1
0.103452,0.094013,0.082576,0.068675,0.052913,0.035011,0.014874,1
0.074177,0.065182,0.057091,0.050987,0.044245,0.035546,0.025543,2
0.084512,0.073528,0.062569,0.05215,0.03972,0.026321,0.010804,1
0.074459,0.067237,0.060158,0.052115,0.042129,0.029886,0.015098,2
0.075437,0.06595,0.058956,0.051943,0.043096,0.032573,0.019418,2
0.071606,0.066979,0.063632,0.05808,0.049972,0.040852,0.030802,2
0.083224,0.076044,0.068563,0.059481,0.047626,0.033263,0.015596,1
0.078178,0.071923,0.065953,0.058132,0.048552,0.036808,0.023468,1
0.082198,0.070186,0.058445,0.046049,0.032198,0.018275,0.002816,2
0.078194,0.06595,0.0564,0.046315,0.033762,0.019045,0.003567,1
0.089581,0.080668,0.07175,0.061201,0.048965,0.034235,0.01695,1
0.072032,0.065364,0.058974,0.053612,0.047532,0.039455,0.029984,2
0.076962,0.069168,0.062728,0.055806,0.048403,0.039812,0.029914,2
0.061389,0.055212,0.051312,0.047709,0.045179,0.041961,0.036734,2
0.076899,0.070479,0.06416,0.057634,0.05115,0.042694,0.031398,1
0.073396,0.066147,0.05861,0.051189,0.041446,0.031164,0.019123,2
0.081562,0.07085,0.06161,0.052335,0.042181,0.029388,0.016269,2
0.077934,0.070317,0.063381,0.05597,0.046998,0.03547,0.023742,2
0.077538,0.070773,0.064313,0.05641,0.046697,0.034526,0.020344,2
0.084918,0.075386,0.066639,0.056697,0.045076,0.030853,0.014772,1
0.084932,0.076596,0.068701,0.05991,0.04993,0.037844,0.02401,2
0.07649,0.068775,0.06197,0.054346,0.044603,0.033098,0.019597,1
0.079369,0.070482,0.063027,0.055028,0.045468,0.033651,0.019636,1
0.089435,0.080834,0.072908,0.063698,0.052881,0.039952,0.023997,1
0.073681,0.06549,0.057895,0.050853,0.042253,0.032313,0.020015,1
0.088888,0.080801,0.071934,0.063698,0.052943,0.039692,0.023728,1
0.067324,0.062187,0.057006,0.0509,0.04282,0.033121,0.020766,1
0.071412,0.065093,0.059587,0.053667,0.046708,0.038643,0.028863,2
0.071033,0.066164,0.06106,0.055014,0.047684,0.039436,0.029977,2
0.07915,0.071126,0.064718,0.057478,0.048118,0.036639,0.022459,1
0.073889,0.06577,0.058655,0.050857,0.042223,0.032095,0.019875,2
0.072369,0.066028,0.059986,0.052989,0.044293,0.03363,0.021821,1
0.074042,0.066563,0.059742,0.052489,0.043721,0.033079,0.022351,2
0.080361,0.072138,0.06505,0.057747,0.048521,0.038163,0.026077,1
0.059151,0.055917,0.053585,0.050958,0.046644,0.040567,0.033959,2
0.078345,0.069151,0.060748,0.049897,0.039011,0.026117,0.011484,1
0.073044,0.063377,0.055076,0.046166,0.036755,0.024744,0.011167,2
0.073557,0.065465,0.058978,0.051314,0.042733,0.032816,0.021072,2
0.090691,0.081054,0.072227,0.06255,0.051018,0.037722,0.02176,1
0.07122,0.06372,0.057256,0.050413,0.043067,0.035201,0.025359,2
0.086454,0.077216,0.067937,0.058005,0.046565,0.032388,0.017336,1
0.085728,0.076598,0.067301,0.057135,0.045112,0.031767,0.018562,2
0.070022,0.063605,0.058777,0.053986,0.047785,0.040858,0.031441,2
0.07164,0.063343,0.055251,0.046544,0.036762,0.02509,0.011601,1
0.080394,0.071985,0.064307,0.056059,0.045583,0.033677,0.019478,1
0.075597,0.068626,0.062081,0.0547,0.046161,0.036113,0.023606,2
0.086221,0.077579,0.068994,0.059329,0.047584,0.03354,0.016957,1
0.076214,0.068279,0.060614,0.052298,0.041586,0.029327,0.014013,1
0.080449,0.071526,0.063019,0.053068,0.04193,0.028813,0.013781,2
0.086695,0.076972,0.066146,0.055764,0.044169,0.029647,0.012717,1
0.074337,0.066172,0.058459,0.049624,0.039144,0.026932,0.011961,1
0.079197,0.071701,0.065034,0.058535,0.050595,0.041141,0.029101,2
0.08609,0.077794,0.07053,0.061874,0.051484,0.037893,0.021535,2
0.075691,0.068761,0.062582,0.056159,0.047362,0.036656,0.022866,2
0.093225,0.08483,0.075754,0.06562,0.053351,0.038618,0.021958,1
0.075439,0.06772,0.061368,0.053145,0.044178,0.03324,0.019488,1
0.082882,0.071456,0.06323,0.052787,0.04124,0.027688,0.012207,2
0.074119,0.068248,0.063731,0.057871,0.050686,0.041898,0.03028,2
0.088298,0.075634,0.063541,0.051988,0.038772,0.02477,0.008523,1
0.078768,0.068363,0.05922,0.04952,0.038251,0.025902,0.011359,2
0.079075,0.069366,0.060142,0.052077,0.041944,0.029543,0.01554,2
0.074381,0.066032,0.058748,0.050855,0.040887,0.028622,0.014633,2
0.073906,0.066236,0.060242,0.053686,0.045731,0.03713,0.026751,2
0.079367,0.071388,0.063737,0.054137,0.04294,0.028952,0.013466,1
0.070648,0.064439,0.058059,0.052229,0.044346,0.034751,0.022384,1
0.074986,0.069094,0.063336,0.056381,0.04717,0.03558,0.021023,1
0.072881,0.067314,0.061735,0.055562,0.047473,0.037539,0.02497,2
0.079756,0.070329,0.063138,0.055622,0.048178,0.038701,0.026157,2
0.074559,0.064467,0.056644,0.048029,0.039069,0.026923,0.011415,2
0.083179,0.072526,0.063343,0.053186,0.043429,0.031348,0.018498,2
0.086901,0.077763,0.068946,0.057912,0.044239,0.028471,0.009417,1
0.080766,0.072701,0.064721,0.056055,0.045425,0.032596,0.017993,2
0.070895,0.064738,0.060221,0.054982,0.047427,0.038032,0.025797,2
0.081805,0.073011,0.065012,0.056165,0.04483,0.031582,0.017769,2
0.087673,0.076769,0.065876,0.054702,0.04163,0.025531,0.007014,1
0.067249,0.062387,0.058467,0.053912,0.046801,0.036367,0.022092,1
0.074685,0.067799,0.061748,0.053935,0.045012,0.034174,0.021734,2
0.082528,0.074565,0.066034,0.056581,0.044539,0.030801,0.013883,2
0.076818,0.068917,0.061916,0.054087,0.045297,0.035608,0.024012,2
0.084466,0.074171,0.065312,0.056837,0.046046,0.03277,0.017624,1
0.077263,0.068875,0.06189,0.054852,0.046524,0.035794,0.023266,2
0.080593,0.070813,0.061493,0.05183,0.039829,0.027413,0.013772,2
0.078876,0.068502,0.059217,0.049131,0.037207,0.024253,0.009578,2
0.08251,0.073779,0.06531,0.054907,0.042665,0.027489,0.011143,1
0.081673,0.072711,0.063508,0.054526,0.043468,0.030737,0.015824,1
0.088095,0.079726,0.071837,0.062177,0.050674,0.036661,0.021736,1
0.087385,0.077323,0.067744,0.058133,0.047197,0.033997,0.019156,2
0.077659,0.068813,0.060808,0.052562,0.042312,0.030533,0.016142,2
0.083019,0.071514,0.061185,0.051017,0.039258,0.025814,0.010253,1
0.073379,0.065705,0.060253,0.054381,0.046844,0.038002,0.026958,2
0.099079,0.088231,0.077832,0.065591,0.051065,0.03398,0.016265,1
0.08394,0.071292,0.059442,0.047749,0.034848,0.021723,0.00777,1
0.076792,0.068943,0.061792,0.055141,0.047215,0.036817,0.023943,2
0.08412,0.074628,0.065845,0.057551,0.047826,0.036054,0.021534,1
0.078807,0.07269,0.067259,0.060124,0.051107,0.039708,0.027791,2
0.077707,0.069809,0.062835,0.054695,0.045236,0.032961,0.018124,2
0.072923,0.064597,0.057903,0.050464,0.041066,0.029662,0.01436,2
0.076884,0.069245,0.061522,0.053611,0.043977,0.032143,0.018664,2
0.08953,0.078325,0.067445,0.056727,0.045391,0.03338,0.020197,2
0.081085,0.071252,0.062784,0.053939,0.043341,0.031741,0.018245,2
0.064887,0.059458,0.055117,0.050771,0.045682,0.04025,0.031728,2
0.083557,0.073942,0.064751,0.054314,0.04182,0.026956,0.010328,2
0.07035,0.062417,0.056488,0.050495,0.0436,0.034886,0.024952,2
0.085263,0.074645,0.065292,0.056187,0.046279,0.034637,0.020862,2
0.082602,0.072972,0.063344,0.052919,0.041066,0.027741,0.01287,2
0.083477,0.071638,0.061304,0.050065,0.037392,0.023552,0.008626,1
0.089044,0.079836,0.07007,0.059586,0.047552,0.033475,0.018317,2
0.101283,0.094178,0.084954,0.073518,0.059286,0.041912,0.021931,1
0.076568,0.069174,0.062113,0.055408,0.046818,0.036659,0.025043,2
0.094416,0.085419,0.075387,0.063661,0.050079,0.03519,0.018818,1
0.08336,0.073122,0.064111,0.054847,0.043877,0.030872,0.017209,2
0.076783,0.069215,0.062313,0.054688,0.046797,0.036894,0.024854,2
0.077449,0.069048,0.060554,0.051399,0.039785,0.026293,0.012209,2
0.086823,0.076167,0.065526,0.056006,0.04486,0.032502,0.018843,2
0.068345,0.062167,0.05849,0.054335,0.05,0.04433,0.036992,2
0.08539,0.077375,0.069176,0.060465,0.049317,0.036149,0.020357,2
0.0949,0.084134,0.073101,0.060065,0.045906,0.03001,0.012913,1
0.076112,0.066836,0.06057,0.052717,0.043903,0.033516,0.020885,2
0.07774,0.069217,0.060934,0.053993,0.045471,0.034948,0.02318,2
0.085127,0.07449,0.064282,0.055605,0.046326,0.035924,0.023584,2
0.07589,0.063671,0.05466,0.045225,0.03471,0.023142,0.010596,2
0.075467,0.067749,0.060567,0.052053,0.042091,0.031231,0.01912,2
0.074095,0.068895,0.065056,0.059507,0.052823,0.044375,0.034506,2
0.074844,0.070129,0.065209,0.058429,0.049505,0.038594,0.025356,2
0.061723,0.059042,0.056062,0.051554,0.046283,0.039464,0.031812,2
0.104162,0.096758,0.086709,0.073708,0.058895,0.042052,0.023853,1
0.087243,0.076165,0.066082,0.055023,0.042472,0.028072,0.012524,2
0.084781,0.07723,0.06925,0.060897,0.05129,0.039187,0.025195,2
0.067323,0.061959,0.057309,0.052074,0.045653,0.038275,0.028676,2
0.075099,0.065053,0.056411,0.047272,0.038232,0.02795,0.015839,2
0.078094,0.067762,0.059688,0.050292,0.040431,0.027915,0.014945,2
0.08077,0.073326,0.067126,0.059155,0.048664,0.035287,0.019418,1
0.078231,0.069424,0.061802,0.05251,0.041542,0.028699,0.014365,2
0.074963,0.066862,0.059838,0.053751,0.045936,0.036757,0.025496,2
0.068445,0.06493,0.062001,0.056866,0.050011,0.041726,0.031571,2
0.083413,0.072112,0.062804,0.053074,0.042356,0.029319,0.013577,2
0.088378,0.07741,0.066664,0.055051,0.041693,0.026237,0.009004,1
0.081345,0.069492,0.057846,0.046215,0.035966,0.023624,0.011702,2
0.075298,0.068583,0.064179,0.059712,0.05313,0.044514,0.033445,2
0.065092,0.060994,0.057032,0.052758,0.047995,0.041327,0.031833,2
0.069577,0.06335,0.05775,0.051008,0.042542,0.031612,0.01716,1
0.081745,0.073989,0.066324,0.056231,0.043217,0.028547,0.010777,1
0.094217,0.083987,0.074679,0.063597,0.050947,0.035968,0.018614,1
0.06944,0.062718,0.058552,0.053643,0.046933,0.038107,0.029542,2
0.081514,0.069849,0.060942,0.051819,0.041983,0.030266,0.016004,2
0.094737,0.085424,0.076514,0.066596,0.054844,0.041103,0.024851,2
0.079932,0.071749,0.064452,0.055936,0.046069,0.03635,0.025655,2
0.080794,0.073834,0.066177,0.057634,0.047267,0.034857,0.020433,1
0.098021,0.089331,0.078968,0.067246,0.053102,0.036208,0.016561,1
0.069583,0.06504,0.060458,0.05503,0.04797,0.038725,0.027018,2
0.084756,0.074214,0.063712,0.052994,0.040466,0.026096,0.009851,1
0.080649,0.071717,0.064424,0.055759,0.046047,0.03509,0.022015,2
0.076545,0.068611,0.061632,0.053462,0.04403,0.03225,0.018598,2
0.074493,0.0655,0.056988,0.048912,0.040442,0.030445,0.018703,2
0.075319,0.06778,0.061829,0.055124,0.046164,0.03604,0.0237,1
0.077341,0.07089,0.06467,0.057806,0.048772,0.036198,0.021632,1
0.054508,0.051394,0.048301,0.045463,0.040809,0.034075,0.022872,1
0.088979,0.079353,0.068314,0.056708,0.042528,0.025521,0.005147,1
0.092047,0.08145,0.070131,0.056755,0.040005,0.020073,-0.003049,1
0.089177,0.079676,0.06909,0.056771,0.041657,0.023358,0.002306,1
0.088469,0.079521,0.069965,0.058073,0.043394,0.025608,0.004412,1
0.087676,0.07963,0.071359,0.060561,0.046605,0.029348,0.008842,1
0.087498,0.078362,0.068939,0.057902,0.043749,0.02605,0.004587,2
0.086231,0.078883,0.071145,0.061203,0.047686,0.030892,0.010327,1
0.088257,0.079199,0.069265,0.058171,0.044909,0.027821,0.007389,1
0.087428,0.079324,0.070175,0.058997,0.044702,0.026939,0.005872,1
0.088572,0.07897,0.06958,0.058472,0.045073,0.028191,0.007652,1
0.086031,0.078272,0.06946,0.0586,0.044968,0.027872,0.007456,1
0.088466,0.079546,0.069951,0.058204,0.043457,0.025355,0.003831,2
0.089156,0.079804,0.069927,0.058329,0.043697,0.025684,0.004292,1
0.087662,0.079512,0.070334,0.059297,0.045151,0.027764,0.007375,2
0.0854,0.078516,0.070388,0.060493,0.047292,0.030734,0.010446,1
0.088689,0.07949,0.069819,0.058225,0.043298,0.024977,0.003141,2
0.086597,0.078749,0.070341,0.059601,0.046498,0.030171,0.010358,2
0.087891,0.079894,0.071035,0.05962,0.045092,0.026841,0.00504,2
0.08862,0.079712,0.070429,0.059285,0.044976,0.027196,0.006032,2
0.090144,0.080676,0.070344,0.057928,0.042439,0.023433,0.00067,1
0.089795,0.079782,0.06916,0.056592,0.041238,0.022915,0.001301,1
0.088506,0.079133,0.069448,0.058183,0.044139,0.026756,0.006161,1
0.088897,0.079759,0.070606,0.059198,0.044817,0.026746,0.005654,2
0.090865,0.080325,0.069027,0.056463,0.041309,0.022928,0.001069,2
0.086713,0.079547,0.071687,0.061276,0.047779,0.031055,0.011048,2
0.088261,0.079388,0.069846,0.057946,0.04306,0.025065,0.003534,2
0.088074,0.079573,0.070897,0.059746,0.04553,0.027735,0.006288,2
0.089621,0.079284,0.069305,0.05739,0.04299,0.025209,0.004025,1
0.089413,0.079876,0.070033,0.058045,0.042997,0.024646,0.002796,2
0.088483,0.079191,0.069612,0.058234,0.04444,0.027068,0.005803,1
0.091517,0.079694,0.067953,0.054671,0.039291,0.021117,0.000342,1
0.089872,0.079694,0.069594,0.058088,0.043762,0.026175,0.005087,1
0.087458,0.079483,0.070789,0.059996,0.046347,0.029117,0.008139,2
0.089481,0.079167,0.069091,0.056958,0.042763,0.025201,0.004177,2
0.088514,0.079468,0.069686,0.0587,0.044387,0.026918,0.005817,2
0.087729,0.079478,0.070964,0.059867,0.046372,0.029443,0.008594,2
0.087997,0.079785,0.070456,0.058567,0.04374,0.025257,0.003762,2
0.088234,0.079243,0.069844,0.058792,0.044674,0.027653,0.00685,2
0.087636,0.08029,0.071942,0.061654,0.047717,0.030185,0.009064,1
0.087816,0.078461,0.069056,0.05862,0.045065,0.028078,0.007536,2
0.087996,0.079801,0.070931,0.059751,0.045599,0.028215,0.007745,2
0.089743,0.079744,0.06945,0.057665,0.043237,0.025881,0.004664,2
0.088113,0.079056,0.069512,0.058075,0.044458,0.027513,0.006892,2
0.089366,0.079397,0.069354,0.05737,0.042413,0.024163,0.002508,2
0.087757,0.079997,0.071109,0.060388,0.046176,0.028586,0.007028,1
0.089706,0.080184,0.070562,0.058642,0.043389,0.025058,0.003401,2
0.087922,0.079364,0.070998,0.060346,0.046321,0.028892,0.008244,2
0.08837,0.079412,0.070203,0.059809,0.046224,0.028788,0.007906,2
0.087937,0.079408,0.070662,0.059539,0.045425,0.02792,0.007269,2
0.08718,0.078872,0.069663,0.058731,0.044669,0.027313,0.006697,2
0.0922,0.080739,0.068478,0.054209,0.037112,0.016939,-0.005916,1
0.0907,0.079862,0.068172,0.055162,0.039237,0.02056,-0.00165,1
0.09141,0.080243,0.069237,0.056086,0.040412,0.021697,-0.000238,1
0.090724,0.080075,0.069698,0.057164,0.041593,0.02254,-0.000298,1
0.088975,0.079765,0.06968,0.058403,0.044209,0.026619,0.005421,1
0.089453,0.080142,0.06995,0.057548,0.042017,0.023121,0.00076,1
0.088332,0.079016,0.069527,0.058566,0.045134,0.028392,0.008462,2
0.089744,0.080357,0.070631,0.059008,0.044474,0.026787,0.004901,1
0.090042,0.079555,0.068658,0.057538,0.043608,0.026441,0.005887,2
0.088587,0.079472,0.070596,0.059614,0.045462,0.027925,0.00691,2
0.087657,0.078992,0.070211,0.059163,0.045104,0.028335,0.008183,2
0.089241,0.078966,0.06892,0.057143,0.042835,0.025169,0.00389,2
0.088088,0.079628,0.070187,0.05846,0.04346,0.025558,0.004277,1
0.085451,0.078454,0.071124,0.061403,0.048639,0.032114,0.011843,2
0.088353,0.078963,0.069887,0.059159,0.045797,0.02986,0.010162,2
0.089229,0.079876,0.070057,0.058688,0.044243,0.026067,0.004468,2
0.090047,0.079759,0.069209,0.057039,0.043229,0.026049,0.005615,2
0.088438,0.080291,0.071145,0.059758,0.045332,0.027688,0.006395,1
0.087648,0.079361,0.07079,0.060031,0.046436,0.02921,0.008453,2
0.087321,0.07913,0.070576,0.060145,0.046671,0.029646,0.009003,2
0.088781,0.079655,0.070424,0.059768,0.045809,0.028655,0.007962,2
0.089318,0.079987,0.070013,0.058466,0.043785,0.025663,0.004233,2
