@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute target {1,2,3,4,5,6}

@data
0.677374,0.735004,0.77255,0.784128,0.774917,0.742389,0.68896,0.623414,0.554517,0.483632,0.415736,0.36053,0.322544,0.294634,0.282877,0.294538,0.32839,0.380037,0.442943,0.510078,0.587786,0.678404,0.780681,0.898689,1.017115,1.117948,1.19096,1.235892,1.252262,1.239732,1.198647,1.128818,1.033765,0.91945,0.76403,0.610782,0.469073,0.331684,0.19188,0.051111,-0.100661,-0.255864,-0.403643,-0.535428,-0.653482,-0.757243,-0.847036,-0.922689,-0.983213,-1.030738,-1.067741,-1.067741,-1.067741,-1.067741,-1.067741,-1.067741,-1.067741,-1.067741,-1.067741,-1.067741,-1.067741,-1.067741,-1.067741,-1.067741,6
0.672055,0.75699,0.822711,0.864203,0.877987,0.858313,0.812935,0.741429,0.653148,0.560441,0.467774,0.377938,0.299811,0.236476,0.194977,0.174388,0.181398,0.214026,0.264198,0.325304,0.401804,0.492337,0.601816,0.719109,0.848081,0.974606,1.07929,1.155442,1.199097,1.209352,1.186318,1.128011,1.04079,0.923257,0.796409,0.661519,0.524163,0.386376,0.245174,0.092386,-0.066396,-0.234223,-0.394787,-0.539471,-0.664027,-0.762342,-0.83915,-0.89542,-0.92994,-0.945108,-0.94952,-0.960994,-0.971667,-0.984526,-1.000552,-1.018106,-1.030555,-1.034945,-1.028101,-1.017761,-1.00498,-0.985566,-0.970263,-0.951784,1
0.727389,0.801544,0.85481,0.881562,0.882448,0.853325,0.796696,0.719907,0.634021,0.546335,0.457303,0.376012,0.311133,0.260291,0.225933,0.2085,0.221231,0.25994,0.316495,0.3862,0.46439,0.556775,0.667448,0.792737,0.91757,1.027035,1.111373,1.167382,1.1944,1.193905,1.165064,1.107919,1.023698,0.914442,0.764741,0.609568,0.456554,0.309747,0.162542,0.011445,-0.142511,-0.291098,-0.427367,-0.550148,-0.659229,-0.75483,-0.836957,-0.905057,-0.958767,-0.998681,-1.027076,-1.027076,-1.027076,-1.027076,-1.027076,-1.027076,-1.027076,-1.027076,-1.027076,-1.027076,-1.027076,-1.027076,-1.027076,-1.027076,6
0.714907,0.790995,0.847442,0.877954,0.878375,0.850798,0.79522,0.721104,0.637512,0.55443,0.47441,0.39562,0.332048,0.287426,0.25213,0.23352,0.242784,0.274764,0.327542,0.395552,0.469971,0.556142,0.661129,0.787449,0.917075,1.029786,1.115063,1.171784,1.199828,1.200371,1.171845,1.114643,1.030434,0.92088,0.772272,0.617765,0.462877,0.316369,0.173994,0.028357,-0.126157,-0.279204,-0.420647,-0.547145,-0.65945,-0.757285,-0.841322,-0.910344,-0.964701,-1.004759,-1.032863,-1.032863,-1.032863,-1.032863,-1.032863,-1.032863,-1.032863,-1.032863,-1.032863,-1.032863,-1.032863,-1.032863,-1.032863,-1.032863,6
0.795443,0.890268,0.965387,1.015624,1.036898,1.029788,0.993482,0.928441,0.840525,0.738752,0.63044,0.522619,0.436791,0.370927,0.312704,0.264805,0.236672,0.233017,0.255169,0.299225,0.355445,0.421283,0.500465,0.597204,0.709723,0.821857,0.920597,0.997231,1.048327,1.070611,1.063696,1.028841,0.966484,0.879664,0.748138,0.604272,0.453064,0.303909,0.159804,0.016567,-0.130034,-0.279849,-0.420896,-0.54738,-0.65964,-0.757998,-0.842202,-0.911909,-0.967642,-1.009948,-1.041454,-1.041454,-1.041454,-1.041454,-1.041454,-1.041454,-1.041454,-1.041454,-1.041454,-1.041454,-1.041454,-1.041454,-1.041454,-1.041454,6
0.704703,0.775649,0.827181,0.85303,0.849882,0.82153,0.767222,0.691999,0.607816,0.520965,0.435729,0.360504,0.298549,0.252589,0.22492,0.217613,0.236079,0.278455,0.339036,0.41252,0.492697,0.587584,0.697048,0.822412,0.947623,1.054663,1.137014,1.192574,1.218655,1.215819,1.185628,1.127043,1.039734,0.928492,0.777794,0.621868,0.467521,0.321395,0.174448,0.023539,-0.132437,-0.283601,-0.422086,-0.547209,-0.658962,-0.756677,-0.84023,-0.90931,-0.963576,-1.003396,-1.032282,-1.032282,-1.032282,-1.032282,-1.032282,-1.032282,-1.032282,-1.032282,-1.032282,-1.032282,-1.032282,-1.032282,-1.032282,-1.032282,6
0.715442,0.784036,0.833077,0.855722,0.850378,0.820824,0.766071,0.691074,0.604461,0.515873,0.428263,0.352261,0.291458,0.240632,0.208883,0.201026,0.217632,0.26074,0.322286,0.397422,0.480113,0.574804,0.682008,0.805988,0.933739,1.043205,1.126451,1.182372,1.211109,1.211808,1.185174,1.129662,1.048004,0.941637,0.789857,0.632897,0.477858,0.330691,0.185253,0.037005,-0.118138,-0.27225,-0.412972,-0.538905,-0.651998,-0.751157,-0.83599,-0.906528,-0.962205,-1.004066,-1.035264,-1.035264,-1.035264,-1.035264,-1.035264,-1.035264,-1.035264,-1.035264,-1.035264,-1.035264,-1.035264,-1.035264,-1.035264,-1.035264,6
0.650001,0.744284,0.81499,0.85328,0.855982,0.822538,0.753438,0.66328,0.55913,0.452137,0.344806,0.256339,0.188816,0.136994,0.096351,0.080469,0.098779,0.14022,0.186599,0.241376,0.319332,0.42027,0.544783,0.68926,0.845467,0.986635,1.095823,1.169301,1.205865,1.205542,1.167137,1.091739,0.981419,0.838569,0.70359,0.574373,0.442435,0.293224,0.131981,-0.038842,-0.208505,-0.373779,-0.522646,-0.648929,-0.751614,-0.830277,-0.880714,-0.901836,-0.903278,-0.889914,-0.869666,-0.8784,-0.893407,-0.907323,-0.918078,-0.925572,-0.91812,-0.905343,-0.890459,-0.868222,-0.839201,-0.807709,-0.783517,-0.77763,4
0.754387,0.8784,0.977758,1.047915,1.082812,1.080516,1.042838,0.974367,0.871836,0.751494,0.614457,0.483707,0.374712,0.283097,0.195947,0.125016,0.084471,0.07014,0.081977,0.121238,0.175995,0.243295,0.332701,0.442227,0.569086,0.697996,0.811635,0.908237,0.97497,1.007276,1.004758,0.967191,0.895357,0.791972,0.698149,0.584184,0.45283,0.312479,0.16587,0.006071,-0.159121,-0.324085,-0.475619,-0.602116,-0.703322,-0.775903,-0.823782,-0.850406,-0.859458,-0.850805,-0.831608,-0.842855,-0.856574,-0.869638,-0.881336,-0.889749,-0.897005,-0.90229,-0.902771,-0.893303,-0.882563,-0.870547,-0.858077,-0.847326,4
0.79425,0.8893,0.965683,1.01427,1.032802,1.019662,0.977823,0.908498,0.817371,0.715034,0.609051,0.505905,0.426209,0.36063,0.300888,0.259527,0.238025,0.243196,0.271385,0.315855,0.370756,0.441189,0.527235,0.623715,0.737149,0.849118,0.946773,1.019312,1.064849,1.081275,1.069113,1.028623,0.959708,0.865935,0.729194,0.582873,0.432884,0.287539,0.141637,-0.004203,-0.145867,-0.291973,-0.42886,-0.554105,-0.664737,-0.761926,-0.845301,-0.91385,-0.967864,-1.007634,-1.035617,-1.035617,-1.035617,-1.035617,-1.035617,-1.035617,-1.035617,-1.035617,-1.035617,-1.035617,-1.035617,-1.035617,-1.035617,-1.035617,6
0.747327,0.82946,0.892812,0.928931,0.935315,0.911544,0.859097,0.782303,0.691369,0.597932,0.503339,0.414601,0.34583,0.295643,0.254125,0.226268,0.226174,0.252212,0.297759,0.356395,0.422708,0.500165,0.598672,0.716102,0.843736,0.959967,1.051921,1.117639,1.155472,1.163914,1.144397,1.096422,1.020278,0.917013,0.771007,0.618158,0.465804,0.3208,0.179542,0.032474,-0.120775,-0.274082,-0.415886,-0.542122,-0.655262,-0.75482,-0.839894,-0.910671,-0.966646,-1.008464,-1.037907,-1.037907,-1.037907,-1.037907,-1.037907,-1.037907,-1.037907,-1.037907,-1.037907,-1.037907,-1.037907,-1.037907,-1.037907,-1.037907,6
0.733471,0.800833,0.848448,0.871151,0.868791,0.841735,0.789687,0.718174,0.635104,0.55054,0.464394,0.387346,0.327557,0.280079,0.246045,0.234547,0.249604,0.29176,0.350074,0.420292,0.49909,0.585567,0.683378,0.79686,0.917746,1.025496,1.109057,1.165469,1.194278,1.195065,1.168832,1.113839,1.031452,0.926243,0.773386,0.616392,0.462649,0.314917,0.171282,0.027038,-0.121848,-0.273748,-0.415948,-0.544139,-0.657935,-0.758109,-0.84402,-0.916133,-0.974084,-1.018996,-1.054361,-1.054361,-1.054361,-1.054361,-1.054361,-1.054361,-1.054361,-1.054361,-1.054361,-1.054361,-1.054361,-1.054361,-1.054361,-1.054361,6
0.741728,0.826554,0.891019,0.927767,0.937471,0.915867,0.868346,0.794316,0.705689,0.611596,0.516884,0.426396,0.355197,0.302892,0.262478,0.237362,0.239928,0.269056,0.318576,0.377739,0.444715,0.525127,0.621179,0.737537,0.863729,0.975496,1.063768,1.124871,1.157376,1.159897,1.132986,1.078097,0.995682,0.888319,0.739533,0.583555,0.432285,0.287707,0.144795,0.001027,-0.151492,-0.303201,-0.439255,-0.560459,-0.668438,-0.762505,-0.842227,-0.908073,-0.96058,-0.99949,-1.026048,-1.026048,-1.026048,-1.026048,-1.026048,-1.026048,-1.026048,-1.026048,-1.026048,-1.026048,-1.026048,-1.026048,-1.026048,-1.026048,6
0.749213,0.827269,0.884679,0.917811,0.921815,0.898058,0.849336,0.777364,0.690281,0.598144,0.504226,0.418162,0.353163,0.297561,0.253275,0.228813,0.235031,0.262966,0.308922,0.369936,0.440423,0.522807,0.621203,0.733965,0.857854,0.972009,1.061785,1.124551,1.157655,1.161627,1.139116,1.088823,1.013008,0.912778,0.766704,0.614937,0.463343,0.317372,0.174516,0.030016,-0.117266,-0.269238,-0.412452,-0.541042,-0.65517,-0.754559,-0.840188,-0.910976,-0.966859,-1.009956,-1.042794,-1.042794,-1.042794,-1.042794,-1.042794,-1.042794,-1.042794,-1.042794,-1.042794,-1.042794,-1.042794,-1.042794,-1.042794,-1.042794,6
0.656675,0.74798,0.816579,0.8611,0.871372,0.846237,0.789844,0.70558,0.599,0.487627,0.372221,0.270605,0.190397,0.131413,0.086715,0.067277,0.078976,0.119246,0.176048,0.249179,0.331386,0.435018,0.560387,0.702583,0.84517,0.973392,1.076036,1.152396,1.193293,1.198378,1.166083,1.098885,0.998961,0.870704,0.749524,0.622938,0.488136,0.351683,0.199832,0.035659,-0.137105,-0.30417,-0.456904,-0.590476,-0.698488,-0.77945,-0.833164,-0.864109,-0.872197,-0.862666,-0.84757,-0.859398,-0.875113,-0.892234,-0.909535,-0.92426,-0.936114,-0.940458,-0.93196,-0.913123,-0.891667,-0.870249,-0.847926,-0.829816,4
0.729056,0.802713,0.854861,0.880317,0.87616,0.841089,0.783136,0.705553,0.61721,0.527706,0.436784,0.361716,0.300654,0.249492,0.214757,0.205643,0.223515,0.26342,0.32311,0.396516,0.477269,0.56716,0.672532,0.79214,0.919176,1.030278,1.114467,1.171017,1.198662,1.198029,1.168583,1.111274,1.026068,0.916917,0.766754,0.610003,0.455296,0.308232,0.166523,0.023548,-0.125718,-0.277794,-0.418382,-0.544144,-0.655741,-0.753469,-0.837045,-0.905961,-0.960783,-1.001524,-1.031273,-1.031273,-1.031273,-1.031273,-1.031273,-1.031273,-1.031273,-1.031273,-1.031273,-1.031273,-1.031273,-1.031273,-1.031273,-1.031273,6
0.725484,0.795468,0.846556,0.872375,0.871618,0.841903,0.787689,0.714797,0.633063,0.55046,0.465853,0.389518,0.331901,0.288742,0.259161,0.249733,0.263426,0.300522,0.357651,0.424093,0.499511,0.586428,0.690005,0.807302,0.930404,1.037906,1.118405,1.172761,1.197559,1.195146,1.164503,1.105669,1.021151,0.913631,0.763007,0.607068,0.455931,0.310385,0.169189,0.024928,-0.124864,-0.277081,-0.419189,-0.545908,-0.659436,-0.757999,-0.843369,-0.914064,-0.97041,-1.014301,-1.048731,-1.048731,-1.048731,-1.048731,-1.048731,-1.048731,-1.048731,-1.048731,-1.048731,-1.048731,-1.048731,-1.048731,-1.048731,-1.048731,6
0.678813,0.781202,0.859896,0.908068,0.926606,0.912417,0.86267,0.78581,0.68429,0.568307,0.449079,0.335623,0.23887,0.156876,0.086863,0.047168,0.031023,0.044889,0.090699,0.159409,0.242634,0.338191,0.450346,0.582578,0.727507,0.865854,0.981237,1.069142,1.125261,1.147903,1.134944,1.088507,1.008726,0.898832,0.794524,0.670326,0.532384,0.388996,0.239364,0.07895,-0.090219,-0.267548,-0.428968,-0.565316,-0.674538,-0.757143,-0.811927,-0.843042,-0.854962,-0.852189,-0.840163,-0.855121,-0.874407,-0.894254,-0.912231,-0.929179,-0.940021,-0.941564,-0.930085,-0.910526,-0.889229,-0.869018,-0.850342,-0.837541,4
0.649257,0.732673,0.791336,0.822375,0.818002,0.780219,0.711035,0.619102,0.516058,0.409864,0.304472,0.216282,0.151226,0.103795,0.068291,0.061849,0.089793,0.138852,0.198668,0.272251,0.366532,0.481717,0.611698,0.758393,0.907028,1.035685,1.132384,1.195892,1.223207,1.214741,1.170044,1.091574,0.978246,0.84064,0.725181,0.606343,0.485141,0.350502,0.20136,0.041573,-0.130765,-0.305677,-0.463172,-0.594583,-0.702838,-0.783477,-0.836643,-0.864886,-0.87032,-0.859541,-0.841863,-0.856164,-0.873342,-0.892814,-0.911854,-0.927818,-0.940119,-0.941519,-0.928315,-0.90858,-0.886212,-0.860932,-0.835136,-0.816619,4
0.719362,0.795281,0.852645,0.884417,0.890095,0.864965,0.812105,0.736655,0.651253,0.564583,0.476929,0.396396,0.336297,0.291045,0.257303,0.242676,0.254099,0.285644,0.337399,0.399907,0.469331,0.550401,0.649725,0.767164,0.893875,1.007398,1.096491,1.157819,1.191987,1.196231,1.172365,1.118744,1.038333,0.931874,0.782148,0.626469,0.473695,0.327837,0.185702,0.040113,-0.11186,-0.265748,-0.408045,-0.536698,-0.651499,-0.753244,-0.840275,-0.913335,-0.971048,-1.015452,-1.047641,-1.047641,-1.047641,-1.047641,-1.047641,-1.047641,-1.047641,-1.047641,-1.047641,-1.047641,-1.047641,-1.047641,-1.047641,-1.047641,6
0.703296,0.778064,0.834262,0.862013,0.860032,0.828903,0.770515,0.692521,0.609101,0.525236,0.439777,0.364372,0.30808,0.263718,0.232092,0.222927,0.239972,0.278543,0.334642,0.403301,0.4796,0.570657,0.683514,0.8116,0.939975,1.049295,1.131642,1.187576,1.215311,1.213847,1.184369,1.126267,1.040766,0.929177,0.778964,0.624628,0.471565,0.327032,0.182975,0.03131,-0.124702,-0.276148,-0.41579,-0.54082,-0.653225,-0.752209,-0.836979,-0.907565,-0.962518,-1.003485,-1.032195,-1.032195,-1.032195,-1.032195,-1.032195,-1.032195,-1.032195,-1.032195,-1.032195,-1.032195,-1.032195,-1.032195,-1.032195,-1.032195,6
0.688295,0.77716,0.840869,0.874556,0.874462,0.839047,0.773128,0.682982,0.57511,0.463175,0.350223,0.250786,0.173036,0.112556,0.066895,0.048026,0.058784,0.09392,0.146735,0.220355,0.309726,0.41555,0.541805,0.684448,0.830257,0.958467,1.059109,1.12738,1.161085,1.162137,1.127814,1.05903,0.956229,0.827276,0.719518,0.602893,0.476309,0.338799,0.189656,0.025748,-0.15443,-0.332557,-0.485993,-0.612047,-0.708998,-0.776077,-0.818476,-0.837025,-0.837058,-0.826931,-0.808099,-0.827418,-0.849224,-0.872332,-0.894298,-0.914053,-0.927425,-0.922637,-0.904076,-0.886401,-0.87023,-0.852775,-0.83468,-0.821072,4
0.78772,0.873394,0.940084,0.981676,0.992957,0.973913,0.927576,0.853462,0.758165,0.653713,0.546426,0.448682,0.374524,0.310004,0.253709,0.214701,0.199186,0.211872,0.248051,0.302561,0.368091,0.444883,0.5346,0.639486,0.75989,0.878467,0.976479,1.050335,1.096271,1.113726,1.102391,1.063802,0.997325,0.906582,0.769469,0.621101,0.468366,0.318192,0.172793,0.029461,-0.117998,-0.268018,-0.410327,-0.536787,-0.650159,-0.749595,-0.835108,-0.905667,-0.962488,-1.005312,-1.037036,-1.037036,-1.037036,-1.037036,-1.037036,-1.037036,-1.037036,-1.037036,-1.037036,-1.037036,-1.037036,-1.037036,-1.037036,-1.037036,6
0.754913,0.833915,0.892813,0.924341,0.929588,0.904494,0.854552,0.781043,0.694118,0.597427,0.498718,0.410317,0.337806,0.276411,0.231195,0.207648,0.208781,0.231613,0.277296,0.340987,0.415467,0.503748,0.606968,0.721344,0.845262,0.957263,1.048719,1.113575,1.149733,1.158538,1.138732,1.091317,1.016756,0.918968,0.77666,0.62525,0.471269,0.322905,0.175887,0.029173,-0.119417,-0.270253,-0.410329,-0.536606,-0.649862,-0.748434,-0.83378,-0.904137,-0.960188,-1.002737,-1.033592,-1.033592,-1.033592,-1.033592,-1.033592,-1.033592,-1.033592,-1.033592,-1.033592,-1.033592,-1.033592,-1.033592,-1.033592,-1.033592,6
0.740897,0.820967,0.881659,0.915207,0.924348,0.902592,0.850722,0.776583,0.688003,0.594287,0.497338,0.404733,0.329931,0.26757,0.217657,0.189873,0.185648,0.207201,0.253436,0.319688,0.400252,0.488118,0.590547,0.70566,0.831853,0.949868,1.044231,1.111923,1.153335,1.166202,1.150994,1.106374,1.034859,0.937803,0.799737,0.650951,0.495998,0.342702,0.193582,0.045564,-0.100974,-0.251766,-0.39442,-0.523282,-0.638174,-0.739593,-0.82653,-0.898465,-0.954432,-0.99593,-1.024593,-1.024593,-1.024593,-1.024593,-1.024593,-1.024593,-1.024593,-1.024593,-1.024593,-1.024593,-1.024593,-1.024593,-1.024593,-1.024593,6
