@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute target {1,2}

@data
1.238153,2.716219,3.162371,3.076401,1.585491,-0.82562,-1.938611,-2.485916,-2.257878,-1.855445,-1.891459,-2.125406,-1.587853,-0.245915,0.178903,0.321379,0.495902,0.660684,0.479286,0.369999,0.284176,0.224035,0.412085,0.328246,0.397953,0.263112,-0.438763,-0.101118,0.096157,0.731606,2.003815,2.668988,1.630288,0.188895,-0.992568,-1.544776,-1.398287,-2.121679,-2.233716,-1.741403,-0.367731,0.581661,0.38507,0.051339,0.357863,0.47003,0.079779,-0.049221,0.188097,0.575382,2
1.290435,-0.514281,2.202259,3.211321,-0.13854,-1.459178,-1.402024,0.326679,-1.201707,-2.588762,-2.406872,-0.811513,-0.503149,-0.62463,0.101453,1.265338,1.31062,1.63848,1.769883,1.649772,0.798034,0.52477,-0.048615,-0.199292,-0.351617,-0.714086,-1.251442,-1.190659,-1.772596,-2.447784,0.16745,2.43647,0.943148,-0.876506,-1.379606,-0.391636,0.372452,-1.44161,-2.863575,-1.951718,0.914661,2.054011,1.218048,0.339434,0.198091,0.985364,0.732612,0.17889,0.725925,1.175799,1
1.502962,3.700908,4.016901,2.476626,0.091009,-1.133255,-1.832115,-1.497182,-1.777231,-1.912436,-1.7967,-1.165144,-1.321626,-1.445925,-0.322744,0.303837,0.309857,0.132591,0.189235,0.004689,-0.047759,-0.177024,0.328966,-0.072332,0.286582,-0.291678,0.593786,0.916855,1.192793,2.352631,2.255337,0.641175,-0.929543,-1.577726,-1.616925,-0.339857,-0.3659,-2.528075,-2.395414,-0.795499,0.177597,0.692877,0.299635,0.451734,0.618008,0.03258,0.014316,0.070423,0.769377,0.918804,2
0.863164,2.75829,3.125949,1.64296,0.140853,-1.508339,-2.111772,-1.450448,-1.95584,-2.365435,-1.520565,-0.446909,0.28001,0.267441,-0.217933,0.359025,0.145273,0.068363,0.325742,0.714391,1.359909,1.352287,0.663665,0.278135,0.38493,0.266263,0.543976,1.002841,0.915025,2.378924,2.587588,2.096808,-0.009157,-1.822841,-2.558826,-1.663248,-1.355562,-2.20245,-2.596009,-1.583622,-0.770712,-0.359863,-0.203368,0.137798,0.587929,0.567198,0.282618,0.38494,0.192576,0.028026,2
0.490029,2.20062,2.698008,1.612764,-0.171689,-1.382936,-1.760736,-0.97553,-1.823954,-2.157924,-1.680599,-0.35833,0.225079,0.250651,0.014665,-0.027674,0.293822,0.212164,1.127327,1.426823,1.367534,0.895241,0.59551,0.44959,0.792924,0.768073,0.912674,0.810731,0.769026,2.497736,3.116113,1.736257,-0.073809,-1.782372,-2.339658,-1.921362,-1.314476,-2.009351,-2.838762,-2.397264,-1.245859,-0.729342,-0.385454,0.078822,0.439742,0.573441,0.351487,0.401077,0.276047,-0.006896,2
-0.594775,0.698853,1.774258,1.292046,-0.313784,-1.091779,-0.958118,-0.388815,-0.662558,-1.67197,-1.999183,-1.00675,0.139426,0.672004,0.288278,0.232624,0.387841,0.663779,0.478461,0.887541,1.193899,1.305681,1.373537,0.975879,0.617484,0.960471,0.658492,0.897794,0.801909,1.884078,2.708584,3.149246,2.048041,-0.528352,-2.496103,-3.48104,-2.652276,-2.160494,-2.484682,-1.971244,-1.308868,-0.93965,-0.398116,0.019644,0.318768,0.152368,0.488075,0.251471,-0.123319,-0.088658,2
-0.826772,0.36809,2.287962,2.139675,-0.718446,0.140204,-0.728184,-0.648503,-0.357834,-0.290612,-1.307396,-1.920813,-1.81379,-0.745163,-0.526634,-0.036489,0.658897,0.45391,0.313671,0.348261,0.001572,0.421733,0.659826,0.899844,0.447802,0.233568,0.036956,0.256572,1.447131,3.012278,2.890866,3.289842,0.73293,-1.547705,-1.704455,-1.449503,-1.884289,-2.528239,-3.449575,-2.815575,0.234459,-0.238695,-0.171786,0.564368,0.875654,0.628989,0.551162,0.909084,0.571544,0.333608,1
0.552979,1.930007,0.735755,0.169245,-0.407229,-0.345503,0.13082,-0.35498,-1.73514,-2.27875,-1.862387,0.018584,0.150268,0.052995,0.261303,1.220927,0.84779,0.215306,0.225609,0.464416,1.217105,1.187418,0.931818,0.955001,1.278532,0.820992,0.802776,0.604613,1.511471,2.400209,2.755986,2.539992,0.200694,-1.49448,-2.143078,-1.2171,-1.518236,-3.086461,-3.539352,-2.879293,-1.732511,-1.016605,-0.52611,0.18111,0.88204,0.698886,0.184165,0.210879,-0.117415,-0.085056,2
-0.99015,0.990719,2.573477,1.92968,0.419049,-1.632294,-0.925746,-0.709031,-2.185234,-3.841152,-2.079775,0.188009,1.04002,0.571208,-0.395726,-0.257588,0.001438,0.155689,0.129299,0.120525,0.545418,0.805541,0.813522,0.644272,0.461348,0.688245,0.588526,1.140955,0.944775,-0.399473,0.239515,2.817539,1.761062,0.33902,-1.441427,-0.659748,-0.307093,-1.485514,-3.36538,-3.610989,-1.325315,-0.214364,-0.27284,0.086434,0.546823,1.06735,1.140046,1.107544,1.124718,1.11707,1
2.047816,3.52736,2.746346,1.31126,-1.37623,-1.935139,-0.960889,-1.030179,-2.264134,-2.461962,-2.759898,-1.99467,-0.968979,-0.790507,-0.187421,0.668581,1.082586,0.88447,0.667788,0.314267,-0.214482,-0.627006,-0.375397,-0.372286,-0.239232,-0.245907,-0.371644,-0.326481,0.436472,1.92896,2.929117,1.683918,-0.224976,-0.940894,-0.668202,-0.36422,-0.47018,-1.814951,-2.196449,-0.811004,0.509401,0.827148,0.557662,0.640683,0.605325,0.165616,-0.214895,0.250621,1.322104,2.100714,2
