@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute target {1,2,3,4}

@data
-1.959755,-2.208622,-2.255715,-2.261249,-2.248553,-2.217562,-2.296342,-2.286724,-2.305367,-2.235938,-2.265469,-2.307033,-2.241101,-2.218354,-2.280143,-2.245989,-2.23388,-2.244619,-2.269637,-2.223713,-2.209346,-2.206108,-2.063967,-1.910696,-1.71024,-1.505623,-1.168774,-0.794423,-0.434575,-0.094324,0.199031,0.397347,0.508556,0.591497,0.681175,0.680527,0.767777,0.795825,0.764178,0.731542,0.725808,0.717762,0.758013,0.695922,0.76477,0.76263,0.723121,0.702845,0.742597,0.7909,0.801713,0.767605,0.793713,0.741715,0.744985,0.780047,0.797743,0.735752,0.753804,0.80182,0.726285,0.719202,0.75907,0.790953,0.784227,0.831656,0.693187,0.799562,0.737006,0.75655,0.740405,0.789123,0.827673,0.748816,0.75411,0.744424,0.737313,0.739471,0.763855,0.79914,0.703961,0.706996,0.780511,0.781689,0.741489,0.77287,0.779181,0.757972,0.745547,0.779423,0.740743,0.780039,0.709201,0.742331,0.716341,0.782363,0.746804,0.811151,0.723127,0.768822,0.748256,0.730926,0.770105,0.736659,0.727934,0.747369,0.695631,0.756159,0.73963,0.71786,4
-1.923102,-2.119525,-2.214242,-2.168824,-2.236774,-2.281958,-2.234351,-2.234106,-2.215679,-2.200426,-2.134816,-2.212326,-2.187506,-2.294697,-2.216757,-2.173478,-2.14377,-2.214645,-2.143869,-2.153468,-2.150675,-2.084517,-2.100214,-1.906602,-1.848597,-1.657755,-1.413939,-1.222493,-0.818052,-0.554149,-0.302811,-0.064456,0.219129,0.409644,0.583019,0.640477,0.661449,0.720193,0.773022,0.780177,0.800595,0.750518,0.776024,0.817978,0.796707,0.763015,0.788123,0.780957,0.747974,0.828192,0.762342,0.792209,0.753021,0.754274,0.746099,0.780052,0.775281,0.814122,0.76854,0.805179,0.788993,0.782492,0.812081,0.823491,0.78813,0.756351,0.84938,0.744451,0.790588,0.815148,0.737348,0.791229,0.858507,0.784281,0.766987,0.811955,0.74692,0.814653,0.829377,0.755226,0.737582,0.729579,0.782631,0.806616,0.78955,0.790397,0.773422,0.80269,0.785955,0.758757,0.816439,0.803311,0.792457,0.822226,0.835065,0.755772,0.803173,0.879901,0.754744,0.758614,0.799226,0.750857,0.761952,0.745519,0.787937,0.769631,0.857,0.765873,0.786084,0.78972,4
-2.268558,-2.554922,-2.525144,-2.553352,-2.592808,-2.523019,-2.541906,-2.57838,-2.617153,-2.608394,-2.509624,-2.603566,-2.586309,-2.561312,-2.557426,-2.499409,-2.478369,-2.405739,-2.247895,-2.083684,-1.793205,-1.480139,-1.081596,-0.744359,-0.387021,-0.064427,0.24688,0.380674,0.523472,0.604506,0.527448,0.635414,0.673557,0.692615,0.599706,0.683577,0.725895,0.653123,0.655621,0.727026,0.632786,0.654111,0.681332,0.705616,0.661912,0.631201,0.680537,0.699392,0.719534,0.691281,0.640127,0.746966,0.630995,0.630553,0.72036,0.682927,0.648866,0.675359,0.611966,0.641978,0.670117,0.647805,0.695679,0.662178,0.720031,0.719386,0.676889,0.613969,0.711876,0.670234,0.660836,0.670947,0.674402,0.695652,0.727603,0.714346,0.679842,0.733108,0.709233,0.711186,0.721026,0.664703,0.702799,0.693489,0.65202,0.579454,0.687859,0.73552,0.72859,0.666963,0.650996,0.676463,0.630648,0.713032,0.618746,0.631997,0.715562,0.63573,0.670478,0.7131,0.681973,0.674345,0.645316,0.631022,0.599878,0.68705,0.644635,0.657593,0.667212,0.586883,4
-1.675845,-1.877675,-1.940919,-1.869796,-1.844462,-1.919057,-1.897317,-1.884847,-1.888586,-1.902449,-1.907544,-1.958427,-1.946033,-1.947315,-1.882292,-1.900105,-1.870508,-1.939978,-1.957023,-1.923081,-1.893563,-1.92749,-1.914883,-1.903419,-1.884527,-1.892605,-1.88083,-1.791311,-1.73172,-1.706916,-1.549034,-1.46619,-1.149516,-0.880377,-0.662538,-0.312183,0.009044,0.136194,0.361409,0.544592,0.696138,0.715664,0.822165,0.811708,0.89479,0.850238,0.922345,0.86975,0.880504,0.893477,0.892744,0.878438,0.914222,0.905879,0.923988,0.849012,0.913806,0.858499,0.895206,0.907148,0.851453,0.922897,0.813128,0.934453,0.910595,0.877483,0.905415,0.798674,0.926537,0.859599,0.941323,0.859083,0.878423,0.906716,0.898128,0.858595,0.895489,0.967225,1.330881,1.504198,1.436053,1.09671,0.765964,0.362911,0.280278,0.536672,0.845847,0.869625,0.886941,0.854828,0.857341,0.825956,0.915091,0.846265,0.908992,0.931238,0.811323,0.818457,0.853701,0.824082,0.839288,0.921193,0.913116,0.884698,0.865802,0.888986,0.869427,0.855878,0.886323,0.840117,3
-2.099396,-2.456304,-2.446347,-2.44846,-2.416221,-2.441766,-2.484084,-2.491119,-2.37179,-2.441109,-2.43845,-2.384264,-2.439751,-2.450129,-2.395809,-2.518562,-2.365297,-2.401727,-2.293991,-2.24946,-2.089281,-1.847166,-1.649908,-1.280592,-0.943166,-0.778945,-0.365948,-0.108065,0.108959,0.374769,0.430001,0.579445,0.627185,0.632042,0.72026,0.705509,0.694685,0.72067,0.720986,0.708384,0.712834,0.648844,0.678163,0.698587,0.701269,0.666094,0.701397,0.76188,0.683852,0.759439,0.676562,0.74073,0.764636,0.653762,0.75352,0.677094,0.636625,0.718139,0.736983,0.712365,0.760365,0.73481,0.708626,0.703627,0.726214,0.711916,0.717248,0.720976,0.715557,0.739565,0.772072,0.730411,0.695674,0.680352,0.664544,0.768149,0.735634,0.637716,0.779939,0.758948,0.732621,0.765722,0.775659,0.668198,0.719834,0.736625,0.729993,0.725639,0.743213,0.719627,0.765322,0.710199,0.714945,0.670741,0.6856,0.658094,0.76635,0.81956,0.747495,0.658842,0.700573,0.717222,0.692733,0.752712,0.734067,0.692137,0.672887,0.706336,0.67363,0.672519,4
0.725907,0.741932,0.71773,0.732378,0.723221,0.614523,0.719761,0.721699,0.706996,0.627038,0.733779,0.721713,0.792052,0.738957,0.715004,0.72934,0.719905,0.676376,0.717954,0.799162,0.728366,0.695075,0.796418,0.715159,0.753192,0.729943,0.711019,0.772115,0.744644,0.751198,0.696446,0.739142,0.709692,0.777246,0.768212,0.750513,0.753125,0.824007,0.823843,3.670087,4.711474,-0.402285,-2.378118,-2.373546,-2.293345,-2.403132,-2.360131,-2.371205,-2.269075,-2.298706,-2.25165,-2.182438,-2.179145,-2.204612,-2.090685,-2.017998,-1.940859,-1.930275,-1.873412,-1.778343,-1.675961,-1.645832,-1.507331,-1.464387,-1.22344,-1.169602,-1.086716,-0.952201,-0.853358,-0.738892,-0.634386,-0.515848,-0.356859,-0.381378,-0.281857,-0.095684,-0.013628,-0.054622,0.063964,0.245359,0.158709,0.260706,0.290698,0.357166,0.411829,0.398618,0.44058,0.55681,0.456684,0.488157,0.554608,0.629025,0.610302,0.60745,0.63962,0.597659,0.622454,0.639136,0.626697,0.688484,0.676288,0.610539,0.663337,0.739116,0.709631,0.665096,0.654011,0.673849,0.725811,0.792207,1
-1.538144,-1.735281,-1.764445,-1.749006,-1.72647,-1.749525,-1.742658,-1.769849,-1.788242,-1.78973,-1.75785,-1.728363,-1.744968,-1.746315,-1.744145,-1.728468,-1.787078,-1.772933,-1.785362,-1.758592,-1.768743,-1.791683,-1.791607,-1.805833,-1.760347,-1.813361,-1.731682,-1.741343,-1.749784,-1.703204,-1.719801,-1.710819,-1.71524,-1.540202,-1.464391,-1.231343,-0.964194,-0.795917,-0.427466,-0.233366,0.153713,0.455234,0.568992,0.718273,0.742408,0.824373,0.925199,0.848128,0.915718,0.981826,0.908363,0.989622,0.941435,0.970864,0.964225,0.942403,0.921818,0.932344,0.98469,0.951971,0.966671,1.005526,0.937565,0.975557,0.950932,0.978683,0.924805,0.982627,0.97475,0.955253,0.995753,0.989858,0.93475,0.960915,0.895669,0.933699,1.016115,1.12033,1.40501,1.492703,1.187871,0.925797,0.531201,0.348487,0.674674,0.928077,0.929002,1.017658,0.960694,0.945024,0.967889,0.942801,0.98142,0.994929,0.927439,0.939797,0.966537,0.977029,0.935117,0.942218,0.959784,0.941339,0.901849,0.991885,0.9609,0.917961,0.933288,0.923367,0.894518,0.880425,3
0.920845,0.944181,0.938098,0.917453,0.894454,0.918528,0.942674,0.883892,0.90353,0.903729,0.867228,0.928821,0.897427,0.944348,0.910463,0.944525,0.868596,0.994238,0.890552,0.948985,0.925402,0.879883,0.907864,1.026573,0.917098,0.886596,0.974845,1.002115,0.88996,0.903339,0.970593,1.002672,0.948258,0.93865,0.899278,1.00459,1.028153,0.988992,0.591433,-2.429595,-2.572488,-2.520833,-2.595955,-2.526242,-2.428355,-2.513523,-2.408937,-2.434901,-2.336656,-2.311274,-2.255503,-2.271489,-2.164023,-2.111595,-1.997557,-2.053266,-1.892563,-1.865873,-1.75807,-1.691428,-1.572842,-1.393811,-1.39986,-1.236144,-1.10619,-1.053864,-0.944944,-0.811266,-0.761917,-0.558108,-0.510727,-0.354168,-0.346583,-0.186088,-0.067202,0.003166,0.130054,0.220735,0.264429,0.29519,0.319891,0.447097,0.410853,0.537847,0.592727,0.687741,0.592767,0.667102,0.676201,0.775558,0.735987,0.794374,0.815034,0.753224,0.805003,0.812274,0.806194,0.849563,0.833536,0.87345,0.804498,0.847152,0.870783,0.860164,0.875198,0.88086,0.942977,0.897542,0.87308,0.84273,2
-1.916297,-2.211326,-2.191342,-2.275954,-2.233251,-2.287794,-2.17948,-2.304607,-2.298698,-2.313134,-2.262,-2.242093,-2.261437,-2.235999,-2.212907,-2.234319,-2.210274,-2.279428,-2.249774,-2.16257,-2.195734,-2.063359,-1.99724,-1.904553,-1.757796,-1.483864,-1.219689,-1.007274,-0.618791,-0.259486,-0.061527,0.090823,0.347671,0.470791,0.604735,0.639099,0.729281,0.762981,0.829956,0.797205,0.767023,0.775994,0.80893,0.828459,0.773963,0.803887,0.795328,0.765291,0.697451,0.791652,0.7451,0.748546,0.671148,0.808136,0.838798,0.762216,0.759549,0.756951,0.809577,0.777538,0.757586,0.783565,0.830456,0.757442,0.788997,0.760324,0.727624,0.758787,0.73959,0.83154,0.7476,0.768092,0.752419,0.835354,0.755495,0.748716,0.813031,0.767271,0.730284,0.822467,0.779809,0.716937,0.819328,0.775528,0.766488,0.845246,0.741151,0.788381,0.778466,0.766036,0.715844,0.736732,0.728843,0.738238,0.780555,0.76724,0.744517,0.763209,0.796134,0.752327,0.845093,0.76446,0.771241,0.73736,0.740222,0.764824,0.794086,0.756119,0.693504,0.729357,4
-1.787207,-2.046854,-1.997281,-2.104312,-2.072702,-2.106215,-2.119182,-2.040542,-2.025607,-2.098813,-2.168523,-2.036373,-2.166169,-2.087113,-2.129731,-2.086418,-2.098276,-2.036632,-2.123086,-2.066539,-2.054371,-2.075362,-2.075339,-2.045202,-1.885603,-1.889255,-1.76629,-1.65913,-1.385049,-1.138597,-0.807266,-0.580349,-0.354661,-0.013465,0.191461,0.390357,0.538168,0.700032,0.755065,0.763738,0.813794,0.78555,0.784855,0.793571,0.828664,0.832741,0.859527,0.813342,0.764959,0.842013,0.820792,0.868716,0.804764,0.814412,0.777475,0.809349,0.811918,0.855324,0.827849,0.773989,0.844306,0.801097,0.829915,0.891228,0.806383,0.845426,0.820027,0.853201,0.836418,0.868389,0.81497,0.818708,0.838708,0.808243,0.833737,0.894121,0.845266,0.8586,0.78476,0.844274,0.830137,0.870393,0.843027,0.905848,0.814915,0.899315,0.822359,0.763149,0.786772,0.849831,0.839766,0.856121,0.859214,0.839491,0.807375,0.846519,0.811206,0.804538,0.877459,0.872845,0.80224,0.851146,0.785237,0.77665,0.808053,0.823279,0.780504,0.852303,0.71503,0.772589,4
-1.442272,-1.638371,-1.67632,-1.672642,-1.70433,-1.685721,-1.724472,-1.698832,-1.700083,-1.727366,-1.721116,-1.722705,-1.681551,-1.67542,-1.644157,-1.662163,-1.727272,-1.717002,-1.704711,-1.686588,-1.739293,-1.739384,-1.729318,-1.663291,-1.700644,-1.725926,-1.717243,-1.735246,-1.68676,-1.701997,-1.620096,-1.695118,-1.652011,-1.592554,-1.535984,-1.491646,-1.315592,-1.21412,-1.00431,-0.641783,-0.429134,-0.024982,0.107227,0.397658,0.633892,0.711211,0.816291,0.91745,0.883973,1.002265,1.017942,1.006968,1.025483,1.003028,0.990577,0.965858,1.041119,1.007368,1.01662,0.963804,1.040741,1.025081,0.957858,1.023189,0.986587,1.017988,0.996421,0.989249,0.985551,0.996251,0.995546,0.960669,0.997919,0.954724,1.019766,1.01789,0.971199,0.985195,0.931379,1.049647,0.976898,0.916917,0.976244,1.005293,1.010614,1.006995,1.017693,1.013706,1.006988,1.016886,0.980094,1.001224,0.964783,0.923553,0.991778,0.964711,0.960031,0.981729,1.020082,0.913328,1.016208,0.993645,1.034527,0.995289,1.014097,0.946008,0.979463,0.976626,1.003315,0.949217,4
-1.618494,-1.831219,-1.786994,-1.867593,-1.882026,-1.893164,-1.868834,-1.859913,-1.844368,-1.920873,-1.870536,-1.834582,-1.837248,-1.943324,-1.847885,-1.858009,-1.839219,-1.854974,-1.870701,-1.845288,-1.947584,-1.868013,-1.85489,-1.837301,-1.915607,-1.903253,-1.898179,-1.822219,-1.85019,-1.750525,-1.707122,-1.559499,-1.444666,-1.254362,-0.903748,-0.520254,-0.385484,-0.002448,0.264386,0.539677,0.642811,0.745037,0.792195,0.871016,0.855961,0.94452,0.93925,0.886863,0.929896,0.907679,0.93086,0.936094,0.92706,0.863522,0.851571,0.912781,0.915673,0.993595,0.915913,0.955275,0.89132,0.889861,0.917897,0.969737,0.925695,0.860138,0.867624,0.927901,0.928381,0.946994,0.912487,0.915531,0.963335,0.894226,0.951861,0.970985,0.904324,0.880586,0.877174,0.843722,0.88892,0.903106,0.860318,0.862377,0.909508,0.865682,0.921025,0.930453,0.956218,0.913426,0.913704,0.931084,0.886675,0.887789,0.878843,0.859985,0.903858,0.878503,0.873316,0.901057,0.862899,0.868061,0.842485,0.847586,0.919743,0.867558,0.908674,0.887352,0.858564,0.850401,4
-2.220782,-2.490913,-2.519789,-2.541936,-2.539666,-2.599027,-2.530849,-2.581492,-2.60206,-2.560394,-2.569849,-2.534217,-2.557754,-2.553129,-2.502175,-2.536726,-2.417192,-2.359956,-2.289016,-2.116626,-1.925465,-1.639261,-1.255462,-0.861936,-0.234862,-0.008898,0.196666,0.431848,0.477784,0.637687,0.651319,0.599511,0.673611,0.678189,0.659667,0.680892,0.60053,0.667371,0.724879,0.702823,0.650496,0.67095,0.689564,0.693061,0.69665,0.658256,0.616086,0.669841,0.716292,0.660613,0.733851,0.645722,0.64515,0.693741,0.647459,0.679957,0.687195,0.73678,0.823868,1.278142,1.284424,0.902057,0.409107,-0.027417,0.18695,0.579986,0.638541,0.695272,0.684695,0.719095,0.723963,0.633772,0.632057,0.689967,0.707096,0.715782,0.735469,0.667142,0.644755,0.600197,0.630106,0.643729,0.690496,0.67661,0.691137,0.673791,0.713713,0.750191,0.631501,0.677688,0.641475,0.705568,0.674724,0.656801,0.665928,0.681686,0.680479,0.609889,0.683102,0.63927,0.685485,0.652131,0.674767,0.64841,0.685604,0.659008,0.703607,0.655554,0.643136,0.624485,3
0.940655,0.922426,0.871133,0.861296,0.778884,0.89388,0.873394,0.905784,0.865789,0.929997,0.884442,0.915482,0.898439,0.845013,0.865963,0.901979,0.889236,0.858677,0.944617,0.919176,0.869184,0.91397,0.89597,-1.667816,-2.660954,-2.558286,-2.560418,-2.610809,-2.588964,-2.598117,-2.544455,-2.423635,-2.463913,-2.488537,-2.346423,-2.279614,-2.300659,-2.185496,-2.193983,-2.042011,-1.997745,-1.866386,-1.762764,-1.580452,-1.56423,-1.338578,-1.312542,-1.126898,-1.13616,-0.926576,-0.774877,-0.7043,-0.695124,-0.445181,-0.349774,-0.213834,-0.084147,-0.058945,0.065074,0.150874,0.234032,0.351772,0.372418,0.448422,0.585286,0.467636,0.566641,0.591865,0.598799,0.700262,0.664713,0.627891,0.710878,0.752905,0.788601,0.735172,0.792926,0.792531,0.889455,0.794,0.760336,0.764037,0.771533,0.82152,0.825734,0.836101,0.800448,0.847276,0.89201,0.830086,0.849944,0.902891,0.777843,0.915875,0.824206,0.809587,0.926985,0.878016,0.879742,0.831966,0.913539,0.827082,0.866978,0.839944,0.852381,0.887716,0.878161,0.856659,0.833776,0.822692,2
0.792713,0.821531,0.763132,0.785518,0.744316,0.818816,0.791296,0.710948,0.790388,0.76774,0.781822,0.78827,0.730385,0.706241,0.73465,0.786099,0.735635,0.775603,0.74347,0.726762,0.823609,0.725052,0.796566,0.840968,0.76338,0.824265,0.777212,0.843527,0.819998,0.812756,0.781558,0.809493,0.792517,0.792802,0.786955,1.024528,4.340612,4.552169,-1.467076,-2.324431,-2.370846,-2.271357,-2.256178,-2.170821,-2.243364,-2.238358,-2.277278,-2.174458,-2.158884,-2.088146,-2.057368,-2.106487,-1.965288,-1.941162,-1.897946,-1.773971,-1.760505,-1.60676,-1.584353,-1.523774,-1.36498,-1.304623,-1.209977,-1.187676,-1.038686,-0.932231,-0.892446,-0.783835,-0.655351,-0.568808,-0.463894,-0.329912,-0.372835,-0.196698,-0.119997,-0.022642,0.017556,0.083166,0.102774,0.168856,0.225793,0.282621,0.359272,0.371172,0.482877,0.518086,0.549645,0.467212,0.555322,0.516986,0.581351,0.604405,0.627441,0.720373,0.683024,0.665059,0.608238,0.689874,0.729861,0.651543,0.727617,0.737339,0.708971,0.710727,0.707307,0.719098,0.793496,0.752261,0.638639,0.742138,1
0.972233,1.033726,0.926261,1.008709,0.97527,0.958311,0.893559,0.969324,0.980116,0.931453,1.054101,0.864088,0.874975,0.998674,0.979492,0.940287,1.020001,0.953553,1.005333,1.042392,0.948208,0.941572,0.987327,0.883038,0.972195,0.963345,0.982107,1.004699,0.995085,0.887664,0.99146,0.946129,0.963196,0.969168,1.063603,0.999066,1.096547,1.005785,1.006626,1.078235,1.035746,0.990102,-0.709088,-2.228941,-2.416769,-2.416282,-2.401671,-2.380132,-2.362787,-2.391721,-2.370318,-2.283487,-2.299113,-2.10225,-2.109111,-2.126813,-2.027663,-2.034714,-1.974075,-1.956186,-1.93317,-1.89809,-1.752749,-1.712059,-1.612783,-1.527715,-1.396838,-1.348044,-1.209589,-1.182618,-0.988433,-0.994611,-0.867916,-0.7451,-0.674289,-0.554501,-0.394155,-0.25487,-0.190102,-0.081919,0.011436,0.092094,0.12172,0.257578,0.317204,0.357154,0.375477,0.464386,0.529979,0.525745,0.528044,0.602335,0.635267,0.618032,0.724851,0.703426,0.68926,0.779888,0.797088,0.801814,0.757388,0.788843,0.87991,0.923076,0.944009,0.883394,0.95394,0.89183,0.964821,0.897928,2
-1.913786,-2.139066,-2.150288,-2.167082,-2.185745,-2.223683,-2.190204,-2.169404,-2.163621,-2.209691,-2.219382,-2.215594,-2.234115,-2.233101,-2.193925,-2.222285,-2.179779,-2.222069,-2.208631,-2.154597,-2.135285,-2.108117,-2.048603,-2.056385,-1.871151,-1.776498,-1.53769,-1.245042,-0.877843,-0.525485,-0.279223,0.091393,0.269622,0.446551,0.592408,0.664054,0.732964,0.69349,0.781182,0.80085,0.76353,0.803888,0.833444,0.767654,0.798944,0.829413,0.769842,0.888329,0.785159,0.805184,0.791202,0.798048,0.761326,0.791298,0.818884,0.791649,0.838511,0.789616,0.726531,0.800592,0.777605,0.752656,0.759276,0.775092,0.808083,0.770893,0.759172,0.83578,0.760543,0.808817,0.782176,0.835717,0.777473,0.717083,0.839722,0.800763,0.75508,0.816472,0.799138,0.78835,0.783556,0.773603,0.809297,0.748925,0.829368,0.797048,0.814667,0.853232,0.732008,0.790265,0.761855,0.766955,0.786527,0.794634,0.800967,0.83172,0.843967,0.733533,0.741383,0.814959,0.706272,0.813994,0.741689,0.734824,0.751543,0.800386,0.725808,0.750682,0.725164,0.753091,4
-1.609525,-1.854579,-1.894095,-1.897784,-1.951322,-1.921965,-1.93842,-1.842191,-1.884637,-1.912692,-1.903135,-1.895779,-1.95622,-1.899562,-1.925618,-1.903274,-1.933702,-1.897783,-1.887689,-1.968939,-1.922919,-1.954658,-1.891042,-1.946473,-1.902502,-1.929315,-1.877008,-1.852954,-1.773365,-1.673978,-1.63644,-1.501708,-1.232758,-0.996869,-0.656747,-0.327213,-0.022419,0.297216,0.506274,0.616121,0.757068,0.746957,0.765872,0.803516,0.922651,0.885894,0.851262,0.945036,0.909245,0.918562,0.878124,0.899985,0.895994,0.948246,0.885674,0.863223,0.848817,0.914805,0.877494,0.916451,0.795712,0.885297,0.892735,0.920134,0.877932,0.886975,0.875338,0.896327,0.8894,0.920072,0.832105,0.891679,0.890167,0.878279,0.920951,0.925831,0.885925,0.839222,0.909386,0.8426,0.842253,0.917337,0.887444,0.915108,0.85454,0.856425,0.870951,0.889499,0.921954,0.953128,0.94992,0.869404,0.919359,0.935957,0.923624,0.855611,0.861794,0.880213,0.88789,0.855627,0.893823,0.878324,0.868544,0.863685,0.8506,0.860055,0.87832,0.882157,0.850947,0.792231,4
0.97087,0.959993,0.950684,0.986554,0.943881,1.000309,0.987536,0.985584,0.935957,0.966727,0.930838,0.982032,0.942236,0.996901,0.97014,0.982573,1.005024,0.981528,1.026489,0.96064,0.997011,0.96507,0.955038,0.932864,0.940182,0.946061,0.982612,0.927737,0.966731,1.022343,0.996187,1.000755,1.014306,1.024832,1.036166,0.997171,0.990024,0.998653,1.048876,1.021864,1.003599,0.038185,-2.465193,-2.473971,-2.450248,-2.43613,-2.457995,-2.350553,-2.351929,-2.35334,-2.312901,-2.268012,-2.159541,-2.276199,-2.120122,-2.054954,-2.007291,-1.921237,-1.908313,-1.886428,-1.836086,-1.815437,-1.635397,-1.574971,-1.570482,-1.407219,-1.320018,-1.301054,-1.196859,-1.059395,-0.895362,-0.769576,-0.790567,-0.67618,-0.566562,-0.447956,-0.359522,-0.240796,-0.13419,-0.024356,0.109505,0.095333,0.155193,0.212093,0.338139,0.398787,0.400693,0.499329,0.474363,0.611993,0.614208,0.621492,0.751315,0.665157,0.737698,0.805816,0.809109,0.758287,0.831593,0.835801,0.83183,0.846499,0.852813,0.883442,0.863532,0.922578,0.940152,0.915858,0.887578,0.933388,2
-1.399768,-1.71043,-1.696148,-1.692231,-1.629072,-1.720042,-1.687484,-1.778787,-1.7331,-1.740051,-1.671068,-1.680133,-1.653972,-1.703438,-1.716025,-1.713456,-1.737603,-1.727373,-1.698893,-1.705184,-1.710527,-1.709278,-1.78102,-1.688968,-1.697078,-1.740416,-1.711088,-1.752373,-1.734006,-1.718136,-1.711661,-1.678092,-1.639224,-1.642064,-1.587289,-1.445696,-1.36986,-1.181998,-0.894417,-0.577565,-0.224237,0.101951,0.319173,0.574592,0.689673,0.726139,0.864541,0.911784,0.932118,0.946875,0.990978,0.963805,0.950775,0.995488,1.028241,1.011042,0.986552,1.006002,1.024768,0.95677,1.052047,0.984675,0.985627,0.986506,0.929284,0.989548,0.950053,0.99088,1.000425,0.995858,0.969172,0.967209,0.940473,0.962796,0.978,0.975757,0.972253,0.961327,0.948421,0.994473,1.012297,0.976235,0.920642,1.028407,0.998848,1.042602,0.975367,1.005162,0.967932,0.94901,1.032242,0.959859,0.970705,1.029645,0.949984,1.01276,0.990435,1.004438,0.985035,1.016335,0.980604,0.991977,0.94459,0.990252,0.984441,1.012063,0.895989,1.01537,0.941172,0.888805,4
0.784145,0.760967,0.746544,0.76562,0.762505,0.82048,0.793302,0.836999,0.806273,0.7578,0.785566,0.719216,0.762635,0.767205,0.744198,0.723831,0.731887,0.727646,0.790866,0.754401,0.761149,0.740591,0.771888,0.757935,0.719016,0.738222,0.802318,0.779465,0.832065,0.812819,0.750006,0.800726,0.780808,0.762468,0.793256,0.770913,0.849877,1.910743,4.713657,2.834133,-2.217937,-2.311559,-2.233486,-2.313817,-2.23863,-2.270233,-2.142068,-2.265256,-2.149386,-2.200815,-2.127996,-2.102668,-2.045767,-1.980455,-1.917564,-1.884492,-1.868019,-1.748725,-1.622623,-1.639725,-1.559147,-1.567281,-1.444043,-1.26493,-1.175154,-1.097233,-0.992513,-0.94692,-0.823388,-0.732636,-0.668607,-0.556999,-0.39279,-0.361113,-0.248728,-0.183843,-0.124498,-0.065565,0.073818,0.147501,0.175952,0.127984,0.266878,0.351104,0.289752,0.395466,0.420798,0.465347,0.526864,0.471833,0.559442,0.663204,0.594515,0.6534,0.668951,0.619425,0.647595,0.652978,0.693516,0.680697,0.694321,0.77429,0.683885,0.759408,0.647791,0.740417,0.758716,0.735644,0.73033,0.790644,1
