@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute attr130 numeric
@attribute attr131 numeric
@attribute attr132 numeric
@attribute attr133 numeric
@attribute attr134 numeric
@attribute attr135 numeric
@attribute attr136 numeric
@attribute attr137 numeric
@attribute attr138 numeric
@attribute attr139 numeric
@attribute attr140 numeric
@attribute attr141 numeric
@attribute attr142 numeric
@attribute attr143 numeric
@attribute attr144 numeric
@attribute attr145 numeric
@attribute attr146 numeric
@attribute attr147 numeric
@attribute attr148 numeric
@attribute attr149 numeric
@attribute attr150 numeric
@attribute attr151 numeric
@attribute attr152 numeric
@attribute attr153 numeric
@attribute attr154 numeric
@attribute attr155 numeric
@attribute attr156 numeric
@attribute attr157 numeric
@attribute attr158 numeric
@attribute attr159 numeric
@attribute attr160 numeric
@attribute attr161 numeric
@attribute attr162 numeric
@attribute attr163 numeric
@attribute attr164 numeric
@attribute attr165 numeric
@attribute attr166 numeric
@attribute attr167 numeric
@attribute attr168 numeric
@attribute attr169 numeric
@attribute attr170 numeric
@attribute attr171 numeric
@attribute attr172 numeric
@attribute attr173 numeric
@attribute attr174 numeric
@attribute attr175 numeric
@attribute attr176 numeric
@attribute attr177 numeric
@attribute attr178 numeric
@attribute attr179 numeric
@attribute attr180 numeric
@attribute attr181 numeric
@attribute attr182 numeric
@attribute attr183 numeric
@attribute attr184 numeric
@attribute attr185 numeric
@attribute attr186 numeric
@attribute attr187 numeric
@attribute attr188 numeric
@attribute attr189 numeric
@attribute attr190 numeric
@attribute target {1,2}

@data
-0.42724,-0.434561,-0.421939,-0.355038,-0.354028,-0.41184,-0.425473,-0.427998,-0.421181,-0.409568,-0.382303,-0.323733,-0.218459,-0.089958,-0.019018,0.021123,0.131194,0.263986,0.349316,0.529318,0.542445,0.548504,0.666149,0.918606,1.240235,1.525764,1.739847,1.970844,2.583304,2.762296,2.769112,2.6805,2.601228,2.618395,2.749168,2.906448,2.983953,2.94255,2.833236,2.747148,2.742856,2.569671,2.217242,1.88299,1.73404,1.756256,1.793368,1.704503,1.479564,1.206659,0.96531,0.779754,0.641408,0.538406,0.45863,0.407129,0.403847,0.483875,0.482108,0.426568,0.324323,0.203901,0.104433,0.049903,0.039804,0.074643,0.08146,0.074138,0.060253,0.003956,-0.000084,0.016326,0.051417,0.144321,0.180423,0.200619,0.208698,0.224603,0.226875,0.224855,0.209455,0.148613,0.126902,0.099889,0.039804,0.028696,0.027939,0.03627,0.061263,0.079945,0.096355,0.124882,0.19658,0.229399,0.245556,0.245052,0.215514,0.19759,0.174364,0.117308,0.095597,0.090548,0.104181,0.129426,0.195318,0.213999,0.224098,0.222078,0.21299,0.192288,0.168052,0.138515,0.103171,0.062778,0.012539,-0.033913,-0.119243,-0.146509,-0.216944,-0.301517,-0.411083,-0.604465,-0.691815,-0.750637,-0.796584,-0.872069,-0.921298,-0.937707,-0.95033,-0.955632,-0.972799,-0.974314,-0.966487,-0.95033,-0.944524,-0.945029,-0.929629,-0.906655,-0.871816,-0.842279,-0.823092,-0.794312,-0.774873,-0.761493,-0.760988,-0.769824,-0.787496,-0.816528,-0.894032,-0.982897,-1.022028,-1.081608,-1.107358,-1.106601,-1.092716,-1.097007,-1.088929,-1.062421,-1.044749,-1.033893,-1.032379,-1.005871,-0.946038,-0.913976,-0.867272,-0.831423,-0.781689,-0.715293,-0.639556,-0.576695,-0.515095,-0.467886,-0.426988,-0.398965,-0.399722,-0.422444,-0.467886,-0.607242,-0.686261,-0.758211,-0.834958,-0.8958,-0.943009,-0.981887,-1.00789,-1.039952,-1.051565,-1.063936,-1.072014,-1.072014,2
-0.600699,-0.601558,-0.595261,-0.564061,-0.544025,-0.546887,-0.575511,-0.60671,-0.605279,-0.570359,-0.548891,-0.512539,-0.455006,-0.367705,-0.260367,-0.191385,-0.157609,-0.073742,0.043614,0.209916,0.300652,0.320402,0.316967,0.420011,0.663597,0.99849,1.313634,1.536038,1.738978,2.01548,2.337207,2.561329,2.613709,2.558466,2.492919,2.495208,2.609702,2.797185,2.932002,2.945455,2.78087,2.804628,2.869316,2.753964,2.378711,1.969683,1.771036,1.79737,1.877515,1.826279,1.607597,1.315352,1.042284,0.830185,0.67018,0.544523,0.440334,0.367917,0.353891,0.400547,0.46037,0.490139,0.468099,0.386522,0.277467,0.187876,0.149234,0.165263,0.255141,0.278898,0.265445,0.195031,0.163259,0.148375,0.155531,0.182723,0.225086,0.395681,0.435468,0.453501,0.452928,0.441765,0.36992,0.343301,0.267735,0.236249,0.215068,0.188448,0.166122,0.137498,0.116889,0.109161,0.107158,0.137212,0.164118,0.240256,0.274891,0.303514,0.316967,0.314391,0.302369,0.268021,0.236822,0.197607,0.108875,0.073096,0.053632,0.057639,0.0834,0.17614,0.217358,0.253709,0.262296,0.243977,0.193886,0.021001,-0.175069,-0.228023,-0.26094,-0.327918,-0.418082,-0.536869,-0.746965,-0.844857,-0.908687,-0.95563,-1.022322,-1.047797,-1.041786,-1.048942,-1.066116,-1.084721,-1.080428,-1.052663,-1.055525,-1.071268,-1.060677,-1.044076,-0.980818,-0.959637,-0.91985,-0.851727,-0.823676,-0.779596,-0.771867,-0.769577,-0.774443,-0.803353,-0.839132,-0.862604,-0.899528,-0.94418,-0.993126,-0.990836,-1.04379,-1.028047,-1.006579,-1.002858,-0.978528,-0.982249,-0.999423,-1.000282,-0.97538,-0.961354,-0.935879,-0.885788,-0.805357,-0.707465,-0.636192,-0.457869,-0.361121,-0.218004,-0.160758,-0.150167,-0.171348,-0.22516,-0.400336,-0.502235,-0.592971,-0.694012,-0.780454,-0.849151,-0.903249,-0.938742,-0.964789,-0.999137,-1.112486,-1.172881,-1.197497,-1.197497,2
-0.473641,-0.47978,-0.476199,-0.45727,-0.428621,-0.406112,-0.404065,-0.426831,-0.456247,-0.473897,-0.48285,-0.480547,-0.473897,-0.456503,-0.416343,-0.330908,-0.21222,-0.135482,-0.096346,0.003925,0.140774,0.246673,0.480724,0.513465,0.512186,0.598644,0.808907,1.110998,1.407974,1.624631,1.82722,2.114731,2.449309,2.679523,2.734518,2.685406,2.629132,2.641154,2.761121,2.934549,3.037122,3.015891,2.812024,2.804861,2.830697,2.668779,2.254139,1.830033,1.632049,1.663256,1.74997,1.715438,1.5195,1.250662,1.006635,0.824766,0.694055,0.593273,0.511163,0.454121,0.443122,0.477143,0.519604,0.531627,0.489677,0.392219,0.264578,0.152285,0.088848,0.07964,0.105219,0.140774,0.1684,0.178376,0.171725,0.136682,0.123381,0.12645,0.146914,0.180422,0.263555,0.297064,0.315225,0.316249,0.303971,0.237976,0.21035,0.191677,0.134124,0.115195,0.104196,0.092174,0.078361,0.060455,0.051758,0.054572,0.064548,0.077594,0.109823,0.133868,0.168144,0.244115,0.274043,0.295274,0.297576,0.282484,0.225442,0.197049,0.160726,0.070431,0.032318,0.010831,0.010576,0.028737,0.060711,0.139496,0.168144,0.179911,0.174283,0.146658,0.113916,-0.006051,-0.076394,-0.171805,-0.203779,-0.278471,-0.369277,-0.485152,-0.683136,-0.770361,-0.827915,-0.874981,-0.912582,-0.944045,-0.976786,-0.983693,-0.996482,-1.018481,-1.039456,-1.046618,-1.045851,-1.057873,-1.055315,-1.045851,-0.993157,-0.954021,-0.922047,-0.91028,-0.893909,-0.888793,-0.893398,-0.935604,-0.969368,-0.997506,-1.007737,-0.983437,-0.975507,-0.996227,-0.956323,-0.928953,-0.943533,-0.951719,-0.943789,-0.939952,-0.92972,-0.89263,-0.865772,-0.824589,-0.797987,-0.764222,-0.712808,-0.643488,-0.580307,-0.513033,-0.403042,-0.355209,-0.337047,-0.342163,-0.373882,-0.479524,-0.609723,-0.681345,-0.741457,-0.793638,-0.834054,-0.933046,-0.995203,-1.050455,-1.070918,-1.070918,2
-0.503018,-0.507058,-0.503288,-0.489281,-0.425445,-0.423829,-0.482278,-0.50248,-0.514062,-0.519449,-0.510829,-0.485241,-0.436219,-0.346526,-0.222356,-0.144514,-0.105727,-0.010377,0.116486,0.212106,0.4257,0.457214,0.463409,0.556065,0.773969,1.408557,1.633465,1.82605,2.097824,2.420235,2.64595,2.701706,2.613898,2.63356,2.754498,2.930115,3.040817,3.03139,2.827761,2.824529,2.857929,2.701436,2.286907,1.85487,1.645316,1.667941,1.749554,1.707536,1.508217,1.243177,1.005071,0.829186,0.702053,0.607242,0.525629,0.46718,0.455598,0.487381,0.526437,0.525359,0.470143,0.364288,0.230691,0.113254,0.048341,0.037836,0.058576,0.116756,0.129954,0.128068,0.111638,0.10652,0.111907,0.138304,0.217223,0.261397,0.297759,0.314189,0.314458,0.302068,0.278904,0.250353,0.228536,0.194598,0.16874,0.10248,0.082818,0.073121,0.064232,0.04888,0.051304,0.063694,0.081202,0.143152,0.16901,0.203486,0.243619,0.277288,0.328734,0.335198,0.322539,0.287523,0.265167,0.238232,0.205641,0.122681,0.088743,0.06531,0.063155,0.076892,0.098979,0.194867,0.230152,0.243081,0.229613,0.157697,0.029486,-0.005529,-0.033542,-0.083102,-0.138857,-0.179798,-0.26599,-0.357569,-0.467195,-0.558504,-0.665436,-0.757015,-0.811154,-0.860445,-0.901925,-0.92913,-0.964953,-0.975188,-0.993235,-0.987579,-0.986501,-1.001315,-0.999161,-1.02825,-1.11525,-1.143532,-1.039024,-0.975996,-0.954449,-0.946637,-0.878492,-0.839167,-0.820582,-0.797418,-0.795801,-0.803074,-0.817619,-0.927514,-0.960374,-0.976805,-0.981922,-0.991619,-0.981114,-0.979767,-0.983,-0.952563,-0.93721,-0.945829,-0.947445,-0.928322,-0.905696,-0.878492,-0.83378,-0.782334,-0.742201,-0.54773,-0.496554,-0.409554,-0.390161,-0.39851,-0.436758,-0.539919,-0.673247,-0.747857,-0.808192,-0.864486,-0.910814,-0.972495,-0.998353,-1.019631,-1.046836,-1.120099,-1.133566,-1.133566,2
-0.429179,-0.435726,-0.43774,-0.417595,-0.347339,-0.338022,-0.398709,-0.411803,-0.409285,-0.393169,-0.371513,-0.330468,-0.255679,-0.153443,-0.080417,-0.027537,0.080239,0.227298,0.367055,0.529726,0.685095,0.744523,0.76215,0.84978,1.043173,1.324952,1.61353,1.829334,2.01769,2.276806,2.572686,2.76482,2.797303,2.736365,2.667871,2.659058,2.743415,2.863782,2.919936,2.890978,2.816189,2.757769,2.778166,2.808131,2.651252,2.272777,1.905633,1.746235,1.784511,1.866098,1.826312,1.628135,1.355673,1.099831,0.896366,0.744523,0.63448,0.547856,0.4844,0.460729,0.474327,0.445872,0.36781,0.245177,0.100133,-0.028544,-0.112649,-0.146141,-0.145385,-0.133802,-0.126499,-0.126751,-0.1474,-0.146896,-0.131535,-0.096533,-0.046171,0.007969,0.054303,0.084772,0.10391,0.14974,0.167367,0.161071,0.095852,0.066138,0.021819,0.002681,-0.008399,-0.007895,0.01779,0.028114,0.037179,0.051029,0.096104,0.147977,0.168878,0.194059,0.199347,0.195822,0.182476,0.161575,0.131106,0.094845,0.066138,0.055058,0.064375,0.090312,0.169633,0.193555,0.207909,0.213197,0.212441,0.200354,0.178698,0.148481,0.11222,0.071426,0.025596,-0.013687,-0.060776,-0.113153,-0.144126,-0.211108,-0.296725,-0.403242,-0.589584,-0.676963,-0.735132,-0.778695,-0.843159,-0.877658,-0.885716,-0.896544,-0.903595,-0.920718,-0.924999,-0.921473,-0.906113,-0.905105,-0.895537,-0.879672,-0.853232,-0.817726,-0.789271,-0.767615,-0.754018,-0.749989,-0.753262,-0.764594,-0.784235,-0.874384,-0.940611,-0.957231,-0.968814,-0.976117,-0.979894,-0.962015,-0.940863,-0.950935,-0.942877,-0.927265,-0.895788,-0.875391,-0.897047,-0.893774,-0.864815,-0.859527,-0.830821,-0.824022,-0.803877,-0.765601,-0.716497,-0.630125,-0.547027,-0.516306,-0.508248,-0.51681,-0.544257,-0.645738,-0.769378,-0.836612,-0.893774,-0.941115,-0.981405,-1.008852,-1.041084,-1.051157,-1.062992,-1.069539,2
-0.394891,-0.384467,-0.356844,-0.315149,-0.249479,-0.175991,-0.115794,-0.091298,-0.111624,-0.161137,-0.214299,-0.246091,-0.266939,-0.293259,-0.314107,-0.307852,-0.258079,-0.169476,-0.005302,0.142716,0.352495,0.597194,0.880721,1.144964,1.297933,1.35787,1.376372,1.385232,1.463411,1.618465,1.744853,1.827462,1.979389,2.208191,2.40051,2.525335,2.631658,2.763779,3.089262,3.186464,3.162229,3.042095,2.866454,2.67648,2.542795,2.448981,2.254056,1.912676,1.606217,1.494161,1.555922,1.658075,1.667196,1.55045,1.363082,1.172066,1.017794,0.91095,0.846062,0.808536,0.774137,0.718891,0.63524,0.428068,0.332169,0.218289,0.073398,-0.068105,-0.165046,-0.208566,-0.213778,-0.191366,-0.192669,-0.199445,-0.198142,-0.18876,-0.174688,-0.141853,-0.119963,-0.088171,-0.005823,0.028576,0.050987,0.06558,0.111966,0.117178,0.111966,0.075743,0.044732,0.025188,-0.034488,-0.05716,-0.066281,-0.065239,-0.016507,-0.000872,0.046557,0.065059,0.079131,0.125517,0.139068,0.146625,0.147146,0.117438,0.058023,0.041084,0.046296,0.069228,0.105451,0.151055,0.185975,0.211774,0.222979,0.216986,0.182587,0.157831,0.096591,0.049423,0.004601,-0.049342,-0.090256,-0.25,-0.471767,-0.577568,-0.659134,-0.711253,-0.759463,-0.799855,-0.822788,-0.847284,-0.852756,-0.862919,-0.853538,-0.848587,-0.851714,-0.860053,-0.875428,-0.883767,-0.897839,-0.8981,-0.892106,-0.883506,-0.862398,-0.845981,-0.826436,-0.79308,-0.781093,-0.776141,-0.779008,-0.796989,-0.811582,-0.838163,-0.878034,-0.909566,-0.934583,-0.962727,-1.006507,-1.02084,-1.015628,-1.014325,-1.001556,-0.968981,-0.951782,-0.94188,-0.900966,-0.892106,-0.874646,-0.873604,-0.866047,-0.846763,-0.831387,-0.796468,-0.7579,-0.713859,-0.654443,-0.619263,-0.606494,-0.618221,-0.651577,-0.734967,-0.853017,-0.908002,-0.992174,-1.027094,-1.052632,-1.071916,-1.083122,-1.089637,-1.107357,-1.107879,2
-0.346587,-0.320875,-0.277286,-0.218025,-0.134276,-0.022365,0.077056,0.130685,0.118686,0.052568,-0.017223,-0.06424,-0.101462,-0.183007,-0.201863,-0.182517,-0.124726,-0.042201,0.071914,0.253615,0.52127,0.875612,1.296317,1.665352,1.882806,1.968514,1.929823,1.81375,1.775548,1.866399,1.952108,1.972433,2.043938,2.200906,2.342692,2.456562,2.596633,2.779314,2.981831,3.141983,3.180184,3.073171,2.890245,2.479336,2.307674,2.149726,1.900927,1.563727,1.309541,1.24832,1.333784,1.445205,1.483651,1.420961,1.293134,1.154286,1.040906,0.968422,0.940505,0.939771,0.925323,0.852838,0.702971,0.512944,0.344466,0.222515,0.112564,-0.152397,-0.245207,-0.291489,-0.302999,-0.291489,-0.274348,-0.268715,-0.268471,-0.259655,-0.239085,-0.214352,-0.196476,-0.173702,-0.157784,-0.130358,-0.097789,-0.069383,-0.050282,-0.023835,0.016571,0.023672,0.021713,0.011673,-0.00253,-0.021141,-0.047588,-0.110033,-0.129133,-0.132807,-0.123746,-0.059587,0.015346,0.026366,0.031753,0.054282,0.073628,0.079995,0.07926,0.072893,0.060159,0.021958,0.00653,0.007755,0.023427,0.049874,0.084158,0.114278,0.137297,0.149786,0.152479,0.145378,0.135338,0.114768,0.0893,0.032243,0.00702,-0.034609,-0.079667,-0.111747,-0.184476,-0.263328,-0.370586,-0.571388,-0.651709,-0.704358,-0.750641,-0.787862,-0.815044,-0.842961,-0.854715,-0.851042,-0.854225,-0.861327,-0.880182,-0.881407,-0.865734,-0.855694,-0.835369,-0.80378,-0.781496,-0.777088,-0.780271,-0.790801,-0.810881,-0.856919,-0.884345,-0.919118,-1.011683,-1.025397,-1.031764,-1.041314,-1.026131,-1.013642,-0.973727,-0.953647,-0.937729,-0.918384,-0.912996,-0.880182,-0.870632,-0.863286,-0.851776,-0.833655,-0.768272,-0.73056,-0.677666,-0.646811,-0.633098,-0.637995,-0.661994,-0.725173,-0.813575,-0.862796,-0.903201,-0.941403,-0.972747,-0.994787,-1.012663,-1.023193,-1.032253,-1.038131,-1.040579,-1.041314,2
-0.35832,-0.331082,-0.29736,-0.250407,-0.17492,-0.076605,0.011074,0.053876,0.031567,-0.092429,-0.137566,-0.203455,-0.231211,-0.241587,-0.216425,-0.149239,-0.067267,0.03442,0.201478,0.447395,0.762573,1.137414,1.474123,1.672309,1.753244,1.73742,1.668678,1.681129,1.808497,1.913816,1.950392,2.043519,2.219656,2.369073,2.470242,2.582046,2.735355,2.928093,3.101376,3.171935,3.101895,2.941582,2.559737,2.408503,2.278022,2.043778,1.694099,1.41887,1.344161,1.427949,1.544422,1.577626,1.491503,1.330931,1.160242,1.023794,0.935596,0.893573,0.88164,0.864779,0.804337,0.680341,0.519509,0.373204,0.142333,-0.134712,-0.231471,-0.277385,-0.286465,-0.261043,-0.257411,-0.262599,-0.260265,-0.205011,-0.171807,-0.146904,-0.073233,-0.041326,-0.021092,0.005626,0.045315,0.049985,0.042462,0.013927,-0.005009,-0.030431,-0.091651,-0.109031,-0.112922,-0.103065,-0.058188,-0.025502,0.033902,0.044537,0.04765,0.063993,0.084486,0.112242,0.117949,0.101607,0.064252,0.034161,0.041165,0.063733,0.094343,0.137145,0.17009,0.191102,0.2007,0.194214,0.179169,0.169311,0.145187,0.077741,0.031048,-0.070639,-0.112403,-0.190744,-0.263896,-0.582966,-0.656637,-0.702033,-0.752358,-0.795938,-0.816431,-0.830698,-0.85197,-0.870906,-0.853526,-0.85197,-0.858455,-0.860271,-0.851191,-0.850932,-0.861049,-0.862346,-0.841074,-0.829401,-0.831995,-0.798532,-0.775185,-0.757286,-0.727714,-0.716041,-0.720191,-0.731865,-0.753914,-0.782968,-0.815393,-0.856379,-0.931607,-0.978041,-1.010466,-1.03096,-1.036926,-1.048599,-1.054306,-1.036666,-1.03096,-1.001128,-0.985304,-0.920193,-0.910336,-0.907482,-0.896328,-0.875057,-0.861308,-0.868312,-0.869609,-0.853785,-0.849375,-0.851191,-0.821619,-0.781411,-0.735756,-0.709815,-0.691397,-0.647298,-0.625768,-0.637441,-0.744057,-0.904629,-0.94328,-0.986082,-1.020843,-1.07428,-1.084397,-1.091661,-1.10515,-1.103853,2
-0.329376,-0.321718,-0.294298,-0.248598,-0.184865,-0.111745,-0.050236,-0.023063,-0.042084,-0.146823,-0.177948,-0.235012,-0.238964,-0.214014,-0.155963,-0.072468,0.033012,0.179005,0.396141,0.696525,1.055208,1.368685,1.545062,1.615464,1.628063,1.620652,1.684632,1.84347,1.988227,2.080615,2.219444,2.412372,2.550707,2.616416,2.662116,2.727331,2.824165,2.902225,2.894074,2.806379,2.704604,2.623579,2.552436,2.485986,2.385446,2.14583,1.789124,1.50702,1.413644,1.459591,1.53691,1.558154,1.492939,1.376589,1.249124,1.131292,1.027541,0.941823,0.874879,0.814357,0.739755,0.630322,0.49174,0.348959,0.089581,-0.057894,-0.198946,-0.298003,-0.346421,-0.354572,-0.335057,-0.241681,-0.203145,-0.159916,-0.126567,-0.109275,-0.088772,-0.068763,-0.035661,0.003122,0.035977,0.060432,0.076242,0.141951,0.148868,0.147138,0.130835,0.115025,0.090322,0.020661,-0.010711,-0.028003,-0.027262,-0.001819,0.01745,0.052033,0.054751,0.050304,0.057715,0.102427,0.112555,0.116013,0.113049,0.031777,0.028813,0.040917,0.061173,0.096745,0.125894,0.144421,0.153561,0.149115,0.139975,0.136763,0.123671,0.102427,0.073278,0.035235,-0.012194,-0.071233,-0.123109,-0.21352,-0.286887,-0.488461,-0.5932,-0.667802,-0.766613,-0.811572,-0.836274,-0.852825,-0.877034,-0.894078,-0.880739,-0.881974,-0.901242,-0.900995,-0.905936,-0.914335,-0.929403,-0.937308,-0.92471,-0.919522,-0.922486,-0.895561,-0.877281,-0.848873,-0.829851,-0.83331,-0.841709,-0.856777,-0.898772,-0.986713,-1.024014,-1.050199,-1.063786,-1.064774,-1.078854,-1.035625,-1.001782,-0.985972,-0.964975,-0.932615,-0.907912,-0.889879,-0.856283,-0.855789,-0.851096,-0.829851,-0.818488,-0.813054,-0.779211,-0.738946,-0.693987,-0.667555,-0.651251,-0.612221,-0.592706,-0.604316,-0.71696,-0.820712,-0.86987,-0.904454,-0.94299,-0.974609,-1.021544,-1.030437,-1.030437,-1.035872,-1.050693,-1.050199,2
-0.363198,-0.382826,-0.381354,-0.365161,-0.301617,-0.300636,-0.326888,-0.358292,-0.383071,-0.392394,-0.402208,-0.399755,-0.380372,-0.328605,-0.236601,-0.114911,-0.039346,-0.004016,0.092894,0.216547,0.294566,0.380436,0.477592,0.510468,0.518319,0.61204,0.830395,1.142226,1.449396,1.665788,1.851022,2.112558,2.425861,2.643235,2.692303,2.60766,2.641517,2.791912,3.000699,3.139318,3.141036,3.027687,2.897165,2.870913,2.895202,2.748732,2.356429,1.938119,1.731785,1.754357,1.830904,1.783062,1.575993,1.301208,1.055865,0.87333,0.745997,0.653012,0.574748,0.519791,0.511695,0.575729,0.557083,0.475629,0.33652,0.166497,0.019291,-0.07075,-0.107306,-0.113194,-0.112703,-0.120064,-0.115647,-0.118101,-0.107796,-0.082771,-0.041799,0.067378,0.11473,0.147606,0.166006,0.175084,0.180236,0.178274,0.166988,0.152022,0.130922,0.095102,0.010704,-0.016283,-0.026588,-0.041554,-0.065597,-0.066088,-0.054312,-0.006224,0.055847,0.080872,0.18637,0.214094,0.228569,0.231513,0.228324,0.228078,0.217774,0.203053,0.180727,0.109332,0.090195,0.084307,0.09363,0.176065,0.192013,0.18269,0.070813,0.04309,0.000891,-0.053576,-0.083017,-0.154166,-0.256474,-0.375956,-0.470413,-0.644116,-0.705207,-0.749368,-0.778809,-0.814384,-0.848732,-0.840145,-0.855602,-0.851431,-0.866642,-0.889459,-0.901236,-0.90099,-0.888232,-0.890931,-0.913993,-0.915711,-0.896083,-0.859282,-0.843089,-0.802853,-0.787151,-0.78985,-0.783716,-0.801872,-0.821008,-0.856338,-0.88308,-0.894366,-0.925525,-0.944661,-0.949078,-0.941227,-0.909332,-0.937792,-0.931167,-0.893875,-0.872285,-0.87572,-0.895593,-0.9005,-0.892158,-0.896819,-0.873512,-0.856829,-0.859037,-0.83622,-0.785679,-0.751086,-0.733912,-0.711831,-0.685334,-0.651231,-0.638719,-0.655157,-0.66865,-0.704716,-0.793775,-0.829841,-0.915466,-0.979255,-1.001336,-1.008941,-1.035929,-1.041572,-1.037401,-1.040836,1
-0.380622,-0.381591,-0.36923,-0.328025,-0.189626,-0.137757,-0.116185,-0.134606,-0.169266,-0.209501,-0.241011,-0.282942,-0.295304,-0.284881,-0.231073,-0.135575,-0.05559,0.012762,0.151161,0.350397,0.564661,0.812859,1.047483,1.170127,1.208423,1.230722,1.275078,1.397965,1.579265,1.725905,1.839824,2.02476,2.283864,2.487464,2.582235,2.629014,2.696396,2.823161,3.005915,3.163705,3.203213,3.116683,2.947744,2.765474,2.651798,2.581265,2.374757,1.97483,1.599867,1.441351,1.484979,1.579265,1.579023,1.452258,1.266352,1.096928,0.969436,0.88121,0.826674,0.760747,0.719058,0.663553,0.592535,0.508672,0.414143,0.295135,0.14801,0.007429,-0.08516,-0.124183,-0.127819,-0.121032,-0.115942,-0.110125,-0.099703,-0.084918,-0.03426,-0.009295,0.09202,0.114319,0.124014,0.126923,0.124256,0.116985,0.095656,0.078931,0.055421,-0.006386,-0.030867,-0.094613,-0.10552,-0.103581,-0.087099,-0.061649,-0.001781,0.047422,0.15819,0.180731,0.190911,0.188002,0.17249,0.163037,0.149464,0.126438,0.06754,0.047422,0.037242,0.037969,0.0513,0.118682,0.131286,0.134679,0.125468,0.112622,0.095656,0.076508,0.027789,-0.000569,-0.043713,-0.090735,-0.122971,-0.198109,-0.287305,-0.401951,-0.502781,-0.600218,-0.686021,-0.743465,-0.789275,-0.825147,-0.857141,-0.88962,-0.900527,-0.901981,-0.906102,-0.936157,-0.940762,-0.944398,-0.951669,-0.948761,-0.939066,-0.905375,-0.89471,-0.877016,-0.86514,-0.856172,-0.854717,-0.86514,-0.876532,-0.907799,-0.92937,-0.955063,-0.994328,-1.02705,-1.037957,-1.02608,-1.006932,-0.992389,-0.990693,-0.992632,-0.963061,-0.943671,-0.958941,-0.947791,-0.922584,-0.917009,-0.92016,-0.91507,-0.884288,-0.848173,-0.821754,-0.782488,-0.735224,-0.658389,-0.600703,-0.575253,-0.569921,-0.578161,-0.60143,-0.680446,-0.777398,-0.828783,-0.914585,-0.948518,-0.972272,-0.990935,-1.005478,-1.021717,-1.025353,-1.029473,1
