@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute target {1,2}

@data
0.946102,2.770112,2.389401,-1.075177,-2.247254,-1.722352,-1.835752,-0.9882,0.16755,0.442505,0.526729,0.362556,0.301187,0.34193,0.359856,-0.239001,0.204847,1.979129,1.419645,-0.694276,-1.259122,-2.045081,-1.427346,0.5161,0.110164,0.483692,0.018128,0.193929,2
1.310982,0.62906,1.496206,-1.49348,0.298804,-2.137848,-1.288122,-0.491642,0.293199,1.175292,1.540596,1.050306,0.295248,-0.263957,-0.680392,-1.233909,-2.152397,0.756271,0.80941,-1.237598,0.320817,-1.903314,-1.393773,1.897822,0.562405,0.593201,0.497815,0.748997,1
1.150652,3.667255,1.192736,-1.232631,-1.357256,-1.725533,-1.302142,-1.346703,-0.123303,0.34341,0.23622,0.056023,0.000574,-0.076552,-0.218141,0.919101,1.59371,1.847793,-0.789259,-1.512563,0.036858,-2.585534,-0.595144,0.576251,0.240175,0.249963,0.007293,0.746747,2
0.628979,2.9269,0.834807,-1.652617,-1.33115,-2.164547,-0.794182,0.351186,-0.17948,0.155227,0.256315,0.990439,1.129975,0.338968,0.368119,0.968646,1.360068,2.237445,-0.071455,-2.333457,-1.196316,-2.260021,-1.284574,-0.344294,0.004745,0.594609,0.274147,0.191517,2
0.274138,2.362823,0.656232,-1.468365,-0.883333,-1.950124,-0.86084,0.199847,-0.041706,0.265242,0.756245,1.274288,0.72273,0.482972,0.823983,0.997563,1.3681,2.703899,-0.028466,-2.098803,-1.402942,-2.259472,-2.106948,-0.744647,-0.075566,0.496929,0.301905,0.234319,2
-0.518315,1.343167,0.510645,-1.038978,-0.363949,-1.294704,-1.328103,0.456026,0.287465,0.399338,0.528788,1.039763,1.217992,0.807005,0.787609,0.619618,0.8641,2.388649,1.753171,-1.91768,-2.779653,-1.985052,-1.582434,-0.80693,-0.044783,0.239916,0.502344,-0.085014,2
-0.685025,1.297631,0.521058,0.129543,-0.562548,-0.180542,-1.540173,-1.281189,-0.443964,0.574147,0.226244,0.050986,0.385671,0.710481,0.143757,0.03359,2.009211,2.647855,0.694633,-1.446426,-1.266127,-2.327091,-2.01118,-0.064873,0.439354,0.796805,0.643973,0.5042,1
0.316719,1.055368,-0.118887,-0.273588,-0.357007,-1.98658,-0.666509,0.029303,0.320818,0.83672,0.25177,0.849651,1.070997,0.965634,0.873169,0.665501,1.879573,2.554616,0.124158,-1.993482,-1.037847,-3.092637,-2.439599,-0.904002,0.028256,0.909481,0.220658,-0.082254,2
-0.725427,2.100266,1.278378,-1.566453,-0.6748,-3.312027,-0.481839,0.989779,-0.352518,0.005043,0.137424,0.252505,0.726456,0.594921,0.698033,0.932823,0.485739,0.861075,1.608835,-1.030321,-0.115933,-1.857754,-2.997988,-0.209939,-0.05462,0.723178,0.985297,0.999867,1
1.75146,2.817254,0.153387,-1.548347,-0.902872,-2.185612,-2.262674,-0.824611,-0.117839,0.887249,0.571804,-0.005497,-0.5822,-0.352801,-0.181059,-0.29529,0.980866,2.619755,-0.149843,-0.642864,-0.254428,-1.973134,-0.506515,0.788771,0.590518,0.444865,-0.107933,1.287591,2
