@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute target {1,2}

@data
-0.254185,-0.232929,-0.203702,-0.051287,-0.002495,0.013206,-0.007809,-0.10805,-0.143074,-0.220369,-0.213123,-0.163847,0.080356,0.225283,0.430114,0.665621,0.945331,1.197505,1.327215,1.370451,1.407891,1.513688,1.687359,1.824799,1.921176,2.08277,2.313446,2.490499,2.576006,2.629388,2.707166,2.83905,3.012238,3.141224,3.146537,3.032769,2.675523,2.562963,2.476248,2.253543,1.869244,1.52649,1.395331,1.455717,1.559099,1.564654,1.446297,1.104268,0.974316,0.888568,0.8405,0.783737,0.73736,0.668278,0.364413,0.237602,-0.057084,-0.152495,-0.196697,-0.204668,-0.183412,-0.12834,-0.090176,0.032288,0.045331,0.052578,0.035187,-0.04863,-0.121335,-0.100804,0.086153,0.11393,0.16079,0.166587,0.143157,0.044365,0.03567,0.056443,0.131805,0.144124,0.110307,0.01538,-0.027132,-0.119886,-0.26433,-0.565055,-0.634378,-0.773267,-0.876649,-0.869885,-0.898871,-0.901528,-0.916504,-0.916745,-0.851769,-0.823026,-0.830755,-0.882929,-0.989934,-1.0409,-1.12375,-1.12375,-1.048871,-1.042108,-0.954426,-0.904426,-0.871335,-0.827373,-0.809016,-0.702253,-0.678581,-0.646456,-0.632929,-0.645731,-0.743315,-0.866021,-0.995489,-1.029789,-1.027132,1
-0.300519,-0.310127,-0.296624,-0.188085,-0.165495,-0.192759,-0.268062,-0.312464,-0.328044,-0.298702,-0.223659,-0.118755,0.01601,0.132598,0.448348,0.791623,0.877831,0.910288,0.968713,1.087379,1.290695,1.527767,1.697067,1.820926,2.015933,2.274297,2.464111,2.541231,2.570573,2.619649,2.728188,3.082888,3.158969,3.104699,2.796999,2.709752,2.66509,2.486961,1.732121,1.568793,1.60956,1.701741,1.686421,1.524651,1.296407,1.086859,0.932619,0.829533,0.759165,0.708011,0.669062,0.591422,0.530402,0.437702,0.305534,0.003805,-0.080325,-0.108629,-0.118755,-0.065784,-0.011774,0.119096,0.149736,0.175443,0.171548,0.132079,0.010037,-0.057215,-0.041895,0.258015,0.243734,0.206083,0.103516,0.097803,0.121692,0.193879,0.204784,0.14688,0.090792,0.058335,-0.105772,-0.194317,-0.262868,-0.571607,-0.63886,-0.783492,-0.88502,-0.862949,-0.862949,-0.930981,-0.910727,-0.814652,-0.761421,-0.765576,-0.801409,-0.839579,-0.925009,-1.089894,-1.129883,-1.112226,-1.127805,-1.117938,-1.071978,-0.951754,-0.951494,-0.90813,-0.887877,-0.851264,-0.835944,-0.70819,-0.684041,-0.641197,-0.620424,-0.638341,-0.758045,-0.906573,-1.067823,-1.107292,-1.103657,1
-0.284741,-0.300695,-0.283374,-0.181269,-0.165771,-0.178306,-0.286109,-0.310723,-0.3089,-0.272434,-0.193576,-0.082583,-0.006004,0.042541,0.157865,0.313529,0.446174,0.73699,0.802401,0.819494,0.881714,1.019146,1.244779,1.492292,1.667784,1.816611,2.044523,2.336479,2.553224,2.633221,2.663989,2.754243,3.105,3.196393,3.160383,3.024091,2.866148,2.794355,2.774527,2.602453,1.800657,1.60716,1.63337,1.710404,1.675077,1.502092,1.269849,1.065412,0.918864,0.815848,0.740637,0.638532,0.588619,0.538706,0.449365,0.315808,0.153079,0.007898,-0.083267,-0.124063,-0.146626,-0.13637,-0.092611,0.030462,0.058723,0.089719,0.101115,0.074905,-0.045889,-0.08942,-0.086685,0.056216,0.184986,0.224871,0.221224,0.204359,0.167209,0.098835,0.063281,0.073765,0.146013,0.170172,0.148292,0.0569,0.026587,-0.068908,-0.100588,-0.26628,-0.378869,-0.46935,-0.609972,-0.695667,-0.759711,-0.793897,-0.811219,-0.96392,-0.976911,-0.955943,-0.945687,-0.869336,-0.842899,-0.873211,-0.94751,-1.026824,-1.061467,-1.015884,-0.92677,-0.917882,-0.877541,-0.87982,-0.849508,-0.72484,-0.710937,-0.739426,-0.790251,-0.816917,-0.929505,-0.959362,-0.966883,1
-0.369066,-0.353649,-0.31856,-0.128763,-0.111219,-0.133548,-0.218877,-0.298624,-0.31032,-0.290383,-0.239345,0.011591,0.15673,0.351843,0.570349,1.075411,1.203006,1.31093,1.441183,1.638157,1.785954,1.882979,2.044067,2.276662,2.456889,2.544876,2.59618,2.67061,2.808306,2.983749,3.116128,3.125698,3.028141,2.698256,2.595914,2.51856,2.303776,1.916738,1.570638,1.445968,1.515081,1.631511,1.646132,1.521461,1.136816,0.991412,0.89226,0.831652,0.715754,0.651425,0.560514,0.340679,-0.096333,-0.185383,-0.217814,-0.21356,-0.068953,0.015047,0.134932,0.154337,0.159122,0.141844,0.097452,-0.005422,-0.075333,-0.05327,0.035515,0.183844,0.225844,0.216806,0.159388,0.099312,0.074325,0.100641,0.170021,0.178793,0.140249,0.056781,-0.005953,-0.055662,-0.126105,-0.171029,-0.358434,-0.479117,-0.572686,-0.714901,-0.762217,-0.858445,-0.89061,-0.882369,-0.89247,-1.034419,-1.040533,-1.019002,-0.93766,-0.850736,-0.802091,-0.798635,-0.829736,-0.990559,-1.058609,-0.988166,-0.938989,-0.859242,-0.829736,-0.785078,-0.72261,-0.601927,-0.537066,-0.521117,-0.550889,-0.589965,-0.650572,-0.790395,-0.909483,-1.007305,-1.041065,-1.105925,-1.127723,1
-0.337914,-0.29178,-0.255497,-0.188458,-0.106522,-0.047173,-0.032516,-0.050297,-0.177886,-0.231949,-0.247327,-0.23243,-0.177165,0.079215,0.231554,0.447327,0.688329,0.967296,1.224397,1.36304,1.413499,1.455788,1.563675,1.746529,1.884691,1.967828,2.118004,2.339544,2.510625,2.587995,2.637974,2.723033,2.86552,3.039484,3.161307,3.156501,3.038523,2.672574,2.548108,2.451035,2.226852,1.845765,1.509612,1.385626,1.447859,1.551661,1.561993,1.447859,1.105938,0.980031,0.897614,0.850519,0.799579,0.75705,0.685205,0.585008,0.357942,0.227229,-0.068798,-0.167794,-0.216331,-0.228826,-0.212727,-0.173561,-0.116855,0.008572,0.033802,0.031639,0.0153,-0.081533,-0.144967,-0.151695,-0.122621,-0.030834,0.071526,0.146254,0.1513,0.130155,0.052063,0.021548,0.048219,0.128953,0.150819,0.112614,0.019866,-0.068077,-0.100035,-0.24949,-0.460938,-0.554648,-0.632979,-0.730053,-0.767057,-0.794689,-0.828328,-0.839862,-0.83866,-0.883113,-0.883593,-0.827848,-0.832173,-0.866533,-1.015988,-1.056596,-1.054914,-1.028963,-0.94054,-0.904017,-0.869416,-0.834335,-0.738463,-0.679113,-0.673827,-0.697375,-0.748555,-0.943904,-0.985953,-1.011423,-1.020794,1
-0.379624,-0.375977,-0.346541,-0.225411,-0.184773,-0.178261,-0.196496,-0.268913,-0.318408,-0.336382,-0.312156,-0.246771,-0.146741,-0.001124,0.133552,0.501111,0.914518,1.019498,1.099991,1.191685,1.374553,1.598058,1.759305,1.87783,2.068774,2.322757,2.513179,2.597319,2.628839,2.683543,2.803111,2.974517,3.125604,3.177964,3.109193,2.793993,2.709853,2.661401,2.460038,2.067471,1.699912,1.547001,1.594672,1.690534,1.683501,1.537623,1.119788,0.965314,0.858511,0.790522,0.745456,0.645686,0.585251,0.501893,0.397174,0.260414,-0.050618,-0.147783,-0.191807,-0.203529,-0.200924,-0.164455,-0.118087,0.002783,0.032219,0.059311,0.063739,0.047068,-0.057391,-0.117305,-0.092037,0.197895,0.209617,0.197895,0.172627,0.120527,0.0851,0.086923,0.104377,0.170022,0.218734,0.231238,0.22681,0.189298,0.095259,0.046026,-0.10402,-0.255889,-0.571088,-0.644027,-0.77688,-0.830802,-0.850861,-0.838617,-0.892019,-0.890977,-0.8717,-0.717747,-0.690395,-0.728949,-0.757864,-0.961571,-0.988663,-0.989965,-0.971209,-0.896708,-0.860759,-0.85607,-0.838357,-0.759427,-0.700555,-0.694042,-0.705764,-0.734419,-0.796938,-0.985016,-1.067072,-1.104323,-1.10797,1
-0.458654,-0.453996,-0.411489,-0.305221,-0.272031,-0.265917,-0.27698,-0.347146,-0.366653,-0.390527,-0.387615,-0.354133,-0.284841,-0.183814,-0.035039,0.091609,0.421476,0.799964,0.900409,1.013082,1.131578,1.341493,1.591877,1.770058,1.883895,2.055962,2.285966,2.456286,2.523249,2.549452,2.608845,2.726759,3.018486,3.074677,3.018486,2.742481,2.662125,2.616124,2.430665,2.067316,1.731044,1.60032,1.665828,1.777919,1.781121,1.632346,1.171464,0.985132,0.856446,0.773179,0.721355,0.655556,0.604315,0.516389,0.40226,-0.051634,-0.139851,-0.170712,-0.093268,-0.049305,0.006886,0.187978,0.225827,0.217675,0.188269,0.124217,0.057545,0.021734,-0.039406,-0.041444,0.236017,0.247371,0.247371,0.223206,0.105002,0.105002,0.206611,0.22408,0.15799,0.066279,0.037165,-0.150915,-0.332589,-0.658088,-0.732621,-0.871789,-0.89508,-0.932056,-0.904688,-0.962626,-0.948068,-0.919827,-0.717773,-0.696811,-0.679633,-0.70671,-0.776002,-0.829864,-0.908764,-0.952145,-0.974563,-0.981841,-1.011247,-0.954765,-0.920701,-0.85432,-0.8188,-0.791142,-0.646734,-0.541922,-0.527947,-0.544542,-0.689532,-1.026095,-1.085198,-1.16963,-1.19525,-1.216795,-1.236302,1
-0.357718,-0.327232,-0.290342,-0.082833,-0.057215,-0.074635,-0.203752,-0.27164,-0.256782,-0.205289,0.044746,0.193588,0.401353,0.637041,0.916025,1.172464,1.311828,1.36537,1.409434,1.525228,1.710193,1.843408,1.919238,2.057321,2.263548,2.422382,2.502055,2.564051,2.664731,2.82254,3.000331,3.123811,3.130472,3.020826,2.657302,2.539714,2.449281,2.228707,1.851606,1.525228,1.410971,1.483727,1.602083,1.625908,1.517287,1.148639,1.007226,0.915,0.862483,0.812783,0.771281,0.693914,0.351397,0.217413,-0.082065,-0.176596,-0.214511,-0.214511,-0.141755,0.00017,0.113915,0.146194,0.139021,0.10418,-0.016738,-0.100766,-0.097948,-0.079503,0.106486,0.171044,0.170019,0.141839,0.063703,0.036548,0.047308,0.14312,0.153111,0.104693,0.050382,0.012723,-0.149953,-0.312117,-0.423301,-0.623636,-0.698954,-0.834218,-0.861118,-0.927213,-0.914148,-0.968971,-0.981524,-0.972045,-0.905181,-0.853176,-0.847028,-0.882893,-1.031736,-1.052743,-1.066064,-1.056585,-1.065039,-1.021232,-0.981268,-0.923626,-0.808856,-0.751215,-0.619281,-0.585721,-0.525518,-0.511428,-0.521931,-0.645155,-0.820128,-0.920296,-0.968458,-1.035322,-1.057098,-1.074262,-1.088865,1
-0.453987,-0.467619,-0.343694,-0.347722,-0.418359,-0.451818,-0.434159,-0.382731,-0.303419,-0.192816,-0.105759,-0.050303,0.547323,0.619819,0.667221,0.760164,0.933039,1.214038,1.517963,1.709426,1.81879,1.986708,2.209772,2.364677,2.418275,2.437173,2.494179,2.608499,2.941237,3.039757,3.015901,2.756279,2.699893,2.688121,2.529807,1.803919,1.650872,1.711285,1.832421,1.837998,1.664813,1.129149,0.928392,0.787427,0.692005,0.629733,0.597513,0.573967,0.515723,0.415963,0.108321,-0.027996,-0.102041,-0.111336,-0.068892,-0.047205,0.000506,0.105532,0.385912,0.426497,0.3887,0.29049,0.114207,0.083226,0.004224,0.025911,0.160679,0.229767,0.315894,0.293898,0.245257,0.176169,0.137133,0.138063,0.24092,0.253622,0.170593,0.055343,0.021883,-0.050613,-0.148823,-0.215742,-0.320149,-0.397292,-0.726311,-0.795709,-0.929238,-0.977259,-1.003283,-0.966415,-1.002353,-1.002044,-0.951544,-0.895778,-0.783317,-0.727241,-0.708033,-0.722594,-0.785485,-1.045417,-1.084144,-1.067414,-0.940701,-0.879668,-0.814918,-0.703695,-0.48249,-0.344624,-0.325106,-0.347722,-0.562731,-0.863558,-1.034574,-1.114195,-1.226657,-1.261356,-1.28707,-1.315263,-1.315573,1
-0.414788,-0.431982,-0.422626,-0.359412,-0.362446,-0.435269,-0.446648,-0.440073,-0.414788,-0.360676,-0.266613,-0.14423,-0.06635,-0.028674,0.059573,0.176393,0.386771,0.419137,0.528118,0.771114,1.42374,1.643979,1.826289,2.081422,2.381311,2.587137,2.635686,2.554013,2.586126,2.731266,2.933299,3.076164,3.093358,2.904727,2.898405,2.932541,2.791699,2.406091,1.996968,1.800245,1.824013,1.901641,1.850563,1.635382,1.354963,1.102863,0.911198,0.770609,0.664661,0.58046,0.524831,0.524325,0.60878,0.593861,0.510924,0.367807,0.196622,0.044655,-0.049661,-0.089613,-0.102761,-0.09467,-0.0752,-0.037018,0.116972,0.149338,0.185749,0.175382,0.143269,0.027966,0.003439,-0.045868,0.086123,0.218115,0.258066,0.257308,0.236826,0.195863,0.129362,0.106605,0.217609,0.220644,0.085365,0.045666,-0.053201,-0.232224,-0.554871,-0.639831,-0.737434,-0.814302,-0.850967,-0.854254,-0.890918,-0.900274,-0.92556,-0.900021,-0.737181,-0.716194,-0.713665,-0.732882,-0.800901,-0.89016,-0.906595,-0.914434,-0.947811,-0.948064,-0.922778,-0.954133,-0.904825,-0.863104,-0.795085,-0.689391,-0.663094,-0.688632,-0.7521,-0.995348,-1.022404,-1.066402,-1.072723,1
-0.276682,-0.264815,-0.232234,-0.171388,-0.095439,-0.055738,-0.058111,-0.082277,-0.183903,-0.223604,-0.220799,-0.183903,-0.082277,0.066602,0.150751,0.188294,0.31646,0.486915,0.694482,0.820274,0.906796,0.996771,1.052654,1.173268,1.324304,1.422694,1.506627,1.680966,1.931039,2.144217,2.274755,2.383933,2.550505,2.802736,3.121854,3.421338,3.576905,3.521238,3.27138,2.952693,2.741242,2.666587,2.551152,2.251021,1.888533,1.676003,1.655937,1.68485,1.600917,1.387955,1.14716,0.960522,0.843145,0.777768,0.747777,0.724258,0.703113,0.667296,0.575595,0.519064,0.424558,0.150535,0.054303,0.008345,-0.039987,-0.15909,-0.185413,-0.19577,-0.182177,-0.129961,-0.0128,0.015465,0.060129,0.062502,0.04071,-0.038908,-0.094144,-0.128235,-0.143339,-0.12543,-0.041713,0.126154,0.136295,0.080195,0.023665,0.064876,0.14212,0.202103,0.217423,0.198435,0.177937,0.008345,-0.03826,-0.10148,-0.179372,-0.498706,-0.576598,-0.713393,-0.74209,-0.809625,-0.847169,-0.840264,-0.852994,-0.845227,-0.860115,-0.889027,-1.067898,-1.08408,-1.079981,-1.047831,-0.920961,-0.882554,-0.876513,-0.896579,-0.805957,-0.825808,-0.894421,-0.919235,-0.918156,2
-0.260164,-0.24801,-0.21884,-0.099326,-0.06489,-0.065497,-0.091021,-0.16354,-0.216004,-0.230387,-0.229779,-0.198989,-0.114316,0.013706,0.094733,0.144362,0.274208,0.450441,0.739706,0.895278,0.981369,1.058142,1.127622,1.267191,1.443626,1.570636,1.681035,1.876715,2.140052,2.351126,2.454638,2.514598,2.606968,2.777125,3.268957,3.385838,3.32993,3.127565,2.879421,2.72466,2.66551,2.517636,2.176311,1.805208,1.611757,1.61196,1.65774,1.600008,1.415064,1.193861,1.014792,0.89386,0.817289,0.771307,0.654021,0.564486,0.498652,0.393925,0.110939,0.011883,-0.039569,-0.084336,-0.162122,-0.17853,-0.188455,-0.161717,-0.001283,0.04713,0.058271,0.05422,0.035584,-0.032681,-0.075018,-0.12019,-0.125862,-0.03572,0.120459,0.136462,0.090074,0.01634,0.015732,0.051789,0.120864,0.169886,0.16786,0.135652,-0.021743,-0.154829,-0.475898,-0.552671,-0.696898,-0.724245,-0.77671,-0.808715,-0.804461,-0.826744,-0.835252,-0.86827,-0.862598,-0.893996,-0.888527,-0.927825,-1.00399,-1.123302,-1.104868,-1.047339,-1.007839,-0.949702,-0.90615,-0.887109,-0.88407,-0.832213,-0.818641,-0.775697,-0.7917,-0.833834,-0.872321,-0.85956,-0.862193,2
-0.348131,-0.365478,-0.345653,-0.273112,-0.265903,-0.319971,-0.346779,-0.359621,-0.330334,-0.274013,-0.166329,-0.018769,0.063008,0.083959,0.175874,0.294372,0.351819,0.406563,0.457476,0.544885,0.714973,1.189416,1.489942,1.719054,2.005837,2.232921,2.337677,2.373947,2.433422,2.575575,2.82406,3.118504,3.328917,3.353022,3.185863,2.957202,2.841858,2.848616,2.774949,2.476676,2.098879,1.879679,1.866838,1.902658,1.816601,1.576676,1.282007,1.036675,0.865236,0.745611,0.662708,0.563133,0.554573,0.603684,0.609541,0.571694,0.478202,0.213271,0.129015,0.096124,0.075398,-0.049408,-0.06743,-0.023951,0.114823,0.183083,0.23625,0.23287,0.116625,0.021556,0.007138,0.047013,0.206738,0.140505,0.069992,0.096575,0.201781,0.230167,0.18849,0.102883,-0.01967,-0.176016,-0.524076,-0.603601,-0.759045,-0.836542,-0.872812,-0.852762,-0.854339,-0.881148,-0.886554,-0.93116,-0.903676,-0.936567,-0.899395,-0.889708,-0.948282,-1.035466,-1.11927,-1.152612,-1.15126,-1.179871,-1.096517,-1.084577,-0.963375,-0.945353,-0.951886,-0.91877,-0.920797,-0.858619,-0.864251,-0.729082,-0.693037,-0.616892,-0.622074,-0.7034,-0.832487,-0.952562,-0.95887,2
-0.347999,-0.328636,-0.291763,-0.165488,-0.12223,-0.124908,-0.231406,-0.23841,-0.195976,-0.097716,0.03515,0.116517,0.160394,0.28193,0.447549,0.814012,0.898058,0.989107,1.064707,1.202105,1.363604,1.584017,1.772708,2.031024,2.24258,2.355876,2.431064,2.545184,2.737171,3.277081,3.428486,3.389553,3.177586,2.910618,2.745411,2.69556,2.573818,2.259059,1.896098,1.69134,1.679598,1.716059,1.640872,1.434878,1.193041,0.999201,0.872309,0.795473,0.75036,0.610902,0.513467,0.418298,0.148034,0.054513,0.011254,-0.022117,-0.141593,-0.153541,-0.124084,0.045655,0.080262,0.10148,0.078614,0.006722,-0.03942,-0.103896,-0.081855,0.017228,0.139794,0.083352,0.034532,0.061311,0.099832,0.171723,0.202623,0.114663,0.034738,-0.023971,-0.024589,-0.067023,-0.293205,-0.575416,-0.647308,-0.746803,-0.78965,-0.767814,-0.800773,-0.790474,-0.835586,-0.818077,-0.852066,-0.861542,-0.824669,-0.871429,-0.882141,-0.970512,-1.118416,-1.175682,-1.177124,-1.146431,-1.140869,-1.11718,-1.063004,-1.035194,-1.024895,-0.963921,-0.958565,-0.912216,-0.919014,-0.828789,-0.802627,-0.72744,-0.701278,-0.772346,-0.831467,-0.870193,-0.859894,-0.879463,-0.875549,2
-0.370459,-0.348784,-0.309471,-0.178571,-0.135008,-0.131396,-0.229358,-0.255496,-0.215333,-0.118221,0.020542,0.104267,0.14868,0.27448,0.445968,0.840793,0.929406,1.024819,1.098769,1.237319,1.406257,1.63512,1.829558,2.088596,2.301096,2.420309,2.499147,2.615597,2.812372,3.336186,3.468573,3.413748,3.197423,2.929247,2.756059,2.693797,2.560984,2.238834,1.876733,1.674008,1.66062,1.695895,1.617695,1.413482,1.180157,0.994431,0.871606,0.796381,0.752818,0.639131,0.550518,0.486555,0.383068,0.104905,0.009067,-0.040446,-0.082521,-0.172833,-0.199396,-0.171133,-0.031521,0.015442,0.04073,0.044767,-0.072958,-0.142021,-0.126508,-0.001983,0.11808,0.10023,0.06538,0.018417,0.01778,0.05773,0.15378,0.213067,0.110855,0.017567,-0.041508,-0.038958,-0.081671,-0.318821,-0.649897,-0.772722,-0.737022,-0.778459,-0.763584,-0.83966,-0.850285,-0.827547,-0.86261,-0.868772,-0.810334,-0.865372,-0.860697,-0.989047,-1.008385,-1.009022,-0.970135,-0.957385,-0.894697,-0.917435,-0.891722,-0.89576,-0.87706,-0.912547,-0.90766,-0.869622,-0.87026,-0.802472,-0.821172,-0.782709,-0.82266,-0.875572,-0.899372,-0.887685,-0.914672,-0.89576,-0.903622,2
-0.355099,-0.342103,-0.24061,-0.223281,-0.291975,-0.317349,-0.321681,-0.299608,-0.24226,-0.125088,0.026946,0.106779,0.136072,0.24396,0.37846,0.479335,0.552773,0.618373,0.703157,0.86633,1.324083,1.63207,1.877553,2.175845,2.404206,2.502398,2.532517,2.589039,2.735504,2.991919,3.278659,3.456892,3.441627,3.249366,3.003678,2.870829,2.855563,2.745199,2.409775,2.012878,1.782454,1.754606,1.774822,1.675597,1.43981,1.174731,0.967824,0.830436,0.742558,0.67964,0.596093,0.583097,0.604139,0.593412,0.541221,0.436633,0.148036,0.05005,-0.000903,-0.058664,-0.190688,-0.213586,-0.202446,0.014568,0.064077,0.060777,-0.08053,-0.134165,-0.119312,-0.002141,0.13504,0.114412,0.035816,0.068409,0.155669,0.203322,0.112968,0.005904,-0.020088,-0.016375,-0.057014,-0.289294,-0.569432,-0.640395,-0.732193,-0.77015,-0.734463,-0.767881,-0.75406,-0.79738,-0.760661,-0.795936,-0.804807,-0.766231,-0.823166,-0.842351,-0.995004,-0.9752,-0.96798,-0.952302,-0.904237,-0.918059,-0.904444,-0.853697,-0.828323,-0.900318,-0.891447,-0.927342,-0.888972,-0.905269,-0.845239,-0.856379,-0.805838,-0.807488,-0.853284,-0.881133,-0.86628,-0.88464,-0.876388,2
-0.341226,-0.333241,-0.300902,-0.180331,-0.151585,-0.160169,-0.250598,-0.27016,-0.259181,-0.209076,-0.097688,0.054024,0.138863,0.171002,0.287182,0.439892,0.592802,0.691215,0.754096,0.791025,0.848516,0.951321,1.1206,1.305848,1.545793,1.751403,2.023885,2.245465,2.361644,2.430314,2.536512,2.734337,3.327012,3.500084,3.471737,3.256546,2.975479,2.802807,2.75889,2.652492,2.338289,1.956214,1.732838,1.71048,1.737828,1.646602,1.42063,1.164916,0.966892,0.840731,0.763478,0.717565,0.664665,0.62534,0.602184,0.552678,0.453266,0.175194,0.079775,0.036657,-0.010054,-0.123239,-0.148791,-0.162964,-0.164561,-0.153182,-0.097089,0.02448,0.072789,0.097542,0.094747,0.07219,-0.011052,-0.041993,-0.105273,-0.114057,-0.089104,-0.011252,0.142456,0.150441,0.02448,0.031667,0.053425,0.175394,0.197552,0.179586,0.158825,0.104329,0.001724,-0.025625,-0.036803,-0.089304,-0.178335,-0.295113,-0.399515,-0.496531,-0.58117,-0.63926,-0.717711,-0.750449,-0.787978,-0.838482,-0.860839,-0.887788,-0.930507,-1.0395,-1.091801,-1.075232,-1.025726,-0.957456,-0.934499,-0.921324,-0.900165,-0.77101,-0.753643,-0.770611,-0.835887,-0.852256,-0.848662,2
-0.296714,-0.294312,-0.266089,-0.144987,-0.118164,-0.129774,-0.181617,-0.239066,-0.248874,-0.235463,-0.183819,-0.069523,0.084206,0.168877,0.198102,0.307794,0.453917,0.523976,0.579623,0.665695,0.725546,0.768782,0.83764,0.953337,1.325851,1.567054,1.766221,2.029843,2.245624,2.357318,2.429979,2.548079,2.754853,3.344148,3.515292,3.487269,3.265682,2.975839,2.798489,2.750049,2.640957,2.332898,1.957382,1.736196,1.713577,1.7406,1.649123,1.422132,1.168919,0.974355,0.848849,0.773986,0.697322,0.675103,0.639473,0.612851,0.558205,0.454718,0.170279,0.071395,0.023355,-0.035695,-0.150992,-0.176413,-0.189424,-0.177014,-0.120566,0.000336,0.02976,0.075199,0.079602,0.070995,0.047375,-0.036696,-0.067121,-0.10135,-0.129173,-0.115562,-0.019681,0.126842,0.132447,0.091412,0.072596,0.015548,0.019752,0.039368,0.159269,0.182689,0.150662,0.101621,-0.01768,-0.031892,-0.087338,-0.176813,-0.292511,-0.392795,-0.566141,-0.623189,-0.702456,-0.732681,-0.769712,-0.801139,-0.847778,-0.853383,-0.8736,-0.919638,-1.02873,-1.056153,-1.035135,-0.983092,-0.94546,-0.927445,-0.89762,-0.906627,-0.837369,-0.815551,-0.821155,-0.854584,-0.851381,2
-0.296966,-0.27323,-0.233671,-0.08522,-0.036916,-0.023591,-0.044203,-0.155802,-0.198068,-0.204106,-0.17454,-0.084804,0.048656,0.134854,0.190028,0.329943,0.517536,0.670151,0.999325,1.105094,1.156729,1.211487,1.306013,1.445719,1.542326,1.620404,1.781555,2.017453,2.214624,2.3358,2.439278,2.590644,2.815298,3.09367,3.337271,3.440124,3.362255,3.123651,2.831122,2.632077,2.544006,2.403883,2.102193,1.76823,1.589589,1.591047,1.634354,1.573557,1.392626,1.17755,1.004738,0.891891,0.825473,0.792577,0.760721,0.729074,0.678688,0.496716,0.403856,0.139434,0.046574,0.002018,-0.028796,-0.122073,-0.138313,-0.139562,-0.113744,-0.086469,0.023255,0.06802,0.096752,0.096544,0.08072,0.013053,-0.035251,-0.097296,-0.115618,-0.096463,-0.061693,0.109453,0.118822,0.078846,0.063023,0.002643,0.020549,0.136519,0.154009,0.144223,0.109661,-0.036083,-0.055447,-0.193487,-0.524118,-0.607817,-0.70963,-0.782502,-0.847879,-0.846838,-0.864743,-0.877236,-0.916587,-0.919085,-0.946777,-1.013611,-1.094811,-1.154566,-1.135411,-0.982588,-0.936158,-0.907217,-0.861829,-0.776672,-0.691724,-0.688601,-0.706715,-0.722747,-0.840175,-0.885772,-0.885148,2
