@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute target {1,2,3,4,5}

@data
-1.605968,-1.562883,-1.41135,-1.172451,-0.849146,-0.535105,-0.262983,-0.09151,0.008969,0.097598,0.135981,0.139633,0.131749,0.104069,0.077636,0.049436,0.012046,-0.027884,-0.077682,-0.122941,-0.164076,-0.221404,-0.275568,-0.336053,-0.389493,-0.420947,-0.459534,-0.486205,-0.512001,-0.529889,-0.537724,-0.533899,-0.50874,-0.478058,-0.443694,-0.393452,-0.335497,-0.278216,-0.206149,-0.136487,-0.087981,-0.03148,0.008818,0.055322,0.102354,0.141103,0.180142,0.198803,0.216516,0.231952,0.238223,0.246365,0.253839,0.256535,0.264384,0.284492,0.300679,0.319194,0.335233,0.357793,0.376157,0.382914,0.407235,0.427351,0.442675,0.454927,0.473225,0.502967,0.513652,0.519187,0.521975,0.517326,0.514679,0.512055,0.491118,0.472191,0.461446,0.436377,0.419465,0.418187,0.423696,0.443817,0.460534,0.495195,0.550209,0.606069,0.694425,0.802574,0.915804,1.027311,1.126978,1.209086,1.293175,1.357362,1.38352,1.379853,1.328854,1.242414,1.139553,1.016535,0.883669,0.727479,0.544376,0.353905,0.170937,0.00334,-0.146808,-0.284356,-0.414258,-0.526534,-0.609219,-0.66499,-0.683092,-0.683763,-0.659298,-0.574457,-0.489846,-0.416959,-0.330707,-0.255696,-0.169403,-0.091921,-0.025694,0.071876,0.183211,0.211215,1
-1.737332,-1.697065,-1.540259,-1.316584,-1.080391,-0.889059,-0.756266,-0.673579,-0.601425,-0.569682,-0.577087,-0.58131,-0.594334,-0.610741,-0.625847,-0.645925,-0.663925,-0.691818,-0.727146,-0.751185,-0.779328,-0.803875,-0.831042,-0.857749,-0.879155,-0.890537,-0.898718,-0.894281,-0.880846,-0.860185,-0.835301,-0.800658,-0.758582,-0.706512,-0.655553,-0.600838,-0.543464,-0.485597,-0.428586,-0.372606,-0.326069,-0.275648,-0.2349,-0.1999,-0.16418,-0.132658,-0.10911,-0.090969,-0.073416,-0.059143,-0.046801,-0.028933,-0.011778,0.010976,0.032378,0.059114,0.086317,0.112831,0.143077,0.171672,0.201455,0.228651,0.259301,0.287275,0.310436,0.34039,0.362509,0.384215,0.401687,0.414147,0.426336,0.435819,0.442868,0.450138,0.455807,0.457122,0.455231,0.453775,0.459277,0.46484,0.463911,0.473839,0.502027,0.536501,0.578487,0.627271,0.682059,0.757002,0.841524,0.925209,1.005945,1.083794,1.155588,1.20939,1.252274,1.283875,1.294616,1.272471,1.223683,1.164516,1.095899,1.017177,0.924039,0.822383,0.715244,0.606929,0.517608,0.426304,0.341562,0.277811,0.22872,0.186484,0.157813,0.159703,0.191326,0.261103,0.347249,0.415101,0.493257,0.58748,0.683441,0.750579,0.803832,0.865911,0.950455,1.02345,1
-1.846242,-1.819189,-1.650324,-1.406981,-1.114236,-0.84619,-0.620883,-0.460828,-0.361475,-0.270442,-0.224672,-0.214926,-0.21221,-0.213743,-0.215518,-0.223538,-0.236,-0.246142,-0.257385,-0.281494,-0.29841,-0.311204,-0.318788,-0.324363,-0.334271,-0.339357,-0.33724,-0.335769,-0.324971,-0.311757,-0.288279,-0.254009,-0.228095,-0.191512,-0.144672,-0.103831,-0.067019,-0.037906,-0.00326,0.036988,0.073292,0.099372,0.129197,0.147866,0.165991,0.179303,0.187656,0.196362,0.200401,0.205638,0.20924,0.218915,0.237703,0.245646,0.255205,0.268863,0.287393,0.303828,0.323134,0.345669,0.36924,0.389692,0.423032,0.443672,0.468391,0.49291,0.504931,0.507463,0.519325,0.523269,0.531213,0.539236,0.551693,0.558406,0.561752,0.552578,0.547674,0.533972,0.527357,0.519245,0.511335,0.527884,0.553826,0.587116,0.634849,0.680549,0.740607,0.807756,0.894917,0.978248,1.063328,1.145529,1.220208,1.281304,1.325934,1.346279,1.334587,1.290056,1.211256,1.112542,1.006798,0.881625,0.737627,0.580106,0.425244,0.270537,0.121769,-0.023274,-0.155606,-0.271969,-0.364446,-0.444853,-0.492815,-0.509193,-0.496176,-0.444402,-0.372074,-0.295003,-0.206667,-0.122116,-0.048324,-0.001489,0.06063,0.1462,0.19859,0.111105,1
-1.858605,-1.827483,-1.665377,-1.439002,-1.173962,-0.939837,-0.724958,-0.575172,-0.493166,-0.412083,-0.372215,-0.366405,-0.366516,-0.378474,-0.387337,-0.396059,-0.410539,-0.430264,-0.4516,-0.470751,-0.488985,-0.512496,-0.535672,-0.555199,-0.574017,-0.581793,-0.582879,-0.582536,-0.574286,-0.561801,-0.543004,-0.518956,-0.489068,-0.447101,-0.407192,-0.36159,-0.311257,-0.265918,-0.208098,-0.1602,-0.114677,-0.076665,-0.041158,-0.000571,0.035898,0.063169,0.085059,0.106651,0.119496,0.137139,0.154529,0.168348,0.185569,0.19596,0.208962,0.224888,0.241352,0.266035,0.282922,0.312251,0.341479,0.366132,0.392821,0.425187,0.451092,0.471856,0.4945,0.515853,0.536219,0.554029,0.567812,0.577578,0.579322,0.579512,0.570416,0.55478,0.546669,0.53975,0.530039,0.525328,0.52654,0.534566,0.544549,0.570326,0.608844,0.660305,0.738446,0.836397,0.940134,1.041791,1.140279,1.222066,1.287321,1.337072,1.363303,1.357451,1.318874,1.265428,1.185641,1.09043,0.976221,0.844481,0.695844,0.54141,0.384728,0.238575,0.103969,-0.016253,-0.12935,-0.216987,-0.270981,-0.31163,-0.327017,-0.324063,-0.310215,-0.263046,-0.198448,-0.135407,-0.070381,0.006079,0.088623,0.180649,0.271762,0.37034,0.487046,0.581075,1
-1.655196,-1.662581,-1.469877,-1.190923,-0.923086,-0.681522,-0.50893,-0.415593,-0.342523,-0.297275,-0.311667,-0.327767,-0.343322,-0.366317,-0.38742,-0.411407,-0.445033,-0.482719,-0.515368,-0.550183,-0.583144,-0.615771,-0.63539,-0.672068,-0.705838,-0.719824,-0.734769,-0.74046,-0.733415,-0.722485,-0.704415,-0.66987,-0.635878,-0.594451,-0.545081,-0.493811,-0.445891,-0.398685,-0.334502,-0.279255,-0.22666,-0.175576,-0.127459,-0.085407,-0.052784,-0.026321,-0.00238,0.029627,0.049418,0.071548,0.096065,0.120446,0.144308,0.170565,0.197294,0.222159,0.252853,0.28037,0.311878,0.348249,0.38684,0.419449,0.439403,0.475151,0.500406,0.518628,0.53573,0.551415,0.55318,0.557642,0.563911,0.566024,0.558,0.551189,0.534169,0.517824,0.507891,0.499021,0.48725,0.475421,0.469094,0.46321,0.4591,0.46338,0.471274,0.499234,0.545264,0.602744,0.662049,0.747006,0.848576,0.945289,1.038305,1.116663,1.18463,1.238565,1.281277,1.292261,1.282705,1.246551,1.171631,1.077978,0.98504,0.882441,0.76601,0.630494,0.491298,0.356854,0.235704,0.130482,0.035509,-0.043329,-0.094748,-0.123276,-0.124764,-0.101295,-0.036967,0.049253,0.13842,0.223205,0.296007,0.353485,0.419452,0.483627,0.567323,0.467995,1
-1.278998,-1.407646,-1.27291,-1.205509,-1.11732,-1.062366,-0.961686,-0.887694,-0.829599,-0.777038,-0.75432,-0.71458,-0.723242,-0.736885,-0.737099,-0.736333,-0.737386,-0.764702,-0.761118,-0.739713,-0.704748,-0.716883,-0.694539,-0.68552,-0.680272,-0.645158,-0.651238,-0.63127,-0.617042,-0.598079,-0.577861,-0.548187,-0.506314,-0.509815,-0.486475,-0.471423,-0.436624,-0.433267,-0.430892,-0.412411,-0.419014,-0.406062,-0.412824,-0.414712,-0.415263,-0.417261,-0.414023,-0.405174,-0.391049,-0.396459,-0.405069,-0.420159,-0.402024,-0.385406,-0.387982,-0.369635,-0.362222,-0.347932,-0.33296,-0.315495,-0.287839,-0.258783,-0.24783,-0.220756,-0.192748,-0.161414,-0.138969,-0.1201,-0.101472,-0.067363,-0.054677,-0.026271,0.016571,0.032716,0.041281,0.060996,0.055822,0.064806,0.069078,0.07243,0.111346,0.169306,0.23653,0.333201,0.433545,0.557865,0.698555,0.857922,1.03614,1.23604,1.386516,1.539534,1.674761,1.785029,1.864961,1.903162,1.909203,1.874934,1.804482,1.704112,1.596488,1.476941,1.321985,1.144813,0.955762,0.804704,0.649544,0.512056,0.415696,0.340101,0.289492,0.257739,0.23659,0.252037,0.290514,0.362182,0.473845,0.582519,0.717824,0.802932,0.840741,0.860174,0.890435,0.876767,0.975816,0.981965,1
-1.328538,-1.429909,-1.349586,-1.146958,-0.84733,-0.49279,-0.206278,-0.042921,0.090172,0.167345,0.153148,0.109993,0.076808,0.031299,-0.01749,-0.071821,-0.114306,-0.165776,-0.233593,-0.296909,-0.362008,-0.425571,-0.489198,-0.552892,-0.612598,-0.675661,-0.7248,-0.764584,-0.797807,-0.822727,-0.822025,-0.807412,-0.785828,-0.743225,-0.68373,-0.626406,-0.557528,-0.48757,-0.416209,-0.327256,-0.249383,-0.173233,-0.103021,-0.035397,0.033989,0.082392,0.116792,0.154867,0.206926,0.227395,0.250871,0.271698,0.295003,0.314597,0.328101,0.359557,0.38335,0.402566,0.430876,0.451115,0.475016,0.50156,0.529661,0.541356,0.55865,0.584248,0.608005,0.617321,0.616404,0.611444,0.605104,0.614011,0.609255,0.598002,0.589927,0.576997,0.544088,0.499774,0.463302,0.426575,0.374822,0.326712,0.287067,0.258978,0.236324,0.209807,0.176466,0.158713,0.15825,0.18072,0.209785,0.261055,0.326769,0.428935,0.539618,0.63923,0.70923,0.767381,0.813585,0.860814,0.911734,0.922402,0.914531,0.832288,0.731688,0.641557,0.536116,0.42981,0.274021,0.116065,-0.012048,-0.119603,-0.206786,-0.280247,-0.35955,-0.435731,-0.476744,-0.473972,-0.362345,-0.254929,-0.137658,0.001728,0.127668,0.236918,0.305441,0.428243,1
-1.768146,-1.732856,-1.579091,-1.383113,-1.128428,-0.857192,-0.631449,-0.488212,-0.412167,-0.341668,-0.313468,-0.318836,-0.324092,-0.341907,-0.351727,-0.362425,-0.373192,-0.38359,-0.396942,-0.401614,-0.41205,-0.419995,-0.42974,-0.433468,-0.439926,-0.438747,-0.434556,-0.432421,-0.412321,-0.397851,-0.378339,-0.356179,-0.330596,-0.30224,-0.281805,-0.255215,-0.223766,-0.193871,-0.166511,-0.143036,-0.122032,-0.102373,-0.08647,-0.074097,-0.068066,-0.064439,-0.062091,-0.052957,-0.050727,-0.040456,-0.029593,-0.02311,-0.010592,0.005265,0.021321,0.045753,0.070923,0.105504,0.14182,0.180164,0.219042,0.253879,0.284911,0.311883,0.341394,0.362949,0.379769,0.396035,0.409293,0.425732,0.427602,0.430079,0.424136,0.414142,0.405287,0.39228,0.383112,0.369179,0.36688,0.358833,0.353811,0.360578,0.363736,0.359796,0.357824,0.373746,0.388046,0.413738,0.443815,0.487462,0.549548,0.614827,0.672059,0.703563,0.723687,0.749984,0.768333,0.787629,0.806268,0.810408,0.791238,0.757999,0.712275,0.673386,0.6132,0.539782,0.466654,0.396299,0.352406,0.32086,0.289415,0.261007,0.230325,0.210749,0.21273,0.266922,0.396545,0.563059,0.730198,0.912985,1.060957,1.105649,1.069742,1.002552,0.947338,0.810468,1
-1.707341,-1.759306,-1.634953,-1.417922,-1.167759,-0.898356,-0.675355,-0.533376,-0.446321,-0.360367,-0.334174,-0.346022,-0.359373,-0.371362,-0.393543,-0.412719,-0.428452,-0.454905,-0.486371,-0.526163,-0.557443,-0.580437,-0.609972,-0.634813,-0.655055,-0.673332,-0.683104,-0.688438,-0.689034,-0.68116,-0.670491,-0.650935,-0.620766,-0.585696,-0.538536,-0.487858,-0.446542,-0.389326,-0.327156,-0.272193,-0.211365,-0.157881,-0.103945,-0.051536,-0.002751,0.043805,0.08532,0.125944,0.161913,0.200416,0.230133,0.268158,0.296471,0.322558,0.346656,0.367286,0.396534,0.421227,0.443834,0.469258,0.491972,0.510103,0.529805,0.542593,0.553217,0.569075,0.571837,0.57932,0.585888,0.589563,0.590853,0.584504,0.579897,0.569604,0.560903,0.547323,0.537357,0.523331,0.518592,0.514313,0.494141,0.485488,0.482354,0.481868,0.503713,0.544215,0.599706,0.655721,0.726382,0.807338,0.908574,1.002731,1.099339,1.186946,1.245096,1.306796,1.349346,1.370316,1.357842,1.29757,1.205611,1.09998,0.999142,0.871534,0.730098,0.575569,0.419557,0.267687,0.122301,0.00703,-0.101298,-0.193968,-0.27074,-0.313364,-0.327657,-0.320435,-0.271345,-0.186146,-0.084411,0.028875,0.131703,0.197938,0.230762,0.246757,0.322223,0.351742,1
-1.620893,-1.534678,-1.314145,-1.083969,-0.8463,-0.637475,-0.454424,-0.34681,-0.297737,-0.255142,-0.240625,-0.254371,-0.262215,-0.267382,-0.295072,-0.333667,-0.377442,-0.406158,-0.434779,-0.458825,-0.483597,-0.513943,-0.535545,-0.55031,-0.562251,-0.570531,-0.594093,-0.620572,-0.641597,-0.641541,-0.634136,-0.619505,-0.607457,-0.601008,-0.589902,-0.567327,-0.523235,-0.47352,-0.43758,-0.415133,-0.38272,-0.338646,-0.308098,-0.277852,-0.250386,-0.216987,-0.190507,-0.179348,-0.162139,-0.143044,-0.127407,-0.1318,-0.137143,-0.132762,-0.114597,-0.098134,-0.082438,-0.077379,-0.071171,-0.051262,-0.0284,-0.015589,0.00505,0.019691,0.030622,0.05073,0.076314,0.095501,0.1181,0.135987,0.153825,0.154054,0.165623,0.181817,0.19835,0.213122,0.230083,0.259467,0.28794,0.32634,0.366432,0.414412,0.4891,0.580019,0.684119,0.804583,0.966411,1.133086,1.283142,1.387481,1.466195,1.529208,1.576588,1.614581,1.609843,1.572003,1.52496,1.452852,1.34911,1.223747,1.098648,0.96188,0.801469,0.640293,0.514973,0.396315,0.291675,0.204654,0.141151,0.111146,0.076354,0.035984,0.012847,0.012006,0.060057,0.125201,0.198778,0.291026,0.393148,0.4753,0.554245,0.625783,0.682527,0.739342,0.787998,0.763586,1
-1.880725,-1.885029,-1.727398,-1.490756,-1.225665,-0.952815,-0.73965,-0.615352,-0.519665,-0.460047,-0.455929,-0.46227,-0.47009,-0.479694,-0.493397,-0.504259,-0.522205,-0.543744,-0.571684,-0.594506,-0.619752,-0.641423,-0.657381,-0.680975,-0.690772,-0.699382,-0.698044,-0.692645,-0.678267,-0.659375,-0.631323,-0.595338,-0.554021,-0.499477,-0.44749,-0.391651,-0.336599,-0.287767,-0.237101,-0.189976,-0.138656,-0.091097,-0.051937,-0.013269,0.021337,0.04287,0.070197,0.090376,0.109535,0.126368,0.142965,0.166539,0.194429,0.224467,0.252374,0.28166,0.311497,0.34266,0.378439,0.412661,0.450573,0.48006,0.512397,0.543213,0.570325,0.600625,0.617873,0.634494,0.653039,0.658382,0.652473,0.650807,0.649729,0.638093,0.62725,0.61691,0.598064,0.578235,0.554734,0.543278,0.521649,0.503762,0.487549,0.467401,0.465135,0.471861,0.469276,0.469774,0.487346,0.516301,0.553974,0.601443,0.668707,0.754848,0.8357,0.894665,0.936108,0.97171,1.004153,1.028472,1.036256,1.033767,0.998624,0.938815,0.87335,0.79484,0.71736,0.627415,0.514238,0.402553,0.31895,0.255279,0.195182,0.141188,0.091176,0.059398,0.080156,0.18702,0.30724,0.392761,0.455792,0.479905,0.487822,0.490423,0.553927,0.555382,1
-1.187899,-1.330154,-1.371599,-1.288888,-1.121727,-0.878251,-0.643824,-0.476043,-0.384047,-0.307157,-0.275413,-0.305208,-0.349786,-0.397415,-0.442895,-0.485401,-0.54559,-0.60236,-0.644208,-0.694044,-0.741322,-0.784566,-0.835081,-0.888278,-0.937849,-0.980303,-1.026116,-1.053113,-1.084768,-1.097941,-1.110027,-1.096097,-1.073829,-1.044625,-1.001376,-0.950485,-0.884562,-0.810012,-0.745474,-0.670445,-0.590817,-0.513645,-0.435661,-0.36042,-0.297373,-0.231093,-0.177294,-0.128744,-0.095295,-0.0629,-0.039328,-0.017055,0.011784,0.036254,0.060853,0.077261,0.109321,0.134744,0.166632,0.201898,0.22941,0.266248,0.301188,0.339818,0.367721,0.409993,0.447451,0.464763,0.499343,0.517019,0.531191,0.538118,0.546968,0.551254,0.54413,0.544892,0.530509,0.517998,0.512059,0.506595,0.481519,0.468559,0.460048,0.450209,0.44828,0.449226,0.44438,0.429859,0.428157,0.43862,0.446804,0.479685,0.534977,0.608194,0.667914,0.732377,0.781828,0.829459,0.861615,0.899814,0.935722,0.955584,0.94361,0.903479,0.868761,0.823573,0.759996,0.664009,0.547342,0.455609,0.365072,0.282895,0.205791,0.145607,0.075041,0.010931,-0.021948,0.022664,0.098631,0.173154,0.315062,0.476936,0.653748,0.781606,0.870584,1.008503,1
-1.924982,-1.826401,-1.640499,-1.416164,-1.188079,-0.977711,-0.791113,-0.671998,-0.600362,-0.538582,-0.500685,-0.49575,-0.496506,-0.506572,-0.513351,-0.520087,-0.524245,-0.53198,-0.538539,-0.547133,-0.554046,-0.564047,-0.571211,-0.572598,-0.576332,-0.577792,-0.570485,-0.559851,-0.541224,-0.52351,-0.500751,-0.474723,-0.444267,-0.415434,-0.381553,-0.348402,-0.312828,-0.281181,-0.247373,-0.212206,-0.18415,-0.160384,-0.142609,-0.125236,-0.108522,-0.091578,-0.082729,-0.070669,-0.056033,-0.049654,-0.046911,-0.036932,-0.020514,-0.003966,0.01322,0.03108,0.049429,0.070183,0.094384,0.127783,0.158598,0.190779,0.223114,0.252338,0.287318,0.324278,0.353237,0.383071,0.409529,0.433527,0.457963,0.47729,0.496326,0.510109,0.509508,0.508716,0.510012,0.508136,0.50584,0.507294,0.516222,0.535882,0.55953,0.593684,0.637881,0.704342,0.784788,0.877791,0.98156,1.083529,1.174675,1.252732,1.325422,1.380353,1.413715,1.412948,1.37803,1.330903,1.257944,1.175541,1.072003,0.959057,0.836717,0.699089,0.56582,0.450085,0.337636,0.235852,0.1523,0.079012,0.036413,0.021067,0.013184,0.023203,0.047788,0.101686,0.17772,0.255865,0.346954,0.445515,0.529,0.590464,0.622544,0.661222,0.727962,0.741731,1
-1.192124,-1.150554,-0.945978,-0.669042,-0.347449,-0.041319,0.233833,0.395459,0.499604,0.575279,0.608463,0.598045,0.576449,0.56424,0.539806,0.514105,0.49681,0.467978,0.433353,0.414222,0.396383,0.373794,0.352755,0.312663,0.298172,0.289178,0.28492,0.285376,0.277198,0.300977,0.328089,0.332536,0.351271,0.380215,0.402325,0.426501,0.446718,0.466984,0.499307,0.51699,0.512855,0.501002,0.488978,0.484581,0.465995,0.43487,0.421834,0.403204,0.385184,0.374435,0.358985,0.351709,0.331976,0.312687,0.299524,0.291432,0.29617,0.304976,0.304009,0.3001,0.313744,0.326594,0.333114,0.328209,0.322179,0.31979,0.313418,0.335493,0.341066,0.333021,0.332189,0.3293,0.3153,0.303237,0.292755,0.275825,0.248233,0.214834,0.202918,0.186604,0.169696,0.179916,0.175783,0.198389,0.240187,0.295545,0.364963,0.470971,0.585166,0.688266,0.787319,0.885815,0.96037,1.005653,1.035066,1.056907,1.016513,0.944453,0.839752,0.708331,0.565982,0.409194,0.222917,0.019093,-0.170809,-0.359404,-0.546269,-0.696785,-0.830268,-0.940916,-1.04406,-1.119218,-1.15606,-1.178417,-1.155647,-1.072108,-0.957593,-0.850547,-0.751745,-0.700456,-0.680692,-0.685291,-0.706263,-0.696646,-0.652171,-0.701555,1
-1.445057,-1.50906,-1.443163,-1.240285,-0.932303,-0.631262,-0.398804,-0.276651,-0.177799,-0.118677,-0.13052,-0.148858,-0.167134,-0.182408,-0.207384,-0.234964,-0.270183,-0.304761,-0.347078,-0.393147,-0.436333,-0.493064,-0.551188,-0.608566,-0.661165,-0.709621,-0.751355,-0.787351,-0.815447,-0.839332,-0.840585,-0.82726,-0.805365,-0.772123,-0.72817,-0.677443,-0.61557,-0.541997,-0.469936,-0.386786,-0.30542,-0.225806,-0.152909,-0.086226,-0.017391,0.03672,0.078607,0.113823,0.144244,0.171162,0.198587,0.219465,0.233688,0.256606,0.26528,0.28829,0.30902,0.335058,0.366914,0.393121,0.41967,0.447729,0.481083,0.517955,0.544781,0.561218,0.580905,0.600854,0.607863,0.625443,0.62916,0.63593,0.62767,0.612333,0.599927,0.573628,0.550483,0.518947,0.484331,0.462555,0.441137,0.423485,0.415967,0.42314,0.443758,0.469945,0.509702,0.569903,0.648547,0.745509,0.859533,0.974022,1.087407,1.178108,1.253737,1.325858,1.365957,1.372233,1.327384,1.250317,1.161077,1.053084,0.932619,0.79868,0.644489,0.476085,0.312765,0.150562,0.015485,-0.117084,-0.237187,-0.330771,-0.397075,-0.409102,-0.395159,-0.323,-0.205522,-0.120297,-0.055477,0.014895,0.07415,0.111677,0.150787,0.215232,0.332618,0.303819,1
-1.557196,-1.528792,-1.320425,-1.062557,-0.7851,-0.564877,-0.434526,-0.340612,-0.268764,-0.264283,-0.291225,-0.313752,-0.333567,-0.362723,-0.401982,-0.435065,-0.472324,-0.513613,-0.559381,-0.602729,-0.63867,-0.671877,-0.712062,-0.746247,-0.772944,-0.785573,-0.797381,-0.808097,-0.804169,-0.790088,-0.773225,-0.741935,-0.700188,-0.651651,-0.597475,-0.546458,-0.500044,-0.441396,-0.379386,-0.322403,-0.268605,-0.225135,-0.177029,-0.131604,-0.090662,-0.047093,-0.009546,0.024375,0.052401,0.080809,0.115527,0.15328,0.185095,0.216375,0.250714,0.283398,0.323861,0.3643,0.394369,0.420189,0.445489,0.468665,0.483927,0.498582,0.514598,0.519513,0.529243,0.528925,0.523014,0.513231,0.502778,0.494081,0.471666,0.461902,0.448288,0.432276,0.413866,0.407726,0.398527,0.386019,0.384791,0.37715,0.374019,0.378164,0.395972,0.421676,0.470704,0.546569,0.620724,0.713453,0.823222,0.928173,1.025165,1.127938,1.205947,1.271269,1.3217,1.353426,1.355761,1.321415,1.252696,1.163584,1.053584,0.946284,0.830779,0.684901,0.549612,0.411755,0.274915,0.163092,0.058311,-0.030719,-0.099337,-0.140299,-0.14806,-0.122294,-0.059088,0.057857,0.172522,0.280866,0.372198,0.418809,0.445106,0.489805,0.581033,0.481355,1
-1.735471,-1.762939,-1.661651,-1.492045,-1.279356,-1.096121,-0.95656,-0.865288,-0.802637,-0.752762,-0.739311,-0.74474,-0.753392,-0.762806,-0.77541,-0.786358,-0.798765,-0.812528,-0.828564,-0.837963,-0.85114,-0.86728,-0.876935,-0.885516,-0.888339,-0.884551,-0.879632,-0.869106,-0.852442,-0.827314,-0.79857,-0.765525,-0.729345,-0.685566,-0.642575,-0.595824,-0.544638,-0.498398,-0.451241,-0.405053,-0.36023,-0.320309,-0.280594,-0.246679,-0.217263,-0.194104,-0.170473,-0.150569,-0.130546,-0.110296,-0.090621,-0.06843,-0.046766,-0.022218,0.004197,0.032846,0.064508,0.093581,0.124183,0.150159,0.184943,0.218714,0.251465,0.284274,0.311191,0.33806,0.359862,0.379315,0.397404,0.409847,0.414816,0.419611,0.423997,0.426788,0.431877,0.430113,0.42677,0.421033,0.413729,0.409292,0.408365,0.417646,0.435843,0.461717,0.496222,0.539813,0.586374,0.651052,0.728235,0.803958,0.878966,0.950342,1.015361,1.072967,1.117268,1.14846,1.15883,1.149155,1.119323,1.079268,1.033498,0.978862,0.910088,0.830481,0.74882,0.673686,0.598487,0.53578,0.476931,0.43588,0.405494,0.38982,0.388523,0.396011,0.416539,0.463924,0.543676,0.618919,0.704155,0.80992,0.918067,1.008348,1.078563,1.135795,1.205232,1.213597,1
-1.42863,-1.434287,-1.292545,-1.036134,-0.752329,-0.54438,-0.417748,-0.340317,-0.267776,-0.264715,-0.297161,-0.313275,-0.337474,-0.368018,-0.40645,-0.44389,-0.479759,-0.518751,-0.560932,-0.609527,-0.659133,-0.699775,-0.736886,-0.77486,-0.809239,-0.842444,-0.859547,-0.876445,-0.872382,-0.84867,-0.835539,-0.799664,-0.752327,-0.70182,-0.641025,-0.569033,-0.495921,-0.426195,-0.354708,-0.280979,-0.199014,-0.129885,-0.057585,0.008292,0.056482,0.116383,0.157085,0.189637,0.222416,0.253709,0.295476,0.321019,0.350081,0.37268,0.400648,0.424849,0.447643,0.465165,0.480718,0.499611,0.516615,0.538523,0.554315,0.556289,0.558502,0.541916,0.544671,0.5436,0.53776,0.534737,0.516374,0.50054,0.495989,0.478515,0.45283,0.42728,0.399994,0.388767,0.376787,0.352466,0.356769,0.342134,0.336772,0.359715,0.38825,0.439627,0.4998,0.561839,0.656381,0.7812,0.89412,1.019693,1.11678,1.1848,1.273761,1.31464,1.313532,1.280898,1.216877,1.126409,1.004969,0.874625,0.752461,0.607848,0.428794,0.263105,0.08069,-0.07693,-0.192684,-0.338842,-0.442913,-0.4871,-0.506178,-0.51802,-0.49014,-0.400084,-0.26478,-0.109632,0.021902,0.159977,0.310164,0.412601,0.470107,0.540044,0.664758,0.688892,1
